Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
1h	9.9	9.5	8.7	349	364	355
2h	8.5	7.5	9.5	474	411	468
3h+	8.9	7.3	7.4	701	638	660
Kaikki	8.9	7.9	8.2	486	475	520
Lkm	92.0	82.0	48.0	92	82	48
