Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
1h	12.4	15.8	16.1	437	535	545
2h	11.5	12.7	13.3	599	621	674
3h+	11.6	10.5	9.8	926	890	832
Kaikki	11.7	12.8	13.9	647	638	618
Lkm	600.0	380.0	212.0	600	380	212
