Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
1h	-	9.1	11.0	-	323	342
2h	8.2	7.0	-	393	384	-
3h+	-	-	-	-	-	-
Kaikki	8.3	7.5	7.9	353	403	390
Lkm	11	29	11	11	29	11
