Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
2h	-	7.0	-	-	425	-
3h+	-	-	-	-	-	-
Kaikki	7.6	7.4	8.3	426	571	479
Lkm	5	10	6	5	10	6
