Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
1h	20.2	23.6	25.4	489	637	691
2h	13.7	17.2	18.6	652	798	862
3h+	12.2	16.5	15.4	942	1191	1157
Kaikki	14.5	20.0	21.2	651	738	783
Lkm	406.0	712.0	358.0	406	712	358
