Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
1h	9.7	8.6	9.2	311	374	360
2h	9.5	9.6	10.3	509	569	529
3h+	9.1	9.3	7.3	725	702	810
Kaikki	9.4	9.2	8.3	470	518	558
Lkm	104.0	56.0	34.0	104	56	34
