Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
1h	14.9	16.3	16.4	364	453	479
2h	12.2	12.0	11.5	559	576	575
3h+	11.5	11.0	11.1	847	838	799
Kaikki	13.4	13.5	13.2	453	530	547
Lkm	1001.0	596.0	318.0	1001	596	318
