Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
1h	10.2	10.0	10.1	350	339	352
2h	9.2	8.6	9.3	467	476	484
3h+	8.3	7.8	8.0	679	678	676
Kaikki	9.0	8.3	8.8	495	539	522
Lkm	132.0	154.0	88.0	132	154	88
