Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
1h	10.8	12.4	13.4	383	414	416
2h	9.2	9.5	10.3	473	533	544
3h+	9.7	8.5	8.7	685	710	786
Kaikki	9.6	9.7	10.5	495	543	542
Lkm	282.0	224.0	154.0	282	224	154
