Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
1h	7.9	9.4	10.9	295	345	353
2h	7.7	7.6	7.3	408	416	433
3h+	-	-	-	-	-	-
Kaikki	7.4	8.3	8.8	375	398	409
Lkm	35	44	42	35	44	42
