Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
1h	14.7	18.2	19.1	542	584	604
2h	13.6	14.5	15.3	639	680	709
3h+	12.5	13.2	12.5	905	950	949
Kaikki	13.3	15.0	16.1	713	698	687
Lkm	158.0	286.0	296.0	158	286	296
