Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
1h	10.6	10.2	-	391	348	-
2h	9.1	8.1	-	494	465	-
3h+	9.7	9.3	-	712	802	-
Kaikki	9.6	9.1	-	500	543	-
Lkm	168.0	28.0	-	168	28	-
