Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
2h	-	10.9	-	-	678	-
3h+	-	7.6	-	-	763	-
Kaikki	-	8.9	7.4	-	721	565
Lkm	-	16.0	7	-	16	7
