Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
1h	10.1	9.8	9.4	305	340	385
2h	7.2	8.0	-	419	433	-
3h+	7.5	7.9	7.0	581	750	635
Kaikki	7.6	8.2	7.9	449	559	494
Lkm	58.0	78.0	23	58	78	23
