Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
1h	10.7	-	-	385	-	-
2h	9.8	-	-	486	-	-
3h+	-	8.2	-	-	835	-
Kaikki	10.0	8.7	10.1	469	686	790
Lkm	50	10	5	50	10	5
