Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
1h	13.7	-	-	553	-	-
2h	12.6	-	-	597	-	-
3h+	11.7	12.1	-	987	955	-
Kaikki	12.0	12.1	12.2	841	858	898
Lkm	106.0	16	4	106	16	4
