Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
1h	15.4	17.8	19.0	406	414	449
2h	12.0	13.0	14.1	522	497	586
3h+	12.2	13.2	-	744	723	-
Kaikki	14.0	16.0	17.7	452	456	468
Lkm	1400.0	220.0	545	1400	220	545
