Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
1h	12.9	12.5	13.2	449	446	500
2h	10.8	10.8	11.8	607	611	622
3h+	10.1	10.0	-	763	726	-
Kaikki	11.0	11.1	12.2	598	567	609
Lkm	164.0	84.0	31	164	84	31
