Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
1h	10.5	10.7	10.2	363	364	346
2h	9.2	8.8	8.6	481	455	460
3h+	8.5	7.9	-	666	613	-
Kaikki	9.3	8.9	9.1	475	458	448
Lkm	394.0	138.0	59	394	138	59
