Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
1h	11.8	11.4	11.7	390	386	390
2h	9.0	8.9	9.0	502	489	500
3h+	8.5	8.5	9.1	647	680	710
Kaikki	9.1	9.4	9.6	525	478	494
Lkm	208.0	334.0	146.0	208	334	146
