Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
1h	-	-	-	-	-	-
2h	13.0	19.7	-	735	1186	-
3h+	12.5	12.5	-	979	1175	-
Kaikki	12.6	14.6	18.1	930	1040	647
Lkm	113	25	4	113	25	4
