Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
1h	11.1	13.1	10.9	425	463	451
2h	10.0	10.7	10.8	533	563	634
3h+	9.4	9.5	10.9	763	810	950
Kaikki	9.7	10.2	10.8	614	669	737
Lkm	224.0	160.0	74.0	224	160	74
