Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
1h	-	18.2	-	-	585	-
2h	13.5	12.5	-	744	727	-
3h+	12.6	11.4	11.3	1057	957	890
Kaikki	12.9	12.3	13.0	915	825	749
Lkm	43	76.0	11	43	76	11
