"Postal code area","Aged 18 or over, total, 2013 (KO)","Basic level studies, 2013 (KO)","With education, total, 2013 (KO)","Matriculation examination, 2013 (KO)","Vocational diploma, 2013 (KO)","Academic degree - Lower level university degree, 2013 (KO)","Academic degree - Higher level university degree, 2013 (KO)"
"25700 Kemiö Keskus   (Kemiönsaari )",1909,640,1269,80,936,164,89
"25710 Vreta-Vestlax   (Kemiönsaari )",245,67,178,13,123,25,17
"25730 Mjösund   (Kemiönsaari )",84,32,52,2,39,7,4
"25760 Kiila   (Kemiönsaari )",106,29,77,3,60,8,6
"25810 Mark   (Kemiönsaari )",57,17,40,1,33,4,2
"25820 Vestlax   (Kemiönsaari )",85,25,60,10,40,6,4
"25830 Västanfjärd Keskus   (Kemiönsaari )",411,131,280,25,204,31,20
"25840 Nivelax   (Kemiönsaari )",230,81,149,9,106,21,13
"25860 Björkboda   (Kemiönsaari )",281,116,165,17,116,20,12
"25870 Dragsfjärd   (Kemiönsaari )",812,340,472,34,349,54,35
"25900 Taalintehdas   (Kemiönsaari )",1250,619,631,48,463,74,46
"25910 Vänoxa   (Kemiönsaari )",8,..,..,..,..,..,..
"25930 Kasnäs   (Kemiönsaari )",61,29,32,3,21,6,2
"25940 Hiittinen   (Kemiönsaari )",69,19,50,5,32,9,4
"25950 Rosala-Kasnäs-Hitis   (Kemiönsaari )",104,38,66,10,45,7,4
"25960 Högsåra   (Kemiönsaari )",41,13,28,2,15,6,5
"26100 Rauma Keskus   (Rauma )",13693,4113,9580,1179,5890,1494,1017
"26200 Merirauma-Kappelinluhta   (Rauma )",4097,947,3150,206,1955,570,419
"26410 Kaaro   (Rauma )",1102,254,848,46,577,159,66
"26510 Uotila   (Rauma )",2111,642,1469,86,1121,149,113
"26560 Kolla   (Rauma )",570,152,418,24,327,51,16
"26660 Paroalho   (Rauma )",4078,1159,2919,216,2141,378,184
"26720 Monnanummi   (Rauma )",288,64,224,13,151,44,16
"26740 Vasarainen   (Rauma )",429,117,312,17,249,35,11
"26820 Sampaanala   (Rauma )",1325,443,882,51,716,85,30
"26840 Kortela   (Rauma )",638,161,477,31,350,68,28
"26910 Unaja   (Rauma )",505,133,372,20,281,52,19
"26930 Vermuntila   (Rauma )",500,170,330,21,257,29,23
"26950 Voiluoto   (Rauma )",318,81,237,13,179,32,13
"27100 Eurajoki Keskus   (Eurajoki )",2587,855,1732,90,1268,236,138
"27110 Irjanne   (Eurajoki )",441,147,294,21,217,37,19
"27130 Eurajoki asemanseutu   (Eurajoki )",277,85,192,10,149,26,7
"27150 Lapijoki   (Eurajoki )",1006,302,704,37,551,82,34
"27160 Olkiluoto   (Eurajoki )",0,0,0,0,0,0,0
"27170 Kuivalahti   (Eurajoki )",309,105,204,16,160,19,9
"27220 Ala-Kieri   (Rauma )",485,136,349,17,271,49,12
"27230 Lappi   (Rauma )",1709,586,1123,78,852,138,55
"27250 Kodiksami   (Rauma )",112,42,70,1,59,5,5
"27260 Kuolimaa   (Rauma )",160,55,105,9,78,8,10
"27310 Kodisjoki   (Rauma )",406,121,285,8,233,33,11
"27320 Ihode   (Pyhäranta )",586,207,379,23,297,46,13
"27340 Reila   (Pyhäranta )",410,120,290,8,239,27,16
"27400 Kiukainen Keskus   (Eura )",1127,427,700,39,553,72,36
"27420 Panelia Asemanseutu   (Eura )",213,78,135,7,110,7,11
"27430 Panelia   (Eura )",1015,382,633,25,509,75,24
"27450 Harola   (Eura )",182,68,114,8,83,14,9
"27500 Kauttua   (Eura )",2582,815,1767,116,1328,212,111
"27510 Eura Keskus   (Eura )",3467,1309,2158,110,1671,234,143
"27600 Hinnerjoki   (Eura )",600,227,373,13,296,44,20
"27640 Honkilahti kk   (Eura )",260,133,127,8,102,12,5
"27650 Honkilahti   (Eura )",273,125,148,9,118,16,5
"27670 Mannila   (Eura )",146,64,82,1,74,4,3
"27710 Köyliö Keskus   (Säkylä )",913,330,583,30,476,54,23
"27730 Tuiskula   (Säkylä )",164,60,104,5,86,9,4
"27740 Voitoinen   (Säkylä )",143,56,87,4,73,9,1
"27750 Yttilä   (Säkylä )",284,106,178,6,148,15,9
"27800 Säkylä Keskus   (Säkylä )",2675,884,1791,109,1313,215,154
"27820 Iso-Vimma   (Säkylä )",628,205,423,24,323,49,27
"27840 Kakkuri   (Säkylä )",388,138,250,16,182,36,16
"27860 Vuori   (Säkylä )",278,97,181,14,144,18,5
"27910 Huovinrinne   (Säkylä )",151,29,122,7,83,18,14
"27920 Otajoki   (Säkylä )",227,72,155,8,131,11,5
"28100 Pori Keskus   (Pori )",11447,3126,8321,1145,5110,1181,885
"28120 Käppärä-Isomäki   (Pori )",3169,868,2301,237,1523,320,221
"28130 Impola   (Pori )",5145,1405,3740,434,2508,502,296
"28190 Pormestarinluoto   (Pori )",3239,1153,2086,128,1606,235,117
"28200 Toejoki   (Pori )",3812,928,2884,147,2053,459,225
"28220 Ruosniemi   (Pori )",3563,856,2707,132,1938,427,210
"28240 Isojoenranta   (Pori )",574,138,436,19,330,60,27
"28260 Harjunpää   (Ulvila )",750,214,536,24,407,67,38
"28300 Kalaholma-Väinölä   (Pori )",1977,373,1604,103,985,287,229
"28330 Koivistonluoto   (Pori )",2219,678,1541,97,1153,188,103
"28360 Vanhakoivisto   (Pori )",3610,1103,2507,150,1793,354,210
"28370 Sampola   (Pori )",2755,1147,1608,87,1326,127,68
"28400 Ulvila Keskus   (Ulvila )",4548,1264,3284,162,2354,473,295
"28430 Kartano-Harmaalinna   (Pori )",1326,295,1031,61,711,168,91
"28450 Vanha-Ulvila   (Ulvila )",3352,843,2509,97,1788,388,236
"28500 Keskussairaala-alue-Tiilimäki   (Pori )",754,254,500,78,332,68,22
"28540 Pinomäki   (Pori )",508,94,414,31,278,68,37
"28560 Lattomeri   (Pori )",373,98,275,9,209,42,15
"28580 Niittymaa   (Pori )",448,124,324,7,257,44,16
"28600 Vähärauma   (Pori )",3686,757,2929,229,1760,591,349
"28610 Musa-Tiiliruukki   (Pori )",3311,738,2573,221,1702,371,279
"28660 Pietniemi-Leppäkorpi   (Pori )",3001,603,2398,136,1643,393,226
"28760 Kyläsaari   (Pori )",1823,500,1323,63,982,198,80
"28800 Pihlava   (Pori )",3576,1164,2412,156,1886,260,110
"28840 Yyteri-Kaanaa   (Pori )",763,224,539,25,427,55,32
"28880 Mäntyluoto   (Pori )",368,119,249,15,190,30,14
"28900 Tahkoluoto-Reposaari   (Pori )",891,341,550,19,449,44,38
"29100 Luvia Keskus   (Luvia )",2418,682,1736,74,1249,246,167
"29180 Peränkylä   (Luvia )",198,75,123,5,98,17,3
"29200 Harjavalta Keskus   (Harjavalta )",6057,2033,4024,177,3181,438,228
"29250 Nakkila Keskus   (Nakkila )",3838,1260,2578,121,1956,325,176
"29270 Hormisto   (Nakkila )",371,151,220,7,181,20,12
"29280 Järvimaa   (Nakkila )",240,81,159,5,130,14,10
"29310 Kaasmarkku   (Ulvila )",460,130,330,12,251,46,21
"29320 Leineperi   (Ulvila )",172,41,131,5,102,15,9
"29340 Kullaa Keskus   (Ulvila )",777,270,507,17,407,59,24
"29350 Palus   (Ulvila )",241,97,144,3,118,15,8
"29570 Söörmarkku   (Pori )",695,170,525,15,379,95,36
"29600 Noormarkku Keskus   (Pori )",3866,1154,2712,99,2009,392,212
"29630 Pomarkku Keskus   (Pomarkku )",1618,637,981,49,783,87,62
"29640 Honkakoski   (Pomarkku )",241,104,137,8,111,15,3
"29680 Kairila   (Pori )",269,120,149,9,123,12,5
"29700 Ahlainen   (Pori )",687,280,407,22,337,31,17
"29720 Lamppi   (Pori )",159,70,89,0,77,8,4
"29740 Etelämaa   (Merikarvia )",91,38,53,7,40,3,3
"29750 Pohjansaha   (Merikarvia )",98,45,53,3,41,6,3
"29760 Köörtilä   (Merikarvia )",72,25,47,2,35,7,3
"29790 Tuorila   (Merikarvia )",272,118,154,12,123,14,5
"29810 Siikainen Keskus   (Siikainen )",800,338,462,18,407,20,17
"29830 Sammi   (Siikainen )",173,70,103,4,86,8,5
"29860 Otamo   (Siikainen )",109,33,76,3,65,7,1
"29880 Leväsjoki-Saarineva   (Siikainen )",181,68,113,10,81,18,4
"29900 Merikarvia Keskus-Rannikko   (Merikarvia )",1893,792,1101,67,851,123,60
"29940 Kuvaskangas   (Merikarvia )",243,100,143,8,117,9,9
"30100 Forssa Keskus   (Tammela )",8805,2770,6035,396,4473,706,460
"30300 Viksberg   (Forssa )",2272,1002,1270,92,1056,93,29
"30420 Tölö   (Forssa )",4050,1395,2655,166,2090,258,141
"31110 Matku   (Forssa )",493,175,318,17,263,25,13
"31130 Koijärvi   (Forssa )",213,58,155,4,125,16,10
"31140 Menonen   (Urjala )",167,67,100,4,78,12,6
"31160 Nuutajärvi   (Urjala )",266,104,162,9,128,19,6
"31170 Savijoki   (Forssa )",169,53,116,6,91,12,7
"31230 Susikas   (Tammela )",180,67,113,7,95,6,5
"31250 Teuro   (Tammela )",177,48,129,7,92,19,11
"31300 Tammela Keskus   (Tammela )",2590,792,1798,102,1319,235,142
"31310 Mustiala   (Tammela )",102,13,89,15,65,5,4
"31340 Porras   (Tammela )",470,158,312,17,238,37,20
"31350 Vistinkoski   (Tammela )",192,80,112,6,87,15,4
"31370 Eerikkilän Urheiluopisto   (Tammela )",1,..,..,..,..,..,..
"31380 Letku-Torro   (Tammela )",262,92,170,14,128,15,13
"31400 Somero Keskus   (Somero )",5190,2118,3072,176,2414,301,181
"31410 Ylöpirtti   (Somero )",311,96,215,17,155,26,17
"31450 Häntälä   (Somero )",279,71,208,13,165,18,12
"31460 Hirsjärvi   (Somero )",213,78,135,11,103,12,9
"31470 Somerniemi   (Somero )",573,225,348,25,257,25,41
"31490 Terttilä   (Somero )",203,73,130,7,103,13,7
"31500 Koski Tl   (Koski Tl )",2001,745,1256,77,971,127,81
"31520 Pitkäjärvi   (Somero )",394,134,260,21,204,24,11
"31530 Pyöli   (Somero )",303,111,192,10,157,15,10
"31600 Jokioinen Keskus   (Jokioinen )",3023,918,2105,93,1566,223,223
"31610 Vaulammi   (Jokioinen )",378,112,266,8,211,24,23
"31620 Latovainio   (Jokioinen )",338,97,241,15,193,22,11
"31630 Minkiö   (Jokioinen )",450,148,302,17,243,26,16
"31640 Humppila Keskus   (Humppila )",1787,660,1127,52,936,77,62
"31650 Venäjänkangas   (Humppila )",163,41,122,3,99,12,8
"31700 Urjala Asemanseutu-Hanhisuo   (Urjala )",1193,409,784,30,649,67,38
"31720 Urjalankylä-Kehro   (Urjala )",329,113,216,12,167,26,11
"31730 Honkola   (Urjala )",111,49,62,5,46,7,4
"31750 Kehro   (Urjala )",53,29,24,2,19,1,2
"31760 Urjala Keskus   (Urjala )",1632,669,963,52,754,96,61
"31810 Oriniemi   (Punkalaidun )",342,114,228,19,171,27,11
"31830 Halkivaha   (Urjala )",254,105,149,8,122,15,4
"31850 Koskioinen   (Punkalaidun )",121,40,81,8,60,10,3
"31860 Tursa   (Urjala )",271,98,173,16,139,11,7
"31900 Punkalaidun Keskus   (Punkalaidun )",1685,664,1021,67,780,112,62
"31930 Vanttila   (Punkalaidun )",89,25,64,4,51,7,2
"31950 Sadonmaa   (Punkalaidun )",150,56,94,8,71,9,6
"31960 Orisuo   (Loimaa )",68,28,40,1,34,3,2
"31970 Kanteenmaa   (Punkalaidun )",132,46,86,4,70,9,3
"32100 Ypäjä Keskus   (Ypäjä )",1736,571,1165,73,916,108,68
"32140 Ypäjä Asemanseutu   (Ypäjä )",254,72,182,10,146,16,10
"32200 Loimaa Keskus   (Loimaa )",6877,2198,4679,281,3554,508,336
"32210 Loimaa kk   (Loimaa )",2024,615,1409,75,1095,162,77
"32250 Kojonkulma   (Loimaa )",232,67,165,8,130,20,7
"32260 Kojonperä   (Loimaa )",144,49,95,7,75,10,3
"32270 Metsämaa-Murto   (Loimaa )",398,136,262,11,208,28,15
"32280 Metsäkorpi   (Loimaa )",138,46,92,3,74,9,6
"32300 Mellilä   (Loimaa )",1110,403,707,41,567,63,36
"32410 Niinijoki   (Loimaa )",474,136,338,19,248,34,37
"32430 Ylhäinen   (Loimaa )",77,25,52,3,38,8,3
"32440 Alastaro Keskus   (Loimaa )",1564,579,985,39,810,90,46
"32450 Tammiainen   (Loimaa )",217,78,139,2,123,7,7
"32500 Oripää Keskus   (Oripää )",923,375,548,34,443,46,25
"32520 Latva   (Oripää )",126,41,85,3,72,3,7
"32560 Virttaa   (Loimaa )",364,127,237,8,199,20,10
"32610 Vampula Keskus   (Huittinen )",873,332,541,31,431,50,29
"32620 Rutava   (Huittinen )",332,122,210,14,170,20,6
"32700 Huittinen Keskus   (Huittinen )",6574,2228,4346,267,3279,529,271
"32710 Sampu   (Huittinen )",474,127,347,22,268,37,20
"32730 Keikyä   (Sastamala )",636,216,420,21,322,48,29
"32740 Äetsä Keskus   (Sastamala )",1539,642,897,49,709,93,46
"32760 Suttila   (Huittinen )",165,58,107,8,87,6,6
"32770 Huhtamo   (Huittinen )",199,63,136,9,110,11,6
"32800 Kokemäki Keskus   (Kokemäki )",3490,1220,2270,124,1727,260,159
"32810 Peipohja   (Kokemäki )",1567,516,1051,51,847,102,51
"32830 Riste   (Kokemäki )",411,151,260,13,219,21,7
"32860 Korkeaoja   (Kokemäki )",135,37,98,10,71,13,4
"32910 Kauvatsa Asemanseutu   (Kokemäki )",249,81,168,20,131,12,5
"32920 Kauvatsa   (Kokemäki )",512,221,291,17,233,30,11
"33100 Tampere Keskus   (Tampere )",15147,2338,12809,2772,5031,2504,2502
"33180 Lapinniemi-Käpylä   (Tampere )",2148,674,1474,241,649,250,334
"33200 Tampere Keskus Läntinen   (Tampere )",6028,1036,4992,999,2048,921,1024
"33210 Itä-Amuri-Tammerkoski   (Tampere )",5483,1113,4370,814,2012,775,769
"33230 Länsi-Amuri   (Tampere )",5168,912,4256,536,1823,794,1103
"33240 Tahmela   (Tampere )",1355,193,1162,163,432,180,387
"33250 Pispala   (Tampere )",1913,325,1588,207,712,292,377
"33270 Epilä   (Tampere )",6069,1236,4833,491,2634,815,893
"33300 Rahola   (Tampere )",3761,798,2963,265,1677,486,535
"33310 Tesoma   (Tampere )",5972,1967,4005,323,2963,393,326
"33330 Myllypuro-Kalkku   (Tampere )",2669,654,2015,177,1337,290,211
"33340 Haukiluoma-Ikuri   (Tampere )",4036,893,3143,250,2051,436,406
"33380 Pitkäniemi   (Nokia )",27,..,..,..,..,..,..
"33400 Luoteis-Tampere   (Tampere )",5739,1313,4426,414,2705,633,674
"33410 Lentävänniemi   (Tampere )",3798,1005,2793,226,1925,363,279
"33420 Lamminpää   (Tampere )",1672,398,1274,120,790,165,199
"33430 Vuorentausta   (Ylöjärvi )",2283,493,1790,139,1208,247,196
"33450 Siivikkala   (Ylöjärvi )",2085,383,1702,129,1029,287,257
"33470 Ylöjärvi Keskus   (Ylöjärvi )",4724,1397,3327,237,2345,416,329
"33480 Manninmäki-Haavisto   (Ylöjärvi )",5055,1008,4047,256,2566,670,555
"33500 Osmonmäki-Petsamo   (Tampere )",9760,2056,7704,1419,3383,1321,1581
"33520 Keskussairaala-alue-Kauppi   (Tampere )",820,162,658,96,302,104,156
"33530 Kissanmaa   (Tampere )",4106,846,3260,502,1685,547,526
"33540 Kaleva   (Tampere )",7769,1529,6240,1479,2749,1078,934
"33560 Takahuhti   (Tampere )",8256,1870,6386,724,3485,1007,1170
"33580 Atala-Linnainmaa   (Tampere )",11260,2216,9044,713,5323,1582,1426
"33610 Olkahinen-Tasanne   (Tampere )",2967,513,2454,174,1424,407,449
"33680 Aitolahti   (Tampere )",1367,329,1038,77,668,168,125
"33700 Messukylä   (Tampere )",1409,222,1187,172,516,206,293
"33710 Kaukajärvi   (Tampere )",14112,3273,10839,1243,6234,1575,1787
"33720 Hervanta   (Tampere )",20695,5599,15096,3667,7089,2022,2318
"33730 Leinola-Vehmainen   (Tampere )",1423,260,1163,87,715,169,192
"33800 Nekala   (Tampere )",4236,975,3261,439,1653,554,615
"33820 Koivistonkylä   (Tampere )",7234,1503,5731,636,2969,920,1206
"33840 Peltolammi   (Tampere )",2977,784,2193,275,1388,335,195
"33850 Multisilta   (Pirkkala )",2033,617,1416,127,1046,140,103
"33870 Vuores   (Lempäälä )",768,115,653,74,286,128,165
"33880 Höytämö   (Lempäälä )",2863,681,2182,170,1333,340,339
"33900 Härmälä-Rantaperkiö   (Tampere )",8533,1836,6697,843,3612,1183,1059
"33920 Toivio   (Pirkkala )",860,134,726,55,390,120,161
"33950 Killo   (Pirkkala )",4006,710,3296,288,1766,594,648
"33960 Suuppa   (Pirkkala )",7727,1557,6170,462,3502,1027,1179
"33980 Pirkkala kk   (Pirkkala )",1002,196,806,58,518,119,111
"34110 Lakiala   (Ylöjärvi )",816,161,655,48,430,95,82
"34130 Ylinen   (Ylöjärvi )",961,209,752,55,507,97,93
"34140 Mutala   (Ylöjärvi )",525,122,403,21,289,64,29
"34150 Kyrönlahti   (Ylöjärvi )",307,93,214,8,182,16,8
"34180 Länsi-Teisko   (Ylöjärvi )",136,45,91,4,70,8,9
"34240 Kämmenteisko   (Tampere )",1176,263,913,48,636,130,99
"34260 Terälahti   (Tampere )",706,192,514,30,343,71,70
"34270 Velaatta   (Tampere )",258,86,172,11,136,15,10
"34300 Kuru Keskus   (Ylöjärvi )",1280,469,811,34,639,85,53
"34320 Parkkuu   (Ylöjärvi )",184,56,128,5,106,9,8
"34330 Poikelus   (Ylöjärvi )",212,64,148,7,124,11,6
"34410 Murole   (Ruovesi )",140,49,91,11,63,10,7
"34420 Muroleen Kanava   (Ruovesi )",36,8,28,2,24,2,0
"34430 Kekkonen   (Ruovesi )",114,32,82,6,64,10,2
"34450 Jäminkipohja   (Ruovesi )",322,126,196,12,169,9,6
"34510 Luode   (Ylöjärvi )",83,33,50,2,40,6,2
"34530 Länsi-Aure   (Ylöjärvi )",57,25,32,0,30,1,1
"34550 Itä-Aure   (Ylöjärvi )",152,80,72,3,62,3,4
"34600 Ruovesi Keskus-Nenonen   (Ruovesi )",2271,814,1457,75,1149,146,87
"34640 Mustajärvi   (Ruovesi )",187,68,119,7,90,5,17
"34710 Vaskivesi   (Virrat )",315,97,218,7,168,28,15
"34730 Vaskuu   (Virrat )",90,36,54,0,49,3,2
"34740 Koro   (Virrat )",78,12,66,2,54,10,0
"34770 Kurjenkylä   (Virrat )",196,72,124,7,105,8,4
"34800 Virrat Keskus   (Virrat )",4041,1412,2629,145,2037,275,172
"34870 Visuvesi   (Ruovesi )",525,232,293,17,248,17,11
"34910 Äijänneva   (Virrat )",99,42,57,4,50,2,1
"34930 Liedenpohja   (Virrat )",282,109,173,12,142,12,7
"34950 Ohtola   (Virrat )",168,55,113,1,97,9,6
"34970 Toisvesi   (Virrat )",93,28,65,2,52,7,4
"34980 Killinkoski   (Virrat )",334,156,178,7,155,13,3
"35100 Orivesi Asemanseutu   (Orivesi )",2390,702,1688,104,1261,196,127
"35220 Eräjärvi   (Orivesi )",443,163,280,20,206,33,21
"35240 Ristakallio   (Orivesi )",173,50,123,3,107,8,5
"35260 Leväslahti   (Orivesi )",13,..,..,..,..,..,..
"35270 Västilä   (Orivesi )",141,51,90,2,67,12,9
"35300 Orivesi Keskus   (Orivesi )",3897,1267,2630,179,1891,337,223
"35320 Hirsilä   (Orivesi )",445,179,266,14,209,26,17
"35400 Länkipohja   (Jämsä )",837,320,517,23,411,46,37
"35420 Talviainen   (Orivesi )",99,31,68,4,51,6,7
"35480 Längelmäki   (Orivesi )",59,22,37,1,29,3,4
"35500 Korkeakoski   (Juupajoki )",898,393,505,19,435,31,20
"35520 Pirttikangas   (Juupajoki )",61,29,32,0,25,4,3
"35530 Lyly   (Juupajoki )",235,79,156,6,122,16,12
"35540 Juupajoki   (Juupajoki )",348,94,254,19,175,38,22
"35550 Salokunta   (Juupajoki )",137,35,102,5,72,19,6
"35600 Halli   (Jämsä )",1209,379,830,35,654,95,46
"35610 Pihlaisto   (Jämsä )",73,31,42,0,38,3,1
"35630 Suinula-Valkamanperä   (Jämsä )",140,57,83,5,62,7,9
"35700 Vilppula Keskus   (Mänttä-Vilppula )",2924,1015,1909,92,1590,152,75
"35740 Ylä-Vääri   (Ruovesi )",98,27,71,6,48,7,10
"35750 Väärinmaja   (Ruovesi )",255,82,173,6,140,20,7
"35800 Mänttä   (Mänttä-Vilppula )",3678,1257,2421,89,1967,233,132
"35820 Asemakulma-Mustalahti   (Jämsä )",1726,520,1206,45,996,110,55
"35990 Kolho   (Mänttä-Vilppula )",985,431,554,24,472,43,15
"36100 Kangasala Asemanseutu   (Kangasala )",800,134,666,41,384,94,147
"36110 Ruutana   (Kangasala )",1910,303,1607,86,896,316,309
"36120 Suinula-Haviseva   (Kangasala )",818,171,647,38,434,102,73
"36200 Kangasala Keskus   (Kangasala )",7734,1876,5858,425,3643,847,943
"36220 Suorama   (Kangasala )",3766,887,2879,159,2002,414,304
"36240 Nattari   (Kangasala )",3413,659,2754,189,1692,454,419
"36270 Huutijärvi   (Kangasala )",1034,234,800,46,521,108,125
"36280 Pikonlinna   (Kangasala )",91,48,43,1,21,7,14
"36340 Tohkala   (Kangasala )",190,44,146,5,102,16,23
"36420 Sahalahti Keskus   (Kangasala )",1380,386,994,39,752,131,72
"36430 Pakkala   (Kangasala )",378,128,250,20,184,24,22
"36450 Salmentaka   (Pälkäne )",197,67,130,6,106,9,9
"36520 Raikku   (Kangasala )",327,91,236,17,170,27,22
"36570 Kaivanto   (Kangasala )",232,57,175,14,105,26,30
"36600 Pälkäne Keskus   (Pälkäne )",2744,783,1961,130,1428,227,176
"36640 Iltasmäki   (Pälkäne )",306,97,209,7,165,15,22
"36660 Laitikkala   (Pälkäne )",169,34,135,13,101,10,11
"36720 Aitoo   (Pälkäne )",483,156,327,27,241,33,26
"36760 Luopioinen Keskus   (Pälkäne )",702,264,438,18,345,35,40
"36810 Kuhmalahti Keskus   (Kangasala )",454,156,298,16,232,27,23
"36840 Kuhmajärvi   (Kangasala )",310,125,185,8,156,15,6
"36880 Vehkajärvi   (Kangasala )",136,58,78,0,66,10,2
"36910 Rautajärvi   (Pälkäne )",324,146,178,6,140,20,12
"36930 Kyynärö   (Pälkäne )",165,67,98,5,84,5,4
"37100 Nokia Keskus   (Nokia )",5598,2020,3578,228,2610,447,293
"37120 Koskenmäki   (Nokia )",7471,1610,5861,353,3885,914,709
"37130 Alhoniitty   (Nokia )",3487,831,2656,157,1798,388,313
"37140 Harjuniitty   (Nokia )",1565,321,1244,60,768,235,181
"37150 Kankaantaka   (Nokia )",3189,884,2305,153,1538,330,284
"37180 Sarkola   (Nokia )",280,61,219,13,156,33,17
"37200 Siuro   (Nokia )",1901,462,1439,86,1050,190,113
"37210 Kulovesi   (Nokia )",22,..,..,..,..,..,..
"37240 Linnavuori   (Nokia )",602,177,425,30,323,49,23
"37310 Tottijärvi   (Nokia )",635,154,481,19,344,66,52
"37350 Rämsöö   (Vesilahti )",133,38,95,3,72,11,9
"37370 Narva   (Vesilahti )",808,252,556,24,426,54,52
"37380 Krääkkiö   (Vesilahti )",153,65,88,4,79,3,2
"37420 Valkkinen   (Vesilahti )",613,140,473,27,319,72,55
"37470 Vesilahti Keskus   (Vesilahti )",1331,257,1074,61,621,194,198
"37500 Lempäälä Keskus   (Lempäälä )",5918,1496,4422,291,2875,610,646
"37530 Säijä   (Lempäälä )",397,98,299,26,205,34,34
"37550 Kuivaspää   (Lempäälä )",3231,525,2706,187,1584,449,486
"37560 Kulju   (Lempäälä )",2973,509,2464,161,1419,429,455
"37570 Koivuniemi   (Lempäälä )",298,61,237,14,143,40,40
"37600 Valkeakoski Keskus   (Valkeakoski )",9400,2793,6607,341,5071,778,417
"37630 Vääräkoivu   (Valkeakoski )",5573,1384,4189,241,2905,625,418
"37700 Sääksmäki   (Valkeakoski )",395,98,297,26,202,36,33
"37720 Ritvala   (Valkeakoski )",157,29,128,3,99,12,14
"37740 Haukila   (Valkeakoski )",233,78,155,9,126,10,10
"37770 Tarttila   (Valkeakoski )",384,118,266,13,201,32,20
"37800 Toijala keskus   (Akaa )",7407,2207,5200,325,3714,630,531
"37830 Viiala Keskus   (Akaa )",4317,1280,3037,168,2237,363,269
"37850 Metsäkansa   (Valkeakoski )",290,74,216,5,172,19,20
"37860 Kärjenniemi   (Valkeakoski )",582,111,471,27,334,73,37
"37900 Kylmäkoski Asemanseutu   (Akaa )",264,100,164,8,128,14,14
"37910 Kylmäkoski Keskus   (Akaa )",1071,305,766,31,593,86,56
"37960 Sotkia   (Akaa )",224,77,147,8,116,15,8
"38100 Karkku   (Sastamala )",692,174,518,29,365,64,60
"38120 Kutala   (Sastamala )",188,45,143,9,110,15,9
"38130 Ellivuori   (Sastamala )",18,..,..,..,..,..,..
"38140 Kärppälä   (Sastamala )",289,67,222,12,166,29,15
"38200 Vammala Keskus   (Sastamala )",5280,1802,3478,206,2571,429,272
"38210 Vammala Asemanseutu   (Sastamala )",3557,1160,2397,140,1837,261,159
"38220 Stormi   (Sastamala )",653,192,461,31,371,31,28
"38250 Roismala   (Sastamala )",1042,283,759,31,593,90,45
"38270 Sammaljoki   (Sastamala )",296,97,199,5,158,22,14
"38280 Illo   (Sastamala )",358,104,254,14,203,23,14
"38300 Kiikka   (Sastamala )",1533,515,1018,56,804,102,56
"38360 Kiikoinen   (Sastamala )",974,341,633,31,493,66,43
"38420 Häijää   (Sastamala )",789,215,574,33,415,83,43
"38460 Mouhijärvi Keskus   (Sastamala )",1387,457,930,57,696,108,69
"38470 Hyynilä   (Sastamala )",221,61,160,9,135,9,7
"38490 Haukijärvi   (Hämeenkyrö )",61,15,46,3,36,4,3
"38510 Suodenniemi   (Sastamala )",1029,355,674,30,560,56,28
"38600 Lavia Keskus   (Pori )",1281,476,805,38,631,87,49
"38650 Yli-Putto   (Pori )",135,52,83,3,71,6,3
"38670 Kalliala-Haunia   (Pori )",156,69,87,3,76,2,6
"38680 Tuunajärvi   (Pomarkku )",80,42,38,3,27,6,2
"38700 Kankaanpää Keskus   (Kankaanpää )",4974,1409,3565,184,2604,455,322
"38710 Myllymäki   (Kankaanpää )",1840,633,1207,80,980,96,51
"38720 Vihteljärvi   (Kankaanpää )",389,144,245,13,200,17,15
"38740 Hapuoja   (Kankaanpää )",336,128,208,12,163,24,9
"38750 Veneskoski   (Kankaanpää )",224,68,156,5,127,17,7
"38760 Venesjärvi   (Kankaanpää )",297,98,199,13,151,21,14
"38770 Lohikko   (Kankaanpää )",371,130,241,6,195,24,16
"38800 Jämijärvi Keskus   (Jämijärvi )",1388,507,881,34,725,89,33
"38840 Niinisalo   (Kankaanpää )",745,224,521,11,444,43,23
"38860 Suurimaa   (Jämijärvi )",161,53,108,2,98,7,1
"38910 Ala-Honkajoki   (Kankaanpää )",452,173,279,6,239,28,6
"38920 Vatajankoski   (Honkajoki )",213,83,130,5,120,1,4
"38950 Honkajoki Keskus   (Honkajoki )",1117,450,667,41,539,47,40
"38970 Lauhala   (Honkajoki )",241,127,114,6,93,10,5
"39100 Hämeenkyrö Keskus   (Hämeenkyrö )",2707,785,1922,95,1476,195,156
"39110 Simuna   (Hämeenkyrö )",169,45,124,6,92,15,11
"39130 Sasi   (Hämeenkyrö )",563,132,431,14,317,57,43
"39150 Pinsiö   (Hämeenkyrö )",600,128,472,32,334,66,40
"39160 Julkujärvi   (Ylöjärvi )",2151,375,1776,98,1123,350,205
"39170 Jumesniemi   (Hämeenkyrö )",134,40,94,6,63,15,10
"39180 Herttuala   (Hämeenkyrö )",71,17,54,4,42,5,3
"39195 Kaipio   (Hämeenkyrö )",136,51,85,3,73,8,1
"39200 Kyröskoski   (Hämeenkyrö )",3871,1215,2656,121,2140,257,138
"39230 Osara   (Hämeenkyrö )",168,53,115,5,98,11,1
