"Postal code area","Inhabitants, total, 2015 (HE)","Females, 2015 (HE)","Males, 2015 (HE)","Average age of inhabitants, 2015 (HE)","0-2 years, 2015 (HE)","3-6 years, 2015 (HE)","7-12 years, 2015 (HE)","13-15 years, 2015 (HE)","16-17 years, 2015 (HE)","18-19 years, 2015 (HE)","20-24 years, 2015 (HE)","25-29 years, 2015 (HE)","30-34 years, 2015 (HE)","35-39 years, 2015 (HE)","40-44 years, 2015 (HE)","45-49 years, 2015 (HE)","50-54 years, 2015 (HE)","55-59 years, 2015 (HE)","60-64 years, 2015 (HE)","65-69 years, 2015 (HE)","70-74 years, 2015 (HE)","75-79 years, 2015 (HE)","80-84 years, 2015 (HE)","85 years or over, 2015 (HE)"
"87800 Vuoreslahti   (Kajaani )",928,428,500,42,36,49,60,42,17,14,27,48,58,52,48,70,84,77,74,65,52,20,19,16
"87830 Nakertaja   (Kajaani )",1530,742,788,37,59,97,158,66,38,36,51,78,118,126,106,95,120,108,109,70,25,34,20,16
"87850 Paltaniemi   (Kajaani )",511,244,267,39,13,30,70,28,17,14,13,14,22,29,32,31,42,34,30,32,19,18,14,9
"87900 Karankalahti   (Kajaani )",470,215,255,42,20,29,18,15,12,13,10,19,40,25,24,30,41,46,45,45,16,6,8,8
"87910 Linnantaus   (Kajaani )",518,250,268,37,26,29,57,26,21,10,4,19,37,45,36,25,51,41,42,17,10,11,9,2
"87930 Salmijärvi   (Kajaani )",367,215,152,57,7,9,24,12,7,4,7,8,6,17,11,25,13,19,22,24,24,26,34,68
"87950 Kuluntalahti   (Kajaani )",924,466,458,35,45,70,114,56,26,19,17,34,65,89,65,56,53,52,60,46,22,22,5,8
"87970 Jormua   (Kajaani )",486,237,249,38,23,33,48,22,14,10,9,25,30,35,37,29,22,33,45,24,24,13,8,2
"88120 Tuhkakylä   (Sotkamo )",87,38,49,52,1,1,6,3,2,2,1,0,3,4,5,7,4,6,9,11,8,7,5,2
"88200 Otanmäki-Kytökoski   (Kajaani )",981,462,519,49,29,25,42,25,13,18,42,48,35,18,48,55,72,108,118,97,70,55,36,27
"88270 Vuolijoki Keskus   (Kajaani )",908,441,467,51,14,19,48,33,19,16,30,17,28,31,56,54,83,84,99,83,56,48,40,50
"88300 Paltamo Keskus   (Paltamo )",2285,1123,1162,50,45,66,123,74,51,51,73,57,78,87,89,138,202,210,240,212,156,137,93,103
"88310 Melalahti   (Paltamo )",219,105,114,48,3,15,14,2,2,3,5,7,18,9,8,10,14,24,23,18,14,9,13,8
"88340 Manamansalo   (Vaala )",95,36,59,58,0,0,1,0,2,1,5,1,1,0,3,8,9,13,17,14,9,2,7,2
"88350 Kivesjärvi   (Paltamo )",109,52,57,48,1,3,9,4,3,3,2,3,2,3,7,3,8,12,14,9,12,7,3,1
"88380 Mieslahti   (Paltamo )",244,115,129,47,6,9,20,8,8,4,8,5,7,10,10,16,12,31,19,21,19,10,8,13
"88400 Ristijärvi Keskus-Hiisijärvi   (Ristijärvi )",1237,592,645,53,23,34,49,33,14,21,41,31,46,40,42,57,110,144,115,130,87,60,72,88
"88440 Jokikylä   (Ristijärvi )",62,31,31,52,0,0,1,1,0,2,6,2,2,0,0,5,13,7,5,9,1,2,5,1
"88460 Hiisijärvi   (Ristijärvi )",53,22,31,50,0,2,6,1,0,0,3,0,3,2,1,3,0,11,7,3,2,3,2,4
"88470 Kontiomäki   (Paltamo )",540,252,288,45,19,25,33,17,5,6,17,30,32,26,23,35,42,53,55,47,33,16,14,12
"88490 Pohjavaara   (Sotkamo )",251,122,129,46,7,14,14,8,4,5,4,7,14,14,15,14,10,29,30,21,18,11,8,4
"88530 Paakki   (Sotkamo )",114,48,66,43,1,4,11,6,4,3,5,0,4,6,7,14,11,9,7,7,4,7,2,2
"88600 Sotkamo Keskus   (Sotkamo )",6463,3335,3128,47,173,241,365,183,124,125,252,251,346,349,285,389,471,552,562,556,367,309,260,303
"88610 Vuokatti   (Sotkamo )",2600,1281,1319,39,86,130,230,101,79,73,114,112,157,211,171,172,217,186,181,152,102,59,36,31
"88615 Vuokatin Urheiluopisto   (Sotkamo )",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"88620 Korholanmäki   (Sotkamo )",494,236,258,41,22,29,33,19,17,8,13,19,28,28,26,28,33,55,60,28,22,13,10,3
"88640 Ontojoki   (Sotkamo )",82,42,40,47,2,2,2,6,3,1,1,6,2,6,2,8,9,7,4,1,6,10,4,0
"88670 Juurikkalahti-Maanselkä   (Sotkamo )",194,95,99,43,6,9,18,12,3,3,4,11,3,11,9,9,9,22,21,16,12,9,6,1
"88690 Maanselkä   (Sotkamo )",49,19,30,58,1,0,1,0,0,0,0,3,4,1,1,0,8,5,5,3,7,3,4,3
"88730 Ylä-Vieksi   (Kuhmo )",139,60,79,53,3,3,1,4,3,2,3,4,1,6,7,13,11,10,18,22,12,11,3,2
"88740 Härmänkylä-Iivantiira   (Kuhmo )",88,36,52,55,0,1,3,1,2,3,0,1,3,0,5,4,10,15,11,8,11,6,3,1
"88760 Iivantiira   (Kuhmo )",159,63,96,50,3,0,6,3,3,1,10,8,4,3,6,13,18,23,21,13,9,8,7,0
"88820 Katerma   (Kuhmo )",9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"88900 Kuhmo Keskus   (Kuhmo )",8032,3939,4093,49,142,278,443,229,133,134,245,280,334,337,364,451,628,703,844,790,557,489,354,297
"88930 Lentiira-Kuumu   (Kuhmo )",302,122,180,56,1,6,10,3,3,2,5,4,8,6,14,23,33,42,31,40,23,26,18,4
"88940 Kuumu   (Kuhmo )",26,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"89110 Törmänmäki   (Puolanka )",52,22,30,55,0,0,0,1,0,0,1,1,3,1,5,4,7,11,6,3,1,6,1,1
"89140 Kotila-Törmänmäki   (Puolanka )",88,32,56,44,2,2,7,4,1,2,2,2,3,8,6,10,5,10,13,6,1,1,1,2
"89200 Puolanka Keskus   (Puolanka )",2333,1146,1187,52,26,55,104,57,61,36,72,58,72,74,98,136,194,240,241,253,200,141,105,110
"89210 Puokiovaara   (Puolanka )",57,24,33,49,1,3,2,3,1,1,0,4,4,1,0,6,4,6,5,2,4,3,4,3
"89320 Joukokylä   (Puolanka )",124,49,75,52,4,5,2,5,0,2,1,6,4,1,3,9,12,16,12,14,6,10,8,4
"89330 Suolijärvi   (Puolanka )",68,29,39,56,0,0,1,1,0,4,3,3,1,0,0,4,4,8,17,12,1,5,3,1
"89400 Hyrynsalmi Keskus   (Hyrynsalmi )",2110,1025,1085,52,42,44,80,49,39,33,83,70,65,56,71,136,185,191,243,222,160,137,111,93
"89430 Hoikka   (Hyrynsalmi )",48,22,26,48,0,1,5,2,1,1,2,0,3,2,3,3,1,5,3,6,4,3,2,1
"89440 Sakara   (Suomussalmi )",98,48,50,44,3,7,6,4,2,1,6,1,6,5,7,3,4,9,10,13,3,4,1,3
"89540 Moisiovaara   (Hyrynsalmi )",205,87,118,55,3,2,5,9,2,3,3,6,3,7,7,6,14,32,26,26,19,15,10,7
"89560 Karhuvaara   (Hyrynsalmi )",74,40,34,56,1,3,2,2,0,0,0,2,1,0,2,6,7,11,11,9,6,4,4,3
"89600 Ämmänsaari   (Suomussalmi )",5356,2744,2612,50,117,130,265,146,103,101,172,175,205,226,229,344,448,524,534,501,330,288,265,253
"89610 Jumaliskylä   (Suomussalmi )",57,24,33,57,1,1,1,0,0,1,0,2,1,3,4,5,6,3,6,7,5,6,1,4
"89640 Pesiökylä   (Suomussalmi )",118,55,63,44,4,6,5,5,4,1,4,3,6,6,9,9,14,12,11,9,3,0,4,3
"89660 Takalo   (Suomussalmi )",103,48,55,52,3,2,5,2,1,1,0,3,5,6,4,2,10,11,20,11,4,8,3,2
"89670 Näljänkä   (Suomussalmi )",235,95,140,56,3,1,3,9,3,4,7,6,5,3,6,19,19,18,30,37,23,15,15,9
"89680 Vaaranniva   (Suomussalmi )",96,39,57,58,0,2,3,1,0,1,3,2,1,2,4,1,8,13,12,14,13,10,4,2
"89730 Ahjola   (Suomussalmi )",31,13,18,53,0,0,0,3,1,1,1,0,0,1,1,2,1,5,5,4,1,3,1,1
"89740 Kianta   (Suomussalmi )",50,21,29,57,0,0,1,0,1,1,1,2,0,0,1,5,11,2,6,9,6,1,2,1
"89760 Piispajärvi-Peranka-Kaikkoinen   (Suomus",107,43,64,51,2,2,4,5,2,3,5,1,6,3,6,2,7,6,17,10,7,12,5,2
"89770 Peranka   (Suomussalmi )",36,19,17,58,0,1,0,1,0,0,1,0,0,0,1,4,6,4,5,3,4,5,1,0
"89780 Kaikkonen   (Suomussalmi )",62,26,36,53,1,1,0,2,0,1,3,3,1,2,0,8,6,6,8,8,4,3,4,1
"89800 Suomussalmi Keskus   (Suomussalmi )",1448,673,775,48,28,48,87,58,30,26,39,36,60,67,55,97,122,138,164,140,94,64,37,58
"89830 Ala-Vuokki   (Suomussalmi )",52,21,31,64,0,0,0,0,0,0,0,1,0,3,1,3,5,5,2,13,7,7,4,1
"89840 Ylä-Vuokki   (Suomussalmi )",72,28,44,58,0,1,1,0,1,0,1,1,5,2,3,4,6,6,9,12,9,3,4,4
"89920 Ruhtinansalmi   (Suomussalmi )",368,171,197,57,5,8,11,5,9,2,4,4,7,13,11,31,29,33,39,46,37,31,23,20
"90100 Oulu Keskus   (Oulu )",8080,4398,3682,42,109,100,132,71,77,229,1603,1158,619,388,278,281,348,405,447,499,392,324,294,326
"90120 Heinäpää   (Oulu )",6713,3564,3149,41,93,99,134,80,80,176,1186,953,580,382,255,286,333,368,373,364,291,270,212,198
"90130 Raksila   (Oulu )",6268,3428,2840,41,157,140,147,59,88,162,1093,849,598,341,209,224,275,316,328,369,281,250,207,175
"90140 Karjasilta   (Oulu )",3143,1734,1409,44,67,95,166,96,48,83,320,218,212,185,166,156,205,188,184,170,145,122,151,166
"90150 Höyhtyä   (Oulu )",5795,2897,2898,41,150,225,312,145,113,157,602,434,412,366,294,344,396,399,361,345,251,205,146,138
"90220 Kontinkangas   (Oulu )",672,357,315,31,9,18,30,17,19,32,183,101,45,46,32,26,30,40,16,14,5,3,4,2
"90230 Värttö-Maikkula   (Oulu )",7386,3925,3461,41,212,266,425,190,165,188,677,659,488,371,386,458,523,542,490,455,342,266,178,105
"90240 Iinatti   (Oulu )",6269,3164,3105,39,232,298,422,217,159,164,345,412,422,432,381,427,478,548,524,375,211,119,67,36
"90250 Kaukovainio   (Oulu )",6651,3352,3299,39,236,222,245,156,122,223,1028,681,463,320,307,311,403,387,367,359,243,234,165,179
"90310 Madekoski   (Oulu )",2843,1387,1456,34,115,166,362,154,108,94,92,131,178,210,209,232,219,140,159,109,68,49,31,17
"90400 Äimärautio   (Oulu )",1026,566,460,35,15,4,10,5,19,61,301,171,70,46,23,43,45,52,41,49,33,18,18,2
"90410 Kaakkuri   (Oulu )",4269,2113,2156,36,182,245,358,169,128,134,211,259,310,307,232,359,412,344,227,154,108,67,41,22
"90420 Metsokangas   (Oulu )",10383,5183,5200,28,663,1072,1353,455,246,243,797,755,914,1077,880,545,437,243,240,217,111,81,37,17
"90440 Kempele Keskus   (Kempele )",9273,4714,4559,39,384,582,763,370,252,279,485,505,591,546,587,616,591,574,479,587,417,336,195,134
"90450 Honkanen   (Kempele )",7598,3781,3817,33,358,665,947,401,239,200,226,316,530,682,612,582,497,341,315,312,179,100,69,27
"90460 Oulunsalo Keskus   (Oulu )",8765,4318,4447,34,470,649,1024,450,294,253,357,415,596,676,661,577,488,435,410,425,252,171,94,68
"90470 Varjakka   (Oulu )",1255,603,652,34,65,95,172,72,46,46,37,33,68,89,85,75,67,80,78,49,32,42,17,7
"90480 Hailuoto   (Hailuoto )",988,480,508,50,31,32,46,24,14,15,27,32,34,45,53,61,60,83,92,109,99,62,36,33
"90500 Tuira   (Oulu )",8218,4464,3754,44,178,190,163,81,88,217,1232,895,644,437,300,327,402,499,510,571,435,357,354,338
"90510 Hietasaari   (Oulu )",1757,927,830,39,74,76,49,32,24,41,165,171,198,141,88,100,116,123,87,109,55,43,29,36
"90520 Taskila-Toppila   (Oulu )",5172,2472,2700,35,189,241,273,120,99,156,711,549,495,364,302,316,323,282,271,236,121,58,45,21
"90530 Välivainio   (Oulu )",5752,2879,2873,39,121,144,156,75,81,195,1085,698,471,295,221,299,318,349,359,329,242,137,104,73
"90540 Kuivasjärvi   (Oulu )",11438,5628,5810,29,782,1119,1545,538,253,181,450,681,1067,1289,962,684,511,404,384,325,143,62,29,29
"90550 Pyykkösjärvi-Puolivälikangas   (Oulu )",4435,2313,2122,42,150,208,251,114,79,109,355,295,318,280,205,215,262,283,333,303,213,165,150,147
"90560 Koskela-Oulu   (Oulu )",2958,1507,1451,43,76,113,139,71,60,70,286,207,184,180,155,177,211,231,179,156,171,134,89,69
"90570 Kaijonharju-Linnanmaa   (Oulu )",7267,3213,4054,32,288,271,265,97,62,169,1629,1302,900,519,276,255,234,292,267,201,101,65,45,29
"90580 Rajakylä   (Oulu )",4497,2177,2320,40,152,164,274,146,115,161,298,279,283,324,306,304,314,320,277,272,207,145,81,75
"90590 Teknologiakylä   (Oulu )",1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"90620 Rusko-Heikinharju   (Oulu )",550,240,310,41,20,35,30,14,10,8,23,34,34,47,29,46,43,31,49,39,24,18,7,9
"90630 Korvensuora   (Oulu )",6973,3386,3587,33,364,557,708,301,180,152,260,415,594,651,579,527,447,320,352,268,131,76,45,46
"90650 Haapalehto   (Oulu )",10516,5310,5206,40,353,509,817,372,279,275,613,532,689,691,681,749,807,683,647,679,476,314,188,162
"90660 Sanginsuu   (Oulu )",647,302,345,44,15,27,58,28,16,11,8,21,27,28,42,47,58,67,67,54,29,20,11,13
"90670 Hiukkavaara   (Oulu )",1158,567,591,26,150,134,78,21,23,26,86,124,155,115,49,50,40,34,31,26,8,6,2,0
"90800 Pateniemi   (Oulu )",8180,4080,4100,40,301,453,669,337,235,214,313,318,446,540,542,662,704,648,513,471,307,232,154,121
"90810 Kiviniemi   (Oulu )",2920,1458,1462,37,101,155,311,142,109,78,100,99,151,189,283,237,205,194,189,174,111,54,25,13
"90820 Kello   (Oulu )",3326,1616,1710,36,134,233,408,178,108,79,98,97,193,283,246,238,197,191,220,173,91,80,45,34
"90830 Haukipudas Keskus   (Oulu )",8350,4237,4113,37,376,583,921,360,254,204,343,315,478,662,603,582,479,477,464,449,290,216,165,129
"90840 Haukipudas Asemanseutu   (Oulu )",1998,952,1046,33,94,158,261,139,80,64,60,76,130,142,146,116,104,104,103,118,52,28,12,11
"90850 Martinniemi   (Oulu )",2302,1131,1171,36,115,174,256,95,55,49,56,128,165,205,154,145,157,127,121,97,82,61,38,22
"90860 Halosenniemi   (Oulu )",545,260,285,39,34,35,61,30,12,5,9,13,18,40,30,36,33,42,54,40,19,10,15,9
"90900 Kiiminki Keskus   (Oulu )",6785,3357,3428,35,328,528,836,375,209,177,223,291,405,579,458,392,390,324,344,365,216,168,88,89
"90910 Kontio   (Oulu )",1696,801,895,30,94,172,248,115,66,47,46,64,76,146,150,98,90,92,64,57,27,18,19,7
"90940 Jääli   (Oulu )",5074,2474,2600,37,182,309,542,242,157,146,155,231,305,368,441,417,366,292,286,298,178,77,51,31
"91100 Ii Keskus   (Ii )",6500,3215,3285,36,335,508,712,297,177,133,280,356,444,423,374,356,413,371,345,332,195,165,159,125
"91110 Ii Asemanseutu   (Ii )",883,420,463,37,48,56,101,52,28,19,39,32,36,60,43,53,66,47,63,48,40,26,18,8
"91140 Olhava   (Ii )",382,157,225,49,3,11,22,11,10,3,16,12,16,15,19,22,35,38,37,41,19,18,14,20
"91150 Yli-Olhava   (Ii )",166,74,92,46,7,7,12,8,3,3,1,6,8,5,8,10,12,19,15,15,6,7,8,6
"91200 Yli-Ii Keskus   (Oulu )",1298,628,670,40,70,77,119,72,36,34,55,57,67,53,55,61,80,99,85,70,57,54,53,44
"91210 Jakkukylä   (Oulu )",472,214,258,37,23,34,53,28,18,21,22,16,29,22,9,22,37,34,20,20,15,19,15,15
"91240 Tannila   (Oulu )",201,94,107,49,3,6,16,6,6,5,4,2,7,8,14,10,16,16,25,19,9,8,14,7
"91260 Pahkakoski-Räinä   (Oulu )",131,54,77,50,3,6,8,0,0,1,2,2,12,3,4,4,17,17,18,11,9,12,1,1
"91300 Ylikiiminki Keskus   (Oulu )",3286,1528,1758,38,143,265,380,131,64,42,100,132,204,213,169,192,213,209,253,218,133,96,72,57
"91310 Arkala   (Oulu )",224,101,123,36,12,25,18,10,2,3,7,15,14,18,8,16,20,20,11,13,3,5,1,3
"91410 Jokirinne   (Muhos )",1024,498,526,32,60,88,149,64,33,26,32,43,53,65,70,68,69,73,47,33,20,15,12,4
"91430 Leppiniemi   (Muhos )",143,70,73,32,6,9,18,9,6,3,11,9,5,14,8,8,11,13,6,6,0,0,1,0
"91500 Muhos Keskus   (Muhos )",7298,3569,3729,38,335,490,731,355,201,180,300,324,443,480,390,424,474,460,482,396,245,227,172,189
"91510 Rova   (Muhos )",483,253,230,39,23,35,44,17,11,11,12,28,34,37,32,22,35,28,27,32,20,15,10,10
"91560 Kylmälänkylä   (Muhos )",130,58,72,40,6,9,8,9,4,2,3,3,6,5,8,10,15,16,8,4,5,4,2,3
"91600 Utajärvi Keskus   (Utajärvi )",2103,1036,1067,45,66,103,169,74,53,44,87,78,101,84,93,112,160,166,178,153,105,88,105,84
"91620 Sanginkylä   (Utajärvi )",188,79,109,45,6,10,9,11,5,2,5,7,6,7,12,11,12,18,17,25,14,6,4,1
"91630 Juorkuna   (Utajärvi )",98,43,55,63,0,0,1,0,1,0,2,0,2,0,4,4,13,4,19,16,12,9,6,5
"91640 Särkijärvi   (Utajärvi )",104,48,56,58,2,0,3,0,1,1,3,1,3,1,2,6,10,12,15,14,13,7,8,2
"91660 Ahmas   (Utajärvi )",284,121,163,47,0,9,18,11,7,8,17,11,6,9,10,15,36,30,31,24,13,11,10,8
"91670 Rokua   (Muhos )",1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"91700 Vaala Keskus-Oterma   (Vaala )",1569,801,768,51,34,42,94,60,30,30,59,36,48,46,64,74,118,156,135,140,120,98,89,96
"91710 Jylhämä   (Vaala )",53,27,26,50,0,2,1,1,1,2,1,0,0,5,1,9,4,2,11,10,2,1,0,0
"91720 Oterma   (Vaala )",67,25,42,56,0,0,3,1,3,1,2,0,1,0,1,8,6,8,7,4,10,2,7,3
"91730 Kankari   (Vaala )",110,50,60,52,0,4,6,2,3,2,2,1,3,3,7,8,10,7,9,17,11,8,5,2
"91740 Jaalanka-Liminpuro   (Vaala )",126,50,76,57,2,2,4,0,2,3,0,2,3,3,2,9,16,13,18,9,14,11,7,6
"91750 Liminpuro   (Vaala )",60,24,36,51,1,2,4,2,1,1,1,1,4,3,1,3,2,2,8,8,5,5,5,1
"91760 Säräisniemi   (Vaala )",291,143,148,54,3,6,12,7,7,1,6,4,10,5,9,18,30,29,29,50,32,12,12,9
"91780 Neittävä   (Vaala )",106,48,58,49,2,2,4,5,3,4,6,2,3,2,4,9,13,12,8,4,2,12,6,3
"91790 Nuojua   (Vaala )",161,73,88,37,10,11,12,9,10,3,7,7,4,9,9,8,15,14,8,8,5,5,4,3
"91800 Tyrnävä   (Tyrnävä )",5879,2867,3012,32,376,592,803,334,187,115,224,301,401,402,342,303,318,295,248,223,135,104,90,86
"91900 Liminka Keskus   (Liminka )",6117,2979,3138,32,394,591,774,319,153,158,232,287,461,481,433,339,312,267,241,225,170,114,84,82
"91910 Tupos   (Liminka )",3269,1617,1652,26,190,367,604,278,128,87,91,91,207,308,349,190,123,83,66,57,26,12,6,6
"91930 Ala-Temmes   (Liminka )",465,228,237,43,15,21,45,22,11,9,7,19,25,32,39,22,31,26,36,29,18,13,20,25
"91950 Temmes   (Liminka )",666,340,326,43,18,34,63,27,17,12,24,24,36,44,28,36,35,60,56,43,33,30,22,24
"91980 Lumijoki   (Lumijoki )",2021,980,1041,36,99,175,260,96,65,47,77,86,125,126,95,94,108,118,129,102,64,60,52,43
"92100 Raahe Keskus   (Raahe )",4036,2131,1905,46,93,127,159,87,80,129,300,247,235,189,210,189,227,301,324,340,262,196,168,173
"92120 Ollinsaari-Mestauskallio   (Raahe )",3040,1410,1630,40,105,158,213,110,63,74,166,180,220,195,169,205,189,225,255,237,150,75,33,18
"92130 Isoholmi-Antinkangas   (Raahe )",3220,1617,1603,43,103,159,236,103,78,68,126,136,183,182,190,202,159,223,298,303,218,131,68,54
"92140 Pattijoki Keskus   (Raahe )",6278,3062,3216,37,270,460,683,300,213,150,233,246,399,425,381,408,344,370,400,391,265,155,98,87
"92150 Kummatti-Junnilanmäki   (Raahe )",1335,658,677,44,25,43,78,35,24,36,92,77,92,78,80,89,94,80,96,112,55,67,50,32
"92160 Saloinen   (Raahe )",1780,857,923,42,80,96,151,74,47,28,41,67,78,125,110,99,104,109,171,190,110,50,33,17
"92180 Lapaluoto   (Raahe )",145,70,75,53,1,2,3,2,1,3,5,4,10,3,6,9,12,22,14,23,12,6,3,4
"92210 Arkkukari   (Raahe )",941,460,481,34,51,79,140,70,32,18,22,32,56,57,57,43,40,58,57,49,27,25,11,17
"92220 Piehinki   (Raahe )",665,320,345,42,20,27,53,31,17,20,21,21,30,45,58,51,32,50,66,49,27,19,12,16
"92230 Mattilanperä   (Raahe )",239,114,125,38,11,9,25,16,7,7,7,16,10,11,20,17,27,8,10,10,7,12,8,1
"92240 Lasikangas   (Raahe )",303,137,166,41,18,20,24,9,4,0,6,16,18,19,21,24,13,29,28,26,8,7,9,4
"92260 Kopsa   (Raahe )",299,139,160,46,9,15,19,6,6,3,10,7,25,12,15,19,21,22,39,31,11,11,10,8
"92320 Siikajoki Keskus   (Siikajoki )",1055,509,546,40,46,63,103,58,33,28,38,47,50,58,48,47,61,81,87,75,49,34,20,29
"92330 Karinkanta   (Siikajoki )",218,92,126,45,7,14,12,7,7,3,1,14,12,10,6,9,22,30,17,12,13,6,7,9
"92350 Revonlahti   (Siikajoki )",792,369,423,35,32,65,90,45,30,15,35,26,55,60,52,38,36,55,61,38,30,10,10,9
"92400 Ruukki Keskus   (Siikajoki )",1714,838,876,41,66,103,133,68,45,41,70,73,89,101,95,93,107,136,147,139,67,53,41,47
"92430 Paavola-Huumola   (Siikajoki )",999,481,518,41,38,58,96,47,30,23,36,44,53,43,33,50,72,69,78,75,49,44,32,29
"92440 Saarikoski   (Siikajoki )",36,13,23,45,2,0,2,1,0,0,2,2,3,0,1,1,10,3,5,3,0,1,0,0
"92450 Luohua   (Siikajoki )",348,169,179,37,25,28,41,18,9,9,13,7,22,21,14,16,17,19,28,20,7,8,17,9
"92470 Tuomioja   (Siikajoki )",261,121,140,40,18,18,24,6,2,1,9,9,24,23,7,20,10,20,21,14,13,10,7,5
"92500 Rantsila Keskus   (Siikalatva )",1532,699,833,45,46,82,130,49,41,33,40,57,77,78,71,80,108,121,122,96,74,106,56,65
"92520 Sipola   (Siikalatva )",71,31,40,51,0,4,3,3,2,1,1,1,2,4,3,8,6,5,4,4,7,4,6,3
"92530 Mankila   (Siikalatva )",174,83,91,44,2,7,16,8,6,4,7,4,4,8,10,14,17,12,20,9,7,7,7,5
"92600 Pulkkila Keskus   (Siikalatva )",1182,581,601,47,33,40,79,43,27,15,35,46,59,60,61,78,77,75,97,119,74,70,47,47
"92610 Vorna   (Siikalatva )",96,43,53,43,3,6,6,7,4,2,3,1,4,8,2,4,10,7,6,6,5,7,2,3
"92620 Piippola Keskus   (Siikalatva )",926,431,495,45,27,44,56,21,25,23,55,41,47,40,49,63,61,73,74,65,59,40,33,30
"92640 Leskelä   (Siikalatva )",192,81,111,49,4,4,5,4,3,4,10,3,13,7,14,18,21,13,17,12,9,24,5,2
"92650 Laakkola   (Siikalatva )",182,85,97,43,10,3,17,5,2,5,13,10,9,5,5,13,10,23,13,15,6,5,7,6
"92700 Kestilä   (Siikalatva )",1299,616,683,49,27,34,66,47,34,28,55,32,47,46,46,98,107,104,126,120,73,79,66,64
"92810 Pelsonsuo   (Vaala )",172,83,89,42,5,9,17,7,4,1,7,10,9,6,8,13,9,14,18,14,8,5,7,1
"92830 Veneheitto   (Vaala )",261,112,149,46,7,8,13,10,3,5,7,11,13,21,17,14,17,20,41,21,10,10,7,6
"92910 Tavastkenkä   (Pyhäntä )",285,120,165,43,7,12,24,6,10,7,18,15,10,17,9,18,18,30,22,23,13,14,4,8
"92920 Ahokylä   (Pyhäntä )",73,31,42,43,2,3,4,2,3,1,2,3,6,3,1,3,6,19,8,6,0,0,1,0
"92930 Pyhäntä   (Pyhäntä )",1216,591,625,40,56,75,119,49,31,37,51,59,56,53,53,49,76,102,105,75,57,52,33,28
"93100 Pudasjärvi Keskus   (Pudasjärvi )",5002,2509,2493,46,166,212,342,176,118,107,229,212,210,197,187,278,343,396,418,395,288,305,212,211
"93140 Kipinä   (Pudasjärvi )",475,200,275,44,18,26,34,21,14,9,14,19,25,14,13,24,47,50,43,27,28,24,14,11
"93160 Hetejärvi   (Pudasjärvi )",249,100,149,42,8,15,24,11,7,4,9,10,11,9,17,18,24,9,6,26,9,10,12,10
"93170 Yli-Kollaja   (Pudasjärvi )",110,49,61,39,9,9,6,3,3,4,7,5,4,5,5,4,5,12,5,7,10,3,2,2
"93180 Ikosenniemi   (Pudasjärvi )",26,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"93187 Ala-Siurua   (Pudasjärvi )",140,63,77,49,1,4,8,6,3,2,3,8,1,3,9,7,15,17,14,13,9,9,4,4
"93190 Yli-Siurua-Ikosenniemi   (Pudasjärvi )",117,48,69,55,1,4,2,3,0,2,2,1,3,7,2,7,12,18,10,15,11,9,7,1
"93195 Kokkokylä   (Pudasjärvi )",62,25,37,56,1,1,1,0,2,1,0,1,2,1,4,5,5,6,8,12,5,2,1,4
"93220 Livo   (Pudasjärvi )",98,51,47,48,1,4,5,7,1,3,2,2,3,6,2,4,7,11,14,9,3,4,8,2
"93225 Pärjänsuo   (Pudasjärvi )",240,110,130,41,8,13,26,16,8,6,5,7,14,5,10,9,18,23,21,21,9,12,6,3
"93240 Rytinki   (Pudasjärvi )",124,54,70,55,0,2,3,4,1,0,9,1,1,6,2,11,7,18,18,14,9,9,4,5
"93250 Sarajärvi   (Pudasjärvi )",242,113,129,51,3,3,15,11,8,6,9,4,5,3,7,9,18,28,35,22,22,22,8,4
"93270 Sotkajärvi   (Pudasjärvi )",466,208,258,48,8,14,29,16,12,8,17,16,18,17,19,29,44,59,46,38,25,23,13,15
"93277 Iinattijärvi   (Pudasjärvi )",155,58,97,49,4,5,8,5,1,2,3,3,7,5,12,10,15,15,25,15,6,5,6,3
"93280 Syöte   (Pudasjärvi )",237,106,131,45,3,9,18,9,4,4,9,4,13,16,13,23,21,19,23,13,18,12,5,1
"93290 Pintamo   (Pudasjärvi )",91,44,47,46,1,6,4,1,3,2,5,6,3,1,2,8,12,10,8,4,4,5,4,2
"93350 Jaurakkajärvi   (Pudasjärvi )",146,66,80,49,4,11,11,2,2,0,4,2,5,3,5,10,8,15,15,18,12,6,9,4
"93390 Puhoskylä   (Pudasjärvi )",214,88,126,53,5,2,5,4,5,4,8,9,1,3,10,15,22,15,30,22,21,17,11,5
"93400 Taivalkoski Keskus   (Taivalkoski )",3186,1561,1625,45,84,148,225,115,73,81,172,137,124,110,115,214,222,274,283,259,179,174,107,90
"93420 Jurmu   (Taivalkoski )",241,102,139,49,6,5,8,7,6,4,16,3,5,10,16,16,31,23,19,20,23,12,9,2
