"Postal code area","Households, total, 2012 (TR)","Average income of households, 2012 (TR)","Median income of households, 2012 (TR)","Households belonging to the lowest income category, 2012 (TR)","Households belonging to the middle income category, 2012 (TR)","Households belonging to the highest income category, 2012 (TR)","Accumulated purchasing power of households, 2012 (TR)"
"50670 Otava  (Mikkeli)",841,36294,32191,229,516,96,30523029
"50700 Syysjärvi  (Mikkeli)",216,47727,43911,30,141,45,10309036
"50770 Korpikoski  (Mikkeli)",112,39233,32178,21,71,20,4394077
"50800 Annilanselkä  (Mikkeli)",236,48946,40571,38,136,62,11551230
"50970 Ihastjärvi  (Mikkeli)",1008,35902,30467,313,560,135,36188894
"51130 Vanhamäki  (Mikkeli)",76,32479,26060,28,40,8,2468398
"51200 Kangasniemi Keskus  (Kangasniemi)",2109,31536,25498,768,1107,234,66509278
"51260 Tahkomäki  (Kangasniemi)",66,42857,42494,16,37,13,2828551
"51270 Kutemajärvi  (Kangasniemi)",106,37936,28392,38,52,16,4021255
"51310 Levä  (Kangasniemi)",70,34915,25176,29,29,12,2444026
"51335 Kaihlamäki  (Kangasniemi)",22,..,..,..,..,..,..
"51340 Hännilä-Särkiharju  (Kangasniemi)",138,33634,28040,49,81,8,4641431
"51360 Koivula-Synsiö  (Kangasniemi)",91,39478,31732,28,49,14,3592488
"51380 Synsiö  (Kangasniemi)",24,..,..,..,..,..,..
"51420 Harjumaa-Pajulankylä  (Mikkeli)",105,39422,37088,34,54,17,4139315
"51430 Läsäkoski  (Kangasniemi)",43,35481,31417,12,23,8,1525669
"51440 Vuojalahti  (Kangasniemi)",118,37589,28780,36,65,17,4435498
"51450 Pajulankylä  (Mikkeli)",27,..,..,..,..,..,..
"51460 Luusniemi  (Kangasniemi)",99,36272,32525,25,66,8,3590957
"51520 Hiirola  (Mikkeli)",193,36406,31369,54,116,23,7026374
"51540 Kalvitsa  (Mikkeli)",158,35653,32284,42,99,17,5633200
"51600 Haukivuori Keskus-Piitkäaho  (Mikkeli)",752,31586,25956,281,389,82,23752464
"51620 Pitkäaho  (Mikkeli)",29,..,..,..,..,..,..
"51670 Nykälä  (Mikkeli)",80,31467,26633,30,41,9,2517393
"51720 Rahula  (Mikkeli)",188,45755,42161,31,109,48,8601951
"51740 Huuhanaho  (Mikkeli)",98,40855,35087,24,54,20,4003831
"51760 Nuutilanmäki  (Juva)",133,39339,35127,36,76,21,5232046
"51780 Kuosmala  (Juva)",67,38593,32281,20,36,11,2585759
"51810 Maivala  (Juva)",74,35805,28722,26,36,12,2649601
"51820 Hatsola  (Juva)",130,37857,31233,42,63,25,4921391
"51850 Vuorenmaa  (Juva)",108,34055,28038,38,61,9,3677900
"51860 Narila  (Juva)",35,40683,35397,9,18,8,1423910
"51880 Koikkala  (Juva)",120,37652,29713,40,54,26,4518257
"51890 Risulahti  (Juva)",37,44922,38791,11,19,7,1662104
"51900 Juva Keskus  (Juva)",2356,31448,25444,824,1302,230,74091365
"51930 Paatela  (Juva)",73,43664,39770,13,45,15,3187464
"51940 Härkälä  (Juva)",60,33329,26524,27,25,8,1999746
"51980 Lauteala  (Juva)",114,41040,31309,33,60,21,4678551
"52100 Anttola  (Mikkeli)",767,34298,29508,233,434,100,26306881
"52110 Majavesi  (Mikkeli)",178,41695,37160,32,104,42,7421725
"52150 Hauhala  (Mikkeli)",66,45714,29773,16,37,13,3017094
"52200 Puumala Keskus  (Puumala)",1012,31990,26861,349,559,104,32373412
"52230 Hurissalo  (Puumala)",111,40839,30710,38,55,18,4533103
"52270 Ryhälä  (Puumala)",20,..,..,..,..,..,..
"52300 Ristiina Keskus  (Mikkeli)",1395,36836,31062,359,842,194,51386646
"52320 Vitsiälä  (Mikkeli)",150,43183,38457,30,85,35,6477440
"52330 Heimari  (Mikkeli)",22,..,..,..,..,..,..
"52340 Hangastenmaa  (Mikkeli)",108,32740,25820,41,53,14,3535904
"52360 Someenjärvi  (Mikkeli)",52,35076,22457,22,25,5,1823970
"52420 Pellosniemi  (Mikkeli)",365,32063,26052,126,205,34,11702925
"52510 Hietanen  (Hirvensalmi)",245,33519,28536,80,130,35,8212162
"52520 Syväsmäki  (Hirvensalmi)",67,38964,37253,18,36,13,2610617
"52550 Hirvensalmi Keskus  (Hirvensalmi)",926,32097,25741,347,461,118,29721970
"52610 Tuukkalanlahti  (Hirvensalmi)",63,29412,24543,25,32,6,1852954
"52620 Kuitula  (Hirvensalmi)",44,36282,28927,19,15,10,1596390
"52700 Mäntyharju Keskus  (Mäntyharju)",2690,33070,26534,871,1535,284,88958481
"52720 Karankamäki-Koirakivi  (Mäntyharju)",56,28724,24796,24,29,3,1608516
"52730 Koirakivi  (Mäntyharju)",47,32568,23250,20,19,8,1530697
"52740 Tuustaipale  (Mäntyharju)",140,34425,29059,50,73,17,4819454
"52760 Mynttilä  (Mäntyharju)",48,34545,32414,19,26,3,1658146
"52780 Kuomiokoski  (Mikkeli)",75,31633,24252,23,47,5,2372501
"52830 Suomenniemi  (Mikkeli)",345,32689,25082,141,169,35,11277877
"52850 Halmeniemi  (Mäntyharju)",68,33990,30747,26,31,11,2311352
"52890 Käävänkylä  (Mäntyharju)",48,32142,24898,15,29,4,1542828
"52920 Voikoski  (Mäntyharju)",73,30111,24306,30,35,8,2198125
"52960 Nurmaa  (Mäntyharju)",61,35575,29521,19,35,7,2170087
"52970 Pankalahti-Ahvenainen  (Mäntyharju)",46,35780,24820,18,23,5,1645898
"52980 Ahvenainen  (Mäntyharju)",36,30239,24724,14,18,4,1088596
"53100 Lappeenranta keskus  (Lappeenranta)",6427,30558,23696,1905,3617,905,196398993
"53130 Keskussairaala-alue-Kimpinen  (Lappeenranta)",377,34381,27412,96,213,68,12961554
"53200 Kaukas-Tirilä  (Lappeenranta)",839,32029,26883,226,511,102,26872219
"53300 Lauritsala-Mälkiä  (Lappeenranta)",3891,35353,29640,1038,2310,543,137559805
"53400 Laihia  (Lappeenranta)",763,45501,42002,108,505,150,34717635
"53420 Mustola  (Lappeenranta)",242,41887,39600,27,166,49,10136615
"53500 Parkkarila-Harapainen-Reijola  (Lappeenranta)",2208,40314,36907,425,1403,380,89012297
"53550 Kourulanmäki  (Lappeenranta)",378,41965,39709,75,235,68,15862909
"53600 Kesämäki  (Lappeenranta)",1411,31416,25075,400,793,218,44327690
"53650 Mattila-Kuusela  (Lappeenranta)",956,37644,33349,224,577,155,35987551
"53810 Kuusimäki-Lavola  (Lappeenranta)",2151,29802,24964,733,1166,252,64103711
"53830 Rutola  (Lappeenranta)",234,45952,45604,31,148,55,10752860
"53850 Skinnarila  (Lappeenranta)",5244,32061,25844,2043,2517,684,168130343
"53900 Pallo-Tysterniemi-Leiri  (Lappeenranta)",1554,31343,26568,443,847,264,48706851
"53920 Voisalmi  (Lappeenranta)",1808,33544,25799,553,996,259,60648000
"53950 Kivisalmi  (Lappeenranta)",1091,37949,28068,312,609,170,41401922
"54100 Joutseno Keskus  (Lappeenranta)",2597,36291,30902,645,1544,408,94246950
"54110 Lampikangas  (Lappeenranta)",522,37842,34899,99,325,98,19753597
"54120 Pulp  (Lappeenranta)",825,37073,33025,183,530,112,30584915
"54190 Konnunsuo  (Lappeenranta)",43,29742,26323,13,26,4,1278898
"54230 Nuijamaa  (Lappeenranta)",315,36771,33204,91,179,45,11582792
"54250 Rapattila  (Lappeenranta)",78,37592,30117,23,42,13,2932156
"54260 Hanhijärvi  (Lappeenranta)",292,47248,47307,58,171,63,13796540
"54270 Vainikkala  (Lappeenranta)",215,37685,33991,53,133,29,8102224
"54300 Vilkjärvi  (Lappeenranta)",248,42974,40720,54,154,40,10657444
"54310 Hytti  (Lappeenranta)",159,47466,48181,28,99,32,7547044
"54330 Simola  (Lappeenranta)",184,39265,35732,41,109,34,7224765
"54390 Pulsa  (Lappeenranta)",71,34234,28880,24,43,4,2430605
"54410 Ylämaa Keskus  (Lappeenranta)",471,34432,29377,136,267,68,16217522
"54430 Hujakkala  (Lappeenranta)",76,37874,29109,26,39,11,2878431
"54460 Ylijärvi  (Lappeenranta)",54,29699,25128,20,29,5,1603745
"54490 Ahomäki  (Miehikkälä)",96,33320,27152,34,48,14,3198767
"54500 Taavetti-Somerharju  (Luumäki)",1539,30960,25332,510,844,185,47647656
"54510 Uro  (Luumäki)",197,37490,32532,62,107,28,7385601
"54530 Luumäki  (Luumäki)",563,41522,35601,128,315,120,23376740
"54550 Suo-Anttila  (Luumäki)",40,33068,31943,12,25,3,1322727
"54580 Somerharju  (Luumäki)",17,..,..,..,..,..,..
"54590 Kaitjärvi  (Luumäki)",62,36572,34398,15,37,10,2267493
"54710 Lemi Keskus  (Lemi)",696,33384,28155,241,369,86,23234943
"54720 Laksiainen  (Lemi)",67,35564,28836,27,33,7,2382786
"54750 Välijoki  (Savitaipale)",134,34595,28424,49,68,17,4635790
"54770 Heituinlahti  (Savitaipale)",267,34903,27852,87,149,31,9319209
"54800 Savitaipale Keskus  (Savitaipale)",1331,33890,27086,419,726,186,45107429
"54820 Kotimäki  (Lemi)",111,39482,36453,27,64,20,4382455
"54850 Kuukanniemi  (Lemi)",429,43936,40868,63,278,88,18848590
"54915 Saimaanharju-Kyläniemi  (Taipalsaari)",775,43038,39988,112,491,172,33354753
"54920 Taipalsaari  (Taipalsaari)",652,41302,36734,150,374,128,26929075
"54930 Levänen  (Taipalsaari)",133,35728,32408,45,70,18,4751786
"54940 Solkei  (Taipalsaari)",58,41811,34236,17,26,15,2425013
"54950 Pettilä  (Savitaipale)",62,28302,24825,17,41,4,1754750
"54960 Vehkataipale  (Taipalsaari)",241,45971,40099,44,142,55,11079074
"55100 Imatra Keskus  (Imatra)",5375,34487,28962,1318,3221,836,185369276
"55120 Mansikkala-Tuulikallio  (Imatra)",1920,29036,21896,742,954,224,55749897
"55300 Rauha-Tiuruniemi  (Lappeenranta)",495,35962,31007,92,333,70,17800997
"55320 Rauha  (Lappeenranta)",268,37021,34076,47,172,49,9921576
"55330 Tiuruniemi  (Lappeenranta)",34,36933,28291,11,18,5,1255737
"55400 Tainionkoski-Mustalampi  (Imatra)",657,39842,35214,118,430,109,26175952
"55420 Karhumäki-Karhukallio  (Imatra)",969,41082,37788,141,637,191,39808808
"55510 Sotkulampi-Linnasuo  (Imatra)",831,24514,19607,368,414,49,20371298
"55610 Rajapatsas-Teppanala  (Imatra)",1564,30623,26951,465,976,123,47894186
"55700 Vintteri-Virasoja  (Imatra)",672,38872,35438,74,465,133,26121918
"55800 Vuoksenniska-Saarlampi  (Imatra)",2329,31531,25021,754,1275,300,73435765
"55910 Rautio-Kurkvuori  (Imatra)",804,37165,34154,150,532,122,29880511
"56100 Ruokolahti Keskus  (Ruokolahti)",1111,34659,29648,324,618,169,38505817
"56120 Salosaari  (Ruokolahti)",365,47026,42880,33,235,97,17164490
"56140 Äitsaari  (Ruokolahti)",123,36680,32899,38,67,18,4511669
"56210 Virmutjoki  (Ruokolahti)",208,36285,33384,54,118,36,7547381
"56310 Syyspohja  (Ruokolahti)",104,39968,31063,26,61,17,4156629
"56330 Utula  (Ruokolahti)",23,..,..,..,..,..,..
"56350 Kyläniemi  (Taipalsaari)",14,..,..,..,..,..,..
"56410 Kaiturinpää  (Ruokolahti)",74,40546,36373,15,43,16,3000375
"56440 Pohja-Lankila  (Ruokolahti)",113,37926,31059,35,53,25,4285600
"56510 Puntala  (Ruokolahti)",197,38379,33572,36,128,33,7560565
"56550 Niska-Pietilä  (Rautjärvi)",62,36218,34563,18,36,8,2245523
"56610 Rautjärvi  (Rautjärvi)",327,33207,27623,89,196,42,10858828
"56640 Purnujärvi  (Rautjärvi)",50,30534,25658,21,24,5,1526685
"56710 Miettilä  (Rautjärvi)",77,35132,31133,26,36,15,2705198
"56730 Laikko  (Rautjärvi)",158,35295,31805,36,103,19,5576566
"56800 Simpele  (Rautjärvi)",1380,32676,28202,425,748,207,45093403
"57100 Heikinpohja-Piispanmäki  (Savonlinna)",2522,26280,21299,982,1309,231,66278644
"57120 Savonlinna  (Savonlinna)",3,..,..,..,..,..,..
"57130 Savonlinna Keskus  (Savonlinna)",1294,28795,22583,431,705,158,37260749
"57170 Sortteerinlahti-Talvisalo  (Savonlinna)",1233,26600,22013,485,638,110,32798239
"57200 Miekonniemi-Venäjänniemi  (Savonlinna)",1351,33759,27876,414,769,168,45608089
"57210 Nojanmaa  (Savonlinna)",1282,34883,30426,329,819,134,44720446
"57220 Haka-alue-Viuhonmäki  (Savonlinna)",873,26103,21241,397,429,47,22787485
"57230 Inkerinkylä  (Savonlinna)",1790,31278,26517,636,995,159,55986829
"57310 Rinkilä  (Savonlinna)",320,39880,35248,76,188,56,12761539
"57510 Laitaatsilta  (Savonlinna)",223,43858,39019,30,149,44,9780404
"57600 Poukkusilta-Pihlajaniemi  (Savonlinna)",837,42125,39063,188,484,165,35258770
"57710 Kellarpelto-Rantakoivikko  (Savonlinna)",1319,38885,35375,300,820,199,51289623
"57810 Aholahti  (Savonlinna)",154,36804,33611,45,85,24,5667762
"58130 Oravi  (Savonlinna)",63,32433,29860,21,38,4,2043300
"58140 Ahvensalmi  (Savonlinna)",45,36564,27317,15,21,9,1645398
"58150 Makkola  (Savonlinna)",98,37667,33844,22,63,13,3691383
"58160 Karvila  (Enonkoski)",82,36130,30706,26,48,8,2962623
"58170 Simanala  (Enonkoski)",111,39096,35027,32,62,17,4339625
"58175 Enonkoski Keskus  (Enonkoski)",464,30628,25794,161,267,36,14211324
"58180 Ihamaniemi  (Enonkoski)",74,34832,28060,29,35,10,2577563
"58200 Kerimäki Keskus  (Savonlinna)",1672,32929,26917,567,943,162,55056619
"58220 Louhi  (Savonlinna)",195,35514,31159,51,121,23,6925224
"58260 Kumpuranta  (Savonlinna)",94,33818,27516,29,57,8,3178846
"58300 Savonranta Keskus  (Savonlinna)",402,28160,22056,170,203,29,11320133
"58320 Raikuu  (Savonlinna)",95,35877,30663,29,50,16,3408352
"58350 Villala  (Kitee)",115,30354,26226,43,57,15,3490689
"58360 Säimen  (Savonlinna)",96,34043,28249,33,56,7,3268144
"58390 Rönkönvaara  (Savonlinna)",40,27807,28382,15,23,2,1112271
"58410 Haapakallio  (Savonlinna)",236,41294,40044,35,173,28,9745497
"58420 Silvola  (Savonlinna)",136,37420,34001,31,87,18,5089074
"58430 Kulennoinen  (Savonlinna)",200,40891,37899,38,132,30,8178262
"58450 Punkaharju  (Savonlinna)",187,39372,36561,33,118,36,7362501
"58500 Punkasalmi  (Savonlinna)",894,32698,26902,282,514,98,29231565
"58520 Hiukkajoki  (Savonlinna)",151,36060,32119,45,82,24,5444986
"58550 Putikko  (Savonlinna)",212,33276,29379,64,125,23,7054433
"58570 Ruhvana  (Savonlinna)",34,37204,28227,7,21,6,1264920
"58580 Vuoriniemi  (Savonlinna)",52,44759,33186,11,32,9,2327458
"58610 Telakanava  (Sulkava)",60,38702,30472,17,35,8,2322134
"58620 Lohilahti  (Sulkava)",155,30530,23707,64,82,9,4732078
"58650 Kiviapaja  (Savonlinna)",58,32411,23359,22,30,6,1879863
"58680 Piojärvi  (Savonlinna)",23,..,..,..,..,..,..
"58690 Ala-Särkilahti-Piojärvi  (Savonlinna)",47,40762,35358,8,31,8,1915799
"58700 Sulkava Keskus  (Sulkava)",1146,31201,25351,423,601,122,35755903
"58720 Kaartilankoski  (Sulkava)",131,38085,32401,42,69,20,4989168
"58770 Pihlajalahti  (Savonlinna)",117,35841,30330,33,66,18,4193375
"58810 Kallislahti  (Savonlinna)",151,38031,31542,39,86,26,5742653
"58830 Parkumäki  (Rantasalmi)",128,37691,32868,39,74,15,4824499
"58850 Hiltula  (Rantasalmi)",50,33350,31210,15,31,4,1667506
"58900 Rantasalmi Keskus  (Rantasalmi)",1308,31308,25562,490,677,141,40950364
"58910 Rantasalmi Asemanseutu  (Rantasalmi)",86,32596,29431,28,53,5,2803223
"58920 Kolkontaipale  (Rantasalmi)",151,35305,31973,53,84,14,5331046
"58940 Tuusmäki  (Rantasalmi)",97,43728,36604,28,56,13,4241650
"59100 Parikkala Keskus  (Parikkala)",1275,31527,25204,437,697,141,40196672
"59130 Koitsanlahti  (Parikkala)",93,34993,26216,32,45,16,3254320
"59210 Melkoniemi  (Parikkala)",74,34145,29154,25,43,6,2526753
"59310 Särkisalmi  (Parikkala)",460,37212,30020,129,260,71,17117301
"59320 Haapaoja  (Parikkala)",47,31976,27236,15,26,6,1502878
"59410 Kirjavala  (Parikkala)",207,33663,28566,69,112,26,6968160
"59510 Maironiemi  (Parikkala)",237,28089,22537,112,105,20,6657006
"59520 Saari  (Parikkala)",68,37406,25986,27,26,15,2543597
"59530 Mikkolanniemi  (Parikkala)",46,36946,34750,11,25,10,1699515
"59610 Tarnala  (Parikkala)",87,36340,30503,31,42,14,3161607
"59710 Kummunkylä  (Parikkala)",49,36334,31267,17,26,6,1780371
"59720 Niukkala  (Parikkala)",88,26089,18827,46,35,7,2295842
"59730 Uukuniemi  (Parikkala)",63,32613,25019,22,34,7,2054619
"59800 Kesälahti Keskus  (Kitee)",867,31053,24198,331,455,81,26922948
"59810 Suurikylä  (Kitee)",50,32727,26503,17,27,6,1636362
"59820 Purujärvi-Rajavaara  (Kitee)",79,35438,32228,23,44,12,2799613
"60100 Seinäjoki Keskus  (Seinäjoki)",5998,29217,22238,2058,3236,704,175243050
"60120 Pohja  (Seinäjoki)",1318,34475,27871,351,782,185,45437461
"60150 Kasperi  (Seinäjoki)",2151,33351,28411,587,1342,222,71737476
"60200 Törnävä  (Seinäjoki)",4439,41411,35825,868,2747,824,183821611
"60220 Huhtala  (Seinäjoki)",1104,32182,26884,270,670,164,35528624
"60280 Eskoon Keskuslaitosalue  (Seinäjoki)",.,.,.,.,.,.,.
"60320 Alakylä-Jouppi  (Seinäjoki)",3028,41661,35316,595,1853,580,126150962
"60420 Impivaara  (Seinäjoki)",411,50257,48326,55,263,93,20655616
"60450 Munakka  (Ilmajoki)",167,43249,45720,26,101,40,7222615
"60510 Hyllykallio  (Seinäjoki)",3366,42972,38779,470,2223,673,144644182
"60550 Nurmo Keskus  (Seinäjoki)",1744,44213,39599,313,1128,303,77106987
"60560 Halkosaari  (Seinäjoki)",246,47581,46932,32,171,43,11704910
"60640 Kurjenneva  (Seinäjoki)",229,52018,47428,32,151,46,11912145
"60720 Tuomikylä  (Ilmajoki)",671,48359,46267,78,459,134,32448711
"60760 Pohjanluoma  (Ilmajoki)",366,44865,45270,72,225,69,16420445
"60800 Ilmajoki Keskus  (Ilmajoki)",2575,37755,31353,734,1457,384,97218519
"61100 Peräseinäjoki Keskus  (Seinäjoki)",992,33651,28147,333,533,126,33381753
"61110 Vuolle  (Seinäjoki)",85,39887,31634,14,60,11,3390428
"61120 Louko  (Seinäjoki)",252,47150,46337,38,174,40,11881712
"61140 Pasto  (Seinäjoki)",53,37289,33561,16,32,5,1976312
"61150 Sydänmaa  (Alavus)",28,..,..,..,..,..,..
"61160 Koura  (Seinäjoki)",250,37228,31958,69,141,40,9307102
"61170 Sääskiniemi  (Alavus)",127,35421,28970,45,69,13,4498485
"61180 Haapaluoma  (Seinäjoki)",105,36620,30122,29,65,11,3845104
"61220 Myllysalo  (Kurikka)",103,43241,35526,26,62,15,4453873
"61230 Luopa  (Kurikka)",302,41401,35213,75,190,37,12503136
"61250 Jalasto  (Jalasjärvi)",122,41218,33766,28,71,23,5028577
"61270 Luopajärvi  (Jalasjärvi)",244,43200,40946,63,142,39,10540771
"61280 Jokipii  (Jalasjärvi)",239,39528,34987,57,152,30,9447218
"61290 Taivalmaa  (Jalasjärvi)",56,34697,27603,21,26,9,1943023
"61300 Kurikka Keskus  (Kurikka)",3177,35734,29589,934,1825,418,113526601
"61310 Panttila  (Kurikka)",324,43714,33620,82,189,53,14163254
"61330 Koskenkorva  (Ilmajoki)",937,37617,32593,261,554,122,35247577
"61340 Nopankylä  (Ilmajoki)",117,38741,34876,39,59,19,4532642
"61350 Huissi  (Ilmajoki)",170,42143,33411,48,99,23,7164243
"61360 Mieto  (Kurikka)",436,41159,39208,104,265,67,17945267
"61370 Lohiluoma  (Kurikka)",149,41949,33872,33,93,23,6250452
"61380 Polvenkylä  (Kurikka)",66,43802,37970,19,35,12,2890943
"61400 Ylistaro Keskus  (Seinäjoki)",985,35527,27797,327,522,136,34993779
"61410 Ylistaro Asemanseutu  (Seinäjoki)",360,41190,35111,82,223,55,14828554
"61430 Isorehto  (Seinäjoki)",164,41041,34251,27,106,31,6730676
"61440 Untamala  (Seinäjoki)",87,40755,37364,15,60,12,3545708
"61450 Kylänpää  (Seinäjoki)",276,35876,31068,90,162,24,9901761
"61460 Hanhikoski  (Seinäjoki)",104,36238,32462,30,61,13,3768768
"61470 Kitinoja  (Seinäjoki)",162,42334,40928,31,99,32,6858071
"61500 Isokyrö Keskus  (Isokyrö)",1303,35834,29726,386,731,186,46692263
"61520 Lehmäjoki  (Isokyrö)",115,34453,29139,34,71,10,3962126
"61550 Orismala  (Isokyrö)",305,38126,30758,86,165,54,11628413
"61560 Orisberg  (Isokyrö)",25,..,..,..,..,..,..
"61600 Jalasjärvi Keskus  (Jalasjärvi)",1973,33351,26684,668,1111,194,65801538
"61630 Hirvijärvi  (Jalasjärvi)",138,37816,31457,44,71,23,5218576
"61640 Ala-Valli  (Jalasjärvi)",99,39490,33880,24,58,17,3909471
"61650 Kalakoski  (Seinäjoki)",182,35302,30387,60,100,22,6424950
"61680 Mantila  (Jalasjärvi)",113,37487,33403,29,65,19,4236039
"61710 Pentinmäki  (Jalasjärvi)",119,39439,36871,39,62,18,4693228
"61720 Koskue  (Jalasjärvi)",258,36044,28850,81,148,29,9299250
"61730 Yli-Valli  (Jalasjärvi)",122,32093,26871,47,66,9,3915402
"61760 Ilvesjoki  (Jalasjärvi)",149,38422,31309,64,70,15,5724861
"61800 Kauhajoki Keskus  (Kauhajoki)",4021,34363,27911,1338,2205,478,138171971
"61810 Luomankylä  (Kauhajoki)",124,38088,33511,32,80,12,4722907
"61820 Kainasto  (Kauhajoki)",273,34610,29988,100,150,23,9448569
"61840 Norinkylä  (Teuva)",155,33645,26893,53,88,14,5214910
"61850 Kauhajoki Asemanseutu  (Kauhajoki)",1020,38375,29526,337,553,130,39142967
"61860 Harja  (Kauhajoki)",84,40730,39481,17,54,13,3421326
"61880 Ikkeläjärvi  (Kauhajoki)",89,35158,27720,32,48,9,3129035
"61910 Nummijärvi  (Kauhajoki)",135,35949,27508,49,64,22,4853064
"61920 Nummikoski  (Kauhajoki)",32,33203,33209,13,17,2,1062511
"61940 Hyyppä  (Kauhajoki)",134,32203,29844,52,77,5,4315148
"61950 Juonikylä  (Kauhajoki)",87,28852,24273,39,42,6,2510129
"61960 Kyrönlatva  (Kauhajoki)",71,34671,26210,25,39,7,2461618
"61980 Päntäne  (Kauhajoki)",443,33720,26829,166,223,54,14937930
"62100 Lapua Keskus  (Lapua)",4715,37577,32312,1167,2886,662,177176638
"62130 Hellanmaa  (Lapua)",219,41735,39243,46,137,36,9140061
"62150 Rintakangas  (Kauhava)",57,77242,37241,10,34,13,4402788
"62160 Karhunkylä  (Lapua)",236,41510,36666,56,149,31,9796401
"62165 Tiisteenjoki  (Lapua)",148,39400,33227,40,85,23,5831178
"62170 Lakaluoma  (Lapua)",122,36762,33950,29,82,11,4484920
"62175 Ylikylä-Mäenpää  (Lapua)",66,35186,30475,20,44,2,2322249
"62185 Mäki-Paavola  (Lapua)",58,43712,30849,16,32,10,2535322
"62190 Ruha  (Lapua)",247,43928,41158,47,159,41,10850281
"62200 Kauhava Keskus  (Kauhava)",2691,35036,29103,792,1556,343,94282479
"62220 Pernaa  (Kauhava)",201,39658,36507,42,132,27,7971358
"62230 Jylhä  (Kauhava)",171,39971,36230,45,110,16,6835014
"62240 Huhmarkoski  (Kauhava)",271,34887,28112,89,153,29,9454355
"62260 Hirvijoki  (Kauhava)",80,43479,35060,25,40,15,3478354
"62280 Mustamaa  (Lapua)",52,41364,36836,13,29,10,2150911
"62290 Hirvikylä  (Lapua)",118,39342,37288,35,71,12,4642379
"62295 Kauhajärvi  (Lapua)",209,33654,29591,70,122,17,7033717
"62300 Härmä  (Kauhava)",1135,36236,30817,329,663,143,41127921
"62310 Voltti  (Kauhava)",507,40785,34153,125,300,82,20678207
"62340 Kuoppa-Vakkuri  (Kauhava)",51,33469,27065,15,30,6,1706927
"62350 Ekola  (Kauhava)",50,46757,34337,11,28,11,2337852
"62370 Kangasto  (Kauhava)",63,38165,40814,15,38,10,2404366
"62375 Ylihärmä Keskus-Vesiluoma  (Kauhava)",1169,38556,32321,292,746,131,45072185
"62380 Kosolankylä  (Kauhava)",110,36415,30001,31,61,18,4005612
"62395 Petterinmäki  (Vöyri)",65,33013,28880,21,36,8,2145862
"62410 Rintala  (Kauhava)",136,42296,41173,39,74,23,5752255
"62420 Kortesjärvi Keskus  (Kauhava)",485,35044,27122,152,284,49,16996443
"62430 Peltotupa  (Kauhava)",54,42606,38208,14,33,7,2300697
"62435 Pirttinen  (Kauhava)",55,43482,33066,10,35,10,2391509
"62440 Perkiömäki  (Kauhava)",50,43318,36297,12,28,10,2165883
"62470 Purmojärvi  (Kauhava)",192,37393,30415,60,108,24,7179361
"62500 Evijärvi Keskus  (Evijärvi)",686,37513,30248,191,403,92,25734026
"62510 Kuoppa-aho  (Evijärvi)",147,41075,39954,26,100,21,6037982
"62520 Kautiainen  (Evijärvi)",68,38793,31726,23,33,12,2637909
"62540 Vasikka-aho  (Evijärvi)",135,37404,34046,38,78,19,5049567
"62570 Särkilä  (Evijärvi)",88,38061,36946,28,53,7,3349407
"62600 Lappajärvi Keskus  (Lappajärvi)",851,35307,29279,258,492,101,30046142
"62610 Tarvola  (Lappajärvi)",62,38058,33052,15,39,8,2359580
"62620 Ala-Seppä  (Lappajärvi)",87,37140,31100,21,58,8,3231192
"62630 Karvala  (Lappajärvi)",169,34796,27666,65,84,20,5880574
"62640 Savonkylä  (Lappajärvi)",54,38756,32852,18,32,4,2092805
"62660 Itäkylä  (Lappajärvi)",252,43924,34760,72,147,33,11068848
"62710 Kurejoki  (Alajärvi)",269,38149,32793,89,156,24,10262119
"62720 Sissala  (Alajärvi)",102,43651,40693,25,64,13,4452411
"62730 Haukkala  (Alajärvi)",75,46879,40891,19,45,11,3515897
"62740 Koskenvarsi  (Alajärvi)",84,42763,40168,18,50,16,3592059
"62750 Saukonkylä  (Alajärvi)",93,32662,28490,32,54,7,3037578
"62760 Menkijärvi  (Alajärvi)",93,34274,29520,37,51,5,3187452
"62800 Vimpeli Keskus  (Vimpeli)",1048,37771,31517,269,641,138,39583724
"62810 Savonjoki  (Vimpeli)",50,33086,28167,16,33,1,1654281
"62830 Luoma-Aho  (Alajärvi)",123,49746,40137,21,84,18,6118706
"62840 Lakaniemi-Pokela  (Vimpeli)",22,..,..,..,..,..,..
"62860 Sahi  (Vimpeli)",83,41472,36159,21,50,12,3442174
"62870 Vinni  (Vimpeli)",26,..,..,..,..,..,..
"62880 Sääksvesi-Vinni  (Vimpeli)",130,38564,29209,42,72,16,5013265
"62900 Alajärvi Keskus  (Alajärvi)",2020,35939,31021,637,1146,237,72596687
"62920 Levijoki  (Alajärvi)",41,37679,29838,13,27,1,1544836
"62940 Hoisko  (Alajärvi)",222,40748,37031,71,129,22,9046011
"62950 Paalijärvi  (Alajärvi)",174,38949,36267,57,103,14,6777211
"62990 Möksy  (Alajärvi)",62,36587,30933,19,36,7,2268395
"63100 Kuortane Keskus  (Kuortane)",776,33343,27387,252,436,88,25874047
"63120 Leppälänkylä  (Kuortane)",147,35925,29154,48,90,9,5281034
"63130 Mäyry  (Kuortane)",301,40588,37552,74,189,38,12217104
"63150 Ruona  (Kuortane)",184,36992,33942,49,112,23,6806500
"63160 Salmi  (Kuortane)",65,38886,31681,23,32,10,2527616
