"Postal code area","Aged 18 or over, total, 2014 (HR)","Average income of inhabitants, 2014 (HR)","Median income of inhabitants, 2014 (HR)","Inhabintants belonging to the lowest income category, 2014 (HR)","Inhabitants belonging to the middle income category, 2014 (HR)","Inhabintants belonging to the highest income category, 2014 (HR)","Accumulated purchasing power of inhabitants, 2014 (HR)"
"79255 Kurjala-Moninmäki   (Leppävirta )",116,18881,16886,36,65,15,2190183
"79265 Puponmäki   (Leppävirta )",86,17870,15470,27,53,6,1536809
"79330 Näädänmaa   (Leppävirta )",86,18749,16704,32,46,8,1612430
"79350 Itä-Soisalo   (Leppävirta )",91,21072,17235,28,49,14,1917591
"79410 Niinimäki   (Leppävirta )",122,19525,17110,49,52,21,2382110
"79480 Kangaslampi Keskus   (Varkaus )",536,20263,18790,124,347,65,10860922
"79520 Viljolahti   (Varkaus )",143,18905,14625,49,75,19,2703381
"79600 Joroinen Keskus   (Joroinen )",2172,20671,17667,480,1416,276,44897845
"79620 Huutokoski   (Joroinen )",186,19143,17169,58,110,18,3560651
"79630 Kolma   (Joroinen )",191,21717,20595,40,123,28,4148010
"79660 Kerisalo   (Joroinen )",149,21298,17031,47,80,22,3173399
"79680 Lahnalahti   (Joroinen )",109,21745,16594,29,61,19,2370205
"79690 Kaitainen   (Joroinen )",157,19577,15688,50,81,26,3073553
"79700 Heinävesi Keskus   (Heinävesi )",2050,19708,17269,481,1348,221,40401278
"79810 Karvion kanava   (Heinävesi )",192,20645,18309,44,121,27,3963880
"79820 Varistaipale   (Heinävesi )",94,19943,16618,29,51,14,1874627
"79830 Palokki   (Heinävesi )",69,16077,13578,28,35,6,1109319
"79850 Uusi-Valamo   (Heinävesi )",.,.,.,.,.,.,.
"79860 Suuraho - Uusi-Valamo   (Heinävesi )",158,18733,16467,45,94,19,2959842
"79885 Etelä-Petruma   (Heinävesi )",64,15550,14313,24,38,2,995195
"79895 Sarvikumpu   (Heinävesi )",97,18491,15180,32,52,13,1793645
"79910 Kerma   (Heinävesi )",220,20684,18192,50,143,27,4550523
"79940 Vihtari-Poikiinaho   (Heinävesi )",151,19066,14983,47,87,17,2878952
"80100 Joensuu Keskus, Pohjoinen   (Joensuu )",8180,19727,16523,2560,4651,969,161370515
"80110 Joensuu Keskus Eteläinen   (Joensuu )",4264,20422,16729,1323,2351,590,87080592
"80130 Kanervala   (Kontiolahti )",1940,22563,20006,543,977,420,43772546
"80140 Noljakka   (Joensuu )",6427,22217,19200,1673,3721,1033,142787484
"80160 Rantakylä-Latola   (Joensuu )",8518,18934,17386,2188,5543,787,161278799
"80170 Utra   (Joensuu )",2952,21338,20018,653,1867,432,62989059
"80200 Niinivaara   (Joensuu )",3808,20232,17434,1024,2270,514,77042683
"80210 Sairaala-alue   (Joensuu )",.,.,.,.,.,.,.
"80220 Penttilä   (Joensuu )",2701,20467,17129,868,1422,411,55280067
"80230 Hukanhauta   (Joensuu )",4104,22791,21324,734,2627,743,93532411
"80260 Kettuvaara   (Joensuu )",3716,21412,19938,728,2431,557,79568695
"80330 Reijola   (Joensuu )",1755,23977,22297,266,1162,327,42080096
"80400 Ylämylly   (Liperi )",3903,22796,22137,637,2583,683,88972737
"80510 Onttola-Kunnasniemi   (Kontiolahti )",894,26079,23415,140,540,214,23314889
"80710 Lehmo   (Kontiolahti )",3868,24652,23539,550,2478,840,95353355
"80770 Kontiolahti as   (Kontiolahti )",481,24495,22033,82,301,98,11782313
"80780 Kontioniemi   (Kontiolahti )",255,25628,25055,35,158,62,6535079
"80790 Kontioranta-Kontioniemi   (Kontiolahti )",51,19260,19051,14,31,6,982277
"80850 Paihola   (Kontiolahti )",409,21119,20644,87,256,66,8637753
"80910 Kulho   (Kontiolahti )",1123,23740,23327,222,659,242,26659994
"81100 Kontiolahti   (Kontiolahti )",2279,21227,19640,437,1519,323,48376986
"81120 Katajaranta   (Kontiolahti )",324,20947,19596,63,207,54,6786730
"81160 Romppala-Riihikangas   (Kontiolahti )",199,18538,16351,72,110,17,3689082
"81200 Eno Keskus   (Joensuu )",2388,19804,17611,545,1578,265,47292229
"81210 Louhioja   (Joensuu )",198,20097,19279,33,145,20,3979279
"81220 Jakokoski   (Kontiolahti )",507,22544,23093,92,323,92,11429651
"81230 Mönni   (Kontiolahti )",134,21383,21186,34,81,19,2865269
"81235 Lehtoi   (Kontiolahti )",201,21793,21879,44,129,28,4380362
"81260 Ahveninen   (Joensuu )",137,22955,20913,34,73,30,3144852
"81270 Paukkaja   (Joensuu )",101,19932,19095,30,58,13,2013131
"81280 Uimaharju   (Joensuu )",1511,19624,17490,329,1004,178,29651700
"81290 Ukkola   (Joensuu )",217,17774,15375,69,131,17,3856949
"81295 Haapalahti   (Joensuu )",126,20616,19181,31,77,18,2597644
"81320 Kuismavaara   (Joensuu )",29,..,..,..,..,..,..
"81330 Luhtapohja   (Joensuu )",85,18880,16830,28,46,11,1604805
"81350 Tokrajärvi   (Ilomantsi )",132,18751,15052,47,63,22,2475096
"81360 Sarvinki   (Joensuu )",98,18057,14662,30,58,10,1769630
"81390 Revonkylä   (Joensuu )",83,18352,13956,36,37,10,1523252
"81420 Tyrjänsaari   (Ilomantsi )",70,18038,14903,27,35,8,1262643
"81430 Kivilahti   (Ilomantsi )",76,18314,15471,27,42,7,1391884
"81450 Huhus-Käenkoski   (Ilomantsi )",96,16064,14716,35,58,3,1542164
"81460 Käenkoski   (Ilomantsi )",26,..,..,..,..,..,..
"81470 Naarva   (Ilomantsi )",49,16929,14596,18,29,2,829524
"81560 Vuonisjärvi   (Lieksa )",163,18605,16899,41,110,12,3032653
"81570 Kelvä   (Lieksa )",92,18050,15242,27,59,6,1660640
"81590 Vuonislahti   (Lieksa )",142,19657,16984,40,86,16,2791263
"81650 Hattuvaara   (Lieksa )",149,17958,16482,48,86,15,2675683
"81660 Lehmikylä   (Lieksa )",9,..,..,..,..,..,..
"81700 Lieksa Keskus   (Lieksa )",4953,19063,17110,1113,3415,425,94417257
"81720 Mähkö-Timitra   (Lieksa )",2511,19402,17545,629,1634,248,48719634
"81750 Pankakoski   (Lieksa )",813,19181,18359,186,553,74,15594546
"81810 Jamali   (Lieksa )",276,21906,19992,70,176,30,6046016
"81820 Kylänlahti   (Lieksa )",296,20009,17177,81,177,38,5922529
"81850 Mätäsvaara   (Lieksa )",141,16999,15488,41,93,7,2396912
"81860 Viekijärvi   (Lieksa )",332,18075,14411,131,165,36,6000818
"81950 Pankajärvi   (Lieksa )",75,21996,17905,15,51,9,1649687
"81970 Jongunjoki-Pankajärvi   (Lieksa )",156,18968,14800,60,75,21,2959001
"82110 Heinävaara   (Joensuu )",779,21057,20747,175,494,110,16403748
"82120 Keskijärvi   (Joensuu )",182,20283,18475,46,108,28,3691452
"82140 Kiihtelysvaara Keskus   (Joensuu )",803,20407,17429,185,537,81,16387125
"82160 Oskola   (Joensuu )",54,21630,19757,14,30,10,1168038
"82170 Uskali   (Joensuu )",52,20851,16005,16,30,6,1084249
"82180 Huhtilampi   (Joensuu )",72,18938,16497,20,44,8,1363517
"82200 Hammaslahti   (Joensuu )",2427,20075,18885,559,1588,280,48722380
"82210 Suhmura   (Joensuu )",400,24026,21116,83,245,72,9610289
"82220 Niittylahti   (Joensuu )",1397,22814,22921,265,849,283,31871127
"82290 Nieminen   (Rääkkylä )",368,19258,16997,109,219,40,7087042
"82300 Rääkkylä Keskus   (Rääkkylä )",894,17821,15859,235,603,56,15932240
"82310 Oravisalo-Varpasalo   (Rääkkylä )",255,19069,15961,78,148,29,4862714
"82335 Rasivaara   (Rääkkylä )",570,18542,15380,214,299,57,10568851
"82350 Tikkala   (Tohmajärvi )",278,21081,20298,69,169,40,5860422
"82360 Onkamo   (Tohmajärvi )",344,21025,18195,82,213,49,7232570
"82380 Tolosenmäki   (Kitee )",391,20754,17794,114,228,49,8114863
"82395 Haarajärvi   (Kitee )",130,21146,19809,30,84,16,2748990
"82430 Puhos-Leinovaara   (Kitee )",745,19426,17120,222,446,77,14472399
"82460 Hummovaara   (Kitee )",94,20026,18720,22,63,9,1882439
"82490 Heinoniemi   (Kitee )",118,18882,15351,38,68,12,2228127
"82500 Kitee Keskus   (Kitee )",5237,19419,17262,1349,3365,523,101698953
"82510 Kiteenlahti   (Kitee )",211,20797,19407,60,115,36,4388266
"82580 Juurikka   (Kitee )",328,19527,15497,116,165,47,6404772
"82590 Närsäkkälä   (Kitee )",125,17698,14899,47,66,12,2212300
"82600 Tohmajärvi Keskus   (Tohmajärvi )",2456,19621,17509,615,1574,267,48188936
"82655 Värtsilä Keskus   (Tohmajärvi )",286,17896,14806,109,149,28,5118349
"82660 Uusi-Värtsilä   (Tohmajärvi )",192,16779,14135,73,108,11,3221498
"82670 Kaurila   (Tohmajärvi )",93,19118,18711,26,57,10,1777960
"82675 Niirala-Jänisjoki   (Tohmajärvi )",93,18330,14712,34,46,13,1704721
"82685 Littilä   (Tohmajärvi )",170,19967,17352,54,90,26,3394371
"82710 Kovero   (Joensuu )",398,20534,17272,106,247,45,8172338
"82730 Tuupovaara Keskus-Pirttiaho   (Joensuu )",679,18792,16345,170,465,44,12759454
"82750 Öllölä   (Joensuu )",108,16795,14212,46,53,9,1813853
"82760 Hoilola   (Joensuu )",94,18580,15436,35,46,13,1746551
"82770 Kaustajärvi   (Tohmajärvi )",29,..,..,..,..,..,..
"82815 Marjovaara   (Joensuu )",136,18390,16612,44,79,13,2501054
"82820 Maukkula   (Ilomantsi )",241,19905,16899,75,140,26,4797026
"82830 Haukivaara   (Ilomantsi )",87,17995,15931,21,63,3,1565541
"82840 Pirttiaho   (Joensuu )",32,18642,14816,8,20,4,596535
"82850 Kinnasniemi   (Joensuu )",65,18075,15433,23,37,5,1174900
"82865 Kokinvaara-Mannervaara   (Joensuu )",40,16753,16169,11,27,2,670114
"82870 Luutalahti   (Joensuu )",32,14407,13849,12,19,1,461032
"82880 Mannervaara   (Joensuu )",22,..,..,..,..,..,..
"82900 Ilomantsi Keskus   (Ilomantsi )",3424,19243,17186,766,2355,303,65887140
"82915 Sonkaja   (Ilomantsi )",175,21615,20886,38,108,29,3782668
"82960 Lehtovaara-Kuikkalampi   (Ilomantsi )",116,17402,16472,30,80,6,2018682
"82967 Hattu   (Ilomantsi )",81,17784,15770,23,55,3,1440495
"82980 Möhkö   (Ilomantsi )",71,17782,16442,21,45,5,1262514
"83100 Liperi Keskus   (Liperi )",2150,20336,17445,518,1389,243,43722956
"83130 Salokylä   (Liperi )",286,23016,22103,49,188,49,6582530
"83140 Puromäki   (Liperi )",91,18272,17546,29,56,6,1662765
"83150 Roukalahti   (Liperi )",185,19311,16956,62,97,26,3572517
"83160 Tutjunniemi   (Liperi )",137,17426,14872,54,68,15,2387365
"83320 Risti-Juojärvi   (Liperi )",69,18382,18876,19,43,7,1268383
"83330 Kaatamo   (Liperi )",189,19919,17591,68,99,22,3764648
"83340 Kaarnalampi   (Liperi )",75,18562,17061,19,51,5,1392180
"83400 Viinijärvi   (Liperi )",1235,18869,16586,349,753,133,23302943
"83430 Käsämä   (Liperi )",447,22672,21598,80,291,76,10134162
"83450 Vaivio   (Liperi )",270,22706,21370,60,163,47,6130579
"83460 Harinjärvi   (Liperi )",237,24697,23533,42,139,56,5853116
"83480 Ahonkylä   (Liperi )",170,19027,17145,50,99,21,3234555
"83500 Outokumpu Keskus   (Outokumpu )",5135,18954,16670,1312,3317,506,97326313
"83550 Kokonvaara   (Outokumpu )",139,20862,19356,28,95,16,2899818
"83630 Kuusjärvi   (Outokumpu )",343,19273,18559,84,225,34,6610672
"83660 Varislahti   (Outokumpu )",228,21258,18061,64,128,36,4846924
"83700 Polvijärvi Keskus   (Polvijärvi )",2147,18586,16162,627,1309,211,39903635
"83720 Kuorevaara   (Polvijärvi )",234,20616,19166,60,139,35,4824215
"83750 Sotkuma   (Polvijärvi )",378,23771,22852,71,238,69,8985485
"83760 Sola   (Polvijärvi )",67,18936,15838,22,38,7,1268732
"83780 Horsmanaho   (Polvijärvi )",189,19138,18015,54,109,26,3617104
"83825 Kinahmo   (Polvijärvi )",253,19761,17159,81,137,35,4999645
"83830 Hukkala   (Polvijärvi )",110,16498,13712,47,51,12,1814805
"83835 Ruvaslahti   (Polvijärvi )",201,19652,16223,70,96,35,3949990
"83840 Saarivaara   (Polvijärvi )",53,18932,17137,21,23,9,1003383
"83855 Martonvaara-Sammakkovaara   (Polvijärvi )",132,19783,15614,44,64,24,2611304
"83870 Polvela-Timovaara   (Juuka )",187,18071,15327,73,98,16,3379226
"83880 Kajoo   (Juuka )",162,16427,12923,80,71,11,2661221
"83900 Juuka Keskus   (Juuka )",3173,18871,16918,843,2051,279,59876496
"83910 Paalasmaa   (Juuka )",74,15825,13081,32,40,2,1171066
"83915 Vihtasuo   (Juuka )",7,..,..,..,..,..,..
"83940 Nunnanlahti   (Juuka )",309,19459,15800,103,181,25,6012770
"83950 Ahmovaara   (Juuka )",418,18425,15425,142,231,45,7701626
"83960 Koli   (Lieksa )",228,18530,15675,84,123,21,4224864
"83985 Tuopanjoki   (Juuka )",1,..,..,..,..,..,..
"84100 Ylivieska Keskus   (Ylivieska )",9928,22326,20514,1795,6583,1550,221653033
"84460 Tuomiperä   (Ylivieska )",155,21464,20413,36,90,29,3326895
"84540 Vähäkangas   (Ylivieska )",400,22179,21902,77,255,68,8871538
"84650 Kantokylä   (Ylivieska )",168,20102,19093,34,117,17,3377198
"84770 Isokoski   (Ylivieska )",76,19178,17574,20,47,9,1457518
"84880 Raudaskylä   (Ylivieska )",491,21305,20151,99,322,70,10460543
"85100 Kalajoki Keskus   (Kalajoki )",5484,22776,20649,1025,3466,993,124901517
"85120 Metsä   (Kalajoki )",187,22673,19425,44,103,40,4239932
"85140 Tynkä   (Kalajoki )",616,22155,20784,145,378,93,13647539
"85150 Typpö   (Kalajoki )",238,20406,17501,61,139,38,4856546
"85160 Rautio   (Kalajoki )",440,22045,19194,105,268,67,9700017
"85180 Rahja   (Kalajoki )",357,21346,19971,76,213,68,7620542
"85200 Alavieska Keskus   (Alavieska )",1621,20644,18514,368,1025,228,33463298
"85210 Kähtävä   (Alavieska )",194,21172,20651,49,112,33,4107407
"85230 Talus   (Alavieska )",207,20678,16005,62,122,23,4280306
"85310 Sievi Asemanseutu   (Sievi )",374,28519,20281,75,235,64,10666005
"85320 Markkula   (Sievi )",212,19852,18092,47,139,26,4208568
"85340 Jyrinki   (Sievi )",423,22037,20347,94,259,70,9321536
"85410 Sievi Keskus   (Sievi )",1440,25221,19519,258,967,215,36318031
"85430 Koivisto   (Sievi )",437,22451,20168,94,281,62,9811071
"85450 Joenkylä   (Sievi )",168,22104,21034,40,94,34,3713514
"85470 Kiiskilampi   (Sievi )",369,20502,17905,99,205,65,7565246
"85500 Nivala Keskus   (Nivala )",5414,21453,19623,1021,3598,795,116146944
"85540 Mönkö   (Nivala )",383,21237,20439,92,242,49,8133875
"85560 Ainastalo   (Nivala )",346,20626,18425,85,212,49,7136711
"85580 Karvoskylä   (Nivala )",561,19575,18392,125,379,57,10981853
"85620 Sarja   (Nivala )",207,21550,19973,46,125,36,4460810
"85630 Sarjanahde   (Nivala )",346,21150,20297,77,217,52,7318018
"85640 Maliskylä   (Nivala )",429,20148,18294,105,265,59,8643291
"85660 Ruuskankylä   (Nivala )",136,22210,19582,36,81,19,3020596
"85710 Parkkila   (Haapajärvi )",275,18746,17142,74,174,27,5155085
"85730 Tulppo   (Haapajärvi )",112,20224,18021,30,65,17,2265037
"85800 Haapajärvi Keskus   (Haapajärvi )",4391,20634,18795,995,2808,588,90605524
"85820 Oksava   (Haapajärvi )",665,20115,18326,156,428,81,13376453
"85840 Kuona   (Haapajärvi )",206,20658,20717,44,136,26,4255645
"85900 Reisjärvi Keskus   (Reisjärvi )",1571,20369,18015,389,984,198,31999405
"85930 Kangaskylä-Tolpankangas   (Reisjärvi )",141,21021,18270,42,80,19,2963953
"85940 Räisälänmäki   (Reisjärvi )",184,21852,19122,54,98,32,4020700
"85980 Köyhänperä   (Reisjärvi )",278,19525,17671,88,157,33,5427817
"86100 Pyhäjoki Keskus   (Pyhäjoki )",1542,21658,19733,314,941,287,33396066
"86110 Parhalahti   (Pyhäjoki )",300,23907,19920,77,153,70,7172040
"86160 Pirttikoski   (Pyhäjoki )",268,21439,19441,61,160,47,5745636
"86170 Yppäri   (Pyhäjoki )",400,21865,19206,91,236,73,8746053
"86210 Petäjäskoski   (Oulainen )",118,20728,18848,26,73,19,2445856
"86220 Merijärvi Keskus   (Merijärvi )",579,19962,18277,133,368,78,11557869
"86230 Ylipää   (Merijärvi )",128,18425,15091,35,80,13,2358338
"86240 Pyhänkoski   (Merijärvi )",153,21647,20402,25,105,23,3311989
"86300 Oulainen Keskus   (Oulainen )",5276,21288,19470,985,3528,763,112314213
"86350 Kilpua   (Oulainen )",106,20796,19430,23,65,18,2204394
"86360 Ilveskorpi   (Raahe )",187,21571,20603,43,112,32,4033847
"86400 Vihanti Keskus   (Raahe )",1386,20377,18413,267,923,196,28242082
"86440 Lampinsaari   (Raahe )",213,18682,17534,59,136,18,3979365
"86460 Alpua   (Raahe )",296,19726,17979,68,194,34,5838832
"86470 Lumimetsä   (Raahe )",152,20177,18219,47,80,25,3066866
"86480 Karhukangas   (Haapavesi )",44,18260,17528,12,29,3,803437
"86510 Matkaniva   (Oulainen )",239,19588,16996,64,147,28,4681610
"86530 Annonen   (Oulainen )",149,18317,16917,44,89,16,2729251
"86550 Mieluskylä   (Haapavesi )",256,20896,19243,63,146,47,5349392
"86600 Haapavesi Keskus   (Haapavesi )",4094,20872,19238,866,2623,605,85450053
"86650 Kytökylä-Joutenniva   (Haapavesi )",373,19930,17717,95,230,48,7433929
"86680 Vatjusjärvi   (Haapavesi )",362,21169,19502,80,228,54,7663167
"86690 Karsikas   (Haapavesi )",160,19730,14623,58,84,18,3156750
"86710 Kärsämäki Keskus   (Kärsämäki )",2056,19490,16767,575,1239,242,40071609
"86790 Venetpalo   (Kärsämäki )",13,..,..,..,..,..,..
"86800 Pyhäsalmi   (Pyhäjärvi )",3557,19832,17573,885,2221,451,70542935
"86810 Pellikkaperä   (Pyhäjärvi )",125,20888,19429,32,78,15,2611018
"86850 Hiidenniemi   (Pyhäjärvi )",196,19390,17086,50,120,26,3800401
"86870 Vesikoski   (Pyhäjärvi )",232,18602,16623,67,143,22,4315642
"86900 Pyhäkumpu   (Pyhäjärvi )",411,21530,19950,81,257,73,8848837
"86980 Väliaho   (Pyhäjärvi )",59,20183,17046,18,31,10,1190770
"87100 Kajaani Keskus   (Kajaani )",5468,19176,17193,1336,3606,526,104854441
"87150 Purola   (Kajaani )",1797,20642,19762,410,1147,240,37094079
"87200 Teppana   (Kajaani )",3401,22933,21174,534,2286,581,77993574
"87250 Kättö-Kätönlahti   (Kajaani )",3321,22029,21165,551,2266,504,73159569
"87300 Palokangas   (Kajaani )",916,19914,18121,219,605,92,18240822
"87400 Petäisenniska   (Kajaani )",1505,20171,19475,299,1031,175,30357256
"87500 Lehtikangas   (Kajaani )",4678,22326,20285,878,3127,673,104439445
"87700 Lohtaja-Kettu   (Kajaani )",3261,20038,19305,782,2086,393,65345534
"87800 Vuoreslahti   (Kajaani )",731,22897,21789,125,471,135,16737566
"87830 Nakertaja   (Kajaani )",1111,21560,21310,201,732,178,23953271
"87850 Paltaniemi   (Kajaani )",350,24903,23630,65,202,83,8716161
"87900 Karankalahti   (Kajaani )",379,22829,22099,71,239,69,8652085
"87910 Linnantaus   (Kajaani )",371,23395,23293,61,227,83,8679476
"87930 Salmijärvi   (Kajaani )",302,20844,19042,28,243,31,6294949
"87950 Kuluntalahti   (Kajaani )",616,24721,23711,105,369,142,15228269
"87970 Jormua   (Kajaani )",348,22565,21510,60,224,64,7852500
"88120 Tuhkakylä   (Sotkamo )",79,18758,16195,25,44,10,1481854
"88200 Otanmäki-Kytökoski   (Kajaani )",867,18967,17744,194,605,68,16444566
"88270 Vuolijoki Keskus   (Kajaani )",789,21111,18927,161,541,87,16656523
"88300 Paltamo Keskus   (Paltamo )",1959,18949,16889,498,1283,178,37120252
"88310 Melalahti   (Paltamo )",181,19685,16850,44,120,17,3563073
"88340 Manamansalo   (Vaala )",100,17595,15745,39,53,8,1759498
"88350 Kivesjärvi   (Paltamo )",89,17902,15657,31,50,8,1593297
"88380 Mieslahti   (Paltamo )",193,19312,18212,51,118,24,3727127
"88400 Ristijärvi Keskus-Hiisijärvi   (Ristijärvi )",1127,19701,17149,286,716,125,22203478
"88440 Jokikylä   (Ristijärvi )",68,18875,17200,18,43,7,1283493
"88460 Hiisijärvi   (Ristijärvi )",48,19402,17737,14,29,5,931300
"88470 Kontiomäki   (Paltamo )",453,18359,17914,114,308,31,8316762
"88490 Pohjavaara   (Sotkamo )",211,21436,19718,51,122,38,4522978
"88530 Paakki   (Sotkamo )",88,18687,16891,27,47,14,1644437
"88600 Sotkamo Keskus   (Sotkamo )",5412,20871,18582,1133,3561,718,112953329
"88610 Vuokatti   (Sotkamo )",1955,22736,21373,385,1190,380,44449385
"88615 Vuokatin Urheiluopisto   (Sotkamo )",.,.,.,.,.,.,.
"88620 Korholanmäki   (Sotkamo )",381,21713,20852,84,222,75,8272491
"88640 Ontojoki   (Sotkamo )",67,22178,19239,15,43,9,1485954
"88670 Juurikkalahti-Maanselkä   (Sotkamo )",151,22249,18912,39,82,30,3359650
"88690 Maanselkä   (Sotkamo )",52,17893,15989,16,31,5,930441
"88730 Ylä-Vieksi   (Kuhmo )",126,16844,16044,39,80,7,2122323
"88740 Härmänkylä-Iivantiira   (Kuhmo )",83,16895,13900,29,49,5,1402278
"88760 Iivantiira   (Kuhmo )",145,17992,16449,55,76,14,2608899
"88820 Katerma   (Kuhmo )",5,..,..,..,..,..,..
"88900 Kuhmo Keskus   (Kuhmo )",6913,19647,17311,1641,4643,629,135821805
"88930 Lentiira-Kuumu   (Kuhmo )",293,17785,16447,101,168,24,5211035
"88940 Kuumu   (Kuhmo )",21,..,..,..,..,..,..
"89110 Törmänmäki   (Puolanka )",54,17805,14667,17,31,6,961465
"89140 Kotila-Törmänmäki   (Puolanka )",67,17880,13728,21,39,7,1197942
"89200 Puolanka Keskus   (Puolanka )",2070,18630,16687,504,1387,179,38563989
"89210 Puokiovaara   (Puolanka )",45,21304,15679,14,25,6,958674
"89320 Joukokylä   (Puolanka )",110,16158,13473,47,54,9,1777384
"89330 Suolijärvi   (Puolanka )",62,17271,14715,22,34,6,1070815
"89400 Hyrynsalmi Keskus   (Hyrynsalmi )",1917,18586,16067,515,1248,154,35629697
"89430 Hoikka   (Hyrynsalmi )",40,21488,19318,9,23,8,859533
"89440 Sakara   (Suomussalmi )",74,19208,19808,20,47,7,1421414
"89540 Moisiovaara   (Hyrynsalmi )",186,15865,14390,68,114,4,2950926
"89560 Karhuvaara   (Hyrynsalmi )",68,16831,14828,27,39,2,1144519
"89600 Ämmänsaari   (Suomussalmi )",4677,19524,17701,1061,3178,438,91311564
"89610 Jumaliskylä   (Suomussalmi )",58,17997,15273,18,34,6,1043840
"89640 Pesiökylä   (Suomussalmi )",100,18897,17678,23,70,7,1889739
"89660 Takalo   (Suomussalmi )",94,16600,15155,32,58,4,1560439
"89670 Näljänkä   (Suomussalmi )",217,16404,13557,84,119,14,3559577
"89680 Vaaranniva   (Suomussalmi )",91,15963,12845,44,42,5,1452649
"89730 Ahjola   (Suomussalmi )",28,..,..,..,..,..,..
"89740 Kianta   (Suomussalmi )",49,20272,15088,16,27,6,993315
"89760 Piispajärvi-Peranka-Kaikkoinen   (Suomus",91,15565,13874,38,52,1,1416389
"89770 Peranka   (Suomussalmi )",36,17327,15616,14,20,2,623770
"89780 Kaikkonen   (Suomussalmi )",61,17406,15536,19,38,4,1061774
"89800 Suomussalmi Keskus   (Suomussalmi )",1197,19871,17844,284,785,128,23785112
"89830 Ala-Vuokki   (Suomussalmi )",53,16663,14789,13,36,4,883133
"89840 Ylä-Vuokki   (Suomussalmi )",75,15283,13252,31,41,3,1146254
"89920 Ruhtinansalmi   (Suomussalmi )",338,17407,15559,98,223,17,5883626
"90100 Oulu Keskus   (Oulu )",7494,21872,17457,2008,4278,1208,163907266
"90120 Heinäpää   (Oulu )",6268,19537,17480,1598,3956,714,122459323
"90130 Raksila   (Oulu )",5604,20565,18168,1542,3268,794,115245804
"90140 Karjasilta   (Oulu )",2691,24088,20545,543,1559,589,64822033
"90150 Höyhtyä   (Oulu )",4882,21537,19802,1112,2956,814,105142357
"90220 Kontinkangas   (Oulu )",583,16814,14601,243,292,48,9802683
"90230 Värttö-Maikkula   (Oulu )",6109,26245,21915,1252,3232,1625,160333660
"90240 Iinatti   (Oulu )",5015,27160,22665,844,2950,1221,136206390
"90250 Kaukovainio   (Oulu )",5633,18578,16939,1595,3506,532,104650103
"90310 Madekoski   (Oulu )",1947,30942,23679,366,1053,528,60243933
"90400 Äimärautio   (Oulu )",708,20522,19002,152,456,100,14529342
"90410 Kaakkuri   (Oulu )",3203,26140,23896,533,1790,880,83725489
"90420 Metsokangas   (Oulu )",6439,25762,24010,1000,3591,1848,165878771
"90440 Kempele Keskus   (Kempele )",6825,23230,21298,1156,4345,1324,158545329
"90450 Honkanen   (Kempele )",4928,26188,24503,677,2827,1424,129055246
"90460 Oulunsalo Keskus   (Oulu )",5822,25478,23064,890,3511,1421,148332669
"90470 Varjakka   (Oulu )",806,26402,21567,149,487,170,21280121
"90480 Hailuoto   (Hailuoto )",850,22216,19853,178,537,135,18883688
"90500 Tuira   (Oulu )",7476,18575,16166,2206,4527,743,138870318
"90510 Hietasaari   (Oulu )",1481,24487,22372,254,865,362,36265477
"90520 Taskila-Toppila   (Oulu )",4101,18936,16562,1286,2301,514,77655120
"90530 Välivainio   (Oulu )",4997,19244,16825,1451,2956,590,96164723
"90540 Kuivasjärvi   (Oulu )",6940,27440,26037,916,3696,2328,190432280
"90550 Pyykkösjärvi-Puolivälikangas   (Oulu )",3677,21055,18819,826,2281,570,77417477
"90560 Koskela-Oulu   (Oulu )",2508,20746,19237,580,1525,403,52031620
"90570 Kaijonharju-Linnanmaa   (Oulu )",6111,17115,14398,2586,2836,689,104592175
"90580 Rajakylä   (Oulu )",3651,21259,18825,871,2170,610,77615454
"90590 Teknologiakylä   (Oulu )",2,..,..,..,..,..,..
"90620 Rusko-Heikinharju   (Oulu )",443,20921,18952,107,264,72,9268110
"90630 Korvensuora   (Oulu )",4504,25094,24189,655,2666,1183,113023784
"90650 Haapalehto   (Oulu )",8085,25573,22434,1346,4682,2057,206755335
"90660 Sanginsuu   (Oulu )",504,27119,23746,72,280,152,13668199
"90670 Hiukkavaara   (Oulu )",457,25755,25433,58,262,137,11770047
"90800 Pateniemi   (Oulu )",6155,24577,22532,993,3667,1495,151274399
"90810 Kiviniemi   (Oulu )",2136,25768,23885,324,1217,595,55040026
"90820 Kello   (Oulu )",2252,23833,22384,401,1337,514,53671145
"90830 Haukipudas Keskus   (Oulu )",5811,23075,21243,985,3657,1169,134091220
"90840 Haukipudas Asemanseutu   (Oulu )",1259,23314,22278,243,725,291,29352670
"90850 Martinniemi   (Oulu )",1593,21181,20190,303,1047,243,33741403
"90860 Halosenniemi   (Oulu )",388,22351,21752,69,258,61,8672216
"90900 Kiiminki Keskus   (Oulu )",4456,23878,22826,681,2800,975,106400714
"90910 Kontio   (Oulu )",987,25622,24638,162,538,287,25289278
"90940 Jääli   (Oulu )",3678,24968,23511,545,2209,924,91833488
"91100 Ii Keskus   (Ii )",4448,22205,20719,792,2866,790,98767613
"91110 Ii Asemanseutu   (Ii )",604,23263,20934,120,370,114,14050769
"91140 Olhava   (Ii )",329,20004,17244,93,193,43,6581179
"91150 Yli-Olhava   (Ii )",127,18055,16295,43,72,12,2293015
