"Postal code area","Inhabitants, total, 2016 (HE)","Females, 2016 (HE)","Males, 2016 (HE)","Average age of inhabitants, 2016 (HE)","0-2 years, 2016 (HE)","3-6 years, 2016 (HE)","7-12 years, 2016 (HE)","13-15 years, 2016 (HE)","16-17 years, 2016 (HE)","18-19 years, 2016 (HE)","20-24 years, 2016 (HE)","25-29 years, 2016 (HE)","30-34 years, 2016 (HE)","35-39 years, 2016 (HE)","40-44 years, 2016 (HE)","45-49 years, 2016 (HE)","50-54 years, 2016 (HE)","55-59 years, 2016 (HE)","60-64 years, 2016 (HE)","65-69 years, 2016 (HE)","70-74 years, 2016 (HE)","75-79 years, 2016 (HE)","80-84 years, 2016 (HE)","85 years or over, 2016 (HE)"
"41530 Veneranta   (Hankasalmi )",158,76,82,49,3,6,8,3,1,4,4,4,5,8,7,9,18,17,16,21,11,4,4,5
"41540 Ristimäki   (Hankasalmi )",235,109,126,51,5,4,11,9,5,3,10,7,4,10,5,15,27,22,21,23,12,19,15,8
"41550 Hannula   (Hankasalmi )",170,80,90,46,6,8,15,5,4,3,3,4,9,4,6,9,14,13,19,17,11,11,3,6
"41560 Säkinmäki   (Hankasalmi )",151,61,90,49,4,3,6,6,4,4,4,8,6,7,8,3,13,13,17,9,13,9,11,3
"41580 Sauvamäki   (Hankasalmi )",264,129,135,45,11,15,14,7,6,2,9,15,14,15,12,20,19,16,17,27,18,9,6,12
"41630 Oravasaari   (Jyväskylä )",408,196,212,40,16,29,45,15,7,9,7,8,35,25,19,26,24,30,24,36,26,14,8,5
"41660 Toivakka Keskus   (Toivakka )",1884,927,957,46,43,109,151,59,35,29,51,54,93,98,111,125,121,130,155,163,127,99,58,73
"41710 Rutalahti-Kivisuo   (Jyväskylä )",280,139,141,48,8,11,20,11,6,4,2,5,13,14,15,18,26,24,20,22,19,18,17,7
"41730 Kivisuo   (Joutsa )",28,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"41750 Havumäki   (Joutsa )",93,38,55,50,1,3,6,0,1,3,3,4,0,5,12,1,10,9,8,8,5,4,3,7
"41770 Leivonmäki   (Joutsa )",633,303,330,52,13,17,22,13,10,11,15,27,20,26,26,42,57,56,40,72,57,43,33,33
"41800 Korpilahti Keskus   (Jyväskylä )",3637,1831,1806,45,96,174,246,125,82,83,127,154,190,180,230,245,232,272,277,294,183,174,131,142
"41820 Saakoski   (Jyväskylä )",325,152,173,41,11,13,28,14,15,5,15,5,18,17,20,24,30,28,20,23,14,17,5,3
"41840 Moksi   (Jyväskylä )",82,35,47,47,4,3,4,2,0,0,0,5,11,3,2,4,8,5,8,7,3,6,4,3
"41860 Rannila   (Jyväskylä )",274,135,139,37,11,25,38,10,1,2,3,6,28,25,19,14,17,19,23,9,10,8,4,2
"41870 Putkilahti   (Jyväskylä )",162,72,90,54,2,0,7,8,2,5,4,1,2,2,6,10,20,17,21,22,8,6,12,7
"41880 Oittila   (Jyväskylä )",123,61,62,52,2,3,10,3,3,0,0,1,7,7,7,3,5,10,15,19,11,8,7,2
"41900 Petäjävesi Keskus   (Petäjävesi )",2641,1305,1336,44,78,121,190,89,68,60,88,97,141,166,141,164,181,196,181,221,154,132,81,92
"41920 Kintaus   (Petäjävesi )",622,304,318,35,24,50,97,42,10,6,11,15,40,47,36,36,48,43,30,36,26,11,7,7
"41925 Ylä-Kintaus   (Petäjävesi )",187,84,103,39,11,21,17,4,6,4,1,4,12,19,11,5,9,9,11,15,8,10,8,2
"41930 Kuohu   (Jyväskylä )",837,402,435,39,28,56,99,40,22,15,11,22,58,53,69,54,54,55,64,55,40,22,13,7
"41940 Vesanka   (Jyväskylä )",1375,647,728,40,54,80,128,56,40,23,25,35,95,101,92,106,109,108,97,83,46,48,36,13
"41970 Huttula   (Keuruu )",58,29,29,47,1,1,5,2,0,2,0,2,3,3,1,6,8,6,4,4,6,2,1,1
"41980 Kuivasmäki   (Petäjävesi )",173,79,94,45,4,8,11,4,4,5,5,9,7,9,5,17,19,12,14,17,9,8,2,4
"42100 Jämsä Keskus   (Jämsä )",10204,5213,4991,46,211,386,601,363,251,244,442,410,460,498,512,639,757,808,799,847,648,550,401,377
"42140 Juokslahti   (Jämsä )",297,141,156,46,9,14,16,5,3,5,9,11,15,28,15,18,22,23,27,27,18,19,7,6
"42220 Kaipola   (Jämsä )",1088,538,550,43,26,57,82,39,29,32,30,37,55,74,60,73,89,70,92,66,69,54,27,27
"42300 Jämsänkoski Keskus   (Jämsä )",5533,2787,2746,47,137,194,318,157,143,135,243,219,256,265,276,359,384,429,451,467,375,299,217,209
"42330 Haavisto   (Jämsä )",412,209,203,42,12,19,27,16,19,13,15,7,14,25,21,37,60,32,29,20,18,14,8,6
"42440 Koskenpää   (Jämsä )",655,294,361,50,12,22,37,23,10,6,14,22,21,31,25,45,53,61,62,46,62,45,28,30
"42520 Asunta   (Keuruu )",151,68,83,51,3,4,9,8,3,2,2,4,3,7,5,5,10,15,17,18,14,12,4,6
"42560 Pohjoisjärvi   (Keuruu )",38,18,20,45,0,1,2,2,0,3,1,1,4,4,1,1,4,1,4,4,1,3,0,1
"42600 Multia Keskus-Väätäiskylä   (Multia )",1413,695,718,49,22,58,100,44,31,30,43,39,47,60,60,71,88,115,151,137,83,68,86,80
"42660 Sahrajärvi   (Multia )",120,56,64,51,1,5,4,4,5,1,4,2,2,3,6,4,16,22,7,2,4,12,9,7
"42700 Keuruu Keskus   (Keuruu )",7914,4141,3773,48,194,313,429,239,142,146,309,314,314,352,406,457,545,607,687,766,558,463,339,334
"42720 Valkealahti   (Keuruu )",16,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"42800 Haapamäki   (Keuruu )",1169,567,602,48,33,48,82,33,16,26,17,41,50,63,54,54,74,112,119,129,87,37,39,55
"42820 Riiho   (Keuruu )",83,32,51,45,2,2,3,5,3,3,3,3,4,4,6,3,10,7,8,6,2,2,5,2
"42830 Ylä-Kolkki   (Mänttä-Vilppula )",57,27,30,53,2,3,0,1,2,0,1,0,2,4,2,3,4,5,5,9,6,2,2,4
"42840 Kolkki   (Mänttä-Vilppula )",124,54,70,54,1,4,5,0,3,3,1,2,8,4,2,6,11,16,10,13,15,13,3,4
"42850 Pohjaslahti   (Mänttä-Vilppula )",138,65,73,56,2,2,2,2,2,0,1,4,4,4,4,8,15,17,19,22,13,4,8,5
"42870 Kotala   (Virrat )",429,202,227,49,11,14,22,16,6,7,11,13,13,13,23,22,38,41,48,50,33,12,21,15
"42910 Pihlajavesi   (Keuruu )",311,147,164,49,4,14,20,8,6,7,9,6,10,21,6,18,22,24,29,43,28,13,17,6
"42930 Katajamäki   (Keuruu )",103,43,60,49,3,2,5,3,4,1,3,5,3,2,4,7,10,9,11,14,4,5,6,2
"43100 Saarijärvi Keskus   (Saarijärvi )",6186,3226,2960,47,161,219,402,211,110,130,266,229,280,264,304,319,445,488,568,527,391,361,271,240
"43130 Tarvaala   (Saarijärvi )",415,187,228,40,18,27,36,21,7,8,9,17,22,27,27,27,26,47,32,20,13,16,11,4
"43170 Häkkilä   (Saarijärvi )",217,89,128,53,2,5,7,5,2,4,1,11,5,6,14,11,24,30,21,29,13,13,6,8
"43220 Mahlu   (Saarijärvi )",430,200,230,50,8,9,23,8,9,12,15,18,15,14,18,19,40,48,52,43,26,25,12,16
"43240 Lehtola   (Saarijärvi )",175,80,95,50,6,5,11,4,2,1,4,3,12,8,2,8,12,26,18,19,14,8,5,7
"43250 Kolkanlahti   (Saarijärvi )",331,160,171,53,3,5,15,7,6,7,13,7,11,11,15,21,31,41,34,27,10,14,20,33
"43270 Kalmari   (Saarijärvi )",512,234,278,47,10,22,38,18,8,9,25,14,20,15,28,38,35,37,44,39,39,30,22,21
"43300 Kannonkoski Keskus   (Kannonkoski )",1195,590,605,50,19,40,71,38,25,19,39,40,48,30,48,62,103,93,113,126,74,66,79,62
"43340 Kannonjärvi   (Kannonkoski )",168,77,91,44,2,6,15,11,7,5,1,5,0,11,9,14,13,15,14,15,9,6,7,3
"43390 Lokakylä   (Kivijärvi )",75,38,37,51,1,3,2,3,3,0,0,1,4,2,4,6,7,2,7,11,12,6,0,1
"43420 Kukko   (Saarijärvi )",61,25,36,48,3,4,3,1,0,0,2,1,1,3,3,7,2,5,10,4,4,3,2,3
"43430 Väätäiskylä   (Multia )",40,16,24,57,0,0,3,0,0,0,0,5,0,1,1,0,5,5,6,0,2,4,4,4
"43440 Pylkönmäki Keskus   (Saarijärvi )",516,246,270,50,14,24,32,12,4,8,8,15,20,18,26,29,34,45,57,51,31,32,25,31
"43480 Pääjärvi   (Saarijärvi )",149,68,81,46,5,2,14,5,5,6,3,6,7,4,4,12,13,8,12,10,11,9,7,6
"43490 Kangasaho   (Karstula )",161,72,89,45,5,8,10,5,3,3,3,5,6,12,7,13,15,15,13,15,9,5,5,4
"43500 Karstula Keskus   (Karstula )",2912,1531,1381,48,66,102,178,90,63,55,100,113,149,115,127,148,206,238,254,269,188,179,139,133
"43520 Kiminki   (Karstula )",229,109,120,52,8,6,12,1,5,5,5,6,8,6,14,11,16,21,26,21,12,17,13,16
"43540 Rantakylä-Pirttilahti   (Karstula )",158,75,83,42,6,8,16,5,4,5,6,4,6,8,11,8,10,12,8,14,10,9,5,3
"43560 Vahanka   (Karstula )",187,87,100,53,2,3,8,7,8,3,2,1,1,6,14,13,11,17,21,25,19,12,8,6
"43610 Aho   (Karstula )",89,45,44,52,0,2,3,4,1,1,6,1,2,6,3,4,9,6,9,8,5,11,3,5
"43640 Humppi   (Karstula )",149,68,81,47,4,4,8,10,1,2,3,4,9,3,9,11,17,14,13,10,9,9,7,2
"43660 Vastinki   (Karstula )",241,120,121,49,2,5,15,11,6,7,4,4,5,6,16,18,30,26,20,21,14,18,10,3
"43700 Kyyjärvi Keskus   (Kyyjärvi )",1224,594,630,46,39,69,69,42,33,15,39,49,46,59,51,56,84,114,107,113,87,60,62,30
"43720 Kumpulainen   (Kyyjärvi )",107,49,58,57,1,3,1,3,0,0,2,3,6,1,3,5,9,8,16,16,9,12,2,7
"43800 Kivijärvi Keskus-Sompala   (Kivijärvi )",1000,471,529,50,19,32,64,25,15,18,52,41,27,43,30,50,63,77,93,87,87,79,55,43
"43840 Sompala   (Kivijärvi )",50,25,25,45,1,3,4,0,1,1,4,0,4,2,1,1,4,5,6,8,2,1,2,0
"43900 Kinnula Keskus   (Kinnula )",1399,670,729,45,53,63,98,48,36,39,63,45,59,43,62,68,107,121,115,126,82,65,60,46
"43940 Muhola-Saarensalmi   (Kinnula )",234,93,141,49,5,8,13,8,3,5,11,6,7,8,12,13,10,25,25,21,21,14,15,4
"43960 Saarensalmi   (Kinnula )",62,29,33,53,0,3,3,1,2,0,3,0,0,1,2,5,6,5,9,7,8,2,3,2
"44100 Äänekoski Keskus   (Äänekoski )",4130,2217,1913,47,97,167,238,121,84,110,199,171,196,199,223,244,252,316,302,336,253,219,206,197
"44120 Mämmensalmi-Mustaniemi   (Äänekoski )",2589,1269,1320,42,64,122,210,124,85,70,100,82,117,149,147,182,185,193,185,190,156,126,60,42
"44150 Likolahti-Karhunlähde   (Äänekoski )",3295,1625,1670,41,101,146,259,126,94,87,173,168,166,173,230,226,251,258,247,247,153,98,53,39
"44160 Huutomäki   (Äänekoski )",493,227,266,39,19,37,39,28,14,13,13,24,21,30,26,35,44,44,32,24,14,16,13,7
"44170 Hietama   (Äänekoski )",529,243,286,38,24,33,56,28,18,14,12,18,34,21,33,33,55,44,35,22,21,15,10,3
"44190 Parantala   (Äänekoski )",255,129,126,42,11,13,19,15,7,1,5,10,14,12,7,17,21,27,24,23,14,5,9,1
"44200 Suolahti Keskus   (Äänekoski )",4526,2235,2291,46,117,190,284,142,120,91,170,182,193,238,238,289,303,337,368,415,333,214,171,131
"44220 Sörkänmäki   (Äänekoski )",408,180,228,46,8,16,26,17,7,5,10,17,16,20,23,30,28,46,39,36,31,18,8,7
"44250 Äänekoivisto   (Äänekoski )",561,273,288,38,28,48,59,20,12,8,6,20,53,44,46,19,30,37,34,42,28,13,9,5
"44260 Vihijärvi   (Äänekoski )",290,134,156,42,14,14,25,14,12,5,1,10,12,17,26,13,18,13,29,27,13,16,7,4
"44280 Sumiainen Keskus   (Äänekoski )",872,424,448,51,18,29,45,25,14,9,22,26,26,46,51,48,53,75,80,99,63,66,41,36
"44300 Konnevesi Keskus   (Konnevesi )",1777,911,866,49,37,52,118,49,32,30,67,58,63,88,93,90,128,151,144,167,109,107,99,95
"44320 Sirkkamäki   (Konnevesi )",128,60,68,49,5,3,8,4,3,3,3,3,5,4,7,10,6,8,10,19,10,7,7,3
"44330 Hytölä   (Konnevesi )",301,141,160,42,7,20,21,14,9,7,10,11,14,19,20,15,25,24,30,17,7,15,10,6
"44350 Istunmäki   (Konnevesi )",356,149,207,49,9,12,18,14,5,4,12,12,13,16,17,16,30,36,29,45,29,17,12,10
"44370 Mäntymäki   (Konnevesi )",168,78,90,52,1,2,9,5,4,4,5,5,3,4,6,9,18,21,14,25,12,12,4,5
"44400 Konginkangas Keskus   (Äänekoski )",689,340,349,49,12,24,43,19,21,11,20,30,28,28,35,34,34,58,57,65,50,52,33,35
"44420 Liimattala   (Äänekoski )",357,165,192,42,11,14,26,19,17,9,14,15,13,16,17,28,36,35,22,20,18,12,7,8
"44440 Räihä   (Äänekoski )",118,54,64,48,1,4,8,1,5,3,2,1,4,9,8,7,12,10,12,10,5,8,6,2
"44460 Kalaniemi   (Äänekoski )",136,60,76,51,3,4,7,1,3,0,3,3,9,7,2,8,5,21,20,11,12,8,6,3
"44480 Niinilahti   (Viitasaari )",151,73,78,51,1,1,8,6,3,4,6,6,2,6,3,11,11,21,14,11,10,13,11,3
"44500 Viitasaari Keskus   (Viitasaari )",4340,2284,2056,49,100,148,223,132,85,89,216,188,183,181,159,210,297,315,403,382,294,271,238,226
"44530 Ilmolahti   (Viitasaari )",170,77,93,48,2,2,10,6,2,5,7,7,5,3,14,11,17,17,17,16,15,8,5,1
"44580 Huopanankoski   (Viitasaari )",219,105,114,48,5,5,13,5,7,5,9,10,8,6,7,7,22,28,22,22,11,14,9,4
"44590 Vuorilahti   (Viitasaari )",69,32,37,54,0,1,1,2,1,2,2,1,4,3,2,2,4,7,11,12,7,4,2,1
"44610 Kärnä   (Viitasaari )",181,86,95,51,1,3,9,3,4,2,12,10,5,7,3,10,18,16,18,21,13,9,12,5
"44630 Kumpumäki   (Viitasaari )",178,75,103,54,1,5,2,3,2,2,7,8,9,5,4,9,15,14,36,21,10,15,7,3
"44640 Kymönkoski   (Viitasaari )",362,171,191,49,5,6,17,16,8,7,21,14,10,10,16,21,30,37,38,42,20,14,16,14
"44670 Suovanlahti   (Viitasaari )",151,69,82,54,1,4,4,2,5,3,5,2,2,4,4,11,14,14,19,19,20,10,3,5
"44680 Lahnanen   (Viitasaari )",61,27,34,48,2,4,2,3,2,0,0,0,2,6,5,0,0,8,11,7,3,3,1,2
"44730 Löytänä   (Viitasaari )",98,49,49,51,1,1,5,2,0,1,3,2,4,3,7,8,11,7,18,12,4,5,4,0
"44740 Keitelepohja-Kotvala   (Viitasaari )",205,99,106,47,7,7,10,6,4,5,8,9,14,5,6,17,10,16,20,16,14,16,10,5
"44760 Keihärinkoski   (Viitasaari )",319,144,175,48,7,11,21,7,11,12,12,4,7,20,15,15,25,31,25,28,30,19,9,10
"44770 Valkeisjärvi   (Viitasaari )",18,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"44790 Kotvala   (Viitasaari )",51,18,33,42,4,3,2,2,1,0,0,5,1,3,3,4,3,6,2,5,4,2,0,1
"44800 Pihtipudas Keskus   (Pihtipudas )",2488,1324,1164,48,51,91,163,73,74,49,101,96,105,104,119,128,148,219,219,199,167,157,117,108
"44860 Alvajärvi   (Pihtipudas )",243,123,120,49,3,5,17,13,7,7,5,5,9,6,9,11,23,27,27,23,11,17,8,10
"44880 Muurasjärvi   (Pihtipudas )",624,298,326,43,26,29,52,26,14,13,24,25,31,31,34,32,41,49,36,63,30,33,24,11
"44910 Elämäjärvi   (Pihtipudas )",224,98,126,48,3,5,12,11,4,6,7,7,6,14,12,13,26,15,24,19,11,12,11,6
"44920 Peninki   (Pihtipudas )",210,105,105,42,4,16,25,4,1,4,10,10,8,8,8,19,13,16,19,13,12,14,5,1
"44950 Kärväsjärvi   (Pihtipudas )",195,84,111,45,6,9,15,5,4,1,7,4,7,16,9,13,14,18,18,23,8,9,6,3
"44970 Korppinen   (Pihtipudas )",181,81,100,46,5,7,12,6,3,7,2,7,8,13,9,10,17,12,12,20,13,7,7,4
"45100 Kouvola Keskus   (Kouvola )",9523,5197,4326,48,185,246,376,211,180,218,696,617,522,397,398,533,527,627,652,829,724,652,439,494
"45120 Kotkankallio-Vahteranmäki   (Kouvola )",3990,2055,1935,42,135,217,292,145,95,93,122,170,264,243,227,258,294,295,330,309,207,147,81,66
"45130 Korjala-Kaunisnurmi   (Kouvola )",1735,906,829,44,39,45,53,29,26,50,210,163,121,78,82,81,107,115,161,99,99,82,62,33
"45150 Kankaronmäki-Eskolanmäki   (Kouvola )",4875,2534,2341,44,158,182,270,139,84,113,315,345,273,263,240,251,299,366,376,448,278,193,121,161
"45160 Lehtomäki   (Kouvola )",5214,2641,2573,42,175,211,258,145,104,116,354,383,325,272,277,316,377,388,433,466,255,208,92,59
"45200 Tornionmäki   (Kouvola )",6017,3134,2883,46,126,175,254,147,114,188,444,446,344,264,284,358,435,429,448,424,344,330,228,235
"45330 Harju   (Kouvola )",326,164,162,44,10,9,32,9,10,9,12,5,6,21,23,21,38,24,30,31,8,8,13,7
"45360 Kukkuramäki   (Kouvola )",3790,1903,1887,39,137,205,373,134,91,64,137,173,258,290,270,261,258,272,258,247,154,107,59,42
"45370 Valkeala kk   (Kouvola )",2769,1431,1338,44,78,132,231,110,70,68,85,76,147,147,189,180,195,187,174,185,145,134,99,137
"45410 Utti   (Kouvola )",880,416,464,44,22,42,60,30,18,26,36,36,46,44,52,63,63,60,63,78,59,44,18,20
"45460 Savero   (Kouvola )",183,87,96,45,4,6,15,3,3,2,6,9,7,7,13,18,21,15,24,4,10,5,7,4
"45610 Koria   (Kouvola )",5065,2504,2561,41,170,253,388,192,125,92,206,262,324,343,303,323,337,394,377,346,228,189,117,96
"45700 Kuusankoski Keskus   (Kouvola )",8920,4834,4086,49,163,250,425,247,153,182,409,429,405,422,400,501,596,668,757,856,659,514,458,426
"45720 Kotiharju-Ruhjonmäki   (Kouvola )",2717,1306,1411,42,79,109,178,103,65,64,102,120,138,172,202,214,254,265,213,197,122,67,37,16
"45740 Maunuksela   (Iitti )",2848,1427,1421,46,72,107,194,83,59,55,81,115,134,153,164,185,223,221,250,266,156,150,80,100
"45750 Kuusankosken Sairaala-alue   (Kouvola )",82,36,46,41,2,1,3,4,6,2,3,6,4,6,4,9,8,7,9,3,2,1,2,0
"45810 Pilkanmaa   (Kouvola )",1525,727,798,42,28,61,113,66,51,33,55,63,77,103,127,115,124,109,138,98,59,42,29,34
"45910 Voikkaa   (Kouvola )",2716,1299,1417,44,82,115,163,104,64,50,106,133,155,147,155,180,230,206,213,222,150,115,65,61
"45940 Oravala   (Kouvola )",320,150,170,45,8,12,25,7,13,5,17,5,9,18,16,24,31,31,23,16,25,19,8,8
"46110 Tuohikotti   (Kouvola )",372,175,197,50,6,17,15,7,6,5,16,8,13,16,19,24,35,36,45,31,16,24,22,11
"46140 Vekaranjärvi   (Kouvola )",149,65,84,47,1,3,5,2,5,3,9,13,10,4,6,7,16,16,16,11,9,6,2,5
"46230 Aro   (Kouvola )",502,238,264,44,13,17,38,33,13,10,9,16,20,27,39,32,35,45,34,45,26,24,19,7
"46400 Kaipiainen   (Kouvola )",476,232,244,48,17,13,21,13,11,6,16,25,22,21,18,19,58,35,49,52,27,28,14,11
"46430 Tirva-Inkerilä   (Kouvola )",278,129,149,46,8,4,23,12,7,2,8,4,11,13,23,25,33,23,7,19,23,17,7,9
"46450 Enäjärvi   (Kouvola )",171,82,89,49,0,4,9,9,5,3,7,5,4,5,9,17,19,13,13,12,17,5,6,9
"46530 Kannuskoski   (Luumäki )",168,77,91,48,3,9,9,2,7,1,4,5,7,6,8,8,15,18,22,14,11,9,5,5
"46570 Saaramaa   (Kouvola )",41,14,27,50,2,1,0,0,0,1,4,3,0,1,2,1,2,6,3,9,2,2,2,0
"46710 Sippola   (Kouvola )",762,375,387,49,16,19,46,30,20,9,19,24,45,43,43,53,39,52,61,66,48,48,33,48
"46730 Ruotila   (Kouvola )",114,52,62,53,2,5,4,1,0,1,2,1,10,3,6,4,9,11,11,18,7,8,6,5
"46750 Liikkala   (Kouvola )",291,137,154,48,9,17,13,8,3,5,10,1,16,18,17,8,26,36,23,18,24,18,14,7
"46800 Myllykoski   (Kouvola )",4761,2432,2329,46,106,192,274,162,122,103,193,205,222,239,217,340,406,373,346,400,277,239,168,177
"46810 Ummeljoki   (Kouvola )",1427,685,742,45,46,55,80,42,23,26,48,53,95,83,99,88,133,116,104,115,74,82,42,23
"46860 Anjalankoski Keskus   (Kouvola )",589,280,309,46,18,26,37,12,11,10,23,18,35,44,25,34,41,47,47,38,46,28,24,25
"46900 Inkeroinen   (Kouvola )",3734,1902,1832,47,83,126,194,98,79,64,171,145,172,209,204,251,284,277,300,341,262,196,134,144
"46910 Anjala   (Kouvola )",1922,963,959,45,48,76,139,58,38,35,83,67,88,110,113,162,129,141,159,144,123,93,54,62
"46930 Huruksela   (Kotka )",221,105,116,48,4,7,18,5,1,1,2,4,10,19,21,16,16,20,15,25,18,10,2,7
"46950 Ahvio   (Kouvola )",65,30,35,53,0,0,3,2,2,1,4,0,4,0,3,7,3,6,7,7,8,4,2,2
"46960 Muhniemi   (Kouvola )",317,147,170,49,5,9,19,8,8,7,10,6,11,14,11,23,38,32,34,21,22,18,12,9
"47110 Löytty   (Kouvola )",97,45,52,46,1,3,5,2,2,3,6,4,4,7,3,9,15,4,7,5,2,8,4,3
"47150 Raussila   (Kouvola )",162,72,90,47,6,6,6,7,4,6,2,2,11,3,9,15,10,17,14,14,11,11,4,4
"47200 Elimäki kk   (Kouvola )",2355,1220,1135,50,49,83,118,71,54,41,65,80,112,100,86,136,183,194,207,222,142,141,134,137
"47260 Ratula   (Kouvola )",135,55,80,47,0,1,7,9,3,5,7,4,5,3,9,10,16,17,10,8,3,4,6,8
"47310 Haapa-Kimola   (Iitti )",251,120,131,47,7,11,11,5,7,4,10,11,13,10,5,16,30,19,22,24,22,12,5,7
"47350 Kimonkylä   (Lapinjärvi )",140,68,72,47,3,3,14,4,4,1,3,6,5,6,13,9,10,4,18,9,10,6,5,7
"47400 Kausala   (Iitti )",4676,2396,2280,47,123,160,284,147,106,76,205,199,206,225,239,265,319,374,415,389,311,218,187,228
"47440 Sääskjärvi   (Iitti )",147,65,82,41,5,11,14,6,2,1,5,5,7,10,6,15,9,8,12,11,4,10,4,2
"47450 Erottaja   (Iitti )",260,124,136,46,8,9,20,5,5,3,9,11,14,17,11,17,21,24,27,21,11,9,10,8
"47460 Hiisiö   (Iitti )",62,28,34,44,5,2,3,1,1,0,1,5,2,4,2,1,2,15,8,4,4,2,0,0
"47490 Mankala-Hiisiö   (Iitti )",338,168,170,48,8,12,16,10,8,10,12,8,9,16,16,24,30,24,26,43,26,22,15,3
"47520 Iitti kk   (Iitti )",162,85,77,46,3,14,6,5,3,1,4,4,12,6,6,6,21,21,13,16,8,3,3,7
"47540 Löyttilä   (Iitti )",190,92,98,46,6,9,11,4,5,4,7,4,3,15,13,13,13,17,18,17,10,11,8,2
"47610 Kymentaka   (Iitti )",145,72,73,53,4,3,3,3,3,8,3,1,4,4,2,10,24,10,9,18,11,13,7,5
"47650 Kimola   (Kouvola )",214,104,110,46,6,10,12,9,5,3,8,3,11,4,15,15,21,21,20,15,19,7,3,7
"47710 Jaala kk   (Kouvola )",1102,534,568,50,30,33,69,30,15,17,23,35,49,64,41,60,82,94,96,122,70,67,40,65
"47760 Huhdasjärvi   (Kouvola )",116,58,58,57,0,2,5,1,1,0,1,2,3,7,6,5,7,13,15,11,14,14,6,3
"47810 Selänpää   (Kouvola )",312,150,162,44,6,13,24,10,5,4,16,11,15,19,17,18,35,25,30,21,22,9,9,3
"47830 Hasula   (Kouvola )",123,54,69,45,0,4,9,10,10,3,0,4,1,10,8,7,6,11,8,12,5,5,5,5
"47850 Verla   (Kouvola )",145,69,76,54,0,5,7,4,1,3,2,0,5,5,10,10,8,9,15,25,15,9,9,3
"47900 Vuohijärvi   (Kouvola )",247,109,138,56,4,3,5,3,1,3,2,3,7,12,10,11,23,40,29,34,25,17,12,3
"47910 Hillosensalmi   (Kouvola )",31,13,18,57,0,1,0,1,1,0,0,0,1,1,2,1,1,2,7,7,2,2,1,1
"48100 Kotkansaari   (Kotka )",10567,5760,4807,49,179,252,312,158,137,251,976,818,595,465,363,454,559,697,863,974,838,600,525,551
"48130 Katariina   (Kotka )",698,324,374,42,16,22,43,18,21,27,45,46,39,46,44,40,52,52,53,59,33,17,11,14
"48200 Hovinsaari   (Kotka )",1731,867,864,44,42,49,69,36,16,32,153,142,125,105,88,90,108,140,150,144,101,70,41,30
"48210 Toukolan Sairaala-Alue   (Kotka )",300,154,146,43,13,9,9,7,6,6,16,21,22,20,15,19,12,36,29,28,18,13,1,0
"48220 Metsola   (Kotka )",1387,686,701,47,35,42,84,39,25,30,99,70,56,72,76,71,102,93,107,86,48,47,61,144
"48230 Korela-Jylppy   (Kotka )",1503,677,826,42,25,48,89,66,36,35,187,113,62,71,103,99,101,76,71,78,53,52,53,85
"48300 Ruonala   (Kotka )",1233,609,624,44,38,56,81,34,37,39,26,31,78,61,76,99,96,103,105,101,72,34,35,31
"48310 Mussalo   (Kotka )",4525,2287,2238,39,159,215,413,218,126,106,167,191,257,315,338,342,415,367,301,272,185,84,34,20
"48350 Karhuvuori   (Kotka )",3550,1831,1719,42,126,160,205,92,67,70,240,242,227,238,219,198,196,187,233,302,234,120,106,88
"48400 Sutela   (Kotka )",4188,2091,2097,44,134,180,272,133,97,93,153,165,253,262,230,245,301,308,303,344,298,193,121,103
"48410 Kaukola   (Kotka )",1675,832,843,42,40,65,139,84,55,38,63,46,79,103,119,136,136,119,100,134,96,60,44,19
"48600 Karhula   (Kotka )",7271,3898,3373,49,148,224,333,168,140,138,368,329,329,372,380,437,457,469,563,611,515,438,393,459
"48700 Kyminlinna   (Kotka )",2482,1286,1196,43,72,88,166,79,56,63,155,127,135,155,143,159,178,163,181,183,163,111,36,69
"48710 Koivula   (Kotka )",1360,664,696,40,35,55,112,77,52,38,45,49,63,89,81,142,119,96,81,74,72,40,27,13
"48720 Kymi   (Kotka )",1823,838,985,42,44,107,135,84,50,30,45,66,85,122,138,147,135,136,116,156,84,78,34,31
"48750 Nikeli   (Kotka )",182,90,92,46,5,1,12,8,5,5,5,8,6,10,14,10,20,12,17,16,14,7,3,4
"48770 Ristinkallio   (Kotka )",1866,897,969,45,53,92,96,49,38,44,68,83,96,92,109,123,120,141,165,192,143,81,48,33
"48800 Otsola-Mäntykangas   (Kotka )",2236,1112,1124,40,79,126,199,81,45,47,57,103,140,187,140,148,140,147,170,194,112,62,35,24
"48810 Rantahaka   (Kotka )",784,366,418,41,26,43,66,37,25,12,19,30,49,53,50,46,58,56,55,42,46,35,21,15
"48900 Sunila   (Kotka )",1379,635,744,42,31,57,87,48,34,38,66,85,90,61,96,111,95,105,120,101,74,40,20,20
"48910 Suulisniemi   (Kotka )",1460,712,748,44,35,66,82,51,31,34,48,56,82,79,100,110,122,119,136,109,82,68,30,20
