"Postal code area","Inhabitants, 2014 (PT)","Labour force, 2014 (PT)","Employed, 2014 (PT)","Unemployed, 2014 (PT)","Persons outside the labour force, 2014 (PT)","Children aged 0 to 14, 2014 (PT)","Students, 2014 (PT)","Pensioners, 2014 (PT)","Others, 2014 (PT)"
"21750 Norrskata   (Parainen )",99,31,27,4,68,5,2,55,6
"21760 Houtskär Keskus   (Parainen )",421,183,171,12,238,43,19,160,16
"21770 Mossala   (Parainen )",130,54,53,1,76,23,13,37,3
"21800 Kyrö   (Pöytyä )",2519,1165,1048,117,1354,490,149,647,68
"21820 Kumila   (Pöytyä )",369,162,142,20,207,83,15,101,8
"21840 Karinainen   (Pöytyä )",371,169,160,9,202,103,37,51,11
"21860 Auvainen   (Pöytyä )",419,196,180,16,223,87,37,91,8
"21870 Riihikoski   (Pöytyä )",1949,949,832,117,1000,371,111,478,40
"21880 Pöytyä   (Pöytyä )",423,189,165,24,234,52,26,144,12
"21890 Haveri   (Pöytyä )",280,122,110,12,158,53,21,78,6
"21900 Yläne Keskus   (Pöytyä )",1534,617,525,92,917,245,83,551,38
"21930 Uusikartano   (Pöytyä )",541,269,238,31,272,81,26,149,16
"22100 Maarianhamina   (Maarianhamina )",11486,6112,5785,327,5374,1602,652,2674,446
"22120 Möckelö   (Jomala )",770,440,428,12,330,177,33,104,16
"22130 Gottby   (Jomala )",845,467,459,8,378,189,41,127,21
"22140 Önningby   (Jomala )",1145,631,609,22,514,296,58,131,29
"22150 Jomala Centrum   (Jomala )",1754,972,943,29,782,326,78,333,45
"22160 Järsö   (Lemland )",326,161,157,4,165,55,23,70,17
"22220 Emkarby   (Finström )",385,217,212,5,168,65,19,74,10
"22240 Hammarland   (Hammarland )",1500,777,741,36,723,271,66,315,71
"22270 Storby   (Eckerö )",922,472,443,29,450,138,32,230,50
"22310 Pålsböle   (Finström )",519,276,264,12,243,89,24,113,17
"22320 Ödkarby   (Saltvik )",818,426,407,19,392,133,47,189,23
"22330 Tjudö   (Finström )",315,162,158,4,153,52,11,76,14
"22340 Geta   (Geta )",490,252,238,14,238,72,12,122,32
"22410 Godby   (Finström )",1582,805,768,37,777,302,80,342,53
"22430 Saltvik   (Saltvik )",704,344,329,15,360,125,26,182,27
"22520 Tosarby   (Sund )",488,265,254,11,223,68,23,119,13
"22530 Sund   (Sund )",539,263,254,9,276,95,29,128,24
"22550 Vårdö   (Vårdö )",422,197,191,6,225,66,18,122,19
"22610 Lemland   (Lemland )",1515,801,786,15,714,310,81,263,60
"22630 Lumparland   (Lumparland )",429,202,198,4,227,70,27,108,22
"22710 Ålands Degerby   (Föglö )",564,272,266,6,292,76,20,166,30
"22720 Sottunga   (Sottunga )",96,51,51,0,45,4,4,35,2
"22730 Kökar   (Kökar )",253,116,108,8,137,27,14,84,12
"22810 Seglinge   (Kumlinge )",36,11,..,..,25,..,..,..,..
"22820 Kumlinge   (Kumlinge )",193,106,99,7,87,12,10,59,6
"22830 Enklinge   (Kumlinge )",82,37,37,0,45,10,6,26,3
"22840 Lappo   (Brändö )",73,28,..,..,45,6,7,27,5
"22910 Torsholma   (Brändö )",91,46,46,0,45,16,6,21,2
"22920 Brändö-Åland   (Brändö )",149,78,75,3,71,4,3,58,6
"22930 Fiskö   (Brändö )",36,14,..,..,22,..,..,..,..
"22940 Åva   (Brändö )",85,41,41,0,44,12,4,28,0
"22950 Jurmo   (Brändö )",45,25,..,..,20,..,..,..,..
"23100 Mynämäki Keskus   (Mynämäki )",6252,2886,2582,304,3366,983,435,1797,151
"23120 Mietoinen Keskus   (Mynämäki )",892,458,420,38,434,132,60,223,19
"23140 Hietamäki   (Mynämäki )",685,346,310,36,339,121,41,161,16
"23200 Vinkkilä   (Vehmaa )",1624,734,660,74,890,242,90,531,27
"23210 Vehmaa   (Vehmaa )",565,274,248,26,291,76,33,173,9
"23260 Rautila   (Vehmaa )",185,113,102,11,72,23,8,38,3
"23310 Taivassalo   (Taivassalo )",1635,716,633,83,919,222,69,590,38
"23360 Kustavi   (Kustavi )",880,364,324,40,516,76,53,360,27
"23390 Iniö   (Parainen )",221,93,81,12,128,22,15,88,3
"23450 Lokalahti   (Uusikaupunki )",978,454,416,38,524,152,41,309,22
"23500 Uusikaupunki Keskus   (Uusikaupunki )",11305,5290,4669,621,6015,1498,604,3650,263
"23600 Kalanti Keskus   (Uusikaupunki )",2245,1064,955,109,1181,383,107,645,46
"23660 Kalanti Asemanseutu   (Uusikaupunki )",380,182,170,12,198,77,20,98,3
"23800 Laitila Keskus   (Laitila )",8109,3787,3461,326,4322,1421,482,2247,172
"23840 Soukainen   (Laitila )",175,84,74,10,91,27,12,48,4
"23880 Suontaka   (Laitila )",102,51,50,1,51,20,5,25,1
"23930 Pyhämaa   (Uusikaupunki )",533,239,215,24,294,49,32,199,14
"23950 Pyhäranta   (Pyhäranta )",550,252,221,31,298,81,32,176,9
"23960 Santtio   (Pyhäranta )",245,107,91,16,138,40,13,74,11
"24100 Salo Keskus   (Salo )",9131,3878,3085,793,5253,950,635,3369,299
"24130 Ylhäisi   (Salo )",3948,1871,1576,295,2077,790,272,931,84
"24240 Rappula   (Salo )",3972,1691,1356,335,2281,457,286,1421,117
"24260 Ollikkala   (Salo )",4490,2187,1547,640,2303,599,339,1177,188
"24280 Tupuri-Hähkänä   (Salo )",5278,2861,2499,362,2417,1277,406,629,105
"24800 Halikko Keskus   (Salo )",4633,2201,1845,356,2432,726,365,1242,99
"24910 Halikko Asemanseutu   (Salo )",1106,531,478,53,575,314,53,194,14
"25110 Kruusila   (Salo )",345,170,140,30,175,42,19,99,15
"25130 Muurla   (Salo )",1544,748,634,114,796,299,93,359,45
"25160 Tuohittu   (Salo )",111,58,48,10,53,14,7,31,1
"25170 Kotalato   (Salo )",144,63,48,15,81,24,10,45,2
"25180 Romsila   (Salo )",238,117,93,24,121,43,18,54,6
"25190 Inkere   (Salo )",1005,495,407,88,510,220,56,206,28
"25210 Vartsala   (Salo )",416,195,161,34,221,100,25,85,11
"25230 Angelniemi   (Salo )",374,173,142,31,201,51,34,103,13
"25240 Hajala   (Salo )",674,321,277,44,353,106,47,182,18
"25250 Märynummi   (Salo )",1045,539,465,74,506,210,59,216,21
"25260 Vaskio   (Salo )",1044,484,422,62,560,196,65,271,28
"25320 Raatala   (Salo )",436,215,185,30,221,64,29,116,12
"25330 Kuusjoki Keskus   (Salo )",836,390,327,63,446,144,47,233,22
"25340 Kanunki   (Salo )",407,185,165,20,222,66,34,115,7
"25360 Pertteli Keskus   (Salo )",1234,588,509,79,646,264,84,275,23
"25370 Hiisi   (Salo )",681,314,273,41,367,148,51,150,18
"25380 Rekijoki   (Salo )",489,233,192,41,256,57,25,158,16
"25390 Kiikala Keskus   (Salo )",833,355,291,64,478,125,38,294,21
"25410 Suomusjärvi Keskus   (Salo )",1138,497,409,88,641,152,65,401,23
"25420 Lahnajärvi   (Salo )",156,77,67,10,79,25,7,44,3
"25430 Kettula   (Salo )",68,38,33,5,30,5,3,20,2
"25460 Toija   (Salo )",1215,508,439,69,707,188,67,419,33
"25470 Kisko kk   (Salo )",289,105,89,16,184,38,13,124,9
"25500 Perniö Keskus   (Salo )",3500,1453,1247,206,2047,537,208,1213,89
"25520 Perniö Asemanseutu   (Salo )",643,326,280,46,317,93,43,161,20
"25540 Knaapila   (Salo )",221,106,87,19,115,40,12,59,4
"25550 Aijala   (Salo )",91,40,32,8,51,12,1,38,0
"25560 Koski Asemanseutu   (Salo )",224,109,88,21,115,38,11,55,11
"25570 Teijo-Mathildedal   (Salo )",566,237,178,59,329,67,32,216,14
"25610 Ylönkylä   (Salo )",397,195,164,31,202,57,27,103,15
"25630 Finby   (Salo )",299,111,93,18,188,39,15,125,9
"25640 Förby   (Salo )",244,102,87,15,142,25,16,95,6
"25650 Strömma   (Kemiönsaari )",100,43,39,4,57,10,9,35,3
"25660 Mathildedal   (Salo )",143,50,38,12,93,16,3,63,11
"25700 Kemiö Keskus   (Kemiönsaari )",2343,1017,920,97,1326,369,126,760,71
"25710 Vreta-Vestlax   (Kemiönsaari )",324,155,148,7,169,63,19,75,12
"25730 Mjösund   (Kemiönsaari )",102,44,40,4,58,14,5,39,0
"25760 Kiila   (Kemiönsaari )",138,52,46,6,86,25,8,49,4
"25810 Mark   (Kemiönsaari )",64,34,30,4,30,3,5,21,1
"25820 Vestlax   (Kemiönsaari )",101,44,43,1,57,12,8,32,5
"25830 Västanfjärd Keskus   (Kemiönsaari )",478,206,194,12,272,60,28,173,11
"25840 Nivelax   (Kemiönsaari )",296,134,120,14,162,58,16,83,5
"25860 Björkboda   (Kemiönsaari )",336,166,139,27,170,43,19,94,14
"25870 Dragsfjärd   (Kemiönsaari )",933,389,347,42,544,90,57,377,20
"25900 Taalintehdas   (Kemiönsaari )",1404,547,473,74,857,133,77,609,38
"25910 Vänoxa   (Kemiönsaari )",11,2,..,..,9,..,..,..,..
"25930 Kasnäs   (Kemiönsaari )",72,31,29,2,41,11,2,27,1
"25940 Hiittinen   (Kemiönsaari )",73,26,..,..,47,8,2,35,2
"25950 Rosala-Kasnäs-Hitis   (Kemiönsaari )",116,51,48,3,65,12,8,44,1
"25960 Högsåra   (Kemiönsaari )",48,13,..,..,35,8,0,25,2
"26100 Rauma Keskus   (Rauma )",15991,7176,6081,1095,8815,1902,1446,5022,445
"26200 Merirauma-Kappelinluhta   (Rauma )",5086,2546,2204,342,2540,820,350,1236,134
"26410 Kaaro   (Rauma )",1591,805,733,72,786,408,110,231,37
"26510 Uotila   (Rauma )",2708,1264,1099,165,1444,480,198,704,62
"26560 Kolla   (Rauma )",730,367,329,38,363,131,50,154,28
"26660 Paroalho   (Rauma )",4932,2339,1971,368,2593,664,350,1432,147
"26720 Monnanummi   (Rauma )",394,193,175,18,201,90,25,79,7
"26740 Vasarainen   (Rauma )",546,300,252,48,246,91,31,109,15
"26820 Sampaanala   (Rauma )",1595,754,601,153,841,210,128,435,68
"26840 Kortela   (Rauma )",817,395,345,50,422,148,55,203,16
"26910 Unaja   (Rauma )",689,326,291,35,363,159,47,144,13
"26930 Vermuntila   (Rauma )",630,295,250,45,335,118,46,152,19
"26950 Voiluoto   (Rauma )",396,210,186,24,186,58,34,87,7
"27100 Eurajoki Keskus   (Eurajoki )",3351,1479,1343,136,1872,625,215,962,70
"27110 Irjanne   (Eurajoki )",581,288,252,36,293,109,32,130,22
"27130 Eurajoki asemanseutu   (Eurajoki )",337,163,141,22,174,57,18,93,6
"27150 Lapijoki   (Eurajoki )",1275,619,544,75,656,235,81,313,27
"27160 Olkiluoto   (Eurajoki )",.,.,.,.,.,.,.,.,.
"27170 Kuivalahti   (Eurajoki )",372,163,140,23,209,51,31,118,9
"27220 Ala-Kieri   (Rauma )",629,303,261,42,326,125,36,154,11
"27230 Lappi   (Rauma )",2105,958,837,121,1147,366,112,622,47
"27250 Kodiksami   (Rauma )",149,61,53,8,88,26,16,42,4
"27260 Kuolimaa   (Rauma )",203,78,71,7,125,37,13,69,6
"27310 Kodisjoki   (Rauma )",525,242,208,34,283,101,36,134,12
"27320 Ihode   (Pyhäranta )",760,374,327,47,386,132,58,181,15
"27340 Reila   (Pyhäranta )",478,240,204,36,238,71,17,138,12
"27400 Kiukainen Keskus   (Eura )",1388,609,545,64,779,217,88,442,32
"27420 Panelia Asemanseutu   (Eura )",264,125,113,12,139,39,11,81,8
"27430 Panelia   (Eura )",1242,569,511,58,673,193,61,387,32
"27450 Harola   (Eura )",213,110,96,14,103,30,9,64,0
"27500 Kauttua   (Eura )",3314,1613,1463,150,1701,615,205,799,82
"27510 Eura Keskus   (Eura )",4281,1859,1681,178,2422,661,248,1407,106
"27600 Hinnerjoki   (Eura )",745,332,300,32,413,132,34,231,16
"27640 Honkilahti kk   (Eura )",317,138,118,20,179,50,13,104,12
"27650 Honkilahti   (Eura )",313,136,119,17,177,37,19,115,6
"27670 Mannila   (Eura )",181,74,68,6,107,28,9,66,4
"27710 Köyliö Keskus   (Säkylä )",1078,502,443,59,576,146,49,352,29
"27730 Tuiskula   (Säkylä )",196,103,97,6,93,23,14,48,8
"27740 Voitoinen   (Säkylä )",178,84,72,12,94,25,10,53,6
"27750 Yttilä   (Säkylä )",343,158,140,18,185,47,20,114,4
"27800 Säkylä Keskus   (Säkylä )",3235,1439,1318,121,1796,491,187,1043,75
"27820 Iso-Vimma   (Säkylä )",762,371,331,40,391,113,42,218,18
"27840 Kakkuri   (Säkylä )",455,213,200,13,242,49,26,156,11
"27860 Vuori   (Säkylä )",358,174,162,12,184,60,25,93,6
"27910 Huovinrinne   (Säkylä )",180,103,94,9,77,27,9,32,9
"27920 Otajoki   (Säkylä )",275,146,138,8,129,39,13,74,3
"28100 Pori Keskus   (Pori )",12456,5509,4497,1012,6947,741,1089,4856,261
"28120 Käppärä-Isomäki   (Pori )",3736,1809,1467,342,1927,447,326,1068,86
"28130 Impola   (Pori )",6080,3095,2476,619,2985,686,523,1593,183
"28190 Pormestarinluoto   (Pori )",3846,1621,1236,385,2225,506,251,1342,126
"28200 Toejoki   (Pori )",4854,2422,2084,338,2432,899,296,1153,84
"28220 Ruosniemi   (Pori )",4888,2507,2186,321,2381,1056,310,906,109
"28240 Isojoenranta   (Pori )",723,356,310,46,367,129,34,196,8
"28260 Harjunpää   (Ulvila )",980,483,415,68,497,194,56,225,22
"28300 Kalaholma-Väinölä   (Pori )",2625,1429,1315,114,1196,512,204,439,41
"28330 Koivistonluoto   (Pori )",2815,1348,1081,267,1467,452,247,682,86
"28360 Vanhakoivisto   (Pori )",4329,1910,1600,310,2419,605,278,1428,108
"28370 Sampola   (Pori )",3168,1204,834,370,1964,328,187,1344,105
"28400 Ulvila Keskus   (Ulvila )",5669,2634,2280,354,3035,975,404,1558,98
"28430 Kartano-Harmaalinna   (Pori )",1715,891,775,116,824,351,104,318,51
"28450 Vanha-Ulvila   (Ulvila )",4309,1995,1758,237,2314,808,286,1148,72
"28500 Keskussairaala-alue-Tiilimäki   (Pori )",811,309,235,74,502,38,84,350,30
"28540 Pinomäki   (Pori )",656,367,327,40,289,111,66,97,15
"28560 Lattomeri   (Pori )",505,256,228,28,249,104,29,108,8
"28580 Niittymaa   (Pori )",585,280,238,42,305,100,54,138,13
"28600 Vähärauma   (Pori )",4906,2445,2182,263,2461,1045,375,947,94
"28610 Musa-Tiiliruukki   (Pori )",4018,2067,1778,289,1951,596,389,882,84
"28660 Pietniemi-Leppäkorpi   (Pori )",3898,1991,1741,250,1907,751,286,796,74
"28760 Kyläsaari   (Pori )",2355,1107,933,174,1248,454,162,590,42
"28800 Pihlava   (Pori )",4390,1986,1549,437,2404,681,297,1323,103
"28840 Yyteri-Kaanaa   (Pori )",938,419,327,92,519,139,68,282,30
"28880 Mäntyluoto   (Pori )",407,185,144,41,222,36,18,153,15
"28900 Tahkoluoto-Reposaari   (Pori )",1011,399,297,102,612,106,37,448,21
"29100 Luvia Keskus   (Eurajoki )",3063,1415,1234,181,1648,591,180,820,57
"29180 Peränkylä   (Eurajoki )",271,120,107,13,151,42,12,92,5
"29200 Harjavalta Keskus   (Harjavalta )",7279,3173,2741,432,4106,1052,407,2433,214
"29250 Nakkila Keskus   (Nakkila )",4824,2149,1848,301,2675,791,352,1411,121
"29270 Hormisto   (Nakkila )",464,177,147,30,287,74,34,169,10
"29280 Järvimaa   (Nakkila )",287,137,120,17,150,45,16,83,6
"29310 Kaasmarkku   (Ulvila )",588,284,252,32,304,101,39,144,20
"29320 Leineperi   (Ulvila )",239,115,103,12,124,47,20,53,4
"29340 Kullaa Keskus   (Ulvila )",916,448,379,69,468,126,46,281,15
"29350 Palus   (Ulvila )",311,127,105,22,184,55,19,102,8
"29570 Söörmarkku   (Pori )",983,454,413,41,529,247,56,210,16
"29600 Noormarkku Keskus   (Pori )",4961,2274,1967,307,2687,913,326,1332,116
"29630 Pomarkku Keskus   (Pomarkku )",1963,806,680,126,1157,319,122,651,65
"29640 Honkakoski   (Pomarkku )",290,125,98,27,165,30,20,108,7
"29680 Kairila   (Pori )",317,129,105,24,188,46,12,122,8
"29700 Ahlainen   (Pori )",814,344,269,75,470,107,44,302,17
"29720 Lamppi   (Pori )",197,70,55,15,127,35,7,83,2
"29740 Etelämaa   (Merikarvia )",112,48,41,7,64,19,7,35,3
"29750 Pohjansaha   (Merikarvia )",118,38,36,2,80,19,9,47,5
"29760 Köörtilä   (Merikarvia )",92,37,34,3,55,16,4,34,1
"29790 Tuorila   (Merikarvia )",329,147,124,23,182,52,11,109,10
"29810 Siikainen Keskus   (Siikainen )",921,363,299,64,558,101,55,376,26
"29830 Sammi   (Siikainen )",201,89,75,14,112,34,8,68,2
"29860 Otamo   (Siikainen )",137,49,40,9,88,16,14,53,5
"29880 Leväsjoki-Saarineva   (Siikainen )",225,86,71,15,139,35,22,79,3
"29900 Merikarvia Keskus-Rannikko   (Merikarvia )",2309,906,759,147,1403,331,111,887,74
"29940 Kuvaskangas   (Merikarvia )",264,113,91,22,151,30,10,104,7
"30100 Forssa Keskus   (Tammela )",10516,4769,4088,681,5747,1404,673,3395,275
"30300 Viksberg   (Forssa )",2589,1086,813,273,1503,286,191,849,177
"30420 Tölö   (Forssa )",4881,2298,1929,369,2583,673,288,1494,128
"31110 Matku   (Forssa )",589,304,257,47,285,87,30,151,17
"31130 Koijärvi   (Forssa )",269,117,96,21,152,40,22,86,4
"31140 Menonen   (Urjala )",192,84,70,14,108,26,13,67,2
"31160 Nuutajärvi   (Urjala )",286,130,98,32,156,25,13,97,21
"31170 Savijoki   (Forssa )",201,85,77,8,116,22,16,71,7
"31230 Susikas   (Tammela )",212,99,84,15,113,31,12,63,7
"31250 Teuro   (Tammela )",208,107,101,6,101,30,5,63,3
"31300 Tammela Keskus   (Tammela )",3224,1473,1293,180,1751,537,198,949,67
"31310 Mustiala   (Tammela )",98,41,39,2,57,10,25,19,3
"31340 Porras   (Tammela )",582,276,251,25,306,89,50,159,8
"31350 Vistinkoski   (Tammela )",249,103,89,14,146,39,10,91,6
"31370 Eerikkilän Urheiluopisto   (Tammela )",.,.,.,.,.,.,.,.,.
"31380 Letku-Torro   (Tammela )",346,164,147,17,182,79,20,74,9
"31400 Somero Keskus   (Somero )",6323,2651,2285,366,3672,910,317,2311,134
"31410 Ylöpirtti   (Somero )",386,197,180,17,189,57,22,103,7
"31450 Häntälä   (Somero )",346,190,167,23,156,52,27,70,7
"31460 Hirsjärvi   (Somero )",256,119,94,25,137,29,16,86,6
"31470 Somerniemi   (Somero )",713,319,283,36,394,99,43,242,10
"31490 Terttilä   (Somero )",257,108,95,13,149,42,22,82,3
"31500 Koski Tl   (Koski Tl )",2466,1065,962,103,1401,371,136,824,70
"31520 Pitkäjärvi   (Somero )",516,243,210,33,273,103,26,132,12
"31530 Pyöli   (Somero )",337,161,137,24,176,43,12,106,15
"31600 Jokioinen Keskus   (Jokioinen )",3847,1769,1541,228,2078,697,257,1040,84
"31610 Vaulammi   (Jokioinen )",465,234,207,27,231,63,40,117,11
"31620 Latovainio   (Jokioinen )",429,227,196,31,202,70,31,92,9
"31630 Minkiö   (Jokioinen )",601,271,248,23,330,127,50,136,17
"31640 Humppila Keskus   (Humppila )",2220,1006,862,144,1214,367,136,640,71
"31650 Venäjänkangas   (Humppila )",213,114,98,16,99,45,13,40,1
"31700 Urjala Asemanseutu-Hanhisuo   (Urjala )",1469,674,548,126,795,242,96,407,50
"31720 Urjalankylä-Kehro   (Urjala )",384,166,140,26,218,54,15,136,13
"31730 Honkola   (Urjala )",129,70,60,10,59,16,7,31,5
"31750 Kehro   (Urjala )",57,24,..,..,33,1,2,29,1
"31760 Urjala Keskus   (Urjala )",1879,753,618,135,1126,245,95,710,76
"31810 Oriniemi   (Punkalaidun )",407,181,163,18,226,67,24,123,12
"31830 Halkivaha   (Urjala )",304,134,116,18,170,48,20,93,9
"31850 Koskioinen   (Punkalaidun )",158,68,62,6,90,31,10,47,2
"31860 Tursa   (Urjala )",312,131,109,22,181,33,25,106,17
"31900 Punkalaidun Keskus   (Punkalaidun )",1932,766,674,92,1166,220,116,777,53
"31930 Vanttila   (Punkalaidun )",120,53,46,7,67,20,10,35,2
"31950 Sadonmaa   (Punkalaidun )",183,74,63,11,109,28,10,67,4
"31960 Orisuo   (Loimaa )",75,33,27,6,42,8,3,30,1
"31970 Kanteenmaa   (Punkalaidun )",171,71,65,6,100,29,15,52,4
"32100 Ypäjä Keskus   (Ypäjä )",2090,1009,869,140,1081,286,117,616,62
"32140 Ypäjä Asemanseutu   (Ypäjä )",322,154,135,19,168,55,28,76,9
"32200 Loimaa Keskus   (Loimaa )",8372,3750,3310,440,4622,1207,514,2675,226
"32210 Loimaa kk   (Loimaa )",2409,1042,917,125,1367,346,150,819,52
"32250 Kojonkulma   (Loimaa )",316,139,127,12,177,76,20,79,2
"32260 Kojonperä   (Loimaa )",169,68,59,9,101,19,7,68,7
"32270 Metsämaa-Murto   (Loimaa )",473,215,198,17,258,73,23,158,4
"32280 Metsäkorpi   (Loimaa )",163,80,66,14,83,23,10,46,4
"32300 Mellilä   (Loimaa )",1320,591,515,76,729,167,85,441,36
"32410 Niinijoki   (Loimaa )",606,294,265,29,312,109,49,138,16
"32430 Ylhäinen   (Loimaa )",89,44,42,2,45,10,3,31,1
"32440 Alastaro Keskus   (Loimaa )",1844,786,686,100,1058,246,84,672,56
"32450 Tammiainen   (Loimaa )",277,113,99,14,164,51,20,87,6
"32500 Oripää Keskus   (Oripää )",1214,524,469,55,690,248,66,346,30
"32520 Latva   (Oripää )",166,86,76,10,80,35,13,29,3
"32560 Virttaa   (Loimaa )",463,232,203,29,231,72,29,116,14
"32610 Vampula Keskus   (Huittinen )",1063,460,425,35,603,155,57,361,30
"32620 Rutava   (Huittinen )",403,176,161,15,227,58,24,134,11
"32700 Huittinen Keskus   (Huittinen )",7930,3528,3151,377,4402,1145,512,2490,255
"32710 Sampu   (Huittinen )",608,313,284,29,295,116,37,128,14
"32730 Keikyä   (Sastamala )",744,343,301,42,401,90,37,245,29
"32740 Äetsä Keskus   (Sastamala )",1804,812,691,121,992,246,91,608,47
"32760 Suttila   (Huittinen )",184,94,83,11,90,25,10,45,10
"32770 Huhtamo   (Huittinen )",230,115,101,14,115,31,8,66,10
"32800 Kokemäki Keskus   (Kokemäki )",4130,1813,1538,275,2317,554,234,1433,96
"32810 Peipohja   (Kokemäki )",1927,920,798,122,1007,288,118,546,55
"32830 Riste   (Kokemäki )",491,222,185,37,269,63,30,167,9
"32860 Korkeaoja   (Kokemäki )",167,81,72,9,86,28,18,35,5
"32910 Kauvatsa Asemanseutu   (Kokemäki )",317,141,113,28,176,54,23,92,7
"32920 Kauvatsa   (Kokemäki )",588,240,198,42,348,71,25,235,17
"33100 Tampere Keskus   (Tampere )",16657,9536,8203,1333,7121,1195,1894,3587,445
"33180 Lapinniemi-Käpylä   (Tampere )",2280,969,846,123,1311,193,176,892,50
"33200 Tampere Keskus Läntinen   (Tampere )",6694,3575,3011,564,3119,504,675,1747,193
"33210 Itä-Amuri-Tammerkoski   (Tampere )",5946,3162,2650,512,2784,331,516,1745,192
"33230 Länsi-Amuri   (Tampere )",5855,3035,2636,399,2820,555,358,1760,147
"33240 Tahmela   (Tampere )",1673,900,760,140,773,266,153,296,58
"33250 Pispala   (Tampere )",2335,1389,1096,293,946,332,204,337,73
"33270 Epilä   (Tampere )",7550,3896,3174,722,3654,1239,544,1614,257
"33300 Rahola   (Tampere )",5042,2668,2266,402,2374,847,350,1031,146
"33310 Tesoma   (Tampere )",7389,3251,2399,852,4138,1255,554,2021,308
"33330 Myllypuro-Kalkku   (Tampere )",3435,1814,1425,389,1621,690,234,572,125
"33340 Haukiluoma-Ikuri   (Tampere )",5147,2608,2199,409,2539,910,373,1114,142
"33380 Pitkäniemi   (Nokia )",31,11,..,..,20,..,..,..,..
"33400 Luoteis-Tampere   (Tampere )",7800,3891,3248,643,3909,1461,644,1552,252
"33410 Lentävänniemi   (Tampere )",4490,2210,1753,457,2280,532,260,1359,129
"33420 Lamminpää   (Tampere )",2124,1049,869,180,1075,358,175,465,77
"33430 Vuorentausta   (Ylöjärvi )",2932,1518,1342,176,1414,551,192,604,67
"33450 Siivikkala   (Ylöjärvi )",2812,1506,1338,168,1306,597,176,467,66
"33470 Ylöjärvi Keskus   (Ylöjärvi )",6113,2844,2320,524,3269,1035,408,1633,193
"33480 Manninmäki-Haavisto   (Ylöjärvi )",7238,3582,3184,398,3656,1812,545,1134,165
"33500 Osmonmäki-Petsamo   (Tampere )",11030,5823,4958,865,5207,902,1104,2924,277
"33520 Keskussairaala-alue-Kauppi   (Tampere )",981,515,433,82,466,145,88,206,27
"33530 Kissanmaa   (Tampere )",4740,2443,2066,377,2297,446,570,1126,155
"33540 Kaleva   (Tampere )",8623,4738,3933,805,3885,675,1183,1796,231
"33560 Takahuhti   (Tampere )",10066,4734,4040,694,5332,1521,854,2702,255
"33580 Atala-Linnainmaa   (Tampere )",14928,7853,6682,1171,7075,2905,1134,2639,397
"33610 Olkahinen-Tasanne   (Tampere )",3960,2162,1950,212,1798,787,287,631,93
"33680 Aitolahti   (Tampere )",1717,813,714,99,904,313,109,448,34
"33700 Messukylä   (Tampere )",1773,909,803,106,864,281,193,338,52
"33710 Kaukajärvi   (Tampere )",17859,8960,7373,1587,8899,3171,1699,3420,609
"33720 Hervanta   (Tampere )",24330,11411,8886,2525,12919,3100,3914,4711,1194
"33730 Leinola-Vehmainen   (Tampere )",1813,953,837,116,860,307,130,379,44
"33800 Nekala   (Tampere )",5144,2847,2244,603,2297,765,440,931,161
"33820 Koivistonkylä   (Tampere )",9149,4809,4091,718,4340,1580,830,1700,230
"33840 Peltolammi   (Tampere )",3495,1788,1409,379,1707,419,346,815,127
"33850 Multisilta   (Pirkkala )",2498,1208,896,312,1290,403,216,546,125
"33870 Vuores   (Lempäälä )",1460,883,751,132,577,313,105,124,35
"33880 Höytämö   (Lempäälä )",3852,1943,1683,260,1909,793,294,714,108
"33900 Härmälä-Rantaperkiö   (Tampere )",10514,5818,4704,1114,4696,1344,897,2062,393
"33920 Toivio   (Pirkkala )",1269,632,569,63,637,361,93,154,29
"33950 Killo   (Pirkkala )",5384,2797,2484,313,2587,1037,344,1062,144
"33960 Suuppa   (Pirkkala )",10405,5154,4499,655,5251,2235,736,2012,268
"33980 Pirkkala kk   (Pirkkala )",1412,686,619,67,726,332,99,252,43
"34110 Lakiala   (Ylöjärvi )",1344,616,548,68,728,456,110,135,27
"34130 Ylinen   (Ylöjärvi )",1313,677,574,103,636,287,138,179,32
"34140 Mutala   (Ylöjärvi )",795,367,327,40,428,213,60,139,16
"34150 Kyrönlahti   (Ylöjärvi )",418,204,171,33,214,80,17,106,11
"34180 Länsi-Teisko   (Ylöjärvi )",157,71,56,15,86,25,6,50,5
"34240 Kämmenteisko   (Tampere )",1674,813,708,105,861,402,113,304,42
"34260 Terälahti   (Tampere )",897,426,343,83,471,153,55,240,23
"34270 Velaatta   (Tampere )",302,145,113,32,157,38,14,94,11
"34300 Kuru Keskus   (Ylöjärvi )",1557,636,519,117,921,218,99,548,56
"34320 Parkkuu   (Ylöjärvi )",235,104,92,12,131,39,11,76,5
"34330 Poikelus   (Ylöjärvi )",285,132,106,26,153,59,19,66,9
"34410 Murole   (Ruovesi )",176,73,58,15,103,32,6,58,7
"34420 Muroleen Kanava   (Ruovesi )",47,17,..,..,30,7,3,19,1
"34430 Kekkonen   (Ruovesi )",133,63,54,9,70,17,5,45,3
"34450 Jäminkipohja   (Ruovesi )",343,151,121,30,192,25,18,130,19
"34510 Luode   (Ylöjärvi )",105,39,23,16,66,21,2,37,6
"34530 Länsi-Aure   (Ylöjärvi )",77,23,..,..,54,15,5,33,1
