"Postal code area","Inhabitants, 2014 (PT)","Labour force, 2014 (PT)","Employed, 2014 (PT)","Unemployed, 2014 (PT)","Persons outside the labour force, 2014 (PT)","Children aged 0 to 14, 2014 (PT)","Students, 2014 (PT)","Pensioners, 2014 (PT)","Others, 2014 (PT)"
"77630 Lempyy   (Suonenjoki )",220,110,91,19,110,37,12,59,2
"77690 Suontee   (Suonenjoki )",120,50,44,6,70,14,2,49,5
"77700 Rautalampi Keskus   (Rautalampi )",2594,1014,868,146,1580,363,123,1018,76
"77770 Myhinpää   (Rautalampi )",121,41,34,7,80,7,4,66,3
"77800 Iisvesi   (Suonenjoki )",522,227,181,46,295,70,20,180,25
"77910 Vaajasalmi   (Rautalampi )",106,47,41,6,59,16,7,34,2
"77930 Kerkonjoensuu   (Rautalampi )",424,168,145,23,256,62,21,154,19
"77960 Pakarila   (Rautalampi )",5,2,..,..,3,..,..,..,..
"78200 Varkaus Keskus   (Leppävirta )",4505,1649,1173,476,2856,319,327,2022,188
"78210 Kuoppakangas   (Varkaus )",1671,653,542,111,1018,257,139,527,95
"78250 Päiviönsaari   (Varkaus )",1024,465,373,92,559,97,71,367,24
"78300 Kommila   (Varkaus )",2285,964,734,230,1321,252,161,827,81
"78310 Puurtila   (Leppävirta )",1177,579,501,78,598,215,96,251,36
"78400 Luttila   (Varkaus )",1318,659,552,107,659,209,103,306,41
"78480 Timola   (Leppävirta )",537,269,243,26,268,115,34,107,12
"78500 Pitkälänniemi-Könönpelto   (Varkaus )",2511,1110,929,181,1401,471,178,675,77
"78610 Kurola   (Varkaus )",245,112,96,16,133,34,10,82,7
"78710 Akonlahti   (Varkaus )",691,320,273,47,371,136,30,184,21
"78850 Käpykangas   (Joroinen )",3069,1361,1141,220,1708,459,204,957,88
"78870 Kaura-Aho   (Varkaus )",2416,1135,936,199,1281,348,178,663,92
"78880 Kuvansi   (Joroinen )",1258,613,534,79,645,223,88,297,37
"78900 Ruokokoski   (Varkaus )",224,107,88,19,117,28,14,70,5
"79100 Leppävirta Keskus   (Leppävirta )",5586,2346,1978,368,3240,724,323,2035,158
"79130 Sorsakoski   (Leppävirta )",1037,437,339,98,600,155,58,367,20
"79140 Kotalahti   (Leppävirta )",352,173,151,22,179,55,23,93,8
"79150 Konnuslahti-Valkeamäki   (Leppävirta )",409,192,177,15,217,61,23,126,7
"79160 Saamaiskylä   (Leppävirta )",67,27,..,..,40,6,4,25,5
"79180 Tuppurinmäki   (Leppävirta )",37,17,..,..,20,..,..,..,..
"79190 Valkeamäki   (Leppävirta )",37,15,..,..,22,..,..,..,..
"79230 Moninmäki   (Leppävirta )",60,29,..,..,31,5,1,24,1
"79255 Kurjala-Moninmäki   (Leppävirta )",158,58,50,8,100,37,8,47,8
"79265 Puponmäki   (Leppävirta )",109,43,29,14,66,21,2,41,2
"79330 Näädänmaa   (Leppävirta )",89,47,34,13,42,2,3,34,3
"79350 Itä-Soisalo   (Leppävirta )",96,42,36,6,54,3,2,45,4
"79410 Niinimäki   (Leppävirta )",144,72,60,12,72,21,4,43,4
"79480 Kangaslampi Keskus   (Varkaus )",611,246,210,36,365,55,34,265,11
"79520 Viljolahti   (Varkaus )",156,59,49,10,97,10,6,75,6
"79600 Joroinen Keskus   (Joroinen )",2593,1037,882,155,1556,346,151,989,70
"79620 Huutokoski   (Joroinen )",226,94,77,17,132,31,16,72,13
"79630 Kolma   (Joroinen )",244,110,91,19,134,48,9,71,6
"79660 Kerisalo   (Joroinen )",193,90,74,16,103,37,16,44,6
"79680 Lahnalahti   (Joroinen )",133,56,50,6,77,18,6,49,4
"79690 Kaitainen   (Joroinen )",188,80,72,8,108,25,10,69,4
"79700 Heinävesi Keskus   (Heinävesi )",2420,908,756,152,1512,302,114,1027,69
"79810 Karvion kanava   (Heinävesi )",234,105,84,21,129,35,9,77,8
"79820 Varistaipale   (Heinävesi )",110,43,34,9,67,12,4,44,7
"79830 Palokki   (Heinävesi )",77,26,..,..,51,4,2,38,7
"79850 Uusi-Valamo   (Heinävesi )",.,.,.,.,.,.,.,.,.
"79860 Suuraho - Uusi-Valamo   (Heinävesi )",185,62,52,10,123,23,8,77,15
"79885 Etelä-Petruma   (Heinävesi )",76,34,27,7,42,9,3,28,2
"79895 Sarvikumpu   (Heinävesi )",111,39,26,13,72,12,3,51,6
"79910 Kerma   (Heinävesi )",261,120,97,23,141,34,11,90,6
"79940 Vihtari-Poikiinaho   (Heinävesi )",170,61,54,7,109,15,4,86,4
"80100 Joensuu Keskus, Pohjoinen   (Joensuu )",9057,4101,3429,672,4956,664,1469,2619,204
"80110 Joensuu Keskus Eteläinen   (Joensuu )",4532,2048,1745,303,2484,190,760,1443,91
"80130 Kanervala   (Kontiolahti )",2452,1193,1060,133,1259,429,366,406,58
"80140 Noljakka   (Joensuu )",8386,4145,3360,785,4241,1666,1067,1204,304
"80160 Rantakylä-Latola   (Joensuu )",10415,4860,3816,1044,5555,1545,1139,2517,354
"80170 Utra   (Joensuu )",3768,2011,1624,387,1757,661,350,604,142
"80200 Niinivaara   (Joensuu )",4305,1961,1638,323,2344,383,584,1278,99
"80210 Sairaala-alue   (Joensuu )",.,.,.,.,.,.,.,.,.
"80220 Penttilä   (Joensuu )",3196,1598,1340,258,1598,423,540,541,94
"80230 Hukanhauta   (Joensuu )",5071,2536,2244,292,2535,809,458,1166,102
"80260 Kettuvaara   (Joensuu )",4636,2378,1987,391,2258,719,431,985,123
"80330 Reijola   (Joensuu )",2363,1196,1056,140,1167,509,183,443,32
"80400 Ylämylly   (Liperi )",5405,2718,2417,301,2687,1283,402,891,111
"80510 Onttola-Kunnasniemi   (Kontiolahti )",1221,625,532,93,596,286,65,214,31
"80710 Lehmo   (Kontiolahti )",5432,2853,2567,286,2579,1304,429,742,104
"80770 Kontiolahti as   (Kontiolahti )",735,330,277,53,405,226,44,112,23
"80780 Kontioniemi   (Kontiolahti )",384,187,165,22,197,108,38,40,11
"80790 Kontioranta-Kontioniemi   (Kontiolahti )",69,33,26,7,36,16,7,12,1
"80850 Paihola   (Kontiolahti )",554,263,222,41,291,105,55,111,20
"80910 Kulho   (Kontiolahti )",1577,802,709,93,775,402,111,244,18
"81100 Kontiolahti   (Kontiolahti )",2908,1253,1042,211,1655,515,227,840,73
"81120 Katajaranta   (Kontiolahti )",434,193,168,25,241,94,27,110,10
"81160 Romppala-Riihikangas   (Kontiolahti )",240,102,81,21,138,27,21,84,6
"81200 Eno Keskus   (Joensuu )",2862,1180,925,255,1682,381,158,1035,108
"81210 Louhioja   (Joensuu )",293,125,110,15,168,88,13,57,10
"81220 Jakokoski   (Kontiolahti )",725,382,334,48,343,179,55,104,5
"81230 Mönni   (Kontiolahti )",158,87,74,13,71,16,12,43,0
"81235 Lehtoi   (Kontiolahti )",282,147,128,19,135,69,20,38,8
"81260 Ahveninen   (Joensuu )",165,83,70,13,82,25,3,47,7
"81270 Paukkaja   (Joensuu )",122,48,37,11,74,19,5,42,8
"81280 Uimaharju   (Joensuu )",1743,667,520,147,1076,183,80,752,61
"81290 Ukkola   (Joensuu )",260,105,76,29,155,36,10,96,13
"81295 Haapalahti   (Joensuu )",145,70,58,12,75,15,5,54,1
"81320 Kuismavaara   (Joensuu )",36,17,..,..,19,..,..,..,..
"81330 Luhtapohja   (Joensuu )",92,43,32,11,49,3,7,38,1
"81350 Tokrajärvi   (Ilomantsi )",156,64,54,10,92,20,8,59,5
"81360 Sarvinki   (Joensuu )",107,44,38,6,63,5,6,47,5
"81390 Revonkylä   (Joensuu )",101,33,25,8,68,14,5,42,7
"81420 Tyrjänsaari   (Ilomantsi )",72,28,..,..,44,2,1,41,0
"81430 Kivilahti   (Ilomantsi )",79,23,..,..,56,2,1,51,2
"81450 Huhus-Käenkoski   (Ilomantsi )",108,36,29,7,72,11,4,54,3
"81460 Käenkoski   (Ilomantsi )",27,8,..,..,19,..,..,..,..
"81470 Naarva   (Ilomantsi )",60,19,..,..,41,7,3,26,5
"81560 Vuonisjärvi   (Lieksa )",203,88,68,20,115,33,12,65,5
"81570 Kelvä   (Lieksa )",104,39,30,9,65,10,3,50,2
"81590 Vuonislahti   (Lieksa )",159,58,44,14,101,13,7,80,1
"81650 Hattuvaara   (Lieksa )",162,71,54,17,91,7,9,72,3
"81660 Lehmikylä   (Lieksa )",11,4,..,..,7,..,..,..,..
"81700 Lieksa Keskus   (Lieksa )",5713,2120,1686,434,3593,590,320,2504,179
"81720 Mähkö-Timitra   (Lieksa )",3031,1184,965,219,1847,443,184,1024,196
"81750 Pankakoski   (Lieksa )",919,405,305,100,514,87,33,362,32
"81810 Jamali   (Lieksa )",346,180,142,38,166,54,27,78,7
"81820 Kylänlahti   (Lieksa )",342,142,120,22,200,40,8,138,14
"81850 Mätäsvaara   (Lieksa )",157,53,40,13,104,13,8,77,6
"81860 Viekijärvi   (Lieksa )",370,141,112,29,229,28,21,167,13
"81950 Pankajärvi   (Lieksa )",88,40,33,7,48,11,3,31,3
"81970 Jongunjoki-Pankajärvi   (Lieksa )",177,71,52,19,106,16,6,77,7
"82110 Heinävaara   (Joensuu )",1116,541,451,90,575,285,85,169,36
"82120 Keskijärvi   (Joensuu )",226,101,76,25,125,38,13,69,5
"82140 Kiihtelysvaara Keskus   (Joensuu )",967,393,315,78,574,131,42,376,25
"82160 Oskola   (Joensuu )",71,24,..,..,47,15,2,27,3
"82170 Uskali   (Joensuu )",58,22,..,..,36,6,1,28,1
"82180 Huhtilampi   (Joensuu )",81,44,34,10,37,6,5,24,2
"82200 Hammaslahti   (Joensuu )",3190,1437,1179,258,1753,632,222,809,90
"82210 Suhmura   (Joensuu )",530,234,200,34,296,97,50,134,15
"82220 Niittylahti   (Joensuu )",2098,1040,922,118,1058,593,164,241,60
"82290 Nieminen   (Rääkkylä )",431,187,152,35,244,56,17,152,19
"82300 Rääkkylä Keskus   (Rääkkylä )",1027,359,285,74,668,109,47,478,34
"82310 Oravisalo-Varpasalo   (Rääkkylä )",288,113,96,17,175,22,17,127,9
"82335 Rasivaara   (Rääkkylä )",678,297,232,65,381,88,35,233,25
"82350 Tikkala   (Tohmajärvi )",357,157,137,20,200,62,25,100,13
"82360 Onkamo   (Tohmajärvi )",439,201,160,41,238,72,33,121,12
"82380 Tolosenmäki   (Kitee )",474,219,171,48,255,70,21,147,17
"82395 Haarajärvi   (Kitee )",172,82,73,9,90,34,11,41,4
"82430 Puhos-Leinovaara   (Kitee )",896,371,291,80,525,116,66,310,33
"82460 Hummovaara   (Kitee )",121,57,46,11,64,22,7,33,2
"82490 Heinoniemi   (Kitee )",129,43,33,10,86,9,3,70,4
"82500 Kitee Keskus   (Kitee )",6180,2592,2058,534,3588,762,400,2216,210
"82510 Kiteenlahti   (Kitee )",274,127,102,25,147,50,19,70,8
"82580 Juurikka   (Kitee )",382,161,137,24,221,45,16,154,6
"82590 Närsäkkälä   (Kitee )",141,67,50,17,74,11,6,52,5
"82600 Tohmajärvi Keskus   (Tohmajärvi )",2900,1223,969,254,1677,357,156,1070,94
"82655 Värtsilä Keskus   (Tohmajärvi )",350,139,104,35,211,51,20,121,19
"82660 Uusi-Värtsilä   (Tohmajärvi )",228,102,66,36,126,27,19,72,8
"82670 Kaurila   (Tohmajärvi )",113,47,35,12,66,19,5,39,3
"82675 Niirala-Jänisjoki   (Tohmajärvi )",125,45,33,12,80,27,8,37,8
"82685 Littilä   (Tohmajärvi )",206,93,82,11,113,28,14,59,12
"82710 Kovero   (Joensuu )",463,205,153,52,258,38,39,168,13
"82730 Tuupovaara Keskus-Pirttiaho   (Joensuu )",772,311,224,87,461,72,34,330,25
"82750 Öllölä   (Joensuu )",124,53,29,24,71,13,4,48,6
"82760 Hoilola   (Joensuu )",97,43,27,16,54,3,2,47,2
"82770 Kaustajärvi   (Tohmajärvi )",29,5,..,..,24,..,..,..,..
"82815 Marjovaara   (Joensuu )",150,74,59,15,76,7,11,53,5
"82820 Maukkula   (Ilomantsi )",273,107,92,15,166,27,12,124,3
"82830 Haukivaara   (Ilomantsi )",103,47,33,14,56,13,3,39,1
"82840 Pirttiaho   (Joensuu )",35,12,..,..,23,..,..,..,..
"82850 Kinnasniemi   (Joensuu )",73,32,26,6,41,5,5,30,1
"82865 Kokinvaara-Mannervaara   (Joensuu )",46,17,..,..,29,..,..,..,..
"82870 Luutalahti   (Joensuu )",33,16,..,..,17,..,..,..,..
"82880 Mannervaara   (Joensuu )",22,8,..,..,14,..,..,..,..
"82900 Ilomantsi Keskus   (Ilomantsi )",3952,1549,1271,278,2403,422,170,1710,101
"82915 Sonkaja   (Ilomantsi )",201,87,74,13,114,20,8,85,1
"82960 Lehtovaara-Kuikkalampi   (Ilomantsi )",126,61,43,18,65,8,3,52,2
"82967 Hattu   (Ilomantsi )",86,29,..,..,57,3,2,51,1
"82980 Möhkö   (Ilomantsi )",82,28,..,..,54,8,3,40,3
"83100 Liperi Keskus   (Liperi )",2576,1039,868,171,1537,346,145,960,86
"83130 Salokylä   (Liperi )",387,201,179,22,186,83,25,72,6
"83140 Puromäki   (Liperi )",127,59,50,9,68,30,8,25,5
"83150 Roukalahti   (Liperi )",226,99,87,12,127,37,12,68,10
"83160 Tutjunniemi   (Liperi )",153,60,52,8,93,13,5,64,11
"83320 Risti-Juojärvi   (Liperi )",77,44,30,14,33,5,5,19,4
"83330 Kaatamo   (Liperi )",248,96,77,19,152,49,15,85,3
"83340 Kaarnalampi   (Liperi )",93,44,37,7,49,16,4,27,2
"83400 Viinijärvi   (Liperi )",1485,659,548,111,826,201,91,480,54
"83430 Käsämä   (Liperi )",590,293,268,25,297,117,46,124,10
"83450 Vaivio   (Liperi )",351,190,164,26,161,64,30,62,5
"83460 Harinjärvi   (Liperi )",312,146,132,14,166,61,23,74,8
"83480 Ahonkylä   (Liperi )",200,94,83,11,106,28,9,64,5
"83500 Outokumpu Keskus   (Outokumpu )",6216,2435,2007,428,3781,877,500,2173,231
"83550 Kokonvaara   (Outokumpu )",166,77,66,11,89,25,4,49,11
"83630 Kuusjärvi   (Outokumpu )",416,178,150,28,238,57,28,138,15
"83660 Varislahti   (Outokumpu )",278,117,102,15,161,45,11,94,11
"83700 Polvijärvi Keskus   (Polvijärvi )",2532,1008,814,194,1524,296,173,982,73
"83720 Kuorevaara   (Polvijärvi )",295,140,115,25,155,41,34,69,11
"83750 Sotkuma   (Polvijärvi )",511,249,222,27,262,118,26,109,9
"83760 Sola   (Polvijärvi )",85,40,30,10,45,17,1,26,1
"83780 Horsmanaho   (Polvijärvi )",229,107,87,20,122,33,13,74,2
"83825 Kinahmo   (Polvijärvi )",297,146,124,22,151,38,12,92,9
"83830 Hukkala   (Polvijärvi )",127,59,43,16,68,11,10,42,5
"83835 Ruvaslahti   (Polvijärvi )",242,94,80,14,148,34,18,89,7
"83840 Saarivaara   (Polvijärvi )",62,26,..,..,36,5,11,18,2
"83855 Martonvaara-Sammakkovaara   (Polvijärvi )",160,56,39,17,104,24,6,73,1
"83870 Polvela-Timovaara   (Juuka )",213,92,58,34,121,23,3,87,8
"83880 Kajoo   (Juuka )",187,80,59,21,107,17,9,68,13
"83900 Juuka Keskus   (Juuka )",3735,1482,1194,288,2253,435,224,1467,127
"83910 Paalasmaa   (Juuka )",79,30,21,9,49,5,0,42,2
"83915 Vihtasuo   (Juuka )",8,3,..,..,5,..,..,..,..
"83940 Nunnanlahti   (Juuka )",363,137,87,50,226,44,15,151,16
"83950 Ahmovaara   (Juuka )",481,193,148,45,288,49,19,200,20
"83960 Koli   (Lieksa )",264,116,96,20,148,28,15,97,8
"83985 Tuopanjoki   (Juuka )",1,0,0,0,1,..,..,..,..
"84100 Ylivieska Keskus   (Ylivieska )",13194,6079,5239,840,7115,2794,1076,2897,348
"84460 Tuomiperä   (Ylivieska )",210,91,83,8,119,46,13,52,8
"84540 Vähäkangas   (Ylivieska )",574,251,217,34,323,157,40,112,14
"84650 Kantokylä   (Ylivieska )",219,98,77,21,121,48,7,64,2
"84770 Isokoski   (Ylivieska )",102,43,37,6,59,22,4,32,1
"84880 Raudaskylä   (Ylivieska )",683,313,268,45,370,162,62,134,12
"85100 Kalajoki Keskus   (Kalajoki )",7060,3226,2777,449,3834,1343,467,1832,192
"85120 Metsä   (Kalajoki )",303,106,90,16,197,92,34,66,5
"85140 Tynkä   (Kalajoki )",853,400,362,38,453,198,62,169,24
"85150 Typpö   (Kalajoki )",333,122,106,16,211,80,20,101,10
"85160 Rautio   (Kalajoki )",622,258,232,26,364,167,34,140,23
"85180 Rahja   (Kalajoki )",466,209,181,28,257,82,40,126,9
"85200 Alavieska Keskus   (Alavieska )",2163,910,777,133,1253,458,164,594,37
"85210 Kähtävä   (Alavieska )",235,126,115,11,109,29,20,55,5
"85230 Talus   (Alavieska )",262,113,95,18,149,43,22,76,8
"85310 Sievi Asemanseutu   (Sievi )",543,215,191,24,328,143,43,129,13
"85320 Markkula   (Sievi )",262,118,104,14,144,32,22,86,4
"85340 Jyrinki   (Sievi )",765,274,229,45,491,302,67,101,21
"85410 Sievi Keskus   (Sievi )",2060,798,693,105,1262,513,177,514,58
"85430 Koivisto   (Sievi )",615,267,227,40,348,146,44,145,13
"85450 Joenkylä   (Sievi )",282,102,88,14,180,93,26,51,10
"85470 Kiiskilampi   (Sievi )",546,205,184,21,341,144,53,131,13
"85500 Nivala Keskus   (Nivala )",7515,3166,2714,452,4349,1781,562,1825,181
"85540 Mönkö   (Nivala )",580,239,213,26,341,174,42,105,20
"85560 Ainastalo   (Nivala )",483,197,145,52,286,116,37,120,13
"85580 Karvoskylä   (Nivala )",701,310,253,57,391,121,39,219,12
"85620 Sarja   (Nivala )",282,124,104,20,158,59,19,74,6
"85630 Sarjanahde   (Nivala )",622,209,185,24,413,233,64,102,14
"85640 Maliskylä   (Nivala )",539,238,198,40,301,88,44,158,11
"85660 Ruuskankylä   (Nivala )",178,76,62,14,102,37,8,52,5
"85710 Parkkila   (Haapajärvi )",365,146,126,20,219,78,24,107,10
"85730 Tulppo   (Haapajärvi )",137,64,53,11,73,19,7,44,3
"85800 Haapajärvi Keskus   (Haapajärvi )",5797,2436,2107,329,3361,1144,446,1589,182
"85820 Oksava   (Haapajärvi )",889,396,344,52,493,172,74,232,15
"85840 Kuona   (Haapajärvi )",322,123,112,11,199,97,30,65,7
"85900 Reisjärvi Keskus   (Reisjärvi )",2054,818,733,85,1236,406,126,647,57
"85930 Kangaskylä-Tolpankangas   (Reisjärvi )",173,80,68,12,93,21,16,51,5
"85940 Räisälänmäki   (Reisjärvi )",257,117,106,11,140,61,25,51,3
"85980 Köyhänperä   (Reisjärvi )",368,168,153,15,200,72,26,89,13
"86100 Pyhäjoki Keskus   (Pyhäjoki )",1963,797,692,105,1166,360,120,632,54
"86110 Parhalahti   (Pyhäjoki )",382,169,149,20,213,71,33,99,10
"86160 Pirttikoski   (Pyhäjoki )",313,131,123,8,182,34,18,126,4
"86170 Yppäri   (Pyhäjoki )",567,234,211,23,333,136,41,142,14
"86210 Petäjäskoski   (Oulainen )",207,72,68,4,135,68,27,38,2
"86220 Merijärvi Keskus   (Merijärvi )",850,327,278,49,523,223,77,189,34
"86230 Ylipää   (Merijärvi )",156,48,42,6,108,19,13,70,6
"86240 Pyhänkoski   (Merijärvi )",189,92,78,14,97,28,16,53,0
"86300 Oulainen Keskus   (Oulainen )",6897,2903,2455,448,3994,1358,509,1971,156
"86350 Kilpua   (Oulainen )",130,61,49,12,69,17,8,39,5
"86360 Ilveskorpi   (Raahe )",229,103,95,8,126,36,12,67,11
"86400 Vihanti Keskus   (Raahe )",1777,662,564,98,1115,327,108,637,43
"86440 Lampinsaari   (Raahe )",272,98,80,18,174,46,17,98,13
"86460 Alpua   (Raahe )",399,158,143,15,241,87,28,119,7
"86470 Lumimetsä   (Raahe )",207,86,73,13,121,48,11,54,8
"86480 Karhukangas   (Haapavesi )",54,25,..,..,29,..,..,..,..
"86510 Matkaniva   (Oulainen )",305,129,112,17,176,58,17,94,7
"86530 Annonen   (Oulainen )",180,82,68,14,98,26,16,52,4
"86550 Mieluskylä   (Haapavesi )",396,146,129,17,250,115,37,85,13
"86600 Haapavesi Keskus   (Haapavesi )",5475,2327,1974,353,3148,1157,430,1425,136
"86650 Kytökylä-Joutenniva   (Haapavesi )",491,222,194,28,269,95,41,123,10
"86680 Vatjusjärvi   (Haapavesi )",487,224,181,43,263,111,23,119,10
"86690 Karsikas   (Haapavesi )",182,73,62,11,109,19,4,77,9
"86710 Kärsämäki Keskus   (Kärsämäki )",2669,1087,923,164,1582,521,166,833,62
"86790 Venetpalo   (Kärsämäki )",21,6,..,..,15,..,..,..,..
"86800 Pyhäsalmi   (Pyhäjärvi )",4299,1667,1402,265,2632,614,234,1673,111
"86810 Pellikkaperä   (Pyhäjärvi )",174,66,63,3,108,40,16,46,6
"86850 Hiidenniemi   (Pyhäjärvi )",240,101,81,20,139,34,14,86,5
"86870 Vesikoski   (Pyhäjärvi )",263,118,92,26,145,29,9,100,7
"86900 Pyhäkumpu   (Pyhäjärvi )",507,221,187,34,286,78,28,166,14
"86980 Väliaho   (Pyhäjärvi )",67,31,27,4,36,6,3,26,1
"87100 Kajaani Keskus   (Kajaani )",5910,2481,1991,490,3429,342,593,2349,145
"87150 Purola   (Kajaani )",2279,1094,884,210,1185,399,221,515,50
"87200 Teppana   (Kajaani )",4148,2023,1706,317,2125,626,269,1138,92
"87250 Kättö-Kätönlahti   (Kajaani )",4427,1997,1702,295,2430,950,299,1055,126
"87300 Palokangas   (Kajaani )",1112,460,339,121,652,166,117,320,49
"87400 Petäisenniska   (Kajaani )",1829,847,709,138,982,269,152,517,44
"87500 Lehtikangas   (Kajaani )",6029,2871,2400,471,3158,1105,498,1408,147
"87700 Lohtaja-Kettu   (Kajaani )",4152,2124,1615,509,2028,734,474,648,172
"87800 Vuoreslahti   (Kajaani )",925,453,385,68,472,168,56,228,20
"87830 Nakertaja   (Kajaani )",1532,764,625,139,768,361,112,258,37
"87850 Paltaniemi   (Kajaani )",508,228,201,27,280,135,39,99,7
"87900 Karankalahti   (Kajaani )",479,246,196,50,233,77,33,113,10
"87910 Linnantaus   (Kajaani )",518,273,246,27,245,122,44,75,4
"87930 Salmijärvi   (Kajaani )",360,104,85,19,256,50,14,186,6
"87950 Kuluntalahti   (Kajaani )",932,450,399,51,482,276,64,127,15
"87970 Jormua   (Kajaani )",491,233,197,36,258,120,37,95,6
"88120 Tuhkakylä   (Sotkamo )",94,39,31,8,55,11,6,38,0
"88200 Otanmäki-Kytökoski   (Kajaani )",1010,419,307,112,591,115,59,388,29
"88270 Vuolijoki Keskus   (Kajaani )",935,410,336,74,525,115,48,349,13
"88300 Paltamo Keskus   (Paltamo )",2334,927,728,199,1407,298,147,910,52
"88310 Melalahti   (Paltamo )",216,90,69,21,126,30,10,79,7
"88340 Manamansalo   (Vaala )",103,43,26,17,60,1,2,48,9
"88350 Kivesjärvi   (Paltamo )",112,36,28,8,76,17,7,47,5
"88380 Mieslahti   (Paltamo )",242,89,77,12,153,40,18,89,6
"88400 Ristijärvi Keskus-Hiisijärvi   (Ristijärvi )",1293,513,430,83,780,138,58,547,37
"88440 Jokikylä   (Ristijärvi )",72,38,35,3,34,3,3,26,2
"88460 Hiisijärvi   (Ristijärvi )",57,23,..,..,34,9,2,21,2
"88470 Kontiomäki   (Paltamo )",557,236,176,60,321,93,24,183,21
"88490 Pohjavaara   (Sotkamo )",262,123,102,21,139,45,15,75,4
"88530 Paakki   (Sotkamo )",117,55,42,13,62,22,10,27,3
"88600 Sotkamo Keskus   (Sotkamo )",6517,2853,2391,462,3664,909,359,2240,156
"88610 Vuokatti   (Sotkamo )",2610,1312,1134,178,1298,537,199,496,66
"88615 Vuokatin Urheiluopisto   (Sotkamo )",.,.,.,.,.,.,.,.,.
"88620 Korholanmäki   (Sotkamo )",496,238,207,31,258,96,27,120,15
"88640 Ontojoki   (Sotkamo )",82,42,37,5,40,11,4,24,1
"88670 Juurikkalahti-Maanselkä   (Sotkamo )",199,86,77,9,113,43,9,56,5
"88690 Maanselkä   (Sotkamo )",59,28,..,..,31,7,0,24,0
"88730 Ylä-Vieksi   (Kuhmo )",140,58,39,19,82,10,5,64,3
"88740 Härmänkylä-Iivantiira   (Kuhmo )",97,42,27,15,55,11,5,39,0
"88760 Iivantiira   (Kuhmo )",160,85,64,21,75,11,8,51,5
"88820 Katerma   (Kuhmo )",7,2,..,..,5,..,..,..,..
"88900 Kuhmo Keskus   (Kuhmo )",8166,3477,2707,770,4689,1041,399,3091,158
"88930 Lentiira-Kuumu   (Kuhmo )",314,133,96,37,181,18,9,143,11
"88940 Kuumu   (Kuhmo )",25,11,..,..,14,..,..,..,..
"89110 Törmänmäki   (Puolanka )",55,25,..,..,30,1,4,24,1
"89140 Kotila-Törmänmäki   (Puolanka )",87,46,40,6,41,15,7,15,4
"89200 Puolanka Keskus   (Puolanka )",2388,923,711,212,1465,237,142,1023,63
"89210 Puokiovaara   (Puolanka )",59,20,..,..,39,12,2,21,4
"89320 Joukokylä   (Puolanka )",127,50,42,8,77,16,2,53,6
"89330 Suolijärvi   (Puolanka )",67,29,..,..,38,2,6,28,2
"89400 Hyrynsalmi Keskus   (Hyrynsalmi )",2179,879,700,179,1300,207,111,928,54
"89430 Hoikka   (Hyrynsalmi )",49,20,..,..,29,..,..,..,..
"89440 Sakara   (Suomussalmi )",96,44,31,13,52,18,5,28,1
"89540 Moisiovaara   (Hyrynsalmi )",207,79,50,29,128,18,8,97,5
"89560 Karhuvaara   (Hyrynsalmi )",73,29,..,..,44,5,1,37,1
"89600 Ämmänsaari   (Suomussalmi )",5464,2366,1815,551,3098,622,278,2068,130
"89610 Jumaliskylä   (Suomussalmi )",59,25,..,..,34,1,3,29,1
"89640 Pesiökylä   (Suomussalmi )",125,70,51,19,55,20,10,24,1
"89660 Takalo   (Suomussalmi )",106,43,26,17,63,11,2,47,3
"89670 Näljänkä   (Suomussalmi )",241,87,68,19,154,16,12,120,6
"89680 Vaaranniva   (Suomussalmi )",94,31,25,6,63,3,3,55,2
"89730 Ahjola   (Suomussalmi )",32,11,..,..,21,..,..,..,..
"89740 Kianta   (Suomussalmi )",51,22,..,..,29,..,..,..,..
"89760 Piispajärvi-Peranka-Kaikkoinen   (Suomus",106,37,20,17,69,12,9,45,3
"89770 Peranka   (Suomussalmi )",38,14,..,..,24,..,..,..,..
"89780 Kaikkonen   (Suomussalmi )",66,33,22,11,33,4,2,26,1
"89800 Suomussalmi Keskus   (Suomussalmi )",1460,624,473,151,836,212,84,505,35
"89830 Ala-Vuokki   (Suomussalmi )",53,17,..,..,36,0,1,34,1
"89840 Ylä-Vuokki   (Suomussalmi )",78,20,..,..,58,2,1,52,3
"89920 Ruhtinansalmi   (Suomussalmi )",374,126,97,29,248,24,18,193,13
"90100 Oulu Keskus   (Oulu )",7995,4181,3450,731,3814,398,1067,2143,206
"90120 Heinäpää   (Oulu )",6756,3785,3036,749,2971,384,811,1650,126
"90130 Raksila   (Oulu )",6185,3069,2578,491,3116,471,984,1516,145
"90140 Karjasilta   (Oulu )",3151,1546,1342,204,1605,385,284,875,61
"90150 Höyhtyä   (Oulu )",5864,2898,2430,468,2966,814,698,1314,140
"90220 Kontinkangas   (Oulu )",660,332,286,46,328,52,216,47,13
"90230 Värttö-Maikkula   (Oulu )",7336,3758,3293,465,3578,1011,799,1626,142
"90240 Iinatti   (Oulu )",6378,3422,2908,514,2956,1108,595,1116,137
"90250 Kaukovainio   (Oulu )",6668,3183,2337,846,3485,850,898,1529,208
"90310 Madekoski   (Oulu )",2909,1384,1203,181,1525,790,299,361,75
"90400 Äimärautio   (Oulu )",760,461,400,61,299,34,102,144,19
"90410 Kaakkuri   (Oulu )",4374,2362,2024,338,2012,952,417,540,103
