"Postal code area","Households, total, 2014 (TR)","Average income of households, 2014 (TR)","Median income of households, 2014 (TR)","Households belonging to the lowest income category, 2014 (TR)","Households belonging to the middle income category, 2014 (TR)","Households belonging to the highest income category, 2014 (TR)","Accumulated purchasing power of households, 2014 (TR)"
"75840 Ylä-Valtimo   (Valtimo )",74,35491,26147,34,32,8,2626363
"75890 Saramo-Petäiskylä-Mujejärvi   (Nurmes )",32,39315,31126,8,18,6,1258089
"75930 Petäiskylä   (Nurmes )",30,24417,25261,11,18,1,732507
"75940 Mujejärvi   (Nurmes )",5,..,..,..,..,..,..
"75970 Kohtavaara   (Nurmes )",52,42060,33670,14,29,9,2187099
"75990 Höljäkkä   (Nurmes )",69,29137,26488,22,45,2,2010440
"76100 Pieksämäki Keskus   (Pieksämäki )",3397,29647,24120,1180,1903,314,100710049
"76120 Kontiopuisto   (Pieksämäki )",1025,33069,29676,292,624,109,33895759
"76130 Pappilanmäki   (Pieksämäki )",459,37373,33515,92,294,73,17154372
"76150 Länsirinne   (Pieksämäki )",1786,29986,25657,601,1030,155,53554111
"76280 Partaharju   (Pieksämäki )",64,46956,42302,7,44,13,3005203
"76620 Pyhitty   (Pieksämäki )",63,41314,38075,13,42,8,2602752
"76780 Lamminmäki   (Pieksämäki )",48,46209,48246,9,27,12,2218015
"76850 Naarajärvi   (Pieksämäki )",1368,38160,33961,300,875,193,52202890
"76940 Nenonpelto   (Pieksämäki )",110,31512,29584,30,71,9,3466314
"77110 Paltanen   (Pieksämäki )",48,32624,25799,19,22,7,1565955
"77120 Venetmäki   (Pieksämäki )",85,40664,33329,20,49,16,3456460
"77140 Huumala   (Pieksämäki )",49,38723,29136,13,24,12,1897413
"77220 Neuvola   (Pieksämäki )",82,34502,31705,23,50,9,2829178
"77240 Halkokumpu   (Pieksämäki )",71,38381,35581,18,43,10,2725029
"77320 Hurskaala   (Pieksämäki )",37,34639,28256,12,19,6,1281658
"77330 Virtasalmi Keskus   (Pieksämäki )",347,31074,25196,145,165,37,10782831
"77350 Montola   (Pieksämäki )",120,34074,28744,49,57,14,4088867
"77380 Kantala   (Mikkeli )",70,35020,29719,18,45,7,2451419
"77430 Siikamäki   (Pieksämäki )",166,40938,36970,45,92,29,6795628
"77460 Maavesi   (Joroinen )",169,39151,33940,40,94,35,6616576
"77480 Savuniemi   (Joroinen )",17,..,..,..,..,..,..
"77520 Haapakoski-Partaharju   (Pieksämäki )",88,35117,32317,28,51,9,3090273
"77570 Jäppilä Keskus   (Pieksämäki )",395,34677,28245,142,205,48,13697368
"77580 Tihusniemi   (Pieksämäki )",78,35200,32237,19,51,8,2745564
"77600 Suonenjoki Keskus   (Suonenjoki )",3374,33221,26934,1120,1864,390,112088758
"77630 Lempyy   (Suonenjoki )",99,37893,37205,18,66,15,3751430
"77690 Suontee   (Suonenjoki )",59,35709,33379,14,39,6,2106852
"77700 Rautalampi Keskus   (Rautalampi )",1325,31482,26181,482,730,113,41713243
"77770 Myhinpää   (Rautalampi )",64,29445,25721,25,33,6,1884508
"77800 Iisvesi   (Suonenjoki )",284,30603,24531,119,138,27,8691318
"77910 Vaajasalmi   (Rautalampi )",51,35930,31552,13,34,4,1832434
"77930 Kerkonjoensuu   (Rautalampi )",195,30487,27147,86,96,13,5944900
"77960 Pakarila   (Rautalampi )",4,..,..,..,..,..,..
"78200 Varkaus Keskus   (Leppävirta )",3070,23869,18544,1489,1405,176,73276781
"78210 Kuoppakangas   (Varkaus )",767,37578,31621,200,439,128,28822363
"78250 Päiviönsaari   (Varkaus )",661,29340,24595,189,392,80,19393806
"78300 Kommila   (Varkaus )",1341,29469,23134,497,702,142,39518079
"78310 Puurtila   (Leppävirta )",512,42687,38594,86,322,104,21855678
"78400 Luttila   (Varkaus )",593,39411,35186,106,397,90,23370920
"78480 Timola   (Leppävirta )",208,48151,46123,25,130,53,10015459
"78500 Pitkälänniemi-Könönpelto   (Varkaus )",1099,38989,35390,197,758,144,42848751
"78610 Kurola   (Varkaus )",113,42970,38480,14,73,26,4855600
"78710 Akonlahti   (Varkaus )",284,45062,41253,42,182,60,12797498
"78850 Käpykangas   (Joroinen )",1418,35620,31331,361,863,194,50508762
"78870 Kaura-Aho   (Varkaus )",1236,33076,29076,360,718,158,40882495
"78880 Kuvansi   (Joroinen )",568,40684,36063,97,367,104,23108369
"78900 Ruokokoski   (Varkaus )",106,39679,38833,15,69,22,4205956
"79100 Leppävirta Keskus   (Leppävirta )",2889,34147,28086,884,1588,417,98651652
"79130 Sorsakoski   (Leppävirta )",518,32208,28012,151,324,43,16683889
"79140 Kotalahti   (Leppävirta )",146,44424,38886,36,76,34,6485933
"79150 Konnuslahti-Valkeamäki   (Leppävirta )",174,43585,40879,33,107,34,7583753
"79160 Saamaiskylä   (Leppävirta )",31,37271,28929,10,15,6,1155393
"79180 Tuppurinmäki   (Leppävirta )",20,..,..,..,..,..,..
"79190 Valkeamäki   (Leppävirta )",16,..,..,..,..,..,..
"79230 Moninmäki   (Leppävirta )",27,..,..,..,..,..,..
"79255 Kurjala-Moninmäki   (Leppävirta )",64,33890,29424,22,33,9,2168963
"79265 Puponmäki   (Leppävirta )",44,34935,31918,15,27,2,1537150
"79330 Näädänmaa   (Leppävirta )",52,31012,27516,19,28,5,1612598
"79350 Itä-Soisalo   (Leppävirta )",54,35551,30330,17,27,10,1919738
"79410 Niinimäki   (Leppävirta )",68,35082,31833,24,35,9,2385562
"79480 Kangaslampi Keskus   (Varkaus )",331,32166,27385,114,173,44,10647002
"79520 Viljolahti   (Varkaus )",80,33867,31242,28,40,12,2709332
"79600 Joroinen Keskus   (Joroinen )",1333,33212,26816,462,715,156,44271215
"79620 Huutokoski   (Joroinen )",105,34076,30708,35,60,10,3578018
"79630 Kolma   (Joroinen )",104,39983,37465,24,67,13,4158205
"79660 Kerisalo   (Joroinen )",72,44305,37764,16,39,17,3189982
"79680 Lahnalahti   (Joroinen )",63,38190,29257,19,34,10,2405984
"79690 Kaitainen   (Joroinen )",84,36730,32272,29,44,11,3085331
"79700 Heinävesi Keskus   (Heinävesi )",1266,31305,25485,431,722,113,39632062
"79810 Karvion kanava   (Heinävesi )",123,32350,25150,40,72,11,3979032
"79820 Varistaipale   (Heinävesi )",53,35615,32162,14,34,5,1887607
"79830 Palokki   (Heinävesi )",31,30538,30731,12,17,2,946673
"79850 Uusi-Valamo   (Heinävesi )",.,.,.,.,.,.,.
"79860 Suuraho - Uusi-Valamo   (Heinävesi )",92,31044,24381,33,45,14,2856012
"79885 Etelä-Petruma   (Heinävesi )",37,26972,24140,18,18,1,997949
"79895 Sarvikumpu   (Heinävesi )",63,28692,24376,24,33,6,1807606
"79910 Kerma   (Heinävesi )",125,36523,31819,28,83,14,4565362
"79940 Vihtari-Poikiinaho   (Heinävesi )",81,35569,31098,27,45,9,2881079
"80100 Joensuu Keskus, Pohjoinen   (Joensuu )",5635,28601,22031,2307,2733,595,161169167
"80110 Joensuu Keskus Eteläinen   (Joensuu )",3006,29032,21666,1243,1385,378,87269108
"80130 Kanervala   (Kontiolahti )",1085,40463,34631,341,528,216,43902566
"80140 Noljakka   (Joensuu )",4016,35389,27020,1474,2035,507,142120770
"80160 Rantakylä-Latola   (Joensuu )",5440,29410,24919,2063,2991,386,159991234
"80170 Utra   (Joensuu )",1798,35165,29724,560,1008,230,63226418
"80200 Niinivaara   (Joensuu )",2544,29937,23489,924,1312,308,76160366
"80210 Sairaala-alue   (Joensuu )",.,.,.,.,.,.,.
"80220 Penttilä   (Joensuu )",1722,32248,24859,665,818,239,55531883
"80230 Hukanhauta   (Joensuu )",2345,39534,35158,445,1496,404,92708116
"80260 Kettuvaara   (Joensuu )",2246,35616,30560,584,1376,286,79992769
"80330 Reijola   (Joensuu )",1030,41095,36237,193,689,148,42328022
"80400 Ylämylly   (Liperi )",2274,39083,36047,441,1525,308,88875391
"80510 Onttola-Kunnasniemi   (Kontiolahti )",474,49402,44707,67,288,119,23416689
"80710 Lehmo   (Kontiolahti )",2179,44005,41645,323,1500,356,95887106
"80770 Kontiolahti as   (Kontiolahti )",267,44404,39408,50,179,38,11855913
"80780 Kontioniemi   (Kontiolahti )",143,45612,40877,14,100,29,6522573
"80790 Kontioranta-Kontioniemi   (Kontiolahti )",37,26927,24400,12,24,1,996281
"80850 Paihola   (Kontiolahti )",241,35876,33602,68,145,28,8646150
"80910 Kulho   (Kontiolahti )",583,45932,44938,103,370,110,26778080
"81100 Kontiolahti   (Kontiolahti )",1375,35400,30955,397,817,161,48674478
"81120 Katajaranta   (Kontiolahti )",162,40283,36511,40,99,23,6525766
"81160 Romppala-Riihikangas   (Kontiolahti )",119,30679,24975,47,62,10,3650822
"81200 Eno Keskus   (Joensuu )",1513,31054,25468,572,778,163,46984893
"81210 Louhioja   (Joensuu )",118,34194,31211,41,67,10,4034875
"81220 Jakokoski   (Kontiolahti )",265,43521,44527,50,174,41,11533087
"81230 Mönni   (Kontiolahti )",76,37765,33823,17,48,11,2870149
"81235 Lehtoi   (Kontiolahti )",108,40744,41721,25,65,18,4400347
"81260 Ahveninen   (Joensuu )",81,39181,33730,19,45,17,3173642
"81270 Paukkaja   (Joensuu )",56,36192,33733,17,32,7,2026757
"81280 Uimaharju   (Joensuu )",934,31858,28161,294,537,103,29754975
"81290 Ukkola   (Joensuu )",131,29619,27247,48,75,8,3880122
"81295 Haapalahti   (Joensuu )",72,36241,29989,18,43,11,2609353
"81320 Kuismavaara   (Joensuu )",19,..,..,..,..,..,..
"81330 Luhtapohja   (Joensuu )",51,31530,24563,17,26,8,1608005
"81350 Tokrajärvi   (Ilomantsi )",81,30935,22805,37,37,7,2505715
"81360 Sarvinki   (Joensuu )",60,29515,23925,24,30,6,1770914
"81390 Revonkylä   (Joensuu )",41,37895,28646,16,19,6,1553710
"81420 Tyrjänsaari   (Ilomantsi )",42,30063,22634,19,17,6,1262643
"81430 Kivilahti   (Ilomantsi )",50,26891,22770,19,27,4,1344535
"81450 Huhus-Käenkoski   (Ilomantsi )",60,25708,23149,27,32,1,1542494
"81460 Käenkoski   (Ilomantsi )",19,..,..,..,..,..,..
"81470 Naarva   (Ilomantsi )",26,..,..,..,..,..,..
"81560 Vuonisjärvi   (Lieksa )",89,34364,31964,28,53,8,3058382
"81570 Kelvä   (Lieksa )",58,28632,24145,25,28,5,1660640
"81590 Vuonislahti   (Lieksa )",82,33232,27870,29,45,8,2725040
"81650 Hattuvaara   (Lieksa )",90,29771,25217,37,46,7,2679363
"81660 Lehmikylä   (Lieksa )",5,..,..,..,..,..,..
"81700 Lieksa Keskus   (Lieksa )",3237,28449,23480,1228,1773,236,92088981
"81720 Mähkö-Timitra   (Lieksa )",1608,30116,25456,613,830,165,48426998
"81750 Pankakoski   (Lieksa )",497,31289,29005,137,321,39,15550407
"81810 Jamali   (Lieksa )",153,39648,37536,42,88,23,6066138
"81820 Kylänlahti   (Lieksa )",179,33168,29088,61,93,25,5937037
"81850 Mätäsvaara   (Lieksa )",86,27884,26189,36,45,5,2398054
"81860 Viekijärvi   (Lieksa )",205,29218,22352,102,79,24,5989735
"81950 Pankajärvi   (Lieksa )",42,39320,34597,7,27,8,1651454
"81970 Jongunjoki-Pankajärvi   (Lieksa )",98,30353,26544,45,41,12,2974550
"82110 Heinävaara   (Joensuu )",437,37880,35222,115,276,46,16553759
"82120 Keskijärvi   (Joensuu )",104,35640,31322,31,61,12,3706512
"82140 Kiihtelysvaara Keskus   (Joensuu )",454,33400,26069,160,244,50,15163670
"82160 Oskola   (Joensuu )",34,35205,26746,11,19,4,1196967
"82170 Uskali   (Joensuu )",29,..,..,..,..,..,..
"82180 Huhtilampi   (Joensuu )",43,31890,29783,13,24,6,1371275
"82200 Hammaslahti   (Joensuu )",1402,34464,30520,455,816,131,48318694
"82210 Suhmura   (Joensuu )",190,48403,42560,45,111,34,9196537
"82220 Niittylahti   (Joensuu )",734,43799,44141,132,502,100,32148227
"82290 Nieminen   (Rääkkylä )",226,31499,25980,94,107,25,7118810
"82300 Rääkkylä Keskus   (Rääkkylä )",544,27725,23011,254,255,35,15082582
"82310 Oravisalo-Varpasalo   (Rääkkylä )",149,33037,26181,58,72,19,4922548
"82335 Rasivaara   (Rääkkylä )",334,31779,26663,129,176,29,10614094
"82350 Tikkala   (Tohmajärvi )",153,38539,37398,37,95,21,5896463
"82360 Onkamo   (Tohmajärvi )",190,37316,31943,54,116,20,7089971
"82380 Tolosenmäki   (Kitee )",213,38211,33317,65,114,34,8138992
"82395 Haarajärvi   (Kitee )",70,39682,35305,13,49,8,2777746
"82430 Puhos-Leinovaara   (Kitee )",428,33935,29671,139,248,41,14524331
"82460 Hummovaara   (Kitee )",50,37730,35373,12,31,7,1886515
"82490 Heinoniemi   (Kitee )",69,32439,26807,28,30,11,2238313
"82500 Kitee Keskus   (Kitee )",3227,30994,25556,1206,1710,311,100017766
"82510 Kiteenlahti   (Kitee )",116,38383,35018,33,69,14,4452411
"82580 Juurikka   (Kitee )",173,37139,32841,59,89,25,6425050
"82590 Närsäkkälä   (Kitee )",70,31644,26496,26,38,6,2215052
"82600 Tohmajärvi Keskus   (Tohmajärvi )",1499,31781,26025,547,796,156,47640155
"82655 Värtsilä Keskus   (Tohmajärvi )",169,30443,24463,74,82,13,5144798
"82660 Uusi-Värtsilä   (Tohmajärvi )",108,30041,26355,47,54,7,3244404
"82670 Kaurila   (Tohmajärvi )",56,31948,24946,21,30,5,1789103
"82675 Niirala-Jänisjoki   (Tohmajärvi )",55,31229,26237,24,27,4,1717581
"82685 Littilä   (Tohmajärvi )",88,38637,34324,26,48,14,3400022
"82710 Kovero   (Joensuu )",229,35791,27842,71,129,29,8196033
"82730 Tuupovaara Keskus-Pirttiaho   (Joensuu )",451,28120,22578,182,240,29,12681949
"82750 Öllölä   (Joensuu )",62,29447,27407,25,33,4,1825703
"82760 Hoilola   (Joensuu )",52,33588,29016,17,27,8,1746551
"82770 Kaustajärvi   (Tohmajärvi )",17,..,..,..,..,..,..
"82815 Marjovaara   (Joensuu )",75,33510,30566,25,41,9,2513276
"82820 Maukkula   (Ilomantsi )",124,36597,28794,37,70,17,4538033
"82830 Haukivaara   (Ilomantsi )",48,32622,28598,16,29,3,1565859
"82840 Pirttiaho   (Joensuu )",21,..,..,..,..,..,..
"82850 Kinnasniemi   (Joensuu )",43,27463,23074,19,20,4,1180925
"82865 Kokinvaara-Mannervaara   (Joensuu )",22,..,..,..,..,..,..
"82870 Luutalahti   (Joensuu )",20,..,..,..,..,..,..
"82880 Mannervaara   (Joensuu )",15,..,..,..,..,..,..
"82900 Ilomantsi Keskus   (Ilomantsi )",2114,30271,25810,755,1182,177,63993634
"82915 Sonkaja   (Ilomantsi )",96,39496,34895,24,51,21,3791629
"82960 Lehtovaara-Kuikkalampi   (Ilomantsi )",66,29941,25469,26,36,4,1976082
"82967 Hattu   (Ilomantsi )",50,28976,24729,17,30,3,1448779
"82980 Möhkö   (Ilomantsi )",43,29100,26629,14,26,3,1251279
"83100 Liperi Keskus   (Liperi )",1270,33356,26228,457,682,131,42361769
"83130 Salokylä   (Liperi )",152,43560,42716,27,93,32,6621173
"83140 Puromäki   (Liperi )",47,35834,35600,12,32,3,1684202
"83150 Roukalahti   (Liperi )",98,36539,32941,33,52,13,3580861
"83160 Tutjunniemi   (Liperi )",69,32354,30797,28,32,9,2232402
"83320 Risti-Juojärvi   (Liperi )",37,34321,37422,13,17,7,1269886
"83330 Kaatamo   (Liperi )",109,34816,28178,43,52,14,3794965
"83340 Kaarnalampi   (Liperi )",43,32467,30430,13,25,5,1396102
"83400 Viinijärvi   (Liperi )",736,31450,27469,266,401,69,23147402
"83430 Käsämä   (Liperi )",235,43303,41017,38,159,38,10176126
"83450 Vaivio   (Liperi )",134,45982,43001,23,88,23,6161523
"83460 Harinjärvi   (Liperi )",123,47850,45460,18,66,39,5885602
"83480 Ahonkylä   (Liperi )",93,34214,29743,33,48,12,3181896
"83500 Outokumpu Keskus   (Outokumpu )",3212,29937,25348,1236,1725,251,96158461
"83550 Kokonvaara   (Outokumpu )",77,37688,35531,16,53,8,2901997
"83630 Kuusjärvi   (Outokumpu )",190,34983,33000,38,136,16,6646676
"83660 Varislahti   (Outokumpu )",131,37262,30229,40,69,22,4881384
"83700 Polvijärvi Keskus   (Polvijärvi )",1328,29666,24719,561,649,118,39396762
"83720 Kuorevaara   (Polvijärvi )",129,37635,33407,34,76,19,4854897
"83750 Sotkuma   (Polvijärvi )",196,45552,41240,30,130,36,8928137
"83760 Sola   (Polvijärvi )",37,34323,31003,11,22,4,1269939
"83780 Horsmanaho   (Polvijärvi )",104,34867,28102,31,61,12,3626189
"83825 Kinahmo   (Polvijärvi )",148,33909,28237,57,73,18,5018559
"83830 Hukkala   (Polvijärvi )",64,28387,23099,30,33,1,1816780
"83835 Ruvaslahti   (Polvijärvi )",104,37135,28809,41,43,20,3862040
"83840 Saarivaara   (Polvijärvi )",29,..,..,..,..,..,..
"83855 Martonvaara-Sammakkovaara   (Polvijärvi )",79,33086,25494,32,35,12,2613809
"83870 Polvela-Timovaara   (Juuka )",110,30769,26364,42,57,11,3384640
"83880 Kajoo   (Juuka )",84,31886,24182,39,40,5,2678388
"83900 Juuka Keskus   (Juuka )",1950,30083,24989,761,1033,156,58661937
"83910 Paalasmaa   (Juuka )",43,27234,25119,17,24,2,1171066
"83915 Vihtasuo   (Juuka )",3,..,..,..,..,..,..
"83940 Nunnanlahti   (Juuka )",182,33141,27079,65,106,11,6031703
"83950 Ahmovaara   (Juuka )",250,30888,25282,109,116,25,7722109
"83960 Koli   (Lieksa )",137,30908,24877,60,60,17,4234370
"83985 Tuopanjoki   (Juuka )",1,..,..,..,..,..,..
"84100 Ylivieska Keskus   (Ylivieska )",5990,37040,31409,1550,3675,765,221869894
"84460 Tuomiperä   (Ylivieska )",93,36002,31365,28,53,12,3348176
"84540 Vähäkangas   (Ylivieska )",207,43092,43543,39,134,34,8920119
"84650 Kantokylä   (Ylivieska )",94,36213,35594,13,72,9,3403976
"84770 Isokoski   (Ylivieska )",46,31821,27351,18,27,1,1463783
"84880 Raudaskylä   (Ylivieska )",268,39156,35978,60,183,25,10493844
"85100 Kalajoki Keskus   (Kalajoki )",3138,39678,34196,676,1935,527,124511010
"85120 Metsä   (Kalajoki )",93,46584,38675,25,57,11,4332296
"85140 Tynkä   (Kalajoki )",311,44204,38770,64,201,46,13747560
"85150 Typpö   (Kalajoki )",124,39651,28953,33,75,16,4916763
"85160 Rautio   (Kalajoki )",247,39579,33524,68,149,30,9775988
"85180 Rahja   (Kalajoki )",186,41339,38752,37,129,20,7689093
"85200 Alavieska Keskus   (Alavieska )",916,36078,31058,281,541,94,33047362
"85210 Kähtävä   (Alavieska )",98,42073,39779,27,55,16,4123109
"85230 Talus   (Alavieska )",110,39448,30675,40,61,9,4339308
"85310 Sievi Asemanseutu   (Sievi )",205,52202,33745,51,126,28,10701353
"85320 Markkula   (Sievi )",121,34931,29331,39,69,13,4226612
"85340 Jyrinki   (Sievi )",201,46871,44510,61,117,23,9420973
"85410 Sievi Keskus   (Sievi )",817,44116,30921,254,472,91,36042805
"85430 Koivisto   (Sievi )",228,43467,36732,60,137,31,9910431
"85450 Joenkylä   (Sievi )",83,45008,42779,28,42,13,3735653
"85470 Kiiskilampi   (Sievi )",185,41435,35347,59,105,21,7665426
"85500 Nivala Keskus   (Nivala )",3166,36523,31184,869,1931,366,115630262
"85540 Mönkö   (Nivala )",187,43865,39436,52,109,26,8202746
"85560 Ainastalo   (Nivala )",192,37578,33198,53,122,17,7215059
"85580 Karvoskylä   (Nivala )",305,36115,32405,78,199,28,11015199
"85620 Sarja   (Nivala )",113,39708,33607,27,69,17,4486977
"85630 Sarjanahde   (Nivala )",171,43544,39643,48,113,10,7446061
"85640 Maliskylä   (Nivala )",227,38447,33025,64,136,27,8727491
"85660 Ruuskankylä   (Nivala )",67,45416,38475,19,39,9,3042851
"85710 Parkkila   (Haapajärvi )",139,37418,35828,42,87,10,5201129
"85730 Tulppo   (Haapajärvi )",57,36797,29947,17,30,10,2097438
"85800 Haapajärvi Keskus   (Haapajärvi )",2592,34714,29077,825,1521,246,89978519
"85820 Oksava   (Haapajärvi )",345,39101,36527,90,221,34,13489955
"85840 Kuona   (Haapajärvi )",102,41987,37977,30,60,12,4282713
"85900 Reisjärvi Keskus   (Reisjärvi )",891,35491,29429,294,508,89,31622267
"85930 Kangaskylä-Tolpankangas   (Reisjärvi )",73,40944,34768,14,51,8,2988898
"85940 Räisälänmäki   (Reisjärvi )",89,45569,41258,24,48,17,4055603
"85980 Köyhänperä   (Reisjärvi )",132,41530,34672,42,75,15,5481903
"86100 Pyhäjoki Keskus   (Pyhäjoki )",894,37002,33424,210,537,147,33079679
"86110 Parhalahti   (Pyhäjoki )",152,47522,40304,28,94,30,7223364
"86160 Pirttikoski   (Pyhäjoki )",142,40448,33801,25,93,24,5743582
"86170 Yppäri   (Pyhäjoki )",209,42392,40426,49,133,27,8860017
"86210 Petäjäskoski   (Oulainen )",62,40498,40884,18,38,6,2510882
"86220 Merijärvi Keskus   (Merijärvi )",307,37455,33645,109,171,27,11498671
"86230 Ylipää   (Merijärvi )",72,32812,30611,25,42,5,2362494
"86240 Pyhänkoski   (Merijärvi )",83,40048,36100,15,56,12,3324019
"86300 Oulainen Keskus   (Oulainen )",3145,35372,30871,889,1902,354,111246427
"86350 Kilpua   (Oulainen )",60,36871,32575,18,34,8,2212260
"86360 Ilveskorpi   (Raahe )",93,42687,42634,21,54,18,3969876
"86400 Vihanti Keskus   (Raahe )",819,33814,30177,228,504,87,27693556
"86440 Lampinsaari   (Raahe )",128,31190,27866,42,76,10,3992291
"86460 Alpua   (Raahe )",169,34917,29919,49,108,12,5900967
"86470 Lumimetsä   (Raahe )",80,38789,36849,22,48,10,3103158
"86480 Karhukangas   (Haapavesi )",21,..,..,..,..,..,..
"86510 Matkaniva   (Oulainen )",125,37805,35646,32,81,12,4725592
"86530 Annonen   (Oulainen )",75,35351,32233,31,37,7,2651343
"86550 Mieluskylä   (Haapavesi )",130,41821,37097,37,79,14,5436707
"86600 Haapavesi Keskus   (Haapavesi )",2380,35664,30675,667,1445,268,84880914
"86650 Kytökylä-Joutenniva   (Haapavesi )",192,39229,34743,47,124,21,7532002
"86680 Vatjusjärvi   (Haapavesi )",195,39470,36754,44,126,25,7696621
"86690 Karsikas   (Haapavesi )",89,35624,27308,29,50,10,3170493
"86710 Kärsämäki Keskus   (Kärsämäki )",1144,34705,28841,411,627,106,39702662
"86790 Venetpalo   (Kärsämäki )",6,..,..,..,..,..,..
"86800 Pyhäsalmi   (Pyhäjärvi )",2147,32517,27318,744,1165,238,69813695
"86810 Pellikkaperä   (Pyhäjärvi )",68,38596,31794,18,41,9,2624527
"86850 Hiidenniemi   (Pyhäjärvi )",110,34705,29071,33,66,11,3817582
"86870 Vesikoski   (Pyhäjärvi )",125,34714,31157,42,67,16,4339280
"86900 Pyhäkumpu   (Pyhäjärvi )",235,37877,36035,51,142,42,8901168
"86980 Väliaho   (Pyhäjärvi )",33,36241,26881,12,16,5,1195965
"87100 Kajaani Keskus   (Kajaani )",3900,26191,20710,1507,2057,336,102144124
"87150 Purola   (Kajaani )",1046,35566,31899,262,667,117,37202101
"87200 Teppana   (Kajaani )",2120,36803,31113,483,1302,335,78022986
"87250 Kättö-Kätönlahti   (Kajaani )",1899,38133,35861,449,1208,242,72414255
"87300 Palokangas   (Kajaani )",657,27946,23933,247,361,49,18360245
"87400 Petäisenniska   (Kajaani )",896,33853,32000,214,589,93,30332253
"87500 Lehtikangas   (Kajaani )",2781,37836,32531,642,1837,302,105220590
"87700 Lohtaja-Kettu   (Kajaani )",2064,31871,27339,767,1100,197,65782086
"87800 Vuoreslahti   (Kajaani )",391,42968,39699,68,246,77,16800555
"87830 Nakertaja   (Kajaani )",622,38873,38380,150,396,76,24179022
"87850 Paltaniemi   (Kajaani )",178,49216,45134,32,108,38,8760532
"87900 Karankalahti   (Kajaani )",206,42204,42330,37,133,36,8694052
"87910 Linnantaus   (Kajaani )",193,45150,47083,31,118,44,8713910
"87930 Salmijärvi   (Kajaani )",105,39633,37962,17,73,15,4161476
"87950 Kuluntalahti   (Kajaani )",318,48287,47183,50,201,67,15355252
"87970 Jormua   (Kajaani )",188,42065,39462,30,128,30,7908312
"88120 Tuhkakylä   (Sotkamo )",47,31729,26792,16,27,4,1491273
"88200 Otanmäki-Kytökoski   (Kajaani )",543,30188,27395,167,342,34,16392067
"88270 Vuolijoki Keskus   (Kajaani )",449,36289,30014,122,274,53,16293588
"88300 Paltamo Keskus   (Paltamo )",1205,30787,26225,446,662,97,37098809
"88310 Melalahti   (Paltamo )",103,34848,30401,34,58,11,3589330
"88340 Manamansalo   (Vaala )",55,32039,29510,19,29,7,1762132
"88350 Kivesjärvi   (Paltamo )",50,32121,30750,18,28,4,1606030
"88380 Mieslahti   (Paltamo )",106,33664,32997,35,60,11,3568369
"88400 Ristijärvi Keskus-Hiisijärvi   (Ristijärvi )",649,33650,27732,220,356,73,21838602
"88440 Jokikylä   (Ristijärvi )",35,37059,32986,7,24,4,1297050
"88460 Hiisijärvi   (Ristijärvi )",23,..,..,..,..,..,..
"88470 Kontiomäki   (Paltamo )",267,30848,29942,85,162,20,8236461
"88490 Pohjavaara   (Sotkamo )",105,43239,38634,21,66,18,4540131
"88530 Paakki   (Sotkamo )",48,34625,29721,19,26,3,1661998
"88600 Sotkamo Keskus   (Sotkamo )",3193,35087,29572,938,1862,393,112031387
"88610 Vuokatti   (Sotkamo )",1140,39244,34764,246,708,186,44738198
"88615 Vuokatin Urheiluopisto   (Sotkamo )",.,.,.,.,.,.,.
"88620 Korholanmäki   (Sotkamo )",194,43015,41007,40,123,31,8344957
"88640 Ontojoki   (Sotkamo )",41,36377,29813,10,25,6,1491461
"88670 Juurikkalahti-Maanselkä   (Sotkamo )",77,43749,34574,16,48,13,3368704
"88690 Maanselkä   (Sotkamo )",27,..,..,..,..,..,..
"88730 Ylä-Vieksi   (Kuhmo )",74,28773,25180,32,39,3,2129220
"88740 Härmänkylä-Iivantiira   (Kuhmo )",43,32974,27654,17,22,4,1417863
"88760 Iivantiira   (Kuhmo )",75,34886,31494,27,38,10,2616422
"88820 Katerma   (Kuhmo )",3,..,..,..,..,..,..
"88900 Kuhmo Keskus   (Kuhmo )",4166,32148,26545,1477,2336,353,133930127
"88930 Lentiira-Kuumu   (Kuhmo )",164,31776,25252,54,96,14,5211238
"88940 Kuumu   (Kuhmo )",13,..,..,..,..,..,..
"89110 Törmänmäki   (Puolanka )",31,31060,26833,9,19,3,962853
"89140 Kotila-Törmänmäki   (Puolanka )",33,37507,26974,11,19,3,1237734
"89200 Puolanka Keskus   (Puolanka )",1226,30838,26497,441,680,105,37807939
"89210 Puokiovaara   (Puolanka )",25,..,..,..,..,..,..
"89320 Joukokylä   (Puolanka )",62,28889,22203,36,22,4,1791094
"89330 Suolijärvi   (Puolanka )",33,32603,27130,11,19,3,1075910
"89400 Hyrynsalmi Keskus   (Hyrynsalmi )",1119,31436,27056,412,611,96,35177166
"89430 Hoikka   (Hyrynsalmi )",20,..,..,..,..,..,..
"89440 Sakara   (Suomussalmi )",42,33884,29414,15,23,4,1423139
"89540 Moisiovaara   (Hyrynsalmi )",101,29333,26898,43,55,3,2962616
"89560 Karhuvaara   (Hyrynsalmi )",38,30119,26453,12,24,2,1144519
"89600 Ämmänsaari   (Suomussalmi )",2788,32147,27056,890,1647,251,89624831
"89610 Jumaliskylä   (Suomussalmi )",28,..,..,..,..,..,..
"89640 Pesiökylä   (Suomussalmi )",57,33926,31064,16,38,3,1933804
"89660 Takalo   (Suomussalmi )",54,28905,25893,21,30,3,1560882
