"Postal code area","Aged 18 or over, total, 2012 (HR)","Average income of inhabitants, 2012 (HR)","Median income of inhabitants, 2012 (HR)","Inhabintants belonging to the lowest income category, 2012 (HR)","Inhabitants belonging to the middle income category, 2012 (HR)","Inhabintants belonging to the highest income category, 2012 (HR)","Accumulated purchasing power of inhabitants, 2012 (HR)"
"08150 Keskilohja  (Lohja)",3917,25513,23757,539,2248,1130,99935983
"08200 Ojamo  (Lohja)",3174,20776,19788,557,2150,467,65941964
"08350 Routio  (Lohja)",1974,23513,21354,347,1174,453,46413977
"08360 Kisakallio  (Lohja)",.,.,.,.,.,.,.
"08450 Hormajärvi  (Lohja)",271,24074,18631,54,163,54,6524099
"08480 Karstu  (Lohja)",201,24180,23954,38,110,53,4860117
"08500 Ventelä-Millola  (Lohja)",4914,25198,23428,700,2883,1331,123822378
"08680 Muijala  (Lohja)",1288,28306,27171,166,594,528,36458667
"08700 Virkkala  (Lohja)",5786,23757,22053,918,3444,1424,137456787
"08800 Kirkniemi  (Lohja)",1241,26035,24558,180,658,403,32309996
"09120 Karjalohja  (Lohja)",973,22320,19402,206,581,186,21717570
"09220 Sammatti  (Lohja)",1192,23156,22272,180,739,273,27602261
"09430 Saukkola  (Lohja)",1330,23493,21999,219,802,309,31246281
"09520 Millola  (Lohja)",101,24321,21654,24,56,21,2456400
"09630 Koisjärvi  (Lohja)",398,23773,22782,87,197,114,9461503
"09810 Nummi-Oinola  (Lohja)",815,20926,18498,202,453,160,17055034
"09930 Leppäkorpi  (Lohja)",243,20624,18081,62,138,43,5011566
"10120 Tähtelä  (Inkoo)",520,24011,21324,118,262,140,12485603
"10140 Päivölä  (Inkoo)",235,26672,25747,40,116,79,6267822
"10160 Degerby  (Inkoo)",654,28165,24858,114,301,239,18419665
"10210 Inkoo Keskus  (Inkoo)",2145,24937,22534,346,1226,573,53489656
"10230 Inkoo Asemanseutu  (Inkoo)",301,22460,21062,69,163,69,6760522
"10250 Fagervik  (Inkoo)",115,30320,20894,24,64,27,3486840
"10270 Barösund  (Inkoo)",123,21644,18508,34,67,22,2662247
"10300 Karjaa Keskus  (Raasepori)",6009,21359,19586,1155,3867,987,128343787
"10320 Bäljars  (Raasepori)",1041,20504,19259,212,685,144,21344619
"10330 Pinjainen  (Raasepori)",484,22004,21532,95,294,95,10650022
"10350 Meltolan sairaala-alue  (Raasepori)",86,16087,15918,18,65,3,1383450
"10360 Mustio  (Raasepori)",1055,23641,22208,191,642,222,24941689
"10380 Kaunislahti  (Raasepori)",93,22737,22535,19,51,23,2114498
"10410 Åminnefors  (Raasepori)",333,19959,18166,76,213,44,6646411
"10420 Pohjankuru  (Raasepori)",1514,23030,18107,270,1037,207,34867695
"10440 Bollsta  (Raasepori)",285,22639,18311,61,178,46,6452237
"10470 Fiskari  (Raasepori)",388,20300,17060,90,245,53,7876484
"10480 Antskog  (Raasepori)",95,20686,19183,22,59,14,1965161
"10520 Tenhola Kirkonkylä  (Raasepori)",1366,22889,20022,278,846,242,31266808
"10570 Bromarv  (Raasepori)",438,20421,16067,124,260,54,8944373
"10600 Tammisaari Keskus  (Raasepori)",4364,22899,19038,850,2747,767,99932842
"10620 Högbacka  (Raasepori)",1490,21797,20704,260,991,239,32477516
"10640 Dragsvik  (Raasepori)",747,24677,23878,105,453,189,18433856
"10650 Flyet  (Raasepori)",2150,22011,20495,370,1402,378,47324602
"10660 Trollböle  (Raasepori)",716,20638,19522,147,466,103,14776779
"10680 Skogby  (Raasepori)",171,20250,20406,34,116,21,3462730
"10710 Snappertuna  (Raasepori)",304,22719,21752,54,193,57,6906514
"10820 Lappohja  (Hanko)",541,21179,19720,86,360,95,11457886
"10900 Hanko Keskus  (Hanko)",3719,21290,18829,702,2442,575,79175833
"10940 Hangonkylä  (Hanko)",1759,24032,22117,243,1132,384,42271772
"10960 Hanko Pohjoinen  (Hanko)",1550,22716,21776,236,1040,274,35209158
"11100 Riihimäki Keskus  (Riihimäki)",5784,21914,19288,1011,3794,979,126749488
"11120 Pohjois-Riihimäki  (Riihimäki)",5741,23470,22208,893,3608,1240,134742932
"11130 Peltosaari-Patastenmäki  (Riihimäki)",7092,22900,21420,1307,4238,1547,162406783
"11310 Taka-Kasarmi  (Riihimäki)",600,23342,23208,91,370,139,14004993
"11710 Herajoki  (Riihimäki)",2370,23691,22722,371,1455,544,56146918
"11910 Lasi-Kumela  (Riihimäki)",1986,23134,21106,374,1175,437,45944415
"12100 Oitti  (Hausjärvi)",2130,21431,19223,409,1362,359,45648334
"12130 Mommila  (Hausjärvi)",273,22403,18773,71,151,51,6115976
"12170 Hietoinen  (Hausjärvi)",191,22105,19616,49,101,41,4222137
"12210 Hausjärvi kk  (Hausjärvi)",185,24018,21474,37,106,42,4443316
"12240 Hikiä  (Hausjärvi)",1315,27033,23274,216,766,333,35548413
"12310 Ryttylä  (Hausjärvi)",1429,22496,21745,224,916,289,32146232
"12350 Turkhauta  (Hausjärvi)",375,22675,20294,80,221,74,8503160
"12380 Leppäkoski  (Janakkala)",411,22288,21058,61,282,68,9160361
"12400 Tervakoski  (Janakkala)",3603,23226,21717,543,2254,806,83682061
"12450 Vähikkälä  (Janakkala)",228,22840,21172,44,141,43,5207531
"12520 Kormu  (Loppi)",332,23567,23973,66,185,81,7824130
"12540 Launonen  (Loppi)",1138,23615,23508,191,674,273,26873499
"12600 Läyliäinen  (Loppi)",1471,21806,20568,326,855,290,32077224
"12630 Sajaniemi  (Loppi)",240,21623,20359,47,147,46,5189495
"12640 Joentaka  (Loppi)",265,21519,20995,70,129,66,5702607
"12700 Loppi kk  (Loppi)",1932,21331,18662,371,1224,337,41211033
"12750 Pilpala  (Loppi)",436,20374,17612,127,234,75,8883043
"12820 Räyskälä  (Loppi)",44,20184,19992,12,27,5,888090
"12920 Topeno  (Loppi)",291,21656,19949,68,156,67,6301937
"12950 Vojakkala-Eerolankulma  (Loppi)",152,21258,18595,37,88,27,3231221
"13100 Hämeenlinna Keskus  (Hämeenlinna)",9268,22835,19723,1712,5781,1775,211638970
"13110 Kantola  (Hämeenlinna)",136,23923,23744,24,78,34,3253507
"13130 Kauriala  (Hämeenlinna)",5372,21324,18957,949,3578,845,114553278
"13200 Keinusaari  (Hämeenlinna)",1318,20887,18457,209,934,175,27529223
"13210 Hätilä  (Hämeenlinna)",6819,23183,20717,1113,4269,1437,158084644
"13220 Sairio  (Hämeenlinna)",1360,24889,23054,193,795,372,33849222
"13250 Katuma  (Hämeenlinna)",887,17474,15775,227,596,64,15499233
"13270 Ruununmylly  (Hämeenlinna)",1083,28945,26468,133,568,382,31347335
"13300 Käikälä  (Hämeenlinna)",1968,25055,24807,216,1224,528,49307493
"13330 Harviala  (Janakkala)",504,25464,24183,55,305,144,12833947
"13430 Hattelmala  (Hämeenlinna)",870,25949,24472,112,513,245,22576000
"13500 Jukola  (Hämeenlinna)",9028,23063,21922,1374,5814,1840,208214785
"13530 Hämeenlinna sairaala-alue  (Hämeenlinna)",.,.,.,.,.,.,.
"13600 Ojoinen  (Hämeenlinna)",3136,21080,19559,545,2093,498,66107196
"13700 Parolannummi  (Hattula)",336,25572,22908,52,209,75,8592323
"13720 Parola  (Hattula)",3490,22871,21565,583,2204,703,79819698
"13800 Katinala  (Hattula)",1079,24645,21452,172,665,242,26592416
"13880 Rahkoila  (Hattula)",936,24542,24097,150,537,249,22971213
"13900 Pekola  (Hattula)",669,24942,22937,104,398,167,16686364
"14140 Jokimaa  (Janakkala)",167,20631,19588,49,85,33,3445399
"14200 Turenki  (Janakkala)",7173,22113,20518,1159,4774,1240,158613085
"14240 Väli-Janakkala  (Janakkala)",714,23280,22392,125,420,169,16621813
"14300 Renko kk  (Hämeenlinna)",1769,22219,19557,375,1076,318,39305187
"14330 Kaloinen  (Hämeenlinna)",13,..,..,..,..,..,..
"14370 Lukana  (Hämeenlinna)",40,19461,17634,9,26,5,778453
"14430 Vuohiniemi  (Hattula)",65,20935,19929,17,34,14,1360804
"14450 Rimmilä  (Hämeenlinna)",110,20533,18317,29,66,15,2258670
"14500 Iittala  (Hämeenlinna)",2676,21926,20652,477,1708,491,58675152
"14530 Leteensuo  (Hattula)",196,22528,22405,41,121,34,4415446
"14610 Lepaa  (Hattula)",355,21139,19842,96,209,50,7504428
"14620 Tyrväntö  (Hattula)",139,20679,19162,31,84,24,2874337
"14680 Alvettula  (Hämeenlinna)",478,20488,18223,127,283,68,9793203
"14690 Torvoila  (Hämeenlinna)",151,21456,18342,42,78,31,3239923
"14700 Hauho kk  (Hämeenlinna)",1650,21824,17055,383,1044,223,36009622
"14770 Eteläinen  (Hämeenlinna)",696,23329,22879,121,423,152,16236661
"14810 Pohjoinen  (Hämeenlinna)",244,21246,20423,59,144,41,5183940
"14820 Syrjäntaka  (Hämeenlinna)",667,22412,19719,132,410,125,14948750
"14840 Sairiala  (Hämeenlinna)",188,23825,18372,44,108,36,4479009
"14870 Juttila  (Hämeenlinna)",197,19660,15457,55,120,22,3873008
"14930 Sappee  (Hämeenlinna)",102,18235,15047,37,54,11,1859992
"14960 Puutikkala  (Pälkäne)",79,19360,14733,22,45,12,1529440
"14980 Kuohijoki  (Pälkäne)",45,21882,14859,14,24,7,984709
"15100 Lahti Asemanseutu  (Lahti)",5378,20171,17300,1214,3403,761,108480610
"15110 Keski-Lahti  (Lahti)",4416,20415,17008,1121,2699,596,90154218
"15140 Kartano-Paavola  (Lahti)",13613,21415,17894,2707,8990,1916,291518570
"15150 Möysä  (Lahti)",3571,20953,18160,850,2172,549,74823937
"15160 Kolava  (Lahti)",960,29704,28122,97,464,399,28515495
"15170 Tenava-Tonttila  (Lahti)",3182,20016,17666,693,2084,405,63690823
"15200 Kiveriö  (Lahti)",3044,18867,16367,800,1922,322,57431599
"15210 Kivistönmäki  (Lahti)",3657,18781,16920,780,2543,334,68683605
"15230 Kytölä  (Lahti)",2052,24299,22106,327,1253,472,49860675
"15240 Mukkula  (Lahti)",6385,21328,17985,1340,4178,867,136178009
"15270 Kukkila  (Hollola)",1192,26245,23920,189,684,319,31284557
"15300 Myllypohja-Koiskala  (Lahti)",3070,23106,21128,585,1856,629,70936357
"15320 Ahtiala  (Lahti)",2061,24271,22938,398,1149,514,50022000
"15340 Kunnas-Hiekkanummi  (Lahti)",2000,24047,23596,299,1228,473,48093417
"15460 Mäkelä  (Nastola)",486,22618,20436,114,274,98,10992577
"15500 Liipola  (Lahti)",4129,17021,15449,1134,2739,256,70279792
"15520 Saksala  (Lahti)",2014,19512,17755,371,1440,203,39296876
"15540 Villähde  (Nastola)",3275,23663,23044,536,2007,732,77496544
"15550 Rakokivi  (Nastola)",2938,20250,19331,566,1972,400,59493102
"15560 Nastola kk  (Nastola)",3381,20552,18395,663,2249,469,69486665
"15580 Ruuhijärvi  (Nastola)",210,21766,19757,45,126,39,4570951
"15610 Laune-Nikkilä  (Lahti)",4043,22999,21550,694,2489,860,92983867
"15680 Renkomäki-Ämmälä  (Lahti)",2038,25632,24800,283,1146,609,52237564
"15700 Hennala-Jokimaa  (Lahti)",5105,21560,19885,1044,3168,893,110065545
"15800 Kärpänen  (Lahti)",2885,20021,17660,674,1836,375,57759953
"15810 Kasakkamäki  (Lahti)",1030,22617,21920,175,657,198,23295689
"15820 Okeroinen  (Hollola)",750,23326,23100,127,449,174,17494516
"15830 Metsäkangas  (Lahti)",3241,20271,18674,605,2232,404,65697706
"15840 Riihelä  (Lahti)",1577,21988,20370,260,1052,265,34675651
"15850 Likolampi  (Lahti)",514,23097,21676,101,313,100,11871833
"15860 Kartano  (Hollola)",2884,21094,19332,558,1884,442,60835290
"15870 Salpakangas  (Hollola)",3308,22613,19959,569,2166,573,74803011
"15880 Soramäki  (Hollola)",3768,23537,21898,667,2255,846,88688978
"15900 Jalkaranta  (Lahti)",1407,33008,26380,192,664,551,46441566
"15950 Kiikkula  (Lahti)",3502,25205,21074,562,2138,802,88267549
"15980 Messilä  (Hollola)",.,.,.,.,.,.,.
"16100 Uusikylä  (Nastola)",1158,21014,20044,221,766,171,24333863
"16160 Okkeri  (Nastola)",84,20327,18481,18,57,9,1707481
"16200 Artjärvi Keskus  (Orimattila)",579,20697,17238,153,339,87,11983401
"16230 Artjärvi Kirkonkylä  (Orimattila)",246,21782,16610,72,125,49,5358350
"16260 Hietana  (Orimattila)",145,22960,16408,40,81,24,3329232
"16270 Villikkala  (Orimattila)",125,22165,18355,29,71,25,2770675
"16280 Kuivanto  (Orimattila)",478,20939,19631,119,271,88,10008627
"16300 Orimattila Keskus  (Orimattila)",8489,21388,19283,1650,5459,1380,181564543
"16310 Virenoja  (Orimattila)",438,22401,21790,101,233,104,9811689
"16320 Pennala  (Orimattila)",686,25620,23425,88,420,178,17574994
"16330 Heinämaa  (Orimattila)",265,23708,21484,56,143,66,6282616
"16350 Niinikoski  (Orimattila)",263,22301,19510,71,147,45,5865283
"16390 Pakaa  (Orimattila)",219,21496,19499,51,123,45,4707544
"16450 Mallusjoki  (Orimattila)",407,22004,18164,108,226,73,8955606
"16500 Herrala  (Hollola)",681,22481,21592,143,416,122,15309409
"16510 Luhtikylä  (Orimattila)",355,23087,21073,84,197,74,8195825
"16540 Mertie  (Kärkölä)",226,21972,19105,56,126,44,4965585
"16600 Järvelä  (Kärkölä)",2495,20600,19153,517,1643,335,51398039
"16610 Kärkölä kk  (Kärkölä)",597,22291,19033,145,324,128,13307605
"16630 Tennilä  (Hollola)",236,22371,20595,58,125,53,5279491
"16670 Lappila  (Kärkölä)",527,21990,19039,121,310,96,11588934
"16710 Hollola kk  (Hollola)",694,26066,23722,109,397,188,18089523
"16730 Kutajärvi  (Hollola)",782,27982,22544,120,485,177,21881608
"16790 Manskivi  (Hollola)",89,26106,21678,11,60,18,2323411
"16800 Hämeenkoski  (Hämeenkoski)",1679,21041,18468,400,1018,261,35328278
"16900 Lammi kk  (Hämeenlinna)",4004,20936,18559,911,2457,636,83826236
"16960 Iso-Evo  (Hämeenlinna)",150,21240,16847,39,87,24,3185930
"16970 Evo  (Hämeenlinna)",63,16726,13043,28,27,8,1053729
"16980 Ronni  (Hämeenlinna)",11,..,..,..,..,..,..
"17110 Sipilä  (Hollola)",871,24142,23057,155,501,215,21027387
"17120 Paimela  (Hollola)",448,23023,20877,90,257,101,10314120
"17130 Vesivehmaa  (Asikkala)",598,23485,21320,118,358,122,14044006
"17150 Urajärvi  (Asikkala)",309,22941,21651,60,189,60,7088833
"17200 Vääksy Keskus  (Asikkala)",4451,21703,18606,881,2851,719,96600394
"17220 Pietilä  (Asikkala)",139,19295,16337,38,86,15,2682001
"17240 Kalkkinen  (Asikkala)",375,20259,16797,98,232,45,7596973
"17320 Asikkala  (Asikkala)",271,21994,19676,50,177,44,5960262
"17410 Viitaila  (Asikkala)",213,20211,16833,60,118,35,4304954
"17430 Kurhila  (Asikkala)",231,20258,16616,68,128,35,4679616
"17440 Vähimaa  (Asikkala)",49,20025,14048,19,21,9,981215
"17450 Iso-Äiniö-Vähimaa  (Asikkala)",187,20912,18387,48,113,26,3910617
"17470 Maakeski  (Padasjoki)",227,20441,16544,71,128,28,4640173
"17500 Padasjoki Keskus  (Padasjoki)",1670,18707,16321,413,1102,155,31240881
"17510 Nyystölä  (Padasjoki)",213,21402,18170,61,124,28,4558696
"17530 Arrakoski  (Padasjoki)",206,19432,15838,55,123,28,4003029
"17610 Auttoinen  (Padasjoki)",286,18825,15151,98,154,34,5383855
"17630 Vesijako  (Padasjoki)",106,19706,15407,36,57,13,2088844
"17710 Torittu  (Padasjoki)",63,19954,14779,24,28,11,1257096
"17740 Kasiniemi-Torittu  (Padasjoki)",49,19404,17433,12,32,5,950780
"17780 Harmoinen  (Kuhmoinen)",58,21796,15206,19,24,15,1264195
"17800 Kuhmoinen Keskus  (Kuhmoinen)",1689,19136,16038,456,1059,174,32320829
"17840 Harjunsalmi  (Kuhmoinen)",63,16563,14652,18,43,2,1043460
"17850 Pihlajakoski  (Kuhmoinen)",76,18489,14225,34,31,11,1405153
"17870 Ruolahti  (Kuhmoinen)",60,18796,14499,16,37,7,1127768
"17930 Päijälä  (Kuhmoinen)",74,20442,17450,21,44,9,1512689
"17950 Kylämä  (Kuhmoinen)",23,..,..,..,..,..,..
"17970 Puukkoinen  (Kuhmoinen)",33,17501,13383,14,13,6,577535
"18100 Heinola Keskus  (Heinola)",6125,21212,18505,1090,4148,887,129920921
"18120 Reumasairaala-alue  (Heinola)",751,21759,20988,114,510,127,16341255
"18130 Tommola-Sahanniemi  (Heinola)",1637,18048,15895,401,1099,137,29544317
"18150 Jyränkö  (Heinola)",2029,20245,18728,391,1387,251,41077256
"18200 Kaakonlampi-Pyhätön  (Heinola)",1806,18717,16925,410,1230,166,33803244
"18300 Heinola kk  (Heinola)",2376,20861,19409,498,1547,331,49566920
"18600 Myllyoja  (Heinola)",657,22235,21969,123,414,120,14608311
"19110 Vierumäki taajama  (Heinola)",547,21391,21268,103,381,63,11701088
"19120 Vierumäki urheiluopisto  (Heinola)",108,21001,20822,35,50,23,2268082
"19160 Huutotöyry  (Iitti)",395,20353,17443,120,210,65,8039282
"19210 Lusi  (Heinola)",387,20261,17738,90,239,58,7840814
"19230 Onkiniemi  (Sysmä)",105,21129,16530,36,49,20,2218500
"19250 Syrjäkoski  (Heinola)",47,20196,14593,19,24,4,949219
"19260 Paaso-Syrjäkoski  (Heinola)",113,18314,15616,35,67,11,2069443
"19310 Karilanmaa  (Sysmä)",79,20189,15794,25,43,11,1594927
"19320 Nikkaroinen  (Sysmä)",77,21639,18536,20,44,13,1666167
"19370 Nuoramoinen  (Sysmä)",359,20175,15195,130,168,61,7242957
"19410 Kuortti  (Pertunmaa)",398,19646,16943,118,235,45,7819175
"19420 Mansikkamäki  (Pertunmaa)",158,19386,14526,51,86,21,3063015
"19430 Pertunmaa Keskus  (Pertunmaa)",646,18743,15527,176,397,73,12108077
"19460 Ruorasmäki  (Pertunmaa)",102,19134,15858,33,53,16,1951679
"19470 Lihavanpää-Hartosenpää  (Pertunmaa)",138,17655,14448,45,80,13,2436442
"19480 Hartosenpää  (Pertunmaa)",69,16804,14104,26,36,7,1159465
"19510 Lepsala  (Hartola)",29,..,..,..,..,..,..
"19540 Koitti-Lepsala  (Hartola)",261,17305,14618,96,145,20,4516534
"19600 Hartola Keskus  (Hartola)",2014,19102,16141,563,1243,208,38471452
"19610 Murakka  (Hartola)",106,18327,16311,33,60,13,1942643
"19620 Pohela  (Hartola)",153,18419,15721,51,86,16,2818125
"19630 Kalhonkylä  (Hartola)",71,21150,18939,20,42,9,1501668
"19650 Joutsa Keskus  (Joutsa)",3039,19466,16565,833,1850,356,59157961
"19670 Mieskonmäki  (Joutsa)",137,21272,16524,45,70,22,2914292
"19700 Sysmä Keskus  (Sysmä)",2704,18646,15681,760,1674,270,50419368
"19730 Särkilampi  (Sysmä)",24,..,..,..,..,..,..
"19740 Liikola  (Sysmä)",112,17945,14056,44,56,12,2009832
"19770 Valittula  (Sysmä)",102,20472,16829,33,53,16,2088144
"19850 Putkijärvi-Siltasuo  (Hartola)",94,17880,14408,36,44,14,1680754
"19910 Tammijärvi  (Luhanka)",398,19708,15865,114,229,55,7843734
"19920 Pappinen  (Joutsa)",142,18418,15090,52,74,16,2615367
"19950 Luhanka  (Luhanka)",272,19605,14698,87,148,37,5332677
"20100 Turku Keskus  (Turku)",22902,22397,18295,5473,13376,4053,512938820
"20200 Iso-Heikkilä  (Turku)",1781,18379,16649,402,1227,152,32733638
"20210 Pahaniemi  (Turku)",3464,18582,17464,736,2432,296,64369027
"20240 Pansio-Perno  (Turku)",4135,18530,17465,989,2758,388,76621940
"20250 Pitkämäki-Muhkuri  (Turku)",602,27820,23919,104,310,188,16747760
"20300 Pohjola-Kastu  (Turku)",5202,23692,20499,990,3109,1103,123243235
"20320 Kuninkoja-Mälikkälä  (Turku)",13456,21968,20209,2118,9123,2215,295601723
"20360 Kärsämäki-Urusvuori-Halinen  (Turku)",9313,19379,17700,1879,6501,933,180479676
"20380 Räntämäki-Saramäki  (Turku)",2269,20987,18722,677,1160,432,47620311
"20400 Moisio  (Turku)",2148,24853,24561,295,1271,582,53384276
"20460 Jäkärlä  (Turku)",2820,20696,19821,575,1839,406,58363533
"20500 Vesilinna  (Turku)",5577,18992,15658,1884,2924,769,105917828
"20520 Kupittaa  (Turku)",2593,20288,16508,723,1509,361,52606792
"20540 Nummi-Ylioppilaskylä  (Turku)",16638,19572,16608,5245,8909,2484,325636140
"20610 Varissuo  (Turku)",10242,18360,16636,2780,6450,1012,188041423
"20660 Littoinen  (Kaarina)",5318,26826,24808,697,2967,1654,142659681
"20700 Vartiovuori-Samppalinna  (Turku)",5147,22012,18258,1127,3118,902,113293670
"20720 Vasaramäki  (Turku)",5211,22851,18569,975,3282,954,119078566
"20730 Skanssi  (Turku)",24,..,..,..,..,..,..
"20740 Ilpoinen-Harittu  (Turku)",7565,21970,20017,1457,4796,1312,166203100
"20750 Huhkola-Lauste-Vaala  (Turku)",4063,19026,17725,974,2658,431,77300965
"20760 Piispanristi  (Kaarina)",3088,26351,23291,460,1846,782,81370847
"20780 Kaarina Keskus  (Kaarina)",8823,25517,21564,1335,5480,2008,225135882
"20800 Ammattikorkeakoulu  (Turku)",.,.,.,.,.,.,.
"20810 Martti-Korppolaismäki  (Turku)",13778,22818,19758,2617,8632,2529,314383768
"20880 Uittamo  (Turku)",3526,25198,21007,595,2178,753,88847496
"20900 Moikoinen-Pikisaari  (Turku)",5788,32009,25832,835,2806,2147,185268337
"20960 Kakskerta  (Turku)",1137,29865,23347,192,584,361,33955965
"21100 Naantali Keskus  (Naantali)",5766,26271,21284,889,3579,1298,151477629
"21110 Taimo-Nuhjala-Lietsala  (Naantali)",5570,26310,23865,789,3231,1550,146545900
"21120 Viherjäinen  (Raisio)",1385,27797,25192,180,751,454,38498808
"21130 Poikko  (Naantali)",439,27915,24845,74,227,138,12254581
"21140 Rymättylä Keskus  (Naantali)",1060,23826,21097,195,656,209,25255794
"21150 Röölä  (Naantali)",259,21580,18265,57,163,39,5589326
"21160 Merimasku  (Naantali)",1293,31009,25459,196,669,428,40094105
"21180 Livonsaari  (Naantali)",172,20836,19164,46,88,38,3583851
"21195 Velkua  (Naantali)",201,24709,21265,41,117,43,4966477
"21200 Raisio Keskus  (Raisio)",10046,21877,19627,1653,6781,1612,219778585
"21210 Hakinmäki  (Raisio)",1994,24443,23241,306,1184,504,48739272
"21220 Somersoja  (Raisio)",1099,22900,21208,167,725,207,25166908
"21230 Lemu  (Masku)",1315,24553,23766,189,812,314,32287494
"21240 Askainen Keskus  (Masku)",691,21998,20788,147,411,133,15200691
"21250 Masku  (Masku)",4892,25780,24328,663,2854,1375,126114105
"21260 Ihala  (Raisio)",2852,26487,24129,400,1627,825,75540538
"21270 Nousiainen  (Nousiainen)",3609,23307,22613,609,2211,789,84116139
"21280 Kuloinen  (Raisio)",1761,26402,24183,218,1044,499,46493647
"21290 Rusko  (Rusko)",2909,25446,23759,425,1711,773,74021141
"21310 Vahto  (Rusko)",1349,23566,22831,238,819,292,31790937
"21330 Paattinen  (Turku)",1432,23220,21053,244,888,300,33251707
"21340 Tortinmäki  (Turku)",488,20448,19339,120,290,78,9978759
"21350 Ilmarinen  (Lieto)",1360,26344,25190,185,764,411,35827908
"21360 Lieto Asemanseutu  (Lieto)",1400,23557,21878,242,869,289,32979783
"21370 Käyrä  (Aura)",471,23744,22480,85,276,110,11183438
"21380 Aura Keskus  (Aura)",2490,22590,21888,392,1609,489,56249338
"21410 Vanhalinna  (Lieto)",1502,29558,26406,191,765,546,44395552
"21420 Lieto Keskus  (Lieto)",5838,23654,21811,955,3541,1342,138092307
"21430 Yliskulma  (Lieto)",584,24165,23296,97,339,148,14112164
"21450 Tarvasjoki Keskus  (Tarvasjoki)",1397,23077,21478,271,843,283,32239016
"21480 Prunkila  (Marttila)",276,22576,20351,53,164,59,6230905
"21490 Marttila  (Marttila)",898,21570,18813,206,539,153,19370183
"21500 Piikkiö  (Kaarina)",5335,24717,22668,816,3176,1343,131867423
"21510 Hevonpää  (Paimio)",353,25731,23051,57,205,91,9082878
"21520 Naskarla  (Paimio)",11,..,..,..,..,..,..
"21530 Paimio Keskus  (Paimio)",6470,23492,21655,996,4091,1383,151990720
