"Postal code area","Aged 18 or over, total, 2016 (HR)","Average income of inhabitants, 2016 (HR)","Median income of inhabitants, 2016 (HR)","Inhabintants belonging to the lowest income category, 2016 (HR)","Inhabitants belonging to the middle income category, 2016 (HR)","Inhabintants belonging to the highest income category, 2016 (HR)","Accumulated purchasing power of inhabitants, 2016 (HR)"
"07890 Mickelspiltom   (Loviisa )",168,22318,20436,38,105,25,3749380
"07900 Loviisa Keskus   (Loviisa )",3454,22410,20254,667,2198,589,77402709
"07910 Valko   (Loviisa )",933,22146,20458,180,593,160,20662397
"07920 Etelä-Harju   (Loviisa )",1174,24316,21755,205,739,230,28547352
"07930 Pernaja Kirkonkylä   (Loviisa )",532,24064,21712,77,342,113,12801924
"07940 Määrlahti   (Loviisa )",839,21413,17999,170,551,118,17965238
"07945 Kuggom   (Loviisa )",395,23706,21229,87,223,85,9363968
"07955 Tesjoki   (Loviisa )",938,23441,21446,161,577,200,21987246
"07960 Ahvenkoski   (Loviisa )",101,23974,20937,15,67,19,2421339
"07970 Ruotsinpyhtää Keskus   (Loviisa )",476,21710,19634,80,326,70,10334000
"07980 Kuninkaankylä   (Loviisa )",243,20990,18860,55,155,33,5100647
"07990 Ruotsinkylä-Koskisto   (Loviisa )",246,22282,18798,65,127,54,5481330
"08100 Lohja Keskus   (Lohja )",6833,24045,20691,1145,4316,1372,164301857
"08150 Keskilohja   (Lohja )",3958,26401,24129,572,2245,1141,104495239
"08200 Ojamo   (Lohja )",3030,21467,20296,542,2075,413,65044799
"08350 Routio   (Lohja )",1909,24258,21111,333,1149,427,46307962
"08360 Kisakallio   (Lohja )",0,0,0,0,0,0,0
"08450 Hormajärvi   (Lohja )",237,27024,21445,50,132,55,6404645
"08480 Karstu   (Lohja )",203,26067,24788,40,102,61,5291505
"08500 Ventelä-Millola   (Lohja )",4985,25530,23667,786,2905,1294,127269192
"08680 Muijala   (Lohja )",1314,28115,26349,208,661,445,36942480
"08700 Virkkala   (Lohja )",5819,24256,22496,968,3499,1352,141148229
"08800 Kirkniemi   (Lohja )",1228,26095,24932,208,653,367,32044582
"09120 Karjalohja   (Lohja )",975,23479,20624,190,585,200,22891564
"09220 Sammatti   (Lohja )",1262,23465,22528,207,789,266,29612664
"09430 Saukkola   (Lohja )",1331,24531,22699,220,797,314,32650544
"09520 Millola   (Lohja )",108,24783,22412,23,61,24,2676560
"09630 Koisjärvi   (Lohja )",383,23735,22548,85,202,96,9090598
"09810 Nummi-Oinola   (Lohja )",801,23091,21096,177,436,188,18496061
"09930 Leppäkorpi   (Lohja )",250,21922,18554,64,137,49,5480434
"10120 Tähtelä   (Inkoo )",506,24111,22116,107,284,115,12199970
"10140 Päivölä   (Inkoo )",240,27689,26068,41,120,79,6645248
"10160 Degerby   (Inkoo )",674,30044,27161,103,310,261,20249483
"10210 Inkoo Keskus   (Inkoo )",2201,25685,22635,371,1246,584,56532715
"10230 Inkoo Asemanseutu   (Inkoo )",295,23966,22861,63,163,69,7070080
"10250 Fagervik   (Inkoo )",113,29171,21504,15,67,31,3296289
"10270 Barösund   (Inkoo )",117,22369,19289,29,65,23,2617156
"10300 Karjaa Keskus   (Raasepori )",5959,22312,20474,1127,3847,985,132959039
"10320 Bäljars   (Raasepori )",1038,21177,19724,226,666,146,21982188
"10330 Pinjainen   (Raasepori )",486,22786,22149,101,289,96,11073787
"10350 Meltolan sairaala-alue   (Raasepori )",55,17920,16307,14,38,3,985602
"10360 Mustio   (Raasepori )",1040,25037,22328,175,652,213,26038234
"10380 Kaunislahti   (Raasepori )",90,22469,22669,20,51,19,2022198
"10410 Åminnefors   (Raasepori )",318,20284,17846,74,207,37,6450318
"10420 Pohjankuru   (Raasepori )",1449,24146,18779,262,983,204,34987498
"10440 Bollsta   (Raasepori )",283,20731,18268,69,182,32,5866859
"10470 Fiskari   (Raasepori )",419,21685,19009,97,261,61,9086093
"10480 Antskog   (Raasepori )",95,21923,20218,24,54,17,2082685
"10520 Tenhola Kirkonkylä   (Raasepori )",1350,23100,20619,264,862,224,31185018
"10570 Bromarv   (Raasepori )",424,21526,17228,116,253,55,9127072
"10600 Tammisaari Keskus   (Raasepori )",4233,24036,19758,799,2674,760,101746288
"10620 Tammisaari   (Raasepori )",1498,22641,21371,242,1020,236,33915927
"10640 Dragsvik   (Raasepori )",744,24309,24019,118,464,162,18085663
"10650 Flyet   (Raasepori )",2156,22646,20608,366,1429,361,48824464
"10660 Trollböle   (Raasepori )",705,24290,20641,123,486,96,17124756
"10680 Skogby   (Raasepori )",159,21313,20784,34,105,20,3388837
"10710 Snappertuna   (Raasepori )",304,22272,21062,57,200,47,6770755
"10820 Lappohja   (Hanko )",478,21410,20078,85,324,69,10233898
"10900 Hanko Keskus   (Hanko )",3487,21972,19747,624,2360,503,76614964
"10940 Hangonkylä   (Hanko )",1692,24737,22736,227,1097,368,41854853
"10960 Hanko Pohjoinen   (Hanko )",1498,22930,21770,230,1013,255,34349316
"11100 Riihimäki Keskus   (Riihimäki )",5786,22540,19961,1032,3855,899,130419218
"11120 Pohjois-Riihimäki   (Riihimäki )",5597,24009,22478,870,3531,1196,134378836
"11130 Peltosaari-Patastenmäki   (Riihimäki )",7529,23409,21820,1412,4512,1605,176247747
"11310 Taka-Kasarmi   (Riihimäki )",567,24541,23808,92,328,147,13914679
"11710 Herajoki   (Riihimäki )",2380,24906,22826,406,1435,539,59275894
"11910 Lasi-Kumela   (Janakkala )",1895,24424,22115,335,1128,432,46284356
"12100 Oitti   (Hausjärvi )",2073,22209,19677,408,1326,339,46038697
"12130 Mommila   (Hausjärvi )",262,23470,20934,61,146,55,6149014
"12170 Hietoinen   (Hausjärvi )",169,21714,20973,45,91,33,3669619
"12210 Hausjärvi kk   (Hausjärvi )",177,24391,22814,33,104,40,4317197
"12240 Hikiä   (Hausjärvi )",1280,25465,23898,211,733,336,32595678
"12310 Ryttylä   (Hausjärvi )",1454,22304,21345,257,953,244,32429693
"12350 Turkhauta   (Hausjärvi )",366,23163,21932,75,213,78,8477684
"12380 Leppäkoski   (Janakkala )",398,24266,22317,73,239,86,9657693
"12400 Tervakoski   (Janakkala )",3622,24344,22610,555,2284,783,88173648
"12450 Vähikkälä   (Janakkala )",221,24129,22251,41,133,47,5332461
"12520 Kormu   (Loppi )",321,25897,24298,48,186,87,8312939
"12540 Launonen   (Loppi )",1144,24043,23250,191,696,257,27504681
"12600 Läyliäinen   (Loppi )",1423,22977,22162,282,857,284,32696954
"12630 Sajaniemi   (Loppi )",229,24144,22312,39,132,58,5528909
"12640 Joentaka   (Loppi )",255,23243,23323,62,121,72,5927006
"12700 Loppi kk   (Loppi )",1900,21781,18954,374,1226,300,41383312
"12750 Pilpala   (Loppi )",429,22189,19375,101,256,72,9518945
"12820 Räyskälä   (Loppi )",46,21808,20049,12,28,6,1003188
"12920 Topeno   (Loppi )",293,23144,21217,58,181,54,6781054
"12950 Vojakkala-Eerolankulma   (Loppi )",148,21387,20905,37,92,19,3165226
"13100 Hämeenlinna Keskus   (Hämeenlinna )",9698,23261,20308,1848,6036,1814,225588813
"13110 Kantola   (Hämeenlinna )",155,22377,19851,28,94,33,3468408
"13130 Kauriala   (Hämeenlinna )",5247,22334,19823,930,3483,834,117184122
"13200 Keinusaari   (Hämeenlinna )",1372,21378,19360,205,1002,165,29330099
"13210 Hätilä   (Hämeenlinna )",6748,23647,21160,1166,4237,1345,159570799
"13220 Sairio   (Hämeenlinna )",1472,26072,23893,198,874,400,38378472
"13250 Katuma   (Hämeenlinna )",924,18912,16581,250,572,102,17475015
"13270 Ruununmylly   (Hämeenlinna )",1166,29269,26356,167,598,401,34127576
"13300 Käikälä   (Hämeenlinna )",1988,25894,25197,243,1216,529,51476506
"13330 Harviala   (Janakkala )",581,30821,25002,71,353,157,17907017
"13430 Hattelmala   (Hämeenlinna )",862,26634,24671,136,504,222,22958447
"13500 Jukola   (Hämeenlinna )",9159,23814,22355,1439,5911,1809,218116844
"13530 Hämeenlinna sairaala-alue   (Hämeenlinna )",0,0,0,0,0,0,0
"13600 Ojoinen   (Hämeenlinna )",3085,21550,19759,596,2058,431,66480313
"13700 Parolannummi   (Hattula )",338,26222,23555,46,213,79,8863120
"13720 Parola   (Hattula )",3554,23811,22395,564,2272,718,84625712
"13800 Katinala   (Hattula )",1103,24881,21518,188,690,225,27443511
"13880 Rahkoila   (Hattula )",901,28236,24724,128,532,241,25440671
"13900 Pekola   (Hattula )",649,27271,23845,100,375,174,17698581
"14140 Jokimaa   (Janakkala )",171,21166,19356,55,86,30,3619415
"14200 Turenki   (Janakkala )",7073,23046,21366,1116,4716,1241,163002579
"14240 Väli-Janakkala   (Janakkala )",709,24583,22914,107,448,154,17429487
"14300 Renko kk   (Hämeenlinna )",1797,22536,20528,391,1096,310,40496549
"14430 Vuohiniemi   (Hattula )",65,22639,19094,18,35,12,1471507
"14450 Rimmilä   (Hämeenlinna )",120,22210,22959,26,72,22,2665213
"14500 Iittala   (Hämeenlinna )",2596,23409,21734,461,1658,477,60770758
"14530 Leteensuo   (Hattula )",193,24708,23503,34,115,44,4768694
"14610 Lepaa   (Hattula )",332,22271,20487,87,186,59,7394124
"14620 Tyrväntö   (Hattula )",132,22602,22364,32,75,25,2983460
"14680 Alvettula   (Hämeenlinna )",487,22388,19494,123,270,94,10903019
"14690 Torvoila   (Hämeenlinna )",150,22107,18800,33,89,28,3316051
"14700 Hauho kk   (Hämeenlinna )",1618,21425,17762,379,1014,225,34664869
"14770 Eteläinen   (Hämeenlinna )",701,23137,22928,122,432,147,16218755
"14810 Pohjoinen   (Hämeenlinna )",240,22873,20777,57,133,50,5489444
"14820 Syrjäntaka   (Hämeenlinna )",663,22420,20618,129,415,119,14864423
"14840 Sairiala   (Hämeenlinna )",178,25060,21569,46,83,49,4460614
"14870 Juttila   (Hämeenlinna )",198,19813,16130,53,121,24,3922963
"14930 Sappee   (Hämeenlinna )",97,19536,17158,34,48,15,1895000
"14960 Puutikkala   (Pälkäne )",68,22167,17607,17,39,12,1507362
"14980 Kuohijoki   (Pälkäne )",39,26665,18952,10,22,7,1039936
"15100 Lahti Asemanseutu   (Lahti )",5384,21557,18841,1154,3448,782,116061440
"15110 Keski-Lahti   (Lahti )",4493,22971,18592,1059,2751,683,103207706
"15140 Kartano-Paavola   (Lahti )",13865,22005,18734,2743,9229,1893,305105215
"15150 Möysä   (Lahti )",3708,21366,18606,826,2355,527,79225450
"15160 Kolava   (Lahti )",1383,31388,29187,138,656,589,43408954
"15170 Tenava-Tonttila   (Lahti )",3148,20676,18397,729,2039,380,65087438
"15200 Kiveriö   (Lahti )",2932,19949,17709,750,1881,301,58491765
"15210 Kivistönmäki   (Lahti )",3806,19491,17701,857,2611,338,74182907
"15230 Kytölä   (Lahti )",2123,25543,23433,325,1306,492,54227006
"15240 Mukkula   (Lahti )",6512,22162,18797,1367,4305,840,144316227
"15270 Kukkila   (Hollola )",1223,28199,25168,195,667,361,34486973
"15300 Myllypohja-Koiskala   (Lahti )",3056,23739,21824,577,1867,612,72547370
"15320 Ahtiala   (Lahti )",2161,25392,23786,349,1268,544,54871054
"15340 Kunnas-Hiekkanummi   (Lahti )",2038,24804,23889,325,1210,503,50550045
"15460 Mäkelä   (Lahti )",455,24366,21604,92,273,90,11086491
"15500 Liipola   (Lahti )",4191,17870,16395,1146,2777,268,74891215
"15520 Saksala   (Lahti )",1957,20299,18552,371,1379,207,39724321
"15540 Villähde   (Lahti )",3313,24918,23638,526,2010,777,82553016
"15550 Rakokivi   (Lahti )",2994,21068,19498,578,2016,400,63077825
"15560 Nastola kk   (Lahti )",3243,21669,19204,675,2073,495,70274093
"15580 Ruuhijärvi   (Lahti )",197,22663,21180,43,125,29,4464666
"15610 Laune-Nikkilä   (Lahti )",4114,23379,21908,725,2559,830,96180269
"15680 Renkomäki-Ämmälä   (Lahti )",2197,26640,25663,331,1200,666,58528147
"15700 Hennala-Jokimaa   (Hollola )",5471,22515,20518,1034,3501,936,123180728
"15800 Kärpänen   (Lahti )",2896,21248,19179,618,1874,404,61533495
"15810 Kasakkamäki   (Lahti )",995,23329,21653,184,623,188,23212801
"15820 Okeroinen   (Hollola )",758,24297,23490,132,463,163,18417205
"15830 Metsäkangas   (Lahti )",3250,20923,19049,614,2239,397,67999235
"15840 Riihelä   (Lahti )",1568,22954,21846,265,1041,262,35992463
"15850 Likolampi   (Lahti )",534,22114,20594,114,324,96,11808849
"15860 Kartano   (Hollola )",2865,22281,20494,516,1891,458,63834010
"15870 Salpakangas   (Hollola )",3420,22608,20176,617,2245,558,77317652
"15880 Soramäki   (Hollola )",3713,24172,22409,626,2292,795,89750787
"15900 Jalkaranta   (Lahti )",1374,34380,27752,188,627,559,47237668
"15950 Kiikkula   (Lahti )",3311,25308,21609,554,2063,694,83794970
"15980 Messilä   (Hollola )",0,0,0,0,0,0,0
"16100 Uusikylä   (Lahti )",1120,21842,20851,215,736,169,24462887
"16160 Okkeri   (Lahti )",85,20376,18441,30,42,13,1731923
"16200 Artjärvi Keskus   (Orimattila )",571,21112,17914,140,357,74,12054823
"16230 Artjärvi Kirkonkylä   (Orimattila )",265,21223,17868,67,153,45,5624216
"16260 Hietana   (Orimattila )",143,22513,18001,38,84,21,3219359
"16270 Villikkala   (Orimattila )",115,24795,18969,25,67,23,2851430
"16280 Kuivanto   (Orimattila )",466,22466,21226,91,298,77,10469078
"16300 Orimattila Keskus   (Orimattila )",8485,22493,20054,1648,5406,1431,190853022
"16310 Virenoja   (Orimattila )",442,23805,22626,86,255,101,10521741
"16320 Pennala   (Orimattila )",747,26242,24407,113,436,198,19602706
"16330 Heinämaa   (Orimattila )",266,24895,21854,57,150,59,6622044
"16350 Niinikoski   (Orimattila )",257,21731,20069,52,167,38,5584918
"16390 Pakaa   (Orimattila )",230,21900,20575,53,127,50,5037016
"16450 Mallusjoki   (Orimattila )",381,22777,20653,86,234,61,8678188
"16500 Herrala   (Hollola )",675,23421,22859,133,410,132,15808859
"16510 Luhtikylä   (Orimattila )",346,24251,21639,71,202,73,8390774
"16540 Mertie   (Kärkölä )",234,22791,19978,50,143,41,5333012
"16600 Järvelä   (Kärkölä )",2397,21697,20154,481,1587,329,52008033
"16610 Kärkölä kk   (Kärkölä )",570,23300,21018,125,321,124,13281103
"16630 Tennilä   (Hollola )",231,24945,22948,54,117,60,5762318
"16670 Lappila   (Kärkölä )",517,22559,19062,124,287,106,11662748
"16710 Hollola kk   (Hollola )",702,26444,24087,121,398,183,18563618
"16730 Kutajärvi   (Hollola )",796,24525,22133,134,484,178,19521931
"16790 Manskivi   (Hollola )",83,25868,21783,17,48,18,2147003
"16800 Hämeenkoski   (Hollola )",1641,21516,19229,391,1004,246,35307714
"16900 Lammi kk   (Hämeenlinna )",3955,21606,18908,860,2492,603,85451172
"16960 Iso-Evo   (Hämeenlinna )",137,22399,19163,28,81,28,3068641
"16970 Evo   (Hämeenlinna )",60,17696,15207,23,31,6,1061740
"17110 Sipilä   (Hollola )",839,24926,22870,165,454,220,20913076
"17120 Paimela   (Hollola )",427,25235,23266,90,227,110,10775301
"17130 Vesivehmaa   (Asikkala )",603,24299,21781,114,361,128,14652486
"17150 Urajärvi   (Asikkala )",306,23980,22415,61,181,64,7337871
"17200 Vääksy Keskus   (Asikkala )",4432,22210,19275,862,2864,706,98436475
"17220 Pietilä   (Asikkala )",130,20525,17058,35,81,14,2668211
"17240 Kalkkinen   (Asikkala )",349,20687,17361,102,200,47,7219774
"17320 Asikkala   (Asikkala )",269,21119,18488,63,172,34,5681114
"17410 Viitaila   (Asikkala )",205,20980,18317,55,113,37,4300883
"17430 Kurhila   (Asikkala )",224,21236,18423,58,134,32,4756819
"17440 Vähimaa   (Asikkala )",47,27241,17218,14,20,13,1280319
"17450 Iso-Äiniö-Vähimaa   (Asikkala )",180,21562,18975,43,108,29,3881134
"17470 Maakeski   (Padasjoki )",223,21575,18910,59,126,38,4811226
"17500 Padasjoki Keskus   (Padasjoki )",1590,19566,17317,378,1056,156,31109322
"17510 Nyystölä   (Padasjoki )",201,28187,19069,53,125,23,5665500
"17530 Arrakoski   (Padasjoki )",193,20691,18318,48,119,26,3993272
"17610 Auttoinen   (Padasjoki )",246,19683,17367,75,147,24,4841992
"17630 Vesijako   (Padasjoki )",105,19299,16233,32,61,12,2026441
"17710 Torittu   (Padasjoki )",58,25465,20434,17,29,12,1476951
"17740 Kasiniemi-Torittu   (Padasjoki )",48,19393,17392,14,29,5,930859
"17780 Harmoinen   (Kuhmoinen )",58,24598,18785,11,33,14,1426691
"17800 Kuhmoinen Keskus   (Kuhmoinen )",1594,19438,16853,429,997,168,30984476
"17840 Harjunsalmi   (Kuhmoinen )",65,19373,16180,19,39,7,1259215
"17850 Pihlajakoski   (Kuhmoinen )",63,20443,16454,22,33,8,1287894
"17870 Ruolahti   (Kuhmoinen )",53,17913,16270,12,38,3,949415
"17930 Päijälä   (Kuhmoinen )",71,19110,16928,18,48,5,1356830
"17950 Kylämä   (Kuhmoinen )",22,..,..,..,..,..,..
"17970 Puukkoinen   (Kuhmoinen )",30,23591,22337,6,18,6,707736
"18100 Heinola Keskus   (Heinola )",6056,22170,19354,1072,4082,902,134259628
"18120 Reumasairaala-alue   (Heinola )",768,22190,21158,109,560,99,17042274
"18130 Tommola-Sahanniemi   (Heinola )",1611,19117,17336,386,1090,135,30797575
"18150 Jyränkö   (Heinola )",1983,20967,19169,398,1357,228,41577513
"18200 Kaakonlampi-Pyhätön   (Heinola )",1750,19583,17652,400,1198,152,34270317
"18300 Heinola kk   (Heinola )",2275,21982,20079,490,1458,327,50009224
"18600 Myllyoja   (Heinola )",655,22551,21893,127,412,116,14770874
"19110 Vierumäki taajama   (Heinola )",540,22636,21696,96,357,87,12223591
"19120 Vierumäki urheiluopisto   (Heinola )",113,23029,18641,38,59,16,2602222
"19160 Huutotöyry   (Iitti )",389,21196,17903,114,209,66,8245312
"19210 Lusi   (Heinola )",367,22207,18843,78,226,63,8150064
"19230 Onkiniemi   (Sysmä )",99,22022,19076,33,47,19,2180179
"19250 Syrjäkoski   (Heinola )",41,20426,17311,13,22,6,837467
"19260 Paaso-Syrjäkoski   (Heinola )",103,19115,16785,30,62,11,1968822
"19310 Karilanmaa   (Sysmä )",71,20350,16536,22,39,10,1444853
"19320 Nikkaroinen   (Sysmä )",80,21723,21030,26,39,15,1737877
"19370 Nuoramoinen   (Sysmä )",349,22306,16277,118,172,59,7784857
"19410 Kuortti   (Pertunmaa )",396,21170,18634,105,241,50,8383161
"19420 Mansikkamäki   (Pertunmaa )",140,22133,19367,40,79,21,3098672
"19430 Pertunmaa Keskus   (Pertunmaa )",646,19399,16870,184,394,68,12531663
"19460 Ruorasmäki   (Pertunmaa )",96,19466,15844,35,45,16,1868704
"19470 Lihavanpää-Hartosenpää   (Pertunmaa )",139,18074,14673,49,74,16,2512250
"19480 Hartosenpää   (Pertunmaa )",64,18550,15255,26,32,6,1187189
"19510 Lepsala   (Hartola )",32,21687,21183,4,23,5,693981
"19540 Koitti-Lepsala   (Hartola )",249,18386,15678,89,135,25,4578121
"19600 Hartola Keskus   (Hartola )",1827,19506,17084,488,1167,172,35636953
"19610 Murakka   (Hartola )",83,20374,16628,26,49,8,1691012
"19620 Pohela   (Hartola )",143,19249,16862,41,82,20,2752631
"19630 Kalhonkylä   (Hartola )",67,20853,18014,24,32,11,1397162
"19650 Joutsa Keskus   (Joutsa )",2934,20131,17580,761,1848,325,59064833
"19670 Mieskonmäki   (Joutsa )",116,22644,20809,26,67,23,2626732
"19700 Sysmä Keskus   (Sysmä )",2570,19770,16853,692,1599,279,50808871
"19730 Särkilampi   (Sysmä )",20,..,..,..,..,..,..
"19740 Liikola   (Sysmä )",112,19329,14980,44,54,14,2164893
"19770 Valittula   (Sysmä )",109,20457,19059,29,66,14,2229787
"19850 Putkijärvi-Siltasuo   (Hartola )",87,21681,18654,28,46,13,1886225
"19910 Tammijärvi   (Luhanka )",387,21127,17326,100,232,55,8176049
"19920 Pappinen   (Joutsa )",126,20775,19927,37,70,19,2617654
"19950 Luhanka   (Luhanka )",259,21555,16026,75,142,42,5582740
"20100 Turku Keskus   (Turku )",24161,23512,19394,5701,14146,4314,568075377
"20200 Iso-Heikkilä   (Turku )",2005,19553,18020,479,1333,193,39202824
"20210 Pahaniemi   (Turku )",3433,19003,17751,779,2411,243,65236444
"20240 Pansio-Perno   (Turku )",4174,18703,17788,1141,2678,355,78065054
"20250 Pitkämäki-Muhkuri   (Turku )",603,29171,24800,101,311,191,17590103
"20300 Pohjola-Kastu   (Turku )",5689,24100,21031,1112,3431,1146,137103598
"20320 Kuninkoja-Mälikkälä   (Turku )",14110,22893,20917,2273,9541,2296,323026252
"20360 Kärsämäki-Urusvuori-Halinen   (Turku )",9442,20060,18288,2022,6552,868,189404201
"20380 Räntämäki-Saramäki   (Turku )",2379,21076,18319,745,1221,413,50139002
"20400 Moisio   (Turku )",2335,26235,25413,329,1369,637,61259666
"20460 Jäkärlä   (Turku )",2832,21448,20317,601,1823,408,60740508
"20500 Vesilinna   (Turku )",6098,19413,16207,2105,3228,765,118382044
"20520 Kupittaa   (Turku )",3118,23734,17698,867,1775,476,74002256
"20540 Nummi-Ylioppilaskylä   (Turku )",17123,20135,17431,5678,8923,2522,344776837
"20610 Varissuo   (Turku )",10421,18965,17221,2924,6509,988,197633120
"20660 Littoinen   (Kaarina )",5449,27977,25565,751,3039,1659,152449236
"20700 Vartiovuori-Samppalinna   (Turku )",5349,22738,19327,1247,3184,918,121626945
"20720 Vasaramäki   (Turku )",5301,23737,19128,1082,3300,919,125828677
"20730 Skanssi   (Turku )",77,23080,20626,13,46,18,1777129
"20740 Ilpoinen-Harittu   (Turku )",7670,22218,20367,1568,4821,1281,170411923
"20750 Huhkola-Lauste-Vaala   (Turku )",3964,19601,18208,1036,2509,419,77698726
"20760 Piispanristi   (Kaarina )",3351,31500,23633,510,2035,806,105555735
"20780 Kaarina Keskus   (Kaarina )",9365,25921,22052,1465,5841,2059,242754604
"20800 Ammattikorkeakoulu   (Turku )",0,0,0,0,0,0,0
"20810 Martti-Korppolaismäki   (Turku )",14513,23675,20747,2745,9096,2672,343591889
"20880 Uittamo   (Turku )",3418,25774,21971,563,2099,756,88093992
"20900 Moikoinen-Pikisaari   (Turku )",6713,34503,26319,985,3279,2449,231621955
"20960 Kakskerta   (Turku )",1126,33463,23966,184,596,346,37679263
"21100 Naantali Keskus   (Naantali )",5838,27013,21672,896,3640,1302,157703204
"21110 Taimo-Nuhjala-Lietsala   (Naantali )",5784,27211,24530,842,3304,1638,157387115
"21120 Viherjäinen   (Raisio )",1436,27181,25264,231,785,420,39031788
"21130 Poikko   (Naantali )",448,29359,25363,81,230,137,13152832
"21140 Rymättylä Keskus   (Naantali )",1047,25155,21840,179,642,226,26337605
"21150 Röölä   (Naantali )",272,23235,19794,51,167,54,6319813
"21160 Merimasku   (Naantali )",1344,32404,25218,197,726,421,43551320
"21180 Livonsaari   (Naantali )",183,23261,20743,40,102,41,4256722
"21195 Velkua   (Naantali )",189,24845,22345,33,116,40,4695717
"21200 Raisio Keskus   (Raisio )",10119,22192,20117,1744,6913,1462,224565761
"21210 Hakinmäki   (Raisio )",2013,25068,23556,309,1233,471,50461371
"21220 Somersoja   (Raisio )",1093,22869,21702,180,718,195,24995714
"21230 Lemu   (Masku )",1340,25472,24543,176,842,322,34131854
"21240 Askainen Keskus   (Masku )",690,23487,21332,125,430,135,16205806
