"Postal code area","Free-time residences, 2017 (RA)","Buildings, total, 2017 (RA)","Other buildings, 2017 (RA)","Residential buildings, 2017 (RA)","Dwellings, 2017 (RA)","Average floor area, 2017 (RA)","Dwellings in small houses, 2017 (RA)","Dwellings in blocks of flats, 2017 (RA)"
"52340 Hangastenmaa   (Mikkeli )",346,153,16,137,120,104.0,120,0
"52360 Someenjärvi   (Mikkeli )",408,80,5,75,55,103.3,55,0
"52420 Pellosniemi   (Mikkeli )",1078,372,70,302,507,77.3,248,259
"52510 Hietanen   (Hirvensalmi )",376,333,37,296,271,102.5,271,0
"52520 Syväsmäki   (Hirvensalmi )",149,83,8,75,73,101.2,73,0
"52550 Hirvensalmi Keskus   (Hirvensalmi )",1877,942,132,810,1091,82.5,1037,54
"52610 Tuukkalanlahti   (Hirvensalmi )",221,105,11,94,72,92.0,72,0
"52620 Kuitula   (Hirvensalmi )",522,104,8,96,64,99.1,64,0
"52700 Mäntyharju Keskus   (Mäntyharju )",2242,2175,390,1785,3042,80.8,2317,725
"52720 Karankamäki-Koirakivi   (Mäntyharju )",217,104,30,74,74,89.4,74,0
"52730 Koirakivi   (Mäntyharju )",272,79,11,68,55,108.5,55,0
"52740 Tuustaipale   (Mäntyharju )",472,222,23,199,170,102.9,169,1
"52760 Mynttilä   (Mäntyharju )",54,66,5,61,51,94.7,51,0
"52780 Kuomiokoski   (Mikkeli )",170,88,18,70,87,74.4,87,0
"52830 Suomenniemi   (Mikkeli )",1200,506,115,391,398,88.2,398,0
"52850 Halmeniemi   (Mäntyharju )",300,120,21,99,73,99.9,73,0
"52890 Käävänkylä   (Mäntyharju )",422,107,15,92,59,105.1,59,0
"52920 Voikoski   (Kouvola )",556,145,30,115,87,94.8,87,0
"52960 Nurmaa   (Mäntyharju )",333,105,16,89,72,99.7,72,0
"52970 Pankalahti-Ahvenainen   (Mäntyharju )",207,64,7,57,43,109.1,43,0
"52980 Ahvenainen   (Heinola )",329,71,8,63,44,104.1,44,0
"53100 Lappeenranta keskus   (Lappeenranta )",15,1271,180,1091,7596,58.4,1247,6349
"53130 Keskussairaala-alue-Kimpinen   (Lappeenr",0,49,15,34,427,62.2,25,402
"53200 Kaukas-Tirilä   (Lappeenranta )",0,324,109,215,941,67.5,265,676
"53300 Lauritsala-Mälkiä   (Lappeenranta )",202,2342,211,2131,4214,79.0,2449,1765
"53400 Laihia   (Lappeenranta )",154,867,69,798,819,107.2,813,6
"53420 Mustola   (Lappeenranta )",0,272,72,200,264,98.1,264,0
"53500 Parkkarila-Harapainen-Reijola   (Lappee",0,1830,218,1612,2358,89.8,1906,452
"53550 Kourulanmäki   (Lappeenranta )",0,430,122,308,486,95.3,410,76
"53600 Kesämäki   (Lappeenranta )",0,418,139,279,1650,62.9,260,1390
"53650 Mattila-Kuusela   (Lappeenranta )",7,763,66,697,1035,86.8,759,276
"53810 Kuusimäki-Lavola   (Lappeenranta )",0,487,79,408,2402,65.1,631,1771
"53830 Rutola   (Lappeenranta )",65,314,32,282,273,118.5,273,0
"53850 Skinnarila   (Lappeenranta )",597,2246,154,2092,6084,74.8,2495,3589
"53900 Pallo-Tysterniemi-Leiri   (Lappeenranta )",0,215,74,141,2121,57.8,155,1966
"53920 Voisalmi   (Lappeenranta )",8,316,35,281,1993,68.2,363,1630
"53950 Kivisalmi   (Lappeenranta )",159,367,31,336,1165,79.6,424,741
"54100 Joutseno Keskus   (Lappeenranta )",453,2091,327,1764,2783,87.3,2117,666
"54110 Lampikangas   (Lappeenranta )",0,363,47,316,546,87.7,483,63
"54120 Pulp   (Lappeenranta )",125,684,57,627,880,85.5,686,194
"54190 Konnunsuo   (Lappeenranta )",2,73,24,49,56,93.8,56,0
"54230 Nuijamaa   (Lappeenranta )",80,365,63,302,344,101.6,344,0
"54250 Rapattila   (Lappeenranta )",56,100,8,92,86,122.7,86,0
"54260 Hanhijärvi   (Lappeenranta )",38,348,33,315,313,127.5,313,0
"54270 Vainikkala   (Lappeenranta )",55,265,33,232,243,101.4,237,6
"54300 Vilkjärvi   (Lappeenranta )",179,320,41,279,268,117.2,268,0
"54310 Hytti   (Lappeenranta )",58,212,29,183,177,119.3,177,0
"54330 Simola   (Lappeenranta )",99,252,49,203,208,104.4,202,6
"54390 Pulsa   (Lappeenranta )",135,114,20,94,79,93.0,79,0
"54410 Ylämaa Keskus   (Lappeenranta )",486,535,81,454,532,93.3,532,0
"54430 Hujakkala   (Lappeenranta )",174,121,26,95,92,105.9,92,0
"54460 Ylijärvi   (Lappeenranta )",129,75,19,56,49,98.7,49,0
"54490 Ahomäki   (Miehikkälä )",160,143,18,125,127,94.0,111,16
"54500 Taavetti-Somerharju   (Luumäki )",1238,1348,263,1085,1752,82.4,1371,381
"54510 Uro   (Luumäki )",189,338,116,222,228,112.1,228,0
"54530 Luumäki   (Luumäki )",852,629,84,545,644,103.9,644,0
"54550 Suo-Anttila   (Luumäki )",103,55,8,47,40,111.6,40,0
"54580 Somerharju   (Luumäki )",103,27,3,24,20,95.2,20,0
"54590 Kaitjärvi   (Luumäki )",332,95,16,79,70,105.3,70,0
"54710 Lemi Keskus   (Lemi )",1061,722,88,634,790,87.2,762,28
"54720 Laksiainen   (Lemi )",82,101,9,92,77,110.8,77,0
"54750 Välijoki   (Savitaipale )",206,210,32,178,150,105.3,150,0
"54770 Heituinlahti   (Savitaipale )",844,388,61,327,279,104.9,279,0
"54800 Savitaipale Keskus   (Savitaipale )",1170,1334,287,1047,1492,84.0,1309,183
"54820 Kotimäki   (Lemi )",105,151,19,132,122,101.1,122,0
"54850 Kuukanniemi   (Lemi )",182,501,66,435,465,109.3,465,0
"54915 Saimaanharju-Kyläniemi   (Taipalsaari )",85,590,52,538,843,99.3,794,49
"54920 Taipalsaari   (Taipalsaari )",1390,812,192,620,726,106.3,691,35
"54930 Levänen   (Taipalsaari )",221,180,15,165,151,102.1,151,0
"54940 Solkei   (Taipalsaari )",294,94,13,81,67,109.9,67,0
"54950 Pettilä   (Savitaipale )",360,111,20,91,82,84.6,82,0
"54960 Vehkataipale   (Taipalsaari )",912,311,38,273,274,117.0,274,0
"55100 Imatra Keskus   (Imatra )",31,3055,232,2823,5921,77.2,3475,2446
"55120 Mansikkala-Tuulikallio   (Imatra )",2,712,109,603,2101,68.5,784,1317
"55300 Rauha-Tiuruniemi   (Lappeenranta )",77,481,76,405,536,88.7,409,127
"55320 Rauha   (Lappeenranta )",73,231,67,164,333,83.8,234,99
"55330 Tiuruniemi   (Lappeenranta )",3,14,7,7,39,81.9,15,24
"55400 Tainionkoski-Mustalampi   (Imatra )",1,631,29,602,716,88.3,644,72
"55420 Karhumäki-Karhukallio   (Imatra )",16,1068,128,940,1062,91.7,1038,24
"55510 Sotkulampi-Linnasuo   (Imatra )",0,168,10,158,910,62.7,166,744
"55610 Rajapatsas-Teppanala   (Imatra )",2,893,85,808,1726,75.5,938,788
"55700 Vintteri-Virasoja   (Imatra )",0,549,30,519,711,84.6,697,14
"55800 Vuoksenniska-Saarlampi   (Imatra )",194,1430,276,1154,2589,74.1,1276,1313
"55910 Rautio-Kurkvuori   (Imatra )",40,775,55,720,916,86.3,751,165
"56100 Ruokolahti Keskus   (Ruokolahti )",133,704,102,602,1178,81.6,843,335
"56120 Salosaari   (Ruokolahti )",227,406,36,370,384,108.6,384,0
"56140 Äitsaari   (Ruokolahti )",875,176,29,147,126,108.1,126,0
"56210 Virmutjoki   (Ruokolahti )",495,280,19,261,228,97.0,228,0
"56310 Syyspohja   (Ruokolahti )",820,174,28,146,110,109.4,110,0
"56330 Utula   (Ruokolahti )",83,39,5,34,24,89.9,24,0
"56350 Kyläniemi   (Taipalsaari )",177,36,14,22,17,90.6,17,0
"56410 Kaiturinpää   (Ruokolahti )",266,105,5,100,82,101.6,82,0
"56440 Pohja-Lankila   (Ruokolahti )",370,195,23,172,118,100.3,118,0
"56510 Puntala   (Ruokolahti )",100,238,42,196,205,95.0,205,0
"56550 Niska-Pietilä   (Rautjärvi )",80,92,12,80,67,103.9,67,0
"56610 Rautjärvi   (Rautjärvi )",502,382,47,335,356,79.5,356,0
"56640 Purnujärvi   (Rautjärvi )",66,79,10,69,56,91.5,56,0
"56710 Miettilä   (Rautjärvi )",41,97,11,86,72,106.5,72,0
"56730 Laikko   (Rautjärvi )",402,229,32,197,175,98.4,175,0
"56800 Simpele   (Rautjärvi )",438,1197,176,1021,1513,81.5,1187,326
"57100 Heikinpohja-Piispanmäki   (Savonlinna )",288,321,88,233,3127,57.1,197,2930
"57120 Savonlinna   (Savonlinna )",0,9,7,2,25,85.5,11,14
"57130 Savonlinna Keskus   (Savonlinna )",0,189,48,141,1620,60.5,103,1517
"57170 Sortteerinlahti-Talvisalo   (Savonlinna )",7,199,16,183,1568,59.1,185,1383
"57200 Miekonniemi-Venäjänniemi   (Savonlinna )",0,607,101,506,1570,72.7,827,743
"57210 Nojanmaa   (Savonlinna )",25,793,99,694,1391,81.9,961,430
"57220 Haka-alue-Viuhonmäki   (Savonlinna )",0,342,30,312,946,69.3,384,562
"57230 Inkerinkylä   (Savonlinna )",974,1134,166,968,1944,80.1,1227,717
"57310 Rinkilä   (Savonlinna )",582,475,77,398,361,102.7,361,0
"57510 Laitaatsilta   (Savonlinna )",0,182,15,167,244,95.2,216,28
"57600 Poukkusilta-Pihlajaniemi   (Savonlinna )",163,648,39,609,892,96.6,769,123
"57710 Kellarpelto-Rantakoivikko   (Savonlinna )",24,890,17,873,1429,90.9,1281,148
"57810 Aholahti   (Savonlinna )",227,180,29,151,174,97.6,161,13
"58130 Oravi   (Savonlinna )",173,106,30,76,70,94.5,70,0
"58140 Ahvensalmi   (Savonlinna )",198,85,16,69,48,101.8,48,0
"58150 Makkola   (Savonlinna )",102,123,17,106,104,109.8,104,0
"58160 Karvila   (Enonkoski )",47,111,15,96,87,100.0,87,0
"58170 Simanala   (Enonkoski )",178,148,14,134,122,115.2,122,0
"58175 Enonkoski Keskus   (Enonkoski )",208,501,94,407,560,85.9,545,15
"58180 Ihamaniemi   (Enonkoski )",375,135,23,112,87,101.4,87,0
"58200 Kerimäki Keskus   (Savonlinna )",1079,1553,312,1241,1805,87.1,1668,137
"58220 Louhi   (Savonlinna )",81,276,62,214,219,92.1,219,0
"58260 Kumpuranta   (Savonlinna )",274,141,23,118,100,105.4,100,0
"58300 Savonranta Keskus   (Savonlinna )",623,478,110,368,473,75.9,442,31
"58320 Raikuu   (Savonlinna )",312,169,49,120,102,108.3,102,0
"58350 Villala   (Kitee )",214,178,37,141,124,92.8,124,0
"58360 Säimen   (Savonlinna )",290,147,16,131,102,93.2,102,0
"58390 Rönkönvaara   (Savonlinna )",86,65,11,54,45,92.2,45,0
"58410 Haapakallio   (Savonlinna )",43,300,48,252,256,112.7,256,0
"58420 Silvola   (Savonlinna )",68,170,22,148,142,108.3,142,0
"58430 Kulennoinen   (Savonlinna )",176,300,62,238,215,110.8,215,0
"58450 Punkaharju   (Savonlinna )",237,388,179,209,229,96.1,216,13
"58500 Punkasalmi   (Savonlinna )",215,646,135,511,1014,76.7,805,209
"58520 Hiukkajoki   (Savonlinna )",318,286,93,193,162,103.8,158,4
"58550 Putikko   (Savonlinna )",217,356,110,246,235,86.5,222,13
"58570 Ruhvana   (Savonlinna )",117,59,4,55,38,110.4,38,0
"58580 Vuoriniemi   (Savonlinna )",159,93,20,73,61,104.9,61,0
"58610 Telakanava   (Sulkava )",364,100,11,89,71,110.3,71,0
"58620 Lohilahti   (Sulkava )",465,221,31,190,166,92.4,166,0
"58650 Kiviapaja   (Savonlinna )",207,96,18,78,67,100.4,67,0
"58680 Piojärvi   (Savonlinna )",104,41,6,35,35,87.1,28,7
"58690 Ala-Särkilahti-Piojärvi   (Savonlinna )",365,77,11,66,54,117.0,54,0
"58700 Sulkava Keskus   (Sulkava )",1313,1246,216,1030,1282,87.1,1210,72
"58720 Kaartilankoski   (Sulkava )",479,183,21,162,143,115.8,143,0
"58770 Pihlajalahti   (Savonlinna )",247,150,11,139,124,107.7,124,0
"58810 Kallislahti   (Savonlinna )",191,200,24,176,163,106.4,163,0
"58830 Parkumäki   (Rantasalmi )",204,171,14,157,139,107.8,139,0
"58850 Hiltula   (Rantasalmi )",55,77,15,62,53,112.5,53,0
"58900 Rantasalmi Keskus   (Rantasalmi )",1371,1191,237,954,1435,84.1,1088,347
"58910 Rantasalmi Asemanseutu   (Rantasalmi )",73,150,49,101,104,96.6,104,0
"58920 Kolkontaipale   (Rantasalmi )",226,261,37,224,171,105.1,171,0
"58940 Tuusmäki   (Rantasalmi )",155,134,9,125,110,117.5,110,0
"59100 Parikkala Keskus   (Parikkala )",414,1037,163,874,1360,81.5,978,382
"59130 Koitsanlahti   (Parikkala )",111,132,15,117,99,105.3,99,0
"59210 Melkoniemi   (Parikkala )",173,113,19,94,78,101.0,78,0
"59310 Särkisalmi   (Parikkala )",185,512,76,436,520,90.5,509,11
"59320 Haapaoja   (Parikkala )",76,63,5,58,53,109.8,53,0
"59410 Kirjavala   (Parikkala )",170,287,39,248,233,98.1,233,0
"59510 Maironiemi   (Parikkala )",36,196,31,165,253,75.8,247,6
"59520 Saari   (Parikkala )",40,93,22,71,74,102.3,66,8
"59530 Mikkolanniemi   (Parikkala )",65,66,15,51,49,99.8,49,0
"59610 Tarnala   (Parikkala )",37,119,16,103,94,98.8,94,0
"59710 Kummunkylä   (Parikkala )",56,75,16,59,52,97.6,52,0
"59720 Niukkala   (Parikkala )",169,122,36,86,111,76.1,111,0
"59730 Uukuniemi   (Parikkala )",265,114,46,68,69,86.2,69,0
"59800 Kesälahti Keskus   (Kitee )",628,950,237,713,983,82.5,912,71
"59810 Suurikylä   (Kitee )",109,102,46,56,52,106.2,52,0
"59820 Purujärvi-Rajavaara   (Kitee )",65,127,23,104,84,97.5,84,0
"60100 Seinäjoki Keskus   (Seinäjoki )",0,1664,566,1098,7508,62.8,1356,6152
"60120 Pohja   (Seinäjoki )",1,692,143,549,1608,71.0,870,738
"60150 Kasperi   (Seinäjoki )",0,945,19,926,2574,79.6,1323,1251
"60200 Törnävä   (Seinäjoki )",27,2791,123,2668,5535,86.9,4186,1349
"60220 Huhtala   (Seinäjoki )",1,259,53,206,1272,68.5,475,797
"60280 Eskoon Keskuslaitosalue   (Seinäjoki )",0,16,13,3,42,47.4,5,37
"60320 Alakylä-Jouppi   (Seinäjoki )",2,1768,148,1620,3713,84.7,2732,981
"60420 Impivaara   (Seinäjoki )",8,480,37,443,460,122.1,454,6
"60450 Munakka   (Ilmajoki )",17,216,23,193,194,110.7,194,0
"60510 Hyllykallio   (Seinäjoki )",1,2232,138,2094,4016,93.3,3475,541
"60550 Nurmo Keskus   (Seinäjoki )",52,1576,170,1406,1936,100.4,1734,202
"60560 Halkosaari   (Seinäjoki )",6,222,16,206,256,108.2,256,0
"60640 Kurjenneva   (Seinäjoki )",80,293,38,255,263,115.3,263,0
"60720 Tuomikylä   (Ilmajoki )",15,763,48,715,839,113.6,839,0
"60760 Pohjanluoma   (Ilmajoki )",76,474,71,403,411,110.5,411,0
"60800 Ilmajoki Keskus   (Ilmajoki )",117,2310,342,1968,3007,91.7,2715,292
"61100 Peräseinäjoki Keskus   (Seinäjoki )",218,943,142,801,1146,85.3,1048,98
"61110 Vuolle   (Seinäjoki )",8,119,13,106,97,96.8,97,0
"61120 Louko   (Seinäjoki )",30,293,18,275,280,115.5,280,0
"61140 Pasto   (Seinäjoki )",6,71,5,66,62,85.8,62,0
"61150 Sydänmaa   (Alavus )",330,52,8,44,38,106.6,38,0
"61160 Koura   (Seinäjoki )",52,325,41,284,298,92.0,298,0
"61170 Sääskiniemi   (Alavus )",436,183,26,157,141,101.4,141,0
"61180 Haapaluoma   (Seinäjoki )",16,127,7,120,119,92.7,119,0
"61220 Myllysalo   (Kurikka )",26,139,22,117,110,104.8,110,0
"61230 Luopa   (Kurikka )",50,402,58,344,346,99.9,346,0
"61250 Jalasto   (Kurikka )",18,180,25,155,150,109.3,150,0
"61270 Luopajärvi   (Kurikka )",29,338,58,280,279,110.3,279,0
"61280 Jokipii   (Kurikka )",25,309,48,261,276,101.0,272,4
"61290 Taivalmaa   (Kurikka )",19,81,6,75,62,86.3,62,0
"61300 Kurikka Keskus   (Kurikka )",104,2868,657,2211,3442,88.9,2885,557
"61310 Panttila   (Kurikka )",21,393,72,321,358,97.1,353,5
"61330 Koskenkorva   (Ilmajoki )",38,1010,151,859,1015,96.2,933,82
"61340 Nopankylä   (Ilmajoki )",86,163,26,137,136,101.4,136,0
"61350 Huissi   (Ilmajoki )",35,211,24,187,191,105.6,191,0
"61360 Mieto   (Kurikka )",119,600,115,485,501,101.9,496,5
"61370 Lohiluoma   (Kurikka )",25,211,34,177,174,104.3,174,0
"61380 Polvenkylä   (Kurikka )",32,94,11,83,78,93.2,78,0
"61400 Ylistaro Keskus   (Seinäjoki )",46,927,203,724,1116,89.5,1109,7
"61410 Ylistaro Asemanseutu   (Seinäjoki )",61,460,68,392,395,99.3,395,0
"61430 Isorehto   (Seinäjoki )",43,210,26,184,183,108.3,183,0
"61440 Untamala   (Seinäjoki )",32,124,19,105,101,108.2,101,0
"61450 Kylänpää   (Seinäjoki )",70,413,79,334,302,101.0,302,0
"61460 Hanhikoski   (Seinäjoki )",25,141,15,126,123,107.9,123,0
"61470 Kitinoja   (Seinäjoki )",16,200,16,184,197,116.0,197,0
"61500 Isokyrö Keskus   (Isokyrö )",95,1208,133,1075,1413,92.2,1260,153
"61520 Lehmäjoki   (Isokyrö )",30,163,20,143,130,98.3,130,0
"61550 Orismala   (Isokyrö )",69,387,53,334,332,103.8,332,0
"61560 Orisberg   (Isokyrö )",37,43,7,36,31,113.4,31,0
"61600 Jalasjärvi Keskus   (Kurikka )",54,1587,316,1271,2253,85.4,1966,287
"61630 Hirvijärvi   (Kurikka )",31,183,22,161,156,103.6,156,0
"61640 Ala-Valli   (Kurikka )",46,147,16,131,120,95.4,120,0
"61650 Kalakoski   (Seinäjoki )",40,238,23,215,212,89.3,212,0
"61680 Mantila   (Kurikka )",27,146,17,129,127,101.7,116,11
"61710 Pentinmäki   (Kurikka )",9,161,28,133,137,109.7,137,0
"61720 Koskue   (Kurikka )",126,377,51,326,309,95.0,302,7
"61730 Yli-Valli   (Kurikka )",88,192,23,169,140,94.7,140,0
"61760 Ilvesjoki   (Kurikka )",30,212,35,177,167,101.8,167,0
"61800 Kauhajoki Keskus   (Kauhajoki )",36,3166,408,2758,4561,90.4,4088,473
"61810 Luomankylä   (Kauhajoki )",9,151,13,138,139,104.2,139,0
"61820 Kainasto   (Kauhajoki )",17,350,44,306,298,95.3,298,0
"61840 Norinkylä   (Teuva )",15,198,29,169,176,95.3,176,0
"61850 Kauhajoki Asemanseutu   (Kauhajoki )",62,1124,189,935,1142,95.7,1120,22
"61860 Harja   (Kauhajoki )",8,111,8,103,97,102.8,97,0
"61880 Ikkeläjärvi   (Kauhajoki )",59,122,18,104,101,93.4,101,0
"61910 Nummijärvi   (Kauhajoki )",229,173,29,144,150,94.4,150,0
"61920 Nummikoski   (Kauhajoki )",13,58,3,55,42,96.6,42,0
"61940 Hyyppä   (Kauhajoki )",28,175,12,163,153,96.9,153,0
"61950 Juonikylä   (Kauhajoki )",10,114,15,99,97,92.6,97,0
"61960 Kyrönlatva   (Kauhajoki )",26,118,12,106,85,100.6,85,0
"61980 Päntäne   (Kauhajoki )",70,554,58,496,515,90.3,500,15
"62100 Lapua Keskus   (Lapua )",158,3947,596,3351,5445,92.9,4134,1311
"62130 Hellanmaa   (Lapua )",37,293,31,262,242,118.8,242,0
"62150 Rintakangas   (Kauhava )",7,81,15,66,64,112.0,64,0
"62160 Karhunkylä   (Lapua )",49,295,28,267,267,115.3,267,0
"62165 Tiisteenjoki   (Lapua )",49,199,26,173,163,107.8,163,0
"62170 Lakaluoma   (Lapua )",70,162,12,150,136,96.2,136,0
"62175 Ylikylä-Mäenpää   (Lapua )",18,89,9,80,76,110.2,76,0
"62185 Mäki-Paavola   (Lapua )",128,95,21,74,68,112.9,68,0
"62190 Ruha   (Lapua )",39,300,28,272,273,112.0,273,0
"62200 Kauhava Keskus   (Kauhava )",102,2435,442,1993,3105,90.4,2568,537
"62220 Pernaa   (Kauhava )",22,265,29,236,218,108.2,212,6
"62230 Jylhä   (Kauhava )",30,239,35,204,180,110.4,180,0
"62240 Huhmarkoski   (Kauhava )",61,369,47,322,289,103.2,289,0
"62260 Hirvijoki   (Kauhava )",15,112,11,101,92,107.2,92,0
"62280 Mustamaa   (Lapua )",17,74,12,62,56,114.2,56,0
"62290 Hirvikylä   (Lapua )",19,153,13,140,134,98.2,134,0
"62295 Kauhajärvi   (Lapua )",64,275,50,225,212,99.0,212,0
"62300 Härmä   (Kauhava )",99,1104,215,889,1243,95.3,1167,76
"62310 Voltti   (Kauhava )",123,653,67,586,540,107.0,540,0
"62340 Kuoppa-Vakkuri   (Kauhava )",19,60,5,55,54,98.3,54,0
"62350 Ekola   (Kauhava )",16,60,9,51,54,120.7,54,0
"62370 Kangasto   (Kauhava )",0,54,12,42,104,73.1,77,27
"62375 Ylihärmä Keskus-Vesiluoma   (Kauhava )",96,1220,214,1006,1312,95.0,1274,38
"62380 Kosolankylä   (Kauhava )",23,137,9,128,119,95.4,119,0
"62395 Petterinmäki   (Vöyri )",27,100,17,83,72,89.9,72,0
"62410 Rintala   (Kauhava )",53,152,11,141,143,113.5,143,0
"62420 Kortesjärvi Keskus   (Kauhava )",106,505,110,395,554,90.9,544,10
"62430 Peltotupa   (Kauhava )",9,72,7,65,60,107.3,60,0
"62435 Pirttinen   (Kauhava )",22,85,22,63,61,98.4,58,3
"62440 Perkiömäki   (Kauhava )",9,58,4,54,55,110.3,55,0
"62470 Purmojärvi   (Kauhava )",272,235,26,209,214,104.5,214,0
"62500 Evijärvi Keskus   (Evijärvi )",546,747,113,634,770,97.9,740,30
"62510 Kuoppa-aho   (Evijärvi )",9,171,32,139,168,103.8,158,10
"62520 Kautiainen   (Evijärvi )",39,94,18,76,80,102.4,80,0
"62540 Vasikka-aho   (Evijärvi )",92,180,31,149,156,103.5,156,0
"62570 Särkilä   (Evijärvi )",18,110,10,100,99,101.9,99,0
"62600 Lappajärvi Keskus   (Lappajärvi )",575,898,180,718,1010,93.2,854,156
"62610 Tarvola   (Lappajärvi )",87,97,11,86,75,110.8,75,0
"62620 Ala-Seppä   (Lappajärvi )",63,108,9,99,95,106.4,95,0
"62630 Karvala   (Lappajärvi )",188,250,38,212,183,107.3,183,0
"62640 Savonkylä   (Lappajärvi )",114,83,16,67,58,112.0,58,0
"62660 Itäkylä   (Lappajärvi )",129,325,40,285,277,102.5,268,9
"62710 Kurejoki   (Alajärvi )",121,371,68,303,295,105.4,295,0
"62720 Sissala   (Alajärvi )",24,151,10,141,119,114.8,119,0
"62730 Haukkala   (Alajärvi )",27,117,26,91,95,110.5,95,0
"62740 Koskenvarsi   (Alajärvi )",13,125,23,102,91,118.0,91,0
"62750 Saukonkylä   (Alajärvi )",22,134,13,121,102,101.7,102,0
"62760 Menkijärvi   (Alajärvi )",100,148,29,119,105,106.2,105,0
"62800 Vimpeli Keskus   (Vimpeli )",254,1171,222,949,1133,98.6,1092,41
"62810 Savonjoki   (Vimpeli )",25,84,11,73,58,101.0,58,0
"62830 Luoma-Aho   (Alajärvi )",84,168,20,148,141,107.6,141,0
"62840 Lakaniemi-Pokela   (Vimpeli )",18,31,2,29,27,102.1,27,0
"62860 Sahi   (Vimpeli )",66,116,11,105,95,108.6,95,0
"62870 Vinni   (Vimpeli )",13,35,5,30,26,94.8,26,0
"62880 Sääksvesi-Vinni   (Vimpeli )",71,170,14,156,144,104.0,144,0
"62900 Alajärvi Keskus   (Alajärvi )",306,1896,319,1577,2278,94.7,2010,268
"62920 Levijoki   (Alajärvi )",8,55,12,43,42,116.4,42,0
"62940 Hoisko   (Alajärvi )",108,312,56,256,246,113.2,246,0
"62950 Paalijärvi   (Alajärvi )",22,220,19,201,203,108.6,203,0
"62990 Möksy   (Alajärvi )",25,100,21,79,67,98.9,67,0
"63100 Kuortane Keskus   (Kuortane )",111,721,179,542,896,88.8,830,66
"63120 Leppälänkylä   (Kuortane )",47,224,48,176,177,101.5,174,3
"63130 Mäyry   (Kuortane )",247,419,51,368,340,112.8,339,1
"63150 Ruona   (Kuortane )",135,271,40,231,207,108.2,207,0
"63160 Salmi   (Kuortane )",87,95,10,85,71,112.2,71,0
"63210 Niinimaa   (Alavus )",109,82,5,77,66,91.8,66,0
"63230 Lentilä   (Kuortane )",34,176,25,151,151,105.7,151,0
"63250 Rantala   (Kuortane )",6,61,12,49,49,102.7,49,0
"63300 Alavus Keskus   (Alavus )",141,1759,285,1474,2436,89.4,1928,508
"63320 Kattelus   (Alavus )",30,41,5,36,33,95.5,33,0
"63330 Pahajoki   (Alavus )",60,115,17,98,81,104.8,81,0
"63340 Sapsalampi   (Alavus )",201,144,14,130,110,97.4,110,0
"63350 Sulkavankylä   (Alavus )",33,106,9,97,94,104.2,94,0
"63355 Seinäjärvi   (Alavus )",135,80,13,67,57,114.5,57,0
"63360 Kuivaskylä   (Alavus )",14,138,14,124,119,97.4,119,0
"63370 Taipalus   (Alavus )",78,255,27,228,228,103.4,228,0
"63400 Alavus Asemanseutu   (Alavus )",68,668,112,556,671,91.0,624,47
"63410 Rantatöysä   (Alavus )",39,264,50,214,232,90.9,227,5
"63430 Kätkänjoki   (Alavus )",7,76,5,71,75,101.9,75,0
"63450 Löyä   (Kuortane )",21,38,1,37,35,109.4,35,0
"63500 Lehtimäki Keskus   (Alajärvi )",200,468,78,390,546,84.9,530,16
"63510 Lehtimäki Kirkonkylä   (Alajärvi )",76,203,37,166,141,104.6,141,0
"63530 Länsikylä   (Alajärvi )",198,114,15,99,78,106.5,78,0
"63540 Hernesmaa   (Alajärvi )",32,149,21,128,107,100.1,107,0
"63600 Töysä Keskus   (Alavus )",110,625,137,488,691,86.7,649,42
"63610 Tuuri   (Alavus )",74,517,116,401,543,92.3,543,0
"63640 Ritola   (Alavus )",190,260,61,199,168,106.7,168,0
"63660 Ähtärinranta   (Ähtäri )",121,116,11,105,96,97.4,96,0
"63680 Hakojärvi   (Alavus )",81,171,31,140,145,103.7,142,3
"63700 Ähtäri Keskus   (Ähtäri )",512,1759,303,1456,2362,86.8,2021,341
"63770 Peränne   (Ähtäri )",124,124,13,111,101,112.5,101,0
"63780 Alastaipale   (Ähtäri )",61,114,9,105,91,97.2,91,0
"63800 Soini Keskus   (Soini )",455,971,206,765,898,87.8,898,0
"63830 Keisala   (Soini )",11,53,6,47,39,81.0,39,0
"63880 Kukonkylä   (Soini )",40,124,17,107,98,98.2,98,0
"63890 Hautakylä   (Soini )",25,75,10,65,61,103.7,61,0
"63900 Myllymäki-Vehunkylä   (Ähtäri )",251,337,40,297,275,94.4,274,1
"63910 Inhan Tehtaat   (Ähtäri )",39,140,26,114,127,91.0,120,7
"63920 Inha   (Ähtäri )",216,327,124,203,216,101.8,197,19
"63950 Vehunkylä   (Ähtäri )",36,56,8,48,31,94.4,31,0
"64100 Kristiinankaupunki Keskus   (Kristiinankaupunki",332,1340,299,1041,1739,91.2,1432,307
"64140 Tiukka   (Kristiinankaupunki )",13,309,48,261,258,107.6,258,0
"64200 Närpiö Keskus   (Närpiö )",24,1068,213,855,1549,85.3,937,612
"64210 Kalax   (Närpiö )",194,274,49,225,205,116.0,205,0
"64220 Yttermark   (Närpiö )",19,511,64,447,455,107.1,440,15
"64230 Närpiön Asemanseutu   (Närpiö )",6,610,202,408,448,110.8,441,7
"64240 Böle   (Närpiö )",69,138,13,125,113,111.8,113,0
"64250 Pjelax   (Närpiö )",150,239,48,191,175,113.0,170,5
