"Postal code area","Inhabitants, total, 2013 (HE)","Females, 2013 (HE)","Males, 2013 (HE)","Average age of inhabitants, 2013 (HE)","0-2 years, 2013 (HE)","3-6 years, 2013 (HE)","7-12 years, 2013 (HE)","13-15 years, 2013 (HE)","16-17 years, 2013 (HE)","18-19 years, 2013 (HE)","20-24 years, 2013 (HE)","25-29 years, 2013 (HE)","30-34 years, 2013 (HE)","35-39 years, 2013 (HE)","40-44 years, 2013 (HE)","45-49 years, 2013 (HE)","50-54 years, 2013 (HE)","55-59 years, 2013 (HE)","60-64 years, 2013 (HE)","65-69 years, 2013 (HE)","70-74 years, 2013 (HE)","75-79 years, 2013 (HE)","80-84 years, 2013 (HE)","85 years or over, 2013 (HE)"
"44150 Likolahti-Karhunlähde  (Äänekoski)",3393,1683,1710,39,124,176,233,130,91,96,194,199,170,220,235,247,284,254,242,215,119,94,43,27
"44160 Huutomäki  (Äänekoski)",494,229,265,39,23,24,46,25,16,11,16,18,30,32,27,38,57,35,26,20,19,17,10,4
"44170 Hietama  (Äänekoski)",537,255,282,38,24,28,60,34,15,11,13,21,25,27,29,45,58,45,25,27,14,17,13,6
"44190 Parantala  (Äänekoski)",263,133,130,42,13,9,28,9,2,6,5,12,11,7,16,20,26,26,26,25,9,8,4,1
"44200 Suolahti Keskus  (Äänekoski)",4753,2372,2381,45,150,197,293,146,101,94,196,195,214,252,246,302,364,363,411,441,260,226,180,122
"44220 Sörkänmäki  (Äänekoski)",435,196,239,44,13,24,29,12,11,8,16,15,14,25,32,24,40,44,33,41,19,17,8,10
"44250 Äänekoivisto  (Äänekoski)",436,208,228,38,27,24,43,15,11,6,7,21,36,38,25,22,26,27,35,32,18,12,7,4
"44260 Vihijärvi  (Äänekoski)",299,136,163,42,8,15,30,16,8,3,7,7,17,21,21,16,16,20,28,19,23,14,4,6
"44280 Sumiainen Keskus  (Äänekoski)",907,435,472,49,20,30,52,21,17,14,31,34,32,55,44,52,60,76,83,90,58,67,36,35
"44300 Konnevesi Keskus  (Konnevesi)",1811,922,889,48,32,71,111,58,42,20,74,61,76,87,95,114,142,156,151,144,104,113,92,68
"44320 Sirkkamäki  (Konnevesi)",136,66,70,50,2,5,7,4,4,3,1,4,7,3,10,6,10,13,13,18,6,8,8,4
"44330 Hytölä  (Konnevesi)",301,138,163,43,8,12,25,14,6,8,11,13,9,23,16,19,23,26,23,16,14,17,10,8
"44350 Istunmäki  (Konnevesi)",392,168,224,48,8,13,25,6,7,3,24,15,16,13,16,27,29,38,40,47,19,22,16,8
"44370 Mäntymäki  (Konnevesi)",189,90,99,53,1,3,7,5,6,6,7,1,3,6,3,17,19,19,22,20,17,9,11,7
"44400 Konginkangas Keskus  (Äänekoski)",712,357,355,50,17,25,43,28,9,6,25,25,33,32,29,28,53,59,61,70,44,41,38,46
"44420 Liimattala  (Äänekoski)",379,172,207,41,12,17,33,22,17,7,12,9,13,20,19,32,42,30,29,18,21,8,9,9
"44440 Räihä  (Äänekoski)",118,57,61,45,3,5,6,9,2,2,1,5,2,10,5,7,12,12,9,10,1,13,4,0
"44460 Kalaniemi  (Äänekoski)",147,65,82,51,4,4,7,3,0,1,1,6,13,3,4,6,12,23,17,14,11,3,10,5
"44480 Niinilahti  (Viitasaari)",162,77,85,51,0,5,7,6,2,2,9,3,2,6,5,13,19,15,13,15,13,17,8,2
"44500 Viitasaari Keskus  (Viitasaari)",4474,2354,2120,48,105,135,243,131,111,104,246,200,155,174,166,247,329,372,422,353,267,277,230,207
"44530 Ilmolahti  (Viitasaari)",177,78,99,46,5,7,12,3,6,5,2,6,2,10,15,13,13,12,24,12,17,11,2,0
"44580 Huopanankoski  (Viitasaari)",228,108,120,49,1,8,9,9,5,3,8,12,7,4,11,14,33,18,24,17,13,15,13,4
"44590 Vuorilahti  (Viitasaari)",79,41,38,51,3,0,3,1,3,2,3,4,2,1,2,3,4,8,15,9,8,3,4,1
"44610 Kärnä  (Viitasaari)",181,81,100,49,0,4,8,5,5,1,13,7,10,1,7,15,21,15,20,14,11,17,5,2
"44630 Kumpumäki  (Viitasaari)",208,98,110,53,2,5,3,3,6,2,3,11,5,7,7,15,13,29,38,13,16,17,10,3
"44640 Kymönkoski  (Viitasaari)",404,188,216,46,6,9,34,17,8,11,18,10,13,20,15,30,38,36,40,37,16,19,19,8
"44670 Suovanlahti  (Viitasaari)",156,73,83,51,2,4,4,6,4,3,8,3,3,2,8,13,13,15,15,23,14,9,3,4
"44680 Lahnanen  (Viitasaari)",68,31,37,51,2,4,3,3,1,0,0,2,4,2,3,0,4,10,8,4,7,4,3,4
"44730 Löytänä  (Viitasaari)",104,51,53,48,0,0,6,1,2,4,2,5,7,5,6,6,12,14,12,12,4,3,3,0
"44740 Keitelepohja-Kotvala  (Viitasaari)",208,96,112,47,5,6,8,7,6,6,8,10,13,5,9,12,20,16,16,17,16,15,9,4
"44760 Keihärinkoski  (Viitasaari)",368,172,196,48,8,16,17,20,12,4,12,7,17,14,18,21,26,31,34,32,30,20,15,14
"44770 Valkeisjärvi  (Viitasaari)",19,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"44790 Kotvala  (Viitasaari)",55,18,37,42,4,1,6,1,1,1,1,1,3,2,4,6,2,6,7,2,5,0,2,0
"44800 Pihtipudas Keskus  (Pihtipudas)",2549,1344,1205,46,66,102,154,99,55,78,96,99,102,109,112,163,175,245,190,185,160,148,108,103
"44860 Alvajärvi  (Pihtipudas)",277,141,136,46,2,12,25,12,10,5,15,4,10,5,13,22,24,29,23,16,10,17,15,8
"44880 Muurasjärvi  (Pihtipudas)",641,311,330,44,18,39,49,27,12,13,27,22,26,41,29,43,37,46,60,44,36,35,23,14
"44910 Elämäjärvi  (Pihtipudas)",264,118,146,45,2,9,19,13,10,3,12,3,11,21,13,26,16,25,17,18,17,14,7,8
"44920 Peninki  (Pihtipudas)",216,110,106,43,8,16,13,6,6,1,10,9,7,9,15,14,16,20,18,13,17,9,5,4
"44950 Kärväsjärvi  (Pihtipudas)",184,80,104,47,5,8,6,6,4,2,5,8,7,8,8,16,20,17,17,20,9,8,9,1
"44970 Korppinen  (Pihtipudas)",187,81,106,46,5,9,11,7,4,1,6,5,10,9,8,15,15,15,21,15,11,13,3,4
"45100 Kouvola Keskus  (Kouvola)",9683,5292,4391,47,185,289,422,267,209,226,782,575,445,420,406,555,564,653,753,802,665,559,433,473
"45120 Kotkankallio-Vahteranmäki  (Kouvola)",3954,2035,1919,42,127,183,280,151,98,101,159,199,220,229,231,278,310,313,360,269,184,126,84,52
"45130 Korjala-Kaunisnurmi  (Kouvola)",1741,920,821,44,30,37,45,45,28,58,207,167,89,97,74,96,119,147,135,115,91,81,36,44
"45150 Kankaronmäki-Eskolanmäki  (Kouvola)",4853,2503,2350,43,149,177,277,140,89,130,333,312,260,251,248,269,357,399,444,398,238,139,110,133
"45160 Lehtomäki  (Kouvola)",5231,2651,2580,42,175,171,284,137,101,139,382,390,313,262,322,333,394,424,505,352,247,152,98,50
"45200 Tornionmäki  (Kouvola)",6129,3213,2916,45,131,178,258,160,128,194,502,407,314,257,301,411,483,437,443,434,356,270,259,206
"45330 Harju  (Kouvola)",339,166,173,42,6,18,24,19,16,6,8,6,18,23,21,23,34,34,25,23,10,12,4,9
"45360 Kukkuramäki  (Kouvola)",3860,1940,1920,38,155,227,334,146,111,81,144,181,270,305,279,292,264,269,258,218,118,97,53,58
"45370 Valkeala kk  (Kouvola)",2747,1406,1341,43,74,156,229,120,77,68,72,90,146,178,168,206,207,178,167,177,106,110,96,122
"45410 Utti  (Kouvola)",864,401,463,44,31,31,57,38,32,14,24,34,40,53,54,58,72,49,79,75,55,23,30,15
"45460 Savero  (Kouvola)",201,94,107,44,5,11,9,7,3,3,4,11,11,11,17,17,19,23,11,12,8,11,2,6
"45610 Koria  (Kouvola)",5088,2497,2591,41,176,267,378,179,134,120,206,259,347,339,308,343,356,419,389,319,197,164,109,79
"45700 Kuusankoski Keskus  (Kouvola)",8969,4871,4098,48,183,262,474,237,158,204,431,407,409,418,396,573,614,696,807,839,515,528,461,357
"45720 Kotiharju-Ruhjonmäki  (Kouvola)",2819,1376,1443,40,85,123,201,113,75,79,109,129,163,191,199,258,272,245,204,184,90,57,29,13
"45740 Maunuksela  (Kouvola)",3114,1560,1554,45,99,116,204,105,69,57,111,129,165,175,172,223,246,238,289,231,174,132,93,86
"45750 Kuusankosken Sairaala-alue  (Kouvola)",99,43,56,39,2,3,6,6,2,3,9,4,7,4,6,3,12,17,6,4,2,2,1,0
"45810 Pilkanmaa  (Kouvola)",1586,760,826,40,43,73,132,80,41,36,62,64,81,130,113,121,119,129,116,101,47,34,39,25
"45910 Voikkaa  (Kouvola)",2751,1330,1421,44,82,104,176,91,64,52,136,121,131,149,184,191,240,214,233,205,137,103,71,67
"45940 Oravala  (Kouvola)",326,156,170,44,7,15,15,18,13,13,10,6,11,11,23,30,35,28,19,28,16,15,10,3
"46110 Tuohikotti  (Kouvola)",398,186,212,48,13,9,20,11,7,9,9,14,13,21,21,31,38,39,39,24,25,26,16,13
"46140 Vekaranjärvi  (Kouvola)",167,69,98,45,1,1,6,8,2,3,19,12,6,9,4,14,18,14,22,13,7,2,1,5
"46230 Aro  (Kouvola)",509,250,259,44,12,23,48,17,10,5,14,16,25,40,26,34,45,42,34,43,30,20,19,6
"46400 Kaipiainen  (Kouvola)",491,236,255,48,7,13,22,17,13,9,21,21,17,20,22,37,50,44,53,37,32,22,21,13
"46430 Tirva-Inkerilä  (Kouvola)",306,146,160,46,6,11,25,8,8,7,7,6,11,22,23,29,28,15,21,21,27,9,15,7
"46450 Enäjärvi  (Kouvola)",184,91,93,46,3,5,14,10,3,3,7,4,3,13,13,16,16,11,17,15,7,7,11,6
"46530 Kannuskoski  (Luumäki)",176,78,98,46,7,7,6,7,6,8,3,4,7,7,7,13,18,20,15,13,8,11,4,5
"46570 Saaramaa  (Kouvola)",41,15,26,53,1,0,0,0,1,3,0,2,0,1,2,1,7,6,4,8,2,1,2,0
"46710 Sippola  (Kouvola)",787,387,400,49,14,15,65,27,10,11,28,32,33,45,45,47,38,50,69,81,47,38,54,38
"46730 Ruotila  (Kouvola)",114,50,64,54,3,2,3,0,1,2,2,4,6,5,4,6,11,11,11,18,10,4,8,3
"46750 Liikkala  (Kouvola)",311,148,163,47,11,12,15,6,6,7,8,16,14,15,16,16,32,29,21,25,22,20,12,8
"46800 Myllykoski  (Kouvola)",4952,2532,2420,45,141,176,305,182,109,138,215,200,227,239,274,401,396,371,397,356,256,242,178,149
"46810 Ummeljoki  (Kouvola)",1482,712,770,44,36,55,87,46,37,36,61,64,87,100,87,122,120,123,97,112,84,65,37,26
"46860 Anjalankoski Keskus  (Kouvola)",605,300,305,46,17,36,24,18,17,9,19,34,37,28,25,48,48,47,41,45,34,24,26,28
"46900 Inkeroinen  (Kouvola)",3895,1984,1911,46,98,128,198,129,89,93,171,174,200,199,238,274,278,298,338,336,211,188,133,122
"46910 Anjala  (Kouvola)",2023,1006,1017,44,56,83,140,60,50,45,75,82,91,128,130,156,134,160,147,170,101,89,68,58
"46930 Huruksela  (Kotka)",230,106,124,48,7,3,15,2,3,2,6,8,13,18,17,19,20,15,26,22,9,9,6,10
"46950 Ahvio  (Kouvola)",70,34,36,48,0,1,4,4,1,4,2,0,3,2,6,3,9,5,7,7,5,4,2,1
"46960 Muhniemi  (Kouvola)",329,148,181,46,5,15,17,17,8,9,7,7,10,17,16,34,32,34,20,25,20,18,10,8
"47110 Löytty  (Kouvola)",102,47,55,47,1,4,3,4,3,2,5,5,5,2,10,9,14,6,5,4,3,9,3,5
"47150 Raussila  (Kouvola)",167,78,89,44,5,6,13,12,3,2,2,9,4,8,10,14,13,14,12,12,14,6,5,3
"47200 Elimäki kk  (Kouvola)",2410,1239,1171,49,48,87,129,80,56,40,70,80,102,101,102,150,202,195,210,193,137,163,135,130
"47260 Ratula  (Kouvola)",146,62,84,45,1,4,11,6,4,5,9,7,1,8,7,11,15,18,11,7,5,6,8,2
"47310 Haapa-Kimola  (Iitti)",265,122,143,46,10,5,11,10,8,7,11,16,11,6,5,32,21,20,25,27,20,7,9,4
"47350 Kimonkylä  (Lapinjärvi)",141,69,72,44,3,6,11,6,4,2,5,5,7,9,11,9,7,12,13,9,7,4,6,5
"47400 Kausala  (Iitti)",4710,2430,2280,47,111,173,283,141,99,104,206,188,219,248,222,297,349,418,408,385,255,213,201,190
"47440 Sääskjärvi  (Iitti)",140,61,79,43,8,6,13,2,1,1,6,4,9,7,10,12,9,8,15,8,9,7,1,4
"47450 Erottaja  (Iitti)",291,143,148,42,9,17,20,7,3,10,12,24,13,15,11,19,24,28,22,17,11,12,9,8
"47460 Hiisiö  (Iitti)",64,33,31,47,1,1,3,2,0,0,4,4,3,3,0,3,9,17,5,3,3,1,1,1
"47490 Mankala-Hiisiö  (Iitti)",360,179,181,47,6,12,19,18,9,14,7,7,11,14,21,30,30,25,42,36,26,22,9,2
"47520 Iitti kk  (Iitti)",142,76,66,47,7,3,7,3,5,5,3,3,3,5,1,13,17,19,19,10,8,3,3,5
"47540 Löyttilä  (Iitti)",187,88,99,45,8,5,9,9,1,7,5,3,6,17,13,11,16,15,22,12,10,12,4,2
"47610 Kymentaka  (Iitti)",166,85,81,49,3,2,7,6,15,5,0,2,8,1,4,21,19,9,11,16,16,10,4,7
"47650 Kimola  (Kouvola)",216,101,115,44,4,11,17,8,9,6,3,2,8,11,15,20,21,20,14,18,12,7,8,2
"47710 Jaala kk  (Kouvola)",1152,564,588,49,21,32,81,28,23,16,36,38,59,54,50,75,98,99,106,109,59,53,59,56
"47760 Huhdasjärvi  (Kouvola)",124,61,63,54,0,5,5,2,0,2,2,2,3,8,5,8,12,10,14,16,11,12,4,3
"47810 Selänpää  (Kouvola)",345,167,178,42,11,17,29,10,11,8,10,15,20,18,22,30,26,32,23,17,21,15,2,8
"47830 Hasula  (Kouvola)",124,55,69,44,1,5,15,6,3,2,3,3,5,7,9,6,10,10,9,9,8,5,5,3
"47850 Verla  (Kouvola)",154,70,84,54,1,3,8,2,5,0,1,1,3,8,11,9,7,15,20,25,11,17,3,4
"47900 Vuohijärvi  (Kouvola)",262,108,154,55,1,5,5,4,4,4,2,4,9,10,9,20,25,42,28,41,20,12,10,7
"47910 Hillosensalmi  (Kouvola)",34,13,21,56,1,0,1,1,0,0,1,0,0,2,1,1,2,3,10,2,7,1,0,1
"48100 Kotkansaari  (Kotka)",10505,5734,4771,49,190,238,268,174,150,249,973,790,616,407,349,509,612,788,869,982,674,588,555,524
"48130 Katariina  (Kotka)",717,323,394,42,17,23,38,30,19,24,40,46,42,45,34,51,52,62,67,52,30,17,17,11
"48200 Hovinsaari  (Kotka)",1696,817,879,44,40,47,70,18,23,32,132,133,119,103,91,105,127,147,158,145,80,67,34,25
"48210 Toukolan Sairaala-Alue  (Kotka)",338,184,154,41,10,12,18,10,6,6,27,30,32,12,13,23,21,41,25,28,15,6,3,0
"48220 Metsola  (Kotka)",1449,734,715,47,27,56,72,47,46,46,88,59,74,68,62,93,114,107,76,80,52,61,76,145
"48230 Korela-Jylppy  (Kotka)",1516,715,801,41,35,52,109,58,42,42,185,79,62,91,95,101,93,75,80,71,45,60,48,93
"48300 Ruonala  (Kotka)",1186,589,597,43,36,65,59,54,34,29,24,46,58,73,77,92,87,109,92,110,46,39,40,16
"48310 Mussalo  (Kotka)",4534,2268,2266,37,149,267,420,202,129,122,179,188,309,321,348,430,386,340,283,252,111,47,36,15
"48350 Karhuvuori  (Kotka)",3600,1851,1749,42,133,150,216,99,61,97,240,260,218,224,203,190,202,241,288,316,156,146,93,67
"48400 Sutela  (Kotka)",4299,2159,2140,43,129,195,269,152,108,112,147,230,252,262,247,290,291,294,328,354,268,187,115,69
"48410 Kaukola  (Kotka)",1704,844,860,41,42,97,142,83,49,46,56,50,93,119,121,140,135,103,112,131,74,62,33,16
"48600 Karhula  (Kotka)",7283,3911,3372,49,167,238,320,198,143,156,337,335,346,350,412,452,455,518,570,595,475,437,385,394
"48700 Kyminlinna  (Kotka)",2501,1295,1206,42,70,93,168,88,61,67,149,133,163,133,140,162,181,192,181,205,135,70,58,52
"48710 Koivula  (Kotka)",1439,714,725,39,40,62,145,78,51,51,53,46,72,77,124,142,113,92,83,91,52,36,19,12
"48720 Kymi  (Kotka)",1902,876,1026,41,74,89,168,85,37,34,57,57,107,134,156,146,130,136,142,136,97,52,30,35
"48750 Nikeli  (Kotka)",167,84,83,46,0,6,11,10,1,6,4,9,3,12,10,14,10,17,12,20,8,3,6,5
"48770 Ristinkallio  (Kotka)",1943,946,997,45,64,62,111,69,44,47,75,80,106,106,124,132,124,154,191,202,106,76,43,27
"48800 Otsola-Mäntykangas  (Kotka)",2226,1092,1134,40,76,151,170,77,51,58,59,104,168,142,161,149,150,169,182,168,77,54,37,23
"48810 Rantahaka  (Kotka)",799,376,423,40,34,43,63,38,24,19,27,36,47,57,39,50,57,57,52,59,34,25,25,13
"48900 Sunila  (Kotka)",1400,650,750,41,48,63,89,48,28,30,61,88,75,103,94,105,101,114,130,110,44,33,20,16
"48910 Suulisniemi  (Kotka)",1546,748,798,42,51,68,97,54,43,32,65,63,81,97,107,135,108,114,134,115,70,55,30,27
"48930 Tiutinen  (Kotka)",360,178,182,41,4,20,32,17,12,6,12,6,20,27,27,25,34,35,19,32,13,10,4,5
"49200 Heinlahti  (Pyhtää)",757,375,382,40,39,49,68,24,18,12,16,21,58,70,45,67,30,46,41,52,35,29,19,18
"49210 Huutjärvi  (Pyhtää)",1033,557,476,44,33,43,71,41,28,24,34,44,55,60,52,61,73,74,92,108,69,31,18,22
"49220 Siltakylä  (Pyhtää)",1858,936,922,43,64,75,129,67,62,42,47,70,99,124,124,166,146,123,133,105,90,61,65,66
"49240 Purolanlahti  (Pyhtää)",368,183,185,46,11,12,22,12,4,6,8,16,20,25,20,25,33,31,27,40,25,18,7,6
"49270 Pyhtää kk  (Pyhtää)",885,436,449,45,33,40,39,30,14,16,28,42,50,50,37,56,89,94,65,76,27,43,34,22
"49290 Vastila  (Pyhtää)",437,214,223,45,12,14,24,18,11,15,14,14,19,20,23,42,37,33,31,37,24,20,20,9
"49300 Tavastila  (Kotka)",715,342,373,41,26,37,60,33,15,13,18,28,37,54,52,60,53,50,39,42,34,30,20,14
"49340 Juurikorpi  (Kotka)",139,60,79,41,5,7,13,8,6,0,1,2,9,15,8,5,13,11,5,12,5,6,5,3
"49400 Hamina Keskus  (Hamina)",10236,5440,4796,47,255,345,574,310,209,217,429,443,474,512,559,695,750,766,784,851,638,531,473,421
"49410 Poitsila  (Hamina)",2021,995,1026,41,74,94,110,58,48,47,103,124,156,135,106,133,136,168,198,138,98,54,24,17
"49420 Uusi-Summa  (Hamina)",2026,988,1038,42,68,102,123,55,37,45,80,107,137,150,140,134,171,162,153,155,76,55,37,39
"49460 Hillo  (Hamina)",1252,602,650,45,26,51,64,35,26,32,59,64,58,67,72,91,108,84,108,97,96,55,33,26
"49480 Vanha-Summa  (Hamina)",474,212,262,42,8,22,41,23,12,12,11,13,24,32,34,42,41,43,33,36,13,15,17,2
"49490 Neuvoton  (Hamina)",1460,724,736,42,39,63,132,56,31,37,56,60,60,104,69,115,140,101,108,125,76,43,26,19
"49510 Husula  (Hamina)",1192,594,598,46,31,53,62,37,25,27,50,47,60,69,76,78,83,82,84,103,75,57,48,45
"49520 Reitkalli  (Hamina)",277,137,140,47,1,5,17,12,4,7,9,12,12,19,24,23,27,15,25,15,18,18,10,4
"49540 Metsäkylä  (Hamina)",490,216,274,43,19,12,44,16,12,16,9,18,19,34,31,47,32,25,42,45,23,29,11,6
"49570 Kannusjärvi  (Hamina)",447,220,227,46,11,15,34,20,11,12,11,8,20,20,19,49,37,32,33,28,22,25,26,14
"49610 Sivatti  (Hamina)",95,42,53,47,3,7,3,0,2,3,1,7,4,3,6,5,4,10,11,7,5,5,6,3
"49630 Vehkajoki  (Hamina)",111,50,61,52,2,3,3,3,1,2,2,7,3,5,4,6,8,11,15,13,13,3,2,5
"49640 Paijärvi  (Hamina)",166,73,93,51,3,5,6,2,2,4,3,8,5,9,9,15,12,10,19,16,16,7,11,4
"49660 Pyhältö  (Hamina)",619,297,322,46,18,26,45,19,8,11,16,13,26,41,33,45,62,39,56,49,47,30,19,16
"49700 Miehikkälä Kirkonkylä  (Miehikkälä)",902,476,426,51,19,21,58,28,18,13,24,25,36,46,61,52,60,46,76,89,55,49,50,76
"49720 Hurttala  (Miehikkälä)",59,26,33,51,1,2,0,2,1,0,0,2,4,3,5,5,3,5,13,4,2,3,1,3
"49730 Muurikkala  (Miehikkälä)",331,160,171,46,7,10,27,13,10,7,9,8,11,12,28,32,22,25,22,19,24,23,13,9
"49750 Kalliokoski  (Miehikkälä)",159,78,81,51,3,6,4,5,2,4,8,4,4,8,9,7,11,15,21,14,11,10,6,7
"49760 Suur-Miehikkälä  (Miehikkälä)",226,95,131,48,5,3,8,11,6,5,11,11,9,8,11,27,13,18,14,16,24,13,10,3
"49770 Salo-Miehikkälä  (Miehikkälä)",237,113,124,49,4,7,11,4,3,7,8,8,15,5,12,26,14,22,25,24,12,17,9,4
"49780 Onkamaa  (Hamina)",110,47,63,49,0,2,3,3,4,5,4,3,4,4,5,11,10,12,14,8,6,5,4,3
"49840 Mäntlahti  (Hamina)",147,65,82,56,2,5,2,0,2,3,1,4,6,3,3,7,5,20,24,21,16,10,9,4
"49860 Klamila  (Virolahti)",687,326,361,47,15,32,37,10,11,11,28,29,41,34,32,46,57,71,69,57,37,27,22,21
"49900 Virolahti Keskus  (Virolahti)",2025,1018,1007,47,52,62,138,63,50,45,63,56,98,114,115,130,157,178,167,147,119,84,99,88
"49930 Vaalimaa  (Virolahti)",184,92,92,47,4,10,14,3,2,2,4,6,7,13,10,17,11,13,20,15,13,10,5,5
"49960 Ala-Pihlaja  (Virolahti)",222,103,119,50,3,3,11,5,4,11,5,4,6,6,8,19,29,20,23,23,14,17,7,4
"49980 Ravijoki  (Virolahti)",267,131,136,47,5,8,20,4,8,6,5,11,14,14,16,13,28,22,25,27,12,11,7,11
"50100 Mikkeli Keskus  (Mikkeli)",9087,5167,3920,47,134,183,237,132,134,291,1217,783,416,347,326,399,506,612,618,695,576,507,498,476
"50120 Siekkilä  (Mikkeli)",1601,833,768,44,42,58,70,38,37,52,131,111,93,57,91,101,115,113,123,104,85,93,58,29
"50130 Nuijamies  (Mikkeli)",3053,1601,1452,45,73,95,142,87,68,79,239,185,145,165,126,203,227,226,249,203,167,153,115,106
"50150 Karkialampi  (Mikkeli)",1343,670,673,36,43,65,104,54,49,35,88,98,96,94,80,119,126,98,92,48,21,18,9,6
"50160 Kattilansilta  (Mikkeli)",2509,1320,1189,45,71,77,93,56,39,65,230,179,145,113,114,163,147,168,226,217,174,122,67,43
"50170 Peitsari  (Mikkeli)",5994,3062,2932,41,219,288,423,191,144,142,315,330,388,409,332,388,417,461,463,405,217,209,159,94
"50180 Visulahti  (Mikkeli)",832,403,429,35,35,43,109,45,30,24,30,32,45,57,87,72,59,44,44,30,13,17,13,3
"50190 Tuppurala  (Mikkeli)",4924,2610,2314,43,140,188,289,136,102,138,328,302,266,248,242,299,342,393,422,399,271,201,120,98
"50200 Kovala  (Mikkeli)",636,292,344,39,28,38,60,27,21,11,13,18,52,36,45,50,44,31,53,42,24,16,19,8
"50300 Rämälä  (Mikkeli)",342,166,176,42,9,17,18,19,9,8,6,22,21,25,15,23,30,28,26,22,18,11,8,7
"50350 Norola  (Mikkeli)",342,163,179,40,11,20,27,19,11,8,9,12,15,18,25,31,33,24,30,17,11,10,7,4
"50500 Tuukkala-Kaituenmäki  (Mikkeli)",1596,795,801,42,54,67,92,39,31,29,73,126,103,88,98,121,112,167,138,121,63,36,23,15
"50520 Moision Sairaala-alue  (Mikkeli)",145,71,74,42,5,4,9,1,0,3,11,17,5,11,9,10,8,11,11,19,2,4,4,1
"50600 Karikko  (Mikkeli)",4755,2354,2401,39,188,258,444,213,130,111,161,200,285,332,358,358,323,305,299,298,175,147,82,88
"50670 Otava  (Mikkeli)",1914,918,996,40,73,97,162,80,52,42,68,97,139,116,106,136,131,129,145,144,93,51,30,23
"50700 Syysjärvi  (Mikkeli)",560,264,296,42,15,20,55,27,18,19,17,20,28,31,28,39,59,35,43,33,28,18,15,12
"50770 Korpikoski  (Mikkeli)",249,118,131,44,10,9,14,9,5,6,6,11,18,13,13,21,20,23,17,22,15,10,7,0
"50800 Annilanselkä  (Mikkeli)",539,268,271,46,13,24,28,19,14,11,19,8,20,30,31,36,46,50,55,53,43,22,11,6
"50970 Ihastjärvi  (Mikkeli)",2420,1203,1217,35,89,150,232,116,71,64,186,153,157,188,178,180,158,134,119,97,54,30,33,31
"51130 Vanhamäki  (Mikkeli)",172,76,96,50,3,5,13,6,2,1,2,3,7,5,11,9,13,19,23,21,8,7,4,10
"51200 Kangasniemi Keskus  (Kangasniemi)",4033,2071,1962,50,106,136,181,103,66,83,151,152,161,142,145,270,309,319,382,371,285,264,225,182
"51260 Tahkomäki  (Kangasniemi)",163,72,91,44,2,6,17,8,3,1,8,8,10,6,10,10,9,14,5,20,11,4,3,8
"51270 Kutemajärvi  (Kangasniemi)",231,104,127,48,2,4,11,11,5,7,10,8,4,11,4,29,27,22,23,19,11,9,10,4
"51310 Levä  (Kangasniemi)",143,61,82,52,3,6,6,4,1,5,0,3,3,4,8,7,9,11,20,21,14,9,6,3
"51335 Kaihlamäki  (Kangasniemi)",46,22,24,44,1,1,4,1,0,1,1,2,3,4,2,4,7,2,3,3,3,4,0,0
"51340 Hännilä-Särkiharju  (Kangasniemi)",320,144,176,46,7,16,14,13,15,6,13,5,7,25,13,29,24,16,22,38,19,14,12,12
"51360 Koivula-Synsiö  (Kangasniemi)",184,84,100,51,2,4,8,7,3,1,4,7,9,7,11,12,17,13,20,18,15,10,7,9
"51380 Synsiö  (Kangasniemi)",54,26,28,46,2,3,2,1,3,0,1,1,4,1,1,3,6,11,3,2,5,3,2,0
"51420 Harjumaa-Pajulankylä  (Mikkeli)",248,109,139,47,1,5,18,16,13,7,0,3,4,11,20,20,24,18,27,13,13,18,8,9
"51430 Läsäkoski  (Kangasniemi)",82,36,46,58,0,0,3,0,0,0,1,3,3,2,2,7,4,15,17,6,6,4,7,2
"51440 Vuojalahti  (Kangasniemi)",248,114,134,50,1,5,13,4,11,8,8,4,5,10,13,21,29,27,17,23,15,17,12,5
"51450 Pajulankylä  (Mikkeli)",66,30,36,52,1,0,2,1,3,3,1,2,3,3,2,6,6,4,5,9,5,4,2,4
"51460 Luusniemi  (Kangasniemi)",221,98,123,48,1,7,15,7,3,4,12,6,4,9,12,14,24,22,23,22,14,12,5,5
"51520 Hiirola  (Mikkeli)",429,209,220,44,12,19,23,20,10,9,13,20,25,18,31,37,31,36,35,33,16,14,17,10
"51540 Kalvitsa  (Mikkeli)",339,149,190,49,7,13,14,11,3,4,9,19,9,12,15,33,24,35,46,34,15,16,14,6
"51600 Haukivuori Keskus-Piitkäaho  (Mikkeli)",1438,737,701,51,38,37,85,32,20,23,36,45,52,63,55,79,94,122,165,147,87,77,101,80
"51620 Pitkäaho  (Mikkeli)",60,29,31,47,3,1,2,4,1,1,2,2,5,4,0,6,2,2,5,8,2,4,2,4
"51670 Nykälä  (Mikkeli)",155,76,79,51,2,2,8,9,2,2,2,4,3,7,8,11,10,14,18,13,21,11,7,1
"51720 Rahula  (Mikkeli)",493,233,260,40,19,27,38,18,13,11,14,22,30,31,34,34,42,49,43,28,21,5,10,4
"51740 Huuhanaho  (Mikkeli)",219,101,118,48,7,8,14,6,3,2,0,6,9,16,7,14,16,26,34,20,10,10,6,5
