"Postal code area","Workplaces, 2014 (TP)","Primary production, 2014 (TP)","Processing, 2014 (TP)","Services, 2014 (TP)","A Agriculture, forestry and fishing, 2014 (TP)","B Mining and quarrying, 2014 (TP)","C Manufacturing, 2014 (TP)","D Electricity, gas, steam and air conditioning supply, 2014 (TP)","E Water supply; sewerage, waste management and remediation activities, 2014 (TP)","F Construction, 2014 (TP)","G Wholesale and retail trade; repair of motor vehicles and motorcycles, 2014 (TP)","H Transportation and storage, 2014 (TP)","I Accommodation and food service activities, 2014 (TP)","J Information and communication, 2014 (TP)","K Financial and insurance activities, 2014 (TP)","L Real estate activities, 2014 (TP)","M Professional, scientific and technical activities, 2014 (TP)","N Administrative and support service activities, 2014 (TP)","O Public administration and defence; compulsory social security, 2014 (TP)","P Education, 2014 (TP)","Q Human health and social work activities, 2014 (TP)","R Arts, entertainment and recreation, 2014 (TP)","S Other service activities, 2014 (TP)","T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use, 2014 (TP)","U Activities of extraterritorial organisations and bodies, 2014 (TP)","X Industry unknown, 2014 (TP)"
"33720 Hervanta   (Tampere )",11090,2,2786,8302,2,0,2348,0,25,413,553,369,244,1475,141,60,919,921,223,2380,746,92,179,0,0,0
"33730 Leinola-Vehmainen   (Tampere )",1350,0,812,538,0,0,585,0,37,190,197,194,22,5,1,12,18,25,0,17,19,17,11,0,0,0
"33800 Nekala   (Tampere )",4489,2,1361,3126,2,0,498,0,94,769,964,789,79,56,6,7,266,295,39,396,156,35,38,0,0,0
"33820 Koivistonkylä   (Tampere )",1519,4,346,1169,4,0,62,0,0,284,229,237,30,7,9,3,46,33,3,318,214,7,33,0,0,0
"33840 Peltolammi   (Tampere )",2416,0,860,1556,0,1,557,1,14,287,1159,189,59,5,3,2,54,3,0,26,15,4,37,0,0,0
"33850 Multisilta   (Pirkkala )",835,0,96,739,0,0,23,0,28,45,210,359,1,1,0,1,15,9,87,0,44,2,10,0,0,0
"33870 Vuores   (Lempäälä )",119,3,9,107,3,0,0,0,0,9,22,1,1,0,1,2,5,0,0,12,59,1,3,0,0,0
"33880 Höytämö   (Lempäälä )",1330,0,805,525,0,0,537,0,10,258,165,39,17,14,0,7,45,26,2,94,103,4,9,0,0,0
"33900 Härmälä-Rantaperkiö   (Tampere )",10142,0,2695,7447,0,12,2027,255,43,358,1668,901,145,733,5,15,602,626,76,109,2421,42,104,0,0,0
"33920 Toivio   (Pirkkala )",229,0,21,208,0,0,3,0,0,18,97,8,7,1,0,1,18,16,0,29,27,1,3,0,0,0
"33950 Killo   (Pirkkala )",916,2,62,852,2,0,6,0,0,56,482,20,42,4,0,7,45,7,0,75,136,12,22,0,0,0
"33960 Suuppa   (Pirkkala )",3716,4,1281,2431,4,9,722,0,1,549,617,200,138,19,27,18,283,129,128,188,551,28,103,2,0,0
"33980 Pirkkala kk   (Pirkkala )",303,12,68,223,12,0,39,0,1,28,17,123,4,3,1,2,41,7,0,25,0,0,0,0,0,0
"34110 Lakiala   (Ylöjärvi )",337,13,47,277,13,0,3,0,1,43,8,29,3,0,1,0,9,3,183,24,14,2,1,0,0,0
"34130 Ylinen   (Ylöjärvi )",528,14,35,479,14,0,4,0,0,31,11,16,1,0,0,0,6,1,0,48,387,4,5,0,0,0
"34140 Mutala   (Ylöjärvi )",75,16,22,37,16,0,6,0,0,16,3,4,0,0,0,0,0,3,0,13,13,0,1,0,0,0
"34150 Kyrönlahti   (Ylöjärvi )",43,4,26,13,4,0,11,0,0,15,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
"34180 Länsi-Teisko   (Ylöjärvi )",19,6,5,8,6,0,0,0,0,5,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"34240 Kämmenteisko   (Tampere )",231,8,41,182,8,0,1,0,0,40,29,28,6,0,0,0,6,10,2,55,30,1,15,0,0,0
"34260 Terälahti   (Tampere )",165,30,18,117,30,6,2,0,0,10,15,27,7,2,2,3,6,5,0,29,12,2,7,0,0,0
"34270 Velaatta   (Tampere )",31,12,9,10,12,0,5,0,0,4,1,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"34300 Kuru Keskus   (Ylöjärvi )",398,34,59,305,34,0,40,0,0,19,43,38,13,0,6,1,5,8,0,80,84,5,22,0,0,0
"34320 Parkkuu   (Ylöjärvi )",21,12,5,4,12,0,2,0,0,3,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
"34330 Poikelus   (Ylöjärvi )",38,12,5,21,12,0,2,0,0,3,1,0,7,0,0,0,1,0,0,1,7,1,3,0,0,0
"34410 Murole   (Ruovesi )",23,8,11,4,8,0,1,0,0,10,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"34420 Muroleen Kanava   (Ruovesi )",8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"34430 Kekkonen   (Ruovesi )",16,9,6,1,9,0,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34450 Jäminkipohja   (Ruovesi )",111,22,44,45,22,0,37,0,0,7,15,1,1,0,0,0,2,5,14,6,0,0,1,0,0,0
"34510 Luode   (Ylöjärvi )",10,3,1,6,3,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0
"34530 Länsi-Aure   (Ylöjärvi )",42,1,9,32,1,0,4,0,0,5,1,0,0,0,0,0,0,0,0,0,16,15,0,0,0,0
"34550 Itä-Aure   (Ylöjärvi )",24,10,9,5,10,0,2,0,0,7,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"34600 Ruovesi Keskus-Nenonen   (Ruovesi )",1183,68,350,765,68,0,304,0,4,42,97,49,30,68,20,4,19,30,41,55,308,8,36,0,0,0
"34640 Mustajärvi   (Ruovesi )",16,10,5,1,10,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"34710 Vaskivesi   (Virrat )",81,37,31,13,37,0,4,0,1,26,3,3,0,0,0,0,2,0,0,5,0,0,0,0,0,0
"34730 Vaskuu   (Virrat )",8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"34740 Koro   (Virrat )",17,3,14,0,3,0,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34770 Kurjenkylä   (Virrat )",34,18,9,7,18,0,0,0,0,9,2,0,0,1,0,0,0,0,0,2,0,1,1,0,0,0
"34800 Virrat Keskus   (Virrat )",1702,74,388,1240,74,1,237,47,10,93,209,78,55,11,41,12,87,63,89,155,361,17,62,0,0,0
"34870 Visuvesi   (Ruovesi )",86,21,30,35,21,0,29,0,0,1,6,2,1,0,0,0,0,6,0,7,13,0,0,0,0,0
"34910 Äijänneva   (Virrat )",24,19,5,0,19,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34930 Liedenpohja   (Virrat )",71,16,25,30,16,5,17,0,1,2,3,0,0,0,1,0,0,0,0,5,20,0,1,0,0,0
"34950 Ohtola   (Virrat )",13,8,4,1,8,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34970 Toisvesi   (Virrat )",13,10,3,0,10,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34980 Killinkoski   (Virrat )",54,5,29,20,5,0,28,0,0,1,3,2,1,0,0,0,0,0,0,0,8,1,5,0,0,0
"35100 Orivesi Asemanseutu   (Orivesi )",538,41,73,424,41,2,14,0,3,54,41,28,14,0,0,1,14,36,10,51,224,1,4,0,0,0
"35220 Eräjärvi   (Orivesi )",106,32,21,53,32,10,3,1,3,4,11,1,6,0,0,0,0,2,0,8,7,11,7,0,0,0
"35240 Ristakallio   (Orivesi )",42,26,2,14,26,0,0,0,0,2,0,3,1,0,0,0,0,10,0,0,0,0,0,0,0,0
"35260 Leväslahti   (Orivesi )",3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"35270 Västilä   (Orivesi )",27,11,5,11,11,0,1,0,0,4,8,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
"35300 Orivesi Keskus   (Orivesi )",1740,91,465,1184,91,26,196,0,4,239,281,88,102,10,54,8,60,65,62,128,219,15,92,0,0,0
"35320 Hirsilä   (Orivesi )",120,11,74,35,11,0,63,0,0,11,1,11,2,0,0,0,0,8,0,7,6,0,0,0,0,0
"35400 Länkipohja   (Jämsä )",268,39,108,121,39,0,100,0,0,8,33,25,4,2,5,1,8,2,2,5,30,1,3,0,0,0
"35420 Talviainen   (Orivesi )",7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"35480 Längelmäki   (Orivesi )",8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"35500 Korkeakoski   (Juupajoki )",410,35,224,151,35,0,148,4,0,72,15,19,9,0,4,1,24,11,10,21,27,2,8,0,0,0
"35520 Pirttikangas   (Juupajoki )",8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"35530 Lyly   (Juupajoki )",106,5,76,25,5,0,64,0,0,12,4,0,2,0,0,0,1,0,0,0,18,0,0,0,0,0
"35540 Juupajoki   (Juupajoki )",130,30,10,90,30,0,1,0,0,9,15,47,1,0,0,0,1,19,0,5,1,0,1,0,0,0
"35550 Salokunta   (Juupajoki )",39,18,15,6,18,0,11,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"35600 Halli   (Jämsä )",1115,8,837,270,8,0,807,8,3,19,26,8,13,1,3,0,9,0,115,15,64,1,15,0,0,0
"35610 Pihlaisto   (Jämsä )",13,5,1,7,5,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"35630 Suinula-Valkamanperä   (Jämsä )",9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"35700 Vilppula Keskus   (Mänttä-Vilppula )",898,53,266,579,53,20,193,1,0,52,77,71,18,0,8,6,27,19,21,51,249,4,28,0,0,0
"35740 Ylä-Vääri   (Ruovesi )",16,9,5,2,9,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"35750 Väärinmaja   (Ruovesi )",29,13,9,7,13,0,6,0,0,3,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"35800 Mänttä   (Mänttä-Vilppula )",1910,2,711,1197,2,0,624,29,17,41,152,77,85,15,24,37,34,96,93,137,295,92,60,0,0,0
"35820 Asemakulma-Mustalahti   (Jämsä )",433,27,62,344,27,0,33,0,2,27,62,12,19,0,0,1,4,41,0,37,157,4,7,0,0,0
"35990 Kolho   (Mänttä-Vilppula )",339,12,192,135,12,0,178,0,0,14,15,4,0,1,2,0,30,2,5,13,56,0,7,0,0,0
"36100 Kangasala Asemanseutu   (Kangasala )",223,0,116,107,0,0,49,0,0,67,43,16,0,0,0,0,6,40,0,0,1,0,1,0,0,0
"36110 Ruutana   (Kangasala )",273,1,92,180,1,0,21,0,0,71,18,19,15,0,0,1,13,1,0,24,76,5,8,0,0,0
"36120 Suinula-Haviseva   (Kangasala )",102,12,28,62,12,0,3,0,3,22,12,2,3,1,0,1,6,11,0,18,4,2,2,0,0,0
"36200 Kangasala Keskus   (Kangasala )",2743,70,220,2453,70,0,83,0,23,114,233,79,61,22,51,101,208,125,136,257,1051,35,93,1,0,0
"36220 Suorama   (Kangasala )",1784,1,837,946,1,0,545,2,0,290,351,147,90,5,0,7,31,60,0,54,152,12,37,0,0,0
"36240 Nattari   (Kangasala )",824,10,229,585,10,0,152,0,0,77,205,42,33,3,7,4,16,26,0,117,108,1,23,0,0,0
"36270 Huutijärvi   (Kangasala )",410,74,23,313,74,0,5,0,0,18,10,3,7,3,0,0,9,7,0,75,167,25,7,0,0,0
"36280 Pikonlinna   (Kangasala )",149,0,4,145,0,0,0,0,0,4,0,0,1,0,0,6,1,0,0,0,137,0,0,0,0,0
"36340 Tohkala   (Kangasala )",26,10,4,12,10,0,1,0,0,3,1,5,0,0,0,0,1,0,0,3,1,0,1,0,0,0
"36420 Sahalahti Keskus   (Kangasala )",834,18,607,209,18,0,570,0,0,37,17,38,10,6,2,0,10,13,1,44,39,2,26,1,0,0
"36430 Pakkala   (Kangasala )",49,36,0,13,36,0,0,0,0,0,4,4,0,0,0,0,3,0,0,2,0,0,0,0,0,0
"36450 Salmentaka   (Pälkäne )",60,24,1,35,24,0,0,0,0,1,3,1,7,0,0,0,1,3,0,0,0,20,0,0,0,0
"36520 Raikku   (Kangasala )",47,15,3,29,15,0,0,0,0,3,3,1,9,0,0,0,2,0,1,5,1,7,0,0,0,0
"36570 Kaivanto   (Kangasala )",38,18,2,18,18,0,1,0,0,1,6,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0
"36600 Pälkäne Keskus   (Pälkäne )",855,87,158,610,87,0,76,0,7,75,122,61,9,14,10,4,14,20,39,90,186,13,28,0,0,0
"36640 Iltasmäki   (Pälkäne )",64,18,36,10,18,0,15,0,0,21,1,0,1,0,0,0,1,2,0,5,0,0,0,0,0,0
"36660 Laitikkala   (Pälkäne )",52,24,5,23,24,0,5,0,0,0,15,3,0,0,0,0,1,1,0,0,3,0,0,0,0,0
"36720 Aitoo   (Pälkäne )",234,21,46,167,21,0,44,0,0,2,4,1,0,0,1,1,0,2,0,109,42,5,2,0,0,0
"36760 Luopioinen Keskus   (Pälkäne )",260,16,46,198,16,0,35,0,0,11,30,17,36,1,7,0,16,16,0,12,49,1,13,0,0,0
"36810 Kuhmalahti Keskus   (Kangasala )",135,23,2,110,23,0,0,0,0,2,11,23,4,1,0,0,9,4,0,0,54,0,4,0,0,0
"36840 Kuhmajärvi   (Kangasala )",59,13,16,30,13,0,1,0,0,15,2,6,0,0,2,0,3,2,0,9,3,1,2,0,0,0
"36880 Vehkajärvi   (Kangasala )",18,9,2,7,9,0,0,0,0,2,0,2,0,0,0,0,0,3,0,0,1,1,0,0,0,0
"36910 Rautajärvi   (Pälkäne )",58,27,5,26,27,0,0,0,0,5,3,10,1,0,0,0,0,0,2,4,5,0,1,0,0,0
"36930 Kyynärö   (Pälkäne )",67,14,2,51,14,0,1,0,0,1,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37100 Nokia Keskus   (Nokia )",4325,9,1616,2700,9,0,1470,31,47,68,337,117,166,60,60,102,157,84,145,263,978,62,169,0,0,0
"37120 Koskenmäki   (Nokia )",1036,8,168,860,8,0,33,0,0,135,262,41,65,9,1,1,42,27,0,161,177,25,49,0,0,0
"37130 Alhoniitty   (Nokia )",320,0,42,278,0,0,1,0,0,41,38,30,3,1,0,1,40,24,0,71,56,7,7,0,0,0
"37140 Harjuniitty   (Nokia )",229,0,80,149,0,0,45,0,0,35,22,5,0,0,0,8,8,1,0,3,94,3,5,0,0,0
"37150 Kankaantaka   (Nokia )",1409,2,496,911,2,0,298,0,19,179,242,190,60,9,6,16,50,59,130,4,132,7,6,0,0,0
"37180 Sarkola   (Nokia )",31,16,7,8,16,0,4,0,0,3,2,1,1,0,0,0,1,0,0,2,0,0,1,0,0,0
"37200 Siuro   (Nokia )",426,23,275,128,23,0,241,0,0,34,14,37,8,11,4,1,7,9,0,15,16,3,3,0,0,0
"37210 Kulovesi   (Nokia )",1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"37240 Linnavuori   (Nokia )",760,2,663,95,2,0,658,0,0,5,7,3,3,1,0,3,1,3,1,5,60,1,7,0,0,0
"37310 Tottijärvi   (Nokia )",93,17,14,62,17,0,7,0,0,7,0,17,1,1,0,0,3,10,0,8,17,2,3,0,0,0
"37350 Rämsöö   (Vesilahti )",20,8,4,8,8,0,2,0,0,2,0,0,0,0,0,0,1,0,0,0,5,1,1,0,0,0
"37370 Narva   (Vesilahti )",174,46,7,121,46,0,0,0,0,7,12,39,4,0,1,0,5,7,0,18,30,3,2,0,0,0
"37380 Krääkkiö   (Vesilahti )",11,6,3,2,6,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37420 Valkkinen   (Vesilahti )",93,31,19,43,31,1,3,0,0,15,6,3,1,0,0,0,2,1,0,13,10,4,3,0,0,0
"37470 Vesilahti Keskus   (Vesilahti )",425,22,45,358,22,4,15,0,0,26,34,30,19,8,3,1,23,13,29,63,112,4,19,0,0,0
"37500 Lempäälä Keskus   (Lempäälä )",2298,83,393,1822,83,12,161,20,12,188,203,129,110,22,30,18,58,74,145,160,755,26,91,1,0,0
"37530 Säijä   (Lempäälä )",38,11,9,18,11,0,0,0,0,9,2,3,0,0,0,0,3,2,0,6,0,2,0,0,0,0
"37550 Kuivaspää   (Lempäälä )",555,1,151,403,1,0,91,0,1,59,54,24,4,6,1,1,22,8,3,153,72,44,11,0,0,0
"37560 Kulju   (Lempäälä )",505,3,154,348,3,0,18,5,0,131,78,26,3,7,2,3,15,40,0,68,79,23,4,0,0,0
"37570 Koivuniemi   (Lempäälä )",1306,28,242,1036,28,1,166,0,34,41,715,103,57,14,15,6,30,6,0,0,12,33,45,0,0,0
"37600 Valkeakoski Keskus   (Valkeakoski )",4881,18,1847,3016,18,0,1621,36,23,167,401,135,128,29,57,34,129,292,165,313,1104,124,105,0,0,0
"37630 Vääräkoivu   (Valkeakoski )",1361,7,745,609,7,0,669,0,0,76,187,40,14,4,0,4,31,13,0,170,113,12,21,0,0,0
"37700 Sääksmäki   (Valkeakoski )",98,11,15,72,11,0,5,0,0,10,3,2,6,0,0,0,4,0,0,4,39,5,9,0,0,0
"37720 Ritvala   (Valkeakoski )",22,13,4,5,13,0,0,0,0,4,1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"37740 Haukila   (Valkeakoski )",37,13,3,21,13,0,0,0,0,3,0,16,1,0,0,0,1,0,0,3,0,0,0,0,0,0
"37770 Tarttila   (Valkeakoski )",77,23,11,43,23,0,1,0,0,10,2,1,0,1,0,0,1,0,0,34,0,3,1,0,0,0
"37800 Toijala keskus   (Akaa )",3010,47,1317,1646,47,0,1072,0,11,234,249,154,156,9,36,15,91,193,91,155,373,23,101,0,0,0
"37830 Viiala Keskus   (Akaa )",848,16,240,592,16,0,151,0,1,88,133,47,13,5,4,8,18,38,0,96,186,12,32,0,0,0
"37850 Metsäkansa   (Valkeakoski )",29,15,4,10,15,0,0,0,0,4,2,4,2,0,0,0,1,0,0,1,0,0,0,0,0,0
"37860 Kärjenniemi   (Valkeakoski )",76,8,35,33,8,0,8,0,0,27,4,6,2,0,0,0,8,1,0,7,2,0,3,0,0,0
"37900 Kylmäkoski Asemanseutu   (Akaa )",19,13,2,4,13,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"37910 Kylmäkoski Keskus   (Akaa )",390,39,107,244,39,0,85,0,0,22,54,4,7,0,0,0,5,1,94,9,51,4,15,0,0,0
"37960 Sotkia   (Akaa )",26,7,2,17,7,0,1,0,0,1,13,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"38100 Karkku   (Sastamala )",253,10,28,215,10,0,13,0,0,15,10,7,3,1,3,1,3,5,0,161,5,12,4,0,0,0
"38120 Kutala   (Sastamala )",35,10,7,18,10,0,3,0,0,4,1,0,0,0,0,0,1,0,0,0,14,2,0,0,0,0
"38130 Ellivuori   (Sastamala )",6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"38140 Kärppälä   (Sastamala )",45,28,2,15,28,0,1,0,0,1,3,2,0,0,0,0,1,0,0,0,1,7,1,0,0,0
"38200 Vammala Keskus   (Sastamala )",3069,25,348,2696,25,0,204,1,16,127,490,118,136,92,72,21,215,111,165,123,1049,23,81,0,0,0
"38210 Vammala Asemanseutu   (Sastamala )",1490,46,742,702,46,0,647,1,2,92,42,118,51,2,0,3,14,11,20,162,188,39,52,0,0,0
"38220 Stormi   (Sastamala )",327,42,190,95,42,0,182,0,0,8,22,10,7,0,0,0,7,0,0,41,6,0,2,0,0,0
"38250 Roismala   (Sastamala )",464,31,259,174,31,0,236,0,0,23,15,31,5,1,0,5,11,31,0,12,39,20,4,0,0,0
"38270 Sammaljoki   (Sastamala )",46,35,5,6,35,0,3,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0
"38280 Illo   (Sastamala )",77,41,12,24,41,0,0,0,0,12,5,6,4,1,0,1,0,0,3,3,1,0,0,0,0,0
"38300 Kiikka   (Sastamala )",397,50,157,190,50,1,140,0,1,15,21,9,46,1,6,1,7,4,4,50,30,0,11,0,0,0
"38360 Kiikoinen   (Sastamala )",255,51,75,129,51,0,45,0,0,30,34,35,19,1,9,0,4,3,2,11,4,1,6,0,0,0
"38420 Häijää   (Sastamala )",243,24,19,200,24,0,6,0,0,13,89,41,12,0,6,1,10,2,0,11,20,1,7,0,0,0
"38460 Mouhijärvi Keskus   (Sastamala )",444,61,85,298,61,0,61,0,0,24,21,54,22,2,7,1,13,2,1,44,117,4,10,0,0,0
"38470 Hyynilä   (Sastamala )",43,12,20,11,12,0,6,0,0,14,3,1,4,1,0,0,0,1,0,0,0,0,1,0,0,0
"38490 Haukijärvi   (Hämeenkyrö )",5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"38510 Suodenniemi   (Sastamala )",223,68,47,108,68,0,30,1,0,16,28,27,11,0,4,1,3,5,0,7,14,1,7,0,0,0
"38600 Lavia Keskus   (Pori )",398,53,71,274,53,1,27,4,0,39,37,32,13,0,7,1,21,5,25,31,83,4,15,0,0,0
"38650 Yli-Putto   (Pori )",51,8,42,1,8,0,8,0,0,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38670 Kalliala-Haunia   (Pori )",23,18,4,1,18,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"38680 Tuunajärvi   (Pomarkku )",1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"38700 Kankaanpää Keskus   (Kankaanpää )",3682,45,977,2660,45,2,767,14,12,182,535,168,129,23,39,38,151,105,160,422,759,28,102,1,0,0
"38710 Myllymäki   (Kankaanpää )",243,5,129,109,5,0,68,53,0,8,39,14,15,0,0,2,6,3,0,0,26,0,4,0,0,0
"38720 Vihteljärvi   (Kankaanpää )",72,31,9,32,31,0,1,2,0,6,3,15,0,0,3,1,0,4,0,5,0,0,1,0,0,0
"38740 Hapuoja   (Kankaanpää )",51,6,25,20,6,0,7,0,0,18,14,2,0,0,0,0,2,1,0,0,1,0,0,0,0,0
"38750 Veneskoski   (Kankaanpää )",23,7,13,3,7,0,1,0,0,12,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"38760 Venesjärvi   (Kankaanpää )",89,15,13,61,15,0,7,0,0,6,5,6,2,0,0,0,0,35,0,3,5,0,5,0,0,0
"38770 Lohikko   (Kankaanpää )",174,12,47,115,12,1,2,0,0,44,0,10,0,0,0,4,1,7,0,3,89,0,1,0,0,0
"38800 Jämijärvi Keskus   (Jämijärvi )",450,80,131,239,80,2,104,0,0,25,32,14,32,0,6,3,9,8,11,26,75,2,21,0,0,0
"38840 Niinisalo   (Kankaanpää )",506,21,28,457,21,0,10,0,5,13,9,3,9,0,0,36,0,2,369,5,4,8,12,0,0,0
"38860 Suurimaa   (Jämijärvi )",42,23,16,3,23,0,12,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38910 Ala-Honkajoki   (Kankaanpää )",87,30,32,25,30,2,8,0,0,22,8,11,0,0,0,0,0,0,0,5,1,0,0,0,0,0
"38920 Vatajankoski   (Honkajoki )",30,22,3,5,22,1,1,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0
"38950 Honkajoki Keskus   (Honkajoki )",571,120,212,239,120,12,171,4,0,25,45,24,2,0,7,0,2,15,27,26,65,4,22,0,0,0
"38970 Lauhala   (Honkajoki )",85,43,7,35,43,0,1,0,0,6,25,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"39100 Hämeenkyrö Keskus   (Hämeenkyrö )",1142,76,130,936,76,0,76,0,4,50,81,36,70,5,11,4,30,30,36,193,378,16,46,0,0,0
"39110 Simuna   (Hämeenkyrö )",28,9,4,15,9,0,0,0,0,4,2,3,0,2,0,1,5,0,0,0,0,1,1,0,0,0
"39130 Sasi   (Hämeenkyrö )",87,32,16,39,32,0,5,0,0,11,1,6,0,0,0,0,3,1,0,12,15,0,1,0,0,0
"39150 Pinsiö   (Hämeenkyrö )",159,7,29,123,7,0,9,3,0,17,17,14,2,1,0,1,0,30,0,8,48,1,1,0,0,0
"39160 Julkujärvi   (Ylöjärvi )",643,1,421,221,1,0,350,0,0,71,34,18,2,1,0,4,2,7,0,44,92,4,13,0,0,0
"39170 Jumesniemi   (Hämeenkyrö )",20,13,2,5,13,0,1,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,1,0,0,0
"39180 Herttuala   (Hämeenkyrö )",12,6,2,4,6,0,1,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"39195 Kaipio   (Hämeenkyrö )",17,16,0,1,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"39200 Kyröskoski   (Hämeenkyrö )",1148,36,573,539,36,0,464,0,8,101,120,97,13,8,16,5,16,54,4,27,141,9,29,0,0,0
"39230 Osara   (Hämeenkyrö )",40,9,0,31,9,0,0,0,0,0,2,1,0,0,0,0,0,0,1,21,0,5,1,0,0,0
"39290 Vesajärvi   (Hämeenkyrö )",19,9,7,3,9,0,6,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"39310 Viljakkala Keskus   (Ylöjärvi )",211,17,36,158,17,0,8,0,1,27,9,11,13,3,2,0,4,6,5,31,58,5,11,0,0,0
"39340 Karhe   (Ylöjärvi )",45,8,15,22,8,0,4,0,0,11,1,14,0,0,1,0,2,0,0,3,0,0,1,0,0,0
"39360 Komi   (Ylöjärvi )",29,10,11,8,10,0,8,0,0,3,0,6,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"39380 Lavajärvi   (Hämeenkyrö )",19,10,7,2,10,0,0,0,0,7,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"39410 Luhalahti   (Ikaalinen )",63,13,9,41,13,0,2,0,0,7,2,0,0,1,2,2,1,0,0,4,28,0,0,1,0,0
"39430 Röyhiö   (Ikaalinen )",12,10,1,1,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"39450 Sisättö   (Ikaalinen )",12,7,4,1,7,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"39500 Ikaalinen Keskus   (Ikaalinen )",1762,50,253,1459,50,0,144,41,7,61,186,57,113,51,33,11,49,109,88,160,471,50,81,0,0,0
"39530 Kilvakkala   (Ikaalinen )",209,62,93,54,62,0,79,0,0,14,7,10,9,1,0,0,1,3,0,13,10,0,0,0,0,0
"39580 Riitiala   (Ikaalinen )",62,20,16,26,20,0,13,0,0,3,0,3,0,0,0,0,0,1,0,3,17,2,0,0,0,0
"39590 Tevaniemi   (Ikaalinen )",70,17,17,36,17,0,0,0,13,4,0,4,0,0,0,0,0,1,0,8,23,0,0,0,0,0
"39610 Kovelahti   (Ikaalinen )",24,13,4,7,13,0,0,0,0,4,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0
"39620 Kovesjoki   (Parkano )",31,19,8,4,19,0,3,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
