"Postal code area","Aged 18 or over, total, 2014 (KO)","Basic level studies, 2014 (KO)","With education, total, 2014 (KO)","Matriculation examination, 2014 (KO)","Vocational diploma, 2014 (KO)","Academic degree - Lower level university degree, 2014 (KO)","Academic degree - Higher level university degree, 2014 (KO)"
"38770 Lohikko   (Kankaanpää )",365,118,247,10,194,25,18
"38800 Jämijärvi Keskus   (Jämijärvi )",1396,499,897,40,734,89,34
"38840 Niinisalo   (Kankaanpää )",722,209,513,12,438,39,24
"38860 Suurimaa   (Jämijärvi )",166,53,113,2,104,6,1
"38910 Ala-Honkajoki   (Kankaanpää )",455,166,289,8,243,32,6
"38920 Vatajankoski   (Honkajoki )",205,71,134,6,123,1,4
"38950 Honkajoki Keskus   (Honkajoki )",1110,440,670,39,540,51,40
"38970 Lauhala   (Honkajoki )",239,125,114,6,94,9,5
"39100 Hämeenkyrö Keskus   (Hämeenkyrö )",2716,774,1942,88,1477,214,163
"39110 Simuna   (Hämeenkyrö )",172,45,127,6,95,15,11
"39130 Sasi   (Hämeenkyrö )",575,129,446,12,329,58,47
"39150 Pinsiö   (Hämeenkyrö )",607,122,485,34,336,72,43
"39160 Julkujärvi   (Ylöjärvi )",2263,361,1902,106,1198,372,226
"39170 Jumesniemi   (Hämeenkyrö )",140,38,102,8,65,18,11
"39180 Herttuala   (Hämeenkyrö )",74,19,55,3,43,6,3
"39195 Kaipio   (Hämeenkyrö )",146,54,92,4,79,8,1
"39200 Kyröskoski   (Hämeenkyrö )",3837,1158,2679,112,2153,261,153
"39230 Osara   (Hämeenkyrö )",173,48,125,7,105,12,1
"39290 Vesajärvi   (Hämeenkyrö )",146,40,106,7,82,10,7
"39310 Viljakkala Keskus   (Ylöjärvi )",786,247,539,21,448,39,31
"39340 Karhe   (Ylöjärvi )",227,64,163,3,111,29,20
"39360 Komi   (Ylöjärvi )",182,46,136,6,103,16,11
"39380 Lavajärvi   (Hämeenkyrö )",125,28,97,3,79,11,4
"39410 Luhalahti   (Ikaalinen )",273,112,161,9,122,21,9
"39430 Röyhiö   (Ikaalinen )",139,32,107,7,86,9,5
"39450 Sisättö   (Ikaalinen )",111,49,62,1,52,4,5
"39500 Ikaalinen Keskus   (Ikaalinen )",3926,1173,2753,172,2034,339,208
"39530 Kilvakkala   (Ikaalinen )",794,241,553,22,433,68,30
"39580 Riitiala   (Ikaalinen )",320,99,221,7,179,21,14
"39590 Tevaniemi   (Ikaalinen )",187,62,125,6,103,10,6
"39610 Kovelahti   (Ikaalinen )",174,50,124,5,96,14,9
"39620 Kovesjoki   (Parkano )",170,58,112,5,100,4,3
"39660 Lapinneva   (Parkano )",221,87,134,6,118,8,2
"39700 Parkano Keskus   (Parkano )",4600,1548,3052,136,2437,317,162
"39750 Vatajanjärvi   (Parkano )",304,106,198,6,178,11,3
"39770 Aureskoski   (Parkano )",63,27,36,2,29,5,0
"39780 Alaskylä   (Parkano )",171,51,120,9,89,14,8
"39810 Linnankylä   (Kihniö )",297,112,185,7,154,17,7
"39820 Kihniö Keskus   (Kihniö )",1344,520,824,37,679,75,33
"39880 Kihniö Asemanseutu   (Kihniö )",125,52,73,7,59,7,0
"39920 Suomijärvi   (Karvia )",133,51,82,7,63,7,5
"39930 Karvia Keskus   (Karvia )",956,382,574,25,485,45,19
"39940 Kantti   (Karvia )",221,79,142,4,128,8,2
"39960 Sarvela   (Karvia )",374,158,216,4,189,17,6
"39965 Karviankylä   (Karvia )",148,65,83,0,79,3,1
"39980 Sara   (Karvia )",145,57,88,4,77,4,3
"39990 Alkkia   (Karvia )",92,44,48,1,41,1,5
"40100 Jyväskylä Keskus   (Jyväskylä )",12984,2018,10966,2706,4588,2052,1620
"40200 Mannila-Taulumäki   (Jyväskylä )",3036,409,2627,395,1231,527,474
"40250 Ritoniemi-Lohikoski   (Jyväskylä )",4805,881,3924,250,2229,702,743
"40270 Pappilanrinne-Pappilanvuori   (Jyväskylä )",8154,1583,6571,339,4115,1179,938
"40320 Seppälän Teollisuusalue   (Jyväskylä )",4056,980,3076,288,1975,456,357
"40340 Huhtasuo   (Jyväskylä )",5121,1632,3489,264,2702,324,199
"40400 Halssila   (Jyväskylä )",3248,641,2607,171,1540,488,408
"40420 Jyskä   (Jyväskylä )",3667,684,2983,173,1900,533,377
"40500 Keljo-Ristonmaa   (Jyväskylä )",2858,615,2243,279,1079,397,488
"40520 Kuokkala-Ristikivi   (Jyväskylä )",12681,2072,10609,1562,5151,1857,2039
"40530 Keljonkangas   (Jyväskylä )",3883,659,3224,182,1843,596,603
"40600 Mattilanpelto   (Jyväskylä )",1932,333,1599,256,665,281,397
"40620 Keskussairaala-alue-Kukkumäki   (Jyväskylä )",327,48,279,41,156,41,41
"40630 Kypärämäki   (Jyväskylä )",3032,658,2374,187,1266,367,554
"40640 Keltinmäki   (Jyväskylä )",5425,1206,4219,544,2468,629,578
"40660 Länsi-Palokka   (Jyväskylä )",508,123,385,19,266,67,33
"40700 Mäki-Matti   (Jyväskylä )",4266,642,3624,883,1484,673,584
"40720 Nisula   (Jyväskylä )",2402,487,1915,288,908,350,369
"40740 Kortepohja   (Jyväskylä )",6028,901,5127,1241,1923,951,1012
"40800 Vaajakoski   (Jyväskylä )",6264,1501,4763,239,3225,707,592
"40820 Vuoritsalo   (Jyväskylä )",731,187,544,22,393,70,59
"40900 Säynätsalo   (Jyväskylä )",2644,632,2012,110,1257,301,344
"40930 Kinkomaa   (Muurame )",951,154,797,32,488,145,132
"40950 Muurame Keskus   (Muurame )",5806,1160,4646,279,2917,709,741
"41120 Puuppola   (Jyväskylä )",1301,245,1056,40,714,172,130
"41140 Kuikka   (Jyväskylä )",420,82,338,16,244,57,21
"41160 Tikkakoski   (Jyväskylä )",3449,747,2702,140,1885,383,294
"41180 Vehniä   (Laukaa )",542,140,402,17,305,52,28
"41210 Jokihaara   (Uurainen )",288,68,220,8,159,32,21
"41220 Höytiä   (Uurainen )",245,72,173,13,132,18,10
"41230 Uurainen Keskus   (Uurainen )",1282,377,905,40,705,99,61
"41240 Kyynämöinen   (Uurainen )",208,72,136,5,111,15,5
"41260 Hoikankylä   (Saarijärvi )",122,40,82,6,66,7,3
"41270 Lannevesi   (Saarijärvi )",427,114,313,14,240,31,28
"41290 Kangashäkki   (Uurainen )",460,101,359,11,268,58,22
"41310 Leppävesi   (Laukaa )",2081,361,1720,67,1191,286,176
"41325 Laukkavirta   (Laukaa )",239,58,181,11,140,16,14
"41330 Vihtavuori   (Laukaa )",1852,406,1446,71,1020,216,139
"41340 Laukaa Keskus   (Laukaa )",4111,1098,3013,115,2089,466,343
"41350 Laukaa Asemanseutu   (Laukaa )",530,122,408,17,316,47,28
"41360 Valkola   (Laukaa )",368,99,269,16,212,22,19
"41370 Kuusa   (Laukaa )",793,204,589,21,427,75,66
"41390 Äijälä   (Laukaa )",327,93,234,7,185,31,11
"41400 Lievestuore   (Laukaa )",2695,801,1894,70,1513,194,117
"41410 Kankainen   (Toivakka )",149,47,102,3,76,15,8
"41440 Ruuhimäki   (Toivakka )",183,45,138,3,110,17,8
"41450 Leppälahti   (Jyväskylä )",533,135,398,9,283,65,41
"41490 Niemisjärvi   (Hankasalmi )",630,164,466,28,361,54,23
"41500 Hankasalmi Asemanseutu   (Hankasalmi )",1212,396,816,42,672,66,36
"41520 Hankasalmi Keskus   (Hankasalmi )",1607,562,1045,79,757,122,87
"41530 Veneranta   (Hankasalmi )",139,46,93,1,81,7,4
"41540 Ristimäki   (Hankasalmi )",223,87,136,14,108,10,4
"41550 Hannula   (Hankasalmi )",136,55,81,6,65,6,4
"41560 Säkinmäki   (Hankasalmi )",153,55,98,9,79,7,3
"41580 Sauvamäki   (Hankasalmi )",227,73,154,7,131,11,5
"41630 Oravasaari   (Jyväskylä )",289,71,218,10,158,29,21
"41660 Toivakka Keskus   (Toivakka )",1513,500,1013,41,758,135,79
"41710 Rutalahti-Kivisuo   (Jyväskylä )",230,77,153,6,118,18,11
"41730 Kivisuo   (Joutsa )",28,..,..,..,..,..,..
"41750 Havumäki   (Joutsa )",78,29,49,1,41,4,3
"41770 Leivonmäki   (Joutsa )",580,254,326,16,267,25,18
"41800 Korpilahti Keskus   (Jyväskylä )",2862,862,2000,98,1467,211,224
"41820 Saakoski   (Jyväskylä )",241,77,164,4,140,12,8
"41840 Moksi   (Jyväskylä )",75,20,55,4,43,4,4
"41860 Rannila   (Jyväskylä )",180,43,137,1,85,30,21
"41870 Putkilahti   (Jyväskylä )",156,57,99,5,81,5,8
"41880 Oittila   (Jyväskylä )",109,53,56,4,40,6,6
"41900 Petäjävesi Keskus   (Petäjävesi )",2183,656,1527,69,1123,204,131
"41920 Kintaus   (Petäjävesi )",413,103,310,11,216,37,46
"41925 Ylä-Kintaus   (Petäjävesi )",127,45,82,4,65,9,4
"41930 Kuohu   (Jyväskylä )",616,149,467,14,340,66,47
"41940 Vesanka   (Jyväskylä )",1047,214,833,39,585,118,91
"41970 Huttula   (Keuruu )",41,13,28,1,23,2,2
"41980 Kuivasmäki   (Petäjävesi )",154,56,98,6,75,10,7
"42100 Jämsä Keskus   (Jämsä )",8625,2480,6145,255,4817,622,451
"42140 Juokslahti   (Jämsä )",236,66,170,10,129,22,9
"42220 Kaipola   (Jämsä )",865,276,589,17,493,48,31
"42300 Jämsänkoski Keskus   (Jämsä )",4571,1409,3162,109,2624,264,165
"42330 Haavisto   (Jämsä )",340,65,275,20,212,25,18
"42440 Koskenpää   (Jämsä )",572,208,364,8,309,34,13
"42520 Asunta   (Keuruu )",132,42,90,1,76,5,8
"42560 Pohjoisjärvi   (Keuruu )",33,9,24,0,19,4,1
"42600 Multia Keskus-Väätäiskylä   (Multia )",1215,421,794,24,657,74,39
"42660 Sahrajärvi   (Multia )",102,41,61,1,57,2,1
"42700 Keuruu Keskus   (Keuruu )",6711,2066,4645,211,3634,472,328
"42720 Valkealahti   (Keuruu )",6,..,..,..,..,..,..
"42800 Haapamäki   (Keuruu )",1009,335,674,28,572,50,24
"42820 Riiho   (Keuruu )",70,14,56,5,37,8,6
"42830 Ylä-Kolkki   (Mänttä-Vilppula )",48,20,28,1,21,6,0
"42840 Kolkki   (Mänttä-Vilppula )",112,40,72,5,53,9,5
"42850 Pohjaslahti   (Mänttä-Vilppula )",133,46,87,2,74,5,6
"42870 Kotala   (Virrat )",368,133,235,9,197,17,12
"42910 Pihlajavesi   (Keuruu )",258,101,157,4,136,13,4
"42930 Katajamäki   (Keuruu )",94,38,56,1,46,5,4
"43100 Saarijärvi Keskus   (Saarijärvi )",5284,1731,3553,187,2765,354,247
"43130 Tarvaala   (Saarijärvi )",331,84,247,13,181,28,25
"43170 Häkkilä   (Saarijärvi )",227,101,126,7,115,3,1
"43220 Mahlu   (Saarijärvi )",386,150,236,7,203,15,11
"43240 Lehtola   (Saarijärvi )",144,45,99,3,78,12,6
"43250 Kolkanlahti   (Saarijärvi )",330,132,198,8,150,24,16
"43270 Kalmari   (Saarijärvi )",434,177,257,9,222,19,7
"43300 Kannonkoski Keskus   (Kannonkoski )",1028,400,628,26,523,54,25
"43340 Kannonjärvi   (Kannonkoski )",132,59,73,0,67,5,1
"43390 Lokakylä   (Kivijärvi )",70,28,42,0,36,3,3
"43420 Kukko   (Saarijärvi )",54,23,31,3,24,3,1
"43430 Väätäiskylä   (Multia )",36,18,18,1,16,1,0
"43440 Pylkönmäki Keskus   (Saarijärvi )",448,206,242,7,209,13,13
"43480 Pääjärvi   (Saarijärvi )",121,40,81,6,71,4,0
"43490 Kangasaho   (Karstula )",139,44,95,5,79,9,2
"43500 Karstula Keskus   (Karstula )",2417,840,1577,67,1265,159,86
"43520 Kiminki   (Karstula )",204,88,116,5,97,10,4
"43540 Rantakylä-Pirttilahti   (Karstula )",114,47,67,6,51,8,2
"43560 Vahanka   (Karstula )",159,66,93,0,85,7,1
"43610 Aho   (Karstula )",84,35,49,2,46,0,1
"43640 Humppi   (Karstula )",118,34,84,0,71,8,5
"43660 Vastinki   (Karstula )",203,81,122,1,104,8,9
"43700 Kyyjärvi Keskus   (Kyyjärvi )",1011,414,597,25,495,52,25
"43720 Kumpulainen   (Kyyjärvi )",106,62,44,1,42,0,1
"43800 Kivijärvi Keskus-Sompala   (Kivijärvi )",888,380,508,17,450,28,13
"43840 Sompala   (Kivijärvi )",33,16,17,0,17,0,0
"43900 Kinnula Keskus   (Kinnula )",1127,456,671,30,527,70,44
"43940 Muhola-Saarensalmi   (Kinnula )",203,98,105,7,87,6,5
"43960 Saarensalmi   (Kinnula )",65,28,37,4,29,2,2
"44100 Äänekoski Keskus   (Äänekoski )",3498,1163,2335,86,1853,225,171
"44120 Mämmensalmi-Mustaniemi   (Äänekoski )",1999,518,1481,67,1141,155,118
"44150 Likolahti-Karhunlähde   (Äänekoski )",2635,715,1920,61,1600,167,92
"44160 Huutomäki   (Äänekoski )",350,87,263,8,206,24,25
"44170 Hietama   (Äänekoski )",382,93,289,11,220,30,28
"44190 Parantala   (Äänekoski )",200,49,151,2,119,20,10
"44200 Suolahti Keskus   (Äänekoski )",3820,1281,2539,91,2133,209,106
"44220 Sörkänmäki   (Äänekoski )",346,99,247,8,207,13,19
"44250 Äänekoivisto   (Äänekoski )",383,105,278,5,210,47,16
"44260 Vihijärvi   (Äänekoski )",220,58,162,4,134,14,10
"44280 Sumiainen Keskus   (Äänekoski )",759,265,494,20,402,39,33
"44300 Konnevesi Keskus   (Konnevesi )",1497,553,944,41,768,82,53
"44320 Sirkkamäki   (Konnevesi )",109,37,72,1,53,13,5
"44330 Hytölä   (Konnevesi )",246,72,174,10,134,17,13
"44350 Istunmäki   (Konnevesi )",317,116,201,9,174,16,2
"44370 Mäntymäki   (Konnevesi )",171,72,99,8,79,8,4
"44400 Konginkangas Keskus   (Äänekoski )",558,230,328,8,280,23,17
"44420 Liimattala   (Äänekoski )",279,87,192,7,155,20,10
"44440 Räihä   (Äänekoski )",99,33,66,1,60,3,2
"44460 Kalaniemi   (Äänekoski )",130,40,90,3,75,7,5
"44480 Niinilahti   (Viitasaari )",138,45,93,6,72,9,6
"44500 Viitasaari Keskus   (Viitasaari )",3717,1262,2455,125,1929,249,152
"44530 Ilmolahti   (Viitasaari )",149,50,99,7,75,8,9
"44580 Huopanankoski   (Viitasaari )",194,72,122,0,110,7,5
"44590 Vuorilahti   (Viitasaari )",61,16,45,0,39,4,2
"44610 Kärnä   (Viitasaari )",166,46,120,6,101,10,3
"44630 Kumpumäki   (Viitasaari )",179,89,90,2,83,3,2
"44640 Kymönkoski   (Viitasaari )",315,114,201,10,169,16,6
"44670 Suovanlahti   (Viitasaari )",143,49,94,4,79,6,5
"44680 Lahnanen   (Viitasaari )",54,25,29,1,25,1,2
"44730 Löytänä   (Viitasaari )",92,27,65,6,55,3,1
"44740 Keitelepohja-Kotvala   (Viitasaari )",175,60,115,7,93,11,4
"44760 Keihärinkoski   (Viitasaari )",274,120,154,9,127,12,6
"44770 Valkeisjärvi   (Viitasaari )",17,..,..,..,..,..,..
"44790 Kotvala   (Viitasaari )",38,14,24,1,23,0,0
"44800 Pihtipudas Keskus   (Pihtipudas )",2032,744,1288,72,1039,119,58
"44860 Alvajärvi   (Pihtipudas )",211,79,132,8,113,9,2
"44880 Muurasjärvi   (Pihtipudas )",484,193,291,19,242,20,10
"44910 Elämäjärvi   (Pihtipudas )",191,81,110,3,98,9,0
"44920 Peninki   (Pihtipudas )",163,68,95,4,78,11,2
"44950 Kärväsjärvi   (Pihtipudas )",148,60,88,3,77,3,5
"44970 Korppinen   (Pihtipudas )",151,62,89,7,74,5,3
"45100 Kouvola Keskus   (Kouvola )",8283,2295,5988,542,3857,901,688
"45120 Kotkankallio-Vahteranmäki   (Kouvola )",3110,599,2511,169,1574,449,319
"45130 Korjala-Kaunisnurmi   (Kouvola )",1542,345,1197,134,759,212,92
"45150 Kankaronmäki-Eskolanmäki   (Kouvola )",3998,1184,2814,165,1981,426,242
"45160 Lehtomäki   (Kouvola )",4313,1216,3097,207,2201,428,261
"45200 Tornionmäki   (Kouvola )",5257,1557,3700,306,2554,486,354
"45330 Harju   (Kouvola )",250,60,190,3,151,21,15
"45360 Kukkuramäki   (Kouvola )",2930,623,2307,104,1619,342,242
"45370 Valkeala kk   (Kouvola )",2085,601,1484,92,1012,201,179
"45410 Utti   (Kouvola )",675,195,480,18,385,46,31
"45460 Savero   (Kouvola )",158,51,107,7,89,4,7
"45610 Koria   (Kouvola )",3992,1063,2929,157,2267,363,142
"45700 Kuusankoski Keskus   (Kouvola )",7697,2323,5374,234,4152,608,380
"45720 Kotiharju-Ruhjonmäki   (Kouvola )",2258,492,1766,93,1318,227,128
"45740 Maunuksela   (Iitti )",2423,733,1690,81,1321,176,112
"45750 Kuusankosken Sairaala-alue   (Kouvola )",65,22,43,3,35,1,4
"45810 Pilkanmaa   (Kouvola )",1221,297,924,40,758,88,38
"45910 Voikkaa   (Kouvola )",2221,669,1552,64,1292,156,40
"45940 Oravala   (Kouvola )",254,75,179,5,148,12,14
"46110 Tuohikotti   (Kouvola )",330,138,192,6,171,8,7
"46140 Vekaranjärvi   (Kouvola )",150,33,117,10,80,20,7
"46230 Aro   (Kouvola )",403,133,270,21,212,30,7
"46400 Kaipiainen   (Kouvola )",420,161,259,10,223,19,7
"46430 Tirva-Inkerilä   (Kouvola )",238,77,161,7,126,16,12
"46450 Enäjärvi   (Kouvola )",141,65,76,4,64,5,3
"46530 Kannuskoski   (Luumäki )",147,58,89,3,75,8,3
"46570 Saaramaa   (Kouvola )",37,11,26,3,21,1,1
"46710 Sippola   (Kouvola )",649,271,378,19,304,32,23
"46730 Ruotila   (Kouvola )",108,34,74,3,63,6,2
"46750 Liikkala   (Kouvola )",246,74,172,5,144,14,9
"46800 Myllykoski   (Kouvola )",3971,1232,2739,148,2186,266,139
"46810 Ummeljoki   (Kouvola )",1202,344,858,32,720,78,28
"46860 Anjalankoski Keskus   (Kouvola )",501,162,339,14,285,21,19
"46900 Inkeroinen   (Kouvola )",3253,1065,2188,100,1773,201,114
"46910 Anjala   (Kouvola )",1617,551,1066,33,886,105,42
"46930 Huruksela   (Kotka )",195,59,136,7,113,15,1
"46950 Ahvio   (Kouvola )",60,22,38,2,31,3,2
"46960 Muhniemi   (Kouvola )",270,80,190,9,155,18,8
"47110 Löytty   (Kouvola )",84,27,57,6,41,6,4
"47150 Raussila   (Kouvola )",128,38,90,1,80,6,3
"47200 Elimäki kk   (Kouvola )",2026,761,1265,58,1002,136,69
"47260 Ratula   (Kouvola )",116,36,80,4,69,5,2
"47310 Haapa-Kimola   (Iitti )",221,64,157,9,118,19,11
"47350 Kimonkylä   (Lapinjärvi )",110,40,70,2,57,6,5
"47400 Kausala   (Iitti )",3901,1321,2580,151,1971,301,157
"47440 Sääskjärvi   (Iitti )",112,30,82,3,55,18,6
"47450 Erottaja   (Iitti )",217,73,144,10,106,19,9
"47460 Hiisiö   (Iitti )",54,9,45,3,37,2,3
"47490 Mankala-Hiisiö   (Iitti )",287,97,190,11,149,11,19
"47520 Iitti kk   (Iitti )",123,27,96,5,54,16,21
"47540 Löyttilä   (Iitti )",154,44,110,8,80,15,7
"47610 Kymentaka   (Iitti )",131,45,86,9,61,5,11
"47650 Kimola   (Kouvola )",171,42,129,8,100,11,10
"47710 Jaala kk   (Kouvola )",962,367,595,31,458,69,37
"47760 Huhdasjärvi   (Kouvola )",120,43,77,5,58,9,5
"47810 Selänpää   (Kouvola )",267,85,182,8,150,16,8
"47830 Hasula   (Kouvola )",92,33,59,0,44,9,6
"47850 Verla   (Kouvola )",136,48,88,5,71,4,8
"47900 Vuohijärvi   (Kouvola )",235,102,133,2,117,10,4
"47910 Hillosensalmi   (Kouvola )",28,..,..,..,..,..,..
"48100 Kotkansaari   (Kotka )",9459,2843,6616,651,4515,882,568
"48130 Katariina   (Kotka )",570,127,443,34,270,78,61
"48200 Hovinsaari   (Kotka )",1478,499,979,69,758,98,54
"48210 Toukolan Sairaala-Alue   (Kotka )",262,56,206,19,131,25,31
"48220 Metsola   (Kotka )",1182,354,828,72,560,113,83
"48230 Korela-Jylppy   (Kotka )",1209,340,869,146,592,90,41
"48300 Ruonala   (Kotka )",968,222,746,30,539,111,66
"48310 Mussalo   (Kotka )",3377,585,2792,175,1697,548,372
"48350 Karhuvuori   (Kotka )",2906,1151,1755,104,1429,138,84
"48400 Sutela   (Kotka )",3428,778,2650,180,1859,383,228
"48410 Kaukola   (Kotka )",1297,278,1019,59,767,133,60
"48600 Karhula   (Kotka )",6273,2076,4197,195,3196,499,307
"48700 Kyminlinna   (Kotka )",2027,589,1438,77,1089,169,103
"48710 Koivula   (Kotka )",1066,236,830,53,601,118,58
"48720 Kymi   (Kotka )",1441,321,1120,32,894,126,68
"48750 Nikeli   (Kotka )",146,29,117,4,95,16,2
"48770 Ristinkallio   (Kotka )",1576,459,1117,62,867,132,56
"48800 Otsola-Mäntykangas   (Kotka )",1706,351,1355,59,963,243,90
"48810 Rantahaka   (Kotka )",596,150,446,26,327,53,40
"48900 Sunila   (Kotka )",1099,299,800,45,617,98,40
"48910 Suulisniemi   (Kotka )",1230,326,904,47,696,108,53
"48930 Tiutinen   (Kotka )",268,51,217,13,154,28,22
"49200 Heinlahti   (Pyhtää )",564,132,432,31,266,87,48
"49210 Huutjärvi   (Pyhtää )",813,192,621,36,431,98,56
"49220 Siltakylä   (Pyhtää )",1458,439,1019,63,729,151,76
"49240 Purolanlahti   (Pyhtää )",310,107,203,15,154,17,17
"49270 Pyhtää kk   (Pyhtää )",736,279,457,20,373,46,18
"49290 Vastila   (Pyhtää )",357,107,250,10,205,22,13
"49300 Tavastila   (Kotka )",547,164,383,21,308,39,15
"49340 Juurikorpi   (Kotka )",98,35,63,4,51,5,3
"49400 Hamina Keskus   (Hamina )",8527,2557,5970,315,4449,667,539
"49410 Poitsila   (Hamina )",1610,455,1155,46,919,124,66
"49420 Uusi-Summa   (Hamina )",1624,437,1187,58,946,120,63
"49460 Hillo   (Hamina )",1047,335,712,28,584,69,31
"49480 Vanha-Summa   (Hamina )",363,102,261,15,200,29,17
"49490 Neuvoton   (Hamina )",1132,290,842,32,664,91,55
"49510 Husula   (Hamina )",988,327,661,24,544,54,39
"49520 Reitkalli   (Hamina )",234,72,162,8,134,13,7
"49540 Metsäkylä   (Hamina )",386,127,259,16,209,26,8
"49570 Kannusjärvi   (Hamina )",352,125,227,5,195,21,6
"49610 Sivatti   (Hamina )",82,31,51,2,40,6,3
"49630 Vehkajoki   (Hamina )",101,37,64,4,55,5,0
"49640 Paijärvi   (Hamina )",148,52,96,4,77,8,7
"49660 Pyhältö   (Hamina )",492,190,302,13,253,30,6
"49700 Miehikkälä Kirkonkylä   (Miehikkälä )",765,338,427,17,356,32,22
"49720 Hurttala   (Miehikkälä )",51,25,26,0,22,3,1
"49730 Muurikkala   (Miehikkälä )",268,120,148,4,130,10,4
"49750 Kalliokoski   (Miehikkälä )",134,59,75,5,62,8,0
"49760 Suur-Miehikkälä   (Miehikkälä )",195,78,117,8,98,6,5
"49770 Salo-Miehikkälä   (Miehikkälä )",204,73,131,7,108,8,8
"49780 Onkamaa   (Hamina )",93,34,59,5,49,3,2
"49840 Mäntlahti   (Hamina )",132,51,81,2,62,6,11
"49860 Klamila   (Virolahti )",572,190,382,22,312,31,17
"49900 Virolahti Keskus   (Virolahti )",1643,603,1040,55,827,96,62
"49930 Vaalimaa   (Virolahti )",141,54,87,5,74,7,1
"49960 Ala-Pihlaja   (Virolahti )",192,59,133,4,116,9,4
"49980 Ravijoki   (Virolahti )",226,59,167,6,137,16,8
"50100 Mikkeli Keskus   (Mikkeli )",8366,1899,6467,868,3757,1043,799
"50120 Siekkilä   (Mikkeli )",1348,323,1025,74,727,132,92
"50130 Nuijamies   (Mikkeli )",2571,582,1989,157,1208,347,277
"50150 Karkialampi   (Mikkeli )",1049,225,824,52,574,120,78
"50160 Kattilansilta   (Mikkeli )",2165,580,1585,127,1178,173,107
"50170 Peitsari   (Mikkeli )",4709,1151,3558,186,2464,581,327
"50180 Visulahti   (Mikkeli )",567,84,483,23,317,72,71
"50190 Tuppurala   (Mikkeli )",4074,1024,3050,220,2069,452,309
"50200 Kovala   (Mikkeli )",457,106,351,8,260,63,20
"50300 Rämälä   (Mikkeli )",276,73,203,11,156,23,13
"50350 Norola   (Mikkeli )",263,60,203,9,160,15,19
"50500 Tuukkala-Kaituenmäki   (Mikkeli )",1286,267,1019,46,731,164,78
"50520 Moision Sairaala-alue   (Mikkeli )",120,23,97,6,52,18,21
"50600 Karikko   (Mikkeli )",3581,728,2853,143,1843,539,328
"50670 Otava   (Mikkeli )",1447,400,1047,39,776,153,79
"50700 Syysjärvi   (Mikkeli )",405,74,331,22,221,51,37
"50770 Korpikoski   (Mikkeli )",202,56,146,6,112,22,6
"50800 Annilanselkä   (Mikkeli )",446,106,340,22,212,56,50
"50970 Ihastjärvi   (Mikkeli )",1830,388,1442,129,894,279,140
"51130 Vanhamäki   (Mikkeli )",142,47,95,5,80,6,4
"51200 Kangasniemi Keskus   (Kangasniemi )",3380,1254,2126,104,1633,257,132
"51260 Tahkomäki   (Kangasniemi )",123,39,84,2,70,8,4
"51270 Kutemajärvi   (Kangasniemi )",199,67,132,5,107,9,11
"51310 Levä   (Kangasniemi )",123,50,73,4,57,6,6
"51335 Kaihlamäki   (Kangasniemi )",33,9,24,0,20,2,2
"51340 Hännilä-Särkiharju   (Kangasniemi )",255,96,159,12,127,14,6
"51360 Koivula-Synsiö   (Kangasniemi )",165,55,110,4,90,10,6
"51380 Synsiö   (Kangasniemi )",46,19,27,1,19,5,2
"51420 Harjumaa-Pajulankylä   (Mikkeli )",202,68,134,4,110,12,8
"51430 Läsäkoski   (Kangasniemi )",76,29,47,1,39,6,1
"51440 Vuojalahti   (Kangasniemi )",222,85,137,6,112,13,6
"51450 Pajulankylä   (Mikkeli )",57,25,32,3,23,4,2
"51460 Luusniemi   (Kangasniemi )",188,67,121,10,89,14,8
"51520 Hiirola   (Mikkeli )",346,106,240,7,193,24,16
"51540 Kalvitsa   (Mikkeli )",290,108,182,7,144,21,10
"51600 Haukivuori Keskus-Piitkäaho   (Mikkeli )",1237,479,758,39,603,70,46
"51620 Pitkäaho   (Mikkeli )",17,..,..,..,..,..,..
"51670 Nykälä   (Mikkeli )",132,48,84,3,74,4,3
"51720 Rahula   (Mikkeli )",382,76,306,20,229,35,22
"51740 Huuhanaho   (Mikkeli )",190,62,128,7,91,21,9
"51760 Nuutilanmäki   (Juva )",250,81,169,9,134,14,12
"51780 Kuosmala   (Juva )",127,51,76,2,55,10,9
"51810 Maivala   (Juva )",120,43,77,5,62,7,3
"51820 Hatsola   (Juva )",235,80,155,2,126,14,13
"51850 Vuorenmaa   (Juva )",189,77,112,9,87,9,7
"51860 Narila   (Juva )",68,25,43,0,35,6,2
"51880 Koikkala   (Juva )",208,61,147,7,118,10,12
"51890 Risulahti   (Juva )",70,24,46,2,39,4,1
"51900 Juva Keskus   (Juva )",3848,1378,2470,107,1968,254,141
"51930 Paatela   (Juva )",143,49,94,1,82,7,4
"51940 Härkälä   (Juva )",108,29,79,6,58,7,8
"51980 Lauteala   (Juva )",211,71,140,13,112,10,5
"52100 Anttola   (Mikkeli )",1288,392,896,33,688,91,84
"52110 Majavesi   (Mikkeli )",322,86,236,5,185,30,16
"52150 Hauhala   (Mikkeli )",122,33,89,2,69,9,9
"52200 Puumala Keskus   (Puumala )",1684,623,1061,66,829,105,61
"52230 Hurissalo   (Puumala )",220,81,139,9,110,15,5
"52270 Ryhälä   (Puumala )",40,17,23,1,18,2,2
"52300 Ristiina Keskus   (Mikkeli )",2405,757,1648,73,1236,217,122
"52320 Vitsiälä   (Mikkeli )",290,67,223,18,157,32,16
