"Postal code area","Inhabitants, 2012 (PT)","Labour force, 2012 (PT)","Employed, 2012 (PT)","Unemployed, 2012 (PT)","Persons outside the labour force, 2012 (PT)","Children aged 0 to 14, 2012 (PT)","Students, 2012 (PT)","Pensioners, 2012 (PT)","Others, 2012 (PT)"
"51880 Koikkala  (Juva)",255,116,110,6,139,35,5,93,6
"51890 Risulahti  (Juva)",96,43,42,1,53,11,10,28,4
"51900 Juva Keskus  (Juva)",4641,1918,1713,205,2723,591,277,1726,129
"51930 Paatela  (Juva)",176,86,77,9,90,29,9,46,6
"51940 Härkälä  (Juva)",129,60,52,8,69,13,8,42,6
"51980 Lauteala  (Juva)",278,119,112,7,159,34,24,95,6
"52100 Anttola  (Mikkeli)",1549,655,569,86,894,203,89,572,30
"52110 Majavesi  (Mikkeli)",396,200,179,21,196,55,14,117,10
"52150 Hauhala  (Mikkeli)",143,65,56,9,78,8,12,54,4
"52200 Puumala Keskus  (Puumala)",1958,773,679,94,1185,183,94,846,62
"52230 Hurissalo  (Puumala)",247,116,108,8,131,18,20,86,7
"52270 Ryhälä  (Puumala)",39,14,..,..,25,..,..,..,..
"52300 Ristiina Keskus  (Mikkeli)",3004,1289,1162,127,1715,488,200,964,63
"52320 Vitsiälä  (Mikkeli)",357,184,168,16,173,54,32,70,17
"52330 Heimari  (Mikkeli)",44,19,..,..,25,..,..,..,..
"52340 Hangastenmaa  (Mikkeli)",228,80,73,7,148,32,23,84,9
"52360 Someenjärvi  (Mikkeli)",107,47,39,8,60,8,2,49,1
"52420 Pellosniemi  (Mikkeli)",716,297,242,55,419,83,33,265,38
"52510 Hietanen  (Hirvensalmi)",507,234,201,33,273,76,26,154,17
"52520 Syväsmäki  (Hirvensalmi)",152,70,64,6,82,22,10,42,8
"52550 Hirvensalmi Keskus  (Hirvensalmi)",1726,688,603,85,1038,173,105,730,30
"52610 Tuukkalanlahti  (Hirvensalmi)",118,53,47,6,65,13,8,39,5
"52620 Kuitula  (Hirvensalmi)",88,30,27,3,58,11,6,31,10
"52700 Mäntyharju Keskus  (Mäntyharju)",5190,2140,1866,274,3050,686,295,1914,155
"52720 Karankamäki-Koirakivi  (Mäntyharju)",106,46,40,6,60,6,6,43,5
"52730 Koirakivi  (Mäntyharju)",89,32,29,3,57,10,3,42,2
"52740 Tuustaipale  (Mäntyharju)",297,135,117,18,162,40,11,100,11
"52760 Mynttilä  (Mäntyharju)",103,45,38,7,58,11,6,35,6
"52780 Kuomiokoski  (Mikkeli)",136,67,58,9,69,10,9,45,5
"52830 Suomenniemi  (Mikkeli)",704,279,226,53,425,87,35,285,18
"52850 Halmeniemi  (Mäntyharju)",128,36,27,9,92,9,3,75,5
"52890 Käävänkylä  (Mäntyharju)",87,35,29,6,52,5,1,44,2
"52920 Voikoski  (Mäntyharju)",135,50,44,6,85,10,4,67,4
"52960 Nurmaa  (Mäntyharju)",141,65,52,13,76,21,4,41,10
"52970 Pankalahti-Ahvenainen  (Mäntyharju)",94,45,40,5,49,2,5,40,2
"52980 Ahvenainen  (Mäntyharju)",68,24,..,..,44,9,1,32,2
"53100 Lappeenranta keskus  (Lappeenranta)",9981,4619,4099,520,5362,791,614,3711,246
"53130 Keskussairaala-alue-Kimpinen  (Lappeenranta)",673,366,327,39,307,97,76,112,22
"53200 Kaukas-Tirilä  (Lappeenranta)",1542,777,648,129,765,225,119,378,43
"53300 Lauritsala-Mälkiä  (Lappeenranta)",8187,3929,3349,580,4258,1357,603,2030,268
"53400 Laihia  (Lappeenranta)",1963,975,872,103,988,460,121,358,49
"53420 Mustola  (Lappeenranta)",579,280,242,38,299,114,41,129,15
"53500 Parkkarila-Harapainen-Reijola  (Lappeenranta)",5266,2669,2410,259,2597,1106,452,898,141
"53550 Kourulanmäki  (Lappeenranta)",1016,478,431,47,538,214,95,211,18
"53600 Kesämäki  (Lappeenranta)",2437,1101,965,136,1336,198,218,860,60
"53650 Mattila-Kuusela  (Lappeenranta)",2105,984,856,128,1121,340,159,565,57
"53810 Kuusimäki-Lavola  (Lappeenranta)",3858,1793,1544,249,2065,433,404,1123,105
"53830 Rutola  (Lappeenranta)",652,327,304,23,325,171,38,101,15
"53850 Skinnarila  (Lappeenranta)",10659,5148,4434,714,5511,1778,1467,1865,401
"53900 Pallo-Tysterniemi-Leiri  (Lappeenranta)",2488,1446,1282,164,1042,196,229,551,66
"53920 Voisalmi  (Lappeenranta)",3204,1602,1333,269,1602,422,209,853,118
"53950 Kivisalmi  (Lappeenranta)",2137,1108,918,190,1029,322,138,485,84
"54100 Joutseno Keskus  (Lappeenranta)",5434,2468,2134,334,2966,807,277,1749,133
"54110 Lampikangas  (Lappeenranta)",1083,581,513,68,502,169,61,245,27
"54120 Pulp  (Lappeenranta)",1813,922,795,127,891,332,113,388,58
"54190 Konnunsuo  (Lappeenranta)",85,44,37,7,41,12,6,20,3
"54230 Nuijamaa  (Lappeenranta)",714,324,273,51,390,91,46,233,20
"54250 Rapattila  (Lappeenranta)",177,63,58,5,114,23,6,76,9
"54260 Hanhijärvi  (Lappeenranta)",796,386,360,26,410,192,44,161,13
"54270 Vainikkala  (Lappeenranta)",470,211,182,29,259,69,29,151,10
"54300 Vilkjärvi  (Lappeenranta)",625,299,276,23,326,120,33,158,15
"54310 Hytti  (Lappeenranta)",438,222,200,22,216,106,26,70,14
"54330 Simola  (Lappeenranta)",435,211,189,22,224,71,23,123,7
"54390 Pulsa  (Lappeenranta)",154,60,52,8,94,13,6,68,7
"54410 Ylämaa Keskus  (Lappeenranta)",1004,428,378,50,576,147,36,370,23
"54430 Hujakkala  (Lappeenranta)",163,64,59,5,99,26,3,66,4
"54460 Ylijärvi  (Lappeenranta)",105,40,35,5,65,17,2,44,2
"54490 Ahomäki  (Miehikkälä)",181,75,67,8,106,5,10,77,14
"54500 Taavetti-Somerharju  (Luumäki)",2857,1152,996,156,1705,343,130,1149,83
"54510 Uro  (Luumäki)",468,225,196,29,243,93,27,114,9
"54530 Luumäki  (Luumäki)",1228,606,540,66,622,198,79,310,35
"54550 Suo-Anttila  (Luumäki)",96,36,31,5,60,17,4,34,5
"54580 Somerharju  (Luumäki)",37,12,..,..,25,..,..,..,..
"54590 Kaitjärvi  (Luumäki)",141,56,45,11,85,25,3,52,5
"54710 Lemi Keskus  (Lemi)",1364,565,498,67,799,179,69,514,37
"54720 Laksiainen  (Lemi)",146,69,62,7,77,16,11,45,5
"54750 Välijoki  (Savitaipale)",298,144,119,25,154,40,14,94,6
"54770 Heituinlahti  (Savitaipale)",581,237,194,43,344,63,37,220,24
"54800 Savitaipale Keskus  (Savitaipale)",2693,1094,951,143,1599,323,148,1074,54
"54820 Kotimäki  (Lemi)",263,119,102,17,144,42,16,76,10
"54850 Kuukanniemi  (Lemi)",1123,580,535,45,543,254,83,174,32
"54915 Saimaanharju-Kyläniemi  (Taipalsaari)",1823,960,867,93,863,354,141,321,47
"54920 Taipalsaari  (Taipalsaari)",1562,732,669,63,830,297,98,406,29
"54930 Levänen  (Taipalsaari)",315,140,123,17,175,49,20,99,7
"54940 Solkei  (Taipalsaari)",123,53,42,11,70,18,6,42,4
"54950 Pettilä  (Savitaipale)",112,49,38,11,63,9,6,45,3
"54960 Vehkataipale  (Taipalsaari)",572,289,256,33,283,98,26,141,18
"55100 Imatra Keskus  (Imatra)",10140,4692,4049,643,5448,1290,723,3168,267
"55120 Mansikkala-Tuulikallio  (Imatra)",3287,1403,1158,245,1884,368,261,1169,86
"55300 Rauha-Tiuruniemi  (Lappeenranta)",974,421,371,50,553,140,60,331,22
"55320 Rauha  (Lappeenranta)",552,300,262,38,252,97,40,99,16
"55330 Tiuruniemi  (Lappeenranta)",69,39,33,6,30,9,7,13,1
"55400 Tainionkoski-Mustalampi  (Imatra)",1440,695,606,89,745,229,98,375,43
"55420 Karhumäki-Karhukallio  (Imatra)",2156,1013,909,104,1143,297,144,655,47
"55510 Sotkulampi-Linnasuo  (Imatra)",1351,506,378,128,845,147,112,511,75
"55610 Rajapatsas-Teppanala  (Imatra)",3059,1378,1138,240,1681,431,221,918,111
"55700 Vintteri-Virasoja  (Imatra)",1451,741,653,88,710,249,72,344,45
"55800 Vuoksenniska-Saarlampi  (Imatra)",4310,1662,1353,309,2648,464,209,1797,178
"55910 Rautio-Kurkvuori  (Imatra)",1715,777,652,125,938,245,130,510,53
"56100 Ruokolahti Keskus  (Ruokolahti)",2203,813,711,102,1390,288,104,952,46
"56120 Salosaari  (Ruokolahti)",880,430,398,32,450,162,71,198,19
"56140 Äitsaari  (Ruokolahti)",268,120,104,16,148,30,12,100,6
"56210 Virmutjoki  (Ruokolahti)",436,209,186,23,227,63,25,132,7
"56310 Syyspohja  (Ruokolahti)",225,89,80,9,136,20,8,103,5
"56330 Utula  (Ruokolahti)",35,14,..,..,21,..,..,..,..
"56350 Kyläniemi  (Taipalsaari)",20,8,..,..,12,..,..,..,..
"56410 Kaiturinpää  (Ruokolahti)",165,69,61,8,96,21,4,65,6
"56440 Pohja-Lankila  (Ruokolahti)",245,106,89,17,139,35,5,92,7
"56510 Puntala  (Ruokolahti)",436,205,177,28,231,71,26,124,10
"56550 Niska-Pietilä  (Rautjärvi)",144,66,58,8,78,24,8,43,3
"56610 Rautjärvi  (Rautjärvi)",628,263,221,42,365,66,29,248,22
"56640 Purnujärvi  (Rautjärvi)",105,43,39,4,62,11,3,41,7
"56710 Miettilä  (Rautjärvi)",139,58,52,6,81,7,5,67,2
"56730 Laikko  (Rautjärvi)",319,127,116,11,192,28,18,137,9
"56800 Simpele  (Rautjärvi)",2669,1011,878,133,1658,334,134,1130,60
"57100 Heikinpohja-Piispanmäki  (Savonlinna)",3791,1494,1268,226,2297,215,349,1653,80
"57120 Savonlinna  (Savonlinna)",6,5,..,..,1,..,..,..,..
"57130 Savonlinna Keskus  (Savonlinna)",2017,762,653,109,1255,89,211,910,45
"57170 Sortteerinlahti-Talvisalo  (Savonlinna)",2066,764,654,110,1302,175,183,879,65
"57200 Miekonniemi-Venäjänniemi  (Savonlinna)",2610,1259,1071,188,1351,348,285,649,69
"57210 Nojanmaa  (Savonlinna)",2767,1399,1235,164,1368,501,212,580,75
"57220 Haka-alue-Viuhonmäki  (Savonlinna)",1650,660,503,157,990,225,117,548,100
"57230 Inkerinkylä  (Savonlinna)",3516,1656,1333,323,1860,495,292,951,122
"57310 Rinkilä  (Savonlinna)",734,332,282,50,402,138,30,210,24
"57510 Laitaatsilta  (Savonlinna)",527,239,216,23,288,97,50,131,10
"57600 Poukkusilta-Pihlajaniemi  (Savonlinna)",2074,1043,916,127,1031,432,166,365,68
"57710 Kellarpelto-Rantakoivikko  (Savonlinna)",3028,1533,1346,187,1495,550,219,630,96
"57810 Aholahti  (Savonlinna)",332,159,134,25,173,45,16,100,12
"58130 Oravi  (Savonlinna)",141,45,38,7,96,34,6,52,4
"58140 Ahvensalmi  (Savonlinna)",80,31,25,6,49,3,3,42,1
"58150 Makkola  (Savonlinna)",227,101,94,7,126,44,10,59,13
"58160 Karvila  (Enonkoski)",186,90,75,15,96,16,6,69,5
"58170 Simanala  (Enonkoski)",280,124,108,16,156,58,17,73,8
"58175 Enonkoski Keskus  (Enonkoski)",932,350,292,58,582,114,44,396,28
"58180 Ihamaniemi  (Enonkoski)",155,60,53,7,95,18,6,64,7
"58200 Kerimäki Keskus  (Savonlinna)",3392,1381,1176,205,2011,453,203,1286,69
"58220 Louhi  (Savonlinna)",434,214,175,39,220,62,28,117,13
"58260 Kumpuranta  (Savonlinna)",202,90,74,16,112,20,12,70,10
"58300 Savonranta Keskus  (Savonlinna)",734,277,227,50,457,76,29,325,27
"58320 Raikuu  (Savonlinna)",192,99,84,15,93,15,12,59,7
"58350 Villala  (Kitee)",213,87,71,16,126,21,7,93,5
"58360 Säimen  (Savonlinna)",228,82,66,16,146,15,14,102,15
"58390 Rönkönvaara  (Savonlinna)",77,32,23,9,45,4,2,39,0
"58410 Haapakallio  (Savonlinna)",624,316,284,32,308,133,54,108,13
"58420 Silvola  (Savonlinna)",325,159,139,20,166,65,18,75,8
"58430 Kulennoinen  (Savonlinna)",487,248,229,19,239,84,27,118,10
"58450 Punkaharju  (Savonlinna)",431,197,183,14,234,55,36,136,7
"58500 Punkasalmi  (Savonlinna)",1691,648,579,69,1043,205,73,736,29
"58520 Hiukkajoki  (Savonlinna)",308,140,121,19,168,23,18,120,7
"58550 Putikko  (Savonlinna)",444,218,190,28,226,50,15,143,18
"58570 Ruhvana  (Savonlinna)",80,32,29,3,48,11,2,32,3
"58580 Vuoriniemi  (Savonlinna)",131,58,50,8,73,16,4,46,7
"58610 Telakanava  (Sulkava)",144,66,60,6,78,16,9,50,3
"58620 Lohilahti  (Sulkava)",303,100,88,12,203,31,13,144,15
"58650 Kiviapaja  (Savonlinna)",121,43,37,6,78,10,12,50,6
"58680 Piojärvi  (Savonlinna)",51,22,..,..,29,..,..,..,..
"58690 Ala-Särkilahti-Piojärvi  (Savonlinna)",113,52,48,4,61,23,5,30,3
"58700 Sulkava Keskus  (Sulkava)",2244,915,796,119,1329,248,125,901,55
"58720 Kaartilankoski  (Sulkava)",314,127,117,10,187,43,20,114,10
"58770 Pihlajalahti  (Savonlinna)",248,116,92,24,132,19,13,98,2
"58810 Kallislahti  (Savonlinna)",345,148,127,21,197,62,22,107,6
"58830 Parkumäki  (Rantasalmi)",315,139,122,17,176,46,16,103,11
"58850 Hiltula  (Rantasalmi)",112,49,37,12,63,14,6,36,7
"58900 Rantasalmi Keskus  (Rantasalmi)",2592,1051,879,172,1541,307,149,1020,65
"58910 Rantasalmi Asemanseutu  (Rantasalmi)",191,83,68,15,108,30,10,61,7
"58920 Kolkontaipale  (Rantasalmi)",347,163,142,21,184,53,21,102,8
"58940 Tuusmäki  (Rantasalmi)",261,120,113,7,141,41,19,76,5
"59100 Parikkala Keskus  (Parikkala)",2391,951,821,130,1440,249,143,989,59
"59130 Koitsanlahti  (Parikkala)",189,75,69,6,114,19,7,80,8
"59210 Melkoniemi  (Parikkala)",158,60,53,7,98,16,10,69,3
"59310 Särkisalmi  (Parikkala)",974,437,376,61,537,128,65,325,19
"59320 Haapaoja  (Parikkala)",93,39,30,9,54,3,5,43,3
"59410 Kirjavala  (Parikkala)",431,180,164,16,251,33,18,191,9
"59510 Maironiemi  (Parikkala)",443,178,146,32,265,24,25,198,18
"59520 Saari  (Parikkala)",131,55,44,11,76,6,7,60,3
"59530 Mikkolanniemi  (Parikkala)",93,34,27,7,59,4,8,42,5
"59610 Tarnala  (Parikkala)",197,85,74,11,112,22,16,72,2
"59710 Kummunkylä  (Parikkala)",121,53,45,8,68,20,8,37,3
"59720 Niukkala  (Parikkala)",166,57,49,8,109,23,13,70,3
"59730 Uukuniemi  (Parikkala)",128,32,24,8,96,21,4,67,4
"59800 Kesälahti Keskus  (Kitee)",1695,664,556,108,1031,202,92,678,59
"59810 Suurikylä  (Kitee)",96,42,37,5,54,8,8,33,5
"59820 Purujärvi-Rajavaara  (Kitee)",165,88,75,13,77,19,11,43,4
"60100 Seinäjoki Keskus  (Seinäjoki)",9313,4143,3628,515,5170,650,924,3336,260
"60120 Pohja  (Seinäjoki)",2548,1365,1225,140,1183,374,182,556,71
"60150 Kasperi  (Seinäjoki)",4476,2170,1840,330,2306,878,286,999,143
"60200 Törnävä  (Seinäjoki)",10216,5585,5157,428,4631,2227,851,1298,255
"60220 Huhtala  (Seinäjoki)",1932,946,853,93,986,172,160,616,38
"60280 Eskoon Keskuslaitosalue  (Seinäjoki)",2,0,0,0,2,..,..,..,..
"60320 Alakylä-Jouppi  (Seinäjoki)",6972,3543,3237,306,3429,1489,600,1131,209
"60420 Impivaara  (Seinäjoki)",1219,594,560,34,625,369,83,147,26
"60450 Munakka  (Ilmajoki)",419,209,198,11,210,92,28,87,3
"60510 Hyllykallio  (Seinäjoki)",7846,4325,4052,273,3521,1689,609,1056,167
"60550 Nurmo Keskus  (Seinäjoki)",4442,2101,1949,152,2341,1033,300,896,112
"60560 Halkosaari  (Seinäjoki)",702,385,363,22,317,225,34,46,12
"60640 Kurjenneva  (Seinäjoki)",660,332,305,27,328,191,38,82,17
"60720 Tuomikylä  (Ilmajoki)",1854,955,885,70,899,520,109,233,37
"60760 Pohjanluoma  (Ilmajoki)",1022,513,491,22,509,251,61,170,27
"60800 Ilmajoki Keskus  (Ilmajoki)",5823,2582,2385,197,3241,1054,395,1632,160
"61100 Peräseinäjoki Keskus  (Seinäjoki)",2076,896,796,100,1180,306,150,672,52
"61110 Vuolle  (Seinäjoki)",186,92,87,5,94,26,8,58,2
"61120 Louko  (Seinäjoki)",715,349,329,20,366,186,50,114,16
"61140 Pasto  (Seinäjoki)",141,71,59,12,70,26,11,27,6
"61150 Sydänmaa  (Alavus)",66,28,..,..,38,12,5,20,1
"61160 Koura  (Seinäjoki)",578,258,238,20,320,110,27,168,15
"61170 Sääskiniemi  (Alavus)",305,138,127,11,167,46,17,91,13
"61180 Haapaluoma  (Seinäjoki)",241,122,107,15,119,39,15,58,7
"61220 Myllysalo  (Kurikka)",257,121,106,15,136,52,15,61,8
"61230 Luopa  (Kurikka)",735,342,310,32,393,130,62,182,19
"61250 Jalasto  (Jalasjärvi)",297,145,128,17,152,61,10,73,8
"61270 Luopajärvi  (Jalasjärvi)",655,311,296,15,344,141,52,129,22
"61280 Jokipii  (Jalasjärvi)",583,267,236,31,316,90,47,163,16
"61290 Taivalmaa  (Jalasjärvi)",123,61,56,5,62,15,7,38,2
"61300 Kurikka Keskus  (Kurikka)",6819,3057,2687,370,3762,1056,470,2052,184
"61310 Panttila  (Kurikka)",784,390,341,49,394,140,58,173,23
"61330 Koskenkorva  (Ilmajoki)",2145,1031,888,143,1114,352,167,539,56
"61340 Nopankylä  (Ilmajoki)",272,125,113,12,147,44,11,85,7
"61350 Huissi  (Ilmajoki)",430,200,184,16,230,74,30,113,13
"61360 Mieto  (Kurikka)",1095,540,462,78,555,186,106,240,23
"61370 Lohiluoma  (Kurikka)",369,157,147,10,212,55,24,123,10
"61380 Polvenkylä  (Kurikka)",172,80,74,6,92,36,13,40,3
"61400 Ylistaro Keskus  (Seinäjoki)",2050,833,753,80,1217,320,115,726,56
"61410 Ylistaro Asemanseutu  (Seinäjoki)",844,421,367,54,423,159,47,199,18
"61430 Isorehto  (Seinäjoki)",401,190,175,15,211,87,24,91,9
"61440 Untamala  (Seinäjoki)",203,97,92,5,106,32,10,62,2
"61450 Kylänpää  (Seinäjoki)",640,262,237,25,378,100,46,208,24
"61460 Hanhikoski  (Seinäjoki)",234,103,99,4,131,46,8,75,2
"61470 Kitinoja  (Seinäjoki)",401,209,198,11,192,89,21,72,10
"61500 Isokyrö Keskus  (Isokyrö)",2785,1191,1101,90,1594,465,195,867,67
"61520 Lehmäjoki  (Isokyrö)",242,114,108,6,128,32,15,77,4
"61550 Orismala  (Isokyrö)",697,315,288,27,382,121,41,200,20
"61560 Orisberg  (Isokyrö)",58,28,..,..,30,9,5,15,1
"61600 Jalasjärvi Keskus  (Jalasjärvi)",4050,1701,1518,183,2349,617,252,1374,106
"61630 Hirvijärvi  (Jalasjärvi)",313,143,127,16,170,42,26,93,9
"61640 Ala-Valli  (Jalasjärvi)",214,109,100,9,105,19,13,67,6
"61650 Kalakoski  (Seinäjoki)",402,192,166,26,210,58,25,118,9
"61680 Mantila  (Jalasjärvi)",261,122,113,9,139,49,10,77,3
"61710 Pentinmäki  (Jalasjärvi)",300,140,131,9,160,56,23,75,6
"61720 Koskue  (Jalasjärvi)",600,268,239,29,332,85,31,196,20
"61730 Yli-Valli  (Jalasjärvi)",263,124,105,19,139,32,14,82,11
"61760 Ilvesjoki  (Jalasjärvi)",384,153,140,13,231,61,35,117,18
"61800 Kauhajoki Keskus  (Kauhajoki)",8444,3867,3429,438,4577,1300,667,2347,263
"61810 Luomankylä  (Kauhajoki)",302,140,124,16,162,56,22,77,7
"61820 Kainasto  (Kauhajoki)",642,296,263,33,346,112,38,174,22
"61840 Norinkylä  (Teuva)",342,156,132,24,186,46,17,112,11
"61850 Kauhajoki Asemanseutu  (Kauhajoki)",2281,1041,905,136,1240,410,141,589,100
"61860 Harja  (Kauhajoki)",215,108,100,8,107,44,12,50,1
"61880 Ikkeläjärvi  (Kauhajoki)",203,89,76,13,114,35,11,62,6
"61910 Nummijärvi  (Kauhajoki)",314,139,124,15,175,47,18,102,8
"61920 Nummikoski  (Kauhajoki)",80,31,30,1,49,11,8,25,5
"61940 Hyyppä  (Kauhajoki)",316,126,115,11,190,61,20,100,9
"61950 Juonikylä  (Kauhajoki)",167,72,66,6,95,20,10,58,7
"61960 Kyrönlatva  (Kauhajoki)",153,61,52,9,92,13,3,71,5
"61980 Päntäne  (Kauhajoki)",962,418,360,58,544,153,60,288,43
"62100 Lapua Keskus  (Lapua)",10780,4835,4455,380,5945,2087,769,2752,337
"62130 Hellanmaa  (Lapua)",587,251,234,17,336,113,47,164,12
"62150 Rintakangas  (Kauhava)",158,77,69,8,81,31,10,38,2
"62160 Karhunkylä  (Lapua)",629,285,266,19,344,135,35,155,19
"62165 Tiisteenjoki  (Lapua)",363,164,154,10,199,75,19,99,6
"62170 Lakaluoma  (Lapua)",287,135,128,7,152,37,14,90,11
"62175 Ylikylä-Mäenpää  (Lapua)",157,71,64,7,86,14,8,64,0
"62185 Mäki-Paavola  (Lapua)",159,68,64,4,91,26,11,54,0
"62190 Ruha  (Lapua)",650,317,290,27,333,138,49,132,14
"62200 Kauhava Keskus  (Kauhava)",5838,2592,2408,184,3246,1038,382,1646,180
"62220 Pernaa  (Kauhava)",500,223,211,12,277,92,44,128,13
"62230 Jylhä  (Kauhava)",429,186,180,6,243,74,38,124,7
"62240 Huhmarkoski  (Kauhava)",587,247,225,22,340,77,17,227,19
"62260 Hirvijoki  (Kauhava)",213,90,87,3,123,35,12,73,3
"62280 Mustamaa  (Lapua)",130,64,60,4,66,14,9,40,3
"62290 Hirvikylä  (Lapua)",301,133,122,11,168,44,14,101,9
"62295 Kauhajärvi  (Lapua)",473,205,180,25,268,66,25,161,16
"62300 Härmä  (Kauhava)",2506,1100,1027,73,1406,464,141,722,79
"62310 Voltti  (Kauhava)",1237,545,517,28,692,209,81,371,31
"62340 Kuoppa-Vakkuri  (Kauhava)",106,56,53,3,50,11,8,31,0
"62350 Ekola  (Kauhava)",126,63,63,0,63,21,7,35,0
"62370 Kangasto  (Kauhava)",237,85,79,6,152,47,7,93,5
"62375 Ylihärmä Keskus-Vesiluoma  (Kauhava)",2642,1168,1092,76,1474,455,177,764,78
"62380 Kosolankylä  (Kauhava)",236,102,100,2,134,36,10,85,3
"62395 Petterinmäki  (Vöyri)",134,57,53,4,77,13,6,57,1
"62410 Rintala  (Kauhava)",356,155,150,5,201,58,33,102,8
"62420 Kortesjärvi Keskus  (Kauhava)",1074,459,432,27,615,133,73,380,29
"62430 Peltotupa  (Kauhava)",148,66,63,3,82,22,15,40,5
"62435 Pirttinen  (Kauhava)",119,66,62,4,53,10,11,30,2
"62440 Perkiömäki  (Kauhava)",117,54,51,3,63,9,11,42,1
"62470 Purmojärvi  (Kauhava)",470,195,181,14,275,84,38,142,11
"62500 Evijärvi Keskus  (Evijärvi)",1601,699,648,51,902,257,86,517,42
"62510 Kuoppa-aho  (Evijärvi)",360,172,160,12,188,55,35,90,8
"62520 Kautiainen  (Evijärvi)",153,62,58,4,91,25,9,55,2
"62540 Vasikka-aho  (Evijärvi)",313,144,132,12,169,49,17,97,6
"62570 Särkilä  (Evijärvi)",228,100,90,10,128,46,21,57,4
"62600 Lappajärvi Keskus  (Lappajärvi)",1906,777,717,60,1129,268,154,649,58
"62610 Tarvola  (Lappajärvi)",132,60,51,9,72,4,5,59,4
"62620 Ala-Seppä  (Lappajärvi)",218,90,81,9,128,33,13,79,3
"62630 Karvala  (Lappajärvi)",355,149,138,11,206,33,20,146,7
"62640 Savonkylä  (Lappajärvi)",146,58,53,5,88,20,12,53,3
"62660 Itäkylä  (Lappajärvi)",645,270,253,17,375,85,60,218,12
"62710 Kurejoki  (Alajärvi)",843,314,276,38,529,206,97,192,34
"62720 Sissala  (Alajärvi)",326,143,127,16,183,73,25,69,16
"62730 Haukkala  (Alajärvi)",222,98,82,16,124,39,22,56,7
"62740 Koskenvarsi  (Alajärvi)",224,94,87,7,130,55,17,53,5
"62750 Saukonkylä  (Alajärvi)",209,95,79,16,114,27,10,71,6
"62760 Menkijärvi  (Alajärvi)",251,93,80,13,158,51,23,73,11
"62800 Vimpeli Keskus  (Vimpeli)",2458,1059,923,136,1399,427,163,749,60
"62810 Savonjoki  (Vimpeli)",123,55,48,7,68,20,8,35,5
"62830 Luoma-Aho  (Alajärvi)",328,147,135,12,181,68,25,81,7
"62840 Lakaniemi-Pokela  (Vimpeli)",55,30,27,3,25,..,..,..,..
"62860 Sahi  (Vimpeli)",219,96,83,13,123,37,25,58,3
"62870 Vinni  (Vimpeli)",68,26,..,..,42,10,10,21,1
"62880 Sääksvesi-Vinni  (Vimpeli)",310,138,116,22,172,43,23,94,12
"62900 Alajärvi Keskus  (Alajärvi)",4772,1982,1750,232,2790,906,333,1403,148
"62920 Levijoki  (Alajärvi)",110,49,42,7,61,17,9,33,2
"62940 Hoisko  (Alajärvi)",582,268,243,25,314,117,36,147,14
"62950 Paalijärvi  (Alajärvi)",455,193,166,27,262,88,37,127,10
"62990 Möksy  (Alajärvi)",153,67,54,13,86,18,6,55,7
"63100 Kuortane Keskus  (Kuortane)",1562,612,563,49,950,221,76,617,36
"63120 Leppälänkylä  (Kuortane)",370,153,138,15,217,77,25,108,7
"63130 Mäyry  (Kuortane)",747,353,324,29,394,133,55,188,18
"63150 Ruona  (Kuortane)",433,192,174,18,241,72,26,131,12
"63160 Salmi  (Kuortane)",162,65,63,2,97,26,7,60,4
"63210 Niinimaa  (Alavus)",121,44,41,3,77,12,6,56,3
"63230 Lentilä  (Kuortane)",312,144,128,16,168,37,20,103,8
"63250 Rantala  (Kuortane)",106,59,52,7,47,12,2,29,4
"63300 Alavus Keskus  (Alavus)",4910,2003,1852,151,2907,814,312,1654,127
"63320 Kattelus  (Alavus)",77,19,..,..,58,21,4,30,3
"63330 Pahajoki  (Alavus)",166,79,71,8,87,19,14,50,4
"63340 Sapsalampi  (Alavus)",212,95,94,1,117,32,9,74,2
"63350 Sulkavankylä  (Alavus)",244,107,103,4,137,55,25,53,4
"63355 Seinäjärvi  (Alavus)",144,63,57,6,81,27,13,35,6
"63360 Kuivaskylä  (Alavus)",296,131,120,11,165,52,24,80,9
"63370 Taipalus  (Alavus)",567,251,220,31,316,114,38,148,16
"63400 Alavus Asemanseutu  (Alavus)",1355,609,540,69,746,226,91,378,51
"63410 Rantatöysä  (Alavus)",491,214,183,31,277,83,43,130,21
"63430 Kätkänjoki  (Alavus)",172,70,66,4,102,32,17,46,7
"63450 Löyä  (Kuortane)",69,27,..,..,42,10,4,27,1
"63500 Lehtimäki Keskus  (Alajärvi)",1012,422,363,59,590,149,60,358,23
"63510 Lehtimäki Kirkonkylä  (Alajärvi)",286,107,102,5,179,23,17,128,11
"63530 Länsikylä  (Alajärvi)",187,80,69,11,107,27,10,62,8
"63540 Hernesmaa  (Alajärvi)",225,93,70,23,132,32,13,84,3
"63600 Töysä Keskus  (Alavus)",1346,553,480,73,793,212,90,447,44
"63610 Tuuri  (Alavus)",1136,548,488,60,588,270,74,205,39
"63640 Ritola  (Alavus)",350,152,139,13,198,65,20,110,3
"63660 Ähtärinranta  (Ähtäri)",192,74,68,6,118,30,7,76,5
"63680 Hakojärvi  (Alavus)",336,144,124,20,192,79,27,77,9
"63700 Ähtäri Keskus  (Ähtäri)",4560,1940,1733,207,2620,657,352,1466,145
"63770 Peränne  (Ähtäri)",214,90,84,6,124,35,18,66,5
