"Postal code area","Workplaces, 2012 (TP)","Primary production, 2012 (TP)","Processing, 2012 (TP)","Services, 2012 (TP)","A Agriculture, forestry and fishing, 2012 (TP)","B Mining and quarrying, 2012 (TP)","C Manufacturing, 2012 (TP)","D Electricity, gas, steam and air conditioning supply, 2012 (TP)","E Water supply; sewerage, waste management and remediation activities, 2012 (TP)","F Construction, 2012 (TP)","G Wholesale and retail trade; repair of motor vehicles and motorcycles, 2012 (TP)","H Transportation and storage, 2012 (TP)","I Accommodation and food service activities, 2012 (TP)","J Information and communication, 2012 (TP)","K Financial and insurance activities, 2012 (TP)","L Real estate activities, 2012 (TP)","M Professional, scientific and technical activities, 2012 (TP)","N Administrative and support service activities, 2012 (TP)","O Public administration and defence; compulsory social security, 2012 (TP)","P Education, 2012 (TP)","Q Human health and social work activities, 2012 (TP)","R Arts, entertainment and recreation, 2012 (TP)","S Other service activities, 2012 (TP)","T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use, 2012 (TP)","U Activities of extraterritorial organisations and bodies, 2012 (TP)","X Industry unknown, 2012 (TP)"
"80770 Kontiolahti as  (Kontiolahti)",102,2,67,33,2,0,55,0,0,12,16,2,4,0,0,0,2,4,0,0,1,0,4,0,0,0
"80780 Kontioniemi  (Kontiolahti)",73,0,5,68,0,0,3,0,1,1,1,6,8,0,0,0,3,0,0,8,35,7,0,0,0,0
"80790 Kontioranta-Kontioniemi  (Kontiolahti)",224,0,0,224,0,0,0,0,0,0,0,0,0,1,0,0,0,0,206,0,0,14,3,0,0,0
"80850 Paihola  (Kontiolahti)",294,3,5,286,3,0,2,0,0,3,0,2,0,0,0,0,1,0,0,7,274,1,1,0,0,0
"80910 Kulho  (Kontiolahti)",138,21,28,88,21,0,11,0,0,17,15,24,2,0,0,0,1,5,0,15,18,6,2,0,0,1
"81100 Kontiolahti  (Kontiolahti)",986,61,101,824,61,0,36,0,5,60,36,25,6,13,19,2,61,15,100,142,336,15,54,0,0,0
"81120 Katajaranta  (Kontiolahti)",51,5,1,45,5,1,0,0,0,0,0,1,0,0,0,1,2,0,0,6,34,0,1,0,0,0
"81160 Romppala-Riihikangas  (Kontiolahti)",21,13,4,4,13,0,1,0,0,3,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0
"81200 Eno Keskus  (Joensuu)",672,64,126,482,64,0,67,7,0,52,60,32,7,0,14,2,10,12,62,49,187,9,38,0,0,0
"81210 Louhioja  (Joensuu)",56,28,9,19,28,0,5,0,0,4,0,8,0,0,0,0,2,0,0,8,0,0,1,0,0,0
"81220 Jakokoski  (Kontiolahti)",36,13,4,19,13,0,1,0,0,3,8,0,0,0,0,0,0,1,0,9,1,0,0,0,0,0
"81230 Mönni  (Kontiolahti)",12,5,1,6,5,0,0,0,0,1,0,1,0,0,0,0,0,4,0,0,1,0,0,0,0,0
"81235 Lehtoi  (Kontiolahti)",13,4,1,8,4,0,0,0,0,1,0,1,0,0,0,0,1,0,0,4,0,1,1,0,0,0
"81260 Ahveninen  (Joensuu)",20,16,3,1,16,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"81270 Paukkaja  (Joensuu)",9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"81280 Uimaharju  (Joensuu)",599,15,420,164,15,0,393,0,0,27,36,38,12,0,4,0,2,12,0,20,37,0,3,0,0,0
"81290 Ukkola  (Joensuu)",8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"81295 Haapalahti  (Joensuu)",37,4,9,24,4,0,0,0,0,9,1,0,0,1,0,1,2,1,0,0,17,1,0,0,0,0
"81320 Kuismavaara  (Joensuu)",2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"81330 Luhtapohja  (Joensuu)",6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"81350 Tokrajärvi  (Ilomantsi)",14,5,4,5,5,0,3,0,0,1,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0
"81360 Sarvinki  (Joensuu)",10,9,0,1,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"81390 Revonkylä  (Joensuu)",10,3,2,5,3,0,1,0,0,1,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"81420 Tyrjänsaari  (Ilomantsi)",14,7,5,2,7,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"81430 Kivilahti  (Ilomantsi)",22,3,1,18,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0
"81450 Huhus-Käenkoski  (Ilomantsi)",10,9,0,1,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"81460 Käenkoski  (Ilomantsi)",1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"81470 Naarva  (Ilomantsi)",4,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"81560 Vuonisjärvi  (Lieksa)",28,11,0,17,11,0,0,0,0,0,1,1,0,0,0,0,0,1,0,6,7,1,0,0,0,0
"81570 Kelvä  (Lieksa)",11,2,7,2,2,0,0,0,0,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"81590 Vuonislahti  (Lieksa)",29,12,0,17,12,0,0,0,0,0,4,0,3,0,0,0,3,0,0,0,7,0,0,0,0,0
"81650 Hattuvaara  (Lieksa)",8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"81660 Lehmikylä  (Lieksa)",1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"81700 Lieksa Keskus  (Lieksa)",1952,91,263,1598,91,4,144,17,17,81,326,119,48,15,46,12,91,81,106,127,528,29,70,0,0,0
"81720 Mähkö-Timitra  (Lieksa)",1074,61,369,644,61,0,305,0,8,56,52,27,42,11,0,18,8,23,222,90,117,20,14,0,0,0
"81750 Pankakoski  (Lieksa)",243,4,224,15,4,0,223,0,0,1,6,0,4,0,0,0,2,1,1,0,0,0,1,0,0,0
"81810 Jamali  (Lieksa)",23,15,0,8,15,0,0,0,0,0,0,2,0,0,0,0,0,1,0,3,1,0,1,0,0,0
"81820 Kylänlahti  (Lieksa)",101,29,7,65,29,0,3,0,0,4,0,7,0,3,0,0,0,2,0,47,6,0,0,0,0,0
"81850 Mätäsvaara  (Lieksa)",10,3,0,7,3,0,0,0,0,0,3,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"81860 Viekijärvi  (Lieksa)",59,47,2,10,47,0,0,0,0,2,0,4,0,0,0,0,1,3,0,0,0,0,2,0,0,0
"81950 Pankajärvi  (Lieksa)",3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"81970 Jongunjoki-Pankajärvi  (Lieksa)",15,4,0,11,4,0,0,0,0,0,0,2,2,0,0,1,0,6,0,0,0,0,0,0,0,0
"82110 Heinävaara  (Joensuu)",317,15,231,71,15,0,228,0,1,2,16,8,1,2,0,2,17,1,0,15,6,2,1,0,0,0
"82120 Keskijärvi  (Joensuu)",14,5,6,3,5,0,1,0,0,5,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0
"82140 Kiihtelysvaara Keskus  (Joensuu)",368,43,34,291,43,3,17,0,12,2,15,16,11,0,6,0,1,7,12,28,182,0,13,0,0,0
"82160 Oskola  (Joensuu)",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"82170 Uskali  (Joensuu)",6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"82180 Huhtilampi  (Joensuu)",6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"82200 Hammaslahti  (Joensuu)",845,84,145,616,84,0,74,0,10,61,50,90,26,4,10,2,40,6,92,70,193,2,31,0,0,0
"82210 Suhmura  (Joensuu)",97,14,23,60,14,0,13,0,0,10,3,1,2,0,0,1,2,0,0,12,38,0,1,0,0,0
"82220 Niittylahti  (Joensuu)",235,44,60,131,44,12,14,0,0,34,5,27,0,0,0,0,6,6,0,73,14,0,0,0,0,0
"82290 Nieminen  (Rääkkylä)",35,20,8,7,20,0,1,0,0,7,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"82300 Rääkkylä Keskus  (Rääkkylä)",344,47,59,238,47,0,40,0,2,17,18,9,2,2,11,5,8,17,19,34,85,2,26,0,0,0
"82310 Oravisalo-Varpasalo  (Rääkkylä)",32,15,11,6,15,0,2,0,0,9,1,1,0,0,0,0,2,1,0,0,1,0,0,0,0,0
"82335 Rasivaara  (Rääkkylä)",109,72,22,15,72,2,9,0,0,11,5,2,0,0,0,0,2,2,0,0,1,0,3,0,0,0
"82350 Tikkala  (Tohmajärvi)",45,14,4,27,14,0,1,0,0,3,1,16,0,0,0,0,1,0,0,5,4,0,0,0,0,0
"82360 Onkamo  (Tohmajärvi)",37,4,5,28,4,5,0,0,0,0,14,6,0,0,0,0,2,0,0,1,3,1,1,0,0,0
"82380 Tolosenmäki  (Kitee)",191,30,75,86,30,0,73,0,0,2,22,38,20,0,0,0,0,2,0,0,1,0,3,0,0,0
"82395 Haarajärvi  (Kitee)",26,16,3,7,16,0,1,0,0,2,0,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"82430 Puhos-Leinovaara  (Kitee)",394,44,225,125,44,0,202,0,4,19,6,43,15,0,0,0,0,2,0,30,21,6,2,0,0,0
"82460 Hummovaara  (Kitee)",12,9,3,0,9,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"82490 Heinoniemi  (Kitee)",7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"82500 Kitee Keskus  (Kitee)",2355,149,487,1719,149,4,300,10,28,145,316,94,70,17,52,26,59,105,133,206,496,34,109,2,0,0
"82510 Kiteenlahti  (Kitee)",38,27,4,7,27,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
"82580 Juurikka  (Kitee)",54,39,6,9,39,0,2,0,0,4,0,3,0,0,0,0,0,0,0,4,2,0,0,0,0,0
"82590 Närsäkkälä  (Kitee)",15,9,4,2,9,0,1,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"82600 Tohmajärvi Keskus  (Tohmajärvi)",943,118,119,706,118,1,69,0,7,42,88,70,33,5,10,9,45,17,47,110,225,7,40,0,0,0
"82655 Värtsilä Keskus  (Tohmajärvi)",49,28,4,17,28,0,2,0,1,1,0,1,0,0,0,0,0,4,0,5,1,0,6,0,0,0
"82660 Uusi-Värtsilä  (Tohmajärvi)",13,7,3,3,7,0,0,2,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"82670 Kaurila  (Tohmajärvi)",8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"82675 Niirala-Jänisjoki  (Tohmajärvi)",204,9,0,195,9,0,0,0,0,0,0,36,5,0,0,0,0,0,154,0,0,0,0,0,0,0
"82685 Littilä  (Tohmajärvi)",50,42,5,3,42,0,1,0,0,4,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"82710 Kovero  (Joensuu)",180,9,131,40,9,0,114,0,0,17,13,2,0,0,0,0,1,0,0,3,17,1,3,0,0,0
"82730 Tuupovaara Keskus-Pirttiaho  (Joensuu)",367,13,202,152,13,0,198,0,0,4,12,4,10,0,13,1,7,3,5,19,70,0,8,0,0,0
"82750 Öllölä  (Joensuu)",9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"82760 Hoilola  (Joensuu)",13,7,1,5,7,0,1,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0
"82770 Kaustajärvi  (Tohmajärvi)",5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"82815 Marjovaara  (Joensuu)",15,12,0,3,12,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"82820 Maukkula  (Ilomantsi)",32,7,20,5,7,0,0,0,0,20,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0
"82830 Haukivaara  (Ilomantsi)",5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"82840 Pirttiaho  (Joensuu)",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"82850 Kinnasniemi  (Joensuu)",2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"82865 Kokinvaara-Mannervaara  (Joensuu)",3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"82870 Luutalahti  (Joensuu)",2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"82880 Mannervaara  (Joensuu)",4,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"82900 Ilomantsi Keskus  (Ilomantsi)",1434,144,184,1106,144,4,106,2,4,68,160,81,61,9,17,8,25,33,114,85,442,20,51,0,0,0
"82915 Sonkaja  (Ilomantsi)",28,16,6,6,16,0,0,0,0,6,0,1,3,0,0,0,0,0,0,0,1,0,1,0,0,0
"82960 Lehtovaara-Kuikkalampi  (Ilomantsi)",13,11,1,1,11,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"82967 Hattu  (Ilomantsi)",112,8,75,29,8,75,0,0,0,0,3,20,3,0,0,0,0,0,0,3,0,0,0,0,0,0
"82980 Möhkö  (Ilomantsi)",21,6,0,15,6,0,0,0,0,0,1,0,1,0,0,2,3,0,0,0,6,0,2,0,0,0
"83100 Liperi Keskus  (Liperi)",1112,93,176,843,93,0,58,1,7,110,60,22,42,12,14,4,56,17,111,58,406,11,30,0,0,0
"83130 Salokylä  (Liperi)",29,14,9,6,14,0,0,0,0,9,0,1,0,0,0,0,1,0,0,0,0,0,4,0,0,0
"83140 Puromäki  (Liperi)",26,15,4,7,15,0,4,0,0,0,4,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"83150 Roukalahti  (Liperi)",36,30,1,5,30,0,0,0,0,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"83160 Tutjunniemi  (Liperi)",31,9,3,19,9,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,14,0,0,0,0,0
"83320 Risti-Juojärvi  (Liperi)",15,9,6,0,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"83330 Kaatamo  (Liperi)",32,17,1,14,17,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8,5,0,0,0,0,0
"83340 Kaarnalampi  (Liperi)",15,13,2,0,13,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"83400 Viinijärvi  (Liperi)",218,58,46,114,58,4,11,0,0,31,20,23,2,1,4,0,0,1,0,18,32,3,10,0,0,0
"83430 Käsämä  (Liperi)",207,11,12,184,11,1,3,0,1,7,13,6,1,13,0,4,3,3,0,81,56,0,4,0,0,0
"83450 Vaivio  (Liperi)",60,19,9,32,19,0,1,0,0,8,17,0,0,0,0,0,0,0,0,12,0,0,3,0,0,0
"83460 Harinjärvi  (Liperi)",34,2,6,26,2,0,1,0,0,5,2,4,18,0,0,0,2,0,0,0,0,0,0,0,0,0
"83480 Ahonkylä  (Liperi)",25,15,7,3,15,0,5,0,0,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
"83500 Outokumpu Keskus  (Outokumpu)",2459,74,1141,1244,74,88,927,21,12,93,173,68,51,16,18,26,151,42,103,196,330,19,51,0,0,0
"83550 Kokonvaara  (Outokumpu)",17,14,1,2,14,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"83630 Kuusjärvi  (Outokumpu)",29,5,13,11,5,0,10,0,0,3,7,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"83660 Varislahti  (Outokumpu)",26,15,8,3,15,0,1,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"83700 Polvijärvi Keskus  (Polvijärvi)",797,91,159,547,91,38,89,2,2,28,82,28,10,0,15,7,47,27,68,52,184,4,23,0,0,0
"83720 Kuorevaara  (Polvijärvi)",75,10,2,63,10,0,0,0,0,2,0,0,53,0,0,0,1,1,0,5,3,0,0,0,0,0
"83750 Sotkuma  (Polvijärvi)",67,16,22,29,16,0,10,0,0,12,2,1,0,0,0,0,3,1,0,9,13,0,0,0,0,0
"83760 Sola  (Polvijärvi)",24,6,18,0,6,0,15,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"83780 Horsmanaho  (Polvijärvi)",62,21,38,3,21,0,4,0,0,34,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"83825 Kinahmo  (Polvijärvi)",47,29,9,9,29,0,2,0,1,6,0,0,0,2,0,0,0,0,0,5,1,0,1,0,0,0
"83830 Hukkala  (Polvijärvi)",17,7,1,9,7,0,0,0,0,1,2,3,0,0,0,0,1,1,0,0,0,0,2,0,0,0
"83835 Ruvaslahti  (Polvijärvi)",72,42,12,18,42,0,0,0,0,12,0,0,0,0,0,0,0,0,0,4,14,0,0,0,0,0
"83840 Saarivaara  (Polvijärvi)",5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"83855 Martonvaara-Sammakkovaara  (Polvijärvi)",15,11,3,1,11,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"83870 Polvela-Timovaara  (Juuka)",17,10,2,5,10,0,1,0,0,1,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"83880 Kajoo  (Juuka)",29,19,5,5,19,0,5,0,0,0,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0
"83900 Juuka Keskus  (Juuka)",1118,102,199,817,102,2,111,2,10,74,142,60,34,7,14,14,21,42,94,87,261,6,35,0,0,0
"83910 Paalasmaa  (Juuka)",7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"83915 Vihtasuo  (Juuka)",3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"83940 Nunnanlahti  (Juuka)",388,16,359,13,16,9,348,0,0,2,1,1,2,0,0,0,0,0,0,7,0,1,1,0,0,0
"83950 Ahmovaara  (Juuka)",60,18,9,33,18,0,3,0,1,5,19,3,2,0,0,0,1,4,0,3,0,0,1,0,0,0
"83960 Koli  (Lieksa)",108,18,13,77,18,0,1,0,0,12,14,3,25,0,0,0,1,17,0,5,0,11,1,0,0,0
"83985 Tuopanjoki  (Juuka)",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"84100 Ylivieska Keskus  (Ylivieska)",5704,99,1296,4309,99,3,879,17,61,336,1110,342,157,144,92,27,274,171,385,499,896,51,161,0,0,0
"84460 Tuomiperä  (Ylivieska)",15,10,1,4,10,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"84540 Vähäkangas  (Ylivieska)",45,19,12,14,19,0,2,0,0,10,0,3,0,0,0,0,0,5,0,5,0,0,1,0,0,0
"84650 Kantokylä  (Ylivieska)",42,7,2,33,7,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0
"84770 Isokoski  (Ylivieska)",42,3,36,3,3,0,36,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"84880 Raudaskylä  (Ylivieska)",175,34,17,124,34,1,1,0,0,15,13,4,0,0,0,0,6,2,0,67,28,0,4,0,0,0
"85100 Kalajoki Keskus  (Kalajoki)",2757,214,904,1639,214,8,595,0,24,277,241,119,140,14,40,14,92,51,114,249,457,29,79,0,0,0
"85120 Metsä  (Kalajoki)",49,42,1,6,42,0,0,0,0,1,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0
"85140 Tynkä  (Kalajoki)",223,96,61,66,96,3,45,0,0,13,8,31,6,0,0,0,1,4,0,12,2,0,2,0,0,0
"85150 Typpö  (Kalajoki)",56,44,3,9,44,0,1,0,0,2,0,4,0,0,0,1,0,0,0,0,0,0,4,0,0,0
"85160 Rautio  (Kalajoki)",215,43,130,42,43,88,13,0,0,29,8,6,0,0,2,0,1,2,0,12,4,1,6,0,0,0
"85180 Rahja  (Kalajoki)",232,34,86,112,34,0,70,0,8,8,8,54,14,0,0,2,10,8,10,5,0,0,1,0,0,0
"85200 Alavieska Keskus  (Alavieska)",645,114,176,355,114,8,119,0,2,47,60,44,14,0,8,0,20,17,9,41,119,3,20,0,0,0
"85210 Kähtävä  (Alavieska)",33,22,0,11,22,0,0,0,0,0,2,7,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"85230 Talus  (Alavieska)",40,24,6,10,24,0,0,0,0,6,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"85310 Sievi Asemanseutu  (Sievi)",387,21,328,38,21,0,321,0,0,7,0,20,5,0,1,0,1,0,0,10,1,0,0,0,0,0
"85320 Markkula  (Sievi)",60,33,13,14,33,0,6,0,2,5,2,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
"85340 Jyrinki  (Sievi)",74,25,13,36,25,0,6,0,0,7,8,15,0,0,0,0,0,0,0,12,0,0,1,0,0,0
"85410 Sievi Keskus  (Sievi)",1422,30,877,515,30,0,717,0,6,154,60,50,13,3,15,3,9,4,31,102,194,7,24,0,0,0
"85430 Koivisto  (Sievi)",83,44,11,28,44,0,0,0,0,11,12,2,0,0,0,0,0,0,0,6,8,0,0,0,0,0
"85450 Joenkylä  (Sievi)",30,20,4,6,20,0,2,0,0,2,0,1,0,0,0,0,0,0,0,4,0,0,1,0,0,0
"85470 Kiiskilampi  (Sievi)",85,44,19,22,44,13,1,0,0,5,0,2,0,0,0,0,1,11,0,7,0,0,1,0,0,0
"85500 Nivala Keskus  (Nivala)",2979,156,890,1933,156,49,565,7,40,229,300,107,76,21,48,24,128,29,85,385,596,28,106,0,0,0
"85540 Mönkö  (Nivala)",107,70,32,5,70,0,26,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0
"85560 Ainastalo  (Nivala)",151,20,116,15,20,95,1,0,0,20,0,4,2,0,0,0,1,1,0,7,0,0,0,0,0,0
"85580 Karvoskylä  (Nivala)",90,41,13,36,41,0,2,0,0,11,4,8,0,0,0,0,2,0,0,6,15,0,1,0,0,0
"85620 Sarja  (Nivala)",30,26,3,1,26,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"85630 Sarjanahde  (Nivala)",68,33,19,16,33,0,2,0,0,17,0,4,0,0,0,0,0,0,0,12,0,0,0,0,0,0
"85640 Maliskylä  (Nivala)",58,45,1,12,45,0,0,0,0,1,1,2,0,0,0,1,0,1,0,7,0,0,0,0,0,0
"85660 Ruuskankylä  (Nivala)",41,35,5,1,35,0,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"85710 Parkkila  (Haapajärvi)",54,41,0,13,41,0,0,0,0,0,4,2,0,0,0,0,1,0,0,5,0,1,0,0,0,0
"85730 Tulppo  (Haapajärvi)",24,8,4,12,8,0,0,0,0,4,0,2,0,0,0,0,2,0,0,0,7,0,1,0,0,0
"85800 Haapajärvi Keskus  (Haapajärvi)",2401,110,605,1686,110,0,418,5,9,173,258,108,63,11,37,23,58,72,303,223,449,17,64,0,0,0
"85820 Oksava  (Haapajärvi)",132,72,14,46,72,0,4,0,0,10,3,6,1,0,0,0,1,2,0,4,27,0,2,0,0,0
"85840 Kuona  (Haapajärvi)",31,19,5,7,19,0,1,0,0,4,4,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"85900 Reisjärvi Keskus  (Reisjärvi)",727,119,127,481,119,5,91,0,8,23,61,35,2,3,11,1,84,6,17,53,178,5,25,0,0,0
"85930 Kangaskylä-Tolpankangas  (Reisjärvi)",32,11,1,20,11,0,1,0,0,0,1,2,15,0,0,1,1,0,0,0,0,0,0,0,0,0
"85940 Räisälänmäki  (Reisjärvi)",109,37,3,69,37,0,2,0,0,1,1,0,0,0,0,0,0,3,0,64,1,0,0,0,0,0
"85980 Köyhänperä  (Reisjärvi)",68,45,12,11,45,0,2,0,0,10,1,0,0,0,0,2,0,0,0,6,1,0,1,0,0,0
"86100 Pyhäjoki Keskus  (Pyhäjoki)",558,17,139,402,17,0,84,0,4,51,53,18,6,1,11,1,40,7,28,47,165,6,19,0,0,0
"86110 Parhalahti  (Pyhäjoki)",87,13,57,17,13,0,57,0,0,0,3,0,0,0,0,0,0,0,0,7,5,0,2,0,0,0
"86160 Pirttikoski  (Pyhäjoki)",31,20,2,9,20,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,3,1,1,0,0,0
"86170 Yppäri  (Pyhäjoki)",85,34,19,32,34,1,1,0,0,17,9,8,0,0,0,1,1,0,0,6,6,0,1,0,0,0
"86210 Petäjäskoski  (Oulainen)",38,19,4,15,19,2,0,0,0,2,2,1,2,0,0,0,1,0,0,8,1,0,0,0,0,0
"86220 Merijärvi Keskus  (Merijärvi)",179,40,33,106,40,12,7,0,0,14,5,10,0,0,3,0,1,0,7,31,31,3,15,0,0,0
"86230 Ylipää  (Merijärvi)",14,11,1,2,11,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"86240 Pyhänkoski  (Merijärvi)",18,16,2,0,16,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"86300 Oulainen Keskus  (Oulainen)",2633,125,586,1922,125,0,343,12,13,218,258,142,40,17,23,16,62,62,66,238,911,18,69,0,0,0
"86350 Kilpua  (Oulainen)",10,7,3,0,7,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"86360 Ilveskorpi  (Raahe)",50,23,1,26,23,0,0,0,0,1,0,4,0,0,0,2,1,0,0,0,18,0,1,0,0,0
"86400 Vihanti Keskus  (Raahe)",565,22,143,400,22,5,82,0,8,48,49,28,2,0,12,1,3,3,19,47,181,8,47,0,0,0
"86440 Lampinsaari  (Raahe)",40,3,1,36,3,0,1,0,0,0,0,2,0,0,0,0,9,0,0,15,10,0,0,0,0,0
"86460 Alpua  (Raahe)",84,30,44,10,30,33,0,0,0,11,4,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"86470 Lumimetsä  (Raahe)",42,29,10,3,29,0,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"86480 Karhukangas  (Haapavesi)",11,9,0,2,9,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"86510 Matkaniva  (Oulainen)",56,23,4,29,23,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,27,0,0,0,0,0
"86530 Annonen  (Oulainen)",19,8,2,9,8,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,6,0,0,0,0,0
"86550 Mieluskylä  (Haapavesi)",70,32,21,17,32,0,0,0,0,21,5,0,0,0,0,0,0,0,0,11,0,0,1,0,0,0
