"Postal code area","Aged 18 or over, total, 2012 (KO)","Basic level studies, 2012 (KO)","With education, total, 2012 (KO)","Matriculation examination, 2012 (KO)","Vocational diploma, 2012 (KO)","Academic degree - Lower level university degree, 2012 (KO)","Academic degree - Higher level university degree, 2012 (KO)"
"10480 Antskog  (Raasepori)",95,37,58,6,35,9,8
"10520 Tenhola Kirkonkylä  (Raasepori)",1366,488,878,56,645,105,72
"10570 Bromarv  (Raasepori)",438,204,234,18,186,18,12
"10600 Tammisaari Keskus  (Raasepori)",4364,1449,2915,262,1794,443,416
"10620 Högbacka  (Raasepori)",1490,497,993,75,701,130,87
"10640 Dragsvik  (Raasepori)",747,165,582,46,378,78,80
"10650 Flyet  (Raasepori)",2150,706,1444,138,906,216,184
"10660 Trollböle  (Raasepori)",716,266,450,32,345,46,27
"10680 Skogby  (Raasepori)",171,61,110,5,95,8,2
"10710 Snappertuna  (Raasepori)",304,90,214,15,154,26,19
"10820 Lappohja  (Hanko)",541,245,296,13,241,19,23
"10900 Hanko Keskus  (Hanko)",3719,1673,2046,215,1432,237,162
"10940 Hangonkylä  (Hanko)",1759,663,1096,82,793,122,99
"10960 Hanko Pohjoinen  (Hanko)",1550,602,948,78,695,101,74
"11100 Riihimäki Keskus  (Riihimäki)",5784,1860,3924,409,2538,561,416
"11120 Pohjois-Riihimäki  (Riihimäki)",5741,1594,4147,283,2951,561,352
"11130 Peltosaari-Patastenmäki  (Riihimäki)",7092,2038,5054,471,3411,710,462
"11310 Taka-Kasarmi  (Riihimäki)",600,125,475,36,355,42,42
"11710 Herajoki  (Riihimäki)",2370,619,1751,128,1273,216,134
"11910 Lasi-Kumela  (Riihimäki)",1986,544,1442,101,1041,201,99
"12100 Oitti  (Hausjärvi)",2130,737,1393,68,1076,159,90
"12130 Mommila  (Hausjärvi)",273,101,172,12,135,12,13
"12170 Hietoinen  (Hausjärvi)",191,72,119,4,101,11,3
"12210 Hausjärvi kk  (Hausjärvi)",185,54,131,9,98,16,8
"12240 Hikiä  (Hausjärvi)",1315,348,967,61,733,111,62
"12310 Ryttylä  (Hausjärvi)",1429,436,993,61,754,92,86
"12350 Turkhauta  (Hausjärvi)",375,106,269,21,203,28,17
"12380 Leppäkoski  (Janakkala)",411,133,278,16,225,16,21
"12400 Tervakoski  (Janakkala)",3603,1088,2515,132,1931,274,178
"12450 Vähikkälä  (Janakkala)",228,70,158,3,129,18,8
"12520 Kormu  (Loppi)",332,87,245,16,189,26,14
"12540 Launonen  (Loppi)",1138,316,822,46,643,78,55
"12600 Läyliäinen  (Loppi)",1471,498,973,66,751,108,48
"12630 Sajaniemi  (Loppi)",240,79,161,11,124,15,11
"12640 Joentaka  (Loppi)",265,84,181,9,137,18,17
"12700 Loppi kk  (Loppi)",1932,733,1199,59,914,138,88
"12750 Pilpala  (Loppi)",436,162,274,23,204,27,20
"12820 Räyskälä  (Loppi)",44,16,28,2,22,4,0
"12920 Topeno  (Loppi)",291,91,200,10,154,27,9
"12950 Vojakkala-Eerolankulma  (Loppi)",152,58,94,6,66,14,8
"13100 Hämeenlinna Keskus  (Hämeenlinna)",9268,2215,7053,870,4018,1078,1087
"13110 Kantola  (Hämeenlinna)",136,24,112,7,79,20,6
"13130 Kauriala  (Hämeenlinna)",5372,1548,3824,374,2501,526,423
"13200 Keinusaari  (Hämeenlinna)",1318,393,925,86,545,149,145
"13210 Hätilä  (Hämeenlinna)",6819,1858,4961,421,3102,706,732
"13220 Sairio  (Hämeenlinna)",1360,327,1033,82,595,145,211
"13250 Katuma  (Hämeenlinna)",887,378,509,50,377,47,35
"13270 Ruununmylly  (Hämeenlinna)",1083,190,893,73,489,180,151
"13300 Käikälä  (Hämeenlinna)",1968,397,1571,97,1025,289,160
"13330 Harviala  (Janakkala)",504,118,386,20,262,57,47
"13430 Hattelmala  (Hämeenlinna)",870,186,684,43,451,95,95
"13500 Jukola  (Hämeenlinna)",9028,2224,6804,426,4646,944,788
"13530 Hämeenlinna sairaala-alue  (Hämeenlinna)",.,.,.,.,.,.,.
"13600 Ojoinen  (Hämeenlinna)",3136,958,2178,231,1500,265,182
"13700 Parolannummi  (Hattula)",336,87,249,22,169,33,25
"13720 Parola  (Hattula)",3490,907,2583,160,1926,291,206
"13800 Katinala  (Hattula)",1079,311,768,46,548,103,71
"13880 Rahkoila  (Hattula)",936,195,741,27,508,130,76
"13900 Pekola  (Hattula)",669,159,510,36,331,76,67
"14140 Jokimaa  (Janakkala)",167,64,103,3,88,7,5
"14200 Turenki  (Janakkala)",7173,2276,4897,246,3728,562,361
"14240 Väli-Janakkala  (Janakkala)",714,180,534,33,413,61,27
"14300 Renko kk  (Hämeenlinna)",1769,584,1185,60,950,98,77
"14330 Kaloinen  (Hämeenlinna)",13,..,..,..,..,..,..
"14370 Lukana  (Hämeenlinna)",40,12,28,1,25,2,0
"14430 Vuohiniemi  (Hattula)",65,21,44,3,36,2,3
"14450 Rimmilä  (Hämeenlinna)",110,42,68,1,57,5,5
"14500 Iittala  (Hämeenlinna)",2676,913,1763,75,1359,198,131
"14530 Leteensuo  (Hattula)",196,59,137,7,110,13,7
"14610 Lepaa  (Hattula)",355,73,282,55,178,31,18
"14620 Tyrväntö  (Hattula)",139,44,95,1,81,11,2
"14680 Alvettula  (Hämeenlinna)",478,134,344,23,265,26,30
"14690 Torvoila  (Hämeenlinna)",151,53,98,8,73,9,8
"14700 Hauho kk  (Hämeenlinna)",1650,603,1047,38,856,92,61
"14770 Eteläinen  (Hämeenlinna)",696,153,543,22,421,62,38
"14810 Pohjoinen  (Hämeenlinna)",244,85,159,4,132,12,11
"14820 Syrjäntaka  (Hämeenlinna)",667,224,443,20,360,39,24
"14840 Sairiala  (Hämeenlinna)",188,67,121,4,83,15,19
"14870 Juttila  (Hämeenlinna)",197,67,130,6,107,10,7
"14930 Sappee  (Hämeenlinna)",102,39,63,2,55,5,1
"14960 Puutikkala  (Pälkäne)",79,28,51,2,35,9,5
"14980 Kuohijoki  (Pälkäne)",45,21,24,0,22,1,1
"15100 Lahti Asemanseutu  (Lahti)",5378,1503,3875,624,2174,628,449
"15110 Keski-Lahti  (Lahti)",4416,1224,3192,598,1756,478,360
"15140 Kartano-Paavola  (Lahti)",13613,4141,9472,1221,5780,1465,1006
"15150 Möysä  (Lahti)",3571,954,2617,334,1638,399,246
"15160 Kolava  (Lahti)",960,104,856,56,361,257,182
"15170 Tenava-Tonttila  (Lahti)",3182,984,2198,179,1599,258,162
"15200 Kiveriö  (Lahti)",3044,1028,2016,228,1394,253,141
"15210 Kivistönmäki  (Lahti)",3657,1281,2376,219,1748,292,117
"15230 Kytölä  (Lahti)",2052,515,1537,93,1062,236,146
"15240 Mukkula  (Lahti)",6385,2113,4272,350,3040,519,363
"15270 Kukkila  (Hollola)",1192,274,918,57,593,171,97
"15300 Myllypohja-Koiskala  (Lahti)",3070,774,2296,163,1564,345,224
"15320 Ahtiala  (Lahti)",2061,461,1600,124,1012,290,174
"15340 Kunnas-Hiekkanummi  (Lahti)",2000,458,1542,88,1094,239,121
"15460 Mäkelä  (Nastola)",486,141,345,14,264,41,26
"15500 Liipola  (Lahti)",4129,1680,2449,174,1934,206,135
"15520 Saksala  (Lahti)",2014,632,1382,91,1026,196,69
"15540 Villähde  (Nastola)",3275,796,2479,141,1745,379,214
"15550 Rakokivi  (Nastola)",2938,1047,1891,108,1484,212,87
"15560 Nastola kk  (Nastola)",3381,1195,2186,146,1651,250,139
"15580 Ruuhijärvi  (Nastola)",210,69,141,15,110,7,9
"15610 Laune-Nikkilä  (Lahti)",4043,1083,2960,208,2033,470,249
"15680 Renkomäki-Ämmälä  (Lahti)",2038,441,1597,85,1063,302,147
"15700 Hennala-Jokimaa  (Lahti)",5105,1471,3634,285,2488,534,327
"15800 Kärpänen  (Lahti)",2885,936,1949,211,1345,216,177
"15810 Kasakkamäki  (Lahti)",1030,289,741,50,534,110,47
"15820 Okeroinen  (Hollola)",750,192,558,42,402,81,33
"15830 Metsäkangas  (Lahti)",3241,1032,2209,177,1638,263,131
"15840 Riihelä  (Lahti)",1577,392,1185,80,846,166,93
"15850 Likolampi  (Lahti)",514,126,388,22,256,64,46
"15860 Kartano  (Hollola)",2884,871,2013,146,1452,264,151
"15870 Salpakangas  (Hollola)",3308,989,2319,118,1645,330,226
"15880 Soramäki  (Hollola)",3768,939,2829,166,1950,414,299
"15900 Jalkaranta  (Lahti)",1407,265,1142,103,524,185,330
"15950 Kiikkula  (Lahti)",3502,922,2580,207,1604,387,382
"15980 Messilä  (Hollola)",.,.,.,.,.,.,.
"16100 Uusikylä  (Nastola)",1158,413,745,38,593,77,37
"16160 Okkeri  (Nastola)",84,40,44,0,37,4,3
"16200 Artjärvi Keskus  (Orimattila)",579,246,333,20,265,29,19
"16230 Artjärvi Kirkonkylä  (Orimattila)",246,112,134,6,111,13,4
"16260 Hietana  (Orimattila)",145,48,97,5,84,7,1
"16270 Villikkala  (Orimattila)",125,40,85,2,66,8,9
"16280 Kuivanto  (Orimattila)",478,167,311,17,256,21,17
"16300 Orimattila Keskus  (Orimattila)",8489,2933,5556,325,4343,574,314
"16310 Virenoja  (Orimattila)",438,121,317,16,234,46,21
"16320 Pennala  (Orimattila)",686,139,547,24,395,84,44
"16330 Heinämaa  (Orimattila)",265,77,188,15,140,21,12
"16350 Niinikoski  (Orimattila)",263,107,156,11,120,20,5
"16390 Pakaa  (Orimattila)",219,62,157,11,121,18,7
"16450 Mallusjoki  (Orimattila)",407,151,256,16,194,28,18
"16500 Herrala  (Hollola)",681,202,479,34,367,52,26
"16510 Luhtikylä  (Orimattila)",355,104,251,17,193,27,14
"16540 Mertie  (Kärkölä)",226,70,156,12,124,15,5
"16600 Järvelä  (Kärkölä)",2495,1006,1489,100,1184,141,64
"16610 Kärkölä kk  (Kärkölä)",597,184,413,28,311,51,23
"16630 Tennilä  (Hollola)",236,71,165,17,112,26,10
"16670 Lappila  (Kärkölä)",527,185,342,19,272,25,26
"16710 Hollola kk  (Hollola)",694,184,510,29,360,72,49
"16730 Kutajärvi  (Hollola)",782,251,531,35,380,70,46
"16790 Manskivi  (Hollola)",89,38,51,6,40,2,3
"16800 Hämeenkoski  (Hämeenkoski)",1679,562,1117,62,884,109,62
"16900 Lammi kk  (Hämeenlinna)",4004,1353,2651,126,2094,253,178
"16960 Iso-Evo  (Hämeenlinna)",150,58,92,5,69,14,4
"16970 Evo  (Hämeenlinna)",63,16,47,17,21,7,2
"16980 Ronni  (Hämeenlinna)",11,..,..,..,..,..,..
"17110 Sipilä  (Hollola)",871,202,669,44,470,90,65
"17120 Paimela  (Hollola)",448,120,328,21,238,42,27
"17130 Vesivehmaa  (Asikkala)",598,143,455,27,329,78,21
"17150 Urajärvi  (Asikkala)",309,97,212,9,171,22,10
"17200 Vääksy Keskus  (Asikkala)",4451,1521,2930,212,2076,369,273
"17220 Pietilä  (Asikkala)",139,65,74,5,60,8,1
"17240 Kalkkinen  (Asikkala)",375,150,225,11,186,19,9
"17320 Asikkala  (Asikkala)",271,84,187,8,148,16,15
"17410 Viitaila  (Asikkala)",213,69,144,7,114,12,11
"17430 Kurhila  (Asikkala)",231,54,177,16,128,22,11
"17440 Vähimaa  (Asikkala)",49,26,23,0,17,3,3
"17450 Iso-Äiniö-Vähimaa  (Asikkala)",187,77,110,4,89,11,6
"17470 Maakeski  (Padasjoki)",227,89,138,13,108,14,3
"17500 Padasjoki Keskus  (Padasjoki)",1670,767,903,53,701,96,53
"17510 Nyystölä  (Padasjoki)",213,77,136,9,107,15,5
"17530 Arrakoski  (Padasjoki)",206,92,114,10,85,13,6
"17610 Auttoinen  (Padasjoki)",286,131,155,6,134,9,6
"17630 Vesijako  (Padasjoki)",106,45,61,8,41,7,5
"17710 Torittu  (Padasjoki)",63,24,39,3,28,4,4
"17740 Kasiniemi-Torittu  (Padasjoki)",49,17,32,0,28,4,0
"17780 Harmoinen  (Kuhmoinen)",58,24,34,3,23,6,2
"17800 Kuhmoinen Keskus  (Kuhmoinen)",1689,704,985,52,792,81,60
"17840 Harjunsalmi  (Kuhmoinen)",63,27,36,4,29,2,1
"17850 Pihlajakoski  (Kuhmoinen)",76,30,46,3,34,6,3
"17870 Ruolahti  (Kuhmoinen)",60,30,30,1,28,0,1
"17930 Päijälä  (Kuhmoinen)",74,31,43,1,39,1,2
"17950 Kylämä  (Kuhmoinen)",23,..,..,..,..,..,..
"17970 Puukkoinen  (Kuhmoinen)",33,12,21,2,14,4,1
"18100 Heinola Keskus  (Heinola)",6125,2040,4085,218,2993,488,386
"18120 Reumasairaala-alue  (Heinola)",751,219,532,30,431,45,26
"18130 Tommola-Sahanniemi  (Heinola)",1637,669,968,67,764,79,58
"18150 Jyränkö  (Heinola)",2029,638,1391,84,1079,153,75
"18200 Kaakonlampi-Pyhätön  (Heinola)",1806,682,1124,46,931,99,48
"18300 Heinola kk  (Heinola)",2376,807,1569,63,1310,128,68
"18600 Myllyoja  (Heinola)",657,194,463,19,379,45,20
"19110 Vierumäki taajama  (Heinola)",547,188,359,19,292,41,7
"19120 Vierumäki urheiluopisto  (Heinola)",108,12,96,25,39,14,18
"19160 Huutotöyry  (Iitti)",395,137,258,10,211,17,20
"19210 Lusi  (Heinola)",387,149,238,12,191,19,16
"19230 Onkiniemi  (Sysmä)",105,36,69,3,60,5,1
"19250 Syrjäkoski  (Heinola)",47,18,29,0,28,1,0
"19260 Paaso-Syrjäkoski  (Heinola)",113,56,57,3,52,1,1
"19310 Karilanmaa  (Sysmä)",79,35,44,1,40,1,2
"19320 Nikkaroinen  (Sysmä)",77,36,41,1,37,1,2
"19370 Nuoramoinen  (Sysmä)",359,154,205,14,168,15,8
"19410 Kuortti  (Pertunmaa)",398,156,242,14,203,19,6
"19420 Mansikkamäki  (Pertunmaa)",158,66,92,8,78,4,2
"19430 Pertunmaa Keskus  (Pertunmaa)",646,288,358,13,287,44,14
"19460 Ruorasmäki  (Pertunmaa)",102,33,69,5,53,7,4
"19470 Lihavanpää-Hartosenpää  (Pertunmaa)",138,65,73,3,59,8,3
"19480 Hartosenpää  (Pertunmaa)",69,36,33,2,28,1,2
"19510 Lepsala  (Hartola)",29,..,..,..,..,..,..
"19540 Koitti-Lepsala  (Hartola)",261,124,137,11,109,13,4
"19600 Hartola Keskus  (Hartola)",2014,868,1146,65,929,95,57
"19610 Murakka  (Hartola)",106,40,66,2,51,11,2
"19620 Pohela  (Hartola)",153,61,92,10,71,6,5
"19630 Kalhonkylä  (Hartola)",71,25,46,5,38,2,1
"19650 Joutsa Keskus  (Joutsa)",3039,1244,1795,112,1409,182,92
"19670 Mieskonmäki  (Joutsa)",137,44,93,4,80,7,2
"19700 Sysmä Keskus  (Sysmä)",2704,1192,1512,68,1195,154,95
"19730 Särkilampi  (Sysmä)",24,..,..,..,..,..,..
"19740 Liikola  (Sysmä)",112,47,65,4,54,4,3
"19770 Valittula  (Sysmä)",102,31,71,2,60,8,1
"19850 Putkijärvi-Siltasuo  (Hartola)",94,48,46,1,40,2,3
"19910 Tammijärvi  (Luhanka)",398,193,205,13,158,24,10
"19920 Pappinen  (Joutsa)",142,55,87,4,71,7,5
"19950 Luhanka  (Luhanka)",272,139,133,3,97,21,12
"20100 Turku Keskus  (Turku)",22902,4314,18588,4593,7419,3174,3402
"20200 Iso-Heikkilä  (Turku)",1781,606,1175,199,707,156,113
"20210 Pahaniemi  (Turku)",3464,1272,2192,200,1709,173,110
"20240 Pansio-Perno  (Turku)",4135,1648,2487,206,1932,210,139
"20250 Pitkämäki-Muhkuri  (Turku)",602,129,473,56,262,59,96
"20300 Pohjola-Kastu  (Turku)",5202,1303,3899,520,2077,591,711
"20320 Kuninkoja-Mälikkälä  (Turku)",13456,3686,9770,1013,6251,1367,1139
"20360 Kärsämäki-Urusvuori-Halinen  (Turku)",9313,3352,5961,576,4305,599,481
"20380 Räntämäki-Saramäki  (Turku)",2269,532,1737,359,817,262,299
"20400 Moisio  (Turku)",2148,476,1672,108,1062,273,229
"20460 Jäkärlä  (Turku)",2820,834,1986,150,1518,203,115
"20500 Vesilinna  (Turku)",5577,822,4755,1784,1139,794,1038
"20520 Kupittaa  (Turku)",2593,504,2089,645,769,314,361
"20540 Nummi-Ylioppilaskylä  (Turku)",16638,3627,13011,3401,5080,2124,2406
"20610 Varissuo  (Turku)",10242,3822,6420,769,4194,742,715
"20660 Littoinen  (Kaarina)",5318,1109,4209,323,2395,655,836
"20700 Vartiovuori-Samppalinna  (Turku)",5147,1010,4137,1058,1526,707,846
"20720 Vasaramäki  (Turku)",5211,1477,3734,590,1800,571,773
"20730 Skanssi  (Turku)",24,..,..,..,..,..,..
"20740 Ilpoinen-Harittu  (Turku)",7565,1893,5672,698,3258,810,906
"20750 Huhkola-Lauste-Vaala  (Turku)",4063,1432,2631,283,1792,280,276
"20760 Piispanristi  (Kaarina)",3088,665,2423,223,1424,346,430
"20780 Kaarina Keskus  (Kaarina)",8823,2452,6371,541,3968,882,980
"20800 Ammattikorkeakoulu  (Turku)",.,.,.,.,.,.,.
"20810 Martti-Korppolaismäki  (Turku)",13778,2965,10813,1788,5146,1957,1922
"20880 Uittamo  (Turku)",3526,801,2725,298,1467,416,544
"20900 Moikoinen-Pikisaari  (Turku)",5788,1023,4765,446,2245,748,1326
"20960 Kakskerta  (Turku)",1137,283,854,82,482,124,166
"21100 Naantali Keskus  (Naantali)",5766,1701,4065,349,2664,491,561
"21110 Taimo-Nuhjala-Lietsala  (Naantali)",5570,1240,4330,335,2819,644,532
"21120 Viherjäinen  (Raisio)",1385,262,1123,85,757,138,143
"21130 Poikko  (Naantali)",439,95,344,24,233,50,37
"21140 Rymättylä Keskus  (Naantali)",1060,348,712,42,542,66,62
"21150 Röölä  (Naantali)",259,93,166,10,126,11,19
"21160 Merimasku  (Naantali)",1293,273,1020,63,667,148,142
"21180 Livonsaari  (Naantali)",172,56,116,14,77,14,11
"21195 Velkua  (Naantali)",201,51,150,13,92,25,20
"21200 Raisio Keskus  (Raisio)",10046,3488,6558,485,4807,719,547
"21210 Hakinmäki  (Raisio)",1994,451,1543,111,1075,200,157
"21220 Somersoja  (Raisio)",1099,334,765,49,553,105,58
"21230 Lemu  (Masku)",1315,336,979,55,708,122,94
"21240 Askainen Keskus  (Masku)",691,217,474,25,365,57,27
"21250 Masku  (Masku)",4892,1048,3844,250,2577,555,462
"21260 Ihala  (Raisio)",2852,640,2212,152,1387,355,318
"21270 Nousiainen  (Nousiainen)",3609,991,2618,154,1961,311,192
"21280 Kuloinen  (Raisio)",1761,375,1386,120,871,212,183
"21290 Rusko  (Rusko)",2909,698,2211,129,1548,268,266
"21310 Vahto  (Rusko)",1349,373,976,69,720,117,70
"21330 Paattinen  (Turku)",1432,425,1007,84,710,116,97
"21340 Tortinmäki  (Turku)",488,177,311,17,256,26,12
"21350 Ilmarinen  (Lieto)",1360,270,1090,86,660,157,187
"21360 Lieto Asemanseutu  (Lieto)",1400,385,1015,69,729,120,97
"21370 Käyrä  (Aura)",471,137,334,18,241,30,45
"21380 Aura Keskus  (Aura)",2490,817,1673,107,1256,189,121
"21410 Vanhalinna  (Lieto)",1502,275,1227,89,673,176,289
"21420 Lieto Keskus  (Lieto)",5838,1639,4199,307,2796,574,522
"21430 Yliskulma  (Lieto)",584,141,443,24,332,54,33
"21450 Tarvasjoki Keskus  (Tarvasjoki)",1397,465,932,54,708,103,67
"21480 Prunkila  (Marttila)",276,84,192,10,144,26,12
"21490 Marttila  (Marttila)",898,343,555,42,432,49,32
"21500 Piikkiö  (Kaarina)",5335,1444,3891,323,2463,530,575
"21510 Hevonpää  (Paimio)",353,81,272,25,185,25,37
"21520 Naskarla  (Paimio)",11,..,..,..,..,..,..
"21530 Paimio Keskus  (Paimio)",6470,1862,4608,313,3182,651,462
"21540 Preitilä  (Paimio)",1040,187,853,62,573,123,95
"21555 Taatila  (Paimio)",261,70,191,9,134,27,21
"21560 Ollila  (Marttila)",424,160,264,19,208,22,15
"21570 Sauvo Keskus  (Sauvo)",2003,610,1393,93,983,176,141
"21590 Karuna  (Sauvo)",370,113,257,16,185,31,25
"21600 Parainen Keskus  (Parainen)",8456,2394,6062,549,3702,907,904
"21610 Kirjala  (Parainen)",827,185,642,49,412,82,99
"21620 Kuusisto  (Kaarina)",1494,291,1203,101,608,189,305
"21630 Lielahti  (Parainen)",431,104,327,25,214,44,44
"21650 Lillandet  (Parainen)",357,120,237,22,155,37,23
"21660 Nauvo Keskus  (Parainen)",622,195,427,36,266,65,60
"21670 Mattnäs-Nötö  (Parainen)",185,53,132,7,92,18,15
"21680 Nötö  (Parainen)",8,..,..,..,..,..,..
"21710 Korppoo Keskus-Utö  (Parainen)",544,189,355,29,244,41,41
"21720 Korpoström  (Parainen)",21,..,..,..,..,..,..
"21740 Utö  (Parainen)",39,5,34,4,15,7,8
"21750 Norrskata  (Parainen)",96,35,61,7,36,7,11
"21760 Houtskär Keskus  (Parainen)",371,148,223,18,166,22,17
"21770 Mossala  (Parainen)",101,30,71,1,56,12,2
"21800 Kyrö  (Pöytyä)",1896,734,1162,74,909,101,78
"21820 Kumila  (Pöytyä)",284,98,186,13,124,40,9
"21840 Karinainen  (Pöytyä)",244,84,160,10,123,17,10
"21860 Auvainen  (Pöytyä)",308,101,207,14,156,25,12
"21870 Riihikoski  (Pöytyä)",1515,493,1022,49,787,120,66
"21880 Pöytyä  (Pöytyä)",356,128,228,18,180,18,12
"21890 Haveri  (Pöytyä)",223,63,160,8,128,11,13
"21900 Yläne Keskus  (Pöytyä)",1217,507,710,31,552,78,49
"21930 Uusikartano  (Pöytyä)",453,164,289,12,251,18,8
"22100 Maarianhamina  (Maarianhamina)",9409,3047,6362,699,4078,882,703
"22120 Möckelö  (Jomala)",479,132,347,27,236,60,24
"22130 Gottby  (Jomala)",620,201,419,25,327,46,21
"22140 Önningby  (Jomala)",714,179,535,54,352,81,48
"22150 Jomala Centrum  (Jomala)",1380,523,857,60,657,100,40
"22160 Järsö  (Lemland)",232,56,176,28,109,25,14
"22220 Emkarby  (Finström)",312,123,189,8,159,17,5
"22240 Hammarland  (Hammarland)",1168,460,708,36,589,62,21
"22270 Storby  (Eckerö)",773,341,432,23,346,39,24
"22310 Pålsböle  (Finström)",426,191,235,15,185,23,12
"22320 Ödkarby  (Saltvik)",658,268,390,23,319,32,16
"22330 Tjudö  (Finström)",249,116,133,13,104,10,6
"22340 Geta  (Geta)",394,183,211,16,174,15,6
"22410 Godby  (Finström)",1166,412,754,56,591,78,29
"22430 Saltvik  (Saltvik)",548,212,336,20,264,34,18
"22520 Tosarby  (Sund)",415,178,237,15,193,17,12
"22530 Sund  (Sund)",409,174,235,14,183,26,12
"22550 Vårdö  (Vårdö)",336,129,207,15,155,21,16
"22610 Lemland  (Lemland)",1092,345,747,65,560,87,35
"22630 Lumparland  (Lumparland)",313,109,204,11,158,21,14
"22710 Ålands Degerby  (Föglö)",481,233,248,18,187,26,17
"22720 Sottunga  (Sottunga)",84,31,53,3,39,7,4
"22730 Kökar  (Kökar)",202,92,110,6,78,18,8
"22810 Seglinge  (Kumlinge)",30,14,16,6,8,1,1
"22820 Kumlinge  (Kumlinge)",179,79,100,8,77,10,5
"22830 Enklinge  (Kumlinge)",68,27,41,3,30,7,1
"22840 Lappo  (Brändö)",61,28,33,2,18,6,7
"22910 Torsholma  (Brändö)",68,15,53,2,35,12,4
"22920 Brändö-Åland  (Brändö)",143,61,82,7,59,10,6
"22930 Fiskö  (Brändö)",33,15,18,2,14,1,1
"22940 Åva  (Brändö)",71,28,43,2,23,11,7
"22950 Jurmo  (Brändö)",44,18,26,6,19,1,0
"23100 Mynämäki Keskus  (Mynämäki)",5025,1687,3338,204,2566,333,235
"23120 Mietoinen Keskus  (Mynämäki)",721,176,545,31,434,50,30
"23140 Hietamäki  (Mynämäki)",540,136,404,20,328,30,26
"23200 Vinkkilä  (Vehmaa)",1347,489,858,38,724,70,26
"23210 Vehmaa  (Vehmaa)",441,149,292,16,239,24,13
"23260 Rautila  (Vehmaa)",143,36,107,6,88,10,3
"23310 Taivassalo  (Taivassalo)",1420,570,850,47,687,58,58
"23360 Kustavi  (Kustavi)",761,297,464,35,351,40,38
"23390 Iniö  (Parainen)",196,83,113,7,75,17,14
"23450 Lokalahti  (Uusikaupunki)",789,265,524,28,427,47,22
"23500 Uusikaupunki Keskus  (Uusikaupunki)",9370,2805,6565,305,5123,734,403
"23600 Kalanti Keskus  (Uusikaupunki)",1770,567,1203,58,1011,93,41
"23660 Kalanti Asemanseutu  (Uusikaupunki)",295,81,214,8,179,20,7
"23800 Laitila Keskus  (Laitila)",6364,2194,4170,239,3288,431,212
"23840 Soukainen  (Laitila)",153,54,99,2,84,7,6
"23880 Suontaka  (Laitila)",85,35,50,1,45,4,0
"23930 Pyhämaa  (Uusikaupunki)",472,191,281,5,238,24,14
"23950 Pyhäranta  (Pyhäranta)",460,166,294,14,240,33,7
"23960 Santtio  (Pyhäranta)",206,75,131,8,101,15,7
"24100 Salo Keskus  (Salo)",7947,2942,5005,418,3554,637,396
"24130 Ylhäisi  (Salo)",3044,872,2172,152,1498,336,186
"24240 Rappula  (Salo)",3412,1216,2196,157,1536,277,226
"24260 Ollikkala  (Salo)",3825,1414,2411,190,1819,269,133
"24280 Tupuri-Hähkänä  (Salo)",3783,808,2975,189,1963,511,312
"24800 Halikko Keskus  (Salo)",3783,1117,2666,195,1812,384,275
"24910 Halikko Asemanseutu  (Salo)",736,185,551,27,355,96,73
"25110 Kruusila  (Salo)",275,98,177,9,148,14,6
"25130 Muurla  (Salo)",1198,382,816,59,574,101,82
"25160 Tuohittu  (Salo)",94,38,56,7,35,8,6
"25170 Kotalato  (Salo)",109,35,74,6,52,9,7
"25180 Romsila  (Salo)",185,56,129,3,93,23,10
"25190 Inkere  (Salo)",758,264,494,24,401,56,13
"25210 Vartsala  (Salo)",287,83,204,10,136,29,29
"25230 Angelniemi  (Salo)",306,87,219,13,152,37,17
"25240 Hajala  (Salo)",529,149,380,23,276,40,41
"25250 Märynummi  (Salo)",821,182,639,38,479,77,45
"25260 Vaskio  (Salo)",804,297,507,35,394,51,27
"25320 Raatala  (Salo)",359,128,231,15,182,20,14
"25330 Kuusjoki Keskus  (Salo)",679,272,407,23,332,31,21
"25340 Kanunki  (Salo)",333,126,207,14,166,17,10
"25360 Pertteli Keskus  (Salo)",923,288,635,34,503,67,31
"25370 Hiisi  (Salo)",514,167,347,23,281,28,15
"25380 Rekijoki  (Salo)",426,175,251,20,196,23,12
"25390 Kiikala Keskus  (Salo)",666,281,385,25,305,30,25
"25410 Suomusjärvi Keskus  (Salo)",943,375,568,45,435,52,36
"25420 Lahnajärvi  (Salo)",130,43,87,3,64,13,7
"25430 Kettula  (Salo)",62,23,39,2,27,5,5
"25460 Toija  (Salo)",996,414,582,36,457,46,43
"25470 Kisko kk  (Salo)",245,106,139,6,105,14,14
"25500 Perniö Keskus  (Salo)",2871,1155,1716,124,1328,148,116
"25520 Perniö Asemanseutu  (Salo)",545,179,366,27,274,31,34
"25540 Knaapila  (Salo)",174,64,110,4,86,9,11
"25550 Aijala  (Salo)",103,40,63,5,47,7,4
"25560 Koski Asemanseutu  (Salo)",188,72,116,8,85,14,9
"25570 Teijo-Mathildedal  (Salo)",484,208,276,23,190,37,26
"25610 Ylönkylä  (Salo)",328,120,208,25,145,16,22
"25630 Finby  (Salo)",248,95,153,2,115,18,18
"25640 Förby  (Salo)",226,81,145,14,103,13,15
"25650 Strömma  (Kemiönsaari)",87,39,48,10,29,4,5
"25660 Mathildedal  (Salo)",121,47,74,6,42,17,9
"25700 Kemiö Keskus  (Kemiönsaari)",1898,658,1240,83,915,152,90
"25710 Vreta-Vestlax  (Kemiönsaari)",246,59,187,19,125,28,15
