"Postal code area","Free-time residences, 2016 (RA)","Buildings, total, 2016 (RA)","Other buildings, 2016 (RA)","Residential buildings, 2016 (RA)","Dwellings, 2016 (RA)","Average floor area, 2016 (RA)","Dwellings in small houses, 2016 (RA)","Dwellings in blocks of flats, 2016 (RA)"
"52300 Ristiina Keskus   (Mikkeli )",827,1194,134,1060,1596,89.5,1390,206
"52320 Vitsiälä   (Mikkeli )",132,208,23,185,163,102.4,163,0
"52330 Heimari   (Mikkeli )",37,35,8,27,26,118.9,26,0
"52340 Hangastenmaa   (Mikkeli )",339,153,15,138,119,102.3,119,0
"52360 Someenjärvi   (Mikkeli )",406,83,6,77,55,103.3,55,0
"52420 Pellosniemi   (Mikkeli )",1080,367,66,301,508,76.9,249,259
"52510 Hietanen   (Hirvensalmi )",367,339,37,302,273,101.7,273,0
"52520 Syväsmäki   (Hirvensalmi )",146,83,8,75,74,101.3,74,0
"52550 Hirvensalmi Keskus   (Hirvensalmi )",1857,937,129,808,1092,82.3,1038,54
"52610 Tuukkalanlahti   (Hirvensalmi )",219,107,11,96,72,93.0,72,0
"52620 Kuitula   (Hirvensalmi )",520,103,8,95,64,100.4,64,0
"52700 Mäntyharju Keskus   (Mäntyharju )",2221,2179,384,1795,3040,80.7,2313,727
"52720 Karankamäki-Koirakivi   (Mäntyharju )",221,102,30,72,71,89.7,71,0
"52730 Koirakivi   (Mäntyharju )",271,79,11,68,57,109.0,57,0
"52740 Tuustaipale   (Mäntyharju )",466,220,23,197,169,103.7,168,1
"52760 Mynttilä   (Mäntyharju )",54,65,4,61,52,93.2,52,0
"52780 Kuomiokoski   (Mikkeli )",170,90,19,71,88,74.0,88,0
"52830 Suomenniemi   (Mikkeli )",1171,514,112,402,403,87.9,403,0
"52850 Halmeniemi   (Mäntyharju )",292,119,20,99,75,98.9,75,0
"52890 Käävänkylä   (Mäntyharju )",417,106,13,93,60,103.3,60,0
"52920 Voikoski   (Kouvola )",555,144,26,118,89,95.4,89,0
"52960 Nurmaa   (Mäntyharju )",324,104,15,89,70,100.2,70,0
"52970 Pankalahti-Ahvenainen   (Mäntyharju )",203,63,7,56,42,108.4,42,0
"52980 Ahvenainen   (Mäntyharju )",321,71,8,63,45,99.9,45,0
"53100 Lappeenranta keskus   (Lappeenranta )",16,1264,178,1086,7405,58.7,1249,6156
"53130 Keskussairaala-alue-Kimpinen   (Lappeenr",0,48,14,34,427,62.2,25,402
"53200 Kaukas-Tirilä   (Lappeenranta )",0,321,107,214,940,67.5,264,676
"53300 Lauritsala-Mälkiä   (Lappeenranta )",201,2340,204,2136,4209,79.0,2444,1765
"53400 Laihia   (Lappeenranta )",153,869,68,801,820,106.9,814,6
"53420 Mustola   (Lappeenranta )",0,275,72,203,264,98.1,264,0
"53500 Parkkarila-Harapainen-Reijola   (Lappee",0,1824,212,1612,2357,89.6,1905,452
"53550 Kourulanmäki   (Lappeenranta )",0,414,118,296,463,94.8,387,76
"53600 Kesämäki   (Lappeenranta )",0,416,139,277,1611,63.3,260,1351
"53650 Mattila-Kuusela   (Lappeenranta )",7,763,66,697,995,88.2,760,235
"53810 Kuusimäki-Lavola   (Lappeenranta )",0,484,76,408,2401,65.1,630,1771
"53830 Rutola   (Lappeenranta )",66,315,33,282,274,119.3,274,0
"53850 Skinnarila   (Lappeenranta )",593,2224,151,2073,6044,74.9,2480,3564
"53900 Pallo-Tysterniemi-Leiri   (Lappeenranta )",0,206,68,138,2080,58.1,155,1925
"53920 Voisalmi   (Lappeenranta )",8,314,34,280,1961,68.3,365,1596
"53950 Kivisalmi   (Lappeenranta )",159,365,31,334,1164,79.5,423,741
"54100 Joutseno Keskus   (Lappeenranta )",454,2072,310,1762,2778,87.3,2113,665
"54110 Lampikangas   (Lappeenranta )",0,357,41,316,546,87.7,483,63
"54120 Pulp   (Lappeenranta )",125,681,54,627,880,85.3,686,194
"54190 Konnunsuo   (Lappeenranta )",2,72,23,49,55,93.1,55,0
"54230 Nuijamaa   (Lappeenranta )",77,368,61,307,352,101.1,352,0
"54250 Rapattila   (Lappeenranta )",56,99,7,92,88,123.3,88,0
"54260 Hanhijärvi   (Lappeenranta )",39,339,30,309,306,126.6,306,0
"54270 Vainikkala   (Lappeenranta )",54,273,33,240,256,99.6,238,18
"54300 Vilkjärvi   (Lappeenranta )",178,317,39,278,267,116.5,267,0
"54310 Hytti   (Lappeenranta )",59,211,29,182,176,119.4,176,0
"54330 Simola   (Lappeenranta )",99,251,48,203,208,104.0,202,6
"54390 Pulsa   (Lappeenranta )",134,117,18,99,86,89.7,86,0
"54410 Ylämaa Keskus   (Lappeenranta )",484,535,82,453,531,93.2,531,0
"54430 Hujakkala   (Lappeenranta )",174,121,26,95,94,105.6,94,0
"54460 Ylijärvi   (Lappeenranta )",127,75,19,56,50,98.0,50,0
"54490 Ahomäki   (Miehikkälä )",156,145,18,127,127,94.0,111,16
"54500 Taavetti-Somerharju   (Luumäki )",1223,1359,253,1106,1746,82.4,1365,381
"54510 Uro   (Luumäki )",189,338,111,227,231,112.6,231,0
"54530 Luumäki   (Luumäki )",845,626,85,541,634,103.1,634,0
"54550 Suo-Anttila   (Luumäki )",103,57,8,49,39,112.7,39,0
"54580 Somerharju   (Luumäki )",103,31,3,28,21,95.5,21,0
"54590 Kaitjärvi   (Luumäki )",327,97,15,82,71,105.2,71,0
"54710 Lemi Keskus   (Lemi )",1056,720,88,632,787,86.9,759,28
"54720 Laksiainen   (Lemi )",82,102,9,93,76,110.8,76,0
"54750 Välijoki   (Savitaipale )",204,210,32,178,152,105.3,152,0
"54770 Heituinlahti   (Savitaipale )",831,399,60,339,283,106.1,283,0
"54800 Savitaipale Keskus   (Savitaipale )",1167,1328,283,1045,1499,83.6,1311,188
"54820 Kotimäki   (Lemi )",104,150,18,132,122,101.1,122,0
"54850 Kuukanniemi   (Lemi )",181,501,64,437,468,108.9,468,0
"54915 Saimaanharju-Kyläniemi   (Taipalsaari )",84,587,50,537,843,98.9,794,49
"54920 Taipalsaari   (Taipalsaari )",1382,795,186,609,719,105.4,684,35
"54930 Levänen   (Taipalsaari )",220,180,15,165,152,102.0,152,0
"54940 Solkei   (Taipalsaari )",292,95,13,82,67,110.0,67,0
"54950 Pettilä   (Savitaipale )",355,107,20,87,83,84.4,83,0
"54960 Vehkataipale   (Taipalsaari )",903,306,37,269,272,116.3,272,0
"55100 Imatra Keskus   (Imatra )",31,3054,230,2824,5906,77.2,3464,2442
"55120 Mansikkala-Tuulikallio   (Imatra )",2,708,110,598,2097,68.3,780,1317
"55300 Rauha-Tiuruniemi   (Lappeenranta )",77,486,81,405,539,89.0,412,127
"55320 Rauha   (Lappeenranta )",72,223,63,160,330,84.4,231,99
"55330 Tiuruniemi   (Lappeenranta )",3,13,6,7,38,77.0,14,24
"55400 Tainionkoski-Mustalampi   (Imatra )",1,630,30,600,719,88.0,647,72
"55420 Karhumäki-Karhukallio   (Imatra )",16,1057,117,940,1064,91.5,1040,24
"55510 Sotkulampi-Linnasuo   (Imatra )",0,167,10,157,908,62.6,164,744
"55610 Rajapatsas-Teppanala   (Imatra )",2,892,82,810,1730,75.4,942,788
"55700 Vintteri-Virasoja   (Imatra )",0,548,29,519,712,84.5,698,14
"55800 Vuoksenniska-Saarlampi   (Imatra )",196,1435,275,1160,2590,74.1,1277,1313
"55910 Rautio-Kurkvuori   (Imatra )",41,769,52,717,916,86.2,751,165
"56100 Ruokolahti Keskus   (Ruokolahti )",130,704,101,603,1179,81.7,844,335
"56120 Salosaari   (Ruokolahti )",222,404,36,368,380,108.2,380,0
"56140 Äitsaari   (Ruokolahti )",845,179,30,149,130,103.9,130,0
"56210 Virmutjoki   (Ruokolahti )",476,285,18,267,228,97.2,228,0
"56310 Syyspohja   (Ruokolahti )",790,174,25,149,114,108.5,114,0
"56330 Utula   (Ruokolahti )",80,39,5,34,26,86.5,26,0
"56350 Kyläniemi   (Taipalsaari )",166,36,14,22,18,88.7,18,0
"56410 Kaiturinpää   (Ruokolahti )",261,105,5,100,80,101.7,80,0
"56440 Pohja-Lankila   (Ruokolahti )",357,196,23,173,121,98.5,121,0
"56510 Puntala   (Ruokolahti )",98,237,38,199,205,95.5,205,0
"56550 Niska-Pietilä   (Rautjärvi )",79,95,12,83,67,102.7,67,0
"56610 Rautjärvi   (Rautjärvi )",496,384,46,338,357,79.2,357,0
"56640 Purnujärvi   (Rautjärvi )",67,80,10,70,55,92.2,55,0
"56710 Miettilä   (Rautjärvi )",41,98,11,87,73,106.1,73,0
"56730 Laikko   (Rautjärvi )",402,230,31,199,174,99.2,174,0
"56800 Simpele   (Rautjärvi )",437,1196,172,1024,1522,81.6,1196,326
"57100 Heikinpohja-Piispanmäki   (Savonlinna )",289,323,89,234,3079,57.2,198,2881
"57120 Savonlinna   (Savonlinna )",0,9,7,2,25,85.5,11,14
"57130 Savonlinna Keskus   (Savonlinna )",0,189,47,142,1619,60.7,105,1514
"57170 Sortteerinlahti-Talvisalo   (Savonlinna )",8,199,16,183,1568,59.1,185,1383
"57200 Miekonniemi-Venäjänniemi   (Savonlinna )",0,608,103,505,1565,72.8,823,742
"57210 Nojanmaa   (Savonlinna )",26,790,97,693,1391,81.8,961,430
"57220 Haka-alue-Viuhonmäki   (Savonlinna )",0,341,30,311,943,69.4,382,561
"57230 Inkerinkylä   (Savonlinna )",962,1132,164,968,1949,79.8,1232,717
"57310 Rinkilä   (Savonlinna )",582,474,75,399,364,101.9,364,0
"57510 Laitaatsilta   (Savonlinna )",0,183,15,168,245,94.6,218,27
"57600 Poukkusilta-Pihlajaniemi   (Savonlinna )",160,650,40,610,895,96.5,772,123
"57710 Kellarpelto-Rantakoivikko   (Savonlinna )",25,888,18,870,1423,90.9,1277,146
"57810 Aholahti   (Savonlinna )",222,179,29,150,173,97.1,160,13
"58130 Oravi   (Savonlinna )",177,106,30,76,70,94.5,70,0
"58140 Ahvensalmi   (Savonlinna )",196,85,16,69,49,100.4,49,0
"58150 Makkola   (Savonlinna )",107,120,15,105,103,110.2,103,0
"58160 Karvila   (Enonkoski )",47,110,14,96,87,100.0,87,0
"58170 Simanala   (Enonkoski )",175,149,14,135,124,114.5,124,0
"58175 Enonkoski Keskus   (Enonkoski )",208,497,92,405,564,86.1,549,15
"58180 Ihamaniemi   (Enonkoski )",377,136,23,113,86,101.1,86,0
"58200 Kerimäki Keskus   (Savonlinna )",1069,1546,307,1239,1802,87.1,1665,137
"58220 Louhi   (Savonlinna )",80,278,63,215,223,91.1,223,0
"58260 Kumpuranta   (Savonlinna )",271,142,23,119,100,105.0,100,0
"58300 Savonranta Keskus   (Savonlinna )",616,478,108,370,477,75.5,446,31
"58320 Raikuu   (Savonlinna )",306,168,48,120,101,107.7,101,0
"58350 Villala   (Kitee )",212,178,38,140,124,92.6,124,0
"58360 Säimen   (Savonlinna )",287,149,16,133,103,93.1,103,0
"58390 Rönkönvaara   (Savonlinna )",85,65,11,54,47,90.2,47,0
"58410 Haapakallio   (Savonlinna )",41,298,48,250,255,112.3,255,0
"58420 Silvola   (Savonlinna )",68,171,23,148,141,107.8,141,0
"58430 Kulennoinen   (Savonlinna )",178,300,62,238,218,110.5,218,0
"58450 Punkaharju   (Savonlinna )",232,386,175,211,231,95.8,218,13
"58500 Punkasalmi   (Savonlinna )",214,643,131,512,1019,77.0,814,205
"58520 Hiukkajoki   (Savonlinna )",322,290,98,192,163,104.0,159,4
"58550 Putikko   (Savonlinna )",218,357,110,247,237,87.0,224,13
"58570 Ruhvana   (Savonlinna )",116,58,3,55,39,110.5,39,0
"58580 Vuoriniemi   (Savonlinna )",158,93,20,73,62,104.4,62,0
"58610 Telakanava   (Sulkava )",360,100,12,88,71,110.3,71,0
"58620 Lohilahti   (Sulkava )",464,220,30,190,170,92.2,170,0
"58650 Kiviapaja   (Savonlinna )",206,97,18,79,68,100.1,68,0
"58680 Piojärvi   (Savonlinna )",102,42,6,36,36,84.1,29,7
"58690 Ala-Särkilahti-Piojärvi   (Savonlinna )",356,79,11,68,56,115.1,56,0
"58700 Sulkava Keskus   (Sulkava )",1300,1242,213,1029,1280,87.6,1233,47
"58720 Kaartilankoski   (Sulkava )",475,185,21,164,146,117.0,146,0
"58770 Pihlajalahti   (Savonlinna )",247,149,11,138,128,107.0,128,0
"58810 Kallislahti   (Savonlinna )",191,197,24,173,159,108.1,159,0
"58830 Parkumäki   (Rantasalmi )",203,168,15,153,138,107.8,138,0
"58850 Hiltula   (Rantasalmi )",55,76,15,61,53,112.4,53,0
"58900 Rantasalmi Keskus   (Rantasalmi )",1354,1180,229,951,1460,83.5,1095,365
"58910 Rantasalmi Asemanseutu   (Rantasalmi )",73,150,48,102,104,96.4,104,0
"58920 Kolkontaipale   (Rantasalmi )",221,262,37,225,171,105.1,171,0
"58940 Tuusmäki   (Rantasalmi )",150,137,9,128,111,119.6,111,0
"59100 Parikkala Keskus   (Parikkala )",410,1028,151,877,1356,81.7,981,375
"59130 Koitsanlahti   (Parikkala )",109,130,12,118,99,103.6,99,0
"59210 Melkoniemi   (Parikkala )",169,114,18,96,81,101.0,81,0
"59310 Särkisalmi   (Parikkala )",184,514,74,440,526,90.8,515,11
"59320 Haapaoja   (Parikkala )",76,64,5,59,54,109.0,54,0
"59410 Kirjavala   (Parikkala )",172,280,35,245,230,97.8,230,0
"59510 Maironiemi   (Parikkala )",37,190,28,162,252,76.0,246,6
"59520 Saari   (Parikkala )",38,89,18,71,74,102.8,66,8
"59530 Mikkolanniemi   (Parikkala )",64,62,11,51,50,98.8,50,0
"59610 Tarnala   (Parikkala )",37,118,16,102,94,99.4,94,0
"59710 Kummunkylä   (Parikkala )",56,74,15,59,53,96.4,53,0
"59720 Niukkala   (Parikkala )",167,122,36,86,113,76.2,113,0
"59730 Uukuniemi   (Parikkala )",260,112,44,68,72,84.8,72,0
"59800 Kesälahti Keskus   (Kitee )",627,950,237,713,993,82.7,921,72
"59810 Suurikylä   (Kitee )",109,100,44,56,52,106.2,52,0
"59820 Purujärvi-Rajavaara   (Kitee )",65,127,23,104,85,97.1,85,0
"60100 Seinäjoki Keskus   (Seinäjoki )",0,1638,546,1092,7381,62.9,1341,6040
"60120 Pohja   (Seinäjoki )",1,686,138,548,1595,71.1,857,738
"60150 Kasperi   (Seinäjoki )",0,941,17,924,2530,80.2,1322,1208
"60200 Törnävä   (Seinäjoki )",27,2743,119,2624,5406,86.9,4106,1300
"60220 Huhtala   (Seinäjoki )",1,262,53,209,1273,68.5,476,797
"60280 Eskoon Keskuslaitosalue   (Seinäjoki )",0,16,13,3,42,46.7,5,37
"60320 Alakylä-Jouppi   (Seinäjoki )",2,1761,145,1616,3513,87.3,2726,787
"60420 Impivaara   (Seinäjoki )",9,472,35,437,452,121.5,446,6
"60450 Munakka   (Ilmajoki )",18,216,23,193,192,110.3,192,0
"60510 Hyllykallio   (Seinäjoki )",1,2182,132,2050,3874,93.9,3420,454
"60550 Nurmo Keskus   (Seinäjoki )",52,1567,162,1405,1933,100.2,1731,202
"60560 Halkosaari   (Seinäjoki )",6,219,13,206,257,108.2,257,0
"60640 Kurjenneva   (Seinäjoki )",78,294,38,256,261,114.3,261,0
"60720 Tuomikylä   (Ilmajoki )",15,746,45,701,813,114.0,813,0
"60760 Pohjanluoma   (Ilmajoki )",76,472,69,403,408,110.0,408,0
"60800 Ilmajoki Keskus   (Ilmajoki )",114,2299,335,1964,2968,91.8,2676,292
"61100 Peräseinäjoki Keskus   (Seinäjoki )",214,930,132,798,1153,84.9,1045,108
"61110 Vuolle   (Seinäjoki )",8,118,12,106,97,97.0,97,0
"61120 Louko   (Seinäjoki )",30,289,17,272,278,115.0,278,0
"61140 Pasto   (Seinäjoki )",6,72,5,67,60,83.9,60,0
"61150 Sydänmaa   (Alavus )",327,51,7,44,38,106.6,38,0
"61160 Koura   (Seinäjoki )",52,323,38,285,295,91.1,295,0
"61170 Sääskiniemi   (Alavus )",434,185,26,159,144,100.1,144,0
"61180 Haapaluoma   (Seinäjoki )",16,128,7,121,119,91.3,119,0
"61220 Myllysalo   (Kurikka )",26,140,21,119,109,103.2,109,0
"61230 Luopa   (Kurikka )",48,402,58,344,344,99.8,344,0
"61250 Jalasto   (Kurikka )",18,180,25,155,151,109.4,151,0
"61270 Luopajärvi   (Kurikka )",29,330,53,277,278,109.2,278,0
"61280 Jokipii   (Kurikka )",24,308,46,262,279,100.7,275,4
"61290 Taivalmaa   (Kurikka )",20,80,8,72,62,85.5,62,0
"61300 Kurikka Keskus   (Kurikka )",105,2823,633,2190,3401,89.1,2865,536
"61310 Panttila   (Kurikka )",21,398,71,327,359,97.2,354,5
"61330 Koskenkorva   (Ilmajoki )",38,1008,145,863,1019,96.0,937,82
"61340 Nopankylä   (Ilmajoki )",85,164,25,139,137,101.1,137,0
"61350 Huissi   (Ilmajoki )",34,212,24,188,192,106.3,192,0
"61360 Mieto   (Kurikka )",120,597,107,490,507,101.6,502,5
"61370 Lohiluoma   (Kurikka )",27,213,35,178,173,104.8,173,0
"61380 Polvenkylä   (Kurikka )",31,94,11,83,80,93.3,80,0
"61400 Ylistaro Keskus   (Seinäjoki )",46,921,199,722,1118,89.0,1111,7
"61410 Ylistaro Asemanseutu   (Seinäjoki )",61,459,62,397,397,99.4,397,0
"61430 Isorehto   (Seinäjoki )",43,210,26,184,182,107.2,182,0
"61440 Untamala   (Seinäjoki )",32,125,19,106,99,109.5,99,0
"61450 Kylänpää   (Seinäjoki )",68,414,78,336,302,100.6,302,0
"61460 Hanhikoski   (Seinäjoki )",24,139,15,124,123,107.9,123,0
"61470 Kitinoja   (Seinäjoki )",16,195,16,179,193,115.6,193,0
"61500 Isokyrö Keskus   (Isokyrö )",95,1201,127,1074,1416,92.3,1263,153
"61520 Lehmäjoki   (Isokyrö )",30,164,20,144,132,97.8,132,0
"61550 Orismala   (Isokyrö )",69,387,54,333,335,103.4,335,0
"61560 Orisberg   (Isokyrö )",37,43,7,36,31,113.4,31,0
"61600 Jalasjärvi Keskus   (Kurikka )",51,1558,290,1268,2251,85.3,1964,287
"61630 Hirvijärvi   (Kurikka )",30,183,22,161,157,103.8,157,0
"61640 Ala-Valli   (Kurikka )",45,147,16,131,121,95.1,121,0
"61650 Kalakoski   (Seinäjoki )",40,236,22,214,216,86.6,216,0
"61680 Mantila   (Kurikka )",26,147,17,130,126,101.8,115,11
"61710 Pentinmäki   (Kurikka )",8,158,24,134,138,108.7,138,0
"61720 Koskue   (Kurikka )",126,376,48,328,314,94.9,307,7
"61730 Yli-Valli   (Kurikka )",85,193,22,171,139,95.2,139,0
"61760 Ilvesjoki   (Kurikka )",30,210,33,177,171,100.8,171,0
"61800 Kauhajoki Keskus   (Kauhajoki )",36,3188,406,2782,4534,90.6,4062,472
"61810 Luomankylä   (Kauhajoki )",9,156,13,143,142,102.6,142,0
"61820 Kainasto   (Kauhajoki )",18,360,44,316,299,95.3,299,0
"61840 Norinkylä   (Teuva )",15,197,29,168,174,96.2,174,0
"61850 Kauhajoki Asemanseutu   (Kauhajoki )",64,1139,185,954,1150,95.2,1128,22
"61860 Harja   (Kauhajoki )",9,116,8,108,97,103.6,97,0
"61880 Ikkeläjärvi   (Kauhajoki )",58,126,19,107,102,93.1,102,0
"61910 Nummijärvi   (Kauhajoki )",235,176,27,149,151,93.3,151,0
"61920 Nummikoski   (Kauhajoki )",13,64,3,61,43,96.3,43,0
"61940 Hyyppä   (Kauhajoki )",28,189,12,177,151,96.9,151,0
"61950 Juonikylä   (Kauhajoki )",10,121,15,106,96,93.4,96,0
"61960 Kyrönlatva   (Kauhajoki )",25,118,12,106,88,100.0,88,0
"61980 Päntäne   (Kauhajoki )",68,580,57,523,522,89.7,507,15
"62100 Lapua Keskus   (Lapua )",153,3928,580,3348,5463,92.7,4138,1325
"62130 Hellanmaa   (Lapua )",38,292,31,261,245,118.5,245,0
"62150 Rintakangas   (Kauhava )",7,80,15,65,64,112.2,64,0
"62160 Karhunkylä   (Lapua )",50,295,29,266,265,115.5,265,0
"62165 Tiisteenjoki   (Lapua )",49,198,25,173,170,108.6,170,0
"62170 Lakaluoma   (Lapua )",70,161,12,149,138,95.5,138,0
"62175 Ylikylä-Mäenpää   (Lapua )",18,89,9,80,79,110.5,79,0
"62185 Mäki-Paavola   (Lapua )",124,93,20,73,68,112.3,68,0
"62190 Ruha   (Lapua )",38,298,26,272,275,111.7,275,0
"62200 Kauhava Keskus   (Kauhava )",104,2405,422,1983,3101,90.3,2565,536
"62220 Pernaa   (Kauhava )",22,266,29,237,222,107.9,216,6
"62230 Jylhä   (Kauhava )",30,238,36,202,181,110.3,181,0
"62240 Huhmarkoski   (Kauhava )",59,364,41,323,294,102.3,294,0
"62260 Hirvijoki   (Kauhava )",15,109,10,99,90,106.9,90,0
"62280 Mustamaa   (Lapua )",17,72,11,61,55,111.0,55,0
"62290 Hirvikylä   (Lapua )",19,152,13,139,134,97.6,134,0
"62295 Kauhajärvi   (Lapua )",64,276,51,225,208,100.5,208,0
"62300 Härmä   (Kauhava )",97,1069,187,882,1262,94.8,1184,78
"62310 Voltti   (Kauhava )",124,652,66,586,543,106.8,543,0
"62340 Kuoppa-Vakkuri   (Kauhava )",19,60,5,55,54,98.3,54,0
"62350 Ekola   (Kauhava )",16,60,9,51,53,122.2,53,0
"62370 Kangasto   (Kauhava )",0,51,10,41,104,73.1,77,27
"62375 Ylihärmä Keskus-Vesiluoma   (Kauhava )",96,1192,186,1006,1315,94.9,1277,38
"62380 Kosolankylä   (Kauhava )",22,137,8,129,122,95.2,122,0
"62395 Petterinmäki   (Vöyri )",27,100,16,84,74,89.9,74,0
"62410 Rintala   (Kauhava )",53,151,11,140,144,113.6,144,0
"62420 Kortesjärvi Keskus   (Kauhava )",106,501,109,392,558,90.4,549,9
"62430 Peltotupa   (Kauhava )",9,72,7,65,59,107.1,59,0
"62435 Pirttinen   (Kauhava )",22,85,22,63,63,97.6,60,3
"62440 Perkiömäki   (Kauhava )",9,58,4,54,56,110.7,56,0
"62470 Purmojärvi   (Kauhava )",270,233,26,207,212,104.9,212,0
"62500 Evijärvi Keskus   (Evijärvi )",535,743,111,632,772,98.0,742,30
"62510 Kuoppa-aho   (Evijärvi )",9,169,30,139,168,103.5,158,10
"62520 Kautiainen   (Evijärvi )",37,93,17,76,79,100.9,79,0
"62540 Vasikka-aho   (Evijärvi )",87,179,30,149,156,102.8,156,0
"62570 Särkilä   (Evijärvi )",18,110,10,100,100,102.5,100,0
"62600 Lappajärvi Keskus   (Lappajärvi )",572,885,175,710,996,93.5,839,157
"62610 Tarvola   (Lappajärvi )",91,94,11,83,71,111.3,71,0
"62620 Ala-Seppä   (Lappajärvi )",63,106,9,97,93,106.1,93,0
"62630 Karvala   (Lappajärvi )",187,248,37,211,183,107.6,183,0
"62640 Savonkylä   (Lappajärvi )",115,82,15,67,57,113.8,57,0
"62660 Itäkylä   (Lappajärvi )",126,323,39,284,279,103.7,270,9
"62710 Kurejoki   (Alajärvi )",121,368,65,303,296,104.7,296,0
"62720 Sissala   (Alajärvi )",24,151,9,142,124,113.2,124,0
"62730 Haukkala   (Alajärvi )",27,111,22,89,93,108.3,93,0
"62740 Koskenvarsi   (Alajärvi )",13,123,23,100,90,117.4,90,0
"62750 Saukonkylä   (Alajärvi )",22,134,12,122,104,102.2,104,0
"62760 Menkijärvi   (Alajärvi )",99,147,28,119,106,105.6,106,0
"62800 Vimpeli Keskus   (Vimpeli )",252,1161,211,950,1136,98.8,1098,38
"62810 Savonjoki   (Vimpeli )",25,83,11,72,58,101.0,58,0
"62830 Luoma-Aho   (Alajärvi )",85,171,19,152,141,108.0,141,0
"62840 Lakaniemi-Pokela   (Vimpeli )",18,31,2,29,27,104.0,27,0
"62860 Sahi   (Vimpeli )",66,113,11,102,96,107.0,96,0
"62870 Vinni   (Vimpeli )",13,34,4,30,26,94.8,26,0
"62880 Sääksvesi-Vinni   (Vimpeli )",71,169,14,155,145,103.8,145,0
"62900 Alajärvi Keskus   (Alajärvi )",309,1877,310,1567,2272,94.8,2004,268
"62920 Levijoki   (Alajärvi )",9,55,12,43,41,117.7,41,0
"62940 Hoisko   (Alajärvi )",109,308,55,253,244,112.9,244,0
"62950 Paalijärvi   (Alajärvi )",24,219,18,201,205,108.1,205,0
"62990 Möksy   (Alajärvi )",24,101,21,80,68,98.8,68,0
"63100 Kuortane Keskus   (Kuortane )",112,701,164,537,890,88.7,824,66
"63120 Leppälänkylä   (Kuortane )",47,226,48,178,177,100.5,174,3
"63130 Mäyry   (Kuortane )",246,416,49,367,343,112.7,342,1
"63150 Ruona   (Kuortane )",136,268,39,229,211,107.1,211,0
"63160 Salmi   (Kuortane )",87,94,10,84,70,111.7,70,0
"63210 Niinimaa   (Alavus )",110,81,4,77,65,92.2,65,0
"63230 Lentilä   (Kuortane )",34,172,24,148,147,106.7,147,0
"63250 Rantala   (Kuortane )",6,62,12,50,49,102.7,49,0
"63300 Alavus Keskus   (Alavus )",141,1733,274,1459,2409,89.3,1901,508
"63320 Kattelus   (Alavus )",30,41,5,36,34,94.6,34,0
"63330 Pahajoki   (Alavus )",60,114,16,98,80,101.1,80,0
"63340 Sapsalampi   (Alavus )",202,143,14,129,107,98.6,107,0
"63350 Sulkavankylä   (Alavus )",32,105,9,96,95,104.2,95,0
"63355 Seinäjärvi   (Alavus )",135,78,13,65,57,111.9,57,0
"63360 Kuivaskylä   (Alavus )",14,137,13,124,119,97.4,119,0
"63370 Taipalus   (Alavus )",76,260,27,233,228,103.1,228,0
"63400 Alavus Asemanseutu   (Alavus )",68,663,109,554,672,90.8,625,47
"63410 Rantatöysä   (Alavus )",39,261,47,214,232,90.8,227,5
"63430 Kätkänjoki   (Alavus )",7,75,4,71,75,102.9,75,0
"63450 Löyä   (Kuortane )",21,38,1,37,36,108.0,36,0
"63500 Lehtimäki Keskus   (Alajärvi )",195,467,77,390,548,85.0,532,16
"63510 Lehtimäki Kirkonkylä   (Alajärvi )",76,201,36,165,142,104.2,142,0
"63530 Länsikylä   (Alajärvi )",199,115,15,100,77,107.4,77,0
"63540 Hernesmaa   (Alajärvi )",32,149,21,128,110,99.0,110,0
"63600 Töysä Keskus   (Alavus )",108,625,134,491,694,86.8,652,42
"63610 Tuuri   (Alavus )",73,504,102,402,545,92.3,545,0
"63640 Ritola   (Alavus )",189,262,60,202,173,106.1,173,0
"63660 Ähtärinranta   (Ähtäri )",122,117,12,105,97,96.8,97,0
"63680 Hakojärvi   (Alavus )",81,170,30,140,147,102.9,144,3
"63700 Ähtäri Keskus   (Ähtäri )",506,1767,309,1458,2355,86.6,2014,341
"63770 Peränne   (Ähtäri )",124,125,14,111,104,110.1,104,0
"63780 Alastaipale   (Ähtäri )",62,115,9,106,91,96.4,91,0
"63800 Soini Keskus   (Soini )",447,966,201,765,901,87.6,901,0
"63830 Keisala   (Soini )",11,53,6,47,39,81.6,39,0
"63880 Kukonkylä   (Soini )",38,124,17,107,99,97.9,99,0
"63890 Hautakylä   (Soini )",24,75,9,66,62,103.8,62,0
"63900 Myllymäki-Vehunkylä   (Ähtäri )",252,338,40,298,275,94.1,274,1
"63910 Inhan Tehtaat   (Ähtäri )",38,139,26,113,128,90.6,121,7
"63920 Inha   (Ähtäri )",215,335,128,207,213,101.5,194,19
"63950 Vehunkylä   (Ähtäri )",33,57,8,49,32,92.7,32,0
"64100 Kristiinankaupunki Keskus   (Kristiinankaupunki",333,1333,294,1039,1732,91.4,1425,307
"64140 Tiukka   (Kristiinankaupunki )",12,306,46,260,256,107.0,256,0
"64200 Närpiö Keskus   (Närpiö )",24,1036,193,843,1485,86.2,938,547
"64210 Kalax   (Närpiö )",191,273,47,226,206,115.4,206,0
"64220 Yttermark   (Närpiö )",19,508,61,447,454,106.9,441,13
