"Postal code area","Aged 18 or over, total, 2017 (KO)","Basic level studies, 2017 (KO)","With education, total, 2017 (KO)","Matriculation examination, 2017 (KO)","Vocational diploma, 2017 (KO)","Academic degree - Lower level university degree, 2017 (KO)","Academic degree - Higher level university degree, 2017 (KO)"
"25700 Kemiö Keskus   (Kemiönsaari )",1882,576,1306,77,955,176,98
"25710 Vreta-Vestlax   (Kemiönsaari )",240,45,195,12,139,24,20
"25730 Mjösund   (Kemiönsaari )",83,26,57,4,37,10,6
"25760 Kiila   (Kemiönsaari )",110,30,80,5,58,9,8
"25810 Mark   (Kemiönsaari )",55,12,43,1,34,5,3
"25820 Vestlax   (Kemiönsaari )",84,24,60,4,39,9,8
"25830 Västanfjärd Keskus   (Kemiönsaari )",415,116,299,21,217,35,26
"25840 Nivelax   (Kemiönsaari )",204,59,145,5,102,24,14
"25860 Björkboda   (Kemiönsaari )",268,109,159,8,116,19,16
"25870 Dragsfjärd   (Kemiönsaari )",789,289,500,33,363,64,40
"25900 Taalintehdas   (Kemiönsaari )",1202,538,664,45,487,76,56
"25910 Vänoxa   (Kemiönsaari )",7,..,..,..,..,..,..
"25930 Kasnäs   (Kemiönsaari )",67,25,42,4,28,8,2
"25940 Hiittinen   (Kemiönsaari )",50,12,38,1,25,11,1
"25950 Rosala-Kasnäs-Hitis   (Kemiönsaari )",100,34,66,9,50,4,3
"25960 Högsåra   (Kemiönsaari )",40,9,31,2,16,6,7
"26100 Rauma Keskus   (Rauma )",13751,3934,9817,1057,5989,1716,1055
"26200 Merirauma-Kappelinluhta   (Rauma )",4083,900,3183,203,1988,541,451
"26410 Kaaro   (Rauma )",1129,234,895,53,571,193,78
"26510 Uotila   (Rauma )",2110,575,1535,82,1140,195,118
"26560 Kolla   (Rauma )",525,123,402,18,306,60,18
"26660 Paroalho   (Rauma )",4062,1105,2957,176,2175,406,200
"26720 Monnanummi   (Rauma )",286,64,222,10,141,45,26
"26740 Vasarainen   (Rauma )",431,105,326,11,256,46,13
"26820 Sampaanala   (Rauma )",1329,431,898,46,722,98,32
"26840 Kortela   (Rauma )",625,145,480,20,361,66,33
"26910 Unaja   (Rauma )",495,117,378,18,287,51,22
"26930 Vermuntila   (Rauma )",484,150,334,16,261,31,26
"26950 Voiluoto   (Rauma )",314,65,249,13,189,30,17
"27100 Eurajoki Keskus   (Eurajoki )",2645,773,1872,96,1318,279,179
"27110 Irjanne   (Eurajoki )",444,128,316,18,231,50,17
"27130 Eurajoki asemanseutu   (Eurajoki )",262,74,188,10,144,23,11
"27150 Lapijoki   (Eurajoki )",1218,489,729,37,566,86,40
"27160 Olkiluoto   (Eurajoki )",0,0,0,0,0,0,0
"27170 Kuivalahti   (Eurajoki )",300,95,205,13,153,29,10
"27220 Ala-Kieri   (Rauma )",479,125,354,19,272,50,13
"27230 Lappi   (Rauma )",1628,489,1139,62,857,157,63
"27250 Kodiksami   (Rauma )",116,37,79,5,60,8,6
"27260 Kuolimaa   (Rauma )",149,44,105,9,78,8,10
"27310 Kodisjoki   (Rauma )",395,100,295,9,239,29,18
"27320 Ihode   (Pyhäranta )",591,190,401,25,310,42,24
"27340 Reila   (Pyhäranta )",376,95,281,7,230,29,15
"27400 Kiukainen Keskus   (Eura )",1093,385,708,43,550,78,37
"27420 Panelia Asemanseutu   (Eura )",209,65,144,10,116,7,11
"27430 Panelia   (Eura )",959,328,631,23,508,76,24
"27450 Harola   (Eura )",170,56,114,3,89,16,6
"27500 Kauttua   (Eura )",2562,759,1803,101,1346,233,123
"27510 Eura Keskus   (Eura )",3376,1141,2235,126,1693,262,154
"27600 Hinnerjoki   (Eura )",577,198,379,12,301,43,23
"27640 Honkilahti kk   (Eura )",247,114,133,4,112,13,4
"27650 Honkilahti   (Eura )",261,98,163,8,129,19,7
"27670 Mannila   (Eura )",126,52,74,2,65,4,3
"27710 Köyliö Keskus   (Säkylä )",885,297,588,24,482,57,25
"27730 Tuiskula   (Säkylä )",165,49,116,7,96,8,5
"27740 Voitoinen   (Säkylä )",128,43,85,5,74,5,1
"27750 Yttilä   (Säkylä )",274,91,183,11,147,16,9
"27800 Säkylä Keskus   (Säkylä )",2552,748,1804,90,1329,228,157
"27820 Iso-Vimma   (Säkylä )",585,176,409,11,325,49,24
"27840 Kakkuri   (Säkylä )",383,115,268,15,197,40,16
"27860 Vuori   (Säkylä )",273,87,186,16,142,22,6
"27910 Huovinrinne   (Säkylä )",138,22,116,7,89,15,5
"27920 Otajoki   (Säkylä )",221,67,154,4,130,13,7
"28100 Pori Keskus   (Pori )",11669,2960,8709,1072,5392,1276,969
"28120 Käppärä-Isomäki   (Pori )",3030,732,2298,206,1499,345,248
"28130 Impola   (Pori )",5534,1317,4217,538,2743,591,345
"28190 Pormestarinluoto   (Pori )",3187,1068,2119,119,1622,247,131
"28200 Toejoki   (Pori )",3785,785,3000,147,2084,512,257
"28220 Ruosniemi   (Pori )",3699,736,2963,140,2053,521,249
"28240 Isojoenranta   (Pori )",599,124,475,22,339,76,38
"28260 Harjunpää   (Ulvila )",746,179,567,18,424,81,44
"28300 Kalaholma-Väinölä   (Pori )",1989,344,1645,105,993,314,233
"28330 Koivistonluoto   (Pori )",2246,601,1645,99,1217,217,112
"28360 Vanhakoivisto   (Pori )",3459,919,2540,160,1819,342,219
"28370 Sampola   (Pori )",2753,1075,1678,81,1389,140,68
"28400 Ulvila Keskus   (Ulvila )",4490,1105,3385,173,2381,520,311
"28430 Kartano-Harmaalinna   (Pori )",1249,241,1008,48,700,170,90
"28450 Vanha-Ulvila   (Ulvila )",3300,730,2570,101,1797,427,245
"28500 Keskussairaala-alue-Tiilimäki   (Pori )",809,271,538,70,368,64,36
"28540 Pinomäki   (Pori )",484,67,417,27,271,78,41
"28560 Lattomeri   (Pori )",364,78,286,9,211,44,22
"28580 Niittymaa   (Pori )",460,113,347,13,271,45,18
"28600 Vähärauma   (Pori )",3799,662,3137,206,1815,684,432
"28610 Musa-Tiiliruukki   (Pori )",3159,632,2527,178,1670,404,275
"28660 Pietniemi-Leppäkorpi   (Pori )",2886,534,2352,113,1574,440,225
"28760 Kyläsaari   (Pori )",1763,434,1329,51,991,194,93
"28800 Pihlava   (Pori )",3437,1017,2420,118,1890,298,114
"28840 Yyteri-Kaanaa   (Pori )",737,202,535,27,420,55,33
"28880 Mäntyluoto   (Pori )",356,113,243,12,186,27,18
"28900 Tahkoluoto-Reposaari   (Pori )",829,286,543,17,432,52,42
"29100 Luvia Keskus   (Eurajoki )",2369,567,1802,68,1260,285,189
"29180 Peränkylä   (Eurajoki )",211,74,137,7,106,19,5
"29200 Harjavalta Keskus   (Harjavalta )",5856,1782,4074,173,3162,479,260
"29250 Nakkila Keskus   (Nakkila )",3778,1114,2664,121,2016,346,181
"29270 Hormisto   (Nakkila )",364,133,231,10,187,20,14
"29280 Järvimaa   (Nakkila )",239,74,165,5,135,14,11
"29310 Kaasmarkku   (Ulvila )",449,114,335,9,253,43,30
"29320 Leineperi   (Ulvila )",177,40,137,5,109,16,7
"29340 Kullaa Keskus   (Ulvila )",750,231,519,17,414,61,27
"29350 Palus   (Ulvila )",238,82,156,7,124,15,10
"29570 Söörmarkku   (Pori )",707,146,561,19,398,105,39
"29600 Noormarkku Keskus   (Pori )",3714,993,2721,102,1982,416,221
"29630 Pomarkku Keskus   (Pomarkku )",1493,533,960,46,754,93,67
"29640 Honkakoski   (Pomarkku )",226,85,141,10,111,15,5
"29680 Kairila   (Pori )",248,106,142,8,113,13,8
"29700 Ahlainen   (Pori )",654,257,397,18,320,38,21
"29720 Lamppi   (Pori )",159,68,91,3,80,5,3
"29740 Etelämaa   (Merikarvia )",74,26,48,5,36,5,2
"29750 Pohjansaha   (Merikarvia )",92,36,56,4,41,8,3
"29760 Köörtilä   (Merikarvia )",63,22,41,1,28,8,4
"29790 Tuorila   (Merikarvia )",262,97,165,16,123,19,7
"29810 Siikainen Keskus   (Siikainen )",740,279,461,14,400,27,20
"29830 Sammi   (Siikainen )",140,45,95,2,82,7,4
"29860 Otamo   (Siikainen )",118,32,86,7,69,7,3
"29880 Leväsjoki-Saarineva   (Siikainen )",167,62,105,5,76,20,4
"29900 Merikarvia Keskus-Rannikko   (Merikarvia )",1862,697,1165,56,889,154,66
"29940 Kuvaskangas   (Merikarvia )",226,82,144,6,120,9,9
"30100 Forssa Keskus   (Tammela )",8618,2413,6205,327,4635,768,475
"30300 Viksberg   (Forssa )",2219,893,1326,86,1101,94,45
"30420 Tölö   (Forssa )",4032,1262,2770,168,2154,294,154
"31110 Matku   (Forssa )",435,137,298,12,250,25,11
"31130 Koijärvi   (Forssa )",208,44,164,7,127,19,11
"31140 Menonen   (Urjala )",134,49,85,2,66,11,6
"31160 Nuutajärvi   (Urjala )",234,87,147,8,115,17,7
"31170 Savijoki   (Forssa )",174,51,123,6,99,12,6
"31230 Susikas   (Tammela )",166,59,107,4,91,8,4
"31250 Teuro   (Tammela )",184,42,142,5,101,24,12
"31300 Tammela Keskus   (Tammela )",2504,691,1813,91,1325,256,141
"31310 Mustiala   (Tammela )",80,11,69,8,51,6,4
"31340 Porras   (Tammela )",448,130,318,15,236,46,21
"31350 Vistinkoski   (Tammela )",201,75,126,7,98,17,4
"31370 Eerikkilän Urheiluopisto   (Tammela )",0,0,0,0,0,0,0
"31380 Letku-Torro   (Tammela )",252,75,177,11,133,20,13
"31400 Somero Keskus   (Somero )",5087,1857,3230,168,2531,339,192
"31410 Ylöpirtti   (Somero )",299,84,215,13,158,24,20
"31450 Häntälä   (Somero )",287,65,222,12,180,17,13
"31460 Hirsjärvi   (Somero )",206,67,139,8,105,14,12
"31470 Somerniemi   (Somero )",559,195,364,26,262,28,48
"31490 Terttilä   (Somero )",200,72,128,3,102,15,8
"31500 Koski Tl   (Koski Tl )",1956,660,1296,73,1001,135,87
"31520 Pitkäjärvi   (Somero )",387,120,267,21,205,30,11
"31530 Pyöli   (Somero )",266,83,183,9,141,21,12
"31600 Jokioinen Keskus   (Jokioinen )",2920,800,2120,88,1597,231,204
"31610 Vaulammi   (Jokioinen )",368,98,270,12,206,27,25
"31620 Latovainio   (Jokioinen )",327,93,234,13,179,28,14
"31630 Minkiö   (Jokioinen )",445,132,313,17,257,23,16
"31640 Humppila Keskus   (Humppila )",1644,548,1096,47,906,80,63
"31650 Venäjänkangas   (Humppila )",220,57,163,8,124,20,11
"31700 Urjala Asemanseutu-Hanhisuo   (Urjala )",1155,349,806,43,646,79,38
"31720 Urjalankylä-Kehro   (Urjala )",324,112,212,11,160,30,11
"31730 Honkola   (Urjala )",96,36,60,1,48,9,2
"31750 Kehro   (Urjala )",50,22,28,1,21,4,2
"31760 Urjala Keskus   (Urjala )",1588,601,987,58,775,95,59
"31810 Oriniemi   (Punkalaidun )",313,93,220,14,168,27,11
"31830 Halkivaha   (Urjala )",223,83,140,8,112,16,4
"31850 Koskioinen   (Punkalaidun )",118,39,79,2,66,8,3
"31860 Tursa   (Urjala )",253,87,166,10,138,8,10
"31900 Punkalaidun Keskus   (Punkalaidun )",1564,569,995,54,766,118,57
"31930 Vanttila   (Punkalaidun )",96,27,69,5,52,10,2
"31950 Sadonmaa   (Punkalaidun )",128,35,93,5,72,9,7
"31960 Orisuo   (Loimaa )",61,18,43,2,35,4,2
"31970 Kanteenmaa   (Punkalaidun )",125,39,86,5,66,9,6
"32100 Ypäjä Keskus   (Ypäjä )",1686,503,1183,79,939,100,65
"32140 Ypäjä Asemanseutu   (Ypäjä )",248,63,185,14,146,16,9
"32200 Loimaa Keskus   (Loimaa )",6855,2013,4842,266,3655,570,351
"32210 Loimaa kk   (Loimaa )",1884,536,1348,50,1045,168,85
"32250 Kojonkulma   (Loimaa )",224,59,165,7,124,25,9
"32260 Kojonperä   (Loimaa )",141,46,95,5,76,12,2
"32270 Metsämaa-Murto   (Loimaa )",375,121,254,10,203,28,13
"32280 Metsäkorpi   (Loimaa )",139,39,100,8,78,5,9
"32300 Mellilä   (Loimaa )",1077,365,712,44,551,77,40
"32410 Niinijoki   (Loimaa )",448,113,335,20,239,39,37
"32430 Ylhäinen   (Loimaa )",73,19,54,2,43,7,2
"32440 Alastaro Keskus   (Loimaa )",1474,507,967,41,792,83,51
"32450 Tammiainen   (Loimaa )",208,62,146,4,117,14,11
"32500 Oripää Keskus   (Oripää )",910,353,557,23,456,50,28
"32520 Latva   (Oripää )",125,42,83,7,63,8,5
"32560 Virttaa   (Loimaa )",374,122,252,9,206,27,10
"32610 Vampula Keskus   (Huittinen )",828,296,532,26,415,62,29
"32620 Rutava   (Huittinen )",331,115,216,11,180,17,8
"32700 Huittinen Keskus   (Huittinen )",6389,1959,4430,219,3343,567,301
"32710 Sampu   (Huittinen )",471,105,366,20,279,45,22
"32730 Keikyä   (Sastamala )",611,189,422,14,332,48,28
"32740 Äetsä Keskus   (Sastamala )",1465,567,898,43,704,99,52
"32760 Suttila   (Huittinen )",132,44,88,5,72,4,7
"32770 Huhtamo   (Huittinen )",181,48,133,10,106,10,7
"32800 Kokemäki Keskus   (Kokemäki )",3346,1075,2271,99,1742,263,167
"32810 Peipohja   (Kokemäki )",1479,441,1038,45,821,116,56
"32830 Riste   (Kokemäki )",390,127,263,16,219,21,7
"32860 Korkeaoja   (Kokemäki )",135,31,104,6,77,13,8
"32910 Kauvatsa Asemanseutu   (Kokemäki )",239,60,179,17,149,9,4
"32920 Kauvatsa   (Kokemäki )",487,179,308,20,240,34,14
"33100 Tampere Keskus   (Tampere )",15677,2144,13533,2561,5158,2918,2896
"33180 Lapinniemi-Käpylä   (Tampere )",2046,578,1468,182,659,257,370
"33200 Tampere Keskus Läntinen   (Tampere )",6000,947,5053,841,2138,962,1112
"33210 Itä-Amuri-Tammerkoski   (Tampere )",5483,960,4523,761,2004,887,871
"33230 Länsi-Amuri   (Tampere )",5309,795,4514,477,1904,924,1209
"33240 Tahmela   (Tampere )",1330,160,1170,145,416,202,407
"33250 Pispala   (Tampere )",1920,256,1664,195,699,328,442
"33270 Epilä   (Tampere )",6115,1188,4927,416,2668,907,936
"33300 Rahola   (Tampere )",4053,756,3297,270,1857,569,601
"33310 Tesoma   (Tampere )",5794,1775,4019,291,2942,440,346
"33330 Myllypuro-Kalkku   (Tampere )",2611,586,2025,150,1366,293,216
"33340 Haukiluoma-Ikuri   (Tampere )",4100,834,3266,219,2113,495,439
"33380 Pitkäniemi   (Nokia )",32,11,21,1,19,1,0
"33400 Luoteis-Tampere   (Tampere )",6917,1410,5507,545,3268,868,826
"33410 Lentävänniemi   (Tampere )",3971,979,2992,247,2015,417,313
"33420 Lamminpää   (Tampere )",1660,351,1309,119,760,204,226
"33430 Vuorentausta   (Ylöjärvi )",2268,411,1857,122,1236,283,216
"33450 Siivikkala   (Ylöjärvi )",2157,334,1823,130,1067,327,299
"33470 Ylöjärvi Keskus   (Ylöjärvi )",4962,1288,3674,236,2571,479,388
"33480 Manninmäki-Haavisto   (Ylöjärvi )",5286,927,4359,267,2644,763,685
"33500 Osmonmäki-Petsamo   (Tampere )",10221,1810,8411,1446,3466,1619,1880
"33520 Keskussairaala-alue-Kauppi   (Tampere )",802,133,669,107,286,123,153
"33530 Kissanmaa   (Tampere )",4490,798,3692,609,1766,719,598
"33540 Kaleva   (Tampere )",8733,1395,7338,1635,3076,1481,1146
"33560 Takahuhti   (Tampere )",8279,1674,6605,699,3531,1115,1260
"33580 Atala-Linnainmaa   (Tampere )",12060,2136,9924,753,5718,1811,1642
"33610 Olkahinen-Tasanne   (Tampere )",2923,451,2472,174,1382,438,478
"33680 Aitolahti   (Tampere )",1290,269,1021,70,642,176,133
"33700 Messukylä   (Tampere )",1392,197,1195,172,476,227,320
"33710 Kaukajärvi   (Tampere )",14396,3090,11306,1186,6327,1795,1998
"33720 Hervanta   (Tampere )",21462,5307,16155,3709,7429,2579,2438
"33730 Leinola-Vehmainen   (Tampere )",1485,229,1256,85,729,203,239
"33800 Nekala   (Tampere )",4417,893,3524,472,1678,660,714
"33820 Koivistonkylä   (Tampere )",7231,1299,5932,614,2982,1000,1336
"33840 Peltolammi   (Tampere )",2985,706,2279,225,1456,378,220
"33850 Multisilta   (Pirkkala )",1982,574,1408,122,1025,161,100
"33870 Vuores   (Lempäälä )",3089,390,2699,401,1185,548,565
"33880 Höytämö   (Lempäälä )",2859,574,2285,160,1355,384,386
"33900 Härmälä-Rantaperkiö   (Tampere )",9791,1903,7888,996,4128,1514,1250
"33920 Toivio   (Pirkkala )",862,116,746,46,382,137,181
"33950 Killo   (Pirkkala )",4502,737,3765,286,2016,704,759
"33960 Suuppa   (Pirkkala )",7837,1369,6468,449,3565,1179,1275
"33980 Pirkkala kk   (Pirkkala )",1056,178,878,48,535,150,145
"34110 Lakiala   (Ylöjärvi )",850,149,701,43,466,98,94
"34130 Ylinen   (Ylöjärvi )",920,174,746,45,503,110,88
"34140 Mutala   (Ylöjärvi )",562,124,438,21,309,72,36
"34150 Kyrönlahti   (Ylöjärvi )",308,75,233,15,181,24,13
"34180 Länsi-Teisko   (Ylöjärvi )",126,36,90,5,64,7,14
"34240 Kämmenteisko   (Tampere )",1225,267,958,59,609,168,122
"34260 Terälahti   (Tampere )",722,184,538,33,351,78,76
"34270 Velaatta   (Tampere )",253,77,176,8,139,16,13
"34300 Kuru Keskus   (Ylöjärvi )",1239,420,819,34,653,84,48
"34320 Parkkuu   (Ylöjärvi )",178,43,135,5,110,11,9
"34330 Poikelus   (Ylöjärvi )",200,54,146,7,116,16,7
"34410 Murole   (Ruovesi )",139,45,94,11,62,13,8
"34420 Muroleen Kanava   (Ruovesi )",42,10,32,2,28,1,1
"34430 Kekkonen   (Ruovesi )",103,23,80,5,61,10,4
"34450 Jäminkipohja   (Ruovesi )",287,101,186,6,159,14,7
"34510 Luode   (Ylöjärvi )",85,28,57,4,44,7,2
"34530 Länsi-Aure   (Ylöjärvi )",52,20,32,0,30,1,1
"34550 Itä-Aure   (Ylöjärvi )",139,71,68,2,60,2,4
"34600 Ruovesi Keskus-Nenonen   (Ruovesi )",2153,691,1462,66,1149,153,94
"34640 Mustajärvi   (Ruovesi )",169,50,119,4,92,8,15
"34710 Vaskivesi   (Virrat )",291,74,217,6,163,30,18
"34730 Vaskuu   (Virrat )",85,27,58,1,52,4,1
"34740 Koro   (Virrat )",69,12,57,2,46,8,1
"34770 Kurjenkylä   (Virrat )",187,58,129,5,114,5,5
"34800 Virrat Keskus   (Virrat )",3834,1239,2595,100,2016,298,181
"34870 Visuvesi   (Ruovesi )",477,197,280,11,239,20,10
"34910 Äijänneva   (Virrat )",90,35,55,7,44,3,1
"34930 Liedenpohja   (Virrat )",255,93,162,6,137,10,9
"34950 Ohtola   (Virrat )",168,51,117,1,104,6,6
"34970 Toisvesi   (Virrat )",89,21,68,3,54,7,4
"34980 Killinkoski   (Virrat )",315,132,183,6,158,14,5
"35100 Orivesi Asemanseutu   (Orivesi )",2294,575,1719,93,1262,213,151
"35220 Eräjärvi   (Orivesi )",434,139,295,19,219,34,23
"35240 Ristakallio   (Orivesi )",151,37,114,5,94,10,5
"35260 Leväslahti   (Orivesi )",12,..,..,..,..,..,..
"35270 Västilä   (Orivesi )",136,37,99,4,71,14,10
"35300 Orivesi Keskus   (Orivesi )",3829,1141,2688,157,1964,332,235
"35320 Hirsilä   (Orivesi )",426,162,264,17,208,25,14
"35400 Länkipohja   (Jämsä )",759,247,512,23,402,47,40
"35420 Talviainen   (Orivesi )",88,17,71,4,50,9,8
"35480 Längelmäki   (Orivesi )",50,15,35,1,28,3,3
"35500 Korkeakoski   (Juupajoki )",829,325,504,25,423,32,24
"35520 Pirttikangas   (Juupajoki )",65,25,40,1,33,3,3
"35530 Lyly   (Juupajoki )",232,64,168,6,129,20,13
"35540 Juupajoki   (Juupajoki )",320,80,240,13,173,36,18
"35550 Salokunta   (Juupajoki )",135,25,110,6,74,23,7
"35600 Halli   (Jämsä )",1133,316,817,26,647,90,54
"35610 Pihlaisto   (Jämsä )",68,26,42,1,37,3,1
"35630 Suinula-Valkamanperä   (Jämsä )",132,42,90,5,63,10,12
"35700 Vilppula Keskus   (Mänttä-Vilppula )",2715,837,1878,77,1555,166,80
"35740 Ylä-Vääri   (Ruovesi )",89,19,70,3,47,9,11
"35750 Väärinmaja   (Ruovesi )",237,63,174,6,145,16,7
"35800 Mänttä   (Mänttä-Vilppula )",3526,1133,2393,83,1945,232,133
"35820 Asemakulma-Mustalahti   (Jämsä )",1675,452,1223,46,999,107,71
"35990 Kolho   (Mänttä-Vilppula )",931,360,571,25,480,48,18
"36100 Kangasala Asemanseutu   (Kangasala )",884,105,779,45,427,122,185
"36110 Ruutana   (Kangasala )",1959,273,1686,83,911,341,351
"36120 Suinula-Haviseva   (Kangasala )",802,158,644,34,421,113,76
"36200 Kangasala Keskus   (Kangasala )",7930,1658,6272,413,3887,919,1053
"36220 Suorama   (Kangasala )",4017,884,3133,211,2124,451,347
"36240 Nattari   (Kangasala )",3746,646,3100,235,1801,551,513
"36270 Huutijärvi   (Kangasala )",1043,203,840,46,514,125,155
"36280 Pikonlinna   (Kangasala )",142,49,93,5,44,17,27
"36340 Tohkala   (Kangasala )",185,40,145,5,102,18,20
"36420 Sahalahti Keskus   (Kangasala )",1393,363,1030,44,765,140,81
"36430 Pakkala   (Kangasala )",359,106,253,15,185,29,24
"36450 Salmentaka   (Pälkäne )",194,54,140,6,110,11,13
"36520 Raikku   (Kangasala )",314,73,241,18,171,28,24
"36570 Kaivanto   (Kangasala )",224,46,178,12,111,25,30
"36600 Pälkäne Keskus   (Pälkäne )",2726,690,2036,116,1484,235,201
"36640 Iltasmäki   (Pälkäne )",295,82,213,7,158,25,23
"36660 Laitikkala   (Pälkäne )",169,35,134,14,92,13,15
"36720 Aitoo   (Pälkäne )",456,129,327,25,236,39,27
"36760 Luopioinen Keskus   (Pälkäne )",694,236,458,16,360,39,43
"36810 Kuhmalahti Keskus   (Kangasala )",433,131,302,10,246,28,18
"36840 Kuhmajärvi   (Kangasala )",277,105,172,7,145,12,8
"36880 Vehkajärvi   (Kangasala )",125,45,80,0,67,11,2
"36910 Rautajärvi   (Pälkäne )",302,122,180,4,138,23,15
"36930 Kyynärö   (Pälkäne )",154,57,97,9,79,3,6
"37100 Nokia Keskus   (Nokia )",5793,1919,3874,242,2817,492,323
"37120 Koskenmäki   (Nokia )",7628,1480,6148,338,3949,1074,787
"37130 Alhoniitty   (Nokia )",3505,800,2705,149,1842,400,314
"37140 Harjuniitty   (Nokia )",1782,286,1496,76,908,275,237
"37150 Kankaantaka   (Nokia )",3168,765,2403,161,1567,356,319
"37180 Sarkola   (Nokia )",286,57,229,12,160,35,22
"37200 Siuro   (Nokia )",1940,417,1523,96,1084,208,135
"37210 Kulovesi   (Nokia )",20,..,..,..,..,..,..
"37240 Linnavuori   (Nokia )",594,153,441,24,344,49,24
"37310 Tottijärvi   (Nokia )",648,123,525,25,359,82,59
"37350 Rämsöö   (Vesilahti )",123,34,89,4,65,11,9
"37370 Narva   (Vesilahti )",810,214,596,29,439,69,59
"37380 Krääkkiö   (Vesilahti )",142,49,93,8,80,4,1
"37420 Valkkinen   (Vesilahti )",599,121,478,28,319,62,69
"37470 Vesilahti Keskus   (Vesilahti )",1387,265,1122,65,628,205,224
"37500 Lempäälä Keskus   (Lempäälä )",6230,1382,4848,293,3074,734,747
"37530 Säijä   (Lempäälä )",407,89,318,22,212,43,41
"37550 Kuivaspää   (Lempäälä )",3482,487,2995,211,1687,525,572
"37560 Kulju   (Lempäälä )",3139,459,2680,170,1459,483,568
"37570 Koivuniemi   (Lempäälä )",308,58,250,14,137,45,54
"37600 Valkeakoski Keskus   (Valkeakoski )",9398,2526,6872,315,5267,840,450
"37630 Vääräkoivu   (Valkeakoski )",5579,1176,4403,243,3003,701,456
"37700 Sääksmäki   (Valkeakoski )",350,69,281,15,190,40,36
"37720 Ritvala   (Valkeakoski )",149,25,124,4,97,10,13
"37740 Haukila   (Valkeakoski )",229,66,163,8,137,8,10
"37770 Tarttila   (Valkeakoski )",365,99,266,15,197,29,25
"37800 Toijala keskus   (Akaa )",7401,1955,5446,345,3814,689,598
"37830 Viiala Keskus   (Akaa )",4223,1149,3074,161,2234,396,283
"37850 Metsäkansa   (Valkeakoski )",287,58,229,4,174,31,20
"37860 Kärjenniemi   (Valkeakoski )",624,105,519,28,356,93,42
"37900 Kylmäkoski Asemanseutu   (Akaa )",240,72,168,4,137,13,14
"37910 Kylmäkoski Keskus   (Akaa )",1059,280,779,26,610,83,60
"37960 Sotkia   (Akaa )",208,66,142,8,105,21,8
"38100 Karkku   (Sastamala )",674,160,514,20,357,73,64
"38120 Kutala   (Sastamala )",203,44,159,5,120,20,14
"38130 Ellivuori   (Sastamala )",15,..,..,..,..,..,..
"38140 Kärppälä   (Sastamala )",288,53,235,13,175,30,17
"38200 Vammala Keskus   (Sastamala )",5252,1699,3553,176,2630,452,295
"38210 Vammala Asemanseutu   (Sastamala )",3417,1048,2369,122,1806,269,172
"38220 Stormi   (Sastamala )",649,179,470,25,367,45,33
"38250 Roismala   (Sastamala )",1066,249,817,39,623,101,54
"38270 Sammaljoki   (Sastamala )",284,73,211,8,171,23,9
"38280 Illo   (Sastamala )",334,85,249,12,198,23,16
"38300 Kiikka   (Sastamala )",1442,422,1020,46,797,114,63
"38360 Kiikoinen   (Sastamala )",924,286,638,21,501,72,44
"38420 Häijää   (Sastamala )",817,195,622,27,454,87,54
"38460 Mouhijärvi Keskus   (Sastamala )",1387,410,977,58,724,120,75
"38470 Hyynilä   (Sastamala )",213,50,163,5,135,18,5
"38490 Haukijärvi   (Hämeenkyrö )",60,13,47,3,36,4,4
"38510 Suodenniemi   (Sastamala )",985,289,696,22,581,63,30
"38600 Lavia Keskus   (Pori )",1251,422,829,27,655,92,55
"38650 Yli-Putto   (Pori )",126,44,82,3,68,6,5
"38670 Kalliala-Haunia   (Pori )",149,53,96,3,79,4,10
"38680 Tuunajärvi   (Pomarkku )",83,38,45,2,31,9,3
"38700 Kankaanpää Keskus   (Kankaanpää )",4969,1301,3668,176,2686,479,327
"38710 Myllymäki   (Kankaanpää )",1746,573,1173,57,966,100,50
"38720 Vihteljärvi   (Kankaanpää )",344,114,230,10,187,17,16
"38740 Hapuoja   (Kankaanpää )",334,107,227,10,182,23,12
"38750 Veneskoski   (Kankaanpää )",213,51,162,2,134,19,7
"38760 Venesjärvi   (Kankaanpää )",282,83,199,6,152,29,12
"38770 Lohikko   (Kankaanpää )",338,98,240,7,187,27,19
"38800 Jämijärvi Keskus   (Jämijärvi )",1306,426,880,31,719,91,39
"38840 Niinisalo   (Kankaanpää )",686,192,494,6,426,37,25
"38860 Suurimaa   (Jämijärvi )",154,52,102,6,90,5,1
"38910 Ala-Honkajoki   (Kankaanpää )",434,151,283,6,238,29,10
"38920 Vatajankoski   (Honkajoki )",181,60,121,4,111,2,4
"38950 Honkajoki Keskus   (Honkajoki )",1070,411,659,29,532,55,43
"38970 Lauhala   (Honkajoki )",216,99,117,7,93,11,6
"39100 Hämeenkyrö Keskus   (Hämeenkyrö )",2767,722,2045,92,1548,240,165
"39110 Simuna   (Hämeenkyrö )",170,44,126,6,91,19,10
"39130 Sasi   (Hämeenkyrö )",573,119,454,20,318,65,51
"39150 Pinsiö   (Hämeenkyrö )",629,104,525,25,366,86,48
"39160 Julkujärvi   (Ylöjärvi )",2602,374,2228,129,1366,463,270
"39170 Jumesniemi   (Hämeenkyrö )",130,28,102,7,67,15,13
"39180 Herttuala   (Hämeenkyrö )",77,21,56,5,40,7,4
"39195 Kaipio   (Hämeenkyrö )",129,45,84,4,71,8,1
"39200 Kyröskoski   (Hämeenkyrö )",3768,1032,2736,107,2180,286,163
"39230 Osara   (Hämeenkyrö )",169,43,126,4,108,12,2
