"Postal code area","Aged 18 or over, total, 2015 (HR)","Average income of inhabitants, 2015 (HR)","Median income of inhabitants, 2015 (HR)","Inhabintants belonging to the lowest income category, 2015 (HR)","Inhabitants belonging to the middle income category, 2015 (HR)","Inhabintants belonging to the highest income category, 2015 (HR)","Accumulated purchasing power of inhabitants, 2015 (HR)"
"77220 Neuvola   (Pieksämäki )",133,20046,18302,31,89,13,2666052
"77240 Halkokumpu   (Pieksämäki )",129,20334,19622,38,67,24,2623133
"77320 Hurskaala   (Pieksämäki )",59,19130,17182,14,39,6,1128673
"77330 Virtasalmi Keskus   (Pieksämäki )",571,19037,16358,171,332,68,10870167
"77350 Montola   (Pieksämäki )",206,19154,16758,64,115,27,3945734
"77380 Kantala   (Mikkeli )",132,17903,16550,49,73,10,2363166
"77430 Siikamäki   (Pieksämäki )",314,21575,18256,70,191,53,6774520
"77460 Maavesi   (Joroinen )",309,21017,18616,83,170,56,6494271
"77480 Savuniemi   (Joroinen )",38,23294,19900,10,19,9,885180
"77520 Haapakoski-Partaharju   (Pieksämäki )",156,18926,17266,41,104,11,2952446
"77570 Jäppilä Keskus   (Pieksämäki )",659,20184,16951,182,401,76,13301007
"77580 Tihusniemi   (Pieksämäki )",133,20231,19066,33,87,13,2690724
"77600 Suonenjoki Keskus   (Suonenjoki )",5496,20542,18285,1274,3556,666,112899369
"77630 Lempyy   (Suonenjoki )",176,20628,20101,34,124,18,3630542
"77690 Suontee   (Suonenjoki )",100,20946,20284,21,64,15,2094582
"77700 Rautalampi Keskus   (Rautalampi )",2117,19719,17014,541,1355,221,41745481
"77770 Myhinpää   (Rautalampi )",109,18702,14167,44,51,14,2038506
"77800 Iisvesi   (Suonenjoki )",452,19710,16739,102,309,41,8909066
"77910 Vaajasalmi   (Rautalampi )",83,21328,19624,21,51,11,1770224
"77930 Kerkonjoensuu   (Rautalampi )",338,17938,16129,118,186,34,6063151
"77960 Pakarila   (Rautalampi )",5,..,..,..,..,..,..
"78200 Varkaus Keskus   (Leppävirta )",4095,18272,16008,1117,2659,319,74823383
"78210 Kuoppakangas   (Varkaus )",1347,21030,18949,339,773,235,28327077
"78250 Päiviönsaari   (Varkaus )",888,21892,19473,146,611,131,19440203
"78300 Kommila   (Varkaus )",1924,20272,17913,460,1200,264,39003484
"78310 Puurtila   (Leppävirta )",907,24335,22320,174,513,220,22071732
"78400 Luttila   (Varkaus )",1048,22786,21511,181,670,197,23879486
"78480 Timola   (Leppävirta )",405,25088,23082,66,238,101,10160714
"78500 Pitkälänniemi-Könönpelto   (Varkaus )",1948,22319,21227,340,1289,319,43477631
"78610 Kurola   (Varkaus )",202,23269,21049,34,131,37,4700256
"78710 Akonlahti   (Varkaus )",549,23376,20961,106,329,114,12833376
"78850 Käpykangas   (Joroinen )",2465,21460,19943,442,1657,366,52897907
"78870 Kaura-Aho   (Varkaus )",1989,20911,19080,414,1291,284,41592468
"78880 Kuvansi   (Joroinen )",966,23497,21831,153,608,205,22698450
"78900 Ruokokoski   (Varkaus )",184,22049,20292,42,100,42,4056980
"79100 Leppävirta Keskus   (Leppävirta )",4655,21321,18761,914,3053,688,99251161
"79130 Sorsakoski   (Leppävirta )",828,19705,17866,170,571,87,16315934
"79140 Kotalahti   (Leppävirta )",283,22905,21891,66,166,51,6482182
"79150 Konnuslahti-Valkeamäki   (Leppävirta )",325,22642,20853,75,187,63,7358601
"79160 Saamaiskylä   (Leppävirta )",55,20855,19485,18,28,9,1147001
"79180 Tuppurinmäki   (Leppävirta )",34,17912,15006,13,19,2,608991
"79190 Valkeamäki   (Leppävirta )",28,..,..,..,..,..,..
"79230 Moninmäki   (Leppävirta )",54,18773,14104,24,25,5,1013757
"79255 Kurjala-Moninmäki   (Leppävirta )",112,20105,18160,28,67,17,2251769
"79265 Puponmäki   (Leppävirta )",87,18122,14970,27,51,9,1576605
"79330 Näädänmaa   (Leppävirta )",86,20905,18575,29,44,13,1797861
"79350 Itä-Soisalo   (Leppävirta )",87,20520,18757,27,44,16,1785280
"79410 Niinimäki   (Leppävirta )",120,20518,17484,39,60,21,2462216
"79480 Kangaslampi Keskus   (Varkaus )",522,20670,18843,130,325,67,10789798
"79520 Viljolahti   (Varkaus )",138,18935,15410,48,67,23,2612999
"79600 Joroinen Keskus   (Joroinen )",2157,20921,18292,475,1403,279,45127345
"79620 Huutokoski   (Joroinen )",181,20805,18602,49,110,22,3765764
"79630 Kolma   (Joroinen )",185,21734,20966,40,111,34,4020699
"79660 Kerisalo   (Joroinen )",146,20868,17125,44,80,22,3046711
"79680 Lahnalahti   (Joroinen )",113,20567,17488,30,69,14,2324050
"79690 Kaitainen   (Joroinen )",157,20116,16091,48,85,24,3158222
"79700 Heinävesi Keskus   (Heinävesi )",2022,21503,17545,466,1332,224,43479807
"79810 Karvion kanava   (Heinävesi )",189,21010,18270,45,115,29,3970979
"79820 Varistaipale   (Heinävesi )",90,19689,17012,23,54,13,1772039
"79830 Palokki   (Heinävesi )",72,17607,13997,27,37,8,1267694
"79850 Uusi-Valamo   (Heinävesi )",.,.,.,.,.,.,.
"79860 Suuraho - Uusi-Valamo   (Heinävesi )",158,18087,16508,48,91,19,2857772
"79885 Etelä-Petruma   (Heinävesi )",63,17148,15368,21,41,1,1080312
"79895 Sarvikumpu   (Heinävesi )",98,19509,18028,29,58,11,1911899
"79910 Kerma   (Heinävesi )",214,23620,18947,52,132,30,5054664
"79940 Vihtari-Poikiinaho   (Heinävesi )",147,17571,14839,50,84,13,2582975
"80100 Joensuu Keskus, Pohjoinen   (Joensuu )",8442,19886,16721,2640,4856,946,167879516
"80110 Joensuu Keskus Eteläinen   (Joensuu )",4286,20635,17022,1326,2392,568,88442570
"80130 Kanervala   (Kontiolahti )",1956,22805,20125,570,967,419,44606658
"80140 Noljakka   (Joensuu )",6524,21603,19203,1716,3758,1050,140939857
"80160 Rantakylä-Latola   (Joensuu )",8539,19091,17698,2236,5527,776,163021243
"80170 Utra   (Joensuu )",2983,21824,19949,649,1924,410,65099513
"80200 Niinivaara   (Joensuu )",3856,20227,17725,1037,2308,511,77994682
"80210 Sairaala-alue   (Joensuu )",.,.,.,.,.,.,.
"80220 Penttilä   (Joensuu )",2804,20662,17330,907,1463,434,57935946
"80230 Hukanhauta   (Joensuu )",4194,22886,21494,733,2736,725,95984964
"80260 Kettuvaara   (Joensuu )",3684,21530,20090,742,2392,550,79316362
"80330 Reijola   (Joensuu )",1763,24090,22349,288,1151,324,42470653
"80400 Ylämylly   (Liperi )",3940,22934,22442,636,2636,668,90361567
"80510 Onttola-Kunnasniemi   (Kontiolahti )",929,26812,23636,144,567,218,24908604
"80710 Lehmo   (Kontiolahti )",3946,24340,23451,567,2555,824,96044199
"80770 Kontiolahti as   (Kontiolahti )",496,24739,21759,80,331,85,12270550
"80780 Kontioniemi   (Kontiolahti )",259,25586,24886,41,166,52,6626669
"80790 Kontioranta-Kontioniemi   (Kontiolahti )",58,18604,19006,16,37,5,1079011
"80850 Paihola   (Kontiolahti )",404,21185,20455,82,264,58,8558575
"80910 Kulho   (Kontiolahti )",1122,24216,23544,207,671,244,27170438
"81100 Kontiolahti   (Kontiolahti )",2253,21290,19689,435,1510,308,47966983
"81120 Katajaranta   (Kontiolahti )",318,21790,19620,63,200,55,6929377
"81160 Romppala-Riihikangas   (Kontiolahti )",209,17873,16228,72,118,19,3735399
"81200 Eno Keskus   (Joensuu )",2356,19936,17740,555,1542,259,46970315
"81210 Louhioja   (Joensuu )",210,19982,19635,38,151,21,4196115
"81220 Jakokoski   (Kontiolahti )",511,23045,22865,93,320,98,11776073
"81230 Mönni   (Kontiolahti )",132,21483,21137,33,83,16,2835743
"81235 Lehtoi   (Kontiolahti )",210,22204,22092,45,125,40,4662775
"81260 Ahveninen   (Joensuu )",141,24986,22283,29,77,35,3522983
"81270 Paukkaja   (Joensuu )",97,20807,18086,28,54,15,2018273
"81280 Uimaharju   (Joensuu )",1480,19725,17758,316,992,172,29192607
"81290 Ukkola   (Joensuu )",197,18200,15557,58,121,18,3585398
"81295 Haapalahti   (Joensuu )",134,19948,17409,34,81,19,2673009
"81320 Kuismavaara   (Joensuu )",26,..,..,..,..,..,..
"81330 Luhtapohja   (Joensuu )",84,18861,17280,27,46,11,1584340
"81350 Tokrajärvi   (Ilomantsi )",120,18410,14388,48,56,16,2209224
"81360 Sarvinki   (Joensuu )",99,18164,14702,37,50,12,1798247
"81390 Revonkylä   (Joensuu )",74,18372,14232,30,34,10,1359539
"81420 Tyrjänsaari   (Ilomantsi )",72,18071,16116,24,44,4,1301096
"81430 Kivilahti   (Ilomantsi )",70,18367,15827,20,42,8,1285676
"81450 Huhus-Käenkoski   (Ilomantsi )",90,15754,14987,30,58,2,1417873
"81460 Käenkoski   (Ilomantsi )",27,..,..,..,..,..,..
"81470 Naarva   (Ilomantsi )",49,17586,14573,17,28,4,861727
"81560 Vuonisjärvi   (Lieksa )",155,18869,17279,46,94,15,2924633
"81570 Kelvä   (Lieksa )",95,17111,13735,34,52,9,1625567
"81590 Vuonislahti   (Lieksa )",137,19498,17730,33,93,11,2671242
"81650 Hattuvaara   (Lieksa )",148,17976,15482,53,81,14,2660421
"81660 Lehmikylä   (Lieksa )",11,..,..,..,..,..,..
"81700 Lieksa Keskus   (Lieksa )",4891,19482,17481,1084,3377,430,95285197
"81720 Mähkö-Timitra   (Lieksa )",2420,19537,17736,602,1580,238,47279701
"81750 Pankakoski   (Lieksa )",783,19720,18560,173,535,75,15440488
"81810 Jamali   (Lieksa )",264,20293,20229,71,166,27,5357424
"81820 Kylänlahti   (Lieksa )",285,19397,17134,78,179,28,5528175
"81850 Mätäsvaara   (Lieksa )",133,16495,15118,42,86,5,2193847
"81860 Viekijärvi   (Lieksa )",320,17865,14589,128,166,26,5716871
"81950 Pankajärvi   (Lieksa )",73,21802,18247,11,54,8,1591559
"81970 Jongunjoki-Pankajärvi   (Lieksa )",152,18541,15556,56,79,17,2818189
"82110 Heinävaara   (Joensuu )",767,21853,21038,164,481,122,16760976
"82120 Keskijärvi   (Joensuu )",173,20389,18484,41,110,22,3527374
"82140 Kiihtelysvaara Keskus   (Joensuu )",788,20166,17936,182,524,82,15890737
"82160 Oskola   (Joensuu )",53,25746,21259,12,29,12,1364558
"82170 Uskali   (Joensuu )",49,18641,14861,17,28,4,913385
"82180 Huhtilampi   (Joensuu )",74,18461,15444,27,39,8,1366149
"82200 Hammaslahti   (Joensuu )",2439,20338,18702,586,1575,278,49603918
"82210 Suhmura   (Joensuu )",409,23565,20233,84,256,69,9637981
"82220 Niittylahti   (Joensuu )",1423,23597,23185,260,870,293,33577828
"82290 Nieminen   (Rääkkylä )",345,20492,17993,92,209,44,7069754
"82300 Rääkkylä Keskus   (Rääkkylä )",869,17867,15767,228,583,58,15526284
"82310 Oravisalo-Varpasalo   (Rääkkylä )",247,19114,16042,77,143,27,4721153
"82335 Rasivaara   (Rääkkylä )",561,18407,15283,209,305,47,10326315
"82350 Tikkala   (Tohmajärvi )",275,22045,20186,65,168,42,6062457
"82360 Onkamo   (Tohmajärvi )",351,20316,17616,87,220,44,7131081
"82380 Tolosenmäki   (Kitee )",382,20293,17955,112,214,56,7751861
"82395 Haarajärvi   (Kitee )",123,21309,20006,28,75,20,2620991
"82430 Puhos-Leinovaara   (Kitee )",752,19785,16843,223,455,74,14878619
"82460 Hummovaara   (Kitee )",87,18858,17471,21,57,9,1640626
"82490 Heinoniemi   (Kitee )",114,18162,15991,38,65,11,2070506
"82500 Kitee Keskus   (Kitee )",5188,19574,17381,1300,3377,511,101550535
"82510 Kiteenlahti   (Kitee )",210,20271,18449,53,128,29,4256991
"82580 Juurikka   (Kitee )",319,19264,15467,106,172,41,6145089
"82590 Närsäkkälä   (Kitee )",119,17782,14424,47,57,15,2116018
"82600 Tohmajärvi Keskus   (Tohmajärvi )",2438,19545,17281,636,1539,263,47650268
"82655 Värtsilä Keskus   (Tohmajärvi )",284,17419,14582,113,144,27,4946901
"82660 Uusi-Värtsilä   (Tohmajärvi )",193,16673,14418,68,115,10,3217843
"82670 Kaurila   (Tohmajärvi )",90,17921,16877,29,57,4,1612905
"82675 Niirala-Jänisjoki   (Tohmajärvi )",91,18960,16038,28,52,11,1725336
"82685 Littilä   (Tohmajärvi )",164,20545,18692,52,93,19,3369339
"82710 Kovero   (Joensuu )",393,20552,17646,95,254,44,8076960
"82730 Tuupovaara Keskus-Pirttiaho   (Joensuu )",677,19293,16708,156,471,50,13061518
"82750 Öllölä   (Joensuu )",103,16468,14378,47,46,10,1696193
"82760 Hoilola   (Joensuu )",93,18693,16084,31,49,13,1738444
"82770 Kaustajärvi   (Tohmajärvi )",29,..,..,..,..,..,..
"82815 Marjovaara   (Joensuu )",138,18379,17210,42,85,11,2536253
"82820 Maukkula   (Ilomantsi )",225,21436,17288,61,136,28,4823011
"82830 Haukivaara   (Ilomantsi )",82,17442,16568,20,61,1,1430235
"82840 Pirttiaho   (Joensuu )",31,19065,14998,12,15,4,591029
"82850 Kinnasniemi   (Joensuu )",62,18002,15781,20,37,5,1116131
"82865 Kokinvaara-Mannervaara   (Joensuu )",34,16281,15955,12,20,2,553566
"82870 Luutalahti   (Joensuu )",32,15005,13999,12,18,2,480173
"82880 Mannervaara   (Joensuu )",24,..,..,..,..,..,..
"82900 Ilomantsi Keskus   (Ilomantsi )",3353,19598,17570,742,2314,297,65710824
"82915 Sonkaja   (Ilomantsi )",173,20615,19434,37,111,25,3566322
"82960 Lehtovaara-Kuikkalampi   (Ilomantsi )",115,17446,16580,36,74,5,2006268
"82967 Hattu   (Ilomantsi )",78,17530,14981,23,50,5,1367373
"82980 Möhkö   (Ilomantsi )",71,18615,18071,20,46,5,1321677
"83100 Liperi Keskus   (Liperi )",2143,19868,17579,492,1412,239,42577606
"83130 Salokylä   (Liperi )",291,22286,22184,54,190,47,6485139
"83140 Puromäki   (Liperi )",90,19818,17501,25,53,12,1783577
"83150 Roukalahti   (Liperi )",182,19329,17117,59,95,28,3517876
"83160 Tutjunniemi   (Liperi )",143,18603,15424,54,69,20,2660233
"83320 Risti-Juojärvi   (Liperi )",67,18274,18257,23,37,7,1224384
"83330 Kaatamo   (Liperi )",185,19321,16448,63,99,23,3574325
"83340 Kaarnalampi   (Liperi )",69,17954,16947,19,46,4,1238814
"83400 Viinijärvi   (Liperi )",1241,18831,16896,352,766,123,23368691
"83430 Käsämä   (Liperi )",446,23090,22602,82,289,75,10298203
"83450 Vaivio   (Liperi )",274,23312,21780,58,177,39,6387537
"83460 Harinjärvi   (Liperi )",239,24363,23357,41,148,50,5822765
"83480 Ahonkylä   (Liperi )",157,19143,18482,42,97,18,3005439
"83500 Outokumpu Keskus   (Outokumpu )",5110,19037,16947,1335,3288,487,97279388
"83550 Kokonvaara   (Outokumpu )",137,18974,17748,37,87,13,2599426
"83630 Kuusjärvi   (Outokumpu )",344,19370,18983,88,227,29,6663322
"83660 Varislahti   (Outokumpu )",224,22588,19733,53,140,31,5059795
"83700 Polvijärvi Keskus   (Polvijärvi )",2099,18679,16359,599,1301,199,39207118
"83720 Kuorevaara   (Polvijärvi )",233,20326,18742,69,132,32,4736020
"83750 Sotkuma   (Polvijärvi )",396,23862,23011,75,251,70,9449265
"83760 Sola   (Polvijärvi )",70,17744,15230,27,39,4,1242086
"83780 Horsmanaho   (Polvijärvi )",185,19631,17599,59,99,27,3631692
"83825 Kinahmo   (Polvijärvi )",240,19792,17933,71,144,25,4749993
"83830 Hukkala   (Polvijärvi )",107,16944,14863,44,54,9,1813023
"83835 Ruvaslahti   (Polvijärvi )",200,18313,14869,69,106,25,3662515
"83840 Saarivaara   (Polvijärvi )",53,18571,17403,20,25,8,984286
"83855 Martonvaara-Sammakkovaara   (Polvijärvi )",131,17706,14605,49,66,16,2319465
"83870 Polvela-Timovaara   (Juuka )",180,17758,15522,64,104,12,3196400
"83880 Kajoo   (Juuka )",162,15154,13490,77,78,7,2454868
"83900 Juuka Keskus   (Juuka )",3143,18852,16797,839,2041,263,59250698
"83910 Paalasmaa   (Juuka )",68,17153,15576,27,36,5,1166429
"83915 Vihtasuo   (Juuka )",7,..,..,..,..,..,..
"83940 Nunnanlahti   (Juuka )",305,17943,15513,109,174,22,5472606
"83950 Ahmovaara   (Juuka )",409,18479,15360,134,236,39,7558026
"83960 Koli   (Lieksa )",222,18021,15694,76,128,18,4000634
"83985 Tuopanjoki   (Juuka )",1,..,..,..,..,..,..
"84100 Ylivieska Keskus   (Ylivieska )",10002,22173,20504,1832,6695,1475,221771597
"84460 Tuomiperä   (Ylivieska )",146,21984,20849,25,97,24,3209670
"84540 Vähäkangas   (Ylivieska )",401,21864,21364,81,256,64,8767570
"84650 Kantokylä   (Ylivieska )",167,20048,19745,33,115,19,3347937
"84770 Isokoski   (Ylivieska )",76,19437,17507,18,52,6,1477187
"84880 Raudaskylä   (Ylivieska )",483,21399,20360,109,306,68,10335948
"85100 Kalajoki Keskus   (Kalajoki )",5467,22679,20491,1047,3468,952,123988122
"85120 Metsä   (Kalajoki )",188,20485,19184,54,99,35,3851252
"85140 Tynkä   (Kalajoki )",617,21313,20287,163,364,90,13149823
"85150 Typpö   (Kalajoki )",238,20759,17597,70,129,39,4940740
"85160 Rautio   (Kalajoki )",429,21766,18170,108,263,58,9337468
"85180 Rahja   (Kalajoki )",368,20706,18729,94,214,60,7619794
"85200 Alavieska Keskus   (Alavieska )",1597,20790,18372,376,1004,217,33200891
"85210 Kähtävä   (Alavieska )",194,21342,20996,47,115,32,4140330
"85230 Talus   (Alavieska )",211,19867,16715,69,120,22,4191942
"85310 Sievi Asemanseutu   (Sievi )",379,29422,20248,82,241,56,11150919
"85320 Markkula   (Sievi )",215,19093,17382,63,126,26,4104985
"85340 Jyrinki   (Sievi )",426,21593,20731,92,260,74,9198786
"85410 Sievi Keskus   (Sievi )",1431,24600,19419,269,964,198,35203310
"85430 Koivisto   (Sievi )",432,22019,20598,101,270,61,9512293
"85450 Joenkylä   (Sievi )",171,20535,19829,43,102,26,3511415
"85470 Kiiskilampi   (Sievi )",366,20210,17382,97,211,58,7397023
"85500 Nivala Keskus   (Nivala )",5436,21090,19483,1114,3563,759,114645425
"85540 Mönkö   (Nivala )",372,21289,19436,88,233,51,7919598
"85560 Ainastalo   (Nivala )",342,19596,18029,96,201,45,6701693
"85580 Karvoskylä   (Nivala )",537,19607,18586,129,353,55,10528862
"85620 Sarja   (Nivala )",207,20812,19843,53,121,33,4308124
"85630 Sarjanahde   (Nivala )",350,20916,19768,80,220,50,7320483
"85640 Maliskylä   (Nivala )",412,19888,18104,122,240,50,8193936
"85660 Ruuskankylä   (Nivala )",126,19946,17721,36,70,20,2513179
"85710 Parkkila   (Haapajärvi )",274,18486,16630,77,173,24,5065088
"85730 Tulppo   (Haapajärvi )",109,20195,18367,28,67,14,2201305
"85800 Haapajärvi Keskus   (Haapajärvi )",4383,20538,18524,1012,2812,559,90019170
"85820 Oksava   (Haapajärvi )",669,19316,18010,183,422,64,12922512
"85840 Kuona   (Haapajärvi )",206,19311,19028,52,130,24,3978153
"85900 Reisjärvi Keskus   (Reisjärvi )",1568,20178,18207,395,998,175,31638918
"85930 Kangaskylä-Tolpankangas   (Reisjärvi )",139,21642,18822,38,79,22,3008190
"85940 Räisälänmäki   (Reisjärvi )",185,20642,20044,46,115,24,3818774
"85980 Köyhänperä   (Reisjärvi )",275,19402,17993,86,156,33,5335454
"86100 Pyhäjoki Keskus   (Pyhäjoki )",1497,21635,19921,321,896,280,32388249
"86110 Parhalahti   (Pyhäjoki )",290,22897,21054,69,161,60,6640222
"86160 Pirttikoski   (Pyhäjoki )",262,21508,19365,67,149,46,5635051
"86170 Yppäri   (Pyhäjoki )",403,22020,20355,97,231,75,8874235
"86210 Petäjäskoski   (Oulainen )",124,20309,18154,34,72,18,2518303
"86220 Merijärvi Keskus   (Merijärvi )",567,18912,17211,163,340,64,10723287
"86230 Ylipää   (Merijärvi )",124,18230,16069,43,72,9,2260544
"86240 Pyhänkoski   (Merijärvi )",156,21163,20577,31,104,21,3301368
"86300 Oulainen Keskus   (Oulainen )",5208,21776,19591,1031,3449,728,113409718
"86350 Kilpua   (Oulainen )",106,20145,18107,26,65,15,2135366
"86360 Ilveskorpi   (Raahe )",183,21110,20973,42,113,28,3863095
"86400 Vihanti Keskus   (Raahe )",1368,20238,18429,311,857,200,27686001
"86440 Lampinsaari   (Raahe )",212,18385,16367,62,129,21,3897581
"86460 Alpua   (Raahe )",296,19760,17989,68,188,40,5848827
"86470 Lumimetsä   (Raahe )",146,19757,16472,50,74,22,2884533
"86480 Karhukangas   (Haapavesi )",43,19864,19133,12,26,5,854131
"86510 Matkaniva   (Oulainen )",236,19547,18002,70,139,27,4613106
"86530 Annonen   (Oulainen )",152,19414,17487,38,96,18,2950893
"86550 Mieluskylä   (Haapavesi )",261,20484,18472,66,160,35,5346298
"86600 Haapavesi Keskus   (Haapavesi )",4084,20727,18983,949,2561,574,84647940
"86650 Kytökylä-Joutenniva   (Haapavesi )",386,19502,17661,119,225,42,7527775
"86680 Vatjusjärvi   (Haapavesi )",356,21101,20040,81,211,64,7512125
"86690 Karsikas   (Haapavesi )",159,18382,13769,70,70,19,2922763
"86710 Kärsämäki Keskus   (Kärsämäki )",2018,20310,17174,542,1236,240,40986473
"86790 Venetpalo   (Kärsämäki )",12,..,..,..,..,..,..
"86800 Pyhäsalmi   (Pyhäjärvi )",3536,20067,17872,846,2224,466,70958379
"86810 Pellikkaperä   (Pyhäjärvi )",124,20889,20392,30,77,17,2590189
"86850 Hiidenniemi   (Pyhäjärvi )",193,18666,15447,61,115,17,3602573
"86870 Vesikoski   (Pyhäjärvi )",225,18870,16524,60,145,20,4245765
"86900 Pyhäkumpu   (Pyhäjärvi )",410,22139,20224,83,255,72,9077166
"86980 Väliaho   (Pyhäjärvi )",55,22004,19608,16,27,12,1210200
"87100 Kajaani Keskus   (Kajaani )",5544,19521,17597,1296,3698,550,108224864
"87150 Purola   (Kajaani )",1842,22063,20174,427,1174,241,40639996
"87200 Teppana   (Kajaani )",3320,22683,21116,539,2200,581,75307181
"87250 Kättö-Kätönlahti   (Kajaani )",3315,22223,21507,536,2253,526,73668690
"87300 Palokangas   (Kajaani )",932,19956,18297,222,613,97,18598804
"87400 Petäisenniska   (Kajaani )",1476,20678,19893,272,1032,172,30521214
"87500 Lehtikangas   (Kajaani )",4615,22598,20542,851,3112,652,104288241
"87700 Lohtaja-Kettu   (Kajaani )",3288,20038,19245,795,2106,387,65884090
"87800 Vuoreslahti   (Kajaani )",724,23128,22198,135,450,139,16744398
"87830 Nakertaja   (Kajaani )",1112,21746,21667,199,738,175,24181304
"87850 Paltaniemi   (Kajaani )",353,25143,23241,70,196,87,8875398
"87900 Karankalahti   (Kajaani )",376,22370,21942,85,212,79,8411118
"87910 Linnantaus   (Kajaani )",359,24282,23864,53,221,85,8717064
"87930 Salmijärvi   (Kajaani )",308,21040,19393,28,250,30,6480272
"87950 Kuluntalahti   (Kajaani )",613,25154,24086,88,391,134,15419675
"87970 Jormua   (Kajaani )",346,22887,21523,59,223,64,7919003
"88120 Tuhkakylä   (Sotkamo )",74,18589,15934,24,42,8,1375603
"88200 Otanmäki-Kytökoski   (Kajaani )",847,19162,17853,184,603,60,16230143
"88270 Vuolijoki Keskus   (Kajaani )",775,20835,19008,156,538,81,16147478
"88300 Paltamo Keskus   (Paltamo )",1926,19442,17129,454,1297,175,37444891
"88310 Melalahti   (Paltamo )",183,18891,17328,50,116,17,3457054
"88340 Manamansalo   (Vaala )",92,18473,15087,36,47,9,1699533
"88350 Kivesjärvi   (Paltamo )",89,17624,15838,32,48,9,1568498
"88380 Mieslahti   (Paltamo )",193,19947,18463,48,120,25,3849752
"88400 Ristijärvi Keskus-Hiisijärvi   (Ristijärvi )",1084,19734,17499,265,702,117,21391620
"88440 Jokikylä   (Ristijärvi )",60,19031,17898,14,40,6,1141855
"88460 Hiisijärvi   (Ristijärvi )",44,20418,19146,11,31,2,898410
"88470 Kontiomäki   (Paltamo )",441,18790,17483,108,301,32,8286252
"88490 Pohjavaara   (Sotkamo )",204,21466,20533,45,123,36,4379016
"88530 Paakki   (Sotkamo )",88,18858,19736,27,52,9,1659517
"88600 Sotkamo Keskus   (Sotkamo )",5377,21184,18951,1108,3571,698,113907805
"88610 Vuokatti   (Sotkamo )",1974,22722,21356,397,1188,389,44853245
"88615 Vuokatin Urheiluopisto   (Sotkamo )",.,.,.,.,.,.,.
"88620 Korholanmäki   (Sotkamo )",374,23020,21132,70,237,67,8609605
"88640 Ontojoki   (Sotkamo )",67,21477,19447,16,41,10,1438957
"88670 Juurikkalahti-Maanselkä   (Sotkamo )",146,20860,18554,41,83,22,3045592
"88690 Maanselkä   (Sotkamo )",47,17579,15166,15,29,3,826212
"88730 Ylä-Vieksi   (Kuhmo )",125,17607,15827,41,75,9,2200913
"88740 Härmänkylä-Iivantiira   (Kuhmo )",81,17275,15343,24,54,3,1399305
"88760 Iivantiira   (Kuhmo )",144,17500,15805,63,66,15,2519947
"88820 Katerma   (Kuhmo )",7,..,..,..,..,..,..
"88900 Kuhmo Keskus   (Kuhmo )",6807,19618,17479,1580,4631,596,133537681
"88930 Lentiira-Kuumu   (Kuhmo )",279,18267,16117,91,158,30,5096360
"88940 Kuumu   (Kuhmo )",20,..,..,..,..,..,..
"89110 Törmänmäki   (Puolanka )",51,18359,18505,13,34,4,936333
"89140 Kotila-Törmänmäki   (Puolanka )",72,18165,14623,20,44,8,1307913
"89200 Puolanka Keskus   (Puolanka )",2030,18774,16905,490,1365,175,38110706
"89210 Puokiovaara   (Puolanka )",47,21937,15943,16,25,6,1031041
"89320 Joukokylä   (Puolanka )",108,16686,13487,46,55,7,1802107
"89330 Suolijärvi   (Puolanka )",66,16531,15173,20,42,4,1091038
"89400 Hyrynsalmi Keskus   (Hyrynsalmi )",1856,18673,16597,492,1221,143,34657711
"89430 Hoikka   (Hyrynsalmi )",39,21868,19179,8,26,5,852840
"89440 Sakara   (Suomussalmi )",76,18543,16945,22,50,4,1409239
"89540 Moisiovaara   (Hyrynsalmi )",184,15769,13811,76,102,6,2901522
"89560 Karhuvaara   (Hyrynsalmi )",66,16971,15032,23,42,1,1120114
"89600 Ämmänsaari   (Suomussalmi )",4589,19612,17953,998,3167,424,89999946
"89610 Jumaliskylä   (Suomussalmi )",54,17788,14795,17,31,6,960551
"89640 Pesiökylä   (Suomussalmi )",94,19924,18350,20,64,10,1872836
"89660 Takalo   (Suomussalmi )",90,15785,14297,39,49,2,1420624
"89670 Näljänkä   (Suomussalmi )",216,16231,13599,93,108,15,3505829
"89680 Vaaranniva   (Suomussalmi )",90,16075,13798,40,44,6,1446739
"89730 Ahjola   (Suomussalmi )",27,..,..,..,..,..,..
"89740 Kianta   (Suomussalmi )",48,19497,16462,12,31,5,935847
"89760 Piispajärvi-Peranka-Kaikkoinen   (Suomus",92,15939,13670,36,53,3,1466427
"89770 Peranka   (Suomussalmi )",34,17353,14551,13,18,3,590017
"89780 Kaikkonen   (Suomussalmi )",58,17817,14706,22,32,4,1033407
"89800 Suomussalmi Keskus   (Suomussalmi )",1203,20272,18255,281,792,130,24386860
"89830 Ala-Vuokki   (Suomussalmi )",52,16724,14913,15,32,5,869665
"89840 Ylä-Vuokki   (Suomussalmi )",69,15453,13946,28,38,3,1066276
"89920 Ruhtinansalmi   (Suomussalmi )",330,17438,15517,99,213,18,5754568
"90100 Oulu Keskus   (Oulu )",7591,21961,17721,2098,4235,1258,166703372
"90120 Heinäpää   (Oulu )",6217,19855,17952,1508,3983,726,123440570
"90130 Raksila   (Oulu )",5677,20976,18320,1560,3307,810,119078937
"90140 Karjasilta   (Oulu )",2671,24296,20789,556,1525,590,64895615
