"Postal code area","Free-time residences, 2014 (RA)","Buildings, total, 2014 (RA)","Other buildings, 2014 (RA)","Residential buildings, 2014 (RA)","Dwellings, 2014 (RA)","Average floor area, 2014 (RA)","Dwellings in small houses, 2014 (RA)","Dwellings in blocks of flats, 2014 (RA)"
"23930 Pyhämaa   (Uusikaupunki )",1045,391,61,330,307,96.2,306,1
"23950 Pyhäranta   (Pyhäranta )",164,309,50,259,284,100.1,284,0
"23960 Santtio   (Pyhäranta )",191,149,19,130,119,104.3,119,0
"24100 Salo Keskus   (Salo )",3,1983,468,1515,6035,68.4,2339,3696
"24130 Ylhäisi   (Salo )",38,1250,138,1112,1850,90.0,1471,379
"24240 Rappula   (Salo )",6,974,163,811,2237,79.4,1129,1108
"24260 Ollikkala   (Salo )",19,995,100,895,2610,75.8,1419,1191
"24280 Tupuri-Hähkänä   (Salo )",13,1524,117,1407,2184,104.9,2110,74
"24800 Halikko Keskus   (Salo )",26,1157,98,1059,2545,84.2,1644,901
"24910 Halikko Asemanseutu   (Salo )",39,493,90,403,432,118.1,432,0
"25110 Kruusila   (Salo )",525,216,29,187,183,100.9,183,0
"25130 Muurla   (Salo )",272,749,102,647,752,105.8,752,0
"25160 Tuohittu   (Salo )",66,67,8,59,56,107.9,56,0
"25170 Kotalato   (Salo )",69,80,12,68,65,99.1,61,4
"25180 Romsila   (Salo )",275,139,18,121,112,111.0,112,0
"25190 Inkere   (Salo )",18,360,35,325,476,93.3,440,36
"25210 Vartsala   (Salo )",87,190,13,177,177,121.9,176,1
"25230 Angelniemi   (Salo )",219,202,15,187,182,102.7,182,0
"25240 Hajala   (Salo )",90,363,25,338,327,107.6,322,5
"25250 Märynummi   (Salo )",5,355,32,323,525,92.9,428,97
"25260 Vaskio   (Salo )",139,523,52,471,504,103.5,494,10
"25320 Raatala   (Salo )",57,243,27,216,217,103.8,217,0
"25330 Kuusjoki Keskus   (Salo )",48,416,47,369,451,92.0,447,4
"25340 Kanunki   (Salo )",54,223,27,196,203,103.2,203,0
"25360 Pertteli Keskus   (Salo )",15,460,51,409,567,97.5,555,12
"25370 Hiisi   (Salo )",123,349,16,333,327,101.0,327,0
"25380 Rekijoki   (Salo )",106,293,31,262,289,94.0,286,3
"25390 Kiikala Keskus   (Salo )",432,469,77,392,491,92.2,491,0
"25410 Suomusjärvi Keskus   (Salo )",960,555,69,486,636,91.0,622,14
"25420 Lahnajärvi   (Salo )",336,127,25,102,88,97.6,88,0
"25430 Kettula   (Salo )",237,51,4,47,40,110.0,40,0
"25460 Toija   (Salo )",551,595,72,523,653,91.3,626,27
"25470 Kisko kk   (Salo )",624,228,24,204,180,90.3,180,0
"25500 Perniö Keskus   (Salo )",467,1307,166,1141,1872,90.4,1372,500
"25520 Perniö Asemanseutu   (Salo )",94,349,45,304,314,110.7,314,0
"25540 Knaapila   (Salo )",83,130,12,118,111,123.3,111,0
"25550 Aijala   (Salo )",94,69,8,61,96,72.4,53,43
"25560 Koski Asemanseutu   (Salo )",96,164,14,150,129,92.8,129,0
"25570 Teijo-Mathildedal   (Salo )",143,328,44,284,362,93.0,314,48
"25610 Ylönkylä   (Salo )",195,245,26,219,197,108.1,193,4
"25630 Finby   (Salo )",242,167,30,137,186,96.7,176,10
"25640 Förby   (Salo )",376,203,41,162,169,89.5,166,3
"25650 Strömma   (Kemiönsaari )",133,106,9,97,82,106.8,79,3
"25660 Mathildedal   (Salo )",168,146,19,127,132,93.5,118,14
"25700 Kemiö Keskus   (Kemiönsaari )",685,1226,144,1082,1364,92.7,1195,169
"25710 Vreta-Vestlax   (Kemiönsaari )",94,188,28,160,174,102.9,151,23
"25730 Mjösund   (Kemiönsaari )",241,108,22,86,88,72.8,70,18
"25760 Kiila   (Kemiönsaari )",268,91,10,81,71,116.1,71,0
"25810 Mark   (Kemiönsaari )",20,47,4,43,42,92.0,40,2
"25820 Vestlax   (Kemiönsaari )",108,75,5,70,72,92.5,69,3
"25830 Västanfjärd Keskus   (Kemiönsaari )",591,319,43,276,311,100.6,273,38
"25840 Nivelax   (Kemiönsaari )",47,155,16,139,137,100.6,137,0
"25860 Björkboda   (Kemiönsaari )",70,202,26,176,263,83.0,197,66
"25870 Dragsfjärd   (Kemiönsaari )",360,561,79,482,538,94.3,457,81
"25900 Taalintehdas   (Kemiönsaari )",963,642,86,556,1164,71.5,531,633
"25910 Vänoxa   (Kemiönsaari )",94,8,2,6,..,..,..,..
"25930 Kasnäs   (Kemiönsaari )",215,75,38,37,37,119.5,37,0
"25940 Hiittinen   (Kemiönsaari )",383,72,16,56,49,93.2,49,0
"25950 Rosala-Kasnäs-Hitis   (Kemiönsaari )",369,123,35,88,71,96.3,71,0
"25960 Högsåra   (Kemiönsaari )",110,47,18,29,29,91.6,29,0
"26100 Rauma Keskus   (Rauma )",89,3374,880,2494,10513,71.2,3271,7242
"26200 Merirauma-Kappelinluhta   (Rauma )",393,1393,76,1317,2630,94.8,1875,755
"26410 Kaaro   (Rauma )",330,640,51,589,596,112.4,596,0
"26510 Uotila   (Rauma )",17,1148,157,991,1258,99.1,1102,156
"26560 Kolla   (Rauma )",25,344,47,297,292,118.3,292,0
"26660 Paroalho   (Rauma )",49,1073,59,1014,2792,80.7,1523,1269
"26720 Monnanummi   (Rauma )",2,136,12,124,146,114.6,146,0
"26740 Vasarainen   (Rauma )",77,269,28,241,239,111.3,239,0
"26820 Sampaanala   (Rauma )",59,469,117,352,883,78.0,495,388
"26840 Kortela   (Rauma )",73,299,15,284,357,103.0,357,0
"26910 Unaja   (Rauma )",20,319,37,282,275,109.8,275,0
"26930 Vermuntila   (Rauma )",122,316,28,288,277,107.8,277,0
"26950 Voiluoto   (Rauma )",321,210,16,194,185,108.7,185,0
"27100 Eurajoki Keskus   (Eurajoki )",137,1427,253,1174,1645,97.8,1527,118
"27110 Irjanne   (Eurajoki )",41,345,38,307,275,97.4,275,0
"27130 Eurajoki asemanseutu   (Eurajoki )",35,218,31,187,164,101.7,164,0
"27150 Lapijoki   (Eurajoki )",305,706,165,541,573,107.8,573,0
"27160 Olkiluoto   (Eurajoki )",14,66,66,0,0,0.0,0,0
"27170 Kuivalahti   (Eurajoki )",515,271,52,219,188,98.1,188,0
"27220 Ala-Kieri   (Rauma )",86,309,24,285,272,107.5,272,0
"27230 Lappi   (Rauma )",417,954,146,808,1010,100.4,900,110
"27250 Kodiksami   (Rauma )",19,89,12,77,70,103.6,70,0
"27260 Kuolimaa   (Rauma )",145,138,16,122,98,104.2,98,0
"27310 Kodisjoki   (Rauma )",143,275,31,244,247,100.7,233,14
"27320 Ihode   (Pyhäranta )",50,392,69,323,360,103.7,360,0
"27340 Reila   (Pyhäranta )",526,293,34,259,249,106.3,249,0
"27400 Kiukainen Keskus   (Eura )",19,673,87,586,664,97.2,631,33
"27420 Panelia Asemanseutu   (Eura )",7,171,25,146,134,107.1,134,0
"27430 Panelia   (Eura )",34,641,80,561,662,96.5,629,33
"27450 Harola   (Eura )",14,121,10,111,109,104.4,109,0
"27500 Kauttua   (Eura )",301,1344,174,1170,1664,92.9,1373,291
"27510 Eura Keskus   (Eura )",272,1882,300,1582,2212,92.5,1821,391
"27600 Hinnerjoki   (Eura )",147,483,75,408,406,94.8,403,3
"27640 Honkilahti kk   (Eura )",83,206,22,184,162,98.9,162,0
"27650 Honkilahti   (Eura )",316,224,35,189,190,92.9,190,0
"27670 Mannila   (Eura )",204,124,22,102,94,108.6,94,0
"27710 Köyliö Keskus   (Säkylä )",87,570,70,500,565,93.8,519,46
"27730 Tuiskula   (Säkylä )",16,113,14,99,92,107.5,92,0
"27740 Voitoinen   (Säkylä )",14,104,5,99,94,91.6,94,0
"27750 Yttilä   (Säkylä )",212,254,37,217,194,95.3,194,0
"27800 Säkylä Keskus   (Säkylä )",261,1461,219,1242,1733,97.3,1447,286
"27820 Iso-Vimma   (Säkylä )",82,411,86,325,415,96.5,360,55
"27840 Kakkuri   (Säkylä )",47,243,28,215,235,102.6,222,13
"27860 Vuori   (Säkylä )",18,227,37,190,168,108.6,168,0
"27910 Huovinrinne   (Säkylä )",0,28,7,21,216,62.3,107,109
"27920 Otajoki   (Säkylä )",239,200,47,153,142,103.2,142,0
"28100 Pori Keskus   (Pori )",364,1390,544,846,9683,58.8,1034,8649
"28120 Käppärä-Isomäki   (Pori )",0,851,83,768,2369,63.9,1162,1207
"28130 Impola   (Pori )",3,1336,303,1033,4109,63.4,1163,2946
"28190 Pormestarinluoto   (Pori )",356,743,122,621,2328,69.3,818,1510
"28200 Toejoki   (Pori )",1,1785,114,1671,2276,96.3,2256,20
"28220 Ruosniemi   (Pori )",9,1781,159,1622,2093,97.6,2072,21
"28240 Isojoenranta   (Pori )",4,345,27,318,346,105.0,346,0
"28260 Harjunpää   (Ulvila )",4,476,32,444,454,102.4,438,16
"28300 Kalaholma-Väinölä   (Pori )",42,879,71,808,1113,107.2,1109,4
"28330 Koivistonluoto   (Pori )",3,653,127,526,1576,76.9,687,889
"28360 Vanhakoivisto   (Pori )",0,1143,153,990,2442,79.5,1365,1077
"28370 Sampola   (Pori )",1,432,34,398,2094,66.2,449,1645
"28400 Ulvila Keskus   (Ulvila )",4,1962,235,1727,2857,93.8,2256,601
"28430 Kartano-Harmaalinna   (Pori )",0,715,174,541,753,97.7,749,4
"28450 Vanha-Ulvila   (Ulvila )",6,1465,109,1356,2074,97.1,1631,443
"28500 Keskussairaala-alue-Tiilimäki   (Pori )",0,99,57,42,673,45.5,316,357
"28540 Pinomäki   (Pori )",2,265,39,226,277,104.0,277,0
"28560 Lattomeri   (Pori )",10,260,27,233,220,107.0,220,0
"28580 Niittymaa   (Pori )",5,299,27,272,270,110.5,270,0
"28600 Vähärauma   (Pori )",17,1606,244,1362,2291,95.1,1768,523
"28610 Musa-Tiiliruukki   (Pori )",1,1357,180,1177,2136,82.9,1483,653
"28660 Pietniemi-Leppäkorpi   (Pori )",465,1468,141,1327,1810,100.0,1694,116
"28760 Kyläsaari   (Pori )",73,1077,199,878,1022,102.4,1022,0
"28800 Pihlava   (Pori )",46,1564,193,1371,2370,84.1,1622,748
"28840 Yyteri-Kaanaa   (Pori )",268,462,124,338,525,84.2,341,184
"28880 Mäntyluoto   (Pori )",19,231,141,90,319,70.9,119,200
"28900 Tahkoluoto-Reposaari   (Pori )",962,711,222,489,655,83.4,561,94
"29100 Luvia Keskus   (Luvia )",1233,1523,225,1298,1433,106.0,1404,29
"29180 Peränkylä   (Luvia )",153,155,20,135,121,103.7,121,0
"29200 Harjavalta Keskus   (Harjavalta )",48,2816,505,2311,4241,85.4,2934,1307
"29250 Nakkila Keskus   (Nakkila )",44,2233,397,1836,2476,94.4,2068,408
"29270 Hormisto   (Nakkila )",18,286,44,242,219,99.7,219,0
"29280 Järvimaa   (Nakkila )",4,172,18,154,142,104.0,142,0
"29310 Kaasmarkku   (Ulvila )",12,305,25,280,286,106.6,277,9
"29320 Leineperi   (Ulvila )",30,115,5,110,106,100.5,106,0
"29340 Kullaa Keskus   (Ulvila )",264,535,81,454,505,94.6,505,0
"29350 Palus   (Ulvila )",90,170,13,157,155,103.1,153,2
"29570 Söörmarkku   (Pori )",11,480,76,404,405,119.2,405,0
"29600 Noormarkku Keskus   (Pori )",355,2024,274,1750,2259,102.1,2027,232
"29630 Pomarkku Keskus   (Pomarkku )",748,1053,188,865,1025,94.1,953,72
"29640 Honkakoski   (Pomarkku )",214,220,40,180,164,96.5,164,0
"29680 Kairila   (Pori )",162,260,34,226,189,90.9,189,0
"29700 Ahlainen   (Pori )",911,615,130,485,443,90.3,443,0
"29720 Lamppi   (Pori )",154,140,22,118,106,91.4,106,0
"29740 Etelämaa   (Merikarvia )",34,61,4,57,52,101.6,52,0
"29750 Pohjansaha   (Merikarvia )",127,80,18,62,57,91.2,57,0
"29760 Köörtilä   (Merikarvia )",408,118,49,69,53,97.7,53,0
"29790 Tuorila   (Merikarvia )",57,239,64,175,165,104.3,165,0
"29810 Siikainen Keskus   (Siikainen )",354,569,136,433,547,83.6,510,37
"29830 Sammi   (Siikainen )",58,131,21,110,98,102.3,98,0
"29860 Otamo   (Siikainen )",50,100,21,79,75,95.0,75,0
"29880 Leväsjoki-Saarineva   (Siikainen )",407,153,35,118,121,91.4,121,0
"29900 Merikarvia Keskus-Rannikko   (Merikarvia )",1151,1347,336,1011,1240,87.3,1074,166
"29940 Kuvaskangas   (Merikarvia )",82,208,28,180,161,103.0,161,0
"30100 Forssa Keskus   (Tammela )",910,3432,596,2836,5942,82.1,3269,2673
"30300 Viksberg   (Forssa )",0,372,98,274,1839,63.1,253,1586
"30420 Tölö   (Forssa )",2,1290,212,1078,2665,78.2,1239,1426
"31110 Matku   (Forssa )",344,383,51,332,308,95.3,299,9
"31130 Koijärvi   (Forssa )",123,157,28,129,140,98.3,140,0
"31140 Menonen   (Urjala )",60,137,16,121,102,107.5,102,0
"31160 Nuutajärvi   (Urjala )",111,205,32,173,223,83.3,217,6
"31170 Savijoki   (Forssa )",193,147,22,125,111,100.5,111,0
"31230 Susikas   (Tammela )",411,156,29,127,109,103.3,109,0
"31250 Teuro   (Tammela )",299,162,31,131,114,108.7,114,0
"31300 Tammela Keskus   (Tammela )",499,1247,215,1032,1608,92.8,1301,307
"31310 Mustiala   (Tammela )",14,73,29,44,49,99.3,49,0
"31340 Porras   (Tammela )",454,365,62,303,275,106.1,275,0
"31350 Vistinkoski   (Tammela )",425,203,51,152,142,90.4,131,11
"31370 Eerikkilän Urheiluopisto   (Tammela )",0,11,10,1,..,..,..,..
"31380 Letku-Torro   (Tammela )",449,236,63,173,163,106.9,155,8
"31400 Somero Keskus   (Somero )",371,2588,431,2157,3611,85.4,2936,675
"31410 Ylöpirtti   (Somero )",116,242,35,207,191,109.2,191,0
"31450 Häntälä   (Somero )",119,228,27,201,178,112.9,178,0
"31460 Hirsjärvi   (Somero )",201,176,19,157,139,113.0,139,0
"31470 Somerniemi   (Somero )",935,477,90,387,362,102.0,362,0
"31490 Terttilä   (Somero )",119,168,18,150,132,111.0,132,0
"31500 Koski Tl   (Koski Tl )",275,1329,201,1128,1319,96.7,1239,80
"31520 Pitkäjärvi   (Somero )",157,361,59,302,257,112.8,257,0
"31530 Pyöli   (Somero )",114,226,27,199,176,107.1,176,0
"31600 Jokioinen Keskus   (Jokioinen )",98,1472,193,1279,1939,89.6,1630,309
"31610 Vaulammi   (Jokioinen )",55,251,22,229,231,99.8,228,3
"31620 Latovainio   (Jokioinen )",40,201,22,179,198,103.8,198,0
"31630 Minkiö   (Jokioinen )",120,311,36,275,268,112.6,264,4
"31640 Humppila Keskus   (Humppila )",312,1070,189,881,1160,93.4,933,227
"31650 Venäjänkangas   (Humppila )",36,128,30,98,93,115.1,93,0
"31700 Urjala Asemanseutu-Hanhisuo   (Urjala )",591,880,132,748,758,97.0,724,34
"31720 Urjalankylä-Kehro   (Urjala )",355,268,33,235,215,91.9,204,11
"31730 Honkola   (Urjala )",57,88,10,78,69,116.2,69,0
"31750 Kehro   (Urjala )",34,48,7,41,38,86.0,38,0
"31760 Urjala Keskus   (Urjala )",128,762,138,624,1147,80.6,902,245
"31810 Oriniemi   (Punkalaidun )",110,251,15,236,207,113.7,207,0
"31830 Halkivaha   (Urjala )",98,196,22,174,145,99.1,145,0
"31850 Koskioinen   (Punkalaidun )",41,109,6,103,78,109.4,78,0
"31860 Tursa   (Urjala )",162,230,28,202,162,103.8,162,0
"31900 Punkalaidun Keskus   (Punkalaidun )",118,1009,171,838,1141,86.6,1028,113
"31930 Vanttila   (Punkalaidun )",19,75,8,67,54,118.6,54,0
"31950 Sadonmaa   (Punkalaidun )",195,110,10,100,86,109.8,86,0
"31960 Orisuo   (Loimaa )",11,54,9,45,41,112.6,41,0
"31970 Kanteenmaa   (Punkalaidun )",32,104,11,93,84,111.8,84,0
"32100 Ypäjä Keskus   (Ypäjä )",186,1058,150,908,1160,91.4,1070,90
"32140 Ypäjä Asemanseutu   (Ypäjä )",95,193,28,165,147,102.8,147,0
"32200 Loimaa Keskus   (Loimaa )",108,3055,530,2525,4837,82.2,3057,1780
"32210 Loimaa kk   (Loimaa )",37,904,101,803,1355,90.2,912,443
"32250 Kojonkulma   (Loimaa )",27,198,41,157,138,115.0,138,0
"32260 Kojonperä   (Loimaa )",35,105,6,99,83,118.8,83,0
"32270 Metsämaa-Murto   (Loimaa )",53,277,35,242,263,95.6,258,5
"32280 Metsäkorpi   (Loimaa )",39,111,17,94,93,93.8,93,0
"32300 Mellilä   (Loimaa )",143,847,144,703,710,96.6,700,10
"32410 Niinijoki   (Loimaa )",39,313,33,280,283,119.4,283,0
"32430 Ylhäinen   (Loimaa )",17,75,15,60,48,121.1,48,0
"32440 Alastaro Keskus   (Loimaa )",112,977,215,762,1001,92.9,914,87
"32450 Tammiainen   (Loimaa )",66,207,32,175,140,106.6,140,0
"32500 Oripää Keskus   (Oripää )",67,619,98,521,626,92.2,586,40
"32520 Latva   (Oripää )",14,100,9,91,69,123.1,69,0
"32560 Virttaa   (Loimaa )",102,324,87,237,223,101.4,223,0
"32610 Vampula Keskus   (Huittinen )",114,645,128,517,563,98.3,563,0
"32620 Rutava   (Huittinen )",49,294,48,246,204,99.5,204,0
"32700 Huittinen Keskus   (Huittinen )",204,3078,430,2648,4416,88.0,3346,1070
"32710 Sampu   (Huittinen )",80,344,35,309,287,117.6,287,0
"32730 Keikyä   (Sastamala )",91,450,77,373,381,99.8,379,2
"32740 Äetsä Keskus   (Sastamala )",53,780,111,669,1078,84.8,919,159
"32760 Suttila   (Huittinen )",31,115,8,107,87,106.3,87,0
"32770 Huhtamo   (Huittinen )",22,147,12,135,116,106.6,116,0
"32800 Kokemäki Keskus   (Kokemäki )",353,1941,311,1630,2314,90.7,1893,421
"32810 Peipohja   (Kokemäki )",78,945,139,806,997,96.2,915,82
"32830 Riste   (Kokemäki )",160,309,45,264,263,102.9,256,7
"32860 Korkeaoja   (Kokemäki )",183,94,8,86,83,107.0,83,0
"32910 Kauvatsa Asemanseutu   (Kokemäki )",87,216,12,204,175,98.9,175,0
"32920 Kauvatsa   (Kokemäki )",497,409,42,367,352,92.6,346,6
"33100 Tampere Keskus   (Tampere )",0,920,234,686,11237,57.7,516,10721
"33180 Lapinniemi-Käpylä   (Tampere )",0,175,35,140,1172,68.0,136,1036
"33200 Tampere Keskus Läntinen   (Tampere )",0,192,64,128,4642,58.0,16,4626
"33210 Itä-Amuri-Tammerkoski   (Tampere )",0,155,49,106,4062,59.0,18,4044
"33230 Länsi-Amuri   (Tampere )",0,309,92,217,3841,63.6,127,3714
"33240 Tahmela   (Tampere )",1,316,9,307,965,78.7,438,527
"33250 Pispala   (Tampere )",2,514,38,476,1470,64.9,591,879
"33270 Epilä   (Tampere )",1,835,73,762,4131,70.3,1376,2755
"33300 Rahola   (Tampere )",138,812,109,703,2693,77.0,1203,1490
"33310 Tesoma   (Tampere )",1,438,58,380,4159,66.7,598,3561
"33330 Myllypuro-Kalkku   (Tampere )",0,510,128,382,1808,68.7,479,1329
"33340 Haukiluoma-Ikuri   (Tampere )",0,1152,49,1103,2336,88.0,1818,518
"33380 Pitkäniemi   (Nokia )",0,36,34,2,..,..,..,..
"33400 Luoteis-Tampere   (Tampere )",2,1619,122,1497,3756,83.7,2221,1535
"33410 Lentävänniemi   (Tampere )",1,324,10,314,2596,70.8,649,1947
"33420 Lamminpää   (Tampere )",1,691,56,635,1032,88.5,770,262
"33430 Vuorentausta   (Ylöjärvi )",2,725,20,705,1323,88.0,1306,17
"33450 Siivikkala   (Ylöjärvi )",26,837,34,803,1131,109.2,1128,3
"33470 Ylöjärvi Keskus   (Ylöjärvi )",26,1440,361,1079,3168,78.8,1557,1611
"33480 Manninmäki-Haavisto   (Ylöjärvi )",264,1643,87,1556,3004,94.3,2363,641
"33500 Osmonmäki-Petsamo   (Tampere )",14,523,49,474,7509,55.1,462,7047
"33520 Keskussairaala-alue-Kauppi   (Tampere )",0,157,39,118,662,60.1,161,501
"33530 Kissanmaa   (Tampere )",0,588,30,558,2949,63.3,806,2143
"33540 Kaleva   (Tampere )",0,244,75,169,5857,51.9,45,5812
"33560 Takahuhti   (Tampere )",165,1463,130,1333,5106,74.4,1998,3108
"33580 Atala-Linnainmaa   (Tampere )",1,2431,87,2344,7204,79.6,3771,3433
"33610 Olkahinen-Tasanne   (Tampere )",36,977,34,943,1670,93.4,1636,34
"33680 Aitolahti   (Tampere )",758,856,92,764,739,117.3,734,5
"33700 Messukylä   (Tampere )",0,440,95,345,791,83.1,523,268
"33710 Kaukajärvi   (Tampere )",10,2016,129,1887,9244,72.9,3115,6129
"33720 Hervanta   (Tampere )",32,1237,328,909,14726,58.8,1277,13449
"33730 Leinola-Vehmainen   (Tampere )",2,584,80,504,806,96.7,757,49
"33800 Nekala   (Tampere )",260,770,132,638,3207,54.7,802,2405
"33820 Koivistonkylä   (Tampere )",38,1863,76,1787,4448,81.2,2613,1835
"33840 Peltolammi   (Tampere )",17,311,102,209,1946,65.2,374,1572
"33850 Multisilta   (Pirkkala )",25,183,23,160,1425,67.5,121,1304
"33870 Vuores   (Lempäälä )",56,221,10,211,812,72.8,248,564
"33880 Höytämö   (Lempäälä )",92,1011,147,864,1764,90.8,1116,648
"33900 Härmälä-Rantaperkiö   (Tampere )",0,1152,342,810,6384,60.2,805,5579
"33920 Toivio   (Pirkkala )",1,396,29,367,453,106.4,453,0
"33950 Killo   (Pirkkala )",20,839,90,749,2618,84.6,1134,1484
"33960 Suuppa   (Pirkkala )",128,2272,391,1881,4651,87.3,2869,1782
"33980 Pirkkala kk   (Pirkkala )",311,655,113,542,539,123.1,538,1
"34110 Lakiala   (Ylöjärvi )",108,464,26,438,442,128.6,438,4
"34130 Ylinen   (Ylöjärvi )",372,496,79,417,574,102.8,424,150
"34140 Mutala   (Ylöjärvi )",466,323,25,298,290,119.9,278,12
"34150 Kyrönlahti   (Ylöjärvi )",309,210,22,188,178,107.9,178,0
"34180 Länsi-Teisko   (Ylöjärvi )",330,111,20,91,83,98.4,80,3
"34240 Kämmenteisko   (Tampere )",809,634,66,568,647,113.9,642,5
"34260 Terälahti   (Tampere )",955,547,67,480,487,98.2,452,35
"34270 Velaatta   (Tampere )",250,235,26,209,188,90.5,178,10
"34300 Kuru Keskus   (Ylöjärvi )",563,776,131,645,914,84.1,833,81
"34320 Parkkuu   (Ylöjärvi )",269,155,20,135,122,108.7,122,0
"34330 Poikelus   (Ylöjärvi )",205,135,9,126,118,114.5,118,0
"34410 Murole   (Ruovesi )",159,133,16,117,106,88.0,106,0
"34420 Muroleen Kanava   (Ruovesi )",147,48,12,36,26,99.0,26,0
"34430 Kekkonen   (Ruovesi )",158,106,10,96,75,102.5,75,0
"34450 Jäminkipohja   (Ruovesi )",196,291,57,234,259,86.2,177,82
"34510 Luode   (Ylöjärvi )",127,79,12,67,57,86.1,57,0
"34530 Länsi-Aure   (Ylöjärvi )",134,64,12,52,42,85.6,42,0
"34550 Itä-Aure   (Ylöjärvi )",304,141,16,125,106,97.1,106,0
"34600 Ruovesi Keskus-Nenonen   (Ruovesi )",657,1267,284,983,1576,80.5,1181,395
"34640 Mustajärvi   (Ruovesi )",176,163,24,139,112,92.6,112,0
"34710 Vaskivesi   (Virrat )",370,263,44,219,192,106.7,192,0
"34730 Vaskuu   (Virrat )",111,100,12,88,62,90.2,62,0
"34740 Koro   (Virrat )",92,84,13,71,52,105.8,52,0
"34770 Kurjenkylä   (Virrat )",104,161,18,143,121,100.3,121,0
"34800 Virrat Keskus   (Virrat )",978,1766,346,1420,2801,82.9,1838,963
"34870 Visuvesi   (Ruovesi )",456,390,62,328,357,85.6,278,79
"34910 Äijänneva   (Virrat )",34,66,6,60,52,99.2,52,0
"34930 Liedenpohja   (Virrat )",180,214,40,174,152,106.5,152,0
"34950 Ohtola   (Virrat )",169,131,8,123,101,101.6,100,1
"34970 Toisvesi   (Virrat )",38,87,8,79,58,100.2,58,0
"34980 Killinkoski   (Virrat )",75,247,24,223,263,81.9,191,72
"35100 Orivesi Asemanseutu   (Orivesi )",451,1240,96,1144,1445,95.0,1303,142
"35220 Eräjärvi   (Orivesi )",341,349,36,313,320,89.6,316,4
"35240 Ristakallio   (Orivesi )",184,150,13,137,104,106.9,104,0
"35260 Leväslahti   (Orivesi )",46,9,0,9,..,..,..,..
"35270 Västilä   (Orivesi )",422,146,18,128,98,100.2,98,0
"35300 Orivesi Keskus   (Orivesi )",1289,1625,240,1385,2747,82.0,1733,1014
"35320 Hirsilä   (Orivesi )",105,300,37,263,261,96.2,257,4
"35400 Länkipohja   (Jämsä )",742,556,90,466,585,85.1,496,89
"35420 Talviainen   (Orivesi )",322,119,21,98,69,97.6,69,0
"35480 Längelmäki   (Orivesi )",182,65,6,59,58,89.7,47,11
"35500 Korkeakoski   (Juupajoki )",58,613,178,435,624,81.8,537,87
"35520 Pirttikangas   (Juupajoki )",25,58,5,53,46,105.0,46,0
"35530 Lyly   (Juupajoki )",227,223,39,184,199,84.4,167,32
"35540 Juupajoki   (Juupajoki )",235,253,51,202,195,112.4,195,0
"35550 Salokunta   (Juupajoki )",58,87,12,75,75,119.5,75,0
"35600 Halli   (Jämsä )",291,676,128,548,839,84.0,731,108
"35610 Pihlaisto   (Jämsä )",55,72,5,67,48,94.7,48,0
"35630 Suinula-Valkamanperä   (Jämsä )",115,135,25,110,97,92.8,97,0
"35700 Vilppula Keskus   (Mänttä-Vilppula )",773,1600,349,1251,2011,81.5,1536,475
"35740 Ylä-Vääri   (Ruovesi )",122,89,6,83,64,113.2,64,0
"35750 Väärinmaja   (Ruovesi )",332,218,21,197,159,95.0,159,0
"35800 Mänttä   (Mänttä-Vilppula )",143,1148,180,968,2754,75.7,1188,1566
"35820 Asemakulma-Mustalahti   (Jämsä )",574,958,124,834,1177,85.8,889,288
"35990 Kolho   (Mänttä-Vilppula )",229,647,104,543,705,86.0,655,50
"36100 Kangasala Asemanseutu   (Kangasala )",29,451,64,387,422,114.2,422,0
"36110 Ruutana   (Kangasala )",52,961,37,924,1059,108.8,1039,20
"36120 Suinula-Haviseva   (Kangasala )",579,516,32,484,448,114.5,441,7
"36200 Kangasala Keskus   (Kangasala )",1030,2632,234,2398,4891,92.0,2926,1965
"36220 Suorama   (Kangasala )",15,1035,190,845,2373,81.9,1167,1206
"36240 Nattari   (Kangasala )",25,935,77,858,2109,89.0,1246,863
"36270 Huutijärvi   (Kangasala )",439,553,65,488,641,105.0,527,114
"36280 Pikonlinna   (Kangasala )",1,16,5,11,54,87.3,10,44
"36340 Tohkala   (Kangasala )",283,144,14,130,118,115.3,118,0
"36420 Sahalahti Keskus   (Kangasala )",452,665,72,593,884,93.3,794,90
"36430 Pakkala   (Kangasala )",150,242,17,225,237,109.4,231,6
"36450 Salmentaka   (Pälkäne )",340,236,76,160,126,94.7,126,0
"36520 Raikku   (Kangasala )",375,229,13,216,188,104.5,188,0
"36570 Kaivanto   (Kangasala )",318,158,18,140,131,117.5,128,3
"36600 Pälkäne Keskus   (Pälkäne )",775,1467,248,1219,1677,93.5,1395,282
"36640 Iltasmäki   (Pälkäne )",155,216,17,199,191,108.1,191,0
"36660 Laitikkala   (Pälkäne )",193,150,34,116,102,121.0,102,0
"36720 Aitoo   (Pälkäne )",272,353,64,289,307,96.1,304,3
"36760 Luopioinen Keskus   (Pälkäne )",732,434,80,354,492,86.8,476,16
"36810 Kuhmalahti Keskus   (Kangasala )",370,298,32,266,297,90.8,297,0
"36840 Kuhmajärvi   (Kangasala )",188,224,28,196,187,93.0,187,0
"36880 Vehkajärvi   (Kangasala )",527,132,13,119,93,85.8,93,0
"36910 Rautajärvi   (Pälkäne )",393,258,43,215,226,89.1,217,9
"36930 Kyynärö   (Pälkäne )",258,131,17,114,105,99.5,105,0
