"Postal code area","Households, total, 2014 (TE)","Average size of households, 2014 (TE)","Occupancy rate, 2014 (TE)","Young single persons, 2014 (TE)","Young couples without children, 2014 (TE)","Households with children, 2014 (TE)","Households with small children, 2014 (TE)","Households with children under school age, 2014 (TE)","Households with school-age children, 2014 (TE)","Households with teenagers, 2014 (TE)","Adult households, 2014 (TE)","Pensioner households, 2014 (TE)","Households living in owner-occupied dwellings, 2014 (TE)","Households living in rented dwellings, 2014 (TE)","Households living in other dwellings, 2014 (TE)"
"74200 Vieremä Keskus   (Vieremä )",1109,2.1,41.4,74,20,238,66,110,101,98,458,420,744,333,32
"74230 Salahmi   (Vieremä )",165,2.6,39.7,5,2,48,19,25,19,20,71,50,153,6,6
"74240 Marttisenjärvi   (Vieremä )",73,2.4,36.5,3,1,20,4,8,10,11,31,23,64,3,6
"74250 Nissilä   (Vieremä )",63,1.8,46.4,1,0,5,1,3,0,2,20,39,57,2,4
"74270 Kauppilanmäki   (Vieremä )",203,2.5,44.0,3,3,50,11,23,23,21,85,75,184,7,12
"74300 Sonkajärvi Keskus   (Sonkajärvi )",1361,2.0,42.1,71,24,253,58,115,118,115,567,548,932,377,52
"74340 Sukeva-Kainuunmäki   (Sonkajärvi )",381,2.0,44.0,7,6,63,13,32,29,24,138,183,267,107,7
"74345 Kalliosuo   (Sonkajärvi )",39,2.0,43.7,0,0,6,0,2,5,3,17,16,33,4,2
"74360 Sonkakoski   (Sonkajärvi )",78,2.3,44.6,2,1,16,1,7,9,8,36,30,73,2,3
"74380 Jyrkkä   (Sonkajärvi )",47,1.9,41.0,1,0,5,2,3,2,1,21,22,44,2,1
"74390 Laakajärvi   (Sotkamo )",41,1.7,59.2,1,0,4,0,0,2,3,20,18,32,2,7
"74420 Hernejärvi   (Sonkajärvi )",132,2.3,46.6,3,4,31,10,17,13,10,53,49,126,5,1
"74470 Paloinen   (Lapinlahti )",75,2.2,45.5,4,0,15,5,6,7,8,29,31,74,1,0
"74490 Koirakoski   (Sonkajärvi )",57,2.1,42.9,0,0,9,3,5,3,5,20,31,50,2,5
"74510 Peltosalmi-Sourunsalo   (Iisalmi )",358,2.1,37.3,34,14,93,35,60,38,28,168,100,205,146,7
"74520 Kirmanranta   (Iisalmi )",240,2.4,47.4,6,9,69,14,33,33,26,94,79,210,24,6
"74540 Kotikylä   (Iisalmi )",70,2.3,41.6,4,1,14,7,9,6,5,29,27,69,0,1
"74550 Pörsänmäki   (Iisalmi )",115,2.2,41.2,7,3,30,10,16,8,15,48,37,102,11,2
"74590 Kurenpolvi   (Vieremä )",140,2.3,47.5,2,4,33,13,18,14,13,55,56,126,5,9
"74595 Runni   (Iisalmi )",270,2.3,42.2,6,6,67,21,37,32,26,99,107,233,28,9
"74610 Honkaranta   (Kiuruvesi )",81,2.5,40.1,0,1,23,5,9,11,13,29,29,79,1,1
"74630 Heinäkylä   (Kiuruvesi )",96,2.3,45.6,3,1,25,5,11,7,12,43,31,79,11,6
"74640 Sulkavanjärvi   (Kiuruvesi )",74,2.4,41.7,0,3,17,6,6,6,11,35,28,70,2,2
"74670 Rapakkojoki   (Kiuruvesi )",54,2.2,51.2,1,2,10,5,7,4,2,25,20,50,1,3
"74680 Myllyniemi   (Kiuruvesi )",179,2.6,45.0,3,2,52,8,22,29,29,53,76,164,8,7
"74700 Kiuruvesi Keskus   (Kiuruvesi )",3255,1.9,42.1,271,89,586,141,275,278,246,1395,1299,2141,1019,95
"74720 Niemiskylä   (Kiuruvesi )",88,2.5,41.7,3,3,23,11,15,13,6,39,28,78,8,2
"74740 Aittojärvi   (Kiuruvesi )",143,2.3,45.4,4,3,31,5,16,15,13,53,60,131,5,7
"74770 Kalliokylä   (Kiuruvesi )",31,2.1,51.2,0,0,3,3,3,1,0,15,13,25,6,0
"74840 Koppeloharju   (Kiuruvesi )",113,2.5,43.3,0,5,33,9,15,14,16,35,46,108,4,1
"74940 Remeskylä-Tihilänkangas   (Kiuruvesi )",57,2.4,45.0,1,0,17,6,6,6,11,27,14,55,1,1
"74980 Tihilänkangas   (Kiuruvesi )",15,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"75500 Nurmes Keskus   (Nurmes )",2194,1.9,41.1,174,57,370,83,146,171,173,990,848,1575,573,46
"75530 Porokylä   (Nurmes )",1587,1.8,42.3,100,23,236,60,111,121,80,602,753,1117,438,32
"75650 Savikylä   (Nurmes )",220,2.0,46.4,8,4,34,14,18,15,7,103,85,205,12,3
"75680 Ylä-Luosta   (Rautavaara )",58,2.0,43.4,3,0,6,1,2,5,3,26,26,52,5,1
"75700 Valtimo Keskus   (Valtimo )",785,1.8,43.5,28,11,113,27,49,57,51,285,392,584,187,14
"75710 Karhunpää   (Valtimo )",128,2.3,44.0,6,2,28,8,13,12,14,58,45,117,7,4
"75740 Pajukoski   (Valtimo )",55,2.2,43.5,2,0,7,2,4,4,3,34,14,54,1,0
"75770 Puukari   (Valtimo )",98,2.0,44.7,6,2,16,7,9,6,6,46,37,84,9,5
"75790 Rumo   (Valtimo )",44,2.2,36.4,1,1,10,6,7,4,3,20,14,38,4,2
"75840 Ylä-Valtimo   (Valtimo )",74,2.2,47.6,0,1,12,4,6,4,5,32,31,64,7,3
"75890 Saramo-Petäiskylä-Mujejärvi   (Nurmes )",32,2.2,44.7,0,0,5,1,2,2,3,12,15,32,0,0
"75930 Petäiskylä   (Nurmes )",30,1.8,45.3,1,0,4,0,1,4,1,12,14,26,3,1
"75940 Mujejärvi   (Nurmes )",5,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"75970 Kohtavaara   (Nurmes )",52,2.1,48.0,3,1,12,2,3,2,8,25,15,42,7,3
"75990 Höljäkkä   (Nurmes )",69,1.9,51.3,3,0,8,2,4,4,4,25,36,59,8,2
"76100 Pieksämäki Keskus   (Pieksämäki )",3397,1.7,41.7,348,98,441,104,208,182,188,1561,1404,2096,1233,68
"76120 Kotiopuisto   (Pieksämäki )",1025,2.0,42.1,98,36,209,39,76,93,90,464,353,701,306,18
"76130 Pappilanmäki   (Pieksämäki )",459,2.1,42.0,40,23,107,27,58,51,37,220,133,317,135,7
"76150 Länsirinne   (Pieksämäki )",1786,1.8,42.1,193,59,289,67,122,111,135,896,603,1084,671,31
"76280 Partaharju   (Pieksämäki )",64,2.3,47.3,3,4,16,4,6,5,9,38,10,56,5,3
"76620 Pyhitty   (Pieksämäki )",63,2.6,38.3,0,0,18,9,12,9,7,20,26,52,8,3
"76780 Lamminmäki   (Pieksämäki )",48,2.4,47.6,1,1,9,2,4,5,6,24,15,46,0,2
"76850 Naarajärvi   (Pieksämäki )",1368,2.1,44.6,54,22,311,67,135,137,141,597,468,1028,313,27
"76940 Nenonpelto   (Pieksämäki )",110,2.0,42.3,5,3,23,3,10,11,13,44,43,69,40,1
"77110 Paltanen   (Pieksämäki )",48,1.9,47.5,0,0,6,3,5,3,2,19,23,45,0,3
"77120 Venetmäki   (Pieksämäki )",85,2.1,53.4,1,3,13,0,2,8,7,30,43,82,0,3
"77140 Huumala   (Pieksämäki )",49,1.9,58.7,0,2,2,0,0,0,2,18,30,45,3,1
"77220 Neuvola   (Pieksämäki )",82,2.1,53.4,2,0,16,2,6,9,7,27,39,78,1,3
"77240 Halkokumpu   (Pieksämäki )",71,2.1,51.5,1,3,10,3,5,4,5,30,32,66,4,1
"77320 Hurskaala   (Pieksämäki )",37,2.0,54.4,1,0,7,1,4,3,3,13,18,35,2,0
"77330 Virtasalmi Keskus   (Pieksämäki )",347,1.9,45.9,5,3,45,11,21,23,16,143,161,250,81,16
"77350 Montola   (Pieksämäki )",120,2.1,40.2,5,4,26,6,10,11,13,50,45,87,28,5
"77380 Kantala   (Mikkeli )",70,2.2,45.5,2,1,11,2,6,3,5,29,30,63,2,5
"77430 Siikamäki   (Pieksämäki )",166,2.3,47.9,2,2,38,11,19,16,11,58,72,157,3,6
"77460 Maavesi   (Joroinen )",169,2.2,50.8,5,2,31,7,16,11,13,72,66,157,5,7
"77480 Savuniemi   (Joroinen )",17,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"77520 Haapakoski-Partaharju   (Pieksämäki )",88,2.2,45.8,2,2,16,1,7,8,8,32,41,74,12,2
"77570 Jäppilä Keskus   (Pieksämäki )",395,2.0,48.5,9,3,62,13,26,28,25,155,183,295,82,18
"77580 Tihusniemi   (Pieksämäki )",78,2.1,52.3,1,2,13,2,4,6,8,40,25,70,7,1
"77600 Suonenjoki Keskus   (Suonenjoki )",3374,2.0,42.6,206,79,645,161,292,287,274,1392,1351,2378,920,76
"77630 Lempyy   (Suonenjoki )",99,2.2,48.1,1,2,23,5,14,13,10,45,31,95,1,3
"77690 Suontee   (Suonenjoki )",59,2.0,56.4,1,1,7,2,4,5,3,26,27,57,0,2
"77700 Rautalampi Keskus   (Rautalampi )",1326,1.9,45.2,76,19,231,52,98,112,102,515,589,941,347,38
"77770 Myhinpää   (Rautalampi )",63,1.9,57.1,1,0,5,2,2,3,2,21,37,58,0,5
"77800 Iisvesi   (Suonenjoki )",284,1.8,42.2,12,3,47,12,22,25,17,141,99,187,89,8
"77910 Vaajasalmi   (Rautalampi )",51,2.1,50.4,2,0,9,2,3,6,4,22,21,45,3,3
"77930 Kerkonjoensuu   (Rautalampi )",195,2.2,46.9,3,2,37,7,18,19,20,71,90,172,15,8
"77960 Pakarila   (Rautalampi )",4,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"78200 Varkaus Keskus   (Leppävirta )",3070,1.5,40.1,475,79,256,62,116,96,88,1502,1318,1527,1472,71
"78210 Kuoppakangas   (Varkaus )",767,2.1,42.7,53,10,168,39,73,76,87,320,282,571,169,27
"78250 Päiviönsaari   (Varkaus )",661,1.5,44.7,89,15,76,20,33,32,31,341,245,422,230,9
"78300 Kommila   (Varkaus )",1341,1.7,44.5,130,36,168,40,78,73,71,700,475,759,547,35
"78310 Puurtila   (Leppävirta )",512,2.3,45.8,30,17,136,34,62,63,62,233,145,432,55,25
"78400 Luttila   (Varkaus )",593,2.2,41.9,29,22,150,33,62,70,65,286,158,493,81,19
"78480 Timola   (Leppävirta )",208,2.6,42.7,6,6,65,22,37,28,24,87,56,201,3,4
"78500 Pitkälänniemi-Könönpelto   (Varkaus )",1099,2.3,41.5,29,23,314,74,135,133,150,434,356,978,95,26
"78610 Kurola   (Varkaus )",113,2.2,51.9,1,2,19,7,12,8,8,49,45,107,0,6
"78710 Akonlahti   (Varkaus )",284,2.4,46.0,3,2,75,16,37,39,35,111,99,261,9,14
"78850 Käpykangas   (Joroinen )",1418,2.0,41.6,85,48,313,73,139,141,140,696,415,1049,329,40
"78870 Kaura-Aho   (Varkaus )",1236,1.9,41.1,119,36,250,55,120,100,94,660,328,804,413,19
"78880 Kuvansi   (Joroinen )",568,2.2,43.5,35,12,154,27,63,68,78,269,148,464,90,14
"78900 Ruokokoski   (Varkaus )",106,2.1,51.1,1,0,21,2,7,9,11,46,40,99,1,6
"79100 Leppävirta Keskus   (Leppävirta )",2889,1.9,44.0,178,74,473,105,212,225,215,1288,1138,2016,782,91
"79130 Sorsakoski   (Leppävirta )",518,2.0,43.6,11,9,97,12,36,45,56,202,222,437,64,17
"79140 Kotalahti   (Leppävirta )",146,2.4,47.3,2,3,41,7,15,14,19,57,54,140,2,4
"79150 Konnuslahti-Valkeamäki   (Leppävirta )",174,2.4,48.3,4,1,33,9,18,19,15,68,73,160,4,10
"79160 Saamaiskylä   (Leppävirta )",31,2.2,47.6,0,0,8,2,2,2,4,12,12,30,0,1
"79180 Tuppurinmäki   (Leppävirta )",20,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"79190 Valkeamäki   (Leppävirta )",16,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"79230 Moninmäki   (Leppävirta )",27,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"79255 Kurjala-Moninmäki   (Leppävirta )",64,2.4,41.8,1,1,11,4,5,8,7,30,24,57,3,4
"79265 Puponmäki   (Leppävirta )",44,2.5,46.1,0,1,10,4,8,4,4,13,21,42,0,2
"79330 Näädänmaa   (Leppävirta )",52,1.7,57.2,0,0,2,0,0,1,1,31,19,44,8,0
"79350 Itä-Soisalo   (Leppävirta )",54,1.8,64.5,2,2,3,0,1,1,2,22,29,52,1,1
"79410 Niinimäki   (Leppävirta )",68,2.1,51.1,1,1,11,5,5,4,5,30,27,67,0,1
"79480 Kangaslampi Keskus   (Varkaus )",331,1.8,48.5,12,5,43,6,13,22,24,131,158,242,71,18
"79520 Viljolahti   (Varkaus )",80,2.0,50.9,1,0,7,3,3,3,3,23,50,78,1,1
"79600 Joroinen Keskus   (Joroinen )",1333,1.9,45.1,73,29,228,51,111,109,87,543,568,905,367,61
"79620 Huutokoski   (Joroinen )",105,2.2,52.3,3,1,22,4,6,11,10,45,39,91,9,5
"79630 Kolma   (Joroinen )",104,2.3,47.5,0,2,26,8,14,13,9,36,43,99,3,2
"79660 Kerisalo   (Joroinen )",72,2.7,43.0,3,0,21,6,9,11,10,28,24,68,2,2
"79680 Lahnalahti   (Joroinen )",63,2.1,50.0,2,1,13,1,3,6,8,22,28,60,1,2
"79690 Kaitainen   (Joroinen )",84,2.2,49.8,2,2,17,5,8,7,6,33,34,80,2,2
"79700 Heinävesi Keskus   (Heinävesi )",1266,1.9,44.0,44,14,190,34,88,92,88,479,604,919,316,31
"79810 Karvion kanava   (Heinävesi )",123,1.9,45.0,5,0,20,5,9,12,9,55,50,95,23,5
"79820 Varistaipale   (Heinävesi )",53,2.1,50.1,0,2,7,1,2,4,5,23,23,49,3,1
"79830 Palokki   (Heinävesi )",31,2.0,50.0,0,1,5,0,0,2,4,12,14,25,4,2
"79850 Uusi-Valamo   (Heinävesi )",0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"79860 Suuraho - Uusi-Valamo   (Heinävesi )",92,1.9,37.8,0,1,11,3,6,6,5,43,38,58,26,8
"79885 Etelä-Petruma   (Heinävesi )",37,2.1,48.4,0,0,6,2,4,2,3,19,12,35,1,1
"79895 Sarvikumpu   (Heinävesi )",63,1.8,50.2,2,0,8,2,3,3,4,22,33,59,3,1
"79910 Kerma   (Heinävesi )",125,2.1,47.9,3,1,22,5,11,13,11,52,51,111,13,1
"79940 Vihtari-Poikiinaho   (Heinävesi )",81,2.1,42.3,2,0,8,2,3,3,4,21,53,75,4,2
"80100 Joensuu Keskus, Pohjoinen   (Joensuu )",5635,1.6,37.9,1351,488,525,124,222,193,202,3374,1746,2613,2901,121
"80110 Joensuu Keskus Eteläinen   (Joensuu )",3006,1.5,39.7,784,269,190,29,72,61,81,1854,970,1556,1394,56
"80130 Kanervala   (Kontiolahti )",1085,2.3,39.3,129,113,278,57,121,147,107,569,243,738,320,27
"80140 Noljakka   (Joensuu )",4010,2.1,36.2,605,306,1076,332,578,465,371,2363,582,1744,2229,37
"80160 Rantakylä-Latola   (Joensuu )",5436,1.9,37.8,765,370,1100,291,519,470,405,2936,1409,2920,2439,77
"80170 Utra   (Joensuu )",1798,2.1,38.7,192,105,469,131,219,187,190,1025,306,1014,765,19
"80200 Niinivaara   (Joensuu )",2544,1.7,38.6,492,219,301,91,151,97,121,1439,810,1270,1236,38
"80210 Sairaala-alue   (Joensuu )",0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"80220 Penttilä   (Joensuu )",1721,1.9,36.9,344,214,283,87,155,113,86,1118,321,745,958,18
"80230 Hukanhauta   (Joensuu )",2346,2.1,41.8,211,157,567,161,304,231,203,1164,617,1742,564,40
"80260 Kettuvaara   (Joensuu )",2246,2.1,39.2,222,113,521,137,233,214,233,1176,557,1408,802,36
"80330 Reijola   (Joensuu )",1029,2.3,40.9,82,54,319,81,161,151,126,466,248,847,154,28
"80400 Ylämylly   (Liperi )",2274,2.4,40.0,178,116,781,209,400,370,309,1029,468,1663,572,39
"80510 Onttola-Kunnasniemi   (Kontiolahti )",474,2.6,45.6,19,12,159,47,89,80,52,207,114,442,27,5
"80710 Lehmo   (Kontiolahti )",2179,2.5,39.1,149,123,807,219,390,381,336,967,410,1845,294,40
"80770 Kontiolahti as   (Kontiolahti )",267,2.8,40.2,17,9,98,42,65,45,34,114,56,243,21,3
"80780 Kontioniemi   (Kontiolahti )",143,2.7,40.7,2,1,66,21,36,29,26,59,18,107,34,2
"80790 Kontioranta-Kontioniemi   (Kontiolahti )",37,1.9,33.9,6,1,12,2,7,5,3,18,7,8,28,1
"80850 Paihola   (Kontiolahti )",241,2.3,39.6,29,8,59,18,27,26,30,122,61,146,93,2
"80910 Kulho   (Kontiolahti )",581,2.7,43.1,10,24,221,66,126,116,69,227,142,556,16,9
"81100 Kontiolahti   (Kontiolahti )",1375,2.1,39.9,74,27,311,80,149,148,138,592,476,944,400,31
"81120 Katajaranta   (Kontiolahti )",162,2.6,39.3,4,3,47,12,28,27,15,62,54,145,13,4
"81160 Romppala-Riihikangas   (Kontiolahti )",119,2.0,46.5,2,3,21,7,9,9,11,48,50,107,8,4
"81200 Eno Keskus   (Joensuu )",1511,1.9,42.8,66,26,249,43,95,122,121,667,601,1032,445,34
"81210 Louhioja   (Joensuu )",118,2.5,37.5,4,4,35,19,28,16,9,49,34,106,9,3
"81220 Jakokoski   (Kontiolahti )",265,2.7,40.5,2,9,104,27,55,40,47,107,58,244,17,4
"81230 Mönni   (Kontiolahti )",76,2.1,46.4,2,4,12,2,6,5,7,41,23,68,6,2
"81235 Lehtoi   (Kontiolahti )",108,2.6,40.3,3,5,42,13,22,18,13,47,23,99,4,5
"81260 Ahveninen   (Joensuu )",81,2.0,51.4,1,1,16,4,6,8,8,36,30,81,0,0
"81270 Paukkaja   (Joensuu )",55,2.1,40.3,0,2,12,4,5,5,2,20,25,52,1,2
"81280 Uimaharju   (Joensuu )",934,1.9,44.1,42,13,132,22,48,63,63,387,416,702,210,22
"81290 Ukkola   (Joensuu )",131,2.0,40.6,1,3,25,7,11,13,12,59,47,118,10,3
"81295 Haapalahti   (Joensuu )",72,2.0,50.4,2,0,9,2,3,6,4,37,26,69,1,2
"81320 Kuismavaara   (Joensuu )",19,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"81330 Luhtapohja   (Joensuu )",51,1.8,48.0,0,0,3,0,0,2,3,30,18,50,0,1
"81350 Tokrajärvi   (Ilomantsi )",81,1.9,44.0,2,2,16,5,7,8,5,35,32,77,3,1
"81360 Sarvinki   (Joensuu )",60,1.8,52.1,2,1,6,3,4,1,2,27,27,53,3,4
"81390 Revonkylä   (Joensuu )",41,2.5,38.2,0,0,7,2,3,4,6,13,21,38,1,2
"81420 Tyrjänsaari   (Ilomantsi )",42,1.7,47.5,0,1,1,0,1,1,0,16,25,38,2,2
"81430 Kivilahti   (Ilomantsi )",50,1.5,51.5,0,0,1,0,0,1,1,21,28,41,7,2
"81450 Huhus-Käenkoski   (Ilomantsi )",60,1.8,48.2,2,0,5,2,3,3,2,23,32,50,7,3
"81460 Käenkoski   (Ilomantsi )",19,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"81470 Naarva   (Ilomantsi )",26,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"81560 Vuonisjärvi   (Lieksa )",89,2.3,43.5,0,1,23,5,11,11,8,31,35,84,1,4
"81570 Kelvä   (Lieksa )",58,1.8,45.4,3,2,7,2,3,3,2,27,25,54,1,3
"81590 Vuonislahti   (Lieksa )",82,1.9,50.0,1,0,11,3,4,6,4,31,40,71,9,2
"81650 Hattuvaara   (Lieksa )",90,1.8,51.8,2,0,8,1,2,2,6,43,39,76,10,4
"81660 Lehmikylä   (Lieksa )",5,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"81700 Lieksa Keskus   (Lieksa )",3237,1.7,42.8,212,55,423,94,186,163,194,1362,1456,2199,989,49
"81720 Mähkö-Timitra   (Lieksa )",1608,1.9,42.5,145,25,252,85,135,109,105,787,572,1112,470,26
"81750 Pankakoski   (Lieksa )",497,1.8,43.9,15,12,56,8,19,30,31,245,197,430,59,8
"81810 Jamali   (Lieksa )",153,2.3,41.1,5,0,40,10,21,11,17,76,39,150,3,0
"81820 Kylänlahti   (Lieksa )",179,1.9,50.3,3,2,23,10,13,9,5,82,75,173,1,5
"81850 Mätäsvaara   (Lieksa )",86,1.8,45.6,2,0,8,1,3,3,3,33,46,79,4,3
"81860 Viekijärvi   (Lieksa )",205,1.8,48.7,2,3,16,4,7,7,10,89,101,179,21,5
"81950 Pankajärvi   (Lieksa )",42,2.1,46.9,1,1,7,1,3,4,4,23,12,41,0,1
"81970 Jongunjoki-Pankajärvi   (Lieksa )",98,1.8,48.4,0,0,9,4,5,3,6,49,40,79,15,4
"82110 Heinävaara   (Joensuu )",436,2.6,37.6,17,10,150,49,84,79,58,188,99,352,79,5
"82120 Keskijärvi   (Joensuu )",104,2.2,40.9,1,0,23,4,11,15,7,43,40,91,8,5
"82140 Kiihtelysvaara Keskus   (Joensuu )",454,2.0,42.2,18,5,83,20,40,37,40,173,200,332,108,14
"82160 Oskola   (Joensuu )",34,2.1,41.4,0,0,7,2,6,4,3,11,16,32,1,1
"82170 Uskali   (Joensuu )",29,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"82180 Huhtilampi   (Joensuu )",43,1.9,49.3,3,0,6,2,2,1,3,21,16,38,5,0
"82200 Hammaslahti   (Joensuu )",1402,2.2,39.6,61,32,374,113,189,160,159,608,427,1094,269,39
"82210 Suhmura   (Joensuu )",190,2.6,39.9,6,12,42,10,17,22,27,93,56,167,16,7
"82220 Niittylahti   (Joensuu )",733,2.9,38.6,32,40,338,110,188,147,128,269,130,657,68,8
"82290 Nieminen   (Rääkkylä )",226,1.9,47.7,1,3,35,10,18,17,15,109,83,202,17,7
"82300 Rääkkylä Keskus   (Rääkkylä )",544,1.8,44.1,21,6,70,8,24,36,31,223,255,330,198,16
"82310 Oravisalo-Varpasalo   (Rääkkylä )",149,1.9,53.1,2,1,20,3,4,7,14,51,82,131,14,4
"82335 Rasivaara   (Rääkkylä )",334,2.0,47.8,10,2,65,16,28,29,28,136,141,303,25,6
"82350 Tikkala   (Tohmajärvi )",153,2.3,47.0,1,3,43,12,18,16,21,52,58,145,5,3
"82360 Onkamo   (Tohmajärvi )",190,2.2,43.0,7,5,52,18,27,15,25,69,71,167,17,6
"82380 Tolosenmäki   (Kitee )",212,2.2,48.1,2,2,39,9,17,24,20,97,80,205,3,4
"82395 Haarajärvi   (Kitee )",70,2.5,41.1,2,2,21,3,8,11,13,24,25,64,4,2
"82430 Puhos-Leinovaara   (Kitee )",428,2.1,45.6,23,7,75,14,29,37,40,190,171,367,54,7
"82460 Hummovaara   (Kitee )",50,2.4,41.3,3,0,15,7,8,6,6,16,19,45,5,0
"82490 Heinoniemi   (Kitee )",69,1.9,50.7,0,1,7,0,0,3,5,22,41,68,0,1
"82500 Kitee Keskus   (Kitee )",3228,1.9,42.9,220,65,540,119,240,227,234,1417,1281,2196,949,83
"82510 Kiteenlahti   (Kitee )",116,2.4,48.6,6,2,27,10,14,13,9,55,35,114,2,0
"82580 Juurikka   (Kitee )",173,2.2,49.3,0,1,29,5,8,15,18,61,84,166,5,2
"82590 Närsäkkälä   (Kitee )",70,2.0,50.4,1,1,10,3,4,4,5,27,33,61,5,4
"82600 Tohmajärvi Keskus   (Tohmajärvi )",1499,1.9,44.3,62,27,234,61,104,99,109,622,647,1077,381,41
"82655 Värtsilä Keskus   (Tohmajärvi )",168,2.0,46.7,8,1,30,8,14,11,17,67,73,131,32,5
"82660 Uusi-Värtsilä   (Tohmajärvi )",108,2.1,39.8,1,1,19,4,4,6,11,55,36,83,18,7
"82670 Kaurila   (Tohmajärvi )",56,2.0,45.9,2,2,8,1,3,5,3,24,24,53,0,3
"82675 Niirala-Jänisjoki   (Tohmajärvi )",56,2.3,38.4,0,0,16,5,8,6,9,19,22,37,15,4
"82685 Littilä   (Tohmajärvi )",88,2.3,45.6,2,2,20,6,9,8,8,39,29,85,2,1
"82710 Kovero   (Joensuu )",229,2.0,44.4,7,3,37,7,9,15,25,97,97,209,16,4
"82730 Tuupovaara Keskus-Pirttiaho   (Joensuu )",451,1.7,44.5,17,5,53,13,23,23,24,192,206,271,169,11
"82750 Öllölä   (Joensuu )",62,2.0,41.7,0,0,9,3,4,3,4,23,30,52,7,3
"82760 Hoilola   (Joensuu )",52,1.9,48.1,0,0,2,0,1,0,1,21,30,48,1,3
"82770 Kaustajärvi   (Tohmajärvi )",17,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"82815 Marjovaara   (Joensuu )",75,2.0,46.4,3,0,8,0,3,3,6,40,28,73,1,1
"82820 Maukkula   (Ilomantsi )",124,2.1,46.3,1,5,19,2,8,8,9,48,59,117,2,5
"82830 Haukivaara   (Ilomantsi )",48,2.1,39.1,2,0,9,3,4,3,4,24,15,45,1,2
"82840 Pirttiaho   (Joensuu )",21,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"82850 Kinnasniemi   (Joensuu )",43,1.7,50.1,4,1,4,0,1,1,3,28,11,42,0,1
"82865 Kokinvaara-Mannervaara   (Joensuu )",22,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"82870 Luutalahti   (Joensuu )",20,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"82880 Mannervaara   (Joensuu )",15,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"82900 Ilomantsi Keskus   (Ilomantsi )",2114,1.8,42.5,88,37,282,63,123,138,133,877,960,1459,593,62
"82915 Sonkaja   (Ilomantsi )",96,2.1,47.8,2,0,12,2,6,4,8,35,49,91,1,4
"82960 Lehtovaara-Kuikkalampi   (Ilomantsi )",66,1.9,45.2,0,0,8,0,0,5,3,28,30,59,3,4
"82967 Hattu   (Ilomantsi )",50,1.7,50.4,1,0,4,0,0,1,3,18,28,47,1,2
"82980 Möhkö   (Ilomantsi )",43,1.9,41.9,1,0,6,1,1,2,4,16,21,39,1,3
"83100 Liperi Keskus   (Liperi )",1270,1.9,43.5,42,19,224,56,110,95,100,529,526,906,316,48
"83130 Salokylä   (Liperi )",152,2.5,42.3,5,6,47,17,22,20,25,64,42,144,4,4
"83140 Puromäki   (Liperi )",47,2.7,36.7,1,2,14,5,6,8,8,16,18,43,1,3
"83150 Roukalahti   (Liperi )",98,2.3,43.4,0,3,21,6,12,12,8,36,42,90,4,4
"83160 Tutjunniemi   (Liperi )",69,2.1,47.0,3,1,8,5,6,2,3,32,30,64,4,1
"83320 Risti-Juojärvi   (Liperi )",34,2.1,47.1,0,1,6,1,1,3,4,18,10,33,0,1
"83330 Kaatamo   (Liperi )",109,2.3,40.3,4,2,22,4,13,14,10,41,47,95,9,5
"83340 Kaarnalampi   (Liperi )",41,2.2,44.1,1,1,10,2,5,4,4,13,19,39,1,1
"83400 Viinijärvi   (Liperi )",741,2.0,41.6,36,14,136,30,57,67,62,333,275,592,123,26
"83430 Käsämä   (Liperi )",235,2.5,45.7,1,7,75,21,35,33,29,98,66,227,5,3
"83450 Vaivio   (Liperi )",134,2.6,42.8,6,5,44,15,25,17,18,64,29,127,6,1
"83460 Harinjärvi   (Liperi )",123,2.5,46.7,1,1,37,17,20,14,16,50,39,120,2,1
"83480 Ahonkylä   (Liperi )",93,2.1,43.6,5,3,19,7,9,8,5,42,33,82,9,2
"83500 Outokumpu Keskus   (Outokumpu )",3213,1.9,42.2,296,69,578,162,274,252,237,1454,1193,2161,965,87
"83550 Kokonvaara   (Outokumpu )",75,2.1,50.0,1,4,11,7,8,3,3,43,22,72,2,1
"83630 Kuusjärvi   (Outokumpu )",190,2.2,43.5,5,5,43,9,23,13,19,78,69,179,8,3
"83660 Varislahti   (Outokumpu )",131,2.1,49.4,4,0,24,11,18,7,6,56,51,126,1,4
