"Postal code area","Households, total, 2016 (TE)","Average size of households, 2016 (TE)","Occupancy rate, 2016 (TE)","Young single persons, 2016 (TE)","Young couples without children, 2016 (TE)","Households with children, 2016 (TE)","Households with small children, 2016 (TE)","Households with children under school age, 2016 (TE)","Households with school-age children, 2016 (TE)","Households with teenagers, 2016 (TE)","Adult households, 2016 (TE)","Pensioner households, 2016 (TE)","Households living in owner-occupied dwellings, 2016 (TE)","Households living in rented dwellings, 2016 (TE)","Households living in other dwellings, 2016 (TE)"
"04240 Talma   (Sipoo )",472,2.6,45.0,3,7,154,30,56,77,81,198,125,438,26,8
"04250 Alikerava   (Kerava )",2449,1.9,34.0,346,180,548,162,300,223,178,1350,557,1052,1372,25
"04260 Savio   (Kerava )",3048,2.1,36.2,326,119,747,191,356,364,284,1612,703,1905,1105,38
"04300 Hyrylä   (Tuusula )",4720,2.2,40.1,304,103,1314,246,558,657,559,2033,1387,2965,1673,82
"04310 Tuusula Keskus   (Tuusula )",1041,2.4,44.4,56,37,331,69,133,143,148,437,277,824,197,20
"04320 Riihikallio   (Tuusula )",2213,2.2,38.7,142,68,613,145,311,275,222,1033,575,1516,670,27
"04330 Lahela   (Tuusula )",817,2.8,42.2,12,26,378,76,160,205,159,305,135,758,48,11
"04340 Mattila   (Tuusula )",979,2.3,40.1,80,32,290,67,134,119,129,470,224,806,164,9
"04350 Nahkela   (Tuusula )",197,2.6,49.4,1,1,63,14,25,28,24,77,61,192,2,3
"04360 Ruotsinkylä-Kiilinmäki   (Tuusula )",478,2.6,44.3,9,5,147,18,45,79,72,199,141,420,41,17
"04370 Rusutjärvi   (Tuusula )",299,2.7,47.0,3,4,98,20,40,53,44,117,89,282,8,9
"04380 Tuomala   (Tuusula )",228,2.6,51.6,6,3,76,17,27,35,36,87,71,208,13,7
"04390 Jäniksenlinna   (Tuusula )",184,2.6,47.2,3,5,60,7,26,35,32,68,57,177,2,5
"04400 Loutti   (Järvenpää )",5376,1.8,39.6,719,283,917,243,465,384,313,2770,1705,3379,1874,123
"04410 Järvenpää Keskus   (Järvenpää )",5173,2.0,36.8,549,273,1190,316,610,486,445,2591,1405,2972,2125,76
"04420 Kyrölä   (Järvenpää )",1635,2.3,37.2,93,73,486,128,241,224,167,788,370,1396,206,33
"04430 Kinnari-Mikonkorpi   (Järvenpää )",3869,2.3,39.0,213,177,1174,279,565,532,440,1816,896,2943,872,54
"04440 Jamppa   (Järvenpää )",2376,1.9,37.5,323,68,535,167,287,226,170,1304,546,1075,1264,37
"04460 Nummenkylä   (Tuusula )",796,2.5,37.7,57,47,313,78,150,144,109,378,107,558,235,3
"04480 Haarajoki   (Mäntsälä )",814,3.0,39.6,15,20,384,79,167,215,184,278,161,732,66,16
"04500 Kellokoski   (Tuusula )",2389,2.5,39.9,96,46,855,200,401,445,343,989,564,1876,468,45
"04530 Ohkola   (Mäntsälä )",343,2.7,44.5,9,5,119,30,60,65,44,133,93,335,4,4
"04600 Mäntsälä Keskus   (Mäntsälä )",4424,2.1,40.6,301,140,1076,261,478,519,463,1864,1498,3000,1319,105
"04620 Kaunismäki   (Mäntsälä )",738,2.8,38.7,56,27,338,95,180,180,123,310,92,600,109,29
"04630 Sääksjärvi   (Mäntsälä )",343,2.6,45.1,9,7,102,22,46,43,48,142,103,333,3,7
"04660 Numminen   (Mäntsälä )",646,2.7,45.2,14,10,221,53,101,107,104,255,179,607,26,13
"04680 Hirvihaara   (Mäntsälä )",253,2.6,44.8,6,4,83,26,46,37,32,101,70,242,6,5
"04740 Sälinkää   (Mäntsälä )",477,2.5,45.5,9,7,138,28,64,81,57,172,173,458,12,7
"04770 Sahakylä   (Mäntsälä )",85,2.4,45.0,2,2,24,7,10,10,10,36,26,76,3,6
"04820 Kaukalampi   (Mäntsälä )",115,2.6,45.7,1,2,39,9,24,24,16,47,30,113,0,2
"04840 Hautjärvi   (Mäntsälä )",110,2.2,43.6,2,2,23,4,10,9,10,55,34,92,15,3
"04920 Saarentaus   (Mäntsälä )",146,2.3,46.7,4,5,40,9,17,16,19,64,44,126,17,3
"04940 Levanto   (Mäntsälä )",122,2.5,46.2,8,3,33,12,20,17,15,48,42,110,7,5
"05100 Röykkä   (Nurmijärvi )",901,2.6,42.0,20,18,315,74,154,153,134,387,207,775,104,22
"05200 Rajamäki   (Nurmijärvi )",2776,2.4,38.8,134,64,906,221,424,497,384,1158,726,2119,608,49
"05250 Kiljava   (Nurmijärvi )",77,2.3,43.8,2,0,20,3,7,10,11,36,21,56,21,0
"05400 Jokela   (Tuusula )",2727,2.4,38.9,135,83,864,175,384,426,382,1163,714,2087,605,35
"05430 Nuppulinna   (Tuusula )",399,2.6,44.3,1,8,126,32,68,64,48,158,117,384,4,11
"05440 Hyvinkää   (Hyvinkää )",162,3.2,42.2,0,11,103,41,76,36,17,45,14,158,3,1
"05450 Nukari   (Nurmijärvi )",404,2.7,45.7,11,8,143,29,59,71,70,158,107,385,9,10
"05460 Hakalanmäki-Hakala   (Hyvinkää )",1556,2.1,39.8,118,63,394,111,202,170,131,767,400,1093,455,8
"05470 Palopuro   (Hyvinkää )",135,2.4,42.0,3,4,37,7,16,18,16,53,46,129,3,3
"05510 Päivärinta   (Hyvinkää )",221,2.1,41.4,19,7,43,8,10,23,21,123,56,137,79,5
"05620 Noppo   (Hyvinkää )",492,2.7,40.6,12,20,172,32,74,83,76,209,114,457,24,11
"05720 Kytäjä   (Hyvinkää )",218,2.6,51.3,6,5,70,23,45,38,21,92,58,190,20,8
"05800 Hyvinkää Keskus   (Hyvinkää )",5654,1.7,39.5,811,279,713,175,320,306,280,2836,2119,3296,2232,126
"05810 Martti   (Hyvinkää )",2191,2.6,37.6,200,118,935,197,409,477,381,965,301,1284,896,11
"05820 Mustamännistö   (Hyvinkää )",2279,2.3,37.9,169,85,676,156,311,324,275,1026,590,1609,620,50
"05830 Kirjavatolppa-Kruununpuisto   (Hyvinkää )",3570,2.0,39.6,388,167,745,158,317,354,297,1764,1074,2576,949,45
"05840 Hyvinkäänkylä-Vehkoja   (Hyvinkää )",1725,2.2,38.9,128,60,464,95,204,216,187,855,414,1230,472,23
"05850 Hyvinkää, sairaala-alue   (Hyvinkää )",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"05860 Talvisilta   (Hyvinkää )",675,2.1,38.7,56,25,155,36,82,70,59,318,202,460,208,7
"05880 Paavola-Vaivero   (Hyvinkää )",1838,1.8,38.3,174,64,348,89,170,152,134,897,593,900,917,21
"05900 Vieremä   (Hyvinkää )",2141,1.8,40.5,208,107,305,71,147,138,106,1019,828,1311,807,23
"05950 Ridasjärvi   (Hyvinkää )",167,2.2,45.9,4,3,45,7,16,20,21,77,48,133,27,7
"06100 Porvoo Keskus   (Porvoo )",9348,1.9,40.0,934,399,1940,421,837,861,830,4304,3146,5672,3457,219
"06150 Kevätkumpu   (Porvoo )",2883,2.0,39.6,259,98,627,170,335,292,224,1391,875,1630,1212,41
"06200 Porvoo itäinen   (Porvoo )",1076,2.4,48.9,26,20,300,68,144,131,137,433,354,1004,53,19
"06400 Gammelbacka   (Porvoo )",3434,2.1,37.9,358,143,951,248,461,444,368,1661,838,1833,1527,74
"06450 Eestinmäki-Ernestas   (Porvoo )",938,2.2,40.5,89,48,244,71,127,98,89,471,225,698,223,17
"06500 Saksala-Suomenkylä   (Porvoo )",854,2.5,46.1,15,19,253,52,107,123,103,356,259,811,22,21
"06530 Kerkkoo   (Porvoo )",319,2.6,42.4,11,8,108,21,53,60,41,141,76,304,10,5
"06650 Hamari   (Porvoo )",614,2.4,41.2,43,16,177,33,84,75,81,251,191,478,121,15
"06750 Tolkkinen   (Porvoo )",674,2.6,41.1,11,20,252,57,118,129,114,248,179,580,81,13
"06830 Kulloonkylä   (Porvoo )",413,2.6,45.8,7,8,145,29,66,71,60,153,120,389,15,9
"06850 Kulloo   (Porvoo )",9,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"06880 Kärrby   (Sipoo )",152,2.2,51.1,5,1,34,9,15,14,12,70,51,132,10,10
"06950 Emäsalo   (Porvoo )",184,2.1,53.1,2,0,41,7,16,21,18,65,80,168,7,9
"07110 Hinthaara   (Porvoo )",558,2.8,40.7,11,21,221,54,105,125,90,197,147,514,31,13
"07130 Anttila   (Porvoo )",260,2.5,45.8,1,5,69,12,32,33,37,103,91,253,3,4
"07150 Laukkoski   (Pornainen )",368,2.7,42.8,10,6,123,28,58,62,56,139,113,353,10,5
"07170 Keski-Pornainen   (Pornainen )",953,2.6,41.3,26,22,339,58,133,182,182,360,262,823,112,18
"07190 Halkia   (Pornainen )",535,2.7,43.9,14,10,184,45,90,95,79,227,128,516,15,4
"07220 Kaarenkylä   (Porvoo )",137,2.3,51.6,4,2,33,10,21,19,9,58,48,131,4,2
"07230 Monninkylä   (Askola )",663,2.4,41.5,30,19,206,56,104,101,94,261,199,553,101,9
"07280 Ilola   (Porvoo )",359,2.5,44.1,12,3,109,27,49,56,48,156,97,335,12,12
"07310 Sannainen   (Porvoo )",150,2.9,42.9,1,4,63,22,37,29,24,53,37,144,4,2
"07320 Jakari-Sannäs   (Porvoo )",186,2.4,47.9,4,2,58,10,26,34,18,69,64,178,5,3
"07350 Gäddrag   (Porvoo )",37,2.2,46.4,1,0,8,1,3,6,5,17,12,34,0,3
"07360 Tirmo   (Porvoo )",21,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"07370 Pellinki   (Porvoo )",67,2.0,51.8,0,2,7,1,3,6,3,26,36,62,2,3
"07390 Suurpellinki   (Porvoo )",48,2.6,43.3,1,0,14,5,9,6,5,17,17,46,0,2
"07410 Kråkö   (Porvoo )",146,2.1,55.0,4,0,29,7,13,13,10,55,63,140,1,5
"07450 Voolahti   (Porvoo )",171,2.4,47.4,6,5,44,10,19,26,20,67,64,159,8,4
"07500 Askola Kirkonkylä   (Askola )",468,2.4,40.8,23,18,151,46,79,71,71,183,136,358,101,9
"07510 Vakkola   (Askola )",285,2.4,42.6,8,9,76,23,44,40,28,132,78,255,23,7
"07530 Onkimaa   (Askola )",140,2.2,45.3,3,2,31,8,13,15,13,53,59,135,1,4
"07550 Torpinkylä   (Pukkila )",122,2.5,44.5,5,3,37,12,18,13,14,43,43,111,9,2
"07560 Pukkila Keskus   (Pukkila )",624,2.2,43.7,24,11,153,38,70,74,72,262,214,494,111,19
"07565 Kantele   (Pukkila )",115,2.3,49.2,0,2,21,6,11,9,9,54,43,109,3,3
"07580 Tiilää   (Askola )",34,2.0,58.6,2,1,8,3,3,3,2,17,9,31,2,1
"07590 Huuvari-Tiilää   (Askola )",253,2.5,47.7,6,6,70,17,33,35,30,106,78,240,10,3
"07600 Myrskylä Keskus   (Myrskylä )",786,2.2,45.5,36,13,169,42,89,92,67,301,325,641,127,18
"07680 Juornaankylä   (Askola )",226,2.4,41.9,6,0,57,16,31,27,23,90,80,207,15,4
"07690 Kankkila   (Myrskylä )",64,2.2,52.6,1,2,10,3,4,4,4,28,27,57,5,2
"07700 Koskenkylän saha-alue   (Loviisa )",546,2.2,42.0,37,28,160,44,77,77,61,256,133,390,150,6
"07720 Malmgård   (Loviisa )",38,2.1,42.8,1,0,7,2,3,3,4,15,16,34,3,1
"07740 Gammelby   (Loviisa )",186,2.3,50.0,6,3,42,16,30,18,14,87,57,165,11,10
"07750 Isnäs   (Loviisa )",262,2.1,46.0,9,7,55,13,24,28,21,111,96,209,47,6
"07780 Härkäpää   (Loviisa )",92,1.8,53.0,4,1,10,2,4,7,6,35,47,79,8,5
"07800 Lapinjärvi Keskus   (Lapinjärvi )",456,1.9,45.0,24,4,87,23,43,43,32,169,202,255,184,17
"07810 Ingermaninkylä   (Lapinjärvi )",132,2.1,47.0,7,2,31,8,12,12,15,54,47,114,15,3
"07820 Porlammi   (Lapinjärvi )",257,2.0,48.6,7,3,47,9,20,18,22,97,114,213,39,5
"07830 Pukaro   (Lapinjärvi )",128,2.2,47.7,5,3,30,6,8,16,19,56,42,114,10,4
"07840 Lindkoski   (Lapinjärvi )",91,2.3,53.4,3,0,24,5,9,11,12,35,35,86,1,4
"07850 Heikinkylä   (Lapinjärvi )",131,2.3,48.3,5,3,30,4,10,20,10,46,59,121,6,4
"07870 Skinnarby   (Loviisa )",191,2.3,45.5,10,5,43,10,17,22,18,89,63,179,7,5
"07880 Liljendal Keskus   (Loviisa )",465,2.2,43.7,24,14,109,30,53,49,43,173,187,381,77,7
"07890 Mickelspiltom   (Loviisa )",89,2.3,46.8,3,2,22,8,9,7,9,29,39,79,8,2
"07900 Loviisa Keskus   (Loviisa )",2270,1.8,44.9,188,31,377,72,161,162,174,944,958,1449,748,73
"07910 Valko   (Loviisa )",571,1.9,44.6,32,11,99,17,46,50,45,247,226,427,133,11
"07920 Etelä-Harju   (Loviisa )",696,2.0,47.3,27,8,143,28,70,61,63,269,284,535,142,19
"07930 Pernaja Kirkonkylä   (Loviisa )",293,2.1,48.6,13,6,65,17,26,34,28,125,105,220,66,7
"07940 Määrlahti   (Loviisa )",554,1.7,45.5,56,13,79,25,42,27,25,289,189,245,300,9
"07945 Kuggom   (Loviisa )",218,2.2,49.3,8,5,45,8,17,25,23,97,81,197,17,4
"07955 Tesjoki   (Loviisa )",534,2.2,46.8,17,10,133,33,66,70,47,205,198,434,87,13
"07960 Ahvenkoski   (Loviisa )",61,1.9,49.6,3,1,10,2,5,3,4,30,21,58,2,1
"07970 Ruotsinpyhtää Keskus   (Loviisa )",292,1.9,46.3,6,6,39,4,15,18,25,134,120,195,92,5
"07980 Kuninkaankylä   (Loviisa )",153,1.9,51.3,7,2,24,2,12,14,6,62,67,132,17,4
"07990 Ruotsinkylä-Koskisto   (Loviisa )",127,2.3,49.7,3,0,29,4,12,12,12,47,53,118,6,3
"08100 Lohja Keskus   (Lohja )",4459,1.8,41.6,475,159,631,127,259,264,290,1967,1876,2715,1649,95
"08150 Keskilohja   (Lohja )",2212,2.4,40.3,108,53,713,130,318,334,303,929,580,1669,512,31
"08200 Ojamo   (Lohja )",2008,1.9,37.3,181,56,438,112,216,186,162,922,648,976,992,40
"08350 Routio   (Lohja )",1237,1.9,43.2,145,35,242,61,110,112,89,645,353,788,438,11
"08360 Kisakallio   (Lohja )",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"08450 Hormajärvi   (Lohja )",127,2.1,53.0,7,3,26,8,13,10,14,54,47,96,29,2
"08480 Karstu   (Lohja )",107,2.5,47.6,0,3,32,7,14,16,14,42,35,102,3,2
"08500 Ventelä-Millola   (Lohja )",2800,2.3,41.6,157,80,807,180,390,416,326,1258,748,2205,546,49
"08680 Muijala   (Lohja )",693,2.6,42.0,44,20,274,50,106,134,124,295,127,579,100,14
"08700 Virkkala   (Lohja )",3408,2.2,41.4,223,71,853,153,369,465,381,1459,1111,2492,852,64
"08800 Kirkniemi   (Lohja )",660,2.4,45.0,17,14,213,42,91,89,110,282,170,574,69,17
"09120 Karjalohja   (Lohja )",568,2.1,47.3,12,3,125,29,58,66,66,215,233,462,89,17
"09220 Sammatti   (Lohja )",710,2.3,44.6,28,13,214,60,111,101,86,269,232,591,96,23
"09430 Saukkola   (Lohja )",746,2.2,45.5,38,15,199,41,90,95,80,314,237,618,104,24
"09520 Millola   (Lohja )",60,2.0,55.5,1,0,9,3,4,1,4,29,23,56,1,3
"09630 Koisjärvi   (Lohja )",197,2.5,45.2,6,4,56,12,34,24,21,79,65,185,6,6
"09810 Nummi-Oinola   (Lohja )",472,2.1,44.3,21,5,100,28,58,41,39,196,177,390,72,10
"09930 Leppäkorpi   (Lohja )",140,2.2,48.4,3,0,32,4,12,14,14,44,64,129,9,2
"10120 Tähtelä   (Inkoo )",268,2.4,50.7,4,5,74,13,40,40,26,102,95,251,6,11
"10140 Päivölä   (Inkoo )",125,2.4,49.3,1,2,36,8,19,12,15,56,34,121,1,3
"10160 Degerby   (Inkoo )",353,2.6,50.7,7,8,116,19,45,70,51,135,103,335,4,14
"10210 Inkoo Keskus   (Inkoo )",1288,2.1,46.8,56,26,305,66,134,151,138,488,501,993,271,24
"10230 Inkoo Asemanseutu   (Inkoo )",153,2.5,47.7,3,1,53,11,21,24,23,54,49,134,15,4
"10250 Fagervik   (Inkoo )",72,1.9,55.0,5,0,10,1,5,5,5,32,30,59,7,6
"10270 Barösund   (Inkoo )",62,2.2,50.2,2,0,12,3,8,5,3,24,27,55,3,4
"10300 Karjaa Keskus   (Raasepori )",3620,2.0,44.0,310,106,767,155,337,351,329,1587,1293,2527,991,102
"10320 Bäljars   (Raasepori )",646,2.0,41.5,54,17,143,36,73,67,62,305,199,425,207,14
"10330 Pinjainen   (Raasepori )",281,2.2,41.2,21,12,65,11,28,32,28,136,81,197,77,7
"10350 Meltolan sairaala-alue   (Raasepori )",19,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"10360 Mustio   (Raasepori )",591,2.2,46.3,27,12,148,39,68,75,51,268,176,498,80,13
"10380 Kaunislahti   (Raasepori )",47,2.3,43.9,0,1,13,1,5,7,6,23,11,46,1,0
"10410 Åminnefors   (Raasepori )",196,1.8,39.2,18,2,27,4,11,11,13,101,69,137,52,7
"10420 Pohjankuru   (Raasepori )",862,2.0,41.3,48,13,175,40,76,96,70,353,340,599,225,38
"10440 Bollsta   (Raasepori )",170,2.0,43.6,6,5,34,6,12,13,18,70,66,143,19,8
"10470 Fiskari   (Raasepori )",255,2.1,40.0,7,5,61,13,28,35,26,114,81,139,101,15
"10480 Antskog   (Raasepori )",50,2.4,35.3,1,0,13,1,8,9,3,19,18,43,7,0
"10520 Tenhola Kirkonkylä   (Raasepori )",757,2.2,47.3,28,21,185,47,86,94,73,274,304,640,107,10
"10570 Bromarv   (Raasepori )",241,1.9,51.4,6,4,31,4,12,16,17,80,133,190,45,6
"10600 Tammisaari Keskus   (Raasepori )",2732,1.8,46.7,298,90,386,82,168,182,157,1149,1209,1722,900,110
"10620 Tammisaari   (Raasepori )",834,2.2,44.4,56,28,228,61,110,111,88,335,277,695,132,7
"10640 Dragsvik   (Raasepori )",395,2.4,42.7,22,14,128,33,63,66,41,189,82,337,43,15
"10650 Flyet   (Raasepori )",1339,2.0,43.4,100,43,314,65,152,156,116,536,492,886,425,28
"10660 Trollböle   (Raasepori )",409,2.1,45.8,29,8,92,15,41,47,32,200,118,303,98,8
"10680 Skogby   (Raasepori )",88,2.3,39.2,1,1,24,7,11,9,9,35,30,71,15,2
"10710 Snappertuna   (Raasepori )",169,2.1,51.8,6,7,32,10,18,15,12,76,61,145,18,6
"10820 Lappohja   (Hanko )",301,1.8,47.1,13,2,37,8,17,19,15,137,129,243,49,9
"10900 Hanko Keskus   (Hanko )",2319,1.8,42.5,174,54,372,77,173,176,152,1009,947,1409,839,71
"10940 Hangonkylä   (Hanko )",949,2.2,46.6,13,13,219,42,89,102,104,345,389,840,85,24
"10960 Hanko Pohjoinen   (Hanko )",865,2.1,44.7,29,14,182,22,60,99,91,335,352,693,133,39
"11100 Riihimäki Keskus   (Riihimäki )",4093,1.6,39.2,698,201,479,116,237,200,177,2172,1450,2351,1653,89
"11120 Pohjois-Riihimäki   (Riihimäki )",3314,2.1,39.7,269,110,781,192,377,370,320,1559,983,2376,888,50
"11130 Peltosaari-Patastenmäki   (Riihimäki )",4507,2.1,38.4,424,154,1146,276,576,560,426,2180,1194,3003,1431,73
"11310 Taka-Kasarmi   (Riihimäki )",313,2.5,36.9,22,10,104,22,55,55,44,144,66,244,63,6
"11710 Herajoki   (Riihimäki )",1372,2.3,39.8,72,51,390,81,179,209,160,620,371,952,399,21
"11910 Lasi-Kumela   (Janakkala )",1150,2.1,40.1,126,49,279,69,127,132,110,563,316,764,366,20
"12100 Oitti   (Hausjärvi )",1243,2.1,43.0,46,11,286,72,137,136,120,499,465,937,268,38
"12130 Mommila   (Hausjärvi )",154,2.1,47.3,4,0,33,6,13,14,16,64,58,144,4,6
"12170 Hietoinen   (Hausjärvi )",91,2.2,58.0,2,1,17,5,10,7,5,33,44,86,3,2
"12210 Hausjärvi kk   (Hausjärvi )",99,2.3,45.7,2,1,29,5,16,18,9,36,34,93,5,1
"12240 Hikiä   (Hausjärvi )",692,2.4,42.1,23,13,211,44,101,111,93,311,176,602,77,13
"12310 Ryttylä   (Hausjärvi )",819,2.2,39.6,24,14,218,50,105,111,81,377,230,649,161,9
"12350 Turkhauta   (Hausjärvi )",199,2.2,48.7,4,3,51,14,23,18,23,84,66,187,6,6
"12380 Leppäkoski   (Janakkala )",231,2.2,42.2,10,3,60,13,29,34,25,101,71,198,26,7
"12400 Tervakoski   (Janakkala )",2183,2.1,41.6,125,47,540,102,211,268,262,899,757,1771,368,44
"12450 Vähikkälä   (Janakkala )",116,2.4,44.5,2,3,28,9,17,17,7,48,42,109,1,6
"12520 Kormu   (Loppi )",174,2.8,40.3,3,7,63,28,38,29,27,65,48,162,10,2
"12540 Launonen   (Loppi )",610,2.6,40.8,18,6,205,45,95,103,96,249,160,554,46,10
"12600 Läyliäinen   (Loppi )",803,2.3,44.6,31,17,215,44,102,111,95,342,250,717,64,22
"12630 Sajaniemi   (Loppi )",130,2.1,49.9,3,3,26,8,15,14,10,52,52,126,1,3
"12640 Joentaka   (Loppi )",130,2.4,48.9,5,4,31,4,9,19,16,60,39,125,3,2
"12700 Loppi kk   (Loppi )",1146,1.9,44.9,59,16,232,38,78,132,112,389,531,804,319,23
"12750 Pilpala   (Loppi )",245,2.2,48.9,6,2,53,14,24,30,19,94,99,225,6,14
"12820 Räyskälä   (Loppi )",26,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"12920 Topeno   (Loppi )",163,2.2,46.2,4,2,35,8,14,19,16,69,61,156,3,4
"12950 Vojakkala-Eerolankulma   (Loppi )",90,2.0,47.9,0,2,14,2,5,8,8,37,40,83,3,4
"13100 Hämeenlinna Keskus   (Hämeenlinna )",6516,1.7,41.0,1101,342,784,201,367,301,311,3276,2472,3749,2614,153
"13110 Kantola   (Hämeenlinna )",111,1.7,37.4,13,3,20,5,11,13,6,78,13,55,54,2
"13130 Kauriala   (Hämeenlinna )",3683,1.6,39.5,648,163,490,100,211,211,196,1953,1250,1981,1637,65
"13200 Keinusaari   (Hämeenlinna )",937,1.5,37.9,185,56,69,24,41,28,17,522,346,417,507,13
"13210 Hätilä   (Hämeenlinna )",4309,1.9,40.4,426,135,852,204,390,361,337,1981,1491,2746,1488,75
"13220 Sairio   (Hämeenlinna )",828,2.2,39.7,40,24,181,49,93,90,65,352,297,667,144,17
"13250 Katuma   (Hämeenlinna )",632,1.6,37.7,94,26,74,31,51,24,12,395,166,236,384,12
"13270 Ruununmylly   (Hämeenlinna )",619,2.7,43.0,26,21,247,68,137,123,78,247,129,562,42,15
"13300 Käikälä   (Hämeenlinna )",1091,2.5,39.2,54,44,424,120,228,212,130,450,219,988,85,18
"13330 Harviala   (Janakkala )",300,2.7,43.0,7,11,123,32,67,66,38,100,77,268,14,18
"13430 Hattelmala   (Hämeenlinna )",456,2.5,43.1,16,14,147,24,66,81,68,178,133,413,30,13
"13500 Jukola   (Hattula )",5427,2.2,40.3,447,260,1470,367,711,688,585,2573,1400,3569,1788,70
"13530 Hämeenlinna sairaala-alue   (Hämeenlinna )",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"13600 Ojoinen   (Hämeenlinna )",1924,1.9,37.7,268,90,392,106,189,170,142,956,583,1121,768,35
"13700 Parolannummi   (Hattula )",192,2.2,45.3,11,1,48,6,18,29,18,88,58,156,29,7
"13720 Parola   (Hattula )",2045,2.2,42.1,114,88,501,132,263,208,201,871,684,1576,424,45
"13800 Katinala   (Hattula )",619,2.1,44.4,40,20,148,24,60,65,67,259,215,513,98,8
"13880 Rahkoila   (Hattula )",492,2.5,44.0,17,12,176,35,69,94,84,187,129,455,35,2
"13900 Pekola   (Hattula )",340,2.6,44.0,5,5,119,29,62,69,44,110,113,315,10,15
"14140 Jokimaa   (Janakkala )",93,2.3,47.4,1,2,20,3,9,10,10,33,41,85,4,4
"14200 Turenki   (Janakkala )",4322,2.0,43.3,332,135,958,213,427,416,395,1895,1488,3174,1055,93
"14240 Väli-Janakkala   (Janakkala )",373,2.4,46.3,6,11,95,18,33,48,46,157,123,334,22,17
"14300 Renko kk   (Hämeenlinna )",998,2.1,45.3,36,23,216,44,98,108,102,393,393,840,136,22
"14330 Kaloinen   (Hämeenlinna )",7,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"14370 Lukana   (Hämeenlinna )",44,2.0,46.5,2,2,6,4,4,1,2,23,15,39,4,1
"14430 Vuohiniemi   (Hattula )",39,1.7,50.0,0,0,3,0,1,0,2,20,16,38,0,1
"14450 Rimmilä   (Hämeenlinna )",69,1.9,46.2,0,1,10,1,2,3,6,29,31,65,1,3
"14500 Iittala   (Hämeenlinna )",1486,2.2,44.1,61,42,349,96,177,165,122,591,562,1205,254,27
"14530 Leteensuo   (Hattula )",104,2.3,47.7,3,3,22,5,9,7,11,55,28,100,0,4
"14610 Lepaa   (Hattula )",189,2.1,46.9,28,6,48,11,24,21,15,92,51,134,50,5
"14620 Tyrväntö   (Hattula )",76,2.1,46.4,0,2,16,2,8,8,5,33,28,63,7,6
"14680 Alvettula   (Hämeenlinna )",256,2.3,48.7,11,2,55,10,24,27,23,90,113,237,10,9
"14690 Torvoila   (Hämeenlinna )",88,2.0,48.2,1,0,16,1,5,6,8,25,48,78,2,8
"14700 Hauho kk   (Hämeenlinna )",996,1.9,48.0,39,17,166,37,73,78,72,367,469,720,235,41
"14770 Eteläinen   (Hämeenlinna )",379,2.6,42.5,9,12,122,31,62,71,49,153,106,334,30,15
"14810 Pohjoinen   (Hämeenlinna )",129,2.2,47.2,3,3,31,9,12,12,17,51,49,104,23,2
"14820 Syrjäntaka   (Hämeenlinna )",386,2.1,46.1,15,5,80,19,36,37,38,169,137,316,64,6
"14840 Sairiala   (Hämeenlinna )",109,2.0,53.9,5,1,23,3,10,10,14,35,51,89,15,5
"14870 Juttila   (Hämeenlinna )",113,2.0,49.0,4,1,14,6,10,6,6,44,56,98,12,3
"14930 Sappee   (Hämeenlinna )",57,1.9,52.9,1,1,5,0,4,2,2,21,32,55,0,2
"14960 Puutikkala   (Pälkäne )",45,1.7,49.4,1,0,4,0,1,2,3,13,28,41,2,2
"14980 Kuohijoki   (Pälkäne )",22,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"15100 Lahti Asemanseutu   (Lahti )",3814,1.6,36.1,673,281,551,144,272,219,179,2142,1126,1438,2321,55
"15110 Keski-Lahti   (Lahti )",3309,1.5,40.2,798,174,292,62,110,108,126,2030,992,1051,2182,76
"15140 Kartano-Paavola   (Lahti )",9896,1.5,38.0,1676,646,925,253,493,292,324,5182,3794,3999,5780,117
"15150 Möysä   (Lahti )",2630,1.6,38.1,523,120,355,77,159,149,142,1394,890,1363,1224,43
"15160 Kolava   (Lahti )",732,3.2,39.6,15,30,470,118,262,273,136,205,61,620,87,25
"15170 Tenava-Tonttila   (Lahti )",2126,1.8,38.7,275,87,358,97,170,156,122,1059,713,1367,731,28
"15200 Kiveriö   (Lahti )",2004,1.7,35.1,350,126,329,76,163,128,122,1155,528,900,1064,40
"15210 Kivistönmäki   (Lahti )",2674,1.6,35.7,415,145,322,95,162,128,121,1496,859,1337,1292,45
"15230 Kytölä   (Lahti )",1160,2.4,42.6,46,39,346,113,193,146,122,473,345,1051,90,19
"15240 Mukkula   (Lahti )",4016,1.9,40.4,422,108,829,218,387,389,334,1742,1456,2371,1592,53
"15270 Kukkila   (Hollola )",640,2.8,43.6,11,16,267,57,128,142,109,216,159,614,15,11
"15300 Myllypohja-Koiskala   (Lahti )",1773,2.2,39.4,154,59,503,117,232,239,202,853,421,1211,529,33
