"Postal code area","Workplaces, 2016 (TP)","Primary production, 2016 (TP)","Processing, 2016 (TP)","Services, 2016 (TP)","A Agriculture, forestry and fishing, 2016 (TP)","B Mining and quarrying, 2016 (TP)","C Manufacturing, 2016 (TP)","D Electricity, gas, steam and air conditioning supply, 2016 (TP)","E Water supply; sewerage, waste management and remediation activities, 2016 (TP)","F Construction, 2016 (TP)","G Wholesale and retail trade; repair of motor vehicles and motorcycles, 2016 (TP)","H Transportation and storage, 2016 (TP)","I Accommodation and food service activities, 2016 (TP)","J Information and communication, 2016 (TP)","K Financial and insurance activities, 2016 (TP)","L Real estate activities, 2016 (TP)","M Professional, scientific and technical activities, 2016 (TP)","N Administrative and support service activities, 2016 (TP)","O Public administration and defence; compulsory social security, 2016 (TP)","P Education, 2016 (TP)","Q Human health and social work activities, 2016 (TP)","R Arts, entertainment and recreation, 2016 (TP)","S Other service activities, 2016 (TP)","T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use, 2016 (TP)","U Activities of extraterritorial organisations and bodies, 2016 (TP)","X Industry unknown, 2016 (TP)"
"02550 Evitskog   (Kirkkonummi )",168,9,35,124,9,0,5,0,3,27,20,21,8,0,0,1,6,6,0,0,47,14,1,0,0,0
"02570 Siuntio Kirkonkylä   (Siuntio )",285,25,31,229,25,0,5,0,0,26,12,20,33,1,0,3,7,7,0,21,91,7,27,0,0,0
"02580 Siuntio Asemanseutu   (Siuntio )",778,32,124,622,32,0,22,0,2,100,109,26,30,6,1,12,39,56,38,65,194,39,7,0,0,0
"02590 Lappers   (Siuntio )",38,8,3,27,8,0,0,0,0,3,7,2,0,0,0,0,0,2,0,0,15,1,0,0,0,0
"02600 Etelä-Leppävaara   (Espoo )",13029,3,1619,11406,3,0,468,275,0,876,3089,67,416,2746,587,121,2534,265,51,318,810,213,189,0,0,1
"02610 Kilo   (Espoo )",5114,1,3533,1580,1,0,3417,0,0,116,385,430,61,72,1,5,63,47,0,179,323,1,13,0,0,0
"02620 Karakallio   (Espoo )",737,1,77,659,1,0,4,0,0,73,81,36,33,17,7,45,34,31,0,124,203,6,42,0,0,0
"02630 Nihtisilta   (Espoo )",5088,6,569,4513,6,0,336,0,0,233,1074,731,115,551,138,109,484,252,582,104,198,131,44,0,0,0
"02650 Pohjois-Leppävaara   (Espoo )",3310,1,295,3014,1,0,69,0,0,226,284,32,183,138,3,30,128,113,32,745,534,702,90,0,0,0
"02660 Lintuvaara   (Espoo )",592,2,75,514,2,0,2,0,0,73,47,33,30,13,8,3,29,40,0,124,176,3,8,0,0,1
"02680 Uusmäki   (Espoo )",98,0,22,76,0,0,8,0,0,14,6,6,7,3,0,5,6,7,0,0,30,3,3,0,0,0
"02700 Kauniainen   (Kauniainen )",2043,9,65,1969,9,0,20,0,1,44,117,15,70,26,36,14,136,46,96,417,754,87,155,0,0,0
"02710 Viherlaakso   (Espoo )",1202,3,89,1110,3,0,10,0,0,79,179,87,33,24,3,5,62,28,0,139,511,10,29,0,0,0
"02720 Lähderanta   (Espoo )",316,1,16,299,1,0,0,0,0,16,67,11,11,2,1,7,25,13,0,20,118,5,19,0,0,0
"02730 Jupperi   (Espoo )",359,2,42,315,2,0,3,0,0,39,31,20,19,12,0,7,42,13,0,43,58,66,4,0,0,0
"02740 Bemböle-Pakankylä   (Espoo )",3354,5,159,3190,5,0,10,0,1,148,732,21,90,9,1,11,32,224,0,24,1994,24,28,0,0,0
"02750 Sepänkylä-Kuurinniitty   (Espoo )",627,2,101,524,2,1,2,0,0,98,39,64,54,14,1,2,57,20,86,73,75,29,10,0,0,0
"02760 Tuomarila-Suvela   (Espoo )",1147,3,80,1064,3,0,4,0,1,75,84,32,95,24,2,5,57,76,76,181,356,27,49,0,0,0
"02770 Espoon Keskus   (Espoo )",6628,2,429,6197,2,2,42,0,21,364,923,73,182,30,23,20,480,713,1043,904,1327,108,371,0,0,0
"02780 Kauklahti   (Espoo )",2096,10,602,1484,10,0,413,0,30,159,380,163,78,37,3,17,80,155,0,173,309,46,43,0,0,0
"02810 Gumböle-Karhusuo   (Espoo )",244,0,83,161,0,0,17,0,0,66,19,39,2,7,0,3,13,15,0,21,18,16,8,0,0,0
"02820 Nupuri-Nuuksio   (Espoo )",351,0,107,244,0,1,12,0,31,63,13,37,29,1,0,13,19,34,0,37,25,29,7,0,0,0
"02860 Siikajärvi   (Espoo )",131,0,32,99,0,0,1,0,0,31,2,6,21,1,3,0,5,1,0,0,55,4,1,0,0,0
"02880 Veikkola   (Kirkkonummi )",892,6,278,608,6,0,131,0,0,147,113,46,11,11,3,5,57,25,0,101,185,26,25,0,0,0
"02920 Niipperi   (Espoo )",3415,6,1466,1943,6,0,656,0,159,651,1260,171,48,36,2,4,78,97,0,84,118,9,36,0,0,0
"02940 Lippajärvi-Järvenperä   (Espoo )",1371,27,199,1145,27,0,38,0,0,161,96,83,38,18,0,4,40,50,0,155,575,53,33,0,0,0
"02970 Kalajärvi   (Espoo )",692,4,232,456,4,0,25,0,0,207,84,50,52,5,3,7,16,32,0,56,92,41,18,0,0,0
"02980 Lakisto   (Espoo )",730,1,7,722,1,0,0,0,0,7,0,4,26,0,0,0,1,43,0,23,610,5,10,0,0,0
"03100 Nummela   (Vihti )",4841,22,1370,3449,22,0,835,0,28,507,688,215,193,46,59,59,251,133,156,448,946,114,120,21,0,0
"03150 Huhmari   (Vihti )",143,2,54,87,2,0,22,0,0,32,4,23,0,17,1,1,2,1,0,24,12,1,1,0,0,0
"03220 Tervalampi   (Vihti )",133,2,5,126,2,0,0,0,0,5,3,4,0,0,0,0,6,3,0,8,96,1,5,0,0,0
"03250 Ojakkala   (Vihti )",338,24,139,175,24,1,49,0,0,89,18,33,16,5,1,3,10,5,0,26,26,24,8,0,0,0
"03300 Otalampi   (Vihti )",354,21,101,232,21,0,25,0,0,76,18,32,36,2,0,0,30,18,0,50,32,12,2,0,0,0
"03320 Selki   (Vihti )",82,3,16,63,3,1,0,0,0,15,50,1,0,0,0,0,4,2,0,0,4,0,2,0,0,0
"03400 Vihti Kirkonkylä   (Vihti )",1296,80,291,925,80,0,44,3,4,240,113,103,44,15,1,4,47,19,0,108,377,21,67,6,0,0
"03430 Jokikunta   (Vihti )",91,16,39,36,16,0,1,0,0,38,3,2,0,0,0,1,3,3,0,8,1,11,4,0,0,0
"03600 Karkkila Keskus   (Karkkila )",2289,25,951,1313,25,0,803,0,7,141,270,103,90,23,25,12,78,84,73,134,308,32,81,0,0,0
"03620 Polari   (Karkkila )",329,14,104,211,14,1,43,0,1,59,48,17,36,0,1,0,8,6,0,4,86,0,5,0,0,0
"03710 Uusitalo   (Karkkila )",42,8,3,31,8,0,1,0,0,2,2,14,0,0,0,0,3,3,0,0,7,2,0,0,0,0
"03790 Vihtijärvi   (Vihti )",62,11,8,43,11,0,0,0,0,8,3,13,0,1,0,0,3,6,0,4,9,1,3,0,0,0
"03810 Ikkala   (Lohja )",78,12,37,29,12,0,8,0,0,29,5,4,0,2,0,0,2,1,0,4,8,2,1,0,0,0
"03850 Pusula   (Lohja )",307,33,72,202,33,0,6,0,0,66,32,29,4,0,2,1,13,2,0,11,94,2,12,0,0,0
"03870 Hyönölä   (Lohja )",46,2,11,33,2,0,8,0,0,3,0,24,1,0,0,0,6,2,0,0,0,0,0,0,0,0
"04130 Sipoo   (Sipoo )",2063,49,218,1796,49,0,83,0,1,134,130,107,52,24,56,4,96,48,164,269,691,35,120,0,0,0
"04150 Martinkylä   (Sipoo )",172,9,55,108,9,0,5,0,0,50,13,5,0,1,0,0,43,17,0,1,25,1,2,0,0,0
"04170 Paippinen   (Sipoo )",170,26,43,101,26,0,4,0,0,39,22,25,10,0,0,0,10,5,0,13,13,2,1,0,0,0
"04200 Kerava Keskus   (Kerava )",4593,3,466,4124,3,0,230,90,0,146,947,531,221,30,70,48,163,90,476,356,1017,71,104,0,0,0
"04220 Ahjo-Kaskela   (Kerava )",1458,17,359,1082,17,0,196,0,0,163,371,360,10,3,2,4,134,57,0,28,97,10,6,0,0,0
"04230 Pihkaniitty   (Kerava )",397,2,69,326,2,0,3,0,0,66,35,27,5,15,0,1,34,16,0,40,128,15,10,0,0,0
"04240 Talma   (Sipoo )",282,8,79,195,8,0,43,0,0,36,33,14,9,1,4,0,28,17,0,14,27,48,0,0,0,0
"04250 Alikerava   (Kerava )",3283,4,1573,1706,4,2,1152,21,15,383,540,107,26,103,10,20,125,105,33,127,137,49,321,3,0,0
"04260 Savio   (Kerava )",1419,2,452,965,2,0,240,0,60,152,369,47,22,30,0,20,124,102,0,62,151,20,18,0,0,0
"04300 Hyrylä   (Tuusula )",5914,15,1812,4087,15,22,1150,7,67,566,1100,473,195,62,43,32,295,294,196,292,916,75,114,0,0,0
"04310 Tuusula Keskus   (Tuusula )",698,2,94,602,2,0,27,0,0,67,30,32,92,6,2,3,21,8,68,101,148,59,32,0,0,0
"04320 Riihikallio   (Tuusula )",661,9,76,576,9,0,7,0,3,66,129,120,23,11,4,1,19,14,0,63,175,0,17,0,0,0
"04330 Lahela   (Tuusula )",163,6,42,115,6,0,12,0,0,30,18,21,0,5,1,0,12,17,0,1,28,3,9,0,0,0
"04340 Mattila   (Tuusula )",202,0,43,159,0,0,22,0,0,21,34,13,0,0,2,1,10,14,0,0,74,1,10,0,0,0
"04350 Nahkela   (Tuusula )",57,7,23,27,7,0,2,0,1,20,1,16,0,0,0,0,6,0,0,4,0,0,0,0,0,0
"04360 Ruotsinkylä-Kiilinmäki   (Tuusula )",2077,3,863,1211,3,1,339,0,1,522,388,582,6,6,3,10,75,65,0,14,4,1,57,0,0,0
"04370 Rusutjärvi   (Tuusula )",129,9,54,66,9,0,2,0,0,52,7,11,0,2,0,0,3,24,0,12,0,3,4,0,0,0
"04380 Tuomala   (Tuusula )",90,11,13,66,11,0,0,0,0,13,2,0,0,3,0,0,5,14,0,33,2,6,1,0,0,0
"04390 Jäniksenlinna   (Tuusula )",113,9,66,38,9,0,21,0,0,45,3,14,0,2,2,0,2,2,0,11,0,1,1,0,0,0
"04400 Loutti   (Järvenpää )",3908,2,146,3760,2,0,40,0,6,100,517,63,253,48,216,80,192,224,416,883,535,64,269,0,0,0
"04410 Järvenpää Keskus   (Järvenpää )",3016,1,337,2678,1,0,134,1,0,202,286,114,127,31,2,22,125,122,443,335,898,86,87,0,0,0
"04420 Kyrölä   (Järvenpää )",345,0,50,295,0,0,10,0,0,40,73,7,12,1,0,4,26,23,0,24,113,3,9,0,0,0
"04430 Kinnari-Mikonkorpi   (Järvenpää )",1443,5,367,1071,5,0,156,17,17,177,434,56,43,23,8,9,77,74,0,110,173,36,28,0,0,0
"04440 Jamppa   (Järvenpää )",2481,2,1766,713,2,0,1369,0,25,372,228,57,24,5,5,17,74,96,1,77,123,1,5,0,0,0
"04460 Nummenkylä   (Tuusula )",137,1,37,99,1,0,5,0,0,32,18,7,0,0,0,2,4,16,0,0,45,2,5,0,0,0
"04480 Haarajoki   (Mäntsälä )",368,9,91,268,9,7,8,0,5,71,26,36,8,8,1,3,20,20,0,22,117,3,4,0,0,0
"04500 Kellokoski   (Tuusula )",1604,10,355,1239,10,0,132,0,4,219,98,84,34,20,0,8,39,73,0,125,713,11,34,0,0,0
"04530 Ohkola   (Mäntsälä )",96,8,31,57,8,0,1,0,0,30,1,27,5,1,0,0,5,5,0,6,4,0,3,0,0,0
"04600 Mäntsälä Keskus   (Mäntsälä )",3252,27,491,2732,27,0,145,64,35,247,811,161,117,42,41,23,120,75,135,249,749,33,176,0,0,2
"04620 Kaunismäki   (Mäntsälä )",155,2,54,99,2,0,29,0,0,25,10,5,0,3,0,0,9,2,0,0,68,0,2,0,0,0
"04630 Sääksjärvi   (Mäntsälä )",92,18,23,51,18,7,1,0,0,15,4,1,1,0,0,0,6,8,0,7,24,0,0,0,0,0
"04660 Numminen   (Mäntsälä )",425,27,255,143,27,0,127,0,0,128,29,31,3,1,2,1,2,13,0,13,34,10,4,0,0,0
"04680 Hirvihaara   (Mäntsälä )",224,6,56,162,6,0,23,0,0,33,6,103,16,0,0,8,1,6,0,9,4,6,3,0,0,0
"04740 Sälinkää   (Mäntsälä )",177,33,64,80,33,0,24,0,0,40,15,30,6,1,1,1,3,1,0,16,1,4,1,0,0,0
"04770 Sahakylä   (Mäntsälä )",33,22,3,8,22,0,0,0,0,3,2,3,0,1,0,0,0,2,0,0,0,0,0,0,0,0
"04820 Kaukalampi   (Mäntsälä )",44,12,15,17,12,0,0,0,0,15,3,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"04840 Hautjärvi   (Mäntsälä )",39,12,1,26,12,0,0,0,0,1,4,20,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"04920 Saarentaus   (Mäntsälä )",155,7,9,139,7,0,0,0,0,9,7,12,0,0,2,0,0,0,0,109,9,0,0,0,0,0
"04940 Levanto   (Mäntsälä )",26,6,11,9,6,0,2,0,0,9,3,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"05100 Röykkä   (Nurmijärvi )",316,22,110,184,22,0,3,0,0,107,31,53,8,5,0,2,8,5,0,26,30,9,7,0,0,0
"05200 Rajamäki   (Nurmijärvi )",2102,22,953,1127,22,0,734,1,20,198,140,371,38,15,3,6,53,27,0,228,135,59,52,0,0,0
"05250 Kiljava   (Nurmijärvi )",103,3,2,98,3,0,0,0,0,2,1,1,14,0,0,0,0,0,0,74,5,0,3,0,0,0
"05400 Jokela   (Tuusula )",808,26,168,614,26,6,62,0,0,100,131,20,13,1,2,5,34,24,76,124,107,50,27,0,0,0
"05430 Nuppulinna   (Tuusula )",102,9,61,32,9,0,4,0,0,57,4,2,0,0,1,0,6,11,0,2,3,2,1,0,0,0
"05440 Hyvinkää   (Hyvinkää )",24,0,14,10,0,0,10,0,0,4,0,3,2,0,0,0,2,0,0,0,1,0,2,0,0,0
"05450 Nukari   (Nurmijärvi )",206,26,43,137,26,0,12,0,0,31,14,13,0,2,0,0,8,4,0,9,82,2,3,0,0,0
"05460 Hakalanmäki-Hakala   (Hyvinkää )",1490,1,278,1211,1,0,139,0,0,139,349,58,13,1,0,1,190,88,0,76,423,3,9,0,0,0
"05470 Palopuro   (Hyvinkää )",43,7,11,25,7,0,1,0,0,10,0,5,3,0,0,0,1,2,0,0,11,0,3,0,0,0
"05510 Päivärinta   (Hyvinkää )",87,4,28,55,4,0,20,0,0,8,3,14,1,0,0,0,3,1,0,9,20,1,3,0,0,0
"05620 Noppo   (Hyvinkää )",392,7,68,317,7,0,2,0,0,66,254,36,0,0,0,1,5,8,0,9,1,0,3,0,0,0
"05720 Kytäjä   (Hyvinkää )",112,22,41,49,22,0,15,0,0,26,1,5,4,1,0,0,1,3,0,4,1,26,3,0,0,0
"05800 Hyvinkää Keskus   (Hyvinkää )",6974,8,1366,5600,8,0,709,26,10,621,1402,244,462,108,233,126,219,305,247,603,1101,199,301,50,0,0
"05810 Martti   (Hyvinkää )",663,2,115,546,2,0,18,0,0,97,143,22,4,3,0,12,76,28,0,60,169,3,26,0,0,0
"05820 Mustamännistö   (Hyvinkää )",698,18,323,357,18,0,208,0,0,115,57,62,19,6,0,12,25,19,1,50,80,4,22,0,0,0
"05830 Kirjavatolppa-Kruununpuisto   (Hyvinkää )",3745,3,2573,1169,3,14,1868,0,0,691,354,121,73,14,3,3,333,18,51,96,78,13,12,0,0,0
"05840 Hyvinkäänkylä-Vehkoja   (Hyvinkää )",928,13,294,621,13,0,150,0,0,144,314,18,6,43,1,2,15,18,0,69,118,2,15,0,0,0
"05850 Hyvinkää, sairaala-alue   (Hyvinkää )",1391,0,0,1391,0,0,0,0,0,0,8,0,10,7,0,0,0,126,0,0,1240,0,0,0,0,0
"05860 Talvisilta   (Hyvinkää )",67,0,11,56,0,0,0,0,0,11,12,7,6,0,0,0,10,0,0,14,2,0,5,0,0,0
"05880 Paavola-Vaivero   (Hyvinkää )",313,0,72,241,0,0,30,0,26,16,63,55,13,1,0,1,28,3,0,22,26,22,7,0,0,0
"05900 Vieremä   (Hyvinkää )",1134,0,187,946,0,13,63,0,36,75,45,12,5,4,0,17,130,184,189,33,309,6,12,0,0,1
"05950 Ridasjärvi   (Hyvinkää )",153,10,28,115,10,0,17,0,1,10,3,18,1,0,0,0,2,0,0,6,83,2,0,0,0,0
"06100 Porvoo Keskus   (Porvoo )",7868,37,469,7362,37,0,151,76,54,188,1136,313,587,122,185,144,394,470,627,934,1743,194,513,0,0,0
"06150 Kevätkumpu   (Porvoo )",3955,1,1630,2324,1,1,1375,0,24,230,707,336,67,26,5,6,77,77,0,34,943,22,24,0,0,0
"06200 Porvoo itäinen   (Porvoo )",354,54,129,171,54,0,10,0,14,105,23,18,11,3,2,0,14,18,0,7,62,9,4,0,0,0
"06400 Gammelbacka   (Porvoo )",704,0,67,637,0,0,5,0,0,62,52,48,146,0,1,1,20,19,0,166,142,15,27,0,0,0
"06450 Eestinmäki-Ernestas   (Porvoo )",821,3,370,447,3,0,124,0,18,228,120,101,14,6,3,6,68,52,0,34,37,3,3,0,0,1
"06500 Saksala-Suomenkylä   (Porvoo )",213,28,70,115,28,1,1,0,0,68,23,13,1,2,1,2,23,7,0,13,20,6,4,0,0,0
"06530 Kerkkoo   (Porvoo )",132,24,49,59,24,0,5,0,0,44,23,4,5,0,1,2,0,2,0,9,13,0,0,0,0,0
"06650 Hamari   (Porvoo )",94,2,34,58,2,0,13,0,0,21,14,2,7,0,0,0,6,4,0,12,9,0,4,0,0,0
"06750 Tolkkinen   (Porvoo )",255,2,73,180,2,0,20,30,0,23,13,74,9,1,0,0,6,8,6,46,15,1,1,0,0,0
"06830 Kulloonkylä   (Porvoo )",147,16,28,103,16,0,15,0,0,13,8,29,10,4,0,0,12,3,0,15,3,12,7,0,0,0
"06850 Kulloo   (Porvoo )",2485,0,1689,796,0,0,1165,57,0,467,5,31,36,0,0,0,640,59,0,1,22,0,2,0,0,0
"06880 Kärrby   (Sipoo )",31,2,16,13,2,0,4,0,0,12,4,5,0,0,1,0,1,1,0,0,0,0,1,0,0,0
"06950 Emäsalo   (Porvoo )",93,9,61,23,9,0,7,0,0,54,5,0,9,1,0,0,4,0,0,0,0,4,0,0,0,0
"07110 Hinthaara   (Porvoo )",175,7,48,120,7,0,8,0,0,40,30,4,2,1,0,2,5,11,0,32,28,3,2,0,0,0
"07130 Anttila   (Porvoo )",59,12,35,12,12,0,0,0,0,35,0,2,0,1,0,0,3,1,0,0,5,0,0,0,0,0
"07150 Laukkoski   (Pornainen )",192,15,64,113,15,0,3,0,0,61,2,53,16,1,3,1,7,10,0,14,0,5,1,0,0,0
"07170 Keski-Pornainen   (Pornainen )",525,22,81,422,22,0,4,0,0,77,52,37,24,8,12,4,13,29,20,69,130,12,12,0,0,0
"07190 Halkia   (Pornainen )",200,36,53,111,36,0,7,1,1,44,5,34,0,2,0,1,8,6,0,12,36,6,1,0,0,0
"07220 Kaarenkylä   (Porvoo )",38,8,12,18,8,0,2,0,0,10,1,4,0,2,0,0,0,1,0,0,10,0,0,0,0,0
"07230 Monninkylä   (Askola )",504,14,352,138,14,0,230,0,0,122,31,3,7,0,5,0,10,1,0,48,26,0,7,0,0,0
"07280 Ilola   (Porvoo )",90,29,19,42,29,0,1,0,0,18,2,5,0,2,0,1,7,5,0,7,10,1,2,0,0,0
"07310 Sannainen   (Porvoo )",67,7,14,46,7,0,1,0,0,13,2,21,10,0,0,0,0,1,0,11,0,0,1,0,0,0
"07320 Jakari-Sannäs   (Porvoo )",55,6,21,28,6,0,6,0,0,15,6,14,0,0,0,0,6,1,0,0,0,1,0,0,0,0
"07350 Gäddrag   (Porvoo )",6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"07360 Tirmo   (Porvoo )",2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"07370 Pellinki   (Porvoo )",20,2,8,10,2,0,6,0,0,2,3,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0
"07390 Suurpellinki   (Porvoo )",31,8,7,16,8,0,3,0,0,4,1,0,0,0,0,0,2,0,12,0,0,0,1,0,0,0
"07410 Kråkö   (Porvoo )",30,0,14,16,0,0,3,0,0,11,2,2,0,0,0,1,0,1,0,6,4,0,0,0,0,0
"07450 Voolahti   (Porvoo )",94,2,23,69,2,0,4,0,1,18,2,11,0,0,0,0,3,1,0,12,39,0,1,0,0,0
"07500 Askola Kirkonkylä   (Askola )",327,12,26,289,12,2,1,0,1,22,30,0,0,0,3,0,11,10,27,18,160,4,26,0,0,0
"07510 Vakkola   (Askola )",175,8,79,88,8,0,7,0,0,72,6,6,0,0,0,0,8,5,0,53,9,1,0,0,0,0
"07530 Onkimaa   (Askola )",23,15,4,4,15,0,1,0,0,3,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"07550 Torpinkylä   (Pukkila )",41,14,5,22,14,1,0,0,0,4,7,11,0,0,0,0,0,0,0,3,0,0,1,0,0,0
"07560 Pukkila Keskus   (Pukkila )",339,35,87,217,35,0,20,0,0,67,34,32,10,0,4,1,23,24,13,21,27,1,27,0,0,0
"07565 Kantele   (Pukkila )",42,13,19,10,13,0,3,0,0,16,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0
"07580 Tiilää   (Askola )",30,1,25,4,1,0,1,0,0,24,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
"07590 Huuvari-Tiilää   (Askola )",113,31,20,62,31,0,5,0,0,15,5,28,0,0,0,1,9,3,0,6,6,1,3,0,0,0
"07600 Myrskylä Keskus   (Myrskylä )",370,81,80,209,81,2,40,0,0,38,26,19,6,0,9,3,7,2,13,44,60,1,19,0,0,0
"07680 Juornaankylä   (Askola )",59,18,16,25,18,0,0,0,0,16,0,6,0,0,0,8,1,3,0,6,0,0,1,0,0,0
"07690 Kankkila   (Myrskylä )",14,12,1,1,12,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"07700 Koskenkylän saha-alue   (Loviisa )",154,21,47,86,21,0,12,0,0,35,13,13,1,1,0,2,3,1,0,17,30,5,0,0,0,0
"07720 Malmgård   (Loviisa )",23,11,8,4,11,0,8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"07740 Gammelby   (Loviisa )",123,13,19,91,13,0,0,0,0,19,28,2,54,0,1,0,2,0,0,0,4,0,0,0,0,0
"07750 Isnäs   (Loviisa )",58,11,15,32,11,0,1,0,0,14,0,2,8,0,0,1,2,0,0,7,4,7,1,0,0,0
"07780 Härkäpää   (Loviisa )",23,8,5,10,8,0,0,0,0,5,0,1,0,0,0,5,0,4,0,0,0,0,0,0,0,0
"07800 Lapinjärvi Keskus   (Lapinjärvi )",300,12,59,229,12,0,29,2,0,28,26,5,15,0,4,0,17,9,24,26,88,2,13,0,0,0
"07810 Ingermaninkylä   (Lapinjärvi )",79,6,23,50,6,0,12,0,3,8,32,0,2,0,0,0,3,0,7,4,0,1,1,0,0,0
"07820 Porlammi   (Lapinjärvi )",110,49,22,39,49,0,15,0,0,7,8,12,1,0,1,0,3,1,0,7,3,0,3,0,0,0
"07830 Pukaro   (Lapinjärvi )",132,39,31,61,39,0,3,0,0,28,36,1,21,0,0,0,1,0,0,1,1,0,0,0,0,1
"07840 Lindkoski   (Lapinjärvi )",63,38,15,10,38,0,14,0,0,1,0,4,0,0,0,0,0,4,0,0,0,0,2,0,0,0
"07850 Heikinkylä   (Lapinjärvi )",42,22,4,16,22,0,2,0,0,2,2,11,0,0,1,0,1,0,0,0,0,0,1,0,0,0
"07870 Skinnarby   (Loviisa )",68,27,22,19,27,0,4,0,0,18,3,6,1,0,0,0,3,1,0,0,3,0,2,0,0,0
"07880 Liljendal Keskus   (Loviisa )",278,35,77,166,35,0,60,0,0,17,9,38,0,0,2,0,2,56,0,7,43,2,7,0,0,0
"07890 Mickelspiltom   (Loviisa )",34,17,1,16,17,0,0,0,0,1,0,1,0,0,0,0,3,2,0,1,9,0,0,0,0,0
"07900 Loviisa Keskus   (Loviisa )",2773,39,1040,1694,39,0,417,509,17,97,285,90,135,50,39,10,81,154,144,214,384,33,75,0,0,0
"07910 Valko   (Loviisa )",201,6,78,117,6,0,51,0,0,27,6,65,0,0,0,1,3,2,0,6,32,0,2,0,0,0
"07920 Etelä-Harju   (Loviisa )",103,2,30,71,2,0,9,0,0,21,4,13,2,0,0,0,9,17,0,1,23,0,2,0,0,0
"07930 Pernaja Kirkonkylä   (Loviisa )",143,10,18,115,10,0,12,0,0,6,0,7,0,1,0,0,1,0,0,4,80,3,19,0,0,0
"07940 Määrlahti   (Loviisa )",83,0,9,74,0,0,1,0,0,8,2,1,3,0,0,0,4,0,0,0,64,0,0,0,0,0
"07945 Kuggom   (Loviisa )",79,15,20,44,15,0,9,0,0,11,2,12,0,3,0,1,2,0,0,4,12,1,7,0,0,0
"07955 Tesjoki   (Loviisa )",234,7,108,119,7,0,66,0,4,38,21,19,2,0,0,1,2,3,0,13,55,2,1,0,0,0
"07960 Ahvenkoski   (Loviisa )",19,1,6,12,1,0,2,0,0,4,0,1,9,0,0,0,1,1,0,0,0,0,0,0,0,0
"07970 Ruotsinpyhtää Keskus   (Loviisa )",81,2,18,61,2,0,10,0,1,7,1,7,6,0,12,0,2,6,0,4,10,1,12,0,0,0
"07980 Kuninkaankylä   (Loviisa )",30,12,16,2,12,0,2,0,0,14,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"07990 Ruotsinkylä-Koskisto   (Loviisa )",40,30,0,10,30,0,0,0,0,0,3,0,0,0,0,0,0,1,0,5,1,0,0,0,0,0
"08100 Lohja Keskus   (Lohja )",5062,13,446,4603,13,22,298,2,18,106,434,139,293,61,136,62,216,394,538,657,1335,162,176,0,0,0
"08150 Keskilohja   (Lohja )",1503,0,734,769,0,0,513,0,16,205,130,158,17,6,1,4,38,103,0,33,202,57,20,0,0,0
"08200 Ojamo   (Lohja )",1565,0,91,1474,0,0,31,3,0,57,364,10,39,23,0,1,11,187,40,47,706,2,44,0,0,0
"08350 Routio   (Lohja )",222,7,33,182,7,0,11,0,0,22,79,6,8,0,2,0,10,7,0,33,25,4,8,0,0,0
"08360 Kisakallio   (Lohja )",99,0,32,67,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0
"08450 Hormajärvi   (Lohja )",178,0,28,150,0,0,24,0,0,4,5,5,3,0,0,1,1,7,0,37,91,0,0,0,0,0
"08480 Karstu   (Lohja )",27,7,8,12,7,0,0,0,0,8,9,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0
"08500 Ventelä-Millola   (Lohja )",1706,24,646,1036,24,1,378,4,35,228,427,39,38,6,4,6,91,30,0,97,240,13,45,0,0,0
"08680 Muijala   (Lohja )",478,5,207,266,5,0,185,0,0,22,68,53,2,0,0,0,3,13,0,19,92,0,16,0,0,0
"08700 Virkkala   (Lohja )",1112,42,343,727,42,0,134,1,1,207,142,68,32,14,6,14,74,35,0,124,176,9,33,0,0,0
"08800 Kirkniemi   (Lohja )",822,16,665,141,16,0,587,0,0,78,2,88,9,1,0,0,9,4,0,5,22,1,0,0,0,0
"09120 Karjalohja   (Lohja )",355,27,58,270,27,0,6,0,0,52,35,10,71,3,2,1,8,5,0,6,115,6,8,0,0,0
"09220 Sammatti   (Lohja )",344,24,160,160,24,0,69,0,0,91,20,14,8,2,4,0,10,7,1,29,54,0,11,0,0,0
"09430 Saukkola   (Lohja )",352,40,143,169,40,0,96,0,0,47,58,42,16,3,6,0,9,5,0,0,25,0,5,0,0,0
"09520 Millola   (Lohja )",14,9,1,4,9,0,1,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
