"Postal code area","Households, total, 2015 (TR)","Average income of households, 2015 (TR)","Median income of households, 2015 (TR)","Households belonging to the lowest income category, 2015 (TR)","Households belonging to the middle income category, 2015 (TR)","Households belonging to the highest income category, 2015 (TR)","Accumulated purchasing power of households, 2015 (TR)"
"07820 Porlammi   (Lapinjärvi )",259,38901,29241,91,135,33,10075385
"07830 Pukaro   (Lapinjärvi )",130,46249,35950,25,82,23,6012343
"07840 Lindkoski   (Lapinjärvi )",90,43994,34664,25,42,23,3959466
"07850 Heikinkylä   (Lapinjärvi )",131,42959,36421,32,79,20,5627679
"07870 Skinnarby   (Loviisa )",200,42813,38319,44,117,39,8562590
"07880 Liljendal Keskus   (Loviisa )",472,38793,32709,128,266,78,18310153
"07890 Mickelspiltom   (Loviisa )",88,40946,33396,22,49,17,3603265
"07900 Loviisa Keskus   (Loviisa )",2267,34064,27609,644,1270,353,77223041
"07910 Valko   (Loviisa )",582,35893,30538,140,349,93,20889618
"07920 Etelä-Harju   (Loviisa )",686,41317,35141,143,398,145,28343385
"07930 Pernaja Kirkonkylä   (Loviisa )",290,42149,36043,61,159,70,12223118
"07940 Määrlahti   (Loviisa )",563,33303,23360,212,288,63,18749600
"07945 Kuggom   (Loviisa )",213,41716,36171,49,119,45,8885594
"07955 Tesjoki   (Loviisa )",544,40207,35645,118,314,112,21872729
"07960 Ahvenkoski   (Loviisa )",63,47740,36024,10,37,16,3007591
"07970 Ruotsinpyhtää Keskus   (Loviisa )",297,38511,32616,61,173,63,11437678
"07980 Kuninkaankylä   (Loviisa )",162,34590,27382,53,83,26,5603553
"07990 Ruotsinkylä-Koskisto   (Loviisa )",130,43489,34233,36,70,24,5653544
"08100 Lohja Keskus   (Lohja )",4481,36550,28864,1073,2562,846,163778643
"08150 Keskilohja   (Lohja )",2216,46615,41516,359,1320,537,103298115
"08200 Ojamo   (Lohja )",2018,32347,27958,530,1259,229,65276718
"08350 Routio   (Lohja )",1227,37335,30032,318,684,225,45810522
"08360 Kisakallio   (Lohja )",.,.,.,.,.,.,.
"08450 Hormajärvi   (Lohja )",122,50261,38724,26,64,32,6131805
"08480 Karstu   (Lohja )",110,48216,46957,18,61,31,5303781
"08500 Ventelä-Millola   (Lohja )",2765,45765,40865,435,1685,645,126540791
"08680 Muijala   (Lohja )",697,52245,51546,93,365,239,36414581
"08700 Virkkala   (Lohja )",3378,41074,37062,655,2029,694,138747296
"08800 Kirkniemi   (Lohja )",654,49342,45153,86,384,184,32269559
"09120 Karjalohja   (Lohja )",567,52412,32397,141,329,97,29717439
"09220 Sammatti   (Lohja )",712,40880,37106,135,446,131,29106452
"09430 Saukkola   (Lohja )",739,42532,38063,130,454,155,31431334
"09520 Millola   (Lohja )",58,46873,43160,10,28,20,2718621
"09630 Koisjärvi   (Lohja )",200,45452,42209,35,111,54,9090451
"09810 Nummi-Oinola   (Lohja )",465,37856,31647,123,259,83,17603076
"09930 Leppäkorpi   (Lohja )",139,37678,31527,32,85,22,5237266
"10120 Tähtelä   (Inkoo )",262,50703,44180,44,145,73,13284308
"10140 Päivölä   (Inkoo )",125,53383,54947,20,58,47,6672873
"10160 Degerby   (Inkoo )",350,56288,53180,44,180,126,19700636
"10210 Inkoo Keskus   (Inkoo )",1282,43366,36919,263,712,307,55594889
"10230 Inkoo Asemanseutu   (Inkoo )",155,45012,43340,33,86,36,6976785
"10250 Fagervik   (Inkoo )",69,46850,33598,12,39,18,3232617
"10270 Barösund   (Inkoo )",62,43073,34399,17,30,15,2670525
"10300 Karjaa Keskus   (Raasepori )",3589,36231,30810,937,2167,485,130034516
"10320 Bäljars   (Raasepori )",656,33113,29421,190,398,68,21721809
"10330 Pinjainen   (Raasepori )",291,39346,33943,60,176,55,11449734
"10350 Meltolan sairaala-alue   (Raasepori )",20,..,..,..,..,..,..
"10360 Mustio   (Raasepori )",596,44253,38556,96,370,130,26374935
"10380 Kaunislahti   (Raasepori )",47,45179,40939,7,26,14,2123412
"10410 Åminnefors   (Raasepori )",195,33181,28943,58,113,24,6470350
"10420 Pohjankuru   (Raasepori )",872,42444,30082,242,533,97,37011412
"10440 Bollsta   (Raasepori )",170,36778,30237,55,97,18,6252276
"10470 Fiskari   (Raasepori )",257,36834,30124,78,147,32,9466336
"10480 Antskog   (Raasepori )",47,38734,35298,10,29,8,1820508
"10520 Tenhola Kirkonkylä   (Raasepori )",765,41007,34087,182,456,127,31370004
"10570 Bromarv   (Raasepori )",247,37230,29313,79,131,37,9195738
"10600 Tammisaari Keskus   (Raasepori )",2750,36885,27543,793,1499,458,101435031
"10620 Tammisaari   (Raasepori )",830,40138,37552,157,546,127,33314608
"10640 Dragsvik   (Raasepori )",384,46803,44380,37,261,86,17972508
"10650 Flyet   (Raasepori )",1340,35492,30671,351,811,178,47559897
"10660 Trollböle   (Raasepori )",420,36165,32993,108,261,51,15189277
"10680 Skogby   (Raasepori )",90,36918,35647,18,61,11,3322623
"10710 Snappertuna   (Raasepori )",166,39333,37236,37,102,27,6529211
"10820 Lappohja   (Hanko )",317,33982,32304,84,190,43,10772147
"10900 Hanko Keskus   (Hanko )",2365,32073,26802,672,1416,277,75851970
"10940 Hangonkylä   (Hanko )",952,44575,38813,124,632,196,42435087
"10960 Hanko Pohjoinen   (Hanko )",891,39474,34968,154,608,129,35171600
"11100 Riihimäki Keskus   (Riihimäki )",4042,31222,24981,1194,2306,542,126198401
"11120 Pohjois-Riihimäki   (Riihimäki )",3345,39917,33896,683,2009,653,133522733
"11130 Peltosaari-Patastenmäki   (Riihimäki )",4497,38492,33244,1157,2512,828,173098122
"11310 Taka-Kasarmi   (Riihimäki )",312,43827,41998,53,195,64,13674139
"11710 Herajoki   (Riihimäki )",1387,41556,37173,272,845,270,57637861
"11910 Lasi-Kumela   (Janakkala )",1167,39606,32815,283,657,227,46219973
"12100 Oitti   (Hausjärvi )",1255,36070,30605,345,722,188,45268237
"12130 Mommila   (Hausjärvi )",155,43356,33369,37,92,26,6720130
"12170 Hietoinen   (Hausjärvi )",93,40703,36124,25,46,22,3785375
"12210 Hausjärvi kk   (Hausjärvi )",98,45584,37683,20,59,19,4467272
"12240 Hikiä   (Hausjärvi )",700,46551,44331,88,454,158,32586002
"12310 Ryttylä   (Hausjärvi )",822,39547,37226,195,496,131,32507318
"12350 Turkhauta   (Hausjärvi )",196,41973,38203,38,118,40,8226728
"12380 Leppäkoski   (Janakkala )",232,41690,36778,48,143,41,9672134
"12400 Tervakoski   (Janakkala )",2180,39920,35020,407,1385,388,87024923
"12450 Vähikkälä   (Janakkala )",116,44158,38509,16,75,25,5122318
"12520 Kormu   (Loppi )",171,48408,48095,19,105,47,8277703
"12540 Launonen   (Loppi )",600,46203,43835,101,375,124,27721635
"12600 Läyliäinen   (Loppi )",811,40577,36252,187,487,137,32908041
"12630 Sajaniemi   (Loppi )",127,41548,38211,17,80,30,5276561
"12640 Joentaka   (Loppi )",130,47087,44813,19,77,34,6121308
"12700 Loppi kk   (Loppi )",1146,34741,28099,338,654,154,39813108
"12750 Pilpala   (Loppi )",247,37920,34501,64,146,37,9366301
"12820 Räyskälä   (Loppi )",26,..,..,..,..,..,..
"12920 Topeno   (Loppi )",162,39991,37374,40,92,30,6478506
"12950 Vojakkala-Eerolankulma   (Loppi )",91,36075,31734,26,49,16,3282852
"13100 Hämeenlinna Keskus   (Hämeenlinna )",6395,34279,27080,1717,3546,1132,219215703
"13110 Kantola   (Hämeenlinna )",112,32036,25950,46,52,14,3587980
"13130 Kauriala   (Hämeenlinna )",3711,31724,24641,1114,2129,468,117728929
"13200 Keinusaari   (Hämeenlinna )",925,29503,24579,252,545,128,27289882
"13210 Hätilä   (Hämeenlinna )",4298,37325,30168,1055,2437,806,160423690
"13220 Sairio   (Hämeenlinna )",826,46661,40029,106,476,244,38542100
"13250 Katuma   (Hämeenlinna )",638,26887,21918,274,306,58,17153989
"13270 Ruununmylly   (Hämeenlinna )",606,56524,51661,62,340,204,34253777
"13300 Käikälä   (Hämeenlinna )",1096,47368,46965,92,747,257,51915082
"13330 Harviala   (Janakkala )",285,50860,49840,33,172,80,14495143
"13430 Hattelmala   (Hämeenlinna )",458,50018,45427,52,279,127,22908259
"13500 Jukola   (Hattula )",5358,39603,34238,1131,3288,939,212193754
"13530 Hämeenlinna sairaala-alue   (Hämeenlinna )",.,.,.,.,.,.,.
"13600 Ojoinen   (Hämeenlinna )",1953,33593,27726,530,1194,229,65606959
"13700 Parolannummi   (Hattula )",195,45723,39507,28,118,49,8915936
"13720 Parola   (Hattula )",2039,41173,36749,390,1297,352,83950884
"13800 Katinala   (Hattula )",616,41678,34584,137,360,119,25673405
"13880 Rahkoila   (Hattula )",488,48420,46372,58,297,133,23629006
"13900 Pekola   (Hattula )",340,51559,47219,42,213,85,17530178
"14140 Jokimaa   (Janakkala )",94,38660,34820,26,52,16,3634071
"14200 Turenki   (Janakkala )",4339,37045,31758,1050,2624,665,160736332
"14240 Väli-Janakkala   (Janakkala )",376,47349,42747,52,235,89,17803180
"14300 Renko kk   (Hämeenlinna )",1003,38779,33629,238,602,163,38895560
"14330 Kaloinen   (Hämeenlinna )",9,..,..,..,..,..,..
"14370 Lukana   (Hämeenlinna )",45,41078,35830,7,28,10,1848493
"14430 Vuohiniemi   (Hattula )",38,36973,27695,11,21,6,1404966
"14450 Rimmilä   (Hämeenlinna )",70,36187,30934,21,39,10,2533107
"14500 Iittala   (Hämeenlinna )",1500,39904,35284,300,949,251,59855446
"14530 Leteensuo   (Hattula )",104,43114,41452,17,64,23,4483863
"14610 Lepaa   (Hattula )",197,37785,31695,62,107,28,7443585
"14620 Tyrväntö   (Hattula )",77,43681,34801,16,48,13,3363464
"14680 Alvettula   (Hämeenlinna )",258,39128,34218,60,163,35,10094962
"14690 Torvoila   (Hämeenlinna )",89,37724,30631,21,51,17,3357439
"14700 Hauho kk   (Hämeenlinna )",1000,34014,27679,324,550,126,34014280
"14770 Eteläinen   (Hämeenlinna )",378,43423,41851,63,239,76,16413882
"14810 Pohjoinen   (Hämeenlinna )",129,42318,37442,21,82,26,5459018
"14820 Syrjäntaka   (Hämeenlinna )",396,37951,32499,99,238,59,15028502
"14840 Sairiala   (Hämeenlinna )",109,39160,29713,34,55,20,4268488
"14870 Juttila   (Hämeenlinna )",114,34645,28680,43,57,14,3949513
"14930 Sappee   (Hämeenlinna )",58,33173,29274,21,29,8,1924045
"14960 Puutikkala   (Pälkäne )",47,33473,25338,19,22,6,1573234
"14980 Kuohijoki   (Pälkäne )",21,..,..,..,..,..,..
"15100 Lahti Asemanseutu   (Lahti )",3845,29253,23157,1442,1951,452,112478195
"15110 Keski-Lahti   (Lahti )",3297,29497,21967,1227,1633,437,97252276
"15140 Kartano-Paavola   (Lahti )",9726,30454,24037,3042,5471,1213,296196774
"15150 Möysä   (Lahti )",2614,30391,23120,886,1422,306,79442838
"15160 Kolava   (Lahti )",647,57748,55920,39,391,217,37363164
"15170 Tenava-Tonttila   (Lahti )",2123,30427,25343,744,1171,208,64596088
"15200 Kiveriö   (Lahti )",2025,28900,22641,817,1064,144,58522117
"15210 Kivistönmäki   (Lahti )",2576,27158,23045,924,1474,178,69958610
"15230 Kytölä   (Lahti )",1165,46299,41002,176,736,253,53938165
"15240 Mukkula   (Lahti )",3952,34445,27470,1244,2244,464,136127608
"15270 Kukkila   (Hollola )",637,50794,49142,79,382,176,32355575
"15300 Myllypohja-Koiskala   (Lahti )",1811,40274,34435,457,1033,321,72936408
"15320 Ahtiala   (Lahti )",1123,48120,44333,180,688,255,54039291
"15340 Kunnas-Hiekkanummi   (Lahti )",1051,47537,46657,137,675,239,49961380
"15460 Mäkelä   (Lahti )",240,48575,42552,39,144,57,11657888
"15500 Liipola   (Lahti )",2812,25308,21094,1280,1410,122,71165215
"15520 Saksala   (Lahti )",1391,28775,25484,417,865,109,40025469
"15540 Villähde   (Lahti )",1777,45130,42711,265,1133,379,80195950
"15550 Rakokivi   (Lahti )",1861,32734,28790,555,1117,189,60918116
"15560 Nastola kk   (Lahti )",2088,33534,27922,675,1156,257,70018813
"15580 Ruuhijärvi   (Lahti )",105,40234,36482,24,69,12,4224533
"15610 Laune-Nikkilä   (Lahti )",2300,43059,38796,408,1462,430,99034748
"15680 Renkomäki-Ämmälä   (Lahti )",1103,52183,51153,112,704,287,57558254
"15700 Hennala-Jokimaa   (Hollola )",3330,35821,30085,896,2011,423,119283186
"15800 Kärpänen   (Lahti )",1952,30909,24733,677,1060,215,60333396
"15810 Kasakkamäki   (Lahti )",573,40547,37277,113,370,90,23233383
"15820 Okeroinen   (Hollola )",389,47075,46737,58,259,72,18311999
"15830 Metsäkangas   (Lahti )",2172,31147,26025,624,1353,195,67650479
"15840 Riihelä   (Lahti )",887,38831,33474,180,579,128,34443462
"15850 Likolampi   (Lahti )",324,35740,30835,85,198,41,11579712
"15860 Kartano   (Hollola )",1842,34203,28619,509,1086,247,63002663
"15870 Salpakangas   (Hollola )",2137,35988,29517,551,1249,337,76907087
"15880 Soramäki   (Hollola )",2129,42009,36930,414,1316,399,89437640
"15900 Jalkaranta   (Lahti )",740,64028,51853,70,333,337,47380447
"15950 Kiikkula   (Lahti )",2071,40449,31344,425,1206,440,83770899
"15980 Messilä   (Hollola )",.,.,.,.,.,.,.
"16100 Uusikylä   (Lahti )",654,37117,34075,152,422,80,24274337
"16160 Okkeri   (Lahti )",46,38041,32984,11,30,5,1749890
"16200 Artjärvi Keskus   (Orimattila )",355,32897,27122,115,199,41,11678563
"16230 Artjärvi Kirkonkylä   (Orimattila )",143,36590,30323,45,76,22,5232376
"16260 Hietana   (Orimattila )",81,41342,28570,24,43,14,3348671
"16270 Villikkala   (Orimattila )",66,42773,34218,21,32,13,2823031
"16280 Kuivanto   (Orimattila )",258,39654,36771,60,162,36,10230773
"16300 Orimattila Keskus   (Orimattila )",5273,35575,29455,1567,2958,748,187586108
"16310 Virenoja   (Orimattila )",232,45326,41250,49,139,44,10515735
"16320 Pennala   (Orimattila )",390,47809,46655,60,236,94,18645505
"16330 Heinämaa   (Orimattila )",147,46061,42822,30,72,45,6770977
"16350 Niinikoski   (Orimattila )",144,38404,31734,34,89,21,5530121
"16390 Pakaa   (Orimattila )",122,40145,35772,32,68,22,4897646
"16450 Mallusjoki   (Orimattila )",214,41234,33286,59,112,43,8824103
"16500 Herrala   (Hollola )",368,42054,40941,67,247,54,15475807
"16510 Luhtikylä   (Orimattila )",189,43428,40336,46,97,46,8207858
"16540 Mertie   (Kärkölä )",125,40832,34921,31,71,23,5104027
"16600 Järvelä   (Kärkölä )",1463,34964,29315,401,879,183,51152221
"16610 Kärkölä kk   (Kärkölä )",323,39304,35041,83,186,54,12695035
"16630 Tennilä   (Hollola )",121,45324,39998,34,63,24,5484189
"16670 Lappila   (Kärkölä )",304,38281,33128,83,157,64,11637446
"16710 Hollola kk   (Hollola )",374,48589,44233,58,228,88,18172466
"16730 Kutajärvi   (Hollola )",403,46101,42315,68,257,78,18578584
"16790 Manskivi   (Hollola )",49,46630,37176,9,27,13,2284886
"16800 Hämeenkoski   (Hollola )",976,36331,31080,279,559,138,35458703
"16900 Lammi kk   (Hämeenlinna )",2373,35588,29276,693,1372,308,84451212
"16960 Iso-Evo   (Hämeenlinna )",77,36735,28581,21,45,11,2828621
"16970 Evo   (Hämeenlinna )",49,22223,16591,28,18,3,1088906
"16980 Ronni   (Hämeenlinna )",4,..,..,..,..,..,..
"17110 Sipilä   (Hollola )",437,48446,44158,72,263,102,21170944
"17120 Paimela   (Hollola )",230,46040,44023,49,120,61,10589271
"17130 Vesivehmaa   (Asikkala )",328,44133,41035,65,203,60,14475528
"17150 Urajärvi   (Asikkala )",164,43690,36281,30,101,33,7165175
"17200 Vääksy Keskus   (Asikkala )",2722,35413,29054,780,1571,371,96395066
"17220 Pietilä   (Asikkala )",81,32811,29859,27,47,7,2657704
"17240 Kalkkinen   (Asikkala )",204,34644,29290,70,103,31,7067286
"17320 Asikkala   (Asikkala )",159,35653,31079,36,102,21,5668790
"17410 Viitaila   (Asikkala )",112,40101,33762,28,63,21,4491292
"17430 Kurhila   (Asikkala )",113,39648,35958,32,62,19,4480196
"17440 Vähimaa   (Asikkala )",29,..,..,..,..,..,..
"17450 Iso-Äiniö-Vähimaa   (Asikkala )",97,38137,31751,29,53,15,3699241
"17470 Maakeski   (Padasjoki )",128,38064,30915,41,66,21,4872253
"17500 Padasjoki Keskus   (Padasjoki )",1000,31156,25551,340,574,86,31155844
"17510 Nyystölä   (Padasjoki )",107,65251,35245,24,68,15,6981827
"17530 Arrakoski   (Padasjoki )",121,33007,27761,44,62,15,3993846
"17610 Auttoinen   (Padasjoki )",152,31359,26741,56,83,13,4766514
"17630 Vesijako   (Padasjoki )",58,34137,32027,16,36,6,1979919
"17710 Torittu   (Padasjoki )",30,45951,35420,8,16,6,1378538
"17740 Kasiniemi-Torittu   (Padasjoki )",30,30904,27780,6,20,4,927117
"17780 Harmoinen   (Kuhmoinen )",35,36970,30138,9,19,7,1293940
"17800 Kuhmoinen Keskus   (Kuhmoinen )",1018,29693,24905,374,549,95,30227183
"17840 Harjunsalmi   (Kuhmoinen )",37,33824,27981,12,21,4,1251491
"17850 Pihlajakoski   (Kuhmoinen )",39,36561,28433,14,16,9,1425881
"17870 Ruolahti   (Kuhmoinen )",35,28301,28253,18,14,3,990543
"17930 Päijälä   (Kuhmoinen )",47,31240,25888,15,29,3,1468272
"17950 Kylämä   (Kuhmoinen )",15,..,..,..,..,..,..
"17970 Puukkoinen   (Kuhmoinen )",17,..,..,..,..,..,..
"18100 Heinola Keskus   (Heinola )",4013,32894,26109,1218,2254,541,132001843
"18120 Reumasairaala-alue   (Heinola )",366,40589,39554,64,247,55,14855714
"18130 Tommola-Sahanniemi   (Heinola )",1110,27411,21806,458,565,87,30425746
"18150 Jyränkö   (Heinola )",1266,33151,28464,355,775,136,41969573
"18200 Kaakonlampi-Pyhätön   (Heinola )",1188,29299,24294,454,648,86,34807458
"18300 Heinola kk   (Heinola )",1344,37040,31910,342,812,190,49781409
"18600 Myllyoja   (Heinola )",353,42020,40741,66,234,53,14832969
"19110 Vierumäki taajama   (Heinola )",310,39199,34722,70,189,51,12151758
"19120 Vierumäki urheiluopisto   (Heinola )",60,41153,28018,14,37,9,2469182
"19160 Huutotöyry   (Iitti )",214,38579,32008,65,116,33,8255980
"19210 Lusi   (Heinola )",205,37335,34319,66,105,34,7653597
"19230 Onkiniemi   (Sysmä )",61,32215,26920,21,34,6,1965140
"19250 Syrjäkoski   (Heinola )",29,..,..,..,..,..,..
"19260 Paaso-Syrjäkoski   (Heinola )",60,34306,27061,20,34,6,2058334
"19310 Karilanmaa   (Sysmä )",42,34483,27557,15,21,6,1448281
"19320 Nikkaroinen   (Sysmä )",45,40512,34651,14,24,7,1823020
"19370 Nuoramoinen   (Sysmä )",201,37097,28949,77,90,34,7456546
"19410 Kuortti   (Pertunmaa )",252,32382,25833,89,136,27,8160300
"19420 Mansikkamäki   (Pertunmaa )",79,37053,29911,21,43,15,2927184
"19430 Pertunmaa Keskus   (Pertunmaa )",411,28998,22071,178,202,31,11918228
"19460 Ruorasmäki   (Pertunmaa )",62,30887,28146,22,35,5,1914975
"19470 Lihavanpää-Hartosenpää   (Pertunmaa )",81,32107,26577,35,36,10,2600707
"19480 Hartosenpää   (Pertunmaa )",39,29771,22852,16,21,2,1161058
"19510 Lepsala   (Hartola )",21,..,..,..,..,..,..
"19540 Koitti-Lepsala   (Hartola )",146,31984,25846,60,72,14,4669594
"19600 Hartola Keskus   (Hartola )",1195,29300,24693,471,615,109,35014036
"19610 Murakka   (Hartola )",54,28556,22426,25,25,4,1541998
"19620 Pohela   (Hartola )",84,31334,26424,35,43,6,2632065
"19630 Kalhonkylä   (Hartola )",38,36088,30990,10,23,5,1371332
"19650 Joutsa Keskus   (Joutsa )",1844,31085,25404,677,982,185,57321486
"19670 Mieskonmäki   (Joutsa )",68,34641,28117,24,34,10,2355563
"19700 Sysmä Keskus   (Sysmä )",1682,29923,24660,629,900,153,50329949
"19730 Särkilampi   (Sysmä )",13,..,..,..,..,..,..
"19740 Liikola   (Sysmä )",64,30432,25054,25,33,6,1947672
"19770 Valittula   (Sysmä )",56,32709,27999,18,33,5,1831699
"19850 Putkijärvi-Siltasuo   (Hartola )",48,33604,31945,18,22,8,1612979
"19910 Tammijärvi   (Luhanka )",219,36057,30041,66,124,29,7896393
"19920 Pappinen   (Joutsa )",74,37249,30958,20,44,10,2756398
"19950 Luhanka   (Luhanka )",158,33732,25567,61,76,21,5329639
"20100 Turku Keskus   (Turku )",16872,32439,24091,5530,8596,2746,547318708
"20200 Iso-Heikkilä   (Turku )",1419,25348,21375,538,769,112,35968710
"20210 Pahaniemi   (Turku )",2284,28577,25230,776,1373,135,65270512
"20240 Pansio-Perno   (Turku )",2625,29124,25163,994,1473,158,76449563
"20250 Pitkämäki-Muhkuri   (Turku )",312,54976,46095,40,174,98,17152501
"20300 Pohjola-Kastu   (Turku )",3551,37293,28895,921,1990,640,132427876
"20320 Kuninkoja-Mälikkälä   (Turku )",8870,34950,29436,1979,5544,1347,310002187
"20360 Kärsämäki-Urusvuori-Halinen   (Turku )",6303,29265,24041,2178,3648,477,184458518
"20380 Räntämäki-Saramäki   (Turku )",1201,40539,34511,360,588,253,48687339
"20400 Moisio   (Turku )",1143,50297,49303,125,766,252,57489936
"20460 Jäkärlä   (Turku )",1686,35683,32480,462,1022,202,60160876
"20500 Vesilinna   (Turku )",4166,26411,19741,1926,1740,500,110026172
"20520 Kupittaa   (Turku )",2121,31577,23367,810,1004,307,66975865
"20540 Nummi-Ylioppilaskylä   (Turku )",10336,32171,24780,4081,4878,1377,332523444
"20610 Varissuo   (Turku )",6717,29172,24563,2807,3429,481,195946783
"20660 Littoinen   (Kaarina )",2841,52452,49091,285,1721,835,149015859
"20700 Vartiovuori-Samppalinna   (Turku )",3727,31191,23612,1198,1975,554,116247327
"20720 Vasaramäki   (Turku )",3568,34044,23816,1182,1854,532,121468573
"20730 Skanssi   (Turku )",50,43286,32526,8,31,11,2164305
"20740 Ilpoinen-Harittu   (Turku )",4970,34244,28106,1414,2847,709,170191847
"20750 Huhkola-Lauste-Vaala   (Turku )",2527,31393,27509,913,1394,220,79330079
"20760 Piispanristi   (Kaarina )",2002,44556,35627,339,1215,448,89200892
"20780 Kaarina Keskus   (Kaarina )",5599,42856,33470,1193,3267,1139,239948347
"20800 Ammattikorkeakoulu   (Turku )",.,.,.,.,.,.,.
"20810 Martti-Korppolaismäki   (Turku )",9567,33930,26997,2656,5288,1623,324607576
"20880 Uittamo   (Turku )",2245,38990,30016,496,1301,448,87531755
"20900 Moikoinen-Pikisaari   (Turku )",3463,62785,49893,455,1759,1249,217425435
"20960 Kakskerta   (Turku )",578,63988,47888,71,302,205,36985217
"21100 Naantali Keskus   (Naantali )",3695,42998,30467,815,2076,804,158877309
"21110 Taimo-Nuhjala-Lietsala   (Naantali )",3301,46794,41388,515,1939,847,154466235
"21120 Viherjäinen   (Raisio )",765,50912,47059,90,461,214,38947919
"21130 Poikko   (Naantali )",235,55153,48331,30,127,78,12961061
"21140 Rymättylä Keskus   (Naantali )",605,44092,36364,136,343,126,26675778
"21150 Röölä   (Naantali )",150,41358,34370,41,78,31,6203752
"21160 Merimasku   (Naantali )",704,61493,50387,72,381,251,43291090
"21180 Livonsaari   (Naantali )",94,63280,38658,23,50,21,5948362
"21195 Velkua   (Naantali )",103,45690,40358,16,59,28,4706045
"21200 Raisio Keskus   (Raisio )",6488,33694,27518,1721,3951,816,218606978
"21210 Hakinmäki   (Raisio )",1155,43458,39260,215,673,267,50194245
"21220 Somersoja   (Raisio )",621,40021,36362,141,360,120,24853264
"21230 Lemu   (Masku )",719,46652,44089,93,480,146,33542661
"21240 Askainen Keskus   (Masku )",377,41696,38344,76,228,73,15719525
"21250 Masku   (Masku )",2636,48870,46099,309,1695,632,128820574
"21260 Ihala   (Raisio )",1519,49670,44651,174,935,410,75448297
"21270 Nousiainen   (Nousiainen )",1977,43445,41544,391,1207,379,85890804
"21280 Kuloinen   (Raisio )",951,49535,44796,77,618,256,47107810
"21290 Rusko   (Rusko )",1623,48601,45411,206,1028,389,78878967
"21310 Vahto   (Rusko )",706,48328,44774,105,440,161,34119459
"21330 Paattinen   (Turku )",766,45208,40497,135,480,151,34629554
"21340 Tortinmäki   (Turku )",232,40264,36723,29,168,35,9341353
