"Postal code area","Workplaces, 2015 (TP)","Primary production, 2015 (TP)","Processing, 2015 (TP)","Services, 2015 (TP)","A Agriculture, forestry and fishing, 2015 (TP)","B Mining and quarrying, 2015 (TP)","C Manufacturing, 2015 (TP)","D Electricity, gas, steam and air conditioning supply, 2015 (TP)","E Water supply; sewerage, waste management and remediation activities, 2015 (TP)","F Construction, 2015 (TP)","G Wholesale and retail trade; repair of motor vehicles and motorcycles, 2015 (TP)","H Transportation and storage, 2015 (TP)","I Accommodation and food service activities, 2015 (TP)","J Information and communication, 2015 (TP)","K Financial and insurance activities, 2015 (TP)","L Real estate activities, 2015 (TP)","M Professional, scientific and technical activities, 2015 (TP)","N Administrative and support service activities, 2015 (TP)","O Public administration and defence; compulsory social security, 2015 (TP)","P Education, 2015 (TP)","Q Human health and social work activities, 2015 (TP)","R Arts, entertainment and recreation, 2015 (TP)","S Other service activities, 2015 (TP)","T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use, 2015 (TP)","U Activities of extraterritorial organisations and bodies, 2015 (TP)","X Industry unknown, 2015 (TP)"
"25960 Högsåra   (Kemiönsaari )",4,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"26100 Rauma Keskus   (Rauma )",11786,12,3180,8594,12,0,2604,37,12,527,1481,1001,523,263,184,134,579,667,590,737,1851,292,292,0,0,0
"26200 Merirauma-Kappelinluhta   (Rauma )",217,5,34,178,5,0,10,0,1,23,14,27,18,1,7,1,12,11,0,14,64,1,8,0,0,0
"26410 Kaaro   (Rauma )",144,10,82,52,10,0,54,0,5,23,4,17,0,1,0,0,4,3,0,18,1,0,4,0,0,0
"26510 Uotila   (Rauma )",543,4,260,279,4,0,204,0,3,53,36,89,4,0,1,1,29,8,0,68,25,2,16,0,0,0
"26560 Kolla   (Rauma )",110,6,44,60,6,0,12,0,0,32,12,15,9,0,0,0,7,4,0,0,8,0,5,0,0,0
"26660 Paroalho   (Rauma )",344,0,91,253,0,0,9,0,27,55,86,30,6,5,0,0,13,12,0,20,72,0,9,0,0,0
"26720 Monnanummi   (Rauma )",81,0,12,69,0,0,9,0,0,3,0,5,0,0,0,0,2,3,0,0,52,0,7,0,0,0
"26740 Vasarainen   (Rauma )",45,7,6,32,7,0,5,0,0,1,5,16,0,0,1,2,0,0,0,5,1,0,2,0,0,0
"26820 Sampaanala   (Rauma )",729,0,525,204,0,0,396,0,4,125,67,31,9,0,0,0,18,42,0,3,31,1,2,0,0,0
"26840 Kortela   (Rauma )",64,4,21,39,4,0,2,0,0,19,13,7,0,1,0,0,2,0,0,6,8,1,1,0,0,0
"26910 Unaja   (Rauma )",63,3,25,35,3,0,6,0,0,19,8,8,0,0,0,0,1,5,0,9,3,0,1,0,0,0
"26930 Vermuntila   (Rauma )",32,9,5,18,9,0,0,0,0,5,5,8,0,0,0,0,2,1,0,0,2,0,0,0,0,0
"26950 Voiluoto   (Rauma )",42,15,19,8,15,0,0,0,0,19,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"27100 Eurajoki Keskus   (Eurajoki )",959,49,190,720,49,11,75,0,0,104,113,25,54,11,22,8,68,17,52,94,201,9,46,0,0,0
"27110 Irjanne   (Eurajoki )",54,17,12,25,17,0,10,0,0,2,2,4,1,0,0,0,2,3,0,7,0,1,5,0,0,0
"27130 Eurajoki asemanseutu   (Eurajoki )",69,21,31,17,21,7,22,0,0,2,0,2,0,0,0,0,2,1,0,4,8,0,0,0,0,0
"27150 Lapijoki   (Eurajoki )",154,11,94,49,11,0,45,0,0,49,1,15,0,0,0,0,2,1,0,9,20,0,1,0,0,0
"27160 Olkiluoto   (Eurajoki )",1050,0,866,184,0,11,9,731,77,38,2,0,11,0,0,0,1,167,0,0,3,0,0,0,0,0
"27170 Kuivalahti   (Eurajoki )",23,9,6,8,9,0,3,0,0,3,2,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0
"27220 Ala-Kieri   (Rauma )",42,18,16,8,18,0,5,0,0,11,4,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"27230 Lappi   (Rauma )",530,29,309,192,29,0,275,0,0,34,25,38,7,0,8,0,2,2,0,20,86,0,4,0,0,0
"27250 Kodiksami   (Rauma )",15,9,3,3,9,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
"27260 Kuolimaa   (Rauma )",18,17,0,1,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"27310 Kodisjoki   (Rauma )",36,14,4,18,14,0,1,0,0,3,5,1,0,1,0,0,0,2,0,3,1,1,4,0,0,0
"27320 Ihode   (Pyhäranta )",238,6,188,44,6,0,166,0,0,22,19,3,1,0,3,0,1,1,0,11,3,1,1,0,0,0
"27340 Reila   (Pyhäranta )",15,4,3,8,4,0,2,0,0,1,1,1,0,0,0,0,0,0,0,5,1,0,0,0,0,0
"27400 Kiukainen Keskus   (Eura )",394,103,117,174,103,0,12,0,14,91,17,10,0,0,16,5,9,3,6,25,71,3,9,0,0,0
"27420 Panelia Asemanseutu   (Eura )",50,24,14,12,24,0,10,0,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27430 Panelia   (Eura )",403,50,271,82,50,0,203,42,0,26,20,10,5,0,6,1,4,5,0,13,4,0,14,0,0,0
"27450 Harola   (Eura )",16,8,2,6,8,0,1,0,0,1,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"27500 Kauttua   (Eura )",1110,8,749,353,8,0,656,22,4,67,80,59,42,5,9,3,18,13,5,26,41,18,34,0,0,0
"27510 Eura Keskus   (Eura )",2677,71,1229,1377,71,3,1080,0,24,122,220,119,55,10,23,19,68,125,90,108,441,9,90,0,0,0
"27600 Hinnerjoki   (Eura )",202,38,51,113,38,0,45,0,0,6,21,76,3,0,4,0,0,0,0,3,0,1,5,0,0,0
"27640 Honkilahti kk   (Eura )",77,19,46,12,19,0,14,0,0,32,4,4,0,0,0,0,0,0,0,0,1,0,3,0,0,0
"27650 Honkilahti   (Eura )",97,15,2,80,15,0,0,0,0,2,6,4,7,0,6,0,1,0,0,10,46,0,0,0,0,0
"27670 Mannila   (Eura )",26,20,1,5,20,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"27710 Köyliö Keskus   (Säkylä )",381,44,147,190,44,0,113,0,1,33,19,6,2,0,8,0,11,4,18,15,92,2,13,0,0,0
"27730 Tuiskula   (Säkylä )",46,27,14,5,27,0,10,0,0,4,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0
"27740 Voitoinen   (Säkylä )",34,13,16,5,13,0,1,0,0,15,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"27750 Yttilä   (Säkylä )",12,8,4,0,8,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27800 Säkylä Keskus   (Säkylä )",1120,56,343,721,56,6,249,12,0,76,119,76,30,6,12,3,45,24,61,77,222,17,29,0,0,0
"27820 Iso-Vimma   (Säkylä )",488,1,382,105,1,0,363,0,0,19,0,49,5,7,0,0,11,4,0,0,22,0,7,0,0,0
"27840 Kakkuri   (Säkylä )",93,13,17,63,13,0,2,0,0,15,0,16,0,0,0,1,1,0,0,24,19,0,2,0,0,0
"27860 Vuori   (Säkylä )",636,38,19,579,38,0,2,6,0,11,0,7,50,0,0,1,1,2,512,1,0,0,5,0,0,0
"27910 Huovinrinne   (Säkylä )",63,1,23,39,1,0,23,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,9,0,0,0
"27920 Otajoki   (Säkylä )",37,14,13,10,14,0,1,0,4,8,1,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"28100 Pori Keskus   (Pori )",11280,32,1693,9554,32,0,1127,228,13,325,1336,364,710,731,396,246,723,708,1283,596,1593,441,427,0,0,1
"28120 Käppärä-Isomäki   (Pori )",1551,0,275,1276,0,0,182,0,48,45,51,29,71,2,0,2,41,3,36,26,974,12,29,0,0,0
"28130 Impola   (Pori )",3375,20,732,2623,20,0,413,4,26,289,914,151,125,66,5,28,81,434,32,361,209,77,140,0,0,0
"28190 Pormestarinluoto   (Pori )",693,7,69,617,7,0,23,0,21,25,37,138,15,0,0,0,3,21,0,35,335,0,33,0,0,0
"28200 Toejoki   (Pori )",430,12,117,301,12,0,37,0,0,80,117,41,2,0,2,3,11,23,0,24,63,6,9,0,0,0
"28220 Ruosniemi   (Pori )",470,16,134,320,16,0,53,0,0,81,91,27,19,10,0,4,19,5,0,25,101,4,15,0,0,0
"28240 Isojoenranta   (Pori )",130,0,96,34,0,0,3,0,0,93,1,1,8,1,0,2,2,12,0,3,0,2,2,0,0,0
"28260 Harjunpää   (Ulvila )",143,17,78,48,17,0,44,0,0,34,5,22,0,1,0,0,0,1,0,8,7,1,3,0,0,0
"28300 Kalaholma-Väinölä   (Pori )",169,2,31,136,2,0,9,0,1,21,39,24,8,1,0,0,12,1,0,12,30,3,6,0,0,0
"28330 Koivistonluoto   (Pori )",1069,0,923,146,0,0,894,0,0,29,13,39,18,0,0,1,3,10,0,23,31,2,6,0,0,0
"28360 Vanhakoivisto   (Pori )",1072,5,86,981,5,0,11,0,1,74,333,162,91,1,9,4,33,29,0,0,281,18,20,0,0,0
"28370 Sampola   (Pori )",358,1,7,350,1,0,3,0,0,4,31,9,3,0,1,3,1,8,0,110,177,1,6,0,0,0
"28400 Ulvila Keskus   (Ulvila )",1876,12,963,901,12,0,779,1,6,177,181,94,27,29,18,13,111,47,3,197,107,24,50,0,0,0
"28430 Kartano-Harmaalinna   (Pori )",716,1,283,432,1,0,103,0,23,157,184,121,3,2,0,0,20,7,0,0,6,3,86,0,0,0
"28450 Vanha-Ulvila   (Ulvila )",934,20,70,844,20,0,7,0,11,52,27,14,46,0,0,1,17,44,63,30,581,8,13,0,0,0
"28500 Keskussairaala-alue-Tiilimäki   (Pori )",3264,0,2,3262,0,0,0,0,0,2,34,9,45,0,0,9,0,24,5,139,2929,67,1,0,0,0
"28540 Pinomäki   (Pori )",136,9,23,104,9,0,11,0,0,12,41,2,1,0,0,0,2,0,2,51,4,0,1,0,0,0
"28560 Lattomeri   (Pori )",49,6,4,39,6,0,2,0,0,2,2,10,1,0,0,0,2,23,0,0,0,0,1,0,0,0
"28580 Niittymaa   (Pori )",94,5,66,23,5,0,47,0,0,19,4,9,5,0,0,0,1,2,0,0,0,0,2,0,0,0
"28600 Vähärauma   (Pori )",1905,50,491,1364,50,0,265,0,33,193,127,183,33,38,2,3,340,9,26,412,173,6,12,0,0,0
"28610 Musa-Tiiliruukki   (Pori )",1008,4,275,729,4,12,64,0,7,192,462,39,57,19,6,1,22,6,0,2,75,4,36,0,0,0
"28660 Pietniemi-Leppäkorpi   (Pori )",193,32,70,91,32,6,10,0,0,54,18,25,7,0,1,2,2,2,0,0,27,0,7,0,0,0
"28760 Kyläsaari   (Pori )",560,14,392,154,14,0,183,0,40,169,29,9,1,2,1,0,7,21,0,14,54,1,15,0,0,0
"28800 Pihlava   (Pori )",417,1,92,324,1,0,66,0,0,26,45,29,36,0,4,2,11,17,1,57,87,8,27,0,0,0
"28840 Yyteri-Kaanaa   (Pori )",674,1,581,92,1,0,532,46,0,3,6,28,22,0,0,0,8,7,15,3,0,2,1,0,0,0
"28880 Mäntyluoto   (Pori )",546,1,286,259,1,0,263,6,17,0,1,214,6,0,0,0,0,2,30,0,4,0,2,0,0,0
"28900 Tahkoluoto-Reposaari   (Pori )",172,9,85,78,9,0,7,68,8,2,9,24,18,1,0,1,0,2,0,5,7,0,11,0,0,0
"29100 Luvia Keskus   (Eurajoki )",641,36,249,356,36,1,154,0,11,83,39,5,10,3,11,2,28,18,17,57,139,7,20,0,0,0
"29180 Peränkylä   (Eurajoki )",33,13,17,3,13,0,16,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"29200 Harjavalta Keskus   (Harjavalta )",3562,32,1499,2031,32,0,1223,49,19,208,187,237,135,8,22,22,82,86,95,102,975,18,62,0,0,0
"29250 Nakkila Keskus   (Nakkila )",1285,50,524,711,50,0,383,1,34,106,98,55,43,8,22,2,50,29,34,100,221,12,37,0,0,0
"29270 Hormisto   (Nakkila )",41,16,4,21,16,0,2,0,0,2,7,3,0,0,0,0,1,3,0,4,1,1,1,0,0,0
"29280 Järvimaa   (Nakkila )",29,10,15,4,10,0,9,0,0,6,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"29310 Kaasmarkku   (Ulvila )",67,11,23,33,11,0,5,0,0,18,2,18,1,1,1,0,0,5,0,5,0,0,0,0,0,0
"29320 Leineperi   (Ulvila )",9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"29340 Kullaa Keskus   (Ulvila )",204,30,26,148,30,0,8,0,0,18,4,17,14,0,0,0,2,0,0,50,52,1,8,0,0,0
"29350 Palus   (Ulvila )",21,8,10,3,8,0,4,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29570 Söörmarkku   (Pori )",216,10,72,134,10,18,12,0,0,42,29,55,1,0,1,0,11,5,0,2,27,1,2,0,0,0
"29600 Noormarkku Keskus   (Pori )",987,34,280,673,34,0,109,1,6,164,112,47,21,4,12,18,36,21,0,47,309,21,25,0,0,0
"29630 Pomarkku Keskus   (Pomarkku )",480,36,138,306,36,0,97,0,21,20,37,24,7,5,4,0,11,23,12,38,124,2,19,0,0,0
"29640 Honkakoski   (Pomarkku )",61,22,36,3,22,0,35,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"29680 Kairila   (Pori )",60,28,9,23,28,0,0,0,0,9,1,16,0,0,0,0,0,1,0,0,5,0,0,0,0,0
"29700 Ahlainen   (Pori )",114,17,16,81,17,0,3,0,0,13,9,32,1,0,0,0,2,2,0,6,8,15,6,0,0,0
"29720 Lamppi   (Pori )",10,1,4,5,1,0,0,1,0,3,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"29740 Etelämaa   (Merikarvia )",10,2,4,4,2,0,2,0,0,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"29750 Pohjansaha   (Merikarvia )",7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"29760 Köörtilä   (Merikarvia )",5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"29790 Tuorila   (Merikarvia )",140,22,74,44,22,0,25,0,22,27,20,2,17,0,0,0,0,0,0,0,4,0,1,0,0,0
"29810 Siikainen Keskus   (Siikainen )",257,27,112,118,27,0,80,12,1,19,15,6,2,0,1,0,4,4,6,19,47,2,12,0,0,0
"29830 Sammi   (Siikainen )",28,15,8,5,15,0,1,0,0,7,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0
"29860 Otamo   (Siikainen )",17,8,0,9,8,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0
"29880 Leväsjoki-Saarineva   (Siikainen )",29,17,9,3,17,0,7,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29900 Merikarvia Keskus-Rannikko   (Merikarvia )",640,40,228,372,40,0,185,0,3,40,60,11,6,2,4,2,2,11,37,65,139,15,18,0,0,0
"29940 Kuvaskangas   (Merikarvia )",36,25,3,8,25,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
"30100 Forssa Keskus   (Tammela )",4606,98,863,3645,98,9,500,0,27,327,703,215,277,124,94,57,201,309,159,293,985,58,170,0,0,0
"30300 Viksberg   (Forssa )",970,2,433,535,2,0,348,0,16,69,136,61,11,4,1,3,21,40,0,106,138,10,4,0,0,0
"30420 Tölö   (Forssa )",2476,7,1614,855,7,0,1314,41,123,136,181,84,59,5,2,5,44,77,119,70,151,36,22,0,0,0
"31110 Matku   (Forssa )",106,49,12,45,49,0,7,0,1,4,21,7,0,0,0,0,3,1,0,0,3,0,10,0,0,0
"31130 Koijärvi   (Forssa )",34,10,2,22,10,0,0,0,0,2,1,1,0,0,0,0,1,0,0,14,0,0,5,0,0,0
"31140 Menonen   (Urjala )",13,6,3,4,6,0,2,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"31160 Nuutajärvi   (Urjala )",41,7,8,26,7,0,6,0,0,2,8,8,1,0,0,0,5,0,0,3,0,1,0,0,0,0
"31170 Savijoki   (Forssa )",35,20,8,7,20,0,1,0,0,7,4,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"31230 Susikas   (Tammela )",19,11,3,5,11,0,0,0,0,3,0,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0
"31250 Teuro   (Tammela )",49,29,16,4,29,0,10,0,1,5,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0
"31300 Tammela Keskus   (Tammela )",758,61,137,560,61,0,65,0,0,72,54,52,50,2,3,3,29,18,25,60,218,7,39,0,0,0
"31310 Mustiala   (Tammela )",61,0,3,58,0,0,2,0,0,1,0,0,0,0,0,0,1,2,0,54,0,1,0,0,0,0
"31340 Porras   (Tammela )",83,32,25,26,32,0,22,0,0,3,1,7,1,0,0,1,2,0,2,6,5,0,1,0,0,0
"31350 Vistinkoski   (Tammela )",22,6,7,9,6,0,3,0,0,4,0,0,7,0,0,0,1,1,0,0,0,0,0,0,0,0
"31370 Eerikkilän Urheiluopisto   (Tammela )",17,0,0,17,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0
"31380 Letku-Torro   (Tammela )",90,8,39,43,8,0,12,0,0,27,1,0,0,1,0,1,2,1,24,3,0,7,2,1,0,0
"31400 Somero Keskus   (Somero )",2077,135,495,1447,135,36,310,4,10,135,295,112,106,9,64,16,50,32,48,114,502,23,76,0,0,0
"31410 Ylöpirtti   (Somero )",73,40,22,11,40,0,16,0,0,6,3,0,0,0,0,1,1,2,0,2,2,0,0,0,0,0
"31450 Häntälä   (Somero )",50,32,7,11,32,0,1,0,0,6,1,4,0,0,0,0,2,0,0,0,0,0,4,0,0,0
"31460 Hirsjärvi   (Somero )",41,18,10,13,18,0,0,0,0,10,4,4,1,0,1,0,2,1,0,0,0,0,0,0,0,0
"31470 Somerniemi   (Somero )",96,35,20,41,35,2,11,0,0,7,5,5,1,5,3,3,3,1,1,5,6,2,1,0,0,0
"31490 Terttilä   (Somero )",47,30,13,4,30,0,2,0,3,8,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0
"31500 Koski Tl   (Koski Tl )",863,142,247,474,142,1,151,0,1,94,124,92,16,0,11,2,22,8,33,47,91,6,21,1,0,0
"31520 Pitkäjärvi   (Somero )",108,53,25,30,53,0,11,0,0,14,5,3,0,0,0,0,3,1,0,6,11,0,1,0,0,0
"31530 Pyöli   (Somero )",45,22,7,16,22,0,2,0,0,5,0,5,0,1,0,0,0,2,0,0,5,0,3,0,0,0
"31600 Jokioinen Keskus   (Jokioinen )",1410,28,342,1040,28,0,270,0,5,67,66,70,9,0,16,5,491,35,20,84,205,6,33,0,0,0
"31610 Vaulammi   (Jokioinen )",43,18,14,11,18,0,8,0,0,6,6,2,0,0,0,0,1,1,0,0,0,0,1,0,0,0
"31620 Latovainio   (Jokioinen )",52,25,6,21,25,0,1,0,0,5,4,3,0,0,0,0,4,2,0,7,1,0,0,0,0,0
"31630 Minkiö   (Jokioinen )",64,24,8,32,24,0,2,0,0,6,0,8,1,0,0,0,0,0,0,0,21,1,1,0,0,0
"31640 Humppila Keskus   (Humppila )",484,55,111,318,55,6,56,1,2,46,90,9,24,0,11,0,6,19,16,14,107,5,17,0,0,0
"31650 Venäjänkangas   (Humppila )",36,18,5,13,18,1,4,0,0,0,2,1,7,0,0,2,0,1,0,0,0,0,0,0,0,0
"31700 Urjala Asemanseutu-Hanhisuo   (Urjala )",278,54,124,100,54,0,32,0,0,92,10,21,14,0,0,1,1,5,1,41,2,2,2,0,0,0
"31720 Urjalankylä-Kehro   (Urjala )",41,16,19,6,16,0,12,0,0,7,1,2,0,0,0,0,0,1,0,0,2,0,0,0,0,0
"31730 Honkola   (Urjala )",37,33,3,1,33,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"31750 Kehro   (Urjala )",5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"31760 Urjala Keskus   (Urjala )",860,30,245,585,30,0,212,2,2,29,99,49,30,6,17,13,16,21,36,20,216,19,43,0,0,0
"31810 Oriniemi   (Punkalaidun )",58,37,5,16,37,0,3,0,0,2,2,2,0,0,0,0,1,0,0,10,0,0,1,0,0,0
"31830 Halkivaha   (Urjala )",36,13,12,11,13,0,4,0,0,8,2,7,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"31850 Koskioinen   (Punkalaidun )",35,27,2,6,27,0,0,0,0,2,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"31860 Tursa   (Urjala )",35,27,4,4,27,1,1,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31900 Punkalaidun Keskus   (Punkalaidun )",620,71,145,404,71,0,115,0,1,29,80,25,26,5,11,0,10,13,30,41,137,13,13,0,0,0
"31930 Vanttila   (Punkalaidun )",36,13,21,2,13,0,13,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"31950 Sadonmaa   (Punkalaidun )",25,19,5,1,19,0,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31960 Orisuo   (Loimaa )",13,5,6,2,5,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31970 Kanteenmaa   (Punkalaidun )",46,34,7,5,34,0,3,0,0,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"32100 Ypäjä Keskus   (Ypäjä )",562,92,82,388,92,0,43,0,1,38,34,17,17,2,8,0,16,15,12,147,86,13,21,0,0,0
"32140 Ypäjä Asemanseutu   (Ypäjä )",30,16,4,10,16,0,0,0,0,4,0,1,0,0,0,0,0,1,0,7,0,1,0,0,0,0
"32200 Loimaa Keskus   (Loimaa )",4026,116,987,2923,116,6,814,7,4,156,572,88,95,33,63,24,196,184,240,308,963,46,107,4,0,0
"32210 Loimaa kk   (Loimaa )",807,44,410,353,44,0,346,0,16,48,51,19,2,0,0,2,14,13,24,75,105,13,35,0,0,0
"32250 Kojonkulma   (Loimaa )",82,47,11,24,47,0,4,0,0,7,10,3,0,0,0,0,3,1,0,2,5,0,0,0,0,0
"32260 Kojonperä   (Loimaa )",24,10,9,5,10,0,1,0,0,8,2,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0
"32270 Metsämaa-Murto   (Loimaa )",68,21,27,20,21,0,18,0,0,9,1,5,0,0,3,1,0,0,0,5,2,1,2,0,0,0
"32280 Metsäkorpi   (Loimaa )",25,7,12,6,7,0,0,0,0,12,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"32300 Mellilä   (Loimaa )",291,75,90,126,75,12,52,0,0,26,10,22,15,0,8,0,10,7,0,14,36,2,1,1,0,0
"32410 Niinijoki   (Loimaa )",117,51,18,48,51,0,10,0,0,8,3,20,0,2,5,0,3,0,0,8,7,0,0,0,0,0
"32430 Ylhäinen   (Loimaa )",18,17,1,0,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"32440 Alastaro Keskus   (Loimaa )",604,78,175,351,78,2,45,26,0,102,84,18,55,0,6,0,24,42,0,31,75,4,12,0,0,0
"32450 Tammiainen   (Loimaa )",47,40,6,1,40,0,3,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"32500 Oripää Keskus   (Oripää )",365,77,86,202,77,0,37,0,12,37,48,29,3,0,7,0,8,10,17,17,50,2,11,0,0,0
"32520 Latva   (Oripää )",62,17,14,31,17,0,4,0,0,10,0,5,0,0,0,0,0,26,0,0,0,0,0,0,0,0
"32560 Virttaa   (Loimaa )",67,21,16,30,21,0,11,0,0,5,1,3,9,0,0,0,3,0,0,7,4,3,0,0,0,0
"32610 Vampula Keskus   (Huittinen )",321,62,103,156,62,6,41,7,17,32,19,24,4,0,5,2,18,5,1,9,51,2,16,0,0,0
"32620 Rutava   (Huittinen )",90,38,17,35,38,0,9,0,0,8,5,18,0,0,0,0,2,10,0,0,0,0,0,0,0,0
"32700 Huittinen Keskus   (Huittinen )",3213,177,894,2142,177,51,563,0,10,270,486,261,121,27,55,23,89,107,188,205,459,31,88,2,0,0
"32710 Sampu   (Huittinen )",190,40,124,26,40,0,103,0,0,21,1,2,2,0,1,0,0,0,0,14,5,0,1,0,0,0
"32730 Keikyä   (Sastamala )",86,33,28,25,33,0,23,0,0,5,6,8,1,0,0,1,1,2,0,3,1,1,1,0,0,0
"32740 Äetsä Keskus   (Sastamala )",402,19,201,182,19,1,186,0,0,14,37,10,13,0,6,0,4,1,2,25,75,1,8,0,0,0
"32760 Suttila   (Huittinen )",23,9,2,12,9,0,1,0,0,1,1,4,1,0,0,0,0,1,0,4,1,0,0,0,0,0
"32770 Huhtamo   (Huittinen )",47,32,7,8,32,0,4,0,0,3,0,0,3,1,4,0,0,0,0,0,0,0,0,0,0,0
"32800 Kokemäki Keskus   (Kokemäki )",1480,87,262,1131,87,5,161,23,12,61,149,171,53,15,25,3,22,36,102,132,360,17,46,0,0,0
"32810 Peipohja   (Kokemäki )",495,29,264,202,29,0,224,0,0,40,17,26,0,1,1,0,12,7,0,90,32,10,5,1,0,0
"32830 Riste   (Kokemäki )",143,15,42,86,15,2,37,0,0,3,0,35,0,0,0,0,2,24,0,5,20,0,0,0,0,0
"32860 Korkeaoja   (Kokemäki )",16,3,6,7,3,0,5,0,0,1,0,0,0,0,0,0,4,0,0,2,0,0,1,0,0,0
"32910 Kauvatsa Asemanseutu   (Kokemäki )",30,6,3,21,6,0,0,0,0,3,0,8,0,0,0,0,1,1,0,0,11,0,0,0,0,0
"32920 Kauvatsa   (Kokemäki )",98,35,15,48,35,0,10,0,0,5,3,6,0,0,0,0,1,1,0,6,31,0,0,0,0,0
"33100 Tampere Keskus   (Tampere )",25881,7,4447,21427,7,0,3017,173,82,1175,2177,670,1555,2441,1213,270,3199,1005,3015,1906,2389,886,701,0,0,0
"33180 Lapinniemi-Käpylä   (Tampere )",1683,5,153,1525,5,0,18,86,0,49,13,2,96,32,1,80,26,2,0,0,1254,15,4,0,0,0
"33200 Tampere Keskus Läntinen   (Tampere )",6559,48,279,6232,48,0,80,0,0,199,906,81,387,1070,227,183,702,182,129,428,1081,358,498,0,0,0
"33210 Itä-Amuri-Tammerkoski   (Tampere )",5456,2,204,5250,2,0,41,0,0,163,461,41,290,904,70,126,1010,358,703,66,599,275,347,0,0,0
"33230 Länsi-Amuri   (Tampere )",2214,4,229,1981,4,0,29,4,0,196,98,10,111,67,6,24,205,66,23,457,645,237,32,0,0,0
"33240 Tahmela   (Tampere )",242,5,5,232,5,0,0,0,0,5,28,12,19,1,1,4,14,1,0,92,50,5,5,0,0,0
"33250 Pispala   (Tampere )",505,1,173,331,1,0,52,0,0,121,47,8,34,31,0,9,62,11,1,43,25,17,43,0,0,0
"33270 Epilä   (Tampere )",1522,1,210,1311,1,0,57,60,0,93,89,43,39,496,6,7,54,43,0,154,316,19,45,0,0,0
"33300 Rahola   (Tampere )",998,2,403,593,2,0,339,0,0,64,59,61,27,7,3,24,50,117,6,89,124,11,15,0,0,0
"33310 Tesoma   (Tampere )",1367,2,579,786,2,0,471,0,0,108,162,39,70,11,15,2,63,20,5,112,207,52,28,0,0,0
