"Postal code area","Free-time residences, 2015 (RA)","Buildings, total, 2015 (RA)","Other buildings, 2015 (RA)","Residential buildings, 2015 (RA)","Dwellings, 2015 (RA)","Average floor area, 2015 (RA)","Dwellings in small houses, 2015 (RA)","Dwellings in blocks of flats, 2015 (RA)"
"78480 Timola   (Leppävirta )",94,255,18,237,232,107.2,232,0
"78500 Pitkälänniemi-Könönpelto   (Varkaus )",12,969,61,908,1178,93.7,1152,26
"78610 Kurola   (Varkaus )",74,144,17,127,123,110.9,123,0
"78710 Akonlahti   (Varkaus )",422,406,92,314,311,110.2,311,0
"78850 Käpykangas   (Joroinen )",20,804,98,706,1521,84.0,1204,317
"78870 Kaura-Aho   (Varkaus )",2,728,113,615,1378,75.5,923,455
"78880 Kuvansi   (Joroinen )",203,520,52,468,608,95.4,608,0
"78900 Ruokokoski   (Varkaus )",47,130,12,118,118,106.1,118,0
"79100 Leppävirta Keskus   (Leppävirta )",995,2028,290,1738,3247,81.9,2564,683
"79130 Sorsakoski   (Leppävirta )",171,488,50,438,607,83.6,482,125
"79140 Kotalahti   (Leppävirta )",266,194,19,175,165,114.3,165,0
"79150 Konnuslahti-Valkeamäki   (Leppävirta )",297,226,20,206,189,114.1,189,0
"79160 Saamaiskylä   (Leppävirta )",79,43,4,39,35,100.5,35,0
"79180 Tuppurinmäki   (Leppävirta )",26,30,2,28,24,96.7,24,0
"79190 Valkeamäki   (Leppävirta )",50,30,5,25,19,100.0,19,0
"79230 Moninmäki   (Leppävirta )",40,39,4,35,30,98.9,30,0
"79255 Kurjala-Moninmäki   (Leppävirta )",141,91,8,83,78,96.7,78,0
"79265 Puponmäki   (Leppävirta )",55,66,9,57,48,111.1,48,0
"79330 Näädänmaa   (Leppävirta )",81,93,23,70,60,89.9,60,0
"79350 Itä-Soisalo   (Leppävirta )",165,82,9,73,63,108.3,63,0
"79410 Niinimäki   (Leppävirta )",80,90,9,81,80,102.9,80,0
"79480 Kangaslampi Keskus   (Varkaus )",367,362,63,299,390,86.0,381,9
"79520 Viljolahti   (Varkaus )",285,133,24,109,97,98.2,97,0
"79600 Joroinen Keskus   (Joroinen )",443,1045,160,885,1490,83.6,1218,272
"79620 Huutokoski   (Joroinen )",102,133,17,116,117,109.7,110,7
"79630 Kolma   (Joroinen )",36,136,14,122,116,108.6,116,0
"79660 Kerisalo   (Joroinen )",62,108,14,94,83,112.5,83,0
"79680 Lahnalahti   (Joroinen )",57,95,14,81,68,104.9,68,0
"79690 Kaitainen   (Joroinen )",101,122,14,108,99,109.9,99,0
"79700 Heinävesi Keskus   (Heinävesi )",844,1194,223,971,1539,78.3,1160,379
"79810 Karvion kanava   (Heinävesi )",166,207,55,152,153,81.7,153,0
"79820 Varistaipale   (Heinävesi )",108,91,19,72,53,103.4,53,0
"79830 Palokki   (Heinävesi )",40,66,18,48,42,96.1,42,0
"79850 Uusi-Valamo   (Heinävesi )",1,1,0,1,..,..,..,..
"79860 Suuraho - Uusi-Valamo   (Heinävesi )",116,161,35,126,158,66.5,152,6
"79885 Etelä-Petruma   (Heinävesi )",120,57,6,51,38,93.3,38,0
"79895 Sarvikumpu   (Heinävesi )",117,101,11,90,76,83.8,76,0
"79910 Kerma   (Heinävesi )",201,184,25,159,139,97.2,139,0
"79940 Vihtari-Poikiinaho   (Heinävesi )",94,137,19,118,98,85.6,98,0
"80100 Joensuu Keskus, Pohjoinen   (Joensuu )",0,1495,577,918,6488,58.8,1088,5400
"80110 Joensuu Keskus Eteläinen   (Joensuu )",76,372,48,324,3392,58.5,321,3071
"80130 Kanervala   (Kontiolahti )",1,974,235,739,1158,86.6,841,317
"80140 Noljakka   (Joensuu )",15,1492,80,1412,4408,73.5,1943,2465
"80160 Rantakylä-Latola   (Joensuu )",0,1644,57,1587,5753,70.9,2948,2805
"80170 Utra   (Joensuu )",85,864,36,828,1890,80.2,1111,779
"80200 Niinivaara   (Joensuu )",0,665,51,614,2764,64.0,864,1900
"80210 Sairaala-alue   (Joensuu )",0,5,5,0,0,0.0,0,0
"80220 Penttilä   (Joensuu )",6,427,71,356,1963,67.4,454,1509
"80230 Hukanhauta   (Joensuu )",23,1383,56,1327,2547,88.2,2090,457
"80260 Kettuvaara   (Joensuu )",4,1204,102,1102,2381,80.1,1638,743
"80330 Reijola   (Joensuu )",68,766,61,705,1081,92.5,1016,65
"80400 Ylämylly   (Liperi )",386,1873,270,1603,2425,94.2,2131,294
"80510 Onttola-Kunnasniemi   (Kontiolahti )",300,555,69,486,541,113.7,486,55
"80710 Lehmo   (Kontiolahti )",51,1842,201,1641,2291,96.6,2226,65
"80770 Kontiolahti as   (Kontiolahti )",55,322,57,265,290,108.5,290,0
"80780 Kontioniemi   (Kontiolahti )",13,116,10,106,162,102.5,138,24
"80790 Kontioranta-Kontioniemi   (Kontiolahti )",0,38,20,18,63,63.0,39,24
"80850 Paihola   (Kontiolahti )",36,219,27,192,289,85.7,199,90
"80910 Kulho   (Kontiolahti )",96,701,59,642,633,116.5,633,0
"81100 Kontiolahti   (Kontiolahti )",293,917,94,823,1434,83.7,1364,70
"81120 Katajaranta   (Kontiolahti )",153,195,14,181,172,100.9,172,0
"81160 Romppala-Riihikangas   (Kontiolahti )",288,202,34,168,144,91.7,144,0
"81200 Eno Keskus   (Joensuu )",387,1267,174,1093,1674,78.6,1511,163
"81210 Louhioja   (Joensuu )",11,137,15,122,127,94.3,127,0
"81220 Jakokoski   (Kontiolahti )",71,320,40,280,277,110.6,277,0
"81230 Mönni   (Kontiolahti )",58,93,6,87,82,96.7,82,0
"81235 Lehtoi   (Kontiolahti )",106,141,19,122,115,103.7,115,0
"81260 Ahveninen   (Joensuu )",216,137,32,105,90,104.3,90,0
"81270 Paukkaja   (Joensuu )",14,80,14,66,59,87.5,59,0
"81280 Uimaharju   (Joensuu )",137,891,180,711,1033,80.9,952,81
"81290 Ukkola   (Joensuu )",33,176,31,145,147,81.2,147,0
"81295 Haapalahti   (Joensuu )",144,126,30,96,81,99.2,81,0
"81320 Kuismavaara   (Joensuu )",48,42,5,37,26,73.4,26,0
"81330 Luhtapohja   (Joensuu )",39,92,12,80,62,81.1,62,0
"81350 Tokrajärvi   (Ilomantsi )",116,150,19,131,98,84.2,98,0
"81360 Sarvinki   (Joensuu )",70,95,15,80,71,86.9,71,0
"81390 Revonkylä   (Joensuu )",79,73,13,60,46,89.4,46,0
"81420 Tyrjänsaari   (Ilomantsi )",187,82,12,70,52,80.2,52,0
"81430 Kivilahti   (Ilomantsi )",232,103,32,71,63,77.7,63,0
"81450 Huhus-Käenkoski   (Ilomantsi )",147,76,7,69,66,85.6,66,0
"81460 Käenkoski   (Ilomantsi )",70,35,4,31,24,67.7,24,0
"81470 Naarva   (Ilomantsi )",69,68,11,57,38,78.7,38,0
"81560 Vuonisjärvi   (Lieksa )",55,123,14,109,101,96.1,101,0
"81570 Kelvä   (Lieksa )",138,106,13,93,67,84.8,67,0
"81590 Vuonislahti   (Lieksa )",181,148,36,112,94,91.9,94,0
"81650 Hattuvaara   (Lieksa )",174,172,23,149,104,91.0,104,0
"81660 Lehmikylä   (Lieksa )",8,11,2,9,..,..,..,..
"81700 Lieksa Keskus   (Lieksa )",305,2044,291,1753,3538,72.3,2052,1486
"81720 Mähkö-Timitra   (Lieksa )",310,1234,246,988,1807,77.5,1222,585
"81750 Pankakoski   (Lieksa )",232,562,77,485,535,80.3,502,33
"81810 Jamali   (Lieksa )",124,206,8,198,174,92.5,174,0
"81820 Kylänlahti   (Lieksa )",452,281,28,253,200,93.0,199,1
"81850 Mätäsvaara   (Lieksa )",111,163,13,150,120,79.3,116,4
"81860 Viekijärvi   (Lieksa )",167,336,31,305,256,83.9,256,0
"81950 Pankajärvi   (Lieksa )",56,69,7,62,46,92.0,46,0
"81970 Jongunjoki-Pankajärvi   (Lieksa )",166,151,25,126,122,83.5,121,1
"82110 Heinävaara   (Joensuu )",152,449,61,388,454,97.2,454,0
"82120 Keskijärvi   (Joensuu )",261,143,24,119,110,89.7,110,0
"82140 Kiihtelysvaara Keskus   (Joensuu )",253,453,101,352,500,80.7,500,0
"82160 Oskola   (Joensuu )",79,58,3,55,43,81.1,42,1
"82170 Uskali   (Joensuu )",51,37,4,33,33,86.0,33,0
"82180 Huhtilampi   (Joensuu )",53,55,5,50,49,93.2,49,0
"82200 Hammaslahti   (Joensuu )",394,1322,170,1152,1546,87.1,1546,0
"82210 Suhmura   (Joensuu )",88,222,20,202,202,105.6,202,0
"82220 Niittylahti   (Joensuu )",114,754,51,703,771,111.0,764,7
"82290 Nieminen   (Rääkkylä )",410,320,33,287,263,86.8,263,0
"82300 Rääkkylä Keskus   (Rääkkylä )",234,487,77,410,659,74.7,659,0
"82310 Oravisalo-Varpasalo   (Rääkkylä )",335,211,24,187,162,101.6,162,0
"82335 Rasivaara   (Rääkkylä )",309,456,30,426,375,92.5,370,5
"82350 Tikkala   (Tohmajärvi )",155,207,28,179,168,108.4,168,0
"82360 Onkamo   (Tohmajärvi )",286,292,69,223,203,94.7,203,0
"82380 Tolosenmäki   (Kitee )",285,321,69,252,230,104.3,230,0
"82395 Haarajärvi   (Kitee )",18,96,11,85,81,95.4,81,0
"82430 Puhos-Leinovaara   (Kitee )",640,618,141,477,523,90.3,429,94
"82460 Hummovaara   (Kitee )",52,72,14,58,56,96.7,56,0
"82490 Heinoniemi   (Kitee )",117,92,11,81,77,91.4,77,0
"82500 Kitee Keskus   (Kitee )",351,2068,286,1782,3615,77.9,2199,1416
"82510 Kiteenlahti   (Kitee )",67,163,10,153,128,111.7,128,0
"82580 Juurikka   (Kitee )",205,245,17,228,190,106.7,190,0
"82590 Närsäkkälä   (Kitee )",188,118,13,105,83,97.4,83,0
"82600 Tohmajärvi Keskus   (Tohmajärvi )",274,1375,202,1173,1652,83.3,1466,186
"82655 Värtsilä Keskus   (Tohmajärvi )",87,180,23,157,203,87.6,193,10
"82660 Uusi-Värtsilä   (Tohmajärvi )",44,152,23,129,137,80.7,109,28
"82670 Kaurila   (Tohmajärvi )",43,75,3,72,67,87.8,67,0
"82675 Niirala-Jänisjoki   (Tohmajärvi )",11,77,24,53,69,84.1,68,1
"82685 Littilä   (Tohmajärvi )",64,116,10,106,96,106.9,96,0
"82710 Kovero   (Joensuu )",97,291,42,249,251,88.4,251,0
"82730 Tuupovaara Keskus-Pirttiaho   (Joensuu )",138,354,68,286,480,75.9,459,21
"82750 Öllölä   (Joensuu )",137,87,9,78,76,80.4,76,0
"82760 Hoilola   (Joensuu )",93,84,15,69,65,82.0,65,0
"82770 Kaustajärvi   (Tohmajärvi )",56,27,3,24,20,72.1,20,0
"82815 Marjovaara   (Joensuu )",98,111,9,102,88,89.0,88,0
"82820 Maukkula   (Ilomantsi )",86,178,22,156,141,96.3,141,0
"82830 Haukivaara   (Ilomantsi )",32,75,12,63,54,80.8,54,0
"82840 Pirttiaho   (Joensuu )",55,23,0,23,23,95.5,23,0
"82850 Kinnasniemi   (Joensuu )",69,61,2,59,48,83.2,48,0
"82865 Kokinvaara-Mannervaara   (Joensuu )",60,32,2,30,28,83.8,28,0
"82870 Luutalahti   (Joensuu )",69,31,5,26,25,70.5,22,3
"82880 Mannervaara   (Joensuu )",23,28,5,23,18,65.9,18,0
"82900 Ilomantsi Keskus   (Ilomantsi )",627,1740,361,1379,2412,74.7,1935,477
"82915 Sonkaja   (Ilomantsi )",54,149,16,133,112,98.2,112,0
"82960 Lehtovaara-Kuikkalampi   (Ilomantsi )",115,112,21,91,77,80.1,77,0
"82967 Hattu   (Ilomantsi )",54,95,25,70,77,81.3,77,0
"82980 Möhkö   (Ilomantsi )",108,102,38,64,47,74.8,47,0
"83100 Liperi Keskus   (Liperi )",744,1145,170,975,1387,83.8,1232,155
"83130 Salokylä   (Liperi )",30,184,18,166,168,104.7,168,0
"83140 Puromäki   (Liperi )",28,66,5,61,58,96.8,58,0
"83150 Roukalahti   (Liperi )",125,140,16,124,114,97.7,114,0
"83160 Tutjunniemi   (Liperi )",319,111,22,89,77,94.2,77,0
"83320 Risti-Juojärvi   (Liperi )",6,50,9,41,42,93.0,42,0
"83330 Kaatamo   (Liperi )",179,169,17,152,127,88.2,127,0
"83340 Kaarnalampi   (Liperi )",12,65,5,60,51,92.8,51,0
"83400 Viinijärvi   (Liperi )",222,781,80,701,823,80.7,777,46
"83430 Käsämä   (Liperi )",316,331,57,274,256,114.0,256,0
"83450 Vaivio   (Liperi )",213,186,24,162,151,114.2,151,0
"83460 Harinjärvi   (Liperi )",158,168,31,137,131,118.6,131,0
"83480 Ahonkylä   (Liperi )",52,139,11,128,107,85.6,107,0
"83500 Outokumpu Keskus   (Outokumpu )",587,2367,387,1980,3599,78.8,2578,1021
"83550 Kokonvaara   (Outokumpu )",60,104,7,97,85,104.2,85,0
"83630 Kuusjärvi   (Outokumpu )",123,268,33,235,217,89.7,212,5
"83660 Varislahti   (Outokumpu )",263,195,22,173,151,104.7,151,0
"83700 Polvijärvi Keskus   (Polvijärvi )",295,1295,209,1086,1516,76.1,1419,97
"83720 Kuorevaara   (Polvijärvi )",129,198,59,139,148,99.2,148,0
"83750 Sotkuma   (Polvijärvi )",356,280,49,231,221,106.9,221,0
"83760 Sola   (Polvijärvi )",35,48,7,41,41,85.5,41,0
"83780 Horsmanaho   (Polvijärvi )",38,138,19,119,119,88.2,116,3
"83825 Kinahmo   (Polvijärvi )",299,214,30,184,171,87.3,171,0
"83830 Hukkala   (Polvijärvi )",46,101,14,87,75,86.8,75,0
"83835 Ruvaslahti   (Polvijärvi )",144,167,31,136,124,99.8,124,0
"83840 Saarivaara   (Polvijärvi )",18,45,4,41,32,92.8,32,0
"83855 Martonvaara-Sammakkovaara   (Polvijärvi )",94,123,18,105,85,87.5,85,0
"83870 Polvela-Timovaara   (Juuka )",152,173,16,157,132,80.3,127,5
"83880 Kajoo   (Juuka )",127,145,14,131,100,95.8,100,0
"83900 Juuka Keskus   (Juuka )",690,1811,265,1546,2162,79.1,1891,271
"83910 Paalasmaa   (Juuka )",203,84,13,71,54,90.8,54,0
"83915 Vihtasuo   (Juuka )",0,3,0,3,..,..,..,..
"83940 Nunnanlahti   (Juuka )",346,299,53,246,206,95.1,206,0
"83950 Ahmovaara   (Juuka )",336,393,41,352,290,90.7,290,0
"83960 Koli   (Lieksa )",430,350,154,196,157,85.9,157,0
"83985 Tuopanjoki   (Juuka )",2,1,0,1,..,..,..,..
"84100 Ylivieska Keskus   (Ylivieska )",125,4054,509,3545,6633,85.1,4537,2096
"84460 Tuomiperä   (Ylivieska )",51,124,9,115,106,99.8,106,0
"84540 Vähäkangas   (Ylivieska )",29,246,19,227,228,111.3,228,0
"84650 Kantokylä   (Ylivieska )",17,133,9,124,105,94.4,105,0
"84770 Isokoski   (Ylivieska )",4,68,13,55,51,98.6,51,0
"84880 Raudaskylä   (Ylivieska )",40,332,37,295,293,104.0,293,0
"85100 Kalajoki Keskus   (Kalajoki )",1151,3165,628,2537,3363,95.7,3066,297
"85120 Metsä   (Kalajoki )",11,129,14,115,105,113.2,105,0
"85140 Tynkä   (Kalajoki )",37,392,43,349,341,107.6,341,0
"85150 Typpö   (Kalajoki )",45,149,11,138,136,109.9,136,0
"85160 Rautio   (Kalajoki )",49,309,39,270,263,103.3,263,0
"85180 Rahja   (Kalajoki )",181,257,56,201,197,109.4,197,0
"85200 Alavieska Keskus   (Alavieska )",69,896,121,775,1002,94.8,979,23
"85210 Kähtävä   (Alavieska )",18,126,6,120,106,112.8,106,0
"85230 Talus   (Alavieska )",15,156,21,135,127,102.4,127,0
"85310 Sievi Asemanseutu   (Sievi )",38,229,41,188,227,98.1,227,0
"85320 Markkula   (Sievi )",15,167,25,142,139,95.9,139,0
"85340 Jyrinki   (Sievi )",24,278,50,228,217,122.3,217,0
"85410 Sievi Keskus   (Sievi )",37,725,163,562,946,87.7,889,57
"85430 Koivisto   (Sievi )",33,295,37,258,247,112.4,247,0
"85450 Joenkylä   (Sievi )",23,103,11,92,90,117.4,90,0
"85470 Kiiskilampi   (Sievi )",88,291,57,234,206,106.9,206,0
"85500 Nivala Keskus   (Nivala )",72,2560,282,2278,3516,91.8,3109,407
"85540 Mönkö   (Nivala )",25,235,14,221,216,112.9,216,0
"85560 Ainastalo   (Nivala )",30,241,23,218,218,99.9,218,0
"85580 Karvoskylä   (Nivala )",36,389,29,360,342,98.6,342,0
"85620 Sarja   (Nivala )",23,145,8,137,116,111.0,116,0
"85630 Sarjanahde   (Nivala )",5,195,5,190,183,117.2,183,0
"85640 Maliskylä   (Nivala )",14,263,12,251,240,107.2,240,0
"85660 Ruuskankylä   (Nivala )",4,80,5,75,71,103.3,71,0
"85710 Parkkila   (Haapajärvi )",24,206,14,192,176,104.1,176,0
"85730 Tulppo   (Haapajärvi )",18,76,6,70,64,104.7,64,0
"85800 Haapajärvi Keskus   (Haapajärvi )",98,2061,277,1784,2887,86.2,2294,593
"85820 Oksava   (Haapajärvi )",37,454,27,427,391,105.6,391,0
"85840 Kuona   (Haapajärvi )",23,131,11,120,117,102.8,117,0
"85900 Reisjärvi Keskus   (Reisjärvi )",158,782,101,681,987,91.8,981,6
"85930 Kangaskylä-Tolpankangas   (Reisjärvi )",169,108,7,101,86,103.8,86,0
"85940 Räisälänmäki   (Reisjärvi )",72,120,11,109,96,109.9,96,0
"85980 Köyhänperä   (Reisjärvi )",25,178,8,170,150,107.9,150,0
"86100 Pyhäjoki Keskus   (Pyhäjoki )",336,901,116,785,988,91.1,976,12
"86110 Parhalahti   (Pyhäjoki )",74,194,19,175,167,100.6,167,0
"86160 Pirttikoski   (Pyhäjoki )",37,184,15,169,151,114.1,151,0
"86170 Yppäri   (Pyhäjoki )",270,275,28,247,243,110.1,243,0
"86210 Petäjäskoski   (Oulainen )",18,87,9,78,68,117.8,68,0
"86220 Merijärvi Keskus   (Merijärvi )",56,328,39,289,343,91.9,343,0
"86230 Ylipää   (Merijärvi )",38,116,15,101,83,96.6,83,0
"86240 Pyhänkoski   (Merijärvi )",59,132,28,104,94,101.6,94,0
"86300 Oulainen Keskus   (Oulainen )",237,2493,319,2174,3543,87.2,2913,630
"86350 Kilpua   (Oulainen )",25,84,7,77,67,90.1,67,0
"86360 Ilveskorpi   (Raahe )",10,133,11,122,113,101.9,113,0
"86400 Vihanti Keskus   (Raahe )",106,863,170,693,914,87.9,884,30
"86440 Lampinsaari   (Raahe )",0,125,18,107,159,99.6,129,30
"86460 Alpua   (Raahe )",20,259,45,214,190,99.9,190,0
"86470 Lumimetsä   (Raahe )",9,110,12,98,88,107.3,88,0
"86480 Karhukangas   (Haapavesi )",2,39,7,32,25,111.1,25,0
"86510 Matkaniva   (Oulainen )",46,170,18,152,138,107.0,138,0
"86530 Annonen   (Oulainen )",31,108,7,101,91,99.3,91,0
"86550 Mieluskylä   (Haapavesi )",33,196,32,164,151,108.2,145,6
"86600 Haapavesi Keskus   (Haapavesi )",307,2486,579,1907,2683,90.0,2438,245
"86650 Kytökylä-Joutenniva   (Haapavesi )",33,296,62,234,214,100.4,209,5
"86680 Vatjusjärvi   (Haapavesi )",114,274,43,231,215,103.3,215,0
"86690 Karsikas   (Haapavesi )",19,136,16,120,101,99.1,101,0
"86710 Kärsämäki Keskus   (Kärsämäki )",108,1291,180,1111,1336,87.8,1326,10
"86790 Venetpalo   (Kärsämäki )",8,7,1,6,..,..,..,..
"86800 Pyhäsalmi   (Pyhäjärvi )",728,1961,268,1693,2433,80.8,1917,516
"86810 Pellikkaperä   (Pyhäjärvi )",29,86,10,76,72,103.9,72,0
"86850 Hiidenniemi   (Pyhäjärvi )",220,157,32,125,119,93.7,119,0
"86870 Vesikoski   (Pyhäjärvi )",33,183,23,160,146,93.8,146,0
"86900 Pyhäkumpu   (Pyhäjärvi )",5,242,31,211,271,89.8,271,0
"86980 Väliaho   (Pyhäjärvi )",42,56,14,42,37,87.4,37,0
"87100 Kajaani Keskus   (Kajaani )",25,772,318,454,4426,55.3,398,4028
"87150 Purola   (Kajaani )",0,792,70,722,1068,87.6,904,164
"87200 Teppana   (Kajaani )",1,740,63,677,2252,77.2,904,1348
"87250 Kättö-Kätönlahti   (Kajaani )",66,1392,161,1231,2018,90.4,1763,255
"87300 Palokangas   (Kajaani )",0,82,15,67,812,59.2,52,760
"87400 Petäisenniska   (Kajaani )",2,460,116,344,922,81.6,601,321
"87500 Lehtikangas   (Kajaani )",56,1271,130,1141,2969,83.1,1468,1501
"87700 Lohtaja-Kettu   (Kajaani )",0,978,93,885,2155,74.8,1362,793
"87800 Vuoreslahti   (Kajaani )",474,545,79,466,422,108.4,422,0
"87830 Nakertaja   (Kajaani )",19,574,34,540,669,91.8,597,72
"87850 Paltaniemi   (Kajaani )",66,225,31,194,192,116.2,192,0
"87900 Karankalahti   (Kajaani )",256,356,56,300,233,104.8,233,0
"87910 Linnantaus   (Kajaani )",5,224,30,194,204,106.4,199,5
"87930 Salmijärvi   (Kajaani )",99,137,20,117,144,91.2,107,37
"87950 Kuluntalahti   (Kajaani )",147,399,44,355,333,117.1,333,0
"87970 Jormua   (Kajaani )",123,244,32,212,199,114.3,199,0
"88120 Tuhkakylä   (Sotkamo )",114,151,76,75,57,97.9,57,0
"88200 Otanmäki-Kytökoski   (Kajaani )",110,360,72,288,696,72.1,326,370
"88270 Vuolijoki Keskus   (Kajaani )",315,487,72,415,494,88.8,483,11
"88300 Paltamo Keskus   (Paltamo )",796,1217,200,1017,1386,80.7,1329,57
"88310 Melalahti   (Paltamo )",122,188,20,168,119,92.8,119,0
"88340 Manamansalo   (Vaala )",388,139,53,86,67,83.1,67,0
"88350 Kivesjärvi   (Paltamo )",183,97,12,85,62,91.0,62,0
"88380 Mieslahti   (Paltamo )",68,157,19,138,113,93.4,113,0
"88400 Ristijärvi Keskus-Hiisijärvi   (Ristijärvi )",536,837,144,693,752,87.3,710,42
"88440 Jokikylä   (Ristijärvi )",24,55,6,49,43,93.8,43,0
"88460 Hiisijärvi   (Ristijärvi )",57,33,3,30,28,98.9,28,0
"88470 Kontiomäki   (Paltamo )",80,255,36,219,308,80.3,253,55
"88490 Pohjavaara   (Sotkamo )",98,132,11,121,114,116.8,114,0
"88530 Paakki   (Sotkamo )",22,67,3,64,55,105.1,55,0
"88600 Sotkamo Keskus   (Sotkamo )",889,2512,253,2259,3567,85.2,2571,996
"88610 Vuokatti   (Sotkamo )",278,1423,510,913,1360,90.1,1203,157
"88615 Vuokatin Urheiluopisto   (Sotkamo )",0,14,12,2,0,0.0,0,0
"88620 Korholanmäki   (Sotkamo )",219,304,51,253,217,117.0,217,0
"88640 Ontojoki   (Sotkamo )",21,64,4,60,51,96.8,51,0
"88670 Juurikkalahti-Maanselkä   (Sotkamo )",91,103,6,97,89,108.7,89,0
"88690 Maanselkä   (Sotkamo )",29,53,10,43,31,92.7,31,0
"88730 Ylä-Vieksi   (Kuhmo )",117,112,11,101,83,96.2,83,0
"88740 Härmänkylä-Iivantiira   (Kuhmo )",39,66,12,54,51,92.5,51,0
"88760 Iivantiira   (Kuhmo )",131,108,13,95,85,99.2,85,0
"88820 Katerma   (Kuhmo )",4,5,1,4,..,..,..,..
"88900 Kuhmo Keskus   (Kuhmo )",1847,3504,505,2999,4603,83.9,3472,1131
"88930 Lentiira-Kuumu   (Kuhmo )",283,267,52,215,186,100.4,185,1
"88940 Kuumu   (Kuhmo )",63,29,6,23,13,100.7,13,0
"89110 Törmänmäki   (Puolanka )",163,59,1,58,34,94.2,34,0
"89140 Kotila-Törmänmäki   (Puolanka )",90,122,61,61,44,119.3,44,0
"89200 Puolanka Keskus   (Puolanka )",926,1244,203,1041,1401,79.5,1261,140
"89210 Puokiovaara   (Puolanka )",192,59,5,54,34,103.0,34,0
"89320 Joukokylä   (Puolanka )",49,105,6,99,76,91.9,76,0
"89330 Suolijärvi   (Puolanka )",96,63,13,50,34,106.5,34,0
"89400 Hyrynsalmi Keskus   (Hyrynsalmi )",555,1230,201,1029,1307,84.5,1169,138
"89430 Hoikka   (Hyrynsalmi )",25,29,1,28,21,102.7,21,0
"89440 Sakara   (Suomussalmi )",25,52,3,49,43,104.8,43,0
"89540 Moisiovaara   (Hyrynsalmi )",99,161,12,149,121,106.4,121,0
"89560 Karhuvaara   (Hyrynsalmi )",32,65,4,61,47,97.6,47,0
"89600 Ämmänsaari   (Suomussalmi )",602,2011,265,1746,2950,81.7,2143,807
"89610 Jumaliskylä   (Suomussalmi )",57,31,2,29,28,95.1,28,0
"89640 Pesiökylä   (Suomussalmi )",73,68,9,59,61,85.6,61,0
"89660 Takalo   (Suomussalmi )",59,89,10,79,62,97.6,62,0
"89670 Näljänkä   (Suomussalmi )",72,176,11,165,134,87.3,134,0
"89680 Vaaranniva   (Suomussalmi )",75,80,7,73,66,88.5,66,0
"89730 Ahjola   (Suomussalmi )",9,28,3,25,17,84.0,17,0
"89740 Kianta   (Suomussalmi )",86,55,9,46,30,92.7,30,0
"89760 Piispajärvi-Peranka-Kaikkoinen   (Suomus",89,85,13,72,59,86.2,59,0
"89770 Peranka   (Suomussalmi )",51,53,20,33,22,92.6,22,0
"89780 Kaikkonen   (Suomussalmi )",114,50,6,44,36,104.8,36,0
"89800 Suomussalmi Keskus   (Suomussalmi )",535,731,57,674,768,91.4,758,10
"89830 Ala-Vuokki   (Suomussalmi )",45,41,5,36,37,86.8,37,0
"89840 Ylä-Vuokki   (Suomussalmi )",106,97,14,83,52,95.8,52,0
"89920 Ruhtinansalmi   (Suomussalmi )",305,352,75,277,238,95.1,238,0
"90100 Oulu Keskus   (Oulu )",0,506,198,308,6460,56.7,164,6296
"90120 Heinäpää   (Oulu )",0,302,97,205,5025,52.4,68,4957
"90130 Raksila   (Oulu )",0,271,89,182,4059,56.9,101,3958
"90140 Karjasilta   (Oulu )",0,637,60,577,1972,63.0,541,1431
"90150 Höyhtyä   (Oulu )",1,799,62,737,3206,70.1,1204,2002
"90220 Kontinkangas   (Oulu )",0,56,41,15,601,50.8,3,598
"90230 Värttö-Maikkula   (Oulu )",1,1393,87,1306,4077,78.7,1941,2136
"90240 Iinatti   (Oulu )",13,1467,121,1346,3157,85.4,1954,1203
"90250 Kaukovainio   (Oulu )",0,321,56,265,4329,60.0,369,3960
"90310 Madekoski   (Oulu )",180,924,84,840,1077,112.7,1005,72
"90400 Äimärautio   (Oulu )",0,201,184,17,767,50.2,0,767
"90410 Kaakkuri   (Oulu )",11,1178,132,1046,1845,96.3,1540,305
"90420 Metsokangas   (Oulu )",150,1689,133,1556,4139,89.4,2200,1939
"90440 Kempele Keskus   (Kempele )",12,2407,328,2079,4231,88.6,3067,1164
"90450 Honkanen   (Kempele )",13,2020,97,1923,2755,105.9,2574,181
"90460 Oulunsalo Keskus   (Oulu )",236,2326,255,2071,3323,101.0,3009,314
"90470 Varjakka   (Oulu )",134,494,40,454,423,115.7,423,0
"90480 Hailuoto   (Hailuoto )",546,704,156,548,535,94.2,535,0
"90500 Tuira   (Oulu )",0,303,71,232,6051,55.0,128,5923
"90510 Hietasaari   (Oulu )",48,236,94,142,1022,66.5,194,828
"90520 Taskila-Toppila   (Oulu )",1,668,138,530,3148,64.2,582,2566
"90530 Välivainio   (Oulu )",0,645,97,548,3822,58.7,602,3220
"90540 Kuivasjärvi   (Oulu )",5,2462,122,2340,3986,106.2,3548,438
"90550 Pyykkösjärvi-Puolivälikangas   (Oulu )",0,507,26,481,2521,74.2,902,1619
"90560 Koskela-Oulu   (Oulu )",1,455,22,433,1736,73.4,677,1059
"90570 Kaijonharju-Linnanmaa   (Oulu )",2,635,79,556,4400,60.0,820,3580
"90580 Rajakylä   (Oulu )",3,740,43,697,2415,81.9,1407,1008
"90590 Teknologiakylä   (Oulu )",0,47,47,0,0,0.0,0,0
