"Postal code area","Inhabitants, 2015 (PT)","Labour force, 2015 (PT)","Employed, 2015 (PT)","Unemployed, 2015 (PT)","Persons outside the labour force, 2015 (PT)","Children aged 0 to 14, 2015 (PT)","Students, 2015 (PT)","Pensioners, 2015 (PT)","Others, 2015 (PT)"
"75930 Petäiskylä   (Nurmes )",48,14,..,..,34,6,0,24,4
"75940 Mujejärvi   (Nurmes )",9,5,..,..,4,..,..,..,..
"75970 Kohtavaara   (Nurmes )",108,62,55,7,46,13,9,24,0
"75990 Höljäkkä   (Nurmes )",131,49,36,13,82,15,4,61,2
"76100 Pieksämäki Keskus   (Pieksämäki )",5730,2291,1906,385,3439,594,351,2336,158
"76120 Kontiopuisto   (Pieksämäki )",2010,867,738,129,1143,256,147,688,52
"76130 Pappilanmäki   (Pieksämäki )",988,430,375,55,558,178,58,305,17
"76150 Länsirinne   (Pieksämäki )",3153,1342,1125,217,1811,361,216,1141,93
"76280 Partaharju   (Pieksämäki )",158,87,72,15,71,25,11,28,7
"76620 Pyhitty   (Pieksämäki )",146,59,53,6,87,39,8,38,2
"76780 Lamminmäki   (Pieksämäki )",114,58,51,7,56,18,5,31,2
"76850 Naarajärvi   (Pieksämäki )",2936,1298,1159,139,1638,462,173,931,72
"76940 Nenonpelto   (Pieksämäki )",225,89,81,8,136,31,13,86,6
"77110 Paltanen   (Pieksämäki )",83,44,38,6,39,11,2,24,2
"77120 Venetmäki   (Pieksämäki )",172,78,72,6,94,14,6,72,2
"77140 Huumala   (Pieksämäki )",86,37,34,3,49,1,1,45,2
"77220 Neuvola   (Pieksämäki )",161,67,58,9,94,22,10,60,2
"77240 Halkokumpu   (Pieksämäki )",146,68,59,9,78,15,5,56,2
"77320 Hurskaala   (Pieksämäki )",71,23,..,..,48,12,2,33,1
"77330 Virtasalmi Keskus   (Pieksämäki )",660,254,209,45,406,80,25,280,21
"77350 Montola   (Pieksämäki )",249,97,83,14,152,29,20,94,9
"77380 Kantala   (Mikkeli )",154,71,54,17,83,18,7,52,6
"77430 Siikamäki   (Pieksämäki )",383,161,136,25,222,58,21,134,9
"77460 Maavesi   (Joroinen )",360,176,146,30,184,42,14,116,12
"77480 Savuniemi   (Joroinen )",39,23,..,..,16,..,..,..,..
"77520 Haapakoski-Partaharju   (Pieksämäki )",191,78,61,17,113,29,13,68,3
"77570 Jäppilä Keskus   (Pieksämäki )",772,311,267,44,461,93,34,314,20
"77580 Tihusniemi   (Pieksämäki )",155,72,64,8,83,17,9,52,5
"77600 Suonenjoki Keskus   (Suonenjoki )",6635,2748,2398,350,3887,938,389,2382,178
"77630 Lempyy   (Suonenjoki )",214,108,92,16,106,32,10,58,6
"77690 Suontee   (Suonenjoki )",120,51,44,7,69,18,3,46,2
"77700 Rautalampi Keskus   (Rautalampi )",2547,983,833,150,1564,347,142,1005,70
"77770 Myhinpää   (Rautalampi )",119,36,30,6,83,7,4,67,5
"77800 Iisvesi   (Suonenjoki )",536,224,182,42,312,68,28,193,23
"77910 Vaajasalmi   (Rautalampi )",99,45,38,7,54,12,6,35,1
"77930 Kerkonjoensuu   (Rautalampi )",411,161,132,29,250,60,16,160,14
"77960 Pakarila   (Rautalampi )",5,2,..,..,3,..,..,..,..
"78200 Varkaus Keskus   (Leppävirta )",4500,1648,1173,475,2852,322,299,2037,194
"78210 Kuoppakangas   (Varkaus )",1663,632,520,112,1031,256,134,519,122
"78250 Päiviönsaari   (Varkaus )",1014,472,369,103,542,100,56,356,30
"78300 Kommila   (Varkaus )",2234,913,700,213,1321,255,141,828,97
"78310 Puurtila   (Leppävirta )",1164,573,487,86,591,211,89,251,40
"78400 Luttila   (Varkaus )",1290,659,546,113,631,190,83,320,38
"78480 Timola   (Leppävirta )",538,268,240,28,270,112,35,114,9
"78500 Pitkälänniemi-Könönpelto   (Varkaus )",2504,1118,929,189,1386,450,182,684,70
"78610 Kurola   (Varkaus )",241,109,96,13,132,33,12,81,6
"78710 Akonlahti   (Varkaus )",702,329,260,69,373,131,38,190,14
"78850 Käpykangas   (Joroinen )",3016,1333,1097,236,1683,442,186,945,110
"78870 Kaura-Aho   (Varkaus )",2387,1115,923,192,1272,331,168,698,75
"78880 Kuvansi   (Joroinen )",1240,617,520,97,623,216,86,296,25
"78900 Ruokokoski   (Varkaus )",220,102,84,18,118,26,16,68,8
"79100 Leppävirta Keskus   (Leppävirta )",5553,2314,1930,384,3239,733,298,2043,165
"79130 Sorsakoski   (Leppävirta )",1013,414,332,82,599,140,69,364,26
"79140 Kotalahti   (Leppävirta )",354,176,153,23,178,56,21,93,8
"79150 Konnuslahti-Valkeamäki   (Leppävirta )",397,186,169,17,211,55,24,123,9
"79160 Saamaiskylä   (Leppävirta )",63,29,..,..,34,5,4,21,4
"79180 Tuppurinmäki   (Leppävirta )",39,17,..,..,22,..,..,..,..
"79190 Valkeamäki   (Leppävirta )",35,14,..,..,21,..,..,..,..
"79230 Moninmäki   (Leppävirta )",59,29,..,..,30,5,0,24,1
"79255 Kurjala-Moninmäki   (Leppävirta )",153,52,46,6,101,33,10,51,7
"79265 Puponmäki   (Leppävirta )",107,41,33,8,66,18,3,45,0
"79330 Näädänmaa   (Leppävirta )",89,45,39,6,44,2,5,35,2
"79350 Itä-Soisalo   (Leppävirta )",91,41,34,7,50,3,1,43,3
"79410 Niinimäki   (Leppävirta )",141,66,56,10,75,19,4,48,4
"79480 Kangaslampi Keskus   (Varkaus )",600,240,199,41,360,57,30,260,13
"79520 Viljolahti   (Varkaus )",150,53,48,5,97,10,8,75,4
"79600 Joroinen Keskus   (Joroinen )",2568,1027,856,171,1541,336,133,992,80
"79620 Huutokoski   (Joroinen )",213,95,81,14,118,25,14,71,8
"79630 Kolma   (Joroinen )",236,103,90,13,133,48,9,70,6
"79660 Kerisalo   (Joroinen )",181,89,73,16,92,32,8,48,4
"79680 Lahnalahti   (Joroinen )",138,64,57,7,74,19,7,45,3
"79690 Kaitainen   (Joroinen )",187,83,72,11,104,26,8,67,3
"79700 Heinävesi Keskus   (Heinävesi )",2372,880,713,167,1492,279,106,1045,62
"79810 Karvion kanava   (Heinävesi )",231,104,85,19,127,35,12,74,6
"79820 Varistaipale   (Heinävesi )",103,37,32,5,66,10,4,46,6
"79830 Palokki   (Heinävesi )",84,24,..,..,60,9,6,41,4
"79850 Uusi-Valamo   (Heinävesi )",.,.,.,.,.,.,.,.,.
"79860 Suuraho - Uusi-Valamo   (Heinävesi )",178,62,51,11,116,18,8,77,13
"79885 Etelä-Petruma   (Heinävesi )",80,31,24,7,49,14,2,29,4
"79895 Sarvikumpu   (Heinävesi )",111,38,26,12,73,9,5,54,5
"79910 Kerma   (Heinävesi )",256,106,90,16,150,34,12,95,9
"79940 Vihtari-Poikiinaho   (Heinävesi )",161,55,48,7,106,11,5,85,5
"80100 Joensuu Keskus, Pohjoinen   (Joensuu )",9268,4179,3418,761,5089,642,1542,2680,225
"80110 Joensuu Keskus Eteläinen   (Joensuu )",4575,2095,1775,320,2480,224,727,1422,107
"80130 Kanervala   (Kontiolahti )",2479,1202,1019,183,1277,430,383,410,54
"80140 Noljakka   (Joensuu )",8524,4177,3324,853,4347,1700,1074,1254,319
"80160 Rantakylä-Latola   (Joensuu )",10421,4828,3703,1125,5593,1555,1073,2582,383
"80170 Utra   (Joensuu )",3773,1991,1544,447,1782,654,338,653,137
"80200 Niinivaara   (Joensuu )",4356,1979,1648,331,2377,392,610,1275,100
"80210 Sairaala-alue   (Joensuu )",.,.,.,.,.,.,.,.,.
"80220 Penttilä   (Joensuu )",3292,1654,1373,281,1638,410,574,570,84
"80230 Hukanhauta   (Joensuu )",5247,2606,2287,319,2641,880,471,1185,105
"80260 Kettuvaara   (Joensuu )",4561,2315,1926,389,2246,707,422,1005,112
"80330 Reijola   (Joensuu )",2341,1176,1050,126,1165,492,174,456,43
"80400 Ylämylly   (Liperi )",5433,2692,2374,318,2741,1270,423,903,145
"80510 Onttola-Kunnasniemi   (Kontiolahti )",1278,639,556,83,639,303,77,229,30
"80710 Lehmo   (Kontiolahti )",5524,2887,2601,286,2637,1314,438,779,106
"80770 Kontiolahti as   (Kontiolahti )",757,329,282,47,428,238,47,118,25
"80780 Kontioniemi   (Kontiolahti )",387,198,174,24,189,104,39,36,10
"80790 Kontioranta-Kontioniemi   (Kontiolahti )",73,40,23,17,33,13,8,12,0
"80850 Paihola   (Kontiolahti )",537,249,201,48,288,98,53,118,19
"80910 Kulho   (Kontiolahti )",1594,798,713,85,796,414,99,256,27
"81100 Kontiolahti   (Kontiolahti )",2862,1235,1018,217,1627,497,195,850,85
"81120 Katajaranta   (Kontiolahti )",439,191,162,29,248,105,25,105,13
"81160 Romppala-Riihikangas   (Kontiolahti )",244,107,78,29,137,25,18,86,8
"81200 Eno Keskus   (Joensuu )",2813,1129,881,248,1684,366,172,1022,124
"81210 Louhioja   (Joensuu )",314,132,109,23,182,97,19,54,12
"81220 Jakokoski   (Kontiolahti )",720,368,325,43,352,172,63,108,9
"81230 Mönni   (Kontiolahti )",158,83,69,14,75,19,12,41,3
"81235 Lehtoi   (Kontiolahti )",293,156,139,17,137,75,19,40,3
"81260 Ahveninen   (Joensuu )",169,83,70,13,86,23,9,48,6
"81270 Paukkaja   (Joensuu )",120,47,38,9,73,20,8,41,4
"81280 Uimaharju   (Joensuu )",1697,628,476,152,1069,164,90,752,63
"81290 Ukkola   (Joensuu )",238,96,69,27,142,34,9,92,7
"81295 Haapalahti   (Joensuu )",154,65,56,9,89,17,6,63,3
"81320 Kuismavaara   (Joensuu )",33,14,..,..,19,..,..,..,..
"81330 Luhtapohja   (Joensuu )",90,41,27,14,49,3,7,37,2
"81350 Tokrajärvi   (Ilomantsi )",141,62,49,13,79,16,7,54,2
"81360 Sarvinki   (Joensuu )",106,46,34,12,60,6,2,47,5
"81390 Revonkylä   (Joensuu )",92,26,..,..,66,14,6,41,5
"81420 Tyrjänsaari   (Ilomantsi )",76,31,24,7,45,4,2,39,0
"81430 Kivilahti   (Ilomantsi )",72,21,..,..,51,2,0,48,1
"81450 Huhus-Käenkoski   (Ilomantsi )",98,33,27,6,65,6,4,50,5
"81460 Käenkoski   (Ilomantsi )",27,9,..,..,18,..,..,..,..
"81470 Naarva   (Ilomantsi )",58,22,..,..,36,6,2,25,3
"81560 Vuonisjärvi   (Lieksa )",190,80,64,16,110,31,9,65,5
"81570 Kelvä   (Lieksa )",111,41,32,9,70,14,3,49,4
"81590 Vuonislahti   (Lieksa )",154,57,41,16,97,13,6,77,1
"81650 Hattuvaara   (Lieksa )",162,69,50,19,93,10,7,74,2
"81660 Lehmikylä   (Lieksa )",13,4,..,..,9,..,..,..,..
"81700 Lieksa Keskus   (Lieksa )",5611,2077,1638,439,3534,557,288,2521,168
"81720 Mähkö-Timitra   (Lieksa )",2881,1127,899,228,1754,383,177,1056,138
"81750 Pankakoski   (Lieksa )",882,385,295,90,497,78,39,355,25
"81810 Jamali   (Lieksa )",326,168,135,33,158,51,19,79,9
"81820 Kylänlahti   (Lieksa )",336,131,112,19,205,42,12,137,14
"81850 Mätäsvaara   (Lieksa )",139,45,29,16,94,4,7,78,5
"81860 Viekijärvi   (Lieksa )",361,147,107,40,214,30,16,152,16
"81950 Pankajärvi   (Lieksa )",88,40,33,7,48,11,5,30,2
"81970 Jongunjoki-Pankajärvi   (Lieksa )",175,65,45,20,110,20,6,75,9
"82110 Heinävaara   (Joensuu )",1086,528,446,82,558,269,83,175,31
"82120 Keskijärvi   (Joensuu )",220,88,71,17,132,43,11,69,9
"82140 Kiihtelysvaara Keskus   (Joensuu )",945,389,318,71,556,121,48,362,25
"82160 Oskola   (Joensuu )",68,23,..,..,45,14,1,25,5
"82170 Uskali   (Joensuu )",55,23,..,..,32,6,0,25,1
"82180 Huhtilampi   (Joensuu )",83,44,32,12,39,7,5,24,3
"82200 Hammaslahti   (Joensuu )",3175,1426,1139,287,1749,617,221,817,94
"82210 Suhmura   (Joensuu )",538,245,210,35,293,100,38,141,14
"82220 Niittylahti   (Joensuu )",2119,1050,928,122,1069,598,163,257,51
"82290 Nieminen   (Rääkkylä )",407,175,143,32,232,53,9,154,16
"82300 Rääkkylä Keskus   (Rääkkylä )",983,344,267,77,639,94,33,479,33
"82310 Oravisalo-Varpasalo   (Rääkkylä )",278,103,90,13,175,21,15,128,11
"82335 Rasivaara   (Rääkkylä )",660,280,214,66,380,81,33,238,28
"82350 Tikkala   (Tohmajärvi )",349,158,136,22,191,54,27,98,12
"82360 Onkamo   (Tohmajärvi )",442,202,157,45,240,75,31,121,13
"82380 Tolosenmäki   (Kitee )",462,204,170,34,258,66,24,148,20
"82395 Haarajärvi   (Kitee )",163,76,69,7,87,27,13,41,6
"82430 Puhos-Leinovaara   (Kitee )",890,377,290,87,513,109,49,322,33
"82460 Hummovaara   (Kitee )",113,52,36,16,61,19,8,31,3
"82490 Heinoniemi   (Kitee )",126,36,29,7,90,8,5,73,4
"82500 Kitee Keskus   (Kitee )",6123,2521,1982,539,3602,746,374,2255,227
"82510 Kiteenlahti   (Kitee )",266,133,108,25,133,47,13,66,7
"82580 Juurikka   (Kitee )",376,158,133,25,218,43,19,149,7
"82590 Närsäkkälä   (Kitee )",132,64,45,19,68,9,4,49,6
"82600 Tohmajärvi Keskus   (Tohmajärvi )",2882,1182,937,245,1700,357,153,1085,105
"82655 Värtsilä Keskus   (Tohmajärvi )",340,134,99,35,206,43,26,123,14
"82660 Uusi-Värtsilä   (Tohmajärvi )",226,101,68,33,125,25,13,70,17
"82670 Kaurila   (Tohmajärvi )",104,43,33,10,61,13,5,38,5
"82675 Niirala-Jänisjoki   (Tohmajärvi )",122,50,35,15,72,24,9,36,3
"82685 Littilä   (Tohmajärvi )",200,93,81,12,107,28,17,54,8
"82710 Kovero   (Joensuu )",445,195,140,55,250,34,33,168,15
"82730 Tuupovaara Keskus-Pirttiaho   (Joensuu )",768,303,203,100,465,72,37,332,24
"82750 Öllölä   (Joensuu )",113,45,25,20,68,8,5,48,7
"82760 Hoilola   (Joensuu )",96,37,23,14,59,3,3,50,3
"82770 Kaustajärvi   (Tohmajärvi )",29,7,..,..,22,..,..,..,..
"82815 Marjovaara   (Joensuu )",149,72,51,21,77,6,10,52,9
"82820 Maukkula   (Ilomantsi )",255,98,75,23,157,23,13,116,5
"82830 Haukivaara   (Ilomantsi )",100,42,30,12,58,14,5,38,1
"82840 Pirttiaho   (Joensuu )",34,11,..,..,23,..,..,..,..
"82850 Kinnasniemi   (Joensuu )",69,31,23,8,38,5,2,30,1
"82865 Kokinvaara-Mannervaara   (Joensuu )",36,13,..,..,23,..,..,..,..
"82870 Luutalahti   (Joensuu )",34,15,..,..,19,..,..,..,..
"82880 Mannervaara   (Joensuu )",25,9,..,..,16,..,..,..,..
"82900 Ilomantsi Keskus   (Ilomantsi )",3857,1510,1181,329,2347,395,157,1708,87
"82915 Sonkaja   (Ilomantsi )",201,84,66,18,117,25,9,80,3
"82960 Lehtovaara-Kuikkalampi   (Ilomantsi )",125,58,43,15,67,7,4,54,2
"82967 Hattu   (Ilomantsi )",83,26,..,..,57,3,2,51,1
"82980 Möhkö   (Ilomantsi )",80,30,20,10,50,7,2,40,1
"83100 Liperi Keskus   (Liperi )",2578,1015,836,179,1563,346,143,983,91
"83130 Salokylä   (Liperi )",396,194,173,21,202,83,32,78,9
"83140 Puromäki   (Liperi )",126,55,49,6,71,29,10,26,6
"83150 Roukalahti   (Liperi )",218,92,75,17,126,31,13,72,10
"83160 Tutjunniemi   (Liperi )",160,65,55,10,95,15,5,64,11
"83320 Risti-Juojärvi   (Liperi )",77,42,33,9,35,7,4,18,6
"83330 Kaatamo   (Liperi )",236,88,74,14,148,44,15,83,6
"83340 Kaarnalampi   (Liperi )",86,38,34,4,48,14,5,27,2
"83400 Viinijärvi   (Liperi )",1472,661,535,126,811,191,82,476,62
"83430 Käsämä   (Liperi )",596,293,260,33,303,123,38,126,16
"83450 Vaivio   (Liperi )",357,191,175,16,166,68,27,63,8
"83460 Harinjärvi   (Liperi )",311,146,131,15,165,58,22,80,5
"83480 Ahonkylä   (Liperi )",187,81,70,11,106,27,8,63,8
"83500 Outokumpu Keskus   (Outokumpu )",6188,2367,1907,460,3821,882,501,2171,267
"83550 Kokonvaara   (Outokumpu )",164,82,71,11,82,26,3,49,4
"83630 Kuusjärvi   (Outokumpu )",412,190,146,44,222,56,20,133,13
"83660 Varislahti   (Outokumpu )",278,113,91,22,165,49,11,94,11
"83700 Polvijärvi Keskus   (Polvijärvi )",2477,968,770,198,1509,295,141,994,79
"83720 Kuorevaara   (Polvijärvi )",286,137,109,28,149,40,27,70,12
"83750 Sotkuma   (Polvijärvi )",535,258,233,25,277,116,37,116,8
"83760 Sola   (Polvijärvi )",90,38,25,13,52,19,2,31,0
"83780 Horsmanaho   (Polvijärvi )",227,107,93,14,120,37,5,71,7
"83825 Kinahmo   (Polvijärvi )",277,133,109,24,144,29,14,95,6
"83830 Hukkala   (Polvijärvi )",125,59,39,20,66,14,4,44,4
"83835 Ruvaslahti   (Polvijärvi )",244,89,72,17,155,34,13,96,12
"83840 Saarivaara   (Polvijärvi )",60,29,..,..,31,4,9,18,0
"83855 Martonvaara-Sammakkovaara   (Polvijärvi )",158,50,36,14,108,21,9,74,4
"83870 Polvela-Timovaara   (Juuka )",208,83,61,22,125,24,6,87,8
"83880 Kajoo   (Juuka )",184,73,52,21,111,17,9,71,14
"83900 Juuka Keskus   (Juuka )",3663,1440,1181,259,2223,409,203,1463,148
"83910 Paalasmaa   (Juuka )",73,25,..,..,48,5,0,41,2
"83915 Vihtasuo   (Juuka )",8,3,..,..,5,..,..,..,..
"83940 Nunnanlahti   (Juuka )",359,124,88,36,235,45,16,159,15
"83950 Ahmovaara   (Juuka )",467,182,142,40,285,45,21,195,24
"83960 Koli   (Lieksa )",259,112,89,23,147,31,15,91,10
"83985 Tuopanjoki   (Juuka )",1,0,0,0,1,..,..,..,..
"84100 Ylivieska Keskus   (Ylivieska )",13278,6098,5232,866,7180,2794,1033,3008,345
"84460 Tuomiperä   (Ylivieska )",200,84,75,9,116,47,12,50,7
"84540 Vähäkangas   (Ylivieska )",587,250,214,36,337,168,38,118,13
"84650 Kantokylä   (Ylivieska )",224,94,82,12,130,53,7,67,3
"84770 Isokoski   (Ylivieska )",101,39,33,6,62,20,7,33,2
"84880 Raudaskylä   (Ylivieska )",657,303,263,40,354,145,63,135,11
"85100 Kalajoki Keskus   (Kalajoki )",7051,3202,2776,426,3849,1349,432,1860,208
"85120 Metsä   (Kalajoki )",302,107,97,10,195,90,32,65,8
"85140 Tynkä   (Kalajoki )",847,383,342,41,464,191,71,172,30
"85150 Typpö   (Kalajoki )",325,121,106,15,204,72,22,100,10
"85160 Rautio   (Kalajoki )",614,245,220,25,369,164,33,148,24
"85180 Rahja   (Kalajoki )",476,214,189,25,262,82,37,128,15
"85200 Alavieska Keskus   (Alavieska )",2147,885,754,131,1262,464,162,601,35
"85210 Kähtävä   (Alavieska )",241,132,117,15,109,35,18,50,6
"85230 Talus   (Alavieska )",270,120,103,17,150,45,20,77,8
"85310 Sievi Asemanseutu   (Sievi )",551,224,201,23,327,145,48,124,10
"85320 Markkula   (Sievi )",265,117,102,15,148,34,23,84,7
"85340 Jyrinki   (Sievi )",761,271,237,34,490,296,64,108,22
"85410 Sievi Keskus   (Sievi )",2048,801,688,113,1247,508,175,511,53
"85430 Koivisto   (Sievi )",606,260,224,36,346,144,45,143,14
"85450 Joenkylä   (Sievi )",278,90,82,8,188,90,31,58,9
"85470 Kiiskilampi   (Sievi )",537,211,187,24,326,138,50,126,12
"85500 Nivala Keskus   (Nivala )",7518,3097,2652,445,4421,1777,559,1889,196
"85540 Mönkö   (Nivala )",577,239,218,21,338,177,35,108,18
"85560 Ainastalo   (Nivala )",474,194,151,43,280,103,44,119,14
"85580 Karvoskylä   (Nivala )",686,288,235,53,398,130,34,213,21
"85620 Sarja   (Nivala )",280,118,98,20,162,58,19,76,9
"85630 Sarjanahde   (Nivala )",607,215,194,21,392,216,57,104,15
"85640 Maliskylä   (Nivala )",512,215,179,36,297,83,33,164,17
"85660 Ruuskankylä   (Nivala )",170,67,58,9,103,39,8,51,5
"85710 Parkkila   (Haapajärvi )",373,152,128,24,221,85,25,99,12
"85730 Tulppo   (Haapajärvi )",134,60,52,8,74,18,10,41,5
"85800 Haapajärvi Keskus   (Haapajärvi )",5767,2402,2066,336,3365,1140,408,1611,206
"85820 Oksava   (Haapajärvi )",880,390,331,59,490,164,71,239,16
"85840 Kuona   (Haapajärvi )",320,118,110,8,202,92,32,70,8
"85900 Reisjärvi Keskus   (Reisjärvi )",2056,794,724,70,1262,412,116,669,65
"85930 Kangaskylä-Tolpankangas   (Reisjärvi )",167,81,72,9,86,18,13,50,5
"85940 Räisälänmäki   (Reisjärvi )",257,122,114,8,135,56,27,50,2
"85980 Köyhänperä   (Reisjärvi )",363,163,148,15,200,68,31,90,11
"86100 Pyhäjoki Keskus   (Pyhäjoki )",1883,731,630,101,1152,324,131,652,45
"86110 Parhalahti   (Pyhäjoki )",364,170,154,16,194,57,27,99,11
"86160 Pirttikoski   (Pyhäjoki )",313,127,113,14,186,41,19,119,7
"86170 Yppäri   (Pyhäjoki )",583,235,210,25,348,143,46,147,12
"86210 Petäjäskoski   (Oulainen )",211,81,76,5,130,70,20,37,3
"86220 Merijärvi Keskus   (Merijärvi )",835,314,276,38,521,223,77,192,29
"86230 Ylipää   (Merijärvi )",149,43,39,4,106,19,11,68,8
"86240 Pyhänkoski   (Merijärvi )",194,87,77,10,107,32,13,57,5
"86300 Oulainen Keskus   (Oulainen )",6784,2817,2408,409,3967,1288,504,2007,168
"86350 Kilpua   (Oulainen )",129,54,44,10,75,17,13,41,4
"86360 Ilveskorpi   (Raahe )",218,96,92,4,122,30,12,71,9
"86400 Vihanti Keskus   (Raahe )",1745,618,539,79,1127,322,98,645,62
"86440 Lampinsaari   (Raahe )",265,85,65,20,180,42,16,108,14
"86460 Alpua   (Raahe )",392,159,145,14,233,82,23,117,11
"86470 Lumimetsä   (Raahe )",198,80,73,7,118,45,9,55,9
"86480 Karhukangas   (Haapavesi )",54,27,..,..,27,..,..,..,..
"86510 Matkaniva   (Oulainen )",301,128,106,22,173,58,15,95,5
"86530 Annonen   (Oulainen )",186,88,74,14,98,27,10,54,7
"86550 Mieluskylä   (Haapavesi )",393,153,127,26,240,107,33,91,9
"86600 Haapavesi Keskus   (Haapavesi )",5473,2268,1926,342,3205,1150,470,1451,134
"86650 Kytökylä-Joutenniva   (Haapavesi )",507,226,197,29,281,104,36,128,13
"86680 Vatjusjärvi   (Haapavesi )",471,212,175,37,259,97,31,121,10
"86690 Karsikas   (Haapavesi )",177,60,48,12,117,16,6,85,10
"86710 Kärsämäki Keskus   (Kärsämäki )",2630,1071,904,167,1559,514,159,829,57
"86790 Venetpalo   (Kärsämäki )",20,4,..,..,16,..,..,..,..
"86800 Pyhäsalmi   (Pyhäjärvi )",4257,1613,1359,254,2644,610,217,1686,131
"86810 Pellikkaperä   (Pyhäjärvi )",171,67,58,9,104,39,12,46,7
"86850 Hiidenniemi   (Pyhäjärvi )",242,96,78,18,146,37,17,84,8
"86870 Vesikoski   (Pyhäjärvi )",257,104,85,19,153,30,9,106,8
"86900 Pyhäkumpu   (Pyhäjärvi )",498,221,182,39,277,73,28,164,12
"86980 Väliaho   (Pyhäjärvi )",62,27,..,..,35,6,1,27,1
"87100 Kajaani Keskus   (Kajaani )",6000,2566,2102,464,3434,356,592,2331,155
"87150 Purola   (Kajaani )",2331,1069,898,171,1262,400,259,546,57
"87200 Teppana   (Kajaani )",4043,1949,1642,307,2094,589,268,1147,90
"87250 Kättö-Kätönlahti   (Kajaani )",4398,1971,1702,269,2427,930,304,1087,106
"87300 Palokangas   (Kajaani )",1111,485,365,120,626,149,108,326,43
"87400 Petäisenniska   (Kajaani )",1796,835,712,123,961,272,129,520,40
"87500 Lehtikangas   (Kajaani )",5933,2813,2377,436,3120,1085,475,1413,147
"87700 Lohtaja-Kettu   (Kajaani )",4159,2112,1649,463,2047,734,438,685,190
"87800 Vuoreslahti   (Kajaani )",928,451,391,60,477,170,61,224,22
"87830 Nakertaja   (Kajaani )",1530,768,631,137,762,364,103,260,35
"87850 Paltaniemi   (Kajaani )",511,214,188,26,297,132,43,109,13
"87900 Karankalahti   (Kajaani )",470,228,189,39,242,77,38,115,12
"87910 Linnantaus   (Kajaani )",518,268,237,31,250,128,38,72,12
"87930 Salmijärvi   (Kajaani )",367,108,98,10,259,48,17,189,5
"87950 Kuluntalahti   (Kajaani )",924,436,398,38,488,272,59,140,17
"87970 Jormua   (Kajaani )",486,230,192,38,256,115,40,97,4
"88120 Tuhkakylä   (Sotkamo )",87,32,28,4,55,10,4,41,0
"88200 Otanmäki-Kytökoski   (Kajaani )",981,408,325,83,573,112,47,388,26
"88270 Vuolijoki Keskus   (Kajaani )",908,379,324,55,529,104,52,361,12
"88300 Paltamo Keskus   (Paltamo )",2285,878,714,164,1407,283,140,917,67
"88310 Melalahti   (Paltamo )",219,89,70,19,130,34,9,81,6
"88340 Manamansalo   (Vaala )",95,41,26,15,54,1,2,48,3
"88350 Kivesjärvi   (Paltamo )",109,33,29,4,76,16,9,47,4
"88380 Mieslahti   (Paltamo )",244,91,82,9,153,40,19,86,8
"88400 Ristijärvi Keskus-Hiisijärvi   (Ristijärvi )",1237,506,424,82,731,127,52,529,23
"88440 Jokikylä   (Ristijärvi )",62,34,31,3,28,..,..,..,..
"88460 Hiisijärvi   (Ristijärvi )",53,21,..,..,32,9,0,23,0
"88470 Kontiomäki   (Paltamo )",540,228,174,54,312,89,24,179,20
"88490 Pohjavaara   (Sotkamo )",251,112,95,17,139,42,12,79,6
"88530 Paakki   (Sotkamo )",114,53,43,10,61,21,11,26,3
"88600 Sotkamo Keskus   (Sotkamo )",6463,2816,2383,433,3647,896,358,2253,140
"88610 Vuokatti   (Sotkamo )",2600,1322,1143,179,1278,512,199,492,75
"88615 Vuokatin Urheiluopisto   (Sotkamo )",.,.,.,.,.,.,.,.,.
"88620 Korholanmäki   (Sotkamo )",494,233,213,20,261,97,34,122,8
"88640 Ontojoki   (Sotkamo )",82,40,39,1,42,10,6,25,1
"88670 Juurikkalahti-Maanselkä   (Sotkamo )",194,79,68,11,115,40,14,57,4
"88690 Maanselkä   (Sotkamo )",49,24,..,..,25,..,..,..,..
"88730 Ylä-Vieksi   (Kuhmo )",139,54,38,16,85,8,8,66,3
"88740 Härmänkylä-Iivantiira   (Kuhmo )",88,35,25,10,53,4,5,43,1
"88760 Iivantiira   (Kuhmo )",159,84,61,23,75,11,7,53,4
"88820 Katerma   (Kuhmo )",9,2,..,..,7,..,..,..,..
"88900 Kuhmo Keskus   (Kuhmo )",8032,3376,2601,775,4656,1004,360,3142,150
"88930 Lentiira-Kuumu   (Kuhmo )",302,134,95,39,168,20,6,133,9
"88940 Kuumu   (Kuhmo )",26,9,..,..,17,..,..,..,..
"89110 Törmänmäki   (Puolanka )",52,27,..,..,25,..,..,..,..
"89140 Kotila-Törmänmäki   (Puolanka )",88,43,35,8,45,11,10,20,4
"89200 Puolanka Keskus   (Puolanka )",2333,887,706,181,1446,219,133,1020,74
"89210 Puokiovaara   (Puolanka )",57,22,..,..,35,7,4,22,2
"89320 Joukokylä   (Puolanka )",124,50,41,9,74,14,4,52,4
"89330 Suolijärvi   (Puolanka )",68,34,28,6,34,2,2,28,2
"89400 Hyrynsalmi Keskus   (Hyrynsalmi )",2110,844,663,181,1266,203,92,927,44
"89430 Hoikka   (Hyrynsalmi )",48,19,..,..,29,..,..,..,..
"89440 Sakara   (Suomussalmi )",98,45,32,13,53,19,4,29,1
