Kaupunginosa	Huoneisto	Talot	m2	Vh	m21	Rv	Krs	Hissi	Kunto	Energial
Kaleva	1h, kt, kph, rp	kt	3300	170000	5152	2017	2/6	on	hyvä	
Kaleva	1h, k, kph, vh,...	kt	4400	135000	3068	1959	3/3	ei	hyvä	D2013
Kaleva	tupak, alk, p	kt	3550	137000	3859	2012	3/6	on	hyvä	D2013
Kaleva	1h,kk	kt	2900	117100	4038	1960	2/7	on		D2013
Kaleva	1h+k+alk+kph+la...	kt	3000	175000	5833	2017	4/8	on	hyvä	C2013
Kaleva	1h, kk, alkovi,...	kt	2850	117000	4105	1964	1/9	on	hyvä	
Kaleva	1h, kk, kph/wc, p.	kt	2500	144000	5760	1953	3/3	ei	hyvä	C
Kaleva	1h, kt, kph	kt	3300	170000	5152	2017	2/6	on	hyvä	
Kaleva	1h+kk	kt	3200	118000	3688	1958	8/8	ei	huono	
Kaleva	1h,kt,alk	kt	3200	191000	5969	2017	8/8	on	hyvä	C2013
Kaleva	1h+kk	kt	3200	135959	4249	1958	6/8	on	hyvä	C2007
Kaleva	1h, kk, kph/wc, et	kt	2400	105000	4375	1959	2/2	ei	hyvä	
Kaleva	1h, kk, kph	kt	3200	117000	3656	1956	4/8	on	hyvä	G2013
Kaleva	1 h, kk, kh	kt	2800	135000	4821	1954	3/4	ei	hyvä	D2007
Kaleva	1h, kk, kph, ra...	kt	2700	118000	4370	1961	2/7	on	hyvä	
Kalevanharju	1h, kk	kt	2700	95000	3519	1972	3/3	ei	hyvä	F2013
Kaleva	1h, kt, kph, la...	kt	2500	147000	5880	2018	1/6	on	hyvä	
Kaleva	1h, kk, kph/wc, et	kt	2950	107000	3627	1956	2/4	ei	tyyd.	D2007
Kaleva	1,kt	kt	3100	156000	5032	2016	6/9	on	hyvä	C2013
Kaleva	2h+kk+kh+p	kt	4800	175000	3646	1951	3/3	ei	hyvä	D2013
Kaleva	2h, avok, kph/w...	kt	5000	166000	3320	1964	4/9	on	hyvä	E2013
Kaleva	2h+k+kph/wc+parv	kt	5550	169000	3045	1961	6/7	on		F2013
Kaleva	2h, keittotila,...	kt	4000	149000	3725	1964	3/6	on		C2007
Kaleva	2h, pk, kph/wc	kt	3850	104000	2701	1943	3/4	ei	tyyd.	C2007
Kaleva	2h,k,p	kt	5300	155000	2925	1960	2/6	on		G2013
Kaleva	2h, kt, kph, vh...	kt	4750	177000	3726	2012	3/6	on	hyvä	D2013
Kaleva	2h, kk, 2x vh, p	kt	4950	150000	3030	1960	2/6	on	hyvä	G2013
Kaleva	2h, pk, ruok, k...	kt	4800	132000	2750	1943	3/4	ei	tyyd.	C2007
Kaleva	2h, k, kph, s	kt	6050	207000	3421	2012	3/7	on	hyvä	
Kaleva	2h+k	kt	5700	158536	2781	1955	3/4	ei	hyvä	
Kaleva	2h, k, kph/wc, ...	kt	5720	175000	3059	1958	2/7	on	hyvä	
Kaleva	2h, k, kph/wc, vh	kt	6000	176000	2933	1957	4/6	on	hyvä	F2013
Kaleva	2h+kk	kt	5000	146500	2930	1965	6/9	on	hyvä	
Kaleva	2h, k, kph/wc, ...	kt	6600	180000	2727	1958	6/7	on	tyyd.	C2013
Kaleva	2h, kk	kt	4550	137000	3011	1956	4/4	ei	tyyd.	D2007
Kaleva	2h+k+p	kt	5310	148500	2797	1960	4/6	ei	tyyd.	
Kaleva	2h,k,kph,p	kt	5700	155000	2719	1958	5/7	on	hyvä	C2007
Kaleva	2h, pk, kph, vh	kt	4850	160000	3299	1949	1/4	ei	hyvä	C2007
Kaleva	2h+k+s+p	kt	6000	220000	3667	2012	6/6	on	hyvä	D2007
Kaleva	2h, k	kt	5100	130000	2549	1957	2/6	on	tyyd.	F2013
Kaleva	2h,k,kph,vh,las...	kt	4300	200000	4651	2017	7/8	on	hyvä	C2013
Kaleva	2h, k, vh, kph/...	kt	5700	157000	2754	1958	4/7	on	tyyd.	C2013
Kaleva	2h+k	kt	6000	187000	3117	1957	3/6	on	hyvä	F2013
Kaleva	2h,k,kph,vh	kt	5740	160000	2787	1955	1/4	ei	hyvä	F2013
Kaleva	2h, k, kh, p	kt	5000	149000	2980	1964	3/9	on	hyvä	E2013
Kaleva	2h, k, kph/wc, ...	kt	5150	148000	2874	1959	4/7	on	tyyd.	
Kaleva	2h, kt, vh, las...	kt	5300	249500	4708	2016	5/6	on	hyvä	
Kaleva	2h, k, p	kt	5310	127000	2392	1960	5/6	on	huono	G2013
Kaleva	2h,k,kph	kt	5800	158000	2724	1956	1/7	on	hyvä	G2013
Kaleva	2h, k, kph, vh,...	kt	6100	177000	2902	1958	2/3	ei	hyvä	F2013
Kaleva	2h, kt, saunaos...	kt	4350	182000	4184	2007	2/8	on	hyvä	E2013
Kaleva	2h, kk	kt	4300	129747	3017	1953	2/3	ei	tyyd.	C2007
