Kaupunginosa	Huoneisto	Talot	m2	Vh	m21	Rv	Krs	Hissi	Kunto	Energial
Pyynikki	1 h, kt, mt	kt	3600	237600	6600	2020	2/4	on	hyvä	E2018
Amuri	1h, k, et, kph	kt	3550	140000	3944	1945	2/4	ei	hyvä	
Amuri	1h, kk	kt	3250	139000	4277	1970	4/7	on	hyvä	
Amuri	1h+k+kh	kt	4400	146000	3318	1945	4/4	ei	hyvä	
Amuri	1h,kt,kph,alkovi	kt	4900	150000	3061	1928	2/5	ei	hyvä	F2013
Amuri	1h, k, kph	kt	3300	131000	3970	1939	4/5	ei	hyvä	
Pyynikki	1h, k, askartel...	kt	7500	210000	2800	1926	1/2	ei	hyvä	G2013
Pyynikki	2 h+kt+kattoter...	kt	5050	386325	7650	2020	4/4	on	hyvä	E2018
Pyynikki	2h, kt, kph, te...	kt	4000	252800	6320	2020	1/4	on	hyvä	E2018
Pyynikki	2 h, kt, rt, kh...	kt	5100	351900	6900	2020	3/4	on	hyvä	E2018
Pyynikki	2h,k,s	kt	5100	234000	4588	2010	4/7	on	hyvä	D2013
Amuri	2h, k, kph, wc	kt	3800	130000	3421	1939	1/7	on	hyvä	
Pyynikki	2h,avokeitti...	kt	4200	198000	4714	2010	2/3	on	hyvä	D2013
Onkiniemi	2h,k,kph,lasip	kt	5800	154000	2655	1972	2/4	on		F2013
Pyynikintori	2h, k, kph	kt	6300	265000	4206	1932	2/7	on	hyvä	
Amuri	2h, k, kph, p	kt	4500	143000	3178	1955	2/6	on	hyvä	G2013
Pyynikki	2h,k,kph,s,wc,l...	kt	6300	205000	3254	1991	4/5	on	hyvä	F2013
Pyynikki	2h, k, kph	kt	5500	153000	2782	1930	1/2	ei	hyvä	
Pyynikki	3 h, kt, s	kt	9200	634800	6900	2020	4/4	on	hyvä	E2018
Pyynikki	3h,k	kt	6500	221000	3400	1926	2/2	ei	hyvä	
Pyynikki	3 h, kt	kt	7700	546700	7100	2020	4/4	on	hyvä	E2018
Onkiniemi	3h, k, vh, s, p...	kt	9200	313000	3402	2006	1/4	on	hyvä	D2013
Pyynikki	3h, kt, kph, er...	kt	7750	538625	6950	2020	4/4	on	hyvä	E2018
Amuri	3h,k	kt	7900	220000	2785	1966	6/6	on	hyvä	G2013
Onkiniemi	3h, k, kph/wc, ...	kt	7600	194000	2553	1974	3/3	ei	hyvä	G2013
Onkiniemi	3h, k, kph, las...	kt	7600	182000	2395	1974	2/3	ei		G2013
Pyynikki	3h, kirjastoh.,...	kt	10000	330000	3300	1925	2/2	ei	hyvä	
Amuri	3h,k	rt	8100	105000	1296	1912	1/2	ei	hyvä	E2013
Amuri	3h, k, kph, p	kt	7200	237000	3292	1955	4/6	on	hyvä	G2013
Pyynikki	3 h, k, s, vh, ...	kt	7950	438000	5509	2010	7/7	on	hyvä	D2013
Pyynikki	3-4h, alk, k, k...	kt	12300	330000	2683	1930	3/6	on	tyyd.	
Pyynikki	3-4 h, kt, s	kt	14050	983500	7000	2020	4/4	on	hyvä	E2018
Amuri	4h,k,kh,p	kt	9400	290000	3085	1953	7/7	on		F2013
Pyynikki	4h, k, s, kph, ...	kt	13100	418000	3191	1921	1/2	ei	hyvä	
Onkiniemi	oh, k, 3 mh, 2 ...	kt	11100	340000	3063	2006	1/3	on	hyvä	E2013
Pyynikki	3-4h, kt, ruoka...	kt	14300	929500	6500	2020	3/4	on	hyvä	E2018
Amuri	4h+k+lasitettu ...	kt	9900	280000	2828	1957	6/6	ei		
Pyynikki	oh, 3 mh, k, er...	kt	16050	790000	4922	2000	-1/4	on	hyvä	
Pyynikki	Oh, k, mh, kph,...	rt	7400	180000	2432	1921	2/2	ei	tyyd.	
