Kaupunginosa	Huoneisto	Talot	m2	Vh	m21	Rv	Krs	Hissi	Kunto	Energial
Laajasalo	1h+tupakeitti...	kt	3900	171500	4397	2002	2/3	on	hyvä	E2007
Laajasalo	1h, kk, kh, p	kt	2300	149000	6478	1966	3/3	on	hyvä	G2013
Yliskylä	1h, k, kph, las...	kt	3300	159000	4818	1975	3/3	ei	hyvä	F2013
Laajasalo	2h+k+s	kt	5800	225000	3879	1980	1/2	ei	tyyd.	F2013
Laajasalo	2h, kt, kph, vh...	kt	4850	179000	3691	1975	3/3	ei	hyvä	F2013
Yliskylä/laajasalo	2h+k+kph+p	kt	5200	175000	3365	1974	2/3	ei	tyyd.	
Laajasalo	2h+k+kph	kt	5500	161000	2927	1967	4/4	ei	tyyd.	F2007
Laajasalo	2h, k, kph, las...	kt	5100	195000	3824	1966	4/5	on	tyyd.	F2018
Laajasalo	2h, k, kph, las...	kt	5150	207000	4019	1965	1/3	on	hyvä	E2010
Laajasalo	2h+k+kph+las.pa...	kt	4850	163000	3361	1973	4/10	ei	hyvä	
Laajasalo	2h, k, p	kt	5700	228000	4000	1966	2/3	ei	hyvä	E2013
Laajasalo	2h + kk	kt	3900	170000	4359	1965	1/3	on	tyyd.	F2013
Laajasalo	2 h, k, s, vh, p	kt	6200	286107	4615	2009	4/4	on	hyvä	C2007
Yliskylä	2h, avok, sauna...	kt	5150	265000	5146	2002	3/4	on	hyvä	D2007
Yliskylä	2h,k	kt	5200	175000	3365	1974	2/3	ei	hyvä	E2007
Yliskylä	2h, k, p	kt	5250	180000	3429	1976	5/5	on	tyyd.	F2007
Laajasalo	3h+kk	kt	6100	237000	3885	1966	3/5	ei	tyyd.	
Laajasalo	3h+k+kph+vh+et+...	kt	5100	224000	4392	1966	3/5	ei	hyvä	
Laajasalo	3h+k	kt	6300	232000	3683	1965	1/4	ei	hyvä	
Laajasalo	3h ,k, lasitett...	kt	6700	181000	2701	1976	3/5	ei	tyyd.	
Laajasalo	3h, k, erill.wc...	rt	8600	315000	3663	2002	-1/2	ei	tyyd.	D2013
Laajasalo	3h, k, kph, las...	kt	6900	245000	3551	1974	3/3	ei	hyvä	E2007
Laajasalo	3h+avok+kph+s+w...	kt	6950	205000	2950	1972	1/3	on	tyyd.	E2007
Laajasalo	3h, k, kph, piha	rt	8200	285000	3476	1977		ei	hyvä	
Laajasalo	3h, k, s, erill...	rt	7700	260000	3377	1978	1/1	ei	tyyd.	
Laajasalo	3h, avok, kph, ...	kt	8200	250000	3049	1992	3/3	on	tyyd.	D2013
Yliskylä	3H+K	kt	6800	225000	3309	1974	3/3	ei	hyvä	E2007
Yliskylä	3h, k kph, vh, ...	kt	6850	177000	2584	1973	3/8	on	hyvä	E2007
Yliskylä	3h, k, kph, las...	kt	6900	185000	2681	1972	3/5	on	hyvä	F2007
Laajasalo	3 h, avok., s, p	kt	7300	335000	4589	2009	7/7	on	hyvä	C2007
Laajasalo	3h, k, kph, vh,...	kt	7050	249600	3540	1965	3/3	on	hyvä	E2010
Laajasalo	3h,k,s,tkh,auto...	rt	10350	390000	3768	1983	-1/2	ei	tyyd.	E
Laajasalo	3h+k+p	kt	6400	227000	3547	1965	3/3	on	tyyd.	E2010
Laajasalo	3-4 h, k, kph, ...	kt	8300	340000	4096	1972	2/4	on	tyyd.	F2007
Laajasalo/yliskylä	4h, k	kt	7950	254000	3195	1973	4/9	on	hyvä	
Laajasalo	4h, k, kph, er...	kt	7800	276000	3538	1965	1/4	on	tyyd.	F2013
Laajasalo/yliskylä	4h, k	kt	7950	253000	3182	1973	2/10	on	hyvä	F2013
Laajasalo	3-4 h, avokeitt...	rt	7700	419000	5442	1982	1/1	ei	hyvä	D
Laajasalo	5 h, k, kph, er...	kt	9800	291000	2969	1965	3/3	on	tyyd.	E2007
Laajasalo	3-4 h, k, kph, ...	kt	7950	247000	3107	1973	10/10	on	hyvä	E2007
Laajasalo	Kerrostalo, 3-4...	kt	11600	420000	3621	1972		on	tyyd.	F2007
Laajasalo	5h, k, s	rt	11250	395000	3511	2002	-1/2	ei	hyvä	D2013
Laajasalo	5h+k+kph+2wc (y...	rt	12050	474000	3934	1976	3/3	ei	hyvä	
Laajasalo	5h+k+kph/wc+eri...	kt	9550	285000	2984	1973	8/9	on	hyvä	E2007
Laajasalo	4h,k,kph,wc,vh,...	kt	8450	170000	2012	1967	3/4	on	tyyd.	E2013
Yliskylä	4 h, k, s, vh, ...	kt	9500	362000	3811	2009	2/4	on	hyvä	C2007
Laajasalo	5h,k,2kph,wc,s,...	rt	11000	385000	3500	1987	1/2	ei	tyyd.	D2013
Laajasalo	4-5h, k, s, kh,...	rt	11000	415000	3773	1987	-1/2	ei	hyvä	D2013
Laajasalo	4h+k	kt	8000	200000	2500	1973	7/9	on	tyyd.	E2007
