Kaupunginosa	Huoneisto	Talot	m2	Vh	m21	Rv	Krs	Hissi	Kunto	Energial
Aaltopuisto	2h,kk	rt	4350	80000	1839	1946	1/2	ei	hyvä	E
Teeriniemi	2h+k	kt	5500	71000	1291	1987	1/3	ei	hyvä	
Melaniemi	2h+k+s	rt	5600	100000	1786	1985	1/2	ei	hyvä	C2018
Huutoniemi	3h,k	kt	7900	70000	886	1971	3/3	ei	hyvä	
Huutoniemi	3h,k	kt	7900	76000	962	1971	3/3	ei	hyvä	D2007
Huutoniemi	3h,k,parvi,s, at	rt	7400	159000	2149	1990	-1/2	ei	hyvä	
Aaltopuisto	3h,k,s,ak	rt	7800	154000	1974	2002	-1/2	ei	hyvä	C
Teeriniemi	3h,k,s	rt	7750	130000	1677	1988	1/1	ei	hyvä	E
Huutoniemi	3h+k	kt	7900	50500	639	1970	3/3	ei	hyvä	
Huutoniemi	4h+k	kt	9400	90000	957	1971	3/3	ei	hyvä	C2007
