Kaupunginosa	Huoneisto	Talot	m2	Vh	m21	Rv	Krs	Hissi	Kunto	Energial
Varissuo	2h+k,kph,erill....	kt	6200	62000	1000	1978	1/3	ei	hyvä	E2013
Varissuo	2h+k	kt	6000	59000	983	1976	4/8	on	tyyd.	F2013
Varissuo	2h,k,p	kt	5850	55050	941	1977	3/3	ei	hyvä	
Varissuo	2h, k	kt	5850	60000	1026	1978	4/6	ei	tyyd.	D2012
Laukkavuori	2h+tupak+p+kph+2vh	kt	6050	126000	2083	1971	3/7	ei	hyvä	
Pääskyvuori	2h,k,kph,vh,par...	kt	5900	64000	1085	1970	2/4	on	tyyd.	G2013
Varissuo	2h+k	kt	6000	70000	1167	1976	7/9	on	hyvä	F
Varissuo	2h+k+las. p	kt	6200	61000	984	1976	1/9	on	hyvä	F2013
Laukkavuori	2 h, avok, kph, p.	kt	5850	105000	1795	1972	4/7	ei	hyvä	
Laukkavuori	2 h, avok, kph,...	kt	5850	105000	1795	1972	4/7	ei	hyvä	
Pääskyvuori	2 h,k,kph,parv	kt	6100	65000	1066	1970	3/7	on		G2013
Varissuo	2h, k	kt	6000	65000	1083	1977	1/6	on	hyvä	E
Laukkavuori	2h,k,parv	kt	6000	85000	1417	1974	5/6	on	tyyd.	F2013
Pääskyvuori	2h+k+parv.	kt	5900	85000	1441	1970	1/4	on	hyvä	G
Pääskyvuori	2h,k,las.p.	kt	5900	72000	1220	1970	4/5	on	tyyd.	G2013
Varissuo	2h+k	kt	6100	57000	934	1978	2/3	ei	tyyd.	E2013
Pääskyvuori	2h, k	kt	5550	84500	1523	1968	3/3	ei	tyyd.	F2013
Laukkavuori	3h+k+parv	kt	7500	95000	1267	1970	4/7	on	tyyd.	F2013
Varissuo	3h+k	kt	7750	59000	761	1976	5/6	ei	tyyd.	
Varissuo	3h+k+lasitettu ...	kt	7800	77000	987	1976	3/3	ei	hyvä	E2013
Varissuo	3h+k	kt	7750	81000	1045	1976	1/3	ei	hyvä	
Varissuo	3h, k, s	rt	8450	132000	1562	1983	2/1	ei	hyvä	D2013
Varissuo	3 h, k, vh, p	kt	7600	71000	934	1979	5/6	on	tyyd.	F2013
Varissuo	3h+k+s	kt	7700	85000	1104	1980	5/6	on		E2013
Pääskyvuori	3h+k+s+las.p	kt	7500	95000	1267	1970	1/7	on	hyvä	G2007
Varissuo	3h,k,erill.wc,k...	rt	8500	119099	1401	1981	1/2	ei	hyvä	D2013
Varissuo	3 h, k, kph & wc	kt	7450	70000	940	1978	1/7	on	hyvä	E2018
Varissuo	3h, k	kt	7600	50000	658	1977	3/4	ei	tyyd.	D
Varissuo	3h,k	kt	7500	76109	1015	1977	6/6	on	tyyd.	F2018
Varissuo	3h, k	kt	7650	85150	1113	1980	3/7	on	hyvä	E
Varissuo	3-4 h, k, kph	rt	8750	139000	1589	1978	2/2	ei	hyvä	D
Varissuo	2h,k,kph,vh,p	kt	6000	65000	1083	1981	3/8	on	hyvä	E2007
Varissuo	3h, k, s	kt	7650	70000	915	1980	2/3	ei	tyyd.	E2013
Pääskyvuori	5h,k,kph/s,th,k...	ok	15000	242000	1613	1990		ei	hyvä	E2013
Varissuo	4h,k,wc,vh,kph/...	rt	10000	153500	1535	1981	1/2	ei	hyvä	D2013
Varissuo	5h+k+s	rt	11450	129000	1127	1981	1/2	ei	tyyd.	E
Pääskyvuori	4h, k, s, vh, at	ok	11950	215000	1799	1977	-1/1	ei	hyvä	
Varissuo	4 h,k,s	rt	9900	129500	1308	1981	1/2	ei		D2013
Pääskyvuori	4-5h,k,wc,kph,s...	rt	12000	200000	1667	1980	1/2	ei	hyvä	E2013
Pääskyvuori	5h,k,ph,s,3xWC,vh	ok	16000	280000	1750	1956		ei	hyvä	
Pääskyvuori	6h+k+s	rt	11700	175000	1496	1970	1/2	ei	hyvä	E2013
Hurttivuori	4 h, k, kph, s	rt	9850	170000	1726	1977	2/2	ei	hyvä	E2013
Laukkavuori	4h,k,kph,wc,s	kt	9100	135000	1484	1971	7/7	on	tyyd.	F2013
Hurttivuori	4h, k, harraste...	rt	18000	165000	917	1966	2/2	ei	tyyd.	E
Hurttivuori	5h+k+kph/wc+kph...	rt	13500	225000	1667	1978	-1/2	ei	hyvä	C2013
Pääskyvuori	5h+k+tkh+s+kph+...	ok	12200	220000	1803	1952		ei	hyvä	
Varissuo	4h,k,kph,s,wc,v...	rt	10500	119000	1133	1983	2/2	ei	tyyd.	D2013
Varissuo	3-4h,avokeitti&...	kt	11900	190000	1597	1987	11/12	on	hyvä	E2013
