Kaupunginosa	Huoneisto	Talot	m2	Vh	m21	Rv	Krs	Hissi	Kunto	Energial
Ylikylä	autopaikka	kt	1250	2500	200	2018	1/1	ei	hyvä	
Ylikylä	autokatos	kt	1250	6800	544	2018	1/1	ei	hyvä	
Ylikylä	autopaikka	kt	1250	2500	200	2018	1/1	ei	hyvä	
Ylikylä	autokatos	kt	1250	6800	544	2018	1/1	ei	hyvä	
Ylikylä	autokatos	kt	1250	6800	544	2018	1/1	ei	hyvä	
Ylikylä	3h, k, kph, s, vh	rt	7140	169000	2367	2018	1/1	ei	hyvä	
Ylikylä	3h, k, kph/khh,...	rt	7400	164000	2216	2014	1/1	ei	hyvä	B2007
Ylikylä	3h, k, kph, s, vh	rt	7140	169000	2367	2018	1/1	ei	hyvä	
Ylikylä	3h, k, kph, s, vh	rt	7140	169000	2367	2018	1/1	ei	hyvä	
Ylikylä	3h, k, kph, s, vh	rt	7140	172000	2409	2018	1/1	ei	hyvä	
Ylikylä	2mh, oh, k, kph, s	rt	7200	125469	1743	1988	1/1	ei	hyvä	E2013
Ylikylä	4mh+työh.,...	ok	15400	230000	1494	1998	-1/2	ei	hyvä	E2018
Ylikylä	4h,k,s,ak/var	ok	10300	155000	1505	2003		ei	hyvä	D2018
Ylikylä	4mh, oh, k, khh...	ok	12400	198000	1597	1988	-1/1	ei	hyvä	D2018
