Kaupunginosa	Huoneisto	Talot	m2	Vh	m21	Rv	Krs	Hissi	Kunto	Energial
Lehmo	2h, kt, s	rt	4700	112000	2383	2013	1/1	ei	hyvä	C2013
Lehmo	2 h, kt, khh, s	rt	5400	124000	2296	2007	1/1	ei	hyvä	E
Lehmo	2h,kt,s	rt	4800	137000	2854	2018	1/1	ei	hyvä	
Lehmo	2h, kt, s	rt	4900	125000	2551	2014	1/1	ei	hyvä	C
Lehmo	2h,k,s	rt	5450	150000	2752	2018	1/1	ei	hyvä	
Lehmo	2h, k, khh, s	rt	5200	100000	1923	1991	1/1	ei	hyvä	F2013
Lehmo	2h,k,s	rt	5700	105000	1842	1989	1/1	ei	hyvä	F2013
Lehmo	3h, k, khh, s	rt	6900	164000	2377	2013	1/1	ei	hyvä	C2013
Lehmo	3h, k, khh, kph...	rt	7700	136000	1766	2006	1/1	ei	hyvä	
Lehmo	3h,k,khh,s,auto...	rt	6300	113000	1794	1998	1/1	ei	hyvä	F2013
Lehmo	3h,k,s,khh	rt	7050	183500	2603	2018	1/1	ei	hyvä	
Lehmo	3h+k+s	rt	7150	137000	1916	2005	1/1	ei	hyvä	E2013
Lehmo	3h,k,s,khh	rt	6850	179500	2620	2018	1/1	ei	hyvä	
Lehmo	3 h, k, s, puke...	rt	8070	166000	2057	2010	1/1	ei	hyvä	C2007
Lehmo	4h, k, pesuh, s...	ok	7950	141000	1774	1954		ei	hyvä	E
Lehmo	4 h, k, khh, s ...	rt	9050	198500	2193	2019	1/1	ei	hyvä	C2018
Lehmo	4h, k, kph, s, wc	ok	9000	156000	1733	1952		ei		
Lehmo	4-5h, k, khh, k...	ok	14200	254000	1789	2005		ei	hyvä	C2018
Lehmo	4h,k,et,vh,wc,k...	ok	9800	113000	1153	1986	-1/1	ei	hyvä	
Lehmo	5h, k, kph, khh...	ok	14600	230000	1575	2007		ei		C2013
Lehmo	4h, k, s, khh, ...	rt	9250	212500	2297	2017	1/1	ei	hyvä	B2018
Lehmo	5 h, k , s , ak	ok	12100	219000	1810	2004		ei	hyvä	D2013
Lehmo	3h, k, s, ty...	ok	8900	125000	1404	1983		ei		
Lehmo	4h, 2k, ph, s, ...	ok	12700	140000	1102	1925		ei	tyyd.	G2013
Lehmo	oh, k, 4 mh, et...	ok	14150	244000	1724	2013	1/1	ei	hyvä	C2007
Lehmo	3mh, oloh, 3 wc...	ok	25800	590000	2287	2016	1/2	ei	hyvä	B2013
Lehmo	5 h, k, s	ok	14200	201000	1415	1997	1/1	ei	hyvä	
Lehmo	3mh,oh,k,kph,pu...	ok	13900	85000	612	1974	1/1	ei	tyyd.	E2018
Lehmo	4h,k,ph,s	rt	8500	186000	2188	2018	-1/1	ei	hyvä	C
Lehmo	4h, k, vh, 2wc,...	ok	13800	220000	1594	2001	-1/1	ei	hyvä	
Lehmo	5h, k, vh, wc, ...	ok	14900	170000	1141	1997	-1/2	ei	hyvä	
Lehmo	4h, k, s, tkh	ok	15900	70000	440	1993	-1/1	ei	tyyd.	
Lehmo	4 h,k, kph, wc,...	ok	11700	181000	1547	2004		ei	hyvä	
Lehmo	4h,k,s,kph/khh,...	rt	9300	129000	1387	1991	1/1	ei	hyvä	F2013
