Kaupunginosa	Huoneisto	Talot	m2	Vh	m21	Rv	Krs	Hissi	Kunto	Energial
Orivesi	2h,k,s,p(las.),...	kt	5950	98000	1647	1998	2/5	on	hyvä	B2007
Kaupinrinne	2h,k,s	rt	5200	94000	1808	1999	1/1	ei	hyvä	
Keskusta	2h,k,kph	kt	5500	58000	1055	1977	3/3	ei	hyvä	
Keskusta	2h+k+s	kt	6500	150000	2308	2015	4/4	on	hyvä	C2007
Keskusta	2h+kk	kt	4300	36000	837	1970	2/2	ei	tyyd.	
Eerola	2h,k,s	rt	6700	128000	1910	2002	1/1	ei	hyvä	
Keskusta	2h,k,kph	kt	4400	35250	801	1971	2/2	ei	tyyd.	
Keskusta	1h,tk,s	kt	4700	82000	1745	2000	1/3	on	hyvä	D2007
Keskusta	2h+k+s	kt	6100	93000	1525	1982		on		
Keskusta	2h,k,kph	kt	5000	40056	801	1977	2/2	ei	tyyd.	D2007
Keskusta	2h,kk,p	kt	5200	47000	904	1974	3/3	ei	hyvä	
Kaupinrinne	3h,k,s	rt	6600	108000	1636	1993	1/1	ei	hyvä	
Keskusta	3h, k, kph	kt	6550	29000	443	1967	3/3	ei	hyvä	
Eerola	3h,k,kph,wc	kt	7600	63000	829	1980	2/3	ei	tyyd.	D2007
Kaupinrinne	3h,k,s,	rt	8100	124000	1531	1989		ei	hyvä	
Keskusta	3h,k,s	rt	7500	67000	893	1975		ei	tyyd.	
Keskusta	3h,k,kph	kt	7600	75000	987	1966	1/2	ei	hyvä	D2007
