Kaupunginosa	Huoneisto	Talot	m2	Vh	m21	Rv	Krs	Hissi	Kunto	Energial
Nastola	2h,k,s, terassi	rt	5900	70000	1186	1985		ei	hyvä	E2013
Nastola	2h,k,s	rt	6100	65000	1066	1977	1/1	ei	hyvä	E2013
Rakokivi	2h,kk,kph,p	kt	3900	35000	897	1986	3/3	ei	tyyd.	F2013
Nastola	3h, k, kph, wc,...	rt	7200	147000	2042	2004	1/1	ei	hyvä	
Nastola	3h,k,kph,s,wc,v...	rt	7500	130000	1733	2001	1/1	ei	hyvä	
Nastola	3h,k,kph,vh,p	kt	7400	65000	878	1967	1/3	on	tyyd.	D2007
Rakokivi	4 h, k, kph, s,...	rt	9100	124000	1363	1988	2/2	ei	hyvä	E2013
Nastola	4+2h,k,kesä...	ok	11600	230000	1983	1985	2/2	ei	hyvä	
Nastola	5h,k,kph,2wc ja...	ok	16400	110000	671	1959		ei	hyvä	
Nastola	4h,k,s,kph/wc,e...	rt	9200	172500	1875	2005	1/1	ei	hyvä	
Nastola	4h,k,ph,s,kh,wc...	ok	10300	226000	2194	2012		ei	hyvä	B2007
Nastola	5h,k,s	ok	12800	184000	1438	1992		ei	hyvä	D2018
