Kaupunginosa	Huoneisto	Talot	m2	Vh	m21	Rv	Krs	Hissi	Kunto	Energial
Haaranmäki	2h,kk,s	rt	4500	51000	1133	1988		ei	hyvä	
Pyykölä	2h, kk, s	rt	4800	58500	1219	1998	1/1	ei	hyvä	
Tohola	2h,k,ph,s	rt	5000	27000	540	1975		ei		
Oulainen	2h,k,s	kt	4300	119150	2771	2017	3/5	on	hyvä	C
Oulas	3h,k,kh,s	kt	6000	112000	1867	2011	1/3	on	hyvä	D2007
Eteläranta	3h,k,kh,s	rt	7300	90000	1233	2001		ei	hyvä	
Oulas	3h,k,ph,s,wc	rt	7600	118000	1553	2005		ei	hyvä	D2007
Puistola	3h,k,s,wc	rt	7900	52500	665	1980		ei		B2013
Puistola	3h,k	rt	7900	52000	658	1981		ei		E2018
Eteläranta	3h,k,kh,s	rt	7000	98000	1400	1999		ei	hyvä	
Oulainen	4h,k,s	kt	8200	228500	2787	2017	5/5	on	hyvä	C2013
Pyykölä	4h,k,ph,s	rt	9000	125000	1389	2001	1/1	ei	hyvä	G2013
