Kaupunginosa	Huoneisto	Talot	m2	Vh	m21	Rv	Krs	Hissi	Kunto	Energial
Söderkulla	1h+k+s+var	kt	3200	115000	3594	2016	1/1	ei	hyvä	
Söderkulla	1h, k, parveke	kt	2500	109894	4396	2019	4/5	on	hyvä	C2013
Söderkulla	1h, k, parveke	kt	2250	107983	4799	2019	5/5	on	hyvä	C2013
Söderkulla	1h, k, parveke	kt	2050	101867	4969	2019	4/5	on	hyvä	C2013
Söderkulla		kt	1250	956	76	2019		on	hyvä	C2013
Söderkulla		kt	1250	956	76	2019		on	hyvä	C2013
Söderkulla	1h, k, parveke	kt	2250	107983	4799	2019	5/5	on	hyvä	C2013
Söderkulla		kt	1250	956	76	2019		on	hyvä	C2013
Söderkulla	1h, k, parveke	kt	2400	103969	4332	2019	1/5	on	hyvä	C2013
Söderkulla	1h, k, parveke	kt	2500	112952	4518	2019	5/5	on	hyvä	C2013
Söderkulla		kt	1250	956	76	2019		on	hyvä	C2013
Söderkulla		kt	1250	956	76	2019		on	hyvä	C2013
Söderkulla	Oh+mh+k+kph+par...	kt	6000	100000	1667	1982	2/3	ei	tyyd.	F2013
Söderkulla	2 h,k,s	rt	5200	133372	2565	1986	2/2	ei	hyvä	F2007
Söderkulla	2h, k, psh/wc, ...	kt	6850	195000	2847	2007	2/4	on	hyvä	C2013
Söderkulla	2h, k, p	kt	4750	140000	2947	2015	3/4	on	hyvä	C
Söderkulla	2h, avok, kph, ...	kt	4200	150000	3571	2016	1/2	ei	hyvä	C
Söderkulla	2h, k, s, vh, l...	rt	6300	160000	2540	1987	1/1	ei	tyyd.	C2013
Söderkulla	2h, k, parveke	kt	3300	139900	4239	2019	2/5	on	hyvä	C2013
Söderkulla	2h, k, parveke	kt	3300	148882	4512	2019	4/5	on	hyvä	C2013
Söderkulla	3h, k	kt	7200	100000	1389	1986	2/3	ei	tyyd.	F2013
Söderkulla	3h, k, kph, s, p	kt	6800	223500	3287	2016	4/7	on	hyvä	C
Söderkulla	3h,k,s+var	rt	5300	168000	3170	2016	1/1	ei	hyvä	C2013
Söderkulla	3h,k,s,kph,eril...	rt	8000	179000	2238	1981	1/2	ei	tyyd.	F2007
Söderkulla	4h, k, s, kph, ...	rt	9450	195000	2063	1981	1/2	ei	tyyd.	E2013
Söderkulla	4h+k+s+2 kph+wc...	rt	9800	238000	2429	1986		ei	hyvä	F
Söderkulla	4h, k, s, p, te...	rt	10000	265000	2650	2000	-1/2	ei	hyvä	A
