Kaupunginosa	Huoneisto	Talot	m2	Vh	m21	Rv	Krs	Hissi	Kunto	Energial
Rajatorppa	2 h + k	kt	5900	123000	2085	1970	7/7	on	hyvä	G2013
Rajatorppa	2h+k+kh+lasitet...	kt	5900	95000	1610	1974	8/8	on	tyyd.	E2013
Rajatorppa	2h, k, kph, las...	kt	5900	99000	1678	1972	2/3	ei	tyyd.	E
Rajatorppa	2h, kk, kph	kt	5000	93000	1860	1972	2/4	ei	hyvä	E
Rajatorppa	2h+k+kh+p	kt	5900	108000	1831	1974	1/5	on	tyyd.	E2007
Rajatorppa	2h+k+kh+vh+parv.	kt	5900	111000	1881	1970	5/5	ei	hyvä	
Vapaala	3mh+oh+khh/th+2...	rt	10700	358000	3346	2005	1/2	ei	hyvä	B2007
Vapaala	4h+k+s	rt	8350	284000	3401	1994	1/2	ei	hyvä	
Rajatorppa	4h+k+kh+wc+parv	kt	9100	145000	1593	1972	2/7	ei	hyvä	
Vapaala	4h, k, s, ask.h	rt	10400	265000	2548	1990	-1/2	ei	tyyd.	
