Kaupunginosa	Huoneisto	Talot	m2	Vh	m21	Rv	Krs	Hissi	Kunto	Energial
Kyrölä	Oh, parvi, kk, ...	rt	4200	149200	3552	2007	1/2	ei	hyvä	C2007
Ahjo	2h, k, kph, vh	kt	4800	73585	1533	1971	1/2	ei	huono	F2013
Kyrölä	2h, k	rt	5590	95000	1699	1977	1/1	ei	tyyd.	E2007
Kyrölä	2h,k,s	rt	5600	85000	1518	1977	1/1	ei	huono	D2013
Tanhuniitty	2h, k	rt	5590	95000	1699	1977	1/1	ei	tyyd.	E
Kyrölä	2 h + k + sauna	rt	6200	163000	2629	1982	1/1	ei	hyvä	
Kyrölä	2h,kt,s	rt	5000	189000	3780	2017		ei	hyvä	C2013
Kyrölä	2h, k, s, piha,...	rt	5450	159000	2917	1987	1/1	ei	hyvä	
Kyrölä	2h, k, s, var, ak	rt	5500	160000	2909	1987	1/1	ei	hyvä	
Kinnari	2h, k, sauna	rt	6000	161500	2692	1985	1/1	ei	hyvä	
Kyrölä	2h,k,s	rt	6100	169000	2770	1989	1/1	ei	hyvä	G2013
Kyrölä	Oh, parvi, kk, ...	rt	4200	149000	3548	2007	1/2	ei	hyvä	C2007
Kyrölä	2h, k, kph, vh,...	kt	6250	133000	2128	1975	2/4	ei	hyvä	F
Kinnari	2h, k, s	rt	5150	140000	2718	1986	1/1	ei	tyyd.	F2013
Kyrölä	2h,k	rt	5600	129846	2319	1977	1/1	ei	hyvä	D2013
Kyrölä	3h, k, s, piha,...	rt	7400	254000	3432	2013	1/1	ei	hyvä	
Kyrölä	3h,k,kph,s,l...	rt	6800	230000	3382	2014		ei	hyvä	C2013
Kyrölä	3h,k,s,ap,var (C)	rt	7300	254000	3479	2019	1/1	ei	hyvä	B2018
Kyrölä	3h,k,s,ap,var (F)	rt	7300	249000	3411	2019	1/1	ei	hyvä	B2018
Kyrölä	3h,k,s,ap,var (A)	rt	7300	254000	3479	2019	1/1	ei	hyvä	B2018
Kyrölä	3h, k, sauna	rt	8000	186000	2325	1982	1/1	ei	hyvä	D
Kyrölä	3h, k, kph	rt	6730	152000	2259	1976	1/1	ei	hyvä	D
Kyrölä	3h, k, s, khh	rt	7250	191281	2638	1989	1/1	ei	hyvä	F2013
Kyrölä	3h+k+s	rt	6900	195000	2826	2001	1/1	ei	hyvä	B
Kinnari	4h, k, s	rt	8900	240000	2697	1998		ei	hyvä	
